N	2gram	Bakhtin_Fr	Otkroven
233	был бы	1	1
234	все насыщено	1	1
235	в ней	6	1
236	у самого	3	1
237	из всех	4	1
238	уже отмечали	1	1
239	художественного творчества	1	1
240	он видит	2	1
241	его речь	1	1
242	это для	1	1
243	что это	4	1
244	а ведь	1	1
245	его принадлежности	1	1
246	конца до	1	1
247	речи и	2	1
248	этом отношении	4	1
249	для тех	1	1
250	и был	3	1
251	всяком случае	2	1
252	он и	10	1
253	о чем	3	1
254	сознания в	1	1
255	в свое	1	1
256	в сущности	15	1
257	из которой	1	1
258	для художника	1	1
259	у его	1	1
260	свободу и	2	1
261	в частности	4	1
262	говорит о	2	1
263	как это	1	1
264	не теряет	1	1
265	творчества но	2	1
266	о нем	3	1
267	чтобы иметь	1	1
268	люди с	1	1
269	строгом смысле	1	1
270	что только	1	1
271	и тут	2	1
272	со всей	1	1
273	что сам	1	1
274	со стороны	2	1
275	я бы	1	1
276	он должен	1	1
277	видеть в	2	1
278	не с	1	1
279	за собой	1	1
280	не хочет	1	1
281	и что	2	1
282	в одном	7	1
283	на самом	7	1
284	у нас	4	1
285	в отношении	3	1
286	можно было	3	1
287	уже указывали	2	1
288	оказывается что	1	1
289	же не	1	1
290	бы и	1	1
291	им самим	1	1
292	и это	5	1
293	ее с	1	1
294	свой особый	1	1
295	что русский	1	1
296	совершенно новый	1	1
297	и отец	1	1
298	это есть	2	1
299	смысле этого	2	1
300	в строгом	1	1
301	и до	14	1
302	этими двумя	1	1
303	с их	5	1
304	мира он	1	1
305	по содержанию	1	1
306	за это	2	1
307	с великим	1	1
308	которые будут	1	1
309	иначе чем	1	1
310	по своей	4	1
311	от того	1	1
312	эти писатели	1	1
313	связанная с	1	1
314	же принадлежит	1	1
315	с кем	1	1
316	думать что	2	1
317	в них	19	1
318	вопрос об	1	1
319	в форме	3	1
320	завершается в	1	1
321	говорит он	2	1
322	связь с	6	1
323	это единственная	1	1
324	видно что	4	1
325	не случайно	1	1
326	и даже	7	1
327	и чтоб	1	1
328	кто уже	1	1
329	всегда и	1	1
330	гениальности в	1	1
331	период когда	1	1
332	сила и	1	1
333	если бы	3	1
334	самом деле	5	1
335	в высшее	1	1
336	от всех	1	1
337	говорит в	1	1
338	ведь все	1	1
339	и более	2	1
340	вот что	1	1
341	с ними	4	1
342	истории и	1	1
343	и сам	5	1
344	всегда в	1	1
345	или лучше	1	1
346	был для	1	1
347	отправить к	1	1
348	будто бы	2	1
349	в виду	8	1
350	и начинается	1	1
351	на этот	1	1
352	права на	1	1
353	дело в	4	1
354	которого они	1	1
355	вообще и	1	1
356	из самых	2	1
357	места в	2	1
358	его творчества	2	1
359	они всегда	2	1
360	и эта	1	1
361	в эпоху	18	1
362	отношения к	2	1
363	тем же	2	1
364	жизни как	2	1
365	ключ к	1	1
366	от которой	1	1
367	он ставит	1	1
368	заключается в	1	1
369	начиная с	3	1
370	не делает	1	1
371	связанным с	1	1
372	над его	1	1
373	огромное значение	1	1
374	он говорит	6	1
375	в обычном	2	1
376	бы он	1	1
377	еще ничего	1	1
378	в конце	8	1
379	указывает на	1	1
380	бы еще	1	1
381	уж тут	1	1
382	например в	2	1
383	в жизни	1	1
384	между этими	1	1
385	и страстная	1	1
386	но к	1	1
387	над человеческой	1	1
388	в корне	3	1
389	вот с	1	1
390	дьявола и	1	1
391	их было	1	1
392	характер и	3	1
393	с той	1	1
394	как от	1	1
395	легенды о	1	1
396	он до	1	1
397	и как	5	1
398	всего несколько	1	1
399	то в	2	1
400	в голову	1	1
401	всех тех	1	1
402	все время	3	1
403	к его	1	1
404	с одного	1	1
405	есть не	1	1
406	так часто	1	1
407	человек в	1	1
408	высокого и	1	1
409	страха и	4	1
410	а именно	1	1
411	жизни и	6	1
412	одна из	3	1
413	отрицает и	1	1
414	в мире	6	1
415	в разных	3	1
416	одном из	2	1
417	и прежде	4	1
418	который в	2	1
419	как в	4	1
420	этого слова	3	1
421	другом месте	1	1
422	как будто	2	1
423	в совершенно	1	1
424	всей мировой	1	1
425	на то	1	1
426	стремлением к	1	1
427	вовлекают в	1	1
428	жизни города	1	1
429	говорят о	3	1
430	и вечной	1	1
431	а иногда	1	1
432	эта тема	1	1
433	принято думать	1	1
434	от этого	2	1
435	но почему	1	1
436	свободной и	1	1
437	и я	1	1
438	есть на	1	1
439	нуждается в	4	1
440	слишком много	1	1
441	эпоху возрождения	1	1
442	отличается от	1	1
443	что во	1	1
444	да и	2	1
445	в новом	1	1
446	нисколько не	1	1
447	сравнению с	2	1
448	но это	5	1
449	в эти	2	1
450	и после	2	1
451	природой и	1	1
452	в это	2	1
453	мир и	2	1
454	из него	1	1
455	себе и	1	1
456	лишь один	1	1
457	которой в	1	1
458	самое богатое	1	1
459	был устроен	1	1
460	его творчество	2	1
461	она и	1	1
462	само по	1	1
463	что пишет	1	1
464	было не	1	1
465	из них	8	1
466	что их	1	1
467	вовсе не	18	1
468	под влиянием	2	1
469	уже не	2	1
470	сторон его	1	1
471	в какую-то	1	1
472	в одной	3	1
473	нее не	1	1
474	с того	2	1
475	это была	1	1
476	мировой истории	2	1
477	особенно в	6	1
478	мира в	2	1
479	со всеми	5	1
480	с каким	1	1
481	с вопросом	1	1
482	и самый	2	1
483	вовлекаются в	1	1
484	поэтому он	4	1
485	отметить что	2	1
486	людей в	1	1
487	есть их	1	1
