N	2gram	Potebnia_M	VLabPisa
120	одна из	4	4
121	по поводу	7	4
122	во время	5	4
123	говорит следующее	2	4
124	и ее	1	4
125	что они	6	3
126	видели что	2	3
127	что оно	5	3
128	что у	2	3
129	этот процесс	1	3
130	мы знаем	2	3
131	мы имеем	1	3
132	того что	15	3
133	никак не	3	3
134	но как	4	3
135	видеть в	3	3
136	утверждает что	3	3
137	что и	16	3
138	у нас	3	3
139	подобно тому	7	3
140	его в	3	3
141	если бы	23	3
142	или в	4	3
143	из приведенных	1	3
144	на данном	1	3
145	в другую	2	3
146	именно в	2	3
147	например в	4	3
148	разума и	1	3
149	видно из	3	3
150	между ними	2	3
151	и как	11	3
152	в слове	21	3
153	же и	1	3
154	в которых	2	3
155	например что	3	3
156	явлений и	3	3
157	что например	5	3
158	том как	6	3
159	вовсе не	13	3
160	бы в	6	3
161	при создании	1	3
162	с этим	11	3
163	а в	11	3
164	что не	15	3
165	в котором	5	3
166	в основных	1	3
167	даже и	4	3
168	она не	3	3
169	в противоположность	2	3
170	его не	3	3
171	но даже	2	3
172	того чтобы	4	3
173	для того	8	3
174	тому как	8	3
175	и их	6	3
176	всех других	1	3
177	как он	5	3
178	вслед за	2	3
179	далеко не	4	3
180	этот вопрос	2	3
181	так же	7	3
182	при помощи	2	3
183	человека и	2	3
184	при всем	1	3
185	в творчестве	1	3
186	как на	5	3
187	образом в	5	3
188	и от	5	3
189	точки зрения	8	3
190	жизни и	3	3
191	что без	2	3
192	этих и	1	3
193	и по	8	3
194	всех этих	2	3
195	имеет свою	1	3
196	мы видели	5	3
197	в особенности	1	2
198	этом и	1	2
199	и впечатления	2	2
200	к сожалению	1	2
201	нашего познания	1	2
202	представить себе	3	2
203	им как	2	2
204	и весь	3	2
205	отличия от	1	2
206	только не	2	2
207	все его	2	2
208	и этот	1	2
209	они не	5	2
210	на вопрос	3	2
211	если в	3	2
212	также что	2	2
213	на язык	7	2
214	самого себя	4	2
215	должно быть	9	2
216	того как	12	2
217	от разума	1	2
218	зависит от	6	2
219	ее как	1	2
220	с одной	7	2
221	должна быть	4	2
222	внимание на	3	2
223	тогда когда	15	2
224	из основных	2	2
225	с нею	6	2
226	само собою	4	2
227	да и	1	2
228	следует что	1	2
229	хотя и	6	2
230	связанное с	3	2
231	многие из	1	2
232	что при	6	2
233	одном и	3	2
234	после этого	2	2
235	в науке	1	2
236	что такое	3	2
237	из своих	2	2
238	для них	2	2
239	не столько	3	2
240	с другими	3	2
241	его от	2	2
242	представлений и	1	2
243	по себе	24	2
244	только очень	1	2
245	но с	3	2
246	в своих	4	2
247	что нет	2	2
248	и даже	4	2
249	и непосредственно	2	2
250	что ни	2	2
251	этой точки	2	2
252	и слова	2	2
253	в которой	5	2
254	не о	1	2
255	а во-вторых	1	2
256	ни одна	2	2
257	что его	2	2
258	в представлении	1	2
259	мысль о	8	2
260	что она	3	2
261	но не	19	2
262	в ней	9	2
263	каждом отдельном	1	2
264	между собою	10	2
265	в жизни	5	2
266	стороны в	1	2
267	эти явления	3	2
268	и выражением	1	2
269	в последнем	2	2
270	начинается с	1	2
271	не подлежит	1	2
272	чего бы	2	2
273	по одному	1	2
274	и бессознательное	1	2
275	же как	1	2
276	на эти	1	2
277	между прочим	5	2
278	что мы	11	2
279	слова не	2	2
280	и просто	1	2
281	на этом	3	2
282	не вполне	1	2
283	противном случае	3	2
284	не менее	10	2
285	так сказать	5	2
286	только для	7	2
287	бы не	11	2
288	остановимся на	3	2
289	отличается от	1	2
290	после того	3	2
291	на то	5	2
292	себе и	2	2
293	которая не	1	2
294	в чем	6	2
295	например как	1	2
296	собою и	2	2
297	так например	5	2
298	могло бы	4	2
299	сих пор	5	2
300	и отдельные	2	2
301	по его	7	2
302	начнем с	4	2
303	справедливо говорит	1	2
304	от них	2	2
305	еще не	9	2
306	нам остается	2	2
307	все они	3	2
308	в каждом	6	2
309	во всяком	9	2
310	без них	1	2
311	и потому	7	2
312	понятно что	1	2
313	еще и	1	2
314	того или	1	2
315	до сих	5	2
316	человека в	3	2
317	восприятия и	3	2
318	и быть	1	2
319	свои произведения	1	2
320	а к	1	2
321	было в	1	2
322	а как	3	2
323	значит что	1	2
324	то это	8	2
325	прав ли	1	2
326	в самых	2	2
327	лица и	2	2
328	же процесс	1	2
329	в течение	2	2
330	всяком случае	7	2
331	одной стороны	6	2
332	относится к	5	2
333	ту же	1	2
334	в другом	3	2
335	но то	1	2
336	не по	4	2
337	с а	4	2
338	не всегда	2	2
339	по крайней	6	2
340	могут не	3	2
341	явления в	2	2
342	из себя	6	2
343	и может	5	2
344	лишь в	2	2
345	должны быть	11	2
346	не с	2	2
347	что многие	2	2
348	в различных	1	2
349	можно было	1	2
350	идеи в	1	2
351	стороны и	3	2
352	и сам	1	2
353	только то	3	2
354	показывает как	1	2
355	от того	9	2
356	знаем что	1	2
357	как например	4	2
358	на это	2	2
359	например не	1	2
360	и формы	1	2
361	к ним	3	2
362	он в	1	2
363	вообще и	2	2
364	для проявления	1	2
365	будто бы	1	2
366	заключается в	3	2
367	начиная с	2	2
368	которые в	1	2
369	и у	3	2
370	о его	2	2
371	это видно	1	2
372	произведения не	1	2
373	вне его	1	2
374	в образе	1	2
375	на него	6	2
376	он не	4	2
377	во всей	1	2
378	в общем	1	2
379	он может	2	2
380	отдельные образы	1	2
381	как деятельность	2	2
382	если они	1	2
383	в области	1	2
384	в противном	3	2
385	что даже	2	2
386	показывает что	3	2
387	некоторых из	1	2
388	только с	1	2
389	к этим	2	2
390	уже по	2	2
391	чтобы не	3	2
392	и для	8	2
393	и том	3	2
394	но для	1	2
395	только о	2	2
396	примеров можно	1	2
397	крайней мере	6	2
398	ни с	2	2
399	но в	12	2
400	что так	2	2
401	открытие и	1	1
402	в той	1	1
403	с которой	1	1
404	к лицу	1	1
405	для самого	5	1
406	были бы	4	1
407	может обойтись	2	1
408	это на	1	1
409	то в	6	1
410	самое понятие	2	1
411	что один	1	1
412	от него	8	1
413	именно к	1	1
414	степень его	1	1
415	и другие	1	1
416	к общему	4	1
417	является в	1	1
418	понятий и	1	1
419	и то	4	1
420	ответ на	2	1
421	а потому	14	1
422	не нашел	1	1
423	что способность	1	1
424	ее и	1	1
425	или наоборот	1	1
426	образом и	2	1
427	творчества не	1	1
428	взгляд на	2	1
429	ни в	2	1
430	а другие	1	1
431	мы видим	5	1
432	но на	3	1
433	в более	4	1
434	что если	7	1
435	и многие	1	1
436	не всякому	2	1
437	содержания а	1	1
438	и мы	1	1
439	говорит но	1	1
440	не противоречит	3	1
441	мы и	1	1
442	говоря уже	1	1
443	этого в	2	1
444	таковы например	1	1
445	вне себя	3	1
446	мышления и	1	1
447	смысле что	2	1
448	многих других	2	1
449	от жизни	1	1
450	его мнению	4	1
451	смотреть на	1	1
452	ней не	1	1
453	что наконец	1	1
454	перед собою	2	1
455	что этим	1	1
456	по тому	1	1
457	то есть	69	1
458	и свою	1	1
459	из следующих	1	1
460	его самого	2	1
461	не впасть	1	1
462	образом уже	1	1
463	можно и	1	1
464	роль и	1	1
465	рассказ о	1	1
466	которые не	5	1
467	понять откуда	1	1
468	к этой	3	1
469	переходит в	2	1
470	время и	2	1
471	то следует	1	1
472	о значении	1	1
473	поэтому в	1	1
474	его частей	1	1
475	чувственных впечатлений	9	1
476	в явлениях	1	1
477	есть одно	1	1
478	представлений в	3	1
479	и прочих	1	1
480	мы не	17	1
481	будет ясно	1	1
482	и имеет	1	1
483	в состоянии	5	1
484	быть названо	5	1
485	с этой	3	1
486	этой способности	1	1
487	еще больше	1	1
488	или по	2	1
489	дело с	2	1
490	еще более	2	1
491	в применении	3	1
492	ним во	1	1
493	есть для	2	1
494	или ее	1	1
495	несмотря на	5	1
496	из того	3	1
497	мысль в	2	1
498	и дает	1	1
499	есть его	1	1
500	не для	2	1
501	проявляется в	2	1
502	а и	5	1
503	к истине	2	1
504	данного содержания	2	1
505	формы в	1	1
506	значит не	1	1
507	это значит	1	1
508	наблюдения над	1	1
509	с ним	7	1
510	природе и	1	1
511	по выражению	1	1
512	в основании	3	1
513	разница между	5	1
514	сам по	5	1
515	явления подлежащие	1	1
516	душевных сил	1	1
517	мысли а	2	1
518	о нем	1	1
519	познания на	1	1
520	положение что	1	1
521	не как	4	1
522	аналогии с	1	1
523	мы в	2	1
524	для нас	29	1
525	и всегда	3	1
526	видим ничего	1	1
527	без понятия	1	1
528	от общего	2	1
529	например с	2	1
530	невозможно и	2	1
531	то прежде	1	1
532	не подлежащих	1	1
533	к сознанию	3	1
534	содержание в	1	1
535	и практики	2	1
536	отсутствие единства	1	1
537	богатство и	1	1
538	более легким	1	1
539	развития не	1	1
540	лицом к	1	1
541	в логике	1	1
542	творчества с	1	1
543	области не	1	1
544	большею частью	1	1
545	и никакой	1	1
546	но что	2	1
547	свобода есть	1	1
548	раскрывается в	1	1
549	не ограничивается	3	1
550	как нечто	1	1
551	именно эти	1	1
552	быть достигнуто	1	1
553	сознание с	1	1
554	нет никакого	1	1
555	по мере	10	1
556	исторического развития	1	1
557	бы при	3	1
558	таком случае	4	1
559	что а	3	1
560	или другого	1	1
561	природу и	2	1
562	в этих	10	1
563	без того	1	1
564	без этого	1	1
565	себя или	1	1
566	следующее как	1	1
567	быть сведены	1	1
568	творческую деятельность	1	1
569	и эти	1	1
570	в виде	1	1
571	связанная с	1	1
572	это определение	2	1
573	к так	1	1
574	ограничивает и	1	1
575	говорит он	4	1
576	теории о	1	1
577	в таких	2	1
578	и самые	1	1
579	как же	1	1
580	этим путем	1	1
581	говорил а	1	1
582	сами по	8	1
583	если не	5	1
584	по частям	2	1
585	в духе	1	1
586	говорим о	1	1
587	все то	2	1
588	но он	3	1
589	самом деле	2	1
590	но все	4	1
591	что мысль	4	1
592	этого не	2	1
593	всего следует	1	1
594	не будем	1	1
595	по их	1	1
596	что будет	1	1
597	наконец в-третьих	1	1
598	приходит в	1	1
599	даже на	1	1
600	мы говорим	3	1
601	это состояние	1	1
602	на свою	1	1
603	течение представлений	1	1
604	и все	6	1
605	достаточным основанием	1	1
606	уже как	1	1
607	на себя	1	1
608	зрения на	1	1
609	с теми	2	1
610	развития в	1	1
611	сущности в	1	1
612	к пониманию	1	1
613	всей духовной	1	1
614	тем что	15	1
615	если это	2	1
616	к более	1	1
617	превращаются в	1	1
618	непосредственно как	1	1
619	то время	3	1
620	ничего и	1	1
621	в таком	7	1
622	изобретения и	1	1
623	ему следует	1	1
624	не дело	2	1
625	и качеств	1	1
626	если он	1	1
627	этого развития	2	1
628	решение этой	1	1
629	сама по	4	1
630	между этими	2	1
631	к их	2	1
632	можно назвать	1	1
633	которой было	1	1
634	впасть в	2	1
635	в стороне	5	1
636	что совокупность	1	1
637	относятся к	2	1
638	хотим сказать	1	1
639	бы быть	7	1
640	из тех	1	1
641	в движение	2	1
642	друг другу	4	1
643	и без	4	1
644	к таким	2	1
645	в какой	2	1
646	в памяти	3	1
647	же оно	1	1
648	память рассудок	1	1
649	в устах	1	1
650	понятия и	3	1
651	нас к	1	1
652	как не	4	1
653	время как	2	1
654	что по	3	1
655	вряд ли	2	1
656	значения и	1	1
657	может только	1	1
658	а именно	1	1
659	или даже	3	1
660	мыслит и	1	1
661	всем своем	1	1
662	долго и	1	1
663	мнение что	1	1
664	и так	1	1
665	как можно	1	1
666	состоит из	1	1
667	только различные	1	1
668	ними не	1	1
669	и вместе	5	1
670	при таком	5	1
671	как в	18	1
672	и характер	1	1
673	как понимает	1	1
674	и понимания	10	1
675	перейти к	3	1
676	на одном	1	1
677	мы только	1	1
678	себя и	3	1
679	не имеет	9	1
680	зрения и	7	1
681	остается только	6	1
682	воспринимается им	1	1
683	не создает	2	1
684	служит для	2	1
685	что нередко	1	1
686	о котором	4	1
687	принимается за	1	1
688	сравнению с	1	1
689	которое не	1	1
690	на известной	1	1
691	и обусловливает	1	1
692	том смысле	7	1
693	это было	3	1
694	лежит в	1	1
695	он вполне	1	1
696	в известном	2	1
697	для их	2	1
698	и это	3	1
699	хотя оно	1	1
700	в каждой	1	1
701	а только	8	1
702	в каком	7	1
703	не его	1	1
704	дальше и	1	1
705	очень важную	2	1
706	ничего общего	3	1
707	на себе	3	1
708	др и	1	1
709	похожи на	1	1
710	сами собою	3	1
711	на другом	2	1
712	это самое	2	1
713	мысли в	11	1
714	вопрос что	1	1
715	человека а	1	1
716	слова к	2	1
717	не все	3	1
718	как общая	1	1
719	чувства которые	2	1
720	обыденной жизни	1	1
721	как произведение	1	1
722	в математике	1	1
723	время сна	1	1
724	сразу и	1	1
725	своих слов	2	1
726	что конечно	1	1
727	из другого	1	1
728	а вместе	7	1
729	представления понятия	1	1
730	и отсюда	1	1
731	что эти	1	1
732	нет ничего	2	1
733	деятельность человека	1	1
734	внимания то	1	1
735	его и	1	1
736	необходимое условие	1	1
737	собою не	1	1
738	совершенно не	1	1
739	признать что	1	1
740	ними нет	1	1
741	свести все	1	1
742	может иметь	1	1
743	том случае	1	1
744	на природу	3	1
745	разница в	2	1
746	более чем	1	1
747	находит свое	1	1
748	в данном	1	1
749	изучение его	1	1
750	мой взгляд	1	1
751	сознания а	1	1
752	первой части	1	1
753	силы и	1	1
754	вообще в	1	1
755	вытекает из	3	1
756	вытекают из	3	1
757	духовной и	1	1
758	тем более	2	1
759	уже из	1	1
760	бы с	2	1
761	сложного процесса	1	1
762	что этот	1	1
763	бытие как	1	1
764	вопрос о	5	1
765	одного лица	2	1
766	но между	1	1
767	доходят до	2	1
768	тех же	1	1
769	себе все	1	1
770	применении к	3	1
771	быть при	2	1
772	случае если	1	1
773	связи а	1	1
774	об одном	1	1
775	очень часто	1	1
776	в чистом	1	1
777	духовной жизни	2	1
778	это как	1	1
779	что сущность	1	1
780	и общие	1	1
781	есть в	4	1
782	конечно не	1	1
783	а одним	1	1
784	с новыми	1	1
785	к идее	1	1
786	при отсутствии	1	1
787	близко к	1	1
788	что самое	2	1
789	не говоря	1	1
790	входит в	1	1
791	всего этого	1	1
792	говоря только	1	1
793	наконец в	1	1
794	единства в	1	1
795	в нескольких	1	1
796	расположением к	1	1
797	уже в	5	1
798	не дает	2	1
799	живым и	1	1
800	по сравнению	1	1
801	остаются вне	2	1
802	не один	2	1
803	в теории	2	1
804	в понятие	1	1
805	быть признана	1	1
806	без слова	2	1
807	и звука	6	1
808	явление очень	1	1
809	впечатлений и	1	1
810	так называемым	1	1
811	друг друга	6	1
812	ими в	1	1
813	в частностях	1	1
814	значит только	1	1
815	потому что	89	1
816	в свою	8	1
817	сознания в	2	1
818	и тем	5	1
819	слова и	7	1
820	кажется что	1	1
821	первого акта	1	1
822	обойтись без	1	1
823	только тогда	7	1
824	если так	1	1
825	если б	7	1
826	и поэтому	2	1
827	оно и	4	1
828	только один	3	1
829	то все	6	1
830	субъекта если	1	1
831	всеми этими	1	1
832	эта мысль	3	1
833	них по	1	1
834	не могло	3	1
835	но она	3	1
836	значение для	1	1
837	со стороны	11	1
838	только на	4	1
839	если же	5	1
840	выйти за	1	1
841	приводит в	5	1
842	которые должны	2	1
843	для этого	2	1
844	чувственное восприятие	1	1
845	одно и	1	1
846	может служить	2	1
847	быть выражена	1	1
848	на его	1	1
849	и если	6	1
850	и та	1	1
851	одни только	1	1
852	хотя в	3	1
853	свою историю	1	1
854	и что	13	1
855	в действие	1	1
856	и миром	2	1
857	до этой	1	1
858	к области	1	1
859	как если	1	1
860	за пределы	4	1
861	а между	5	1
862	но только	2	1
863	им самим	1	1
864	заключает в	6	1
865	говорит что	1	1
866	задачи и	1	1
867	в начале	2	1
868	вообще но	1	1
869	говоря о	3	1
870	явлений в	3	1
871	мы хотим	1	1
872	них общее	1	1
873	весь процесс	1	1
874	еще в	1	1
875	слова с	2	1
876	а мысль	1	1
877	существует ли	1	1
878	то как	1	1
879	этого образа	1	1
880	в истории	8	1
881	как оно	2	1
882	звуков и	5	1
883	и психологии	1	1
884	этом смысле	4	1
885	что из	2	1
886	этому в	1	1
887	или как	2	1
888	что до	2	1
889	наблюдений над	1	1
890	самого начала	5	1
891	каждый из	1	1
892	бы совершенно	1	1
893	себе в	2	1
894	свою очередь	8	1
895	и наоборот	10	1
896	и называют	1	1
897	это его	1	1
898	не представляет	1	1
899	связанных с	1	1
900	обособление и	1	1
901	связанными с	1	1
902	к каждому	1	1
903	значение и	4	1
904	и той	4	1
905	имеем в	1	1
906	на некоторые	1	1
907	без участия	2	1
908	единство и	1	1
909	но ни	1	1
910	сливается в	1	1
911	отношение к	1	1
912	и связанное	2	1
913	как мы	3	1
914	со своими	1	1
915	все данные	1	1
916	сходные с	1	1
917	же не	2	1
918	к ней	3	1
919	мертвых душ	5	1
920	же так	1	1
921	мыслей но	1	1
922	и мысль	1	1
923	общего с	3	1
924	частью в	1	1
925	но вместе	4	1
926	что во	4	1
927	это правило	1	1
928	по которой	1	1
929	затем в	1	1
930	бы его	1	1
931	заметить что	7	1
932	другое более	1	1
933	к ее	2	1
934	в ходе	1	1
935	впечатления не	2	1
936	и во	6	1
937	что есть	3	1
938	особенностей и	1	1
939	их к	2	1
940	законов и	1	1
941	другое если	1	1
942	теории откровения	1	1
943	философской системы	1	1
944	мы бы	3	1
945	бы он	1	1
946	общее и	1	1
947	выражения в	1	1
948	того чего	1	1
949	обратимся к	1	1
950	группы только	1	1
951	связи между	2	1
952	быть в	1	1
953	предмета в	3	1
954	что может	1	1
955	сущности и	1	1
956	тем легче	1	1
957	обыкновенно не	1	1
958	находится в	2	1
959	уже не	4	1
960	за его	1	1
961	своих произведений	1	1
962	образом без	1	1
963	слова в	7	1
964	совокупность понятий	1	1
965	так не	1	1
966	чего он	1	1
967	уже о	1	1
968	процессов в	1	1
969	на этот	2	1
970	жизнью и	1	1
971	это что	2	1
972	как увидим	4	1
973	доказывается тем	1	1
974	не имели	1	1
975	вообще вне	1	1
976	человека вообще	1	1
977	во-первых не	1	1
978	и других	6	1
979	во-вторых не	1	1
980	как будто	2	1
981	их отношение	1	1
982	здесь не	2	1
983	этот последний	1	1
984	по законам	3	1
985	себя до	1	1
986	ли эта	1	1
987	оно может	2	1
988	их на	1	1
989	эти впечатления	4	1
990	этими двумя	1	1
991	чувства в	5	1
992	или не	3	1
993	свое воплощение	1	1
994	и насколько	1	1
995	и чувства	3	1
996	даже для	1	1
997	эти восприятия	1	1
998	связаны с	1	1
999	радости и	1	1
1000	но это	7	1
1001	так называемое	1	1
1002	деятельности человеческого	2	1
1003	имели бы	1	1
1004	эти формы	2	1
1005	с ее	2	1
1006	и оригинальность	1	1
1007	из него	3	1
1008	видим у	1	1
1009	и искусство	1	1
1010	из сказанного	1	1
1011	это подтверждается	1	1
1012	которой мы	3	1
1013	в определенные	1	1
1014	действительности не	2	1
1015	в самой	5	1
1016	произведение становится	1	1
1017	или точнее	1	1
1018	стороны он	1	1
1019	и ни	1	1
1020	он должен	2	1
1021	начинает с	1	1
1022	при желании	1	1
1023	таких же	4	1
1024	сомнения в	1	1
1025	собственно говоря	2	1
1026	некоторые черты	1	1
1027	тому же	1	1
1028	что на	9	1
1029	деятельности и	5	1
1030	дает возможность	1	1
1031	проявляются в	1	1
1032	в заключение	1	1
1033	судя по	5	1
1034	не отличается	1	1
1035	чувств в	1	1
1036	виду что	2	1
1037	отражается в	1	1
1038	не к	1	1
1039	имеет ничего	1	1
1040	своего развития	1	1
