N	2gram	Vygotskiy_	Morfolog
270	же в	3	3
271	все еще	2	3
272	на то	7	3
273	и его	5	3
274	и по	5	3
275	и только	4	3
276	означает что	2	3
277	в один	4	3
278	следует за	1	3
279	к целому	1	2
280	не так	1	2
281	от него	1	2
282	является в	4	2
283	могут иметь	3	2
284	к другу	1	2
285	и этот	1	2
286	друг к	1	2
287	со вторым	1	2
288	самого себя	2	2
289	или по	2	2
290	вопросу о	1	2
291	или нет	2	2
292	ситуации если	1	2
293	лишь на	2	2
294	и тот	6	2
295	не на	2	2
296	иначе чем	2	2
297	оно не	3	2
298	как они	5	2
299	в своих	3	2
300	более или	3	2
301	с этого	1	2
302	превращаться в	1	2
303	это положение	6	2
304	и задачи	2	2
305	например в	2	2
306	относятся к	4	2
307	с тем	18	2
308	многих других	3	2
309	их в	6	2
310	обоих случаях	2	2
311	в которых	3	2
312	не имеет	3	2
313	когда в	3	2
314	камень и	1	2
315	роль в	5	2
316	в каком	3	2
317	к другому	2	2
318	не входит	1	2
319	медведь и	1	2
320	во всяком	10	2
321	можно сказать	2	2
322	ответить на	1	2
323	того как	5	2
324	в данном	1	2
325	в основе	32	2
326	и более	4	2
327	он требует	1	2
328	вытекает из	2	2
329	на новые	2	2
330	что этот	2	2
331	что мы	18	2
332	в очень	1	2
333	как например	2	2
334	реакцию на	1	2
335	нельзя было	1	2
336	такую же	1	2
337	на той	1	2
338	одной стороны	8	2
339	на друга	3	2
340	в другом	3	2
341	том как	1	2
342	самых разнообразных	1	2
343	и больше	1	2
344	он получает	2	2
345	увидим что	5	2
346	что одна	1	2
347	что многие	1	2
348	точно так	4	2
349	в одном	4	2
350	в различных	1	2
351	и когда	3	2
352	случаях нет	1	2
353	от других	2	2
354	превращается в	1	2
355	при определении	4	2
356	то как	2	2
357	не что	2	2
358	в совершенно	5	2
359	же способом	1	2
360	в обоих	2	2
361	действия и	2	2
362	в глаза	2	2
363	друг на	3	2
364	затем уже	2	2
365	что же	1	2
366	без всякого	1	2
367	в данной	1	2
368	тем же	8	2
369	одной из	1	2
370	на этот	5	2
371	что она	7	2
372	он может	1	2
373	который в	4	2
374	что именно	3	2
375	самым различным	2	2
376	по отдельным	1	2
377	всяком случае	10	2
378	но так	2	2
379	все известные	1	2
380	для него	6	2
381	не означает	2	2
382	в свое	2	2
383	элемент в	1	2
384	ничем не	2	2
385	является результатом	2	2
386	что иное	2	2
387	может не	1	2
388	данном случае	1	2
389	элемент может	1	2
390	ход но	1	2
391	на вопрос	1	2
392	после чего	1	2
393	в основу	5	2
394	собой в	1	2
395	с одной	8	2
396	нашей работы	1	2
397	вывод что	2	2
398	самых различных	3	2
399	ни было	2	2
400	этом отношении	9	2
401	лишь после	1	2
402	и пользуется	1	2
403	нам еще	1	2
404	функций не	1	2
405	эти задачи	2	2
406	для нас	6	2
407	все это	8	2
408	с другими	3	2
409	дается в	1	2
410	чем в	4	2
411	эти функции	2	2
412	в интересах	1	2
413	не знает	1	2
414	что там	3	2
415	не сумеем	1	2
416	в другую	3	2
417	это мы	3	2
418	одним из	6	2
419	это еще	1	2
420	вообще не	3	2
421	лишь с	1	2
422	также в	2	2
423	с логической	4	2
424	у него	3	2
425	по своему	14	2
426	к вопросу	1	2
427	в чем	2	2
428	а другой	3	2
429	путь к	3	2
430	или менее	5	2
431	и таким	1	2
432	и представляют	1	2
433	это так	2	2
434	бы в	5	2
435	а потом	2	2
436	совершенно другой	1	2
437	случай в	1	2
438	могли бы	16	2
439	а с	4	2
440	идет по	2	2
441	можно сравнить	1	2
442	случае если	2	2
443	в наши	2	2
444	и даже	4	2
445	в самых	1	2
446	как особая	1	2
447	она не	1	2
448	что ни	1	2
449	ту же	2	2
450	не по	2	2
451	дело не	1	2
452	эти формы	2	2
453	в частности	4	2
454	бы они	2	2
455	из этих	5	2
456	они даны	2	2
457	можно сделать	1	2
458	что эта	2	2
459	тем и	5	2
460	сколько можно	1	2
461	является одновременно	1	2
462	ли этот	1	2
463	как их	2	2
464	из его	1	2
465	вопрос в	1	2
466	однако в	2	2
467	огромное значение	3	2
468	это можно	1	2
469	ее из	1	2
470	их на	1	2
471	если она	1	2
472	но они	4	2
473	должны будем	1	2
474	в одну	1	2
475	иное как	2	2
476	совершается в	1	2
477	в той	2	1
478	он пользуется	2	1
479	наше рассмотрение	1	1
480	были бы	3	1
481	во всем	7	1
482	собой всю	1	1
483	какого бы	1	1
484	они имеют	3	1
485	однако и	2	1
486	и может	4	1
487	это утверждение	2	1
488	двух рядов	1	1
489	отношении между	1	1
490	никак нельзя	2	1
491	все что	4	1
492	образом и	1	1
493	следует поставить	1	1
494	для всех	1	1
495	такой ход	1	1
496	до сих	3	1
497	совершенно другом	1	1
498	даны в	3	1
499	за ним	1	1
500	и на	9	1
501	существенным для	2	1
502	же и	2	1
503	как с	4	1
504	она с	1	1
505	зрения совершенно	1	1
506	с двух	1	1
507	которые не	5	1
508	он только	1	1
509	его с	1	1
510	понятие как	2	1
511	до него	1	1
512	на ее	1	1
513	с такой	1	1
514	стороны они	1	1
515	а предметы	1	1
516	или иных	1	1
517	дело с	3	1
518	в применении	1	1
519	момента в	2	1
520	и менее	1	1
521	при этом	13	1
522	даже в	5	1
523	формы в	3	1
524	этому соответствует	1	1
525	это значит	6	1
526	по принципу	1	1
527	которым они	1	1
528	особенности этого	1	1
529	же относится	1	1
530	тем как	4	1
531	можно сомневаться	1	1
532	связанное с	2	1
533	этим знаком	1	1
534	думается что	1	1
535	не требует	1	1
536	есть функция	1	1
537	в другой	2	1
538	привести к	2	1
539	с применением	1	1
540	те же	6	1
541	отношении друг	1	1
542	этого может	1	1
543	в приложении	1	1
544	которые по	1	1
545	но ведь	1	1
546	и рядом	2	1
547	равным образом	4	1
548	по-видимому не	1	1
549	не являются	4	1
550	остановиться на	3	1
551	одно из	2	1
552	морфологического анализа	1	1
553	не столько	4	1
554	и делает	1	1
555	формы является	1	1
556	что животное	1	1
557	или другого	2	1
558	своей смерти	1	1
559	совершенно иное	1	1
560	функции в	2	1
561	под этим	3	1
562	возможность изучить	1	1
563	для данного	1	1
564	связанная с	1	1
565	она становится	1	1
566	это определение	1	1
567	со всеми	9	1
568	в них	3	1
569	характере этого	1	1
570	и сл	1	1
571	же представляет	1	1
572	материал на	1	1
573	или во	1	1
574	если не	1	1
575	где же	1	1
576	этой точки	4	1
577	по пути	5	1
578	он имеет	3	1
579	до этого	1	1
580	от одного	2	1
581	чрезвычайно интересная	2	1
582	редко в	1	1
583	и с	5	1
584	однако что	1	1
585	отца на	1	1
586	которым он	2	1
587	которого можно	1	1
588	из нее	2	1
589	каким образом	1	1
590	с известными	1	1
591	самостоятельно и	1	1
592	и все	5	1
593	легко и	1	1
594	оно есть	1	1
595	одновременно с	2	1
596	еще в	2	1
597	сравнения мы	1	1
598	наиболее часто	1	1
599	именно в	6	1
600	только впоследствии	1	1
601	ведет к	1	1
602	же самый	1	1
603	и действительно	1	1
604	исходить из	1	1
605	том или	1	1
606	затем следует	1	1
607	отношения к	1	1
608	может получить	1	1
609	также не	2	1
610	те формы	2	1
611	с ними	3	1
612	самая постановка	1	1
613	и очень	1	1
614	видим таким	5	1
615	а именно	1	1
616	в своей	9	1
617	которые могут	3	1
618	одновременно и	1	1
619	на эту	1	1
620	связанные с	3	1
621	достижения в	1	1
622	дело идет	1	1
623	кольцо с	1	1
624	увидим как	1	1
625	они ни	1	1
626	или выражаясь	1	1
627	нами при	1	1
628	бы не	1	1
629	с третьим	1	1
630	этого материала	1	1
631	ключом к	4	1
632	о котором	2	1
633	становится особенно	1	1
634	в это	1	1
635	что необходимо	1	1
636	всей своей	1	1
637	которая не	5	1
638	является то	7	1
639	ничего общего	4	1
640	здесь нет	1	1
641	словами и	1	1
642	каждая новая	1	1
643	эти процессы	1	1
644	об отношении	2	1
645	к данной	1	1
646	все они	2	1
647	исследований и	1	1
648	тем в	1	1
649	помощью этого	3	1
650	еще и	2	1
651	значения для	2	1
652	для сравнения	1	1
653	ему дается	1	1
654	совершенно не	1	1
655	ситуации в	2	1
656	функцию в	1	1
657	нами выше	3	1
658	этим мы	1	1
659	так мы	2	1
660	больше чем	2	1
661	в котором	3	1
662	которые мы	3	1
663	помощи которых	1	1
664	понятия и	8	1
665	связаны между	2	1
666	можно считать	3	1
667	и начинает	1	1
668	мы имели	7	1
669	применении к	1	1
670	что связи	2	1
671	случаи когда	1	1
672	в приведенных	2	1
673	вообще невозможно	1	1
674	функции отсюда	1	1
675	всего по	1	1
676	в свою	4	1
677	имеет в	2	1
678	предметы имеющие	1	1
679	так чтобы	2	1
680	лежат в	1	1
681	своему строению	2	1
682	это все	1	1
683	решается на	1	1
684	предметов и	6	1
685	явления и	1	1
686	он является	1	1
687	когда обнаруживается	1	1
688	во многих	3	1
689	а после	1	1
690	и независимо	1	1
691	оно является	3	1
692	в этот	1	1
693	с трудом	1	1
694	следует остановиться	1	1
695	точно и	1	1
696	с помощью	64	1
697	может войти	1	1
698	те случаи	1	1
699	для нее	1	1
700	между двумя	3	1
701	именно на	1	1
702	только один	1	1
703	то все	1	1
704	значение для	4	1
705	только на	2	1
706	которые можно	1	1
707	которые должны	2	1
708	вступает в	3	1
709	правда и	1	1
710	развитие от	1	1
711	иметь различное	1	1
712	приходит к	7	1
713	которую он	2	1
714	язык есть	1	1
715	он пришел	1	1
716	на основании	11	1
717	их значении	1	1
718	не потому	1	1
719	эти связи	4	1
720	говорит что	1	1
721	задачи и	5	1
722	образом что	6	1
723	тому или	4	1
724	не будет	2	1
725	ни были	2	1
726	и до	1	1
727	собой с	1	1
728	двух точек	1	1
729	более и	1	1
730	и те	3	1
731	можно ли	2	1
732	затем если	1	1
733	идет об	1	1
734	при анализе	2	1
735	тем мы	1	1
736	самого начала	6	1
737	свою очередь	3	1
738	не представляет	4	1
739	или решение	1	1
740	перед ним	4	1
741	ожидать что	2	1
742	им в	3	1
743	совершенно спокойно	1	1
744	ему недостает	1	1
745	же самое	9	1
746	всего этого	1	1
747	с другим	1	1
748	известной степени	1	1
749	материала они	1	1
750	из одной	2	1
751	видели выше	1	1
752	может послужить	1	1
753	может ли	2	1
754	как на	2	1
755	что здесь	2	1
756	и там	1	1
757	установить что	1	1
758	одно и	7	1
759	он в	1	1
760	отношение к	1	1
761	к двум	1	1
762	не как	3	1
763	этот вывод	3	1
764	мог бы	5	1
765	процессы и	1	1
766	то для	1	1
767	русском языке	1	1
768	большим количеством	1	1
769	ею и	1	1
770	образом как	2	1
771	предмета к	2	1
772	путь от	1	1
773	в известных	1	1
774	с этими	1	1
775	будем говорить	1	1
776	первый тип	1	1
777	ли можно	1	1
778	то она	1	1
779	бы сказать	5	1
780	анализ и	1	1
781	на ряд	3	1
782	все виды	2	1
783	человека а	1	1
784	что говорит	2	1
785	не стоит	2	1
786	его место	1	1
787	при каких	2	1
788	какой степени	5	1
789	к описанию	1	1
790	друг с	10	1
791	ситуации могут	1	1
792	детей в	1	1
793	черт и	1	1
794	в первой	1	1
795	уже по	2	1
796	мы берем	1	1
797	материал и	2	1
798	по иным	1	1
799	они могут	3	1
800	но которые	1	1
801	в ее	1	1
802	эту же	2	1
803	и становится	1	1
804	свои собственные	1	1
805	тот же	10	1
806	дает возможность	1	1
807	не то	1	1
808	эту форму	1	1
809	в другое	2	1
810	высшей степени	11	1
811	не выдерживает	1	1
812	случаях значение	1	1
813	реакция может	1	1
814	по особым	1	1
815	строится по	1	1
816	и то	9	1
817	форм и	1	1
818	те функции	1	1
819	постольку поскольку	2	1
820	в себе	9	1
821	но на	3	1
822	собой и	2	1
823	с но	3	1
824	ему в	1	1
825	то оно	1	1
826	ниже и	1	1
827	типом и	1	1
828	после того	1	1
829	этой области	2	1
830	которое он	1	1
831	причины так	1	1
832	это сходство	1	1
833	во всей	3	1
834	часто повторяющиеся	1	1
835	указать на	2	1
836	должно быть	3	1
837	случаев когда	1	1
838	что каждая	2	1
839	в первый	2	1
840	задача и	3	1
841	еще до	1	1
842	к разрешению	3	1
843	в известные	1	1
844	в состоянии	1	1
845	в его	22	1
846	и длительного	1	1
847	увидим дальше	2	1
848	сравнить с	1	1
849	на что	1	1
850	он начинает	2	1
851	помимо того	1	1
852	изучать не	1	1
853	который можно	2	1
854	находится в	4	1
855	две основные	2	1
856	в задачи	1	1
857	как раз	1	1
858	что так	1	1
859	для данной	1	1
860	такое же	2	1
861	которых каждый	2	1
862	о нем	2	1
863	что с	8	1
864	в тот	1	1
865	и определение	2	1
866	мы легко	1	1
867	на которой	2	1
868	теряет свою	1	1
869	что каждый	2	1
870	включения в	1	1
871	по совокупности	1	1
872	же не	3	1
873	другого но	1	1
874	силу и	1	1
875	функция а	1	1
876	что все	2	1
877	в их	12	1
878	мы находим	3	1
879	опускается на	1	1
880	она вводится	1	1
881	составных частей	1	1
882	вещей на	1	1
883	видит в	2	1
884	всеми другими	2	1
885	совершенно ясно	3	1
886	тем больше	1	1
887	включаются в	1	1
888	и притом	1	1
889	сама создает	1	1
890	как фактор	1	1
891	о возможности	1	1
892	как ни	1	1
893	одно а	1	1
894	или иной	3	1
895	от тех	2	1
896	ли мы	1	1
897	они представляют	2	1
898	что элементы	2	1
899	сами себе	1	1
900	начала в	1	1
901	самые разнообразные	2	1
902	за этим	1	1
903	что под	1	1
904	это нисколько	1	1
905	и где	1	1
906	в виду	4	1
907	во внимание	2	1
908	и которая	3	1
909	но эта	1	1
910	которое в	1	1
911	и отношение	2	1
912	что не	1	1
913	как его	1	1
914	и другое	7	1
915	чрезвычайно важно	1	1
916	в таком	4	1
917	и своего	1	1
918	ссылка на	1	1
919	теми или	2	1
920	бы быть	2	1
921	которые еще	1	1
922	общее значение	2	1
923	между ними	6	1
924	нас к	2	1
925	очень давно	1	1
926	этой цели	1	1
927	можно предположить	1	1
928	а здесь	1	1
929	по одному	3	1
930	есть в	1	1
931	но по	3	1
932	не есть	5	1
933	эту особенность	1	1
934	мнение что	1	1
935	не дают	1	1
936	в мире	2	1
937	слова не	3	1
938	такие формы	1	1
939	основная форма	1	1
940	для примера	1	1
941	так в	1	1
942	для решения	2	1
943	постановка вопроса	1	1
944	в ряду	1	1
945	на одном	2	1
946	на все	2	1
947	еще к	1	1
948	и могут	2	1
949	уже давно	1	1
950	этой новой	1	1
951	может рассматриваться	1	1
952	выше мы	1	1
953	по его	1	1
954	служит для	1	1
955	о которых	1	1
956	только и	2	1
957	нисколько не	3	1
958	которые имеют	1	1
959	бы мы	2	1
960	войти в	1	1
961	к развитию	1	1
962	эти образования	1	1
963	точек зрения	1	1
964	и это	7	1
965	с другом	10	1
966	свет на	1	1
967	по характеру	2	1
968	и развития	3	1
969	в эту	3	1
970	что следовательно	2	1
971	могло бы	4	1
972	сих пор	3	1
973	и вообще	1	1
974	как результат	1	1
975	свое место	2	1
976	к истории	3	1
977	той или	2	1
978	имеет ничего	1	1
979	свободен от	1	1
980	этих двух	1	1
981	это остается	1	1
982	обычно происходит	1	1
983	различное значение	1	1
984	в каждом	2	1
985	предметами и	1	1
986	здесь как	1	1
987	в пруду	1	1
988	того или	2	1
989	разница между	1	1
990	может иметь	1	1
991	вошел в	1	1
992	более чем	1	1
993	и эти	2	1
994	ряду с	1	1
995	бы к	2	1
996	тесно связаны	1	1
997	таким же	4	1
998	с самого	6	1
999	уже неоднократно	1	1
1000	могут служить	2	1
1001	часто встречается	1	1
1002	отличие от	8	1
1003	такие же	1	1
1004	наконец мы	1	1
1005	может совершаться	1	1
1006	дана в	1	1
1007	в отвлеченной	1	1
1008	они играют	1	1
1009	мы говорили	5	1
1010	в основных	1	1
1011	специальное исследование	1	1
1012	может возникнуть	2	1
1013	все остальные	2	1
1014	так называемой	1	1
1015	функции которые	1	1
1016	имели возможность	5	1
1017	что новые	1	1
1018	на другой	2	1
1019	в течение	2	1
1020	но всегда	2	1
1021	что всякий	1	1
1022	тот момент	1	1
1023	но он	1	1
1024	с величайшей	1	1
1025	ряда других	1	1
1026	отношение между	3	1
1027	так что	3	1
1028	вывод который	1	1
1029	и разновидности	1	1
1030	на которых	3	1
1031	все основные	1	1
1032	процессов и	1	1
1033	реакции на	2	1
1034	которое представляет	1	1
1035	не приходится	1	1
1036	как он	8	1
1037	это или	1	1
1038	значением которое	1	1
1039	часто не	3	1
1040	не дает	2	1
1041	конечно в	2	1
1042	почти всегда	1	1
1043	включается в	3	1
1044	оно встречается	1	1
1045	является одним	1	1
1046	в нашей	4	1
1047	это то	1	1
1048	такая простая	1	1
1049	развития все	1	1
1050	доходит до	1	1
1051	вплотную к	1	1
1052	впоследствии к	1	1
1053	сомневаться в	1	1
1054	а этот	1	1
1055	лишь как	1	1
1056	думать что	1	1
1057	или как	2	1
1058	верно и	1	1
1059	и всякая	1	1
1060	элементы и	1	1
1061	когда мы	2	1
1062	не необходимо	2	1
1063	у которого	1	1
1064	всякое развитие	1	1
1065	понятия не	2	1
1066	скажем что	1	1
1067	рассматривать как	1	1
1068	если только	2	1
1069	на это	1	1
1070	может лежать	2	1
1071	функций которые	1	1
1072	не связаны	2	1
1073	целом и	2	1
1074	быть не	2	1
1075	эту функцию	1	1
1076	чем она	1	1
1077	этом с	1	1
1078	решить задачу	2	1
1079	в плане	2	1
1080	оно имеет	1	1
1081	точку зрения	1	1
1082	и много	1	1
1083	которые в	5	1
1084	на других	1	1
1085	обычно только	1	1
1086	с этот	1	1
1087	это делает	1	1
1088	этом и	2	1
1089	и черт	1	1
1090	них не	1	1
1091	решения задачи	8	1
1092	вызвать в	1	1
1093	это означает	3	1
1094	то их	1	1
1095	что сходные	2	1
1096	теми же	1	1
1097	логической неизбежностью	2	1
1098	в силу	9	1
1099	здесь также	1	1
1100	другой и	1	1
1101	одной формы	1	1
1102	такой же	4	1
1103	могут рассматриваться	1	1
1104	как при	1	1
1105	способ соединения	1	1
1106	как причины	2	1
1107	по законам	1	1
1108	в области	9	1
1109	его к	6	1
1110	один и	6	1
1111	тех или	1	1
1112	все более	2	1
1113	ее может	1	1
1114	все другие	2	1
1115	определить как	1	1
1116	является ли	1	1
1117	показывает что	9	1
1118	развитие и	1	1
1119	в высшей	11	1
1120	задачи не	1	1
1121	в него	4	1
1122	его можно	1	1
1123	с ее	5	1
1124	всех этих	2	1
1125	он был	1	1
1126	возможность изучать	1	1
1127	дело обстоит	1	1
1128	и совершенно	2	1
1129	начинает с	1	1
1130	мы скажем	1	1
1131	не можем	4	1
1132	почему при	1	1
1133	мы условно	2	1
1134	проявляются в	2	1
1135	вплоть до	1	1
1136	функции но	2	1
1137	есть не	1	1
1138	две функции	1	1
1139	и предметом	1	1
1140	операции при	1	1
1141	здесь этот	1	1
1142	быть поставлен	1	1
