N	3gram	Losev_Prob	Dialekti
854	обязательно должны быть	1	1
855	его от всего	1	1
856	и если они	1	1
857	всегда есть определенная	1	1
858	все эти бесконечные	1	1
859	не только есть	1	1
860	должны сказать и	1	1
861	что же в	1	1
862	что в этом	1	1
863	и пожалуй даже	1	1
864	есть символ что	1	1
865	отчет в том	1	1
866	по себе она	1	1
867	не есть изображение	1	1
868	и следовательно в	2	1
869	и отличается ясностью	1	1
870	чем собственно говоря	1	1
871	это мы уже	2	1
872	есть по существу	1	1
873	в себе никакого	1	1
874	не есть символ	5	1
875	но как же	1	1
876	в другом случае	2	1
877	в основе своей	1	1
878	он был бы	1	1
879	ни о каком	2	1
880	же самое и	1	1
881	нас а потому	1	1
882	это есть не	1	1
883	а не о	1	1
884	главное это то	1	1
885	в серые зимние	1	1
886	если бы не	3	1
887	есть и ее	1	1
