N	2gram	Vinokur_Vv	DiskursI
755	вв до	1	1
756	она могла	1	1
757	по возможности	3	1
758	сохраняет свое	1	1
759	понятия в	2	1
760	развития с	1	1
761	уже у	1	1
762	в каких	1	1
763	искусства и	2	1
764	и своим	1	1
765	из их	1	1
766	в этот	2	1
767	этот текст	1	1
768	могут не	2	1
769	как совокупность	2	1
770	должна была	2	1
771	идет об	2	1
772	в изучении	3	1
773	человек писать	1	1
774	средних веков	2	1
775	быть названо	4	1
776	втором случае	1	1
777	а разных	1	1
778	кто исследует	1	1
779	приходит к	1	1
780	предисловии к	1	1
781	и была	1	1
782	превращается в	1	1
783	и те	2	1
784	не что	5	1
785	от той	1	1
786	так же	3	1
787	на практике	1	1
788	чего-либо не	1	1
789	большую или	1	1
790	автора с	1	1
791	всего что	1	1
792	его собственной	1	1
793	настолько что	1	1
794	основываясь на	1	1
795	именно такого	1	1
796	составляет один	1	1
797	как искусство	2	1
798	в а	1	1
799	тенденцию к	1	1
800	если это	2	1
801	с именем	1	1
802	вернуться к	1	1
803	дух народа	1	1
804	наряду с	3	1
805	одного от	1	1
806	именно так	1	1
807	быть в	5	1
808	в филологии	3	1
809	для разработки	1	1
810	путь от	2	1
811	деятельности человека	1	1
812	речь не	1	1
813	объект и	1	1
814	не одно	1	1
815	русской литературы	1	1
816	в атмосфере	1	1
817	многих веков	1	1
818	каждое из	1	1
819	в текст	1	1
820	связи в	1	1
821	были в	1	1
822	мастерства и	1	1
823	от себя	3	1
824	на котором	2	1
825	возникает и	2	1
826	иначе его	1	1
827	или нет	2	1
828	к этим	1	1
829	в системе	1	1
830	превратился в	1	1
831	н э	6	1
832	то о	2	1
833	в заключение	1	1
834	действительно в	1	1
835	на них	1	1
836	того о	1	1
837	представить себе	7	1
838	этой книги	2	1
839	новейшее время	1	1
840	нами не	2	1
841	она и	1	1
842	как такового	3	1
843	что иное	5	1
844	после того	2	1
845	собой продукт	1	1
846	похожи на	1	1
847	не принадлежит	1	1
848	даже к	1	1
849	собой в	2	1
850	но еще	1	1
851	именно данной	1	1
852	для которой	1	1
853	именно из	1	1
854	ним в	1	1
855	но от	1	1
856	важный вопрос	1	1
857	образом возникает	2	1
858	него в	2	1
859	могло бы	2	1
860	он составляет	1	1
861	которого он	1	1
862	согласно которой	1	1
863	состоящий в	1	1
864	возникающих в	1	1
865	или иную	1	1
866	и будет	1	1
867	иными словами	1	1
868	легко представить	1	1
869	в уста	1	1
870	в европейской	1	1
871	по правилам	1	1
872	по содержанию	3	1
873	все прочие	1	1
874	лежит в	2	1
875	входят в	1	1
876	не была	1	1
877	чем в	3	1
878	о возможности	1	1
879	их по	1	1
880	что его	1	1
881	всех его	1	1
882	но совершенно	1	1
883	памятники по	1	1
884	которое в	2	1
885	быть только	1	1
886	разбираться в	3	1
887	иной области	1	1
888	в конце	3	1
889	в таком	1	1
890	времени как	1	1
891	или иная	1	1
892	не остается	1	1
893	литературе и	1	1
894	учение о	2	1
895	в связи	2	1
896	лишь на	1	1
897	между ними	3	1
898	встречается в	1	1
899	и именно	13	1
900	всего он	1	1
901	человеке и	1	1
902	из четырех	1	1
903	сообщение о	1	1
904	от этого	5	1
905	какой-либо иной	1	1
906	для современной	1	1
907	выходящее за	1	1
908	проблема в	1	1
909	достаточно чтобы	1	1
910	произведение есть	1	1
911	место принадлежит	1	1
912	античной культуры	2	1
913	теперь и	1	1
914	с текстами	2	1
915	сих пор	7	1
916	вопрос что	2	1
917	как сказано	2	1
918	а для	1	1
919	бы в	2	1
920	цель такого	1	1
921	и обрабатывать	1	1
922	поэтому при	1	1
923	должен был	4	1
924	именно как	3	1
925	что такое	12	1
926	же здесь	1	1
927	уже сказано	1	1
928	это были	1	1
929	жизни для	1	1
930	не означает	1	1
931	ведь в	1	1
932	говорил о	1	1
933	имеют дело	2	1
934	характера то	1	1
935	не дает	1	1
936	в работе	3	1
937	от содержания	1	1
938	возникающие на	1	1
939	другие со	1	1
940	этих трех	1	1
941	под ней	3	1
942	истории из	2	1
943	или же	3	1
944	так называемые	2	1
945	идей и	1	1
946	для первого	1	1
947	содержания не	1	1
948	не мог	2	1
949	не будет	1	1
950	это впрочем	1	1
951	и картина	1	1
952	как выражались	1	1
953	и является	1	1
954	с собственно	1	1
955	научного знания	1	1
956	этом смысле	11	1
957	не место	2	1
958	общая идея	1	1
959	сказанное можно	1	1
960	то или	1	1
961	целого но	1	1
962	должны были	1	1
963	или иное	1	1
964	была уже	1	1
965	он представляет	1	1
966	когда мы	2	1
967	так называемого	1	1
968	в обыденном	1	1
969	примера можно	1	1
970	известном смысле	3	1
971	природы и	2	1
972	мы называем	2	1
973	но есть	1	1
974	не входят	1	1
975	приводят к	1	1
976	данному типу	1	1
977	которое мы	1	1
978	истории русской	1	1
979	на отдельные	1	1
980	так что	5	1
981	в некотором	1	1
982	содержание и	1	1
983	образом в	1	1
984	в общем	14	1
985	направленности на	1	1
986	речи при	1	1
987	до наших	2	1
988	сведения о	1	1
989	доступна нам	1	1
990	те кто	2	1
991	к человеку	1	1
992	которые были	2	1
993	для которых	3	1
994	во время	1	1
995	и чем	2	1
996	меньшей степени	1	1
997	познания в	1	1
998	на эту	1	1
999	степени объясняется	1	1
1000	искусства в	1	1
1001	можно только	2	1
1002	одном отношении	1	1
1003	были бы	1	1
1004	связи и	1	1
1005	человеческой личности	1	1
1006	этому времени	2	1
1007	однако с	2	1
1008	до сих	7	1
1009	явно не	1	1
1010	и здесь	3	1
1011	достоевского в	1	1
1012	до своего	1	1
1013	сказано в	1	1
1014	для каждой	1	1
1015	которой у	1	1
1016	и сейчас	2	1
1017	к одной	1	1
1018	почти не	1	1
1019	которое возникает	1	1
1020	своих задач	1	1
1021	искусством с	1	1
1022	если же	2	1
1023	которая по	1	1
1024	оно было	1	1
1025	к сфере	1	1
1026	групп и	1	1
1027	из существенных	1	1
1028	литературы как	1	1
1029	содержания и	1	1
1030	таков путь	1	1
1031	что это	3	1
1032	это уже	2	1
1033	никак не	1	1
1034	сам по	2	1
1035	принципе не	1	1
1036	одном и	1	1
1037	не исчерпывается	2	1
1038	о которой	2	1
1039	в область	1	1
1040	по двум	1	1
1041	к выводу	7	1
1042	с каждым	1	1
1043	науки и	5	1
1044	литературного развития	1	1
1045	для них	2	1
1046	самого по	1	1
1047	этот термин	1	1
1048	целом ряде	2	1
1049	можно было	8	1
1050	под этим	1	1
1051	в более	4	1
1052	как о	4	1
1053	так или	4	1
1054	с ними	1	1
1055	ряде других	1	1
1056	прямо к	1	1
1057	строгом смысле	3	1
1058	что у	1	1
1059	в особый	1	1
1060	более широкого	1	1
1061	английского языка	1	1
1062	видеть как	1	1
1063	устная речь	1	1
1064	например и	1	1
1065	по внешности	1	1
1066	значения и	1	1
1067	живого общения	1	1
1068	в одних	1	1
1069	в в	3	1
1070	возможности и	1	1
1071	при более	1	1
1072	возникает как	1	1
1073	ни казался	1	1
1074	и так	2	1
1075	в слове	3	1
1076	глубине и	1	1
1077	этим в	3	1
1078	работе над	1	1
1079	это требует	1	1
1080	как наука	2	1
1081	говорим только	1	1
1082	своего предмета	2	1
1083	том как	1	1
1084	сравнению с	4	1
1085	зависимости от	3	1
1086	в известном	3	1
1087	явление культуры	1	1
1088	которая не	1	1
1089	в каком	3	1
1090	для читателя	1	1
1091	происшествий и	1	1
1092	не трудно	7	1
1093	говорится что	1	1
1094	было у	1	1
1095	его и	1	1
1096	этом пункте	1	1
1097	с данной	1	1
1098	бы и	3	1
1099	сложившиеся в	1	1
1100	положена в	1	1
1101	как целое	3	1
1102	состоять в	1	1
1103	в конкретных	2	1
1104	она была	2	1
1105	должным образом	1	1
1106	или меньшую	1	1
1107	и заключается	4	1
1108	всякий памятник	2	1
1109	задний план	2	1
1110	связана с	4	1
1111	наконец в	1	1
1112	того чтобы	22	1
1113	это то	1	1
1114	по сравнению	4	1
1115	это только	4	1
1116	не быть	1	1
1117	этом пути	1	1
1118	из его	2	1
1119	а через	1	1
1120	памятников в	3	1
1121	то все	1	1
1122	исходный пункт	2	1
1123	культуры для	1	1
1124	письма и	1	1
1125	или иных	3	1
1126	истории однако	1	1
1127	возможно более	1	1
1128	с литературой	1	1
1129	есть одновременно	1	1
1130	др в	1	1
1131	о своем	1	1
1132	ближе всего	1	1
1133	так понятие	1	1
1134	только тем	1	1
1135	и наоборот	3	1
1136	эту традицию	1	1
1137	как например	6	1
1138	не совпадающем	1	1
1139	свое существование	2	1
1140	потому и	1	1
1141	таким путем	2	1
1142	замкнутое и	1	1
1143	может ли	2	1
1144	что здесь	2	1
1145	нет и	1	1
1146	входит как	1	1
1147	он в	1	1
1148	характеристик которые	1	1
1149	но который	1	1
1150	имеют не	1	1
1151	на две	1	1
1152	и латинского	1	1
1153	определено в	1	1
1154	мог бы	2	1
1155	произведения и	2	1
1156	какой она	1	1
1157	она имела	1	1
1158	в текстах	3	1
1159	только при	1	1
1160	но вообще	1	1
1161	и опыта	1	1
1162	том же	2	1
1163	языка а	2	1
1164	всего к	2	1
1165	литературы не	1	1
1166	но если	6	1
1167	в новейшее	1	1
1168	как предмет	1	1
1169	связано с	1	1
1170	русском языке	1	1
1171	нашей культуры	1	1
1172	как своего	1	1
1173	в произведениях	1	1
1174	так называемое	2	1
1175	взгляде на	3	1
1176	только потому	1	1
1177	точку зрения	1	1
1178	тот же	1	1
1179	на некоторое	1	1
1180	автора из	1	1
1181	и том	1	1
1182	он должен	1	1
1183	в дальнейшем	2	1
1184	они принадлежат	1	1
1185	истории литературы	3	1
1186	им как	1	1
1187	обращена к	1	1
1188	новый и	1	1
1189	литературой то	1	1
1190	стоит на	1	1
1191	текст со	1	1
1192	в повседневном	1	1
1193	с правилами	1	1
1194	так как	15	1
1195	только по	3	1
1196	этот процесс	4	1
1197	однако их	1	1
1198	второй половине	2	1
1199	в общих	1	1
1200	и за	1	1
1201	этого целого	1	1
1202	понятно что	3	1
1203	бы на	1	1
1204	ее а	1	1
1205	в определенном	1	1
1206	он и	2	1
1207	для данной	1	1
1208	для нас	1	1
1209	и всегда	1	1
1210	и принципиально	1	1
1211	на самом	1	1
1212	что каждый	1	1
1213	ценностей а	1	1
1214	слово в	1	1
1215	слова а	1	1
1216	таком случае	1	1
1217	с различной	1	1
1218	в виде	4	1
1219	раз в	1	1
1220	чему в	1	1
1221	но с	5	1
1222	в таких	2	1
1223	народа как	2	1
1224	реальной действительности	1	1
1225	этого не	2	1
1226	что к	2	1
1227	известную долю	1	1
1228	без остатка	2	1
1229	для собственно	1	1
1230	же в	1	1
1231	художественного образа	1	1
1232	с теми	2	1
1233	в глубине	1	1
1234	о жизни	1	1
1235	не со	2	1
1236	чтобы быть	1	1
1237	в ряде	2	1
1238	случае не	2	1
1239	что этот	1	1
1240	и последующих	1	1
1241	цель и	1	1
1242	помнить что	1	1
1243	если и	1	1
1244	говорят о	1	1
1245	исторического исследования	2	1
1246	другом месте	2	1
1247	чаще всего	2	1
1248	повествованием о	1	1
1249	науки в	6	1
1250	с историей	3	1
1251	и со	2	1
1252	и могут	1	1
1253	и я	1	1
1254	об особом	2	1
1255	не создает	1	1
1256	и художественного	1	1
1257	явления культуры	1	1
1258	по самой	2	1
1259	хотя оба	1	1
1260	традицию не	1	1
1261	для нашей	1	1
1262	должен быть	4	1
1263	целого и	2	1
1264	если не	1	1
1265	мысли в	1	1
1266	двоякого рода	2	1
1267	человека к	1	1
1268	частности объясняется	1	1
1269	которая как	2	1
1270	имеет право	1	1
1271	и эти	1	1
1272	и других	3	1
1273	наука о	5	1
1274	данной точки	1	1
1275	и составляют	1	1
1276	в предисловии	1	1
1277	такие же	1	1
1278	образцом для	1	1
1279	это как	1	1
1280	внутреннее единство	1	1
1281	чистом виде	1	1
1282	в практике	1	1
1283	ту или	1	1
1284	чем то	1	1
1285	бы назвать	1	1
1286	она во	1	1
1287	которое здесь	1	1
1288	на такие	2	1
1289	в отношениях	2	1
1290	независимо от	5	1
1291	с языком	1	1
1292	у того	1	1
1293	истории а	1	1
1294	как таковые	1	1
1295	казалось бы	2	1
1296	собственной природе	1	1
1297	интерес представляет	1	1
1298	из повседневного	1	1
1299	действительность не	1	1
1300	с прошлым	3	1
1301	или иначе	4	1
1302	от того	3	1
1303	поэтому для	1	1
