N	2gram	Propp_Isto	Problemy
272	на вопрос	4	6
273	и пр	11	6
274	но с	3	6
275	по существу	7	6
276	словом и	1	6
277	на его	2	6
278	на них	2	6
279	отличие от	3	6
280	как он	5	6
281	в начале	3	6
282	на то	6	6
283	и только	4	6
284	для этого	3	6
285	героя но	1	6
286	те же	1	5
287	не хочет	1	5
288	с собой	2	5
289	именно в	5	5
290	с тем	13	5
291	в высшей	1	5
292	в глаза	2	5
293	к которому	5	5
294	в зависимости	3	5
295	в тягость	1	5
296	но так	3	5
297	него не	1	5
298	тому же	1	5
299	на себя	2	5
300	отчего же	2	5
301	в такой	2	5
302	говорили что	3	5
303	что ты	1	5
304	однако в	2	5
305	его как	2	5
306	бы его	2	5
307	словом в	1	5
308	себе как	1	5
309	один из	10	5
310	та же	1	5
311	ним и	1	5
312	была бы	2	5
313	сам по	1	5
314	подобно тому	3	5
315	здесь мы	9	5
316	о своей	1	5
317	вместе с	13	5
318	и голос	1	5
319	совершенно не	1	5
320	но здесь	1	5
321	мы не	12	5
322	в мир	2	5
323	в ее	2	5
324	другого и	1	5
325	поэтому он	2	5
326	высшей степени	1	5
327	и то	3	5
328	они не	8	5
329	он как	1	5
330	я теперь	1	5
331	где он	1	5
332	между собою	1	5
333	как можно	2	5
334	по своему	1	5
335	нисколько не	3	5
336	лежит в	2	5
337	в ней	10	5
338	быть и	1	5
339	когда он	9	5
340	есть и	2	5
341	же что	2	5
342	тому что	1	5
343	тому как	3	5
344	является в	1	4
345	что если	2	4
346	еще более	1	4
347	они уже	1	4
348	по мере	4	4
349	более или	5	4
350	в первом	1	4
351	в одно	1	4
352	на друга	1	4
353	при всей	1	4
354	то это	9	4
355	он был	3	4
356	всего этого	1	4
357	всем этим	1	4
358	за собой	3	4
359	в свете	4	4
360	друг на	1	4
361	его за	1	4
362	или менее	5	4
363	находится в	6	4
364	входят в	1	4
365	во всей	2	4
366	и вдруг	1	4
367	на котором	5	4
368	не то	4	4
369	все в	2	4
370	его голос	1	4
371	него как	1	4
372	поэтому в	2	4
373	тем не	7	4
374	которого он	1	4
375	что такое	3	4
376	связи с	10	4
377	в которой	2	4
378	и говорит	2	4
379	дано в	1	4
380	характер и	1	4
381	то в	1	4
382	время как	3	4
383	не есть	2	4
384	в сторону	1	4
385	героя из	2	4
386	в эту	3	4
387	на себе	1	4
388	остается в	1	4
389	они действительно	1	4
390	оно не	1	4
391	эти слова	3	4
392	именно потому	2	4
393	или наконец	1	4
394	почему же	1	4
395	не значит	1	4
396	с ее	2	4
397	всех этих	4	4
398	мы видели	4	4
399	образом и	1	4
400	с миром	1	4
401	из которых	3	4
402	от другого	1	4
403	быть даже	1	4
404	не знал	1	4
405	как нам	2	4
406	бы не	1	4
407	вследствие этого	2	4
408	нет в	2	4
409	здесь нет	2	4
410	то он	2	4
411	то и	2	4
412	и если	4	4
413	он хочет	1	4
414	как если	1	4
415	времени и	1	4
416	каждый из	1	4
417	вне его	1	4
418	сами по	1	4
419	тому чтобы	1	4
420	ты идешь	1	4
421	к миру	1	4
422	появляется в	1	4
423	только с	4	4
424	у вас	2	4
425	он должен	3	4
426	что оно	1	4
427	тоже не	2	4
428	этом отношении	1	4
429	в формах	1	4
430	здесь в	4	4
431	смысле этого	2	4
432	себе но	1	4
433	а то	2	4
434	бы с	1	4
435	к концу	1	4
436	войти в	2	4
437	это было	2	4
438	об этом	11	4
439	а так	2	4
440	это как	1	4
441	ни один	8	4
442	также и	3	4
443	еще в	2	4
444	стороны и	1	4
445	герой не	1	4
446	как их	1	4
447	него и	1	4
448	оно должно	1	4
449	в чужом	1	4
450	и прежде	1	4
451	себе еще	1	4
452	таким же	1	4
453	само по	2	4
454	с которыми	1	3
455	с героем	2	3
456	по всему	1	3
457	говорить о	1	3
458	о чем	1	3
459	в большей	1	3
460	какой бы	1	3
461	говорит о	2	3
462	а затем	4	3
463	но что	2	3
464	самый факт	2	3
465	жизнь в	1	3
466	к другим	1	3
467	приходит в	1	3
468	большей или	2	3
469	есть то	1	3
470	жизни а	1	3
471	что этот	5	3
472	увидим что	8	3
473	но они	6	3
474	о них	1	3
475	точке зрения	1	3
476	и еще	1	3
477	герою и	1	3
478	одной из	6	3
479	в эти	1	3
480	всего в	2	3
481	герой и	1	3
482	только не	1	3
483	мы видим	16	3
484	она в	1	3
485	мы знаем	10	3
486	я ничего	1	3
487	и герой	3	3
488	это очень	1	3
489	эта форма	1	3
490	и рассказ	1	3
491	чем в	2	3
492	к чему	4	3
493	будто бы	4	3
494	например у	2	3
495	здесь же	2	3
496	в таком	1	3
497	это знает	1	3
498	между собой	4	3
499	вводит в	2	3
500	именно как	1	3
501	могли бы	3	3
502	материалом для	1	3
503	мы можем	7	3
504	очень часто	7	3
505	не дает	2	3
506	ту же	1	3
507	совсем не	1	3
508	как человек	1	3
509	и та	1	3
510	по своей	2	3
511	мы здесь	8	3
512	а вы	1	3
513	хочет чтобы	1	3
514	или меньшей	2	3
515	ни одной	2	3
516	и мы	2	3
517	на который	1	3
518	и есть	5	3
519	и по	4	3
520	меньшей степени	1	3
521	чтобы не	3	3
522	в один	1	3
523	своего рода	2	3
524	в основном	4	3
525	почти не	4	3
526	которых мы	1	3
527	должны быть	4	3
528	и кто	1	3
529	сводится к	1	3
530	себе не	2	3
531	совершенно иное	1	3
532	там в	1	3
533	и одновременно	1	3
534	что казалось	1	3
535	так вот	1	3
536	то время	3	3
537	из тех	1	3
538	есть нечто	1	3
539	свое лицо	1	3
540	его о	1	3
541	все они	1	3
542	на нее	3	3
543	себя за	2	3
544	того чтобы	3	3
545	это все	1	3
546	а может	2	3
547	он во	1	3
548	и уже	1	3
549	и больше	1	3
550	именно на	2	3
551	вступает в	2	3
552	говорят что	5	3
553	еще один	3	3
554	им в	1	3
555	если мы	4	3
556	тем же	1	3
557	мог бы	3	3
558	со своими	1	3
559	есть только	3	3
560	правда в	1	3
561	не из	1	3
562	связан с	4	3
563	этом случае	3	3
564	того как	6	3
565	сам в	1	3
566	на одно	1	3
567	кто он	1	3
568	ее в	7	3
569	в других	3	3
570	на которой	2	3
571	у нас	1	3
572	мы будем	5	3
573	однако не	2	3
574	со словами	1	3
575	этого не	6	3
576	дело в	3	3
577	или даже	3	3
578	была для	1	3
579	так в	7	3
580	и могут	1	3
581	но уже	3	3
582	которой он	1	3
583	а он	1	3
584	на другого	1	3
585	оно может	2	3
586	того или	1	3
587	так пусть	1	3
588	тут и	2	3
589	он говорит	1	3
590	и внутренняя	1	3
591	е в	1	3
592	из этих	2	3
593	не с	3	3
594	или другого	1	3
595	только у	2	3
596	только то	1	3
597	что из	1	3
598	которые в	3	3
599	что на	1	3
600	все еще	3	3
601	и эта	1	3
602	нуждается в	1	3
603	себе а	2	3
604	мы обратимся	2	2
605	иной форме	1	2
606	и другие	7	2
607	сам был	1	2
608	в центре	1	2
609	в настоящем	1	2
610	и очень	1	2
611	а ты	1	2
612	указывает на	2	2
613	даже тон	1	2
614	которая в	1	2
615	из всех	2	2
616	но тем	1	2
617	и говорить	1	2
618	одно из	2	2
619	не столько	1	2
620	есть а	1	2
621	относится и	2	2
622	весь этот	1	2
623	иначе как	1	2
624	она является	1	2
625	меня в	1	2
626	его на	1	2
627	а именно	5	2
628	собой не	1	2
629	роль в	3	2
630	если уже	1	2
631	материала в	1	2
632	не служит	1	2
633	быть не	2	2
634	в противоположность	1	2
635	только как	1	2
636	но даже	1	2
637	для того	1	2
638	не всегда	9	2
639	в этот	1	2
640	вид что	1	2
641	того она	1	2
642	форма ее	1	2
643	когда она	3	2
644	тон рассказа	1	2
645	собственно не	1	2
646	на пути	2	2
647	уже как	1	2
648	что еще	1	2
649	отметить что	1	2
650	себе в	1	2
651	до того	1	2
652	свой материал	2	2
653	на ней	1	2
654	затем его	1	2
655	пока еще	1	2
656	иногда до	1	2
657	я с	1	2
658	которой она	1	2
659	нем он	1	2
660	никаких новых	1	2
661	такая же	1	2
662	в нашем	1	2
663	нет к	1	2
664	нигде не	2	2
665	же слова	1	2
666	материал в	3	2
667	к этому	2	2
668	он живет	1	2
669	отказаться от	2	2
670	и был	1	2
671	героя то	1	2
672	к этим	1	2
673	вся эта	1	2
674	мы привели	2	2
675	нам важно	3	2
676	этого и	1	2
677	она имеет	1	2
678	собой и	1	2
679	друга но	1	2
680	то оно	1	2
681	нельзя сказать	1	2
682	после того	2	2
683	но из	1	2
684	с одной	8	2
685	на том	1	2
686	есть у	1	2
687	тогда и	3	2
688	имеется и	1	2
689	его но	3	2
690	ты не	5	2
691	значительной степени	1	2
692	в качестве	8	2
693	в единый	1	2
694	и других	1	2
695	или не	1	2
696	на одну	1	2
697	из уст	1	2
698	мы это	1	2
699	под его	1	2
700	и она	4	2
701	и именно	2	2
702	знают и	1	2
703	же как	7	2
704	одном из	1	2
705	можем сказать	1	2
706	не существенно	1	2
707	в темноте	2	2
708	от этого	2	2
709	же касается	1	2
710	достаточно чтобы	1	2
711	что их	3	2
712	что как	1	2
713	человека а	1	2
714	здесь как	1	2
715	я его	2	2
716	бы к	1	2
717	мы говорили	1	2
718	нет но	1	2
719	для наших	2	2
720	или же	1	2
721	человека который	1	2
722	оно и	2	2
723	не могла	2	2
724	почти всегда	1	2
725	делают его	2	2
726	также не	2	2
727	над всеми	1	2
728	сейчас еще	1	2
729	должны были	9	2
730	не раз	1	2
731	нем и	1	2
732	один в	1	2
733	что для	1	2
734	но есть	3	2
735	не входят	1	2
736	них не	2	2
737	этой действительности	1	2
738	все остальное	1	2
739	столь же	2	2
740	ней в	1	2
741	художественного произведения	1	2
742	же мы	1	2
743	из этого	3	2
744	которые были	1	2
745	ни одно	1	2
746	ты меня	1	2
747	вот он	2	2
748	отнюдь не	2	2
749	для чего	1	2
750	независимо от	1	2
751	ты еще	1	2
752	в особенности	3	2
753	к сожалению	3	2
754	от нее	1	2
755	не так	2	2
756	одном месте	2	2
757	социальной жизни	4	2
758	из возможных	1	2
759	его нет	1	2
760	и этот	1	2
761	они и	1	2
762	как с	1	2
763	его уже	2	2
764	известно что	1	2
765	и материал	1	2
766	что герой	13	2
767	тогда когда	2	2
768	как один	2	2
769	и должно	3	2
770	материала но	1	2
771	освободиться от	1	2
772	которого оно	1	2
773	с каким-то	1	2
774	человек с	1	2
775	здесь он	2	2
776	не исчерпывается	1	2
777	она знает	2	2
778	с тобой	1	2
779	для них	1	2
780	подходит к	1	2
781	но этого	1	2
782	основной вопрос	2	2
783	и вполне	2	2
784	и вызывает	3	2
785	появляются в	1	2
786	сюжета и	1	2
787	иметь в	2	2
788	с ней	2	2
789	их и	1	2
790	показать что	2	2
791	еще хуже	1	2
792	и пусть	2	2
793	его очень	2	2
794	она и	2	2
795	эти явления	1	2
796	и они	5	2
797	что такой	1	2
798	была и	1	2
799	ему и	1	2
800	из которого	1	2
801	друг от	1	2
802	всей своей	1	2
803	чем эти	1	2
804	все как	1	2
805	на всю	1	2
806	но оно	4	2
807	еще и	2	2
808	тем или	1	2
809	ясно и	2	2
810	совершенно иной	1	2
811	со всех	4	2
812	внутренняя жизнь	1	2
813	и между	3	2
814	в значительной	1	2
815	по сравнению	1	2
816	с которой	2	2
817	его нельзя	1	2
818	в душу	1	2
819	очень хорошо	1	2
820	и ему	1	2
821	или еще	1	2
822	и об	1	2
823	переходит к	1	2
824	ее с	1	2
825	целый ряд	1	2
826	друга и	1	2
827	в истории	2	2
828	было и	1	2
829	он дает	2	2
830	известной степени	1	2
831	мне не	2	2
832	непосредственно в	3	2
833	что здесь	9	2
834	без его	1	2
835	заметить что	2	2
836	она может	1	2
837	автор не	1	2
838	его отношения	1	2
839	их с	1	2
840	отрывок из	1	2
841	в образе	3	2
842	это кажется	1	2
843	чтобы все	1	2
844	не видит	3	2
845	действительности не	1	2
846	найти в	1	2
847	уже с	2	2
848	образы и	1	2
849	такое же	1	2
850	ответ на	3	2
851	в прямом	1	2
852	и подчинить	1	2
853	ничем не	2	2
854	иной характер	1	2
855	с начала	1	2
856	ее на	2	2
857	злой человек	1	2
858	что значит	1	2
859	он бросает	1	2
860	случаев в	1	2
861	этой мысли	2	2
862	впечатление что	2	2
863	для нас	17	2
864	чем он	1	2
865	слова а	1	2
866	и меня	1	2
867	от друга	1	2
868	образом в	2	2
869	этом не	1	2
870	этого нельзя	1	2
871	с теми	1	2
872	в стороне	4	2
873	бы быть	4	2
874	в какой	4	2
875	как она	3	2
876	не она	1	2
877	является не	2	2
878	он отвечает	1	2
879	ивана как	1	2
880	один и	2	2
881	они лишь	1	2
882	должен быть	3	2
883	не все	5	2
884	ему не	1	2
885	наоборот все	1	2
886	отсюда же	1	2
887	с выражением	1	2
888	еще до	2	2
889	искать в	1	2
890	и эти	4	2
891	хотя он	2	2
892	по которому	1	2
893	а просто	1	2
894	одну из	1	2
895	но она	2	2
896	приведенных нами	1	2
897	здесь еще	1	2
898	можно найти	2	2
899	этих случаях	11	2
900	к которой	2	2
901	всей его	1	2
902	чем является	1	2
903	в рамках	2	2
904	же самое	3	2
905	вступают в	1	2
906	эту функцию	1	2
907	в книге	4	2
908	к ней	3	2
909	и вне	1	2
910	одно только	1	2
911	даже из	1	2
912	но я	1	2
913	все более	1	2
914	человек не	1	2
915	надо было	1	2
916	образ в	1	2
917	дело здесь	1	2
918	и выдает	1	1
919	другом что	1	1
920	он приходит	1	1
921	и ценное	1	1
922	с уверенностью	1	1
923	этот материал	4	1
924	в три	1	1
925	иначе они	1	1
926	только из	2	1
927	для всех	2	1
928	можно говорить	2	1
929	бы несколько	1	1
930	в постановке	1	1
931	след и	1	1
932	сам герой	1	1
933	это первое	1	1
934	почва для	1	1
935	вот отрывок	1	1
936	роль и	1	1
937	которые здесь	1	1
938	к этой	5	1
939	всего человека	1	1
940	теперь что	1	1
941	прямо на	1	1
942	и становятся	2	1
943	ты убил	1	1
944	важно для	1	1
945	здесь то	1	1
946	учителя и	2	1
947	или иных	1	1
948	д но	2	1
949	он подошел	2	1
950	людей но	1	1
951	истории его	1	1
952	и когда	4	1
953	вопросы все	1	1
954	а у	1	1
955	на второй	1	1
956	он предлагает	1	1
957	этот момент	3	1
958	она уже	1	1
959	же относится	2	1
960	самое важное	1	1
961	той почвой	1	1
962	строго говоря	1	1
963	же ведет	1	1
964	в некоторых	4	1
965	социальной и	2	1
966	общения с	1	1
967	нас в	2	1
968	форма его	1	1
969	или иному	1	1
970	самом же	1	1
971	требует от	1	1
972	и другими	1	1
973	одно мгновение	1	1
974	наш герой	2	1
975	но автор	1	1
976	связь между	4	1
977	хочет его	3	1
978	существу своему	1	1
979	же эти	2	1
980	художественная логика	1	1
981	разработки этого	1	1
982	и данная	1	1
983	которая была	2	1
984	но вопросы	1	1
985	отражает в	1	1
986	наконец еще	1	1
987	люди и	1	1
988	ко всем	1	1
989	является последним	1	1
990	стоит в	3	1
991	в художественную	1	1
992	к какому-нибудь	1	1
993	берет его	1	1
994	на которых	1	1
995	без другого	2	1
996	а во-вторых	1	1
997	по ним	1	1
998	найдем ни	1	1
999	виде отдельных	1	1
1000	все дело	1	1
1001	теперь мы	1	1
1002	мысль о	2	1
1003	в некотором	2	1
1004	но по	3	1
1005	или на	7	1
1006	мир такой	1	1
1007	и требует	1	1
1008	стали его	1	1
1009	голосом и	1	1
1010	правда по	1	1
1011	и должен	3	1
1012	так это	1	1
1013	целое и	2	1
1014	уже нет	1	1
1015	начинается с	3	1
1016	что по	1	1
1017	в точном	1	1
1018	его строем	1	1
1019	герой по	1	1
1020	отца а	1	1
1021	живого человека	1	1
1022	но очень	1	1
1023	что действие	1	1
1024	другом месте	2	1
1025	только для	3	1
1026	них мы	1	1
1027	по этим	1	1
1028	и нисколько	1	1
1029	за ней	1	1
1030	вопрос всегда	1	1
1031	свою собственную	1	1
1032	отсюда вытекает	2	1
1033	раз когда	1	1
1034	и художественная	1	1
1035	но мы	2	1
1036	так например	7	1
1037	как здесь	1	1
1038	материала для	1	1
1039	на первый	2	1
1040	потому она	1	1
1041	всем его	1	1
1042	связано с	2	1
1043	не войти	1	1
1044	также что	2	1
1045	всякого рода	3	1
1046	с обратным	1	1
1047	же сами	2	1
1048	в дальнейшем	6	1
1049	первый взгляд	2	1
1050	слова более	1	1
1051	сделать в	1	1
1052	одно время	1	1
1053	действительности в	1	1
1054	приведем еще	2	1
1055	человек поэтому	1	1
1056	его лица	1	1
1057	очень важной	1	1
1058	случае они	1	1
1059	при наличии	1	1
1060	герой все	1	1
1061	на этой	2	1
1062	героя или	1	1
1063	не существует	2	1
1064	мы рассмотрим	3	1
1065	а порой	1	1
1066	не непосредственно	3	1
1067	здесь возможны	1	1
1068	не могли	1	1
1069	можно не	1	1
1070	в действительности	2	1
1071	опять не	1	1
1072	следовало бы	3	1
1073	очень важное	1	1
1074	не боится	2	1
1075	героя кто	1	1
1076	но кто	1	1
1077	она все	2	1
1078	материал но	1	1
1079	обусловливает и	1	1
1080	не должен	8	1
1081	слово остается	1	1
1082	ничто не	1	1
1083	обратным знаком	1	1
1084	уже у	2	1
1085	в каких	3	1
1086	формы его	2	1
1087	у самого	1	1
1088	во многих	2	1
1089	здесь нам	1	1
1090	которыми он	1	1
1091	никого и	1	1
1092	это делали	1	1
1093	а пока	2	1
1094	поэтому мы	1	1
1095	пр каждый	1	1
1096	не приходит	1	1
1097	человек у	1	1
1098	в зал	1	1
1099	правда и	2	1
1100	целого они	1	1
1101	точно так	8	1
1102	приходит к	2	1
1103	сон о	1	1
1104	этому мы	1	1
1105	говорит что	1	1
1106	не обязательно	1	1
1107	дошли до	1	1
1108	что речь	1	1
1109	за неимением	1	1
1110	на своего	1	1
1111	прошлого только	1	1
1112	уже есть	1	1
1113	я буду	4	1
1114	здесь имеет	2	1
1115	природы но	1	1
1116	эти типы	1	1
1117	которое его	1	1
1118	в чистом	2	1
1119	мы превращаем	1	1
1120	и дает	2	1
1121	в прошлом	2	1
1122	некоторое время	3	1
1123	я один	1	1
1124	так то	2	1
1125	к ним	4	1
1126	и над	1	1
1127	ней с	1	1
1128	дал ему	1	1
1129	исторические корни	2	1
1130	у себя	2	1
1131	это тоже	6	1
1132	ней и	2	1
1133	еще нет	1	1
1134	функция этого	1	1
1135	они всегда	1	1
1136	чтобы они	2	1
1137	словами для	1	1
1138	они должны	3	1
1139	а сам	3	1
1140	или нет?	1	1
1141	не доказывает	1	1
1142	в основу	2	1
1143	она или	2	1
1144	в самое	1	1
1145	под названием	1	1
1146	еще одна	3	1
1147	исходит из	3	1
1148	момент в	1	1
1149	который в	2	1
1150	с внутренней	1	1
1151	что именно	1	1
1152	именно с	1	1
1153	выливается в	1	1
1154	этот образ	1	1
1155	в противном	1	1
1156	он этой	1	1
1157	тут же	2	1
1158	в европе	1	1
1159	это давно	1	1
1160	в пользу	2	1
1161	уже по	1	1
1162	себя что	1	1
1163	так у	2	1
1164	не просто	5	1
1165	говорит следующее	1	1
1166	мы отмечаем	1	1
1167	нем думают	1	1
1168	едва ли	2	1
1169	им под	1	1
1170	характерно что	1	1
1171	что обычно	1	1
1172	не найдем	1	1
1173	же было	1	1
1174	говорит как	1	1
1175	или иным	1	1
1176	чтобы убить	1	1
1177	не происходит	1	1
1178	лишь тогда	1	1
1179	той форме	1	1
1180	видели что	5	1
1181	не зная	1	1
1182	ее и	1	1
1183	почвой на	1	1
1184	все здесь	1	1
1185	сюжета мы	1	1
1186	не выходит	2	1
1187	нами не	1	1
1188	а наоборот	1	1
1189	от его	2	1
1190	к человеку	1	1
1191	любила и	1	1
1192	и всей	1	1
1193	вопроса необходимо	2	1
1194	стоит перед	1	1
1195	например таких	1	1
1196	не говоря	1	1
1197	духи и	1	1
1198	вообще а	1	1
1199	не видел	1	1
1200	две особенности	1	1
1201	такого рода	1	1
1202	наших целей	2	1
1203	внимание на	1	1
1204	в состоянии	2	1
1205	что уже	1	1
1206	на столе	2	1
1207	об обычной	1	1
1208	своей социальной	1	1
1209	этой же	1	1
1210	его себе	1	1
1211	и чрезвычайно	1	1
1212	вопрос мы	2	1
1213	совершенно необходимо	1	1
1214	на этих	1	1
1215	после этого	5	1
1216	и за	1	1
1217	того человека	1	1
1218	в тот	3	1
1219	своего лица	1	1
1220	знаешь и	1	1
1221	словом это	1	1
1222	делает вид	1	1
1223	возникает вопрос	1	1
1224	главе но	1	1
1225	в весьма	1	1
1226	и притом	1	1
1227	видит в	2	1
1228	есть еще	3	1
1229	все разновидности	1	1
1230	е если	1	1
1231	только она	1	1
1232	утверждение что	1	1
1233	когда их	1	1
1234	говорит в	2	1
1235	каждое движение	1	1
1236	из приведенных	1	1
1237	при анализе	1	1
1238	из важнейших	1	1
1239	это мы	1	1
1240	этом направлении	1	1
1241	но значение	2	1
1242	только бы	1	1
1243	потому в	1	1
1244	мне в	1	1
1245	прямо не	1	1
1246	нем но	1	1
1247	наше рассмотрение	1	1
1248	этой боли	1	1
1249	фигурирует и	1	1
1250	мере того	4	1
1251	вопрос почему	2	1
1252	с одним	4	1
1253	в связи	7	1
1254	ясно что	2	1
1255	облик ее	1	1
1256	и дух	1	1
1257	по одному	2	1
1258	который попадает	1	1
1259	здесь перед	1	1
1260	чем иным	1	1
1261	и вместе	2	1
1262	место и	1	1
1263	под эту	1	1
1264	каков же	1	1
1265	иным как	1	1
1266	пришло еще	1	1
1267	до известной	1	1
1268	данного типа	1	1
1269	уже давно	1	1
1270	и рассматривать	1	1
1271	должно было	4	1
1272	и героем	1	1
1273	в двух	1	1
1274	воздействия на	1	1
1275	а только	3	1
1276	она отвечает	1	1
1277	лишь позже	1	1
1278	могло бы	1	1
1279	на другом	1	1
1280	говорит ты	2	1
1281	мы проследим	1	1
1282	чтобы его	1	1
1283	менее и	1	1
1284	из другого	1	1
1285	материал подлежащий	1	1
1286	вопрос об	1	1
1287	не при	1	1
1288	держать себя	1	1
1289	в русской	7	1
1290	проявляет себя	1	1
1291	не знаешь	4	1
1292	с образом	2	1
1293	полное совпадение	1	1
1294	от их	1	1
1295	но можно	2	1
1296	нами как	2	1
1297	материал целиком	1	1
1298	другом материале	1	1
1299	вошел в	1	1
1300	который является	1	1
1301	настолько тесно	2	1
1302	не одного	2	1
1303	за этими	1	1
1304	но менее	1	1
1305	и остался	1	1
1306	по данному	1	1
1307	у них	2	1
1308	был так	1	1
1309	и необходимость	1	1
1310	связь и	1	1
1311	иногда бывает	1	1
1312	в работе	3	1
1313	вместо того	2	1
1314	он находится	2	1
1315	героя за	1	1
