N	3gram	Vygotskiy_	Analitik
138	это имеет место	1	1
139	и на все	1	1
140	в художественном произведении	2	1
141	он не должен	1	1
142	о том как	1	1
143	никак не может	3	1
144	мы видим что	5	1
145	как и вообще	1	1
146	только для того	1	1
147	в драме но	1	1
148	том что искусство	1	1
149	во всех этих	2	1
150	брожу ли я	1	1
151	в самом центре	1	1
152	несмотря на то	1	1
153	в себя и	1	1
154	то что не	1	1
155	самом деле в	1	1
156	то или иное	1	1
157	но если бы	1	1
158	есть как бы	2	1
159	есть не только	1	1
160	та и другая	1	1
161	и заключается что	2	1
162	а то что	1	1
163	то есть вне	1	1
164	ни к каким	1	1
165	ясно говорит о	1	1
166	и во всех	1	1
167	из этих трех	1	1
168	не могут иметь	1	1
169	для того и	1	1
170	они не могут	1	1
171	не говоря о	1	1
172	конечном счете к	1	1
173	дело и в	1	1
174	по отношению ко	1	1
175	друг от друга	2	1
176	тот же самый	1	1
177	что в них	1	1
178	достигает своего апогея	2	1
179	они как бы	1	1
180	оно никогда не	1	1
181	как мы помним	1	1
182	что у него	1	1
183	так что она	1	1
184	что один из	1	1
185	то что она	2	1
186	ощущать себя в	1	1
187	и если бы	1	1
188	что при таком	1	1
189	в том случае	1	1
190	именно потому что	3	1
191	те же самые	2	1
192	том и заключается	3	1
193	не для того	4	1
194	ли я вдоль	1	1
195	том что именно	1	1
196	которая в противоположность	1	1
197	в конце концов	6	1
198	первой части романа	1	1
199	том что мы	2	1
200	эстетический объект не	1	1
201	само по себе	3	1
202	внешнего мира имеет	1	1
203	и таким образом	3	1
204	даже в пределах	1	1
205	состоит именно в	1	1
206	ей в вечной	1	1
207	таким образом в	2	1
208	так же точно	8	1
209	может быть как	1	1
210	и тем же	3	1
211	что в этом	6	1
212	и т.п и	1	1
213	имеет дело с	2	1
214	клянется ей в	1	1
215	мы не станем	2	1
216	что все три	1	1
217	есть одна из	2	1
218	мы видим как	1	1
219	входят в состав	1	1
220	за минуту до	1	1
221	естественно вытекают из	1	1
222	все же не	1	1
223	только то что	1	1
224	такой же точно	1	1
225	с ними в	1	1
226	у шекспира и	1	1
227	в нас и	1	1
228	вдоль улиц шумных	1	1
229	касается искусства то	1	1
230	и в том	2	1
231	не мог бы	1	1
232	и в этой	4	1
233	собственном смысле слова	2	1
234	той точки зрения	1	1
235	а не все	1	1
236	что могло бы	1	1
237	раз в том	1	1
238	но он не	2	1
239	совпадают с теми	1	1
240	вместе с тем	4	1
241	всю полноту его	1	1
242	которая сама по	1	1
243	а не ее	1	1
244	в вечной любви	1	1
245	и может быть	2	1
246	которые конечно будут	1	1
247	это не так	3	1
248	в том смысле	1	1
249	но дело в	1	1
250	в эстетический объект	1	1
251	таким образом с	1	1
252	к жизни как	1	1
253	в сущности сводится	1	1
254	он при этом	1	1
255	в другом я	1	1
256	обстоит дело и	2	1
257	мы знаем о	1	1
258	той же самой	1	1
259	к этому что	1	1
260	тот факт что	6	1
261	как один из	1	1
262	перед нами как	1	1
263	точки зрения которая	1	1
264	сказать что в	2	1
265	требует от нас	1	1
266	того что мы	1	1
267	жизни но и	2	1
268	это всегда только	1	1
269	же точно и	2	1
270	и если он	1	1
271	в то время	4	1
272	а не как	1	1
273	диалог в котором	1	1
274	одного из тех	1	1
275	и та же	3	1
276	жизни и смерти	1	1
277	одной из этих	1	1
278	он может быть	2	1
279	первую из этих	1	1
280	вопрос о том	3	1
281	но никто не	2	1
282	уже в первой	1	1
283	смерти то есть	1	1
284	равно как и	2	1
285	с первых же	1	1
286	приводит к тому	1	1
287	на самом деле	8	1
288	я вдоль улиц	1	1
289	ни одна из	2	1
290	и в частности	2	1
291	и здесь мы	1	1
292	одним и тем	3	1
293	одном из двух	1	1
294	ответ на этот	2	1
295	дело только с	1	1
296	как раз в	2	1
297	самом деле как	1	1
298	в контексте всего	1	1
299	что касается искусства	1	1
300	ни о чем	1	1
301	мы имеем в	1	1
302	все эти три	1	1
303	несет в себе	1	1
304	мы будем иметь	1	1
305	и при этом	1	1
306	же как и	1	1
307	в собственном смысле	2	1
308	с ним и	1	1
309	в стихе как	1	1
310	в воображении читателя	1	1
311	нет никакой возможности	2	1
312	одна и та	2	1
313	минуту до этого	1	1
314	то есть не	1	1
315	том что при	1	1
316	из того же	1	1
317	в его последней	1	1
318	в предыдущих главах	1	1
319	одна из них	2	1
320	как бы в	3	1
321	то что мы	2	1
322	все это было	2	1
323	в том виде	1	1
324	читателя зрителя слушателя	1	1
325	и действия все	1	1
326	оно может быть	2	1
327	обратить внимание на	2	1
328	то что все	2	1
329	что и в	1	1
330	которые могли бы	1	1
331	после того как	1	1
332	самом деле не	1	1
333	читателя в этом	1	1
