N	2gram	Voloshinov	Problemy
179	все время	5	8
180	из них	3	8
181	и он	2	8
182	несмотря на	3	8
183	но как	2	8
184	одним из	1	8
185	здесь не	2	8
186	и от	7	8
187	мы должны	10	8
188	был бы	2	8
189	что это	4	8
190	никак не	1	8
191	тон и	1	8
192	с ними	1	8
193	и так	6	8
194	в диалоге	1	8
195	в кругозор	2	8
196	как к	1	8
197	уже в	5	8
198	того что	4	8
199	это и	1	8
200	с их	1	8
201	в стиле	1	8
202	и о	1	8
203	уже говорили	1	7
204	тем как	1	7
205	мысли и	1	7
206	в виду	3	7
207	в жизни	2	7
208	вопрос о	2	7
209	в себя	1	7
210	только на	3	7
211	сказать что	3	7
212	все его	1	7
213	не было	2	7
214	не о	1	7
215	между ними	3	7
216	в этих	2	7
217	и следовательно	5	7
218	во всех	6	7
219	если же	1	7
220	друг другу	2	7
221	были бы	4	7
222	его с	1	7
223	например в	1	7
224	в процессе	6	7
225	слова о	3	7
226	его и	3	7
227	он в	1	7
228	на этот	2	7
229	точку зрения	6	7
230	тот же	2	7
231	в их	2	7
232	все равно	1	7
233	в виде	1	7
234	но эта	2	7
235	мира и	1	7
236	к своему	4	7
237	и их	5	7
238	что было	3	6
239	кроме того	2	6
240	в своих	2	6
241	не менее	1	6
242	и нет	2	6
243	с этим	2	6
244	должна была	2	6
245	превращается в	1	6
246	конечно не	3	6
247	не становится	3	6
248	одна из	1	6
249	не мог	3	6
250	как же	1	6
251	в художественном	1	6
252	но ведь	6	6
253	на этом	1	6
254	внутренней речи	18	6
255	слово как	8	6
256	выражение в	3	6
257	для его	1	6
258	а с	5	6
259	но зато	1	6
260	можно было	4	6
261	этот вопрос	2	6
262	в этой	6	6
263	себя в	4	6
264	во время	1	6
265	и самое	1	6
266	и здесь	3	6
267	за ним	1	6
268	в другой	1	6
269	отношения к	3	6
270	может стать	3	6
271	в которых	2	6
272	зависимости от	7	6
273	знает что	1	6
274	в основе	3	6
275	и вот	3	6
276	его художественного	1	6
277	и во	1	6
278	он может	1	6
279	друг друга	2	6
280	которым он	1	6
281	на вопрос	1	6
282	и пр	4	6
283	по существу	1	6
284	словом и	3	6
285	на его	6	6
286	слова как	4	6
287	как он	1	6
288	в начале	3	6
289	обращаться к	1	6
290	жизни и	3	6
291	на то	1	6
292	для этого	2	6
293	но для	3	6
294	те же	5	5
295	с собой	2	5
296	именно в	1	5
297	в речи	1	5
298	с тем	8	5
299	в высшей	1	5
300	в глаза	1	5
301	к которому	2	5
302	в зависимости	7	5
303	того же	1	5
304	крайней мере	1	5
305	слов в	4	5
306	этот мир	1	5
307	тому же	2	5
308	про себя	2	5
309	на себя	1	5
310	я и	2	5
311	зрения и	1	5
312	в чем	1	5
313	той или	4	5
314	установки на	2	5
315	если б	6	5
316	говорили что	1	5
317	ту сторону	1	5
318	однако в	2	5
319	его как	1	5
320	что может	1	5
321	в общем	1	5
322	один из	4	5
323	та же	3	5
324	в последнем	1	5
325	то есть	5	5
326	была бы	1	5
327	художественного творчества	5	5
328	все то	2	5
329	здесь мы	3	5
330	о своей	4	5
331	на протяжении	1	5
332	вместе с	5	5
333	по крайней	1	5
334	ни на	3	5
335	совершенно не	3	5
336	мы не	9	5
337	слов и	7	5
338	нет и	3	5
339	том же	2	5
340	в ее	3	5
341	высшей степени	1	5
342	и то	5	5
343	по ту	1	5
344	слова но	3	5
345	как можно	1	5
346	по своему	3	5
347	лежит в	1	5
348	в скрытой	1	5
349	он ни	1	5
350	но при	3	5
351	в ней	8	5
352	когда он	1	5
353	человека с	2	5
354	с человеком	1	5
355	и самого	1	5
356	благодаря этому	1	5
357	или иной	6	5
358	тому что	5	5
359	тому как	1	5
360	является в	1	4
361	все что	1	4
362	с этой	1	4
363	еще более	2	4
364	по мере	1	4
365	более или	1	4
366	слово может	1	4
367	в одно	1	4
368	даже и	2	4
369	всем этим	1	4
370	за собой	1	4
371	или менее	1	4
372	такой как	1	4
373	понятно что	1	4
374	входят в	1	4
375	во всей	1	4
376	и речь	2	4
377	не то	1	4
378	установка на	1	4
379	поэтому в	1	4
380	вполне понятно	1	4
381	тем не	1	4
382	которого он	1	4
383	что такое	4	4
384	связи с	3	4
385	в которой	7	4
386	речи героя	1	4
387	сознания не	3	4
388	внутреннюю речь	3	4
389	теперь на	1	4
390	характер и	1	4
391	то в	1	4
392	не есть	2	4
393	в сторону	1	4
394	эти слова	9	4
395	именно потому	1	4
396	этих трех	1	4
397	речи и	6	4
398	его внутренней	4	4
399	одно и	6	4
400	почему же	2	4
401	не значит	1	4
402	в первой	2	4
403	всех этих	1	4
404	мы видели	5	4
405	вопрос кто	1	4
406	он уже	1	4
407	теперь в	3	4
408	с миром	1	4
409	из которых	3	4
410	да ведь	2	4
411	слова мы	2	4
412	если не	3	4
413	и действительно	1	4
414	в словах	4	4
415	как нам	1	4
416	бы не	2	4
417	вследствие этого	3	4
418	нет в	1	4
419	здесь нет	1	4
420	то он	3	4
421	совпадает с	1	4
422	и если	1	4
423	на два	2	4
424	обойтись без	1	4
425	сознании и	1	4
426	и лишь	1	4
427	в первых	1	4
428	принимает форму	1	4
429	о своем	3	4
430	времени и	2	4
431	каждый из	2	4
432	вне его	1	4
433	звучат в	1	4
434	к миру	2	4
435	как предмет	3	4
436	он должен	3	4
437	заставляет его	1	4
438	что оно	3	4
439	перестает быть	1	4
440	этом отношении	2	4
441	в литературе	1	4
442	здесь в	1	4
443	смысле этого	2	4
444	такое слово	1	4
445	вообще не	1	4
446	в плоскость	1	4
447	и без	4	4
448	слова не	2	4
449	и понимания	1	4
450	войти в	2	4
451	в каждой	1	4
452	об этом	3	4
453	это как	1	4
454	ни один	2	4
455	также и	2	4
456	только так	1	4
457	и слова	1	4
458	особый тип	1	4
459	конечно в	1	4
460	еще в	1	4
461	от того	3	4
462	таким же	2	4
463	само по	1	4
464	говорить о	1	3
465	глаза и	2	3
466	о чем	2	3
467	говорит о	1	3
468	а затем	1	3
469	и само	3	3
470	но что	3	3
471	ну и	1	3
472	есть в	1	3
473	стиль его	1	3
474	он является	1	3
475	несколько дальше	2	3
476	можно сказать	4	3
477	что этот	1	3
478	свой голос	1	3
479	между двумя	2	3
480	увидим что	2	3
481	но они	1	3
482	о них	2	3
483	является как	1	3
484	в голове	1	3
485	одной из	2	3
486	этот голос	1	3
487	и вообще	2	3
488	что говорит	1	3
489	знаете ли	1	3
490	в эти	1	3
491	всего в	4	3
492	твердым и	1	3
493	только не	1	3
494	мы видим	4	3
495	и среди	1	3
496	этими двумя	1	3
497	эта форма	1	3
498	внешнего мира	1	3
499	к чему	2	3
500	что его	1	3
501	будто бы	1	3
502	здесь же	1	3
503	в таком	1	3
504	в устах	3	3
505	следовательно и	1	3
506	между собой	2	3
507	материалом для	1	3
508	мы можем	7	3
509	почти на	1	3
510	ту же	2	3
511	и внутреннюю	1	3
512	и та	1	3
513	по своей	2	3
514	и есть	1	3
515	и по	1	3
516	чтобы не	1	3
517	и сами	1	3
518	как таковой	3	3
519	в основном	1	3
520	которых мы	1	3
521	должны быть	1	3
522	и при	2	3
523	с внутренним	1	3
524	ни единого	1	3
525	мы замечаем	1	3
526	этот другой	2	3
527	и делает	1	3
528	себе не	1	3
529	том и	1	3
530	и самая	1	3
531	и одновременно	1	3
532	или наоборот	1	3
533	из тех	1	3
534	сам с	1	3
535	только себя	1	3
536	в конкретном	1	3
537	все они	1	3
538	не является	5	3
539	слова которое	1	3
540	слово или	2	3
541	зрения как	3	3
542	да еще	2	3
543	высказывания и	3	3
544	того чтобы	7	3
545	оно является	2	3
546	каждом слове	2	3
547	и уже	3	3
548	и больше	2	3
549	значение для	1	3
550	еще один	1	3
551	как например	2	3
552	без всякого	1	3
553	если мы	4	3
554	тем же	4	3
555	мог бы	1	3
556	со своими	1	3
557	авторской речи	1	3
558	в сознании	5	3
559	совсем другое	1	3
560	не из	2	3
561	же он	1	3
562	человека но	1	3
563	связан с	1	3
564	именно к	1	3
565	этом случае	3	3
566	того как	1	3
567	ненависть к	1	3
568	речь и	4	3
569	может до	1	3
570	которых он	1	3
571	на одно	1	3
572	и соответствующие	1	3
573	что так	1	3
574	ее в	1	3
575	и всегда	1	3
576	у нас	4	3
577	мы будем	6	3
578	однако не	1	3
579	внутренняя речь	5	3
580	себе что	1	3
581	на тему	1	3
582	если и	1	3
583	или даже	2	3
584	на одном	2	3
585	но уже	1	3
586	которой он	1	3
587	на другого	4	3
588	оно может	1	3
589	чужой речи	1	3
590	того или	5	3
591	а к	3	3
592	он говорит	2	3
593	и внутренняя	3	3
594	из этих	2	3
595	не с	3	3
596	его речи	1	3
597	только то	1	3
598	человека и	2	3
599	которые в	2	3
600	этот тон	1	3
601	же в	1	3
602	все еще	1	3
603	и эта	3	3
604	нуждается в	3	3
605	то все	1	3
606	бытия в	2	3
607	все возможные	1	3
608	мы наблюдаем	1	2
609	и другие	1	2
610	в душе	2	2
611	этого необходимо	1	2
612	эту фразу	1	2
613	возможно лишь	1	2
614	из всех	1	2
615	одному из	1	2
616	одно из	1	2
617	до крайности	1	2
618	не слово	1	2
619	оглядывается на	1	2
620	вот что	1	2
621	относится и	1	2
622	для осуществления	1	2
623	где они	1	2
624	иначе как	1	2
625	социальной группы	4	2
626	она является	1	2
627	к более	1	2
628	он у	1	2
629	оценок и	2	2
630	роль в	3	2
631	укладывается в	1	2
632	теперь не	1	2
633	мы сразу	1	2
634	из героев	2	2
635	сделать его	2	2
636	тон но	1	2
637	и того	1	2
638	на языке	1	2
639	было в	4	2
640	себе все	2	2
641	и каждое	1	2
642	в противоположность	1	2
643	только как	1	2
644	но даже	2	2
645	для того	9	2
646	не всегда	2	2
647	что вся	2	2
648	с помощью	6	2
649	между отдельными	1	2
650	свою внутреннюю	1	2
651	точками зрения	1	2
652	материал его	1	2
653	уже как	1	2
654	двух точек	1	2
655	бы два	1	2
656	отметить что	1	2
657	себе в	2	2
658	до того	3	2
659	свою очередь	4	2
660	перед ним	3	2
661	ничего что	2	2
662	слов о	1	2
663	принадлежащих к	1	2
664	в ушах	1	2
665	социального коллектива	1	2
666	он так	1	2
667	ненавидит и	1	2
668	самого говорящего	1	2
669	быть в	1	2
670	в нашем	5	2
671	эти вопросы	2	2
672	речь не	1	2
673	же слова	1	2
674	не вошел	1	2
675	к этому	2	2
676	голоса и	2	2
677	в заключение	1	2
678	из слов	1	2
679	внутренней жизни	3	2
680	лишь там	1	2
681	и весь	1	2
682	представим себе	1	2
683	собой и	1	2
684	друга но	1	2
685	художественный замысел	1	2
686	произведения и	1	2
687	то будет	1	2
688	включено в	1	2
689	об одном	1	2
690	элементом его	1	2
691	теперь же	2	2
692	увидим дальше	1	2
693	ведь они	1	2
694	было лишь	1	2
695	весь стиль	1	2
696	его но	1	2
697	значительной степени	2	2
698	в качестве	4	2
699	из мертвых	1	2
700	понять его	1	2
701	находит свое	2	2
702	или не	1	2
703	одного человека	1	2
704	вопросом как	1	2
705	прежде чем	2	2
706	о выборе	1	2
707	мы это	1	2
708	между этими	1	2
709	следовательно что	1	2
710	но иногда	1	2
711	эти три	2	2
712	и именно	1	2
713	же как	1	2
714	одном из	1	2
715	иной смысл	2	2
716	сознания как	1	2
717	от этого	1	2
718	если я	1	2
719	его жизни	1	2
720	служит для	1	2
721	в интонации	1	2
722	достаточно чтобы	1	2
723	не нужно	2	2
724	не был	1	2
725	здесь как	1	2
726	в канцелярии	1	2
727	того в	1	2
728	бы к	1	2
729	для создания	1	2
730	ведь в	3	2
731	мы говорили	2	2
732	нет но	1	2
733	для наших	3	2
734	благодаря чему	1	2
735	и является	5	2
736	не могла	1	2
737	почти всегда	1	2
738	должны были	2	2
739	у которого	5	2
740	другой и	1	2
741	нем и	1	2
742	независимости и	1	2
743	что для	1	2
744	этой действительности	1	2
745	лучше сказать	1	2
746	лишь путем	2	2
747	столь же	1	2
748	и определяется	2	2
749	своего героя	2	2
750	художественного произведения	1	2
751	социальном мире	1	2
752	точкой зрения	6	2
753	же мы	5	2
754	для построения	1	2
755	которые были	1	2
756	отнюдь не	10	2
757	независимо от	5	2
758	одного и	1	2
759	в особенности	1	2
760	к сожалению	1	2
761	не так	3	2
762	же самый	1	2
763	социальной жизни	3	2
764	и этот	2	2
765	как с	2	2
766	был очень	1	2
767	в самый	1	2
768	тогда когда	1	2
769	смысле слова	1	2
770	материала но	1	2
771	речь как	1	2
772	с каким-то	1	2
773	человек с	2	2
774	это уже	1	2
775	что сам	1	2
776	он почти	1	2
777	для них	2	2
778	но этого	1	2
779	одну и	2	2
780	от своего	1	2
781	иметь в	1	2
782	с ней	2	2
783	словом но	1	2
784	же слово	2	2
785	в одних	1	2
786	приведенный нами	1	2
787	данной социальной	1	2
788	речь в	1	2
789	ему и	1	2
790	из которого	1	2
791	всей своей	1	2
792	своей жизни	5	2
793	в которые	1	2
794	к той	3	2
795	но оно	1	2
796	и резко	1	2
797	еще и	2	2
798	ясно и	1	2
799	снова к	1	2
800	совершенно иной	1	2
801	и главное	1	2
802	со всех	2	2
803	внутренняя жизнь	1	2
804	в свою	6	2
805	в значительной	2	2
806	по сравнению	1	2
807	с которой	1	2
808	его нельзя	1	2
809	всего на	1	2
810	и различные	1	2
811	ее с	2	2
812	целый ряд	3	2
813	у человека	2	2
814	друга и	1	2
815	в истории	1	2
816	как стремление	1	2
817	нуждаются в	2	2
818	непосредственно в	1	2
819	без его	1	2
820	заметить что	3	2
821	речи в	1	2
822	за пределами	1	2
823	автор может	1	2
824	и сознание	2	2
825	котором мы	1	2
826	только его	1	2
827	наконец он	1	2
828	входящих в	1	2
829	уже с	1	2
830	такое же	1	2
831	ответ на	3	2
832	в прямом	1	2
833	ничем не	2	2
834	простой кусок	1	2
835	этот процесс	2	2
836	противоречия и	1	2
837	одна и	1	2
838	для своего	1	2
839	для нас	3	2
840	чем он	1	2
841	слова а	1	2
842	в движение	1	2
843	только он	3	2
844	в г	1	2
845	затем и	1	2
846	при условии	2	2
847	материал для	2	2
848	образом в	1	2
849	от всех	1	2
850	этом не	1	2
851	с теми	1	2
852	вот это	1	2
853	в какой	2	2
854	лишь с	1	2
855	является не	1	2
856	этих высказываний	1	2
857	в еще	1	2
858	и художественного	1	2
859	и смысловой	1	2
860	должен быть	2	2
861	первостепенное значение	1	2
862	другом случае	1	2
863	еще до	1	2
864	и тех	1	2
865	любовь ненависть	1	2
866	искать в	1	2
867	перед тем	1	2
868	и эти	1	2
869	на слушателя	4	2
870	хотя конечно	1	2
871	и высокого	1	2
872	остановимся только	1	2
873	слово это	2	2
874	человека все	2	2
875	позволяет ему	1	2
876	и ни	2	2
877	во второй	3	2
878	же тему	1	2
879	приведенных нами	2	2
880	людей он	1	2
881	к которой	1	2
882	ведь мы	1	2
883	идеологией и	1	2
884	на речь	1	2
885	всех его	2	2
886	же самое	5	2
887	и вне	1	2
888	мы убедимся	1	2
889	наконец на	1	2
890	и благодаря	1	2
891	того времени	4	2
892	свою речь	1	2
893	ведь эти	1	2
894	человек не	2	2
895	может и	1	2
896	характер в	1	2
897	форме и	2	2
898	не к	4	2
899	словами в	2	2
900	того нового	1	1
901	было так	1	1
902	они являются	1	1
903	слове разнонаправленных	1	1
904	этот материал	1	1
905	был и	2	1
906	действительность становится	1	1
907	для всех	2	1
908	котором они	1	1
909	еще раз	1	1
910	можно говорить	1	1
911	на эти	2	1
912	суде и	2	1
913	роль и	1	1
914	творчества в	1	1
915	для определенной	1	1
916	до него	1	1
917	и становятся	1	1
918	важно для	1	1
919	отношения не	1	1
920	или иных	3	1
921	основных элементов	1	1
922	людей но	1	1
923	и когда	2	1
924	социальное положение	1	1
925	этой чужой	1	1
926	формы в	1	1
927	свою мысль	1	1
928	нет его	1	1
929	этот момент	1	1
930	что человек	1	1
931	не являются	1	1
932	настроения и	1	1
933	или иному	1	1
934	свое произведение	1	1
935	одно мгновение	1	1
936	виду прежде	1	1
937	живых социальных	1	1
938	связь между	3	1
939	своего внутреннего	1	1
940	и реальное	1	1
941	в живом	5	1
942	ни слова	2	1
943	или между	1	1
944	же эти	1	1
945	что слово	1	1
946	с предметным	1	1
947	строить свою	1	1
948	элементами из	1	1
949	слове в	2	1
950	минуту не	1	1
951	к какому-нибудь	1	1
952	же словах	1	1
953	из двух	2	1
954	разбираемый нами	1	1
955	на свою	1	1
956	теперь мы	1	1
957	мысль о	1	1
958	или на	1	1
959	голосом и	1	1
960	показаться что	2	1
961	с ума	1	1
962	сознания без	1	1
963	движется в	1	1
964	всего с	1	1
965	в высказываниях	1	1
966	в собственном	1	1
967	же точно	1	1
968	в точном	2	1
969	здесь происходит	2	1
970	другом месте	1	1
971	это мое	1	1
972	но почему	1	1
973	значение не	1	1
974	и переживания	2	1
975	обращения к	2	1
976	внутренней речью	1	1
977	зрения с	1	1
978	как обычно	2	1
979	но мы	2	1
980	общественной идеологии	1	1
981	художественное произведение	1	1
982	так например	1	1
983	на первый	2	1
984	различные точки	1	1
985	обращение к	1	1
986	связано с	2	1
987	не войти	1	1
988	также что	1	1
989	всякого рода	1	1
990	было быть	1	1
991	все устойчивые	1	1
992	в дальнейшем	2	1
993	для выражения	1	1
994	первый взгляд	2	1
995	действительности в	1	1
996	и выражений	1	1
997	отвлечемся от	2	1
998	а скорее	1	1
999	не существует	4	1
1000	в действительности	1	1
1001	речью и	1	1
1002	опять не	2	1
1003	в любом	1	1
1004	даже отчасти	1	1
1005	слову в	1	1
1006	языка в	2	1
1007	что всякое	3	1
1008	в приведенных	2	1
1009	действительности как	1	1
1010	личность не	1	1
1011	доказать что	1	1
1012	важно учитывать	1	1
1013	этом мы	3	1
1014	говорить не	1	1
1015	не должен	2	1
1016	словами к	1	1
1017	ничто не	1	1
1018	уже у	1	1
1019	бы даже	1	1
1020	в каких	1	1
1021	но то	1	1
1022	и неизбежно	1	1
1023	и другой	1	1
1024	действительности он	2	1
1025	теперь перед	1	1
1026	и т.п	25	1
1027	поэтому мы	1	1
1028	этапы развития	1	1
1029	особое место	1	1
1030	он получает	1	1
1031	бы их	1	1
1032	мы все	1	1
1033	голосом но	1	1
1034	облик героя	1	1
1035	правда и	1	1
1036	приходит к	1	1
1037	и другом	1	1
1038	словесного выражения	1	1
1039	несколько позже	2	1
1040	за неимением	1	1
1041	на своего	1	1
1042	природы но	1	1
1043	всякого сомнения	1	1
1044	автора с	1	1
1045	от лица	2	1
1046	убедиться в	1	1
1047	соприкасается с	1	1
1048	пока он	1	1
1049	и дает	1	1
1050	дистанция между	1	1
1051	к ним	1	1
1052	у себя	2	1
1053	ее но	1	1
1054	жизни как	1	1
1055	и оценки	1	1
1056	смысле не	1	1
1057	выборе и	1	1
1058	в основу	1	1
1059	мы конечно	2	1
1060	будем говорить	3	1
1061	не одно	1	1
1062	не поймет	1	1
1063	говоря ни	1	1
1064	что именно	4	1
1065	это прежде	1	1
1066	именно с	2	1
1067	как такое	1	1
1068	причины и	1	1
1069	будут ли	1	1
1070	не просто	4	1
1071	но там	1	1
1072	слова ни	1	1
1073	смысле как	1	1
1074	жизни с	1	1
1075	форму его	1	1
1076	не найдем	1	1
1077	жанра в	1	1
1078	не поймем	2	1
1079	всех их	1	1
1080	может обойтись	1	1
1081	не происходит	1	1
1082	неизбежно должна	1	1
1083	но отчасти	1	1
1084	видели что	3	1
1085	случай если	1	1
1086	без внутренней	3	1
1087	как тот	1	1
1088	нами не	1	1
1089	человеку который	1	1
1090	заложенные в	1	1
1091	еще раньше	1	1
1092	его чрезвычайно	1	1
1093	его самого	1	1
1094	стоит перед	1	1
1095	иное отношение	1	1
1096	не говоря	2	1
1097	время и	1	1
1098	наших целей	2	1
1099	в состоянии	1	1
1100	слово только	1	1
1101	только ошибка	1	1
1102	то для	1	1
1103	в социальной	3	1
1104	словом словом	1	1
1105	и художественно	1	1
1106	выбора и	2	1
1107	своего лица	1	1
1108	но чаще	1	1
1109	ними так	1	1
1110	одному и	1	1
1111	от нашего	2	1
1112	общий смысл	3	1
1113	вы только	1	1
1114	весь мир	1	1
1115	слово на	1	1
1116	не путем	1	1
1117	между несколькими	1	1
1118	произведении но	1	1
1119	в мысли	1	1
1120	наконец мы	1	1
1121	бы только	1	1
1122	внешнюю речь	2	1
1123	каждое движение	1	1
1124	из приведенных	1	1
1125	при анализе	1	1
1126	выпадает из	1	1
1127	это мы	1	1
1128	наконец не	1	1
1129	нами отрывок	1	1
1130	или несколько	2	1
1131	рассказчика из	1	1
1132	суждение не	1	1
1133	биение сердца	2	1
1134	этого я	1	1
1135	или хотя	2	1
1136	точном смысле	2	1
1137	или иная	1	1
1138	новых слов	1	1
1139	с одним	1	1
1140	голос становится	1	1
1141	личности от	1	1
1142	в связи	2	1
1143	случайным и	1	1
1144	ясно что	2	1
1145	которыми мы	1	1
1146	прозаической речи	1	1
1147	о диалогичности	1	1
1148	развитие этой	1	1
1149	долго и	1	1
1150	мысли мы	1	1
1151	тысяч лет	1	1
1152	они как	1	1
1153	подойти и	1	1
1154	были даны	1	1
1155	ними все	1	1
1156	и жизнь	2	1
1157	больше и	2	1
1158	должно было	3	1
1159	далее но	2	1
1160	благодаря тому	1	1
1161	воздействия на	1	1
1162	и отстоявшихся	1	1
1163	к мысли	1	1
1164	в плохое	1	1
1165	могло бы	1	1
1166	то лишь	1	1
1167	чтобы его	1	1
1168	вопроса о	4	1
1169	столом и	1	1
1170	удалось в	1	1
1171	менее и	1	1
1172	держать себя	1	1
1173	всех своих	4	1
1174	слова по	1	1
1175	в русской	1	1
1176	указание в	1	1
1177	от их	2	1
1178	не имея	1	1
1179	без изменения	1	1
1180	вошел в	2	1
1181	содержание речи	1	1
1182	нами случай	1	1
1183	к слушателю	1	1
1184	который является	1	1
1185	автора или	1	1
1186	я тебе	1	1
1187	материалом и	2	1
1188	в обычных	1	1
1189	у них	3	1
1190	определенным образом	1	1
1191	связь и	3	1
1192	как материал	1	1
1193	которых слагается	1	1
1194	чтобы он	1	1
1195	сущности являются	1	1
1196	противоречие и	1	1
1197	главное предложение	1	1
1198	более всего	1	1
1199	с идеологическими	1	1
1200	переживание и	1	1
1201	языком и	3	1
1202	возможный ответ	1	1
1203	действующих лиц	1	1
1204	и тем	7	1
1205	случаев только	1	1
1206	как это	5	1
1207	заложенные уже	1	1
1208	не будет	3	1
1209	можно сделать	1	1
1210	в идеологическом	2	1
1211	существенное для	1	1
1212	в тех	3	1
1213	других людей	1	1
1214	и оценками	1	1
1215	наших последующих	1	1
1216	и некоторое	1	1
1217	даже не	1	1
1218	бы иной	2	1
1219	как одно	2	1
1220	он пользовался	1	1
1221	миру и	2	1
1222	в слова	1	1
1223	и порядок	1	1
1224	что бы	1	1
1225	внешнее выражение	3	1
1226	понимает что	1	1
1227	когда мы	6	1
1228	не совпадает	1	1
1229	могла бы	1	1
1230	и несколько	2	1
1231	противоречащих друг	1	1
1232	вторую реплику	1	1
1233	вопрос в	1	1
1234	слова из	1	1
1235	и никогда	1	1
1236	главным образом	3	1
1237	совершенно особый	1	1
1238	мечтах и	1	1
1239	каждый человек	1	1
1240	мыслью но	1	1
1241	построения фразы	1	1
1242	стоит только	1	1
1243	даже если	1	1
1244	которые ближе	1	1
1245	в зеркале	1	1
1246	все явления	1	1
1247	особое внимание	1	1
1248	но благодаря	1	1
1249	к окружающей	1	1
1250	есть какое-то	1	1
1251	или иного	5	1
1252	что другое	2	1
1253	так ни	1	1
1254	следует за	1	1
1255	действительной жизни	2	1
1256	и нельзя	1	1
1257	эту тему	1	1
1258	события которое	1	1
1259	от врагов	1	1
1260	репликой на	1	1
1261	высказывании в	3	1
1262	эту задачу	1	1
1263	от всякого	1	1
1264	и ту	2	1
1265	речи то	2	1
1266	к такому	1	1
1267	собственном смысле	1	1
1268	из произведений	1	1
1269	в частности	3	1
1270	взгляд на	1	1
1271	к лицу	1	1
1272	каждому из	1	1
1273	и устойчивые	1	1
1274	что-то сказать	1	1
1275	одним словом	1	1
1276	приближается к	3	1
1277	даже несколько	1	1
1278	и должны	1	1
1279	выражать одну	1	1
1280	них в	1	1
1281	речи но	2	1
1282	что слова	3	1
1283	если в	1	1
1284	к одной	1	1
1285	начале как	1	1
1286	внутреннего слова	1	1
1287	которые он	1	1
1288	в языке	2	1
1289	группы к	1	1
1290	свой характер	1	1
