N	3gram	Tiupa_Vved	Marksizm
108	все то что	1	1
109	однако и в	1	1
110	не было в	1	1
111	между историей и	1	1
112	и это не	1	1
113	и даже не	1	1
114	в конечном счете	2	1
115	для этого необходимо	1	1
116	проникнуть в его	1	1
117	в нем не	1	1
118	то что он	1	1
119	как одна из	1	1
120	невозможно но возможно	1	1
121	по сравнению с	1	1
122	и здесь она	1	1
123	и в другом	1	1
124	то или иное	1	1
125	не столько в	2	1
126	и даже в	1	1
127	степени в какой	1	1
128	он не может	1	1
129	в том же	1	1
130	в обращении с	1	1
131	будет зависеть от	1	1
132	но именно это	1	1
133	не существует ни	1	1
134	свидетельствует о том	1	1
135	по природе своей	2	1
136	имеет принципиальное значение	1	1
137	как бы не	1	1
138	во втором случае	1	1
139	может быть только	1	1
140	перед нами случай	1	1
141	начало и конец	2	1
142	приводя их к	1	1
143	событие речевого взаимодействия	1	1
144	в своей индивидуальности	1	1
145	не утрачивая своей	1	1
146	не сводится к	6	1
147	может быть сведена	1	1
148	вместо того чтобы	1	1
149	по аналогии с	2	1
150	первого и второго	1	1
151	в гуманитарных науках	1	1
152	героя то есть	1	1
153	в соответствии с	8	1
154	смысла то есть	1	1
155	а с другой	3	1
156	а в том	3	1
157	хотя она и	1	1
158	может быть названа	1	1
159	в особенности у	1	1
160	и в пределах	1	1
161	в формах косвенной	1	1
162	имеет место в	1	1
163	взаимодействия и борьбы	1	1
164	слова с его	1	1
165	как раз и	1	1
166	в наше время	1	1
167	друг на друга	2	1
168	в самом тексте	1	1
169	и т.п но	1	1
170	могла бы и	3	1
171	как мы узнаем	1	1
172	в данной ситуации	1	1
173	же время они	1	1
174	но в этом	1	1
175	он сам называет	1	1
176	только в слове	1	1
177	в равной степени	1	1
178	видим и не	1	1
179	никогда не может	1	1
180	и герой и	1	1
181	то есть в	1	1
182	только благодаря этому	1	1
183	понимания а не	1	1
184	большей или меньшей	1	1
185	к тому или	1	1
186	даже не столько	1	1
187	не столько по	1	1
188	прежде всего на	2	1
189	что иное как	1	1
190	в живой речи	1	1
191	понимания отнюдь не	1	1
192	и принять его	1	1
193	а не как	1	1
194	отнюдь не сводится	1	1
195	и едва ли	1	1
196	здесь мы не	1	1
197	здесь как и	1	1
198	той же самой	1	1
199	могло бы стать	1	1
200	каждый из этих	1	1
201	что же касается	2	1
202	к которой принадлежит	1	1
203	быть сведена к	1	1
204	мыслится при этом	1	1
205	а по смыслу	1	1
206	он мог бы	1	1
207	для себя и	1	1
208	и тем более	1	1
209	чтобы проникнуть в	1	1
210	том же году	1	1
211	именно то что	1	1
212	все же на	1	1
213	одного из этих	1	1
214	и иных форм	1	1
215	в новейшее время	1	1
216	тому или иному	2	1
217	не должен быть	1	1
218	в себе не	1	1
219	во времени и	1	1
220	все же не	1	1
221	и не является	1	1
222	в обоих случаях	1	1
223	чужого слова в	1	1
224	не что иное	1	1
225	ни одна из	1	1
226	говорящий и слушающий	1	1
227	с той или	1	1
228	дело в том	1	1
229	во внутренний мир	1	1
230	тем же самым	1	1
231	подобно тому как	3	1
232	отношению к ним	2	1
233	но отнюдь не	1	1
234	его еще более	1	1
235	и мышления в	1	1
236	в той степени	1	1
237	его свободного выбора	1	1
238	той степени в	1	1
239	с самим собой	1	1
240	не зависит от	2	1
241	мы не видим	1	1
242	у него нет	1	1
243	иначе обстоит дело	1	1
244	не сводящуюся к	1	1
245	она может быть	1	1
246	не видим и	1	1
247	в результате чего	1	1
248	речь вовсе не	1	1
249	совершается переход от	1	1
250	дистанцию по отношению	1	1
251	в котором мы	1	1
252	одна из них	1	1
253	это свидетельствует о	1	1
254	в основе своей	2	1
255	в той же	1	1
256	мы не можем	1	1
257	результате чего в	1	1
258	в другом случае	1	1
259	но не только	1	1
260	к жизни и	1	1
