N	2gram	Nazirov_Tv	Myshleni
115	только что	2	27
116	с этой	4	27
117	в результате	1	27
118	другой стороны	2	27
119	в то	23	27
120	и с	9	27
121	в своей	8	27
122	связь между	1	27
123	что все	4	27
124	перед нами	3	27
125	в их	5	26
126	в собственном	1	26
127	что это	1	26
128	для него	9	26
129	в частности	4	26
130	в чем	4	25
131	что она	5	25
132	еще не	5	25
133	уже в	5	25
134	все это	14	25
135	можно сказать	2	25
136	по мере	2	25
137	своего развития	1	25
138	только не	1	25
139	мы уже	2	25
140	это не	9	25
141	в смысле	1	24
142	мы знаем	2	24
143	тот же	3	24
144	целый ряд	1	24
145	в сфере	2	24
146	на этот	3	24
147	в какой	1	24
148	так что	4	24
149	что эта	1	24
150	в нем	4	24
151	оба эти	1	24
152	как уже	2	24
153	друг друга	2	23
154	этот вопрос	4	23
155	ни в	2	23
156	как он	1	23
157	связи между	1	23
158	во всяком	2	22
159	не могут	2	22
160	к объекту	1	22
161	столь же	2	22
162	в известном	2	22
163	и развитие	1	22
164	в школе	1	22
165	между ними	1	21
166	умственного развития	1	21
167	к этому	4	21
168	как говорит	1	21
169	и ее	1	21
170	представление о	9	21
171	его в	2	21
172	все время	3	21
173	в свете	3	21
174	и все	6	21
175	не имеет	2	21
176	в истории	2	21
177	в сознании	1	21
178	ее в	3	21
179	и более	2	21
180	отношений между	2	21
181	отношение к	1	21
182	мышления как	1	20
183	в пользу	2	20
184	в виду	3	20
185	не менее	8	20
186	в котором	8	20
187	в другом	1	20
188	к которому	3	20
189	из них	4	20
190	время как	1	20
191	из этих	1	20
192	на вопрос	1	20
193	в такой	2	20
194	и других	5	20
195	а в	10	20
196	говорит что	2	20
197	едва ли	2	20
198	как раз	2	20
199	к выводу	1	20
200	на этом	1	20
201	должно быть	1	20
202	и их	2	20
203	в речи	1	19
204	но мы	1	19
205	в связи	2	19
206	во всех	2	19
207	а с	4	19
208	и по	5	19
209	один из	5	19
210	но если	4	19
211	в данном	2	19
212	мы и	1	19
213	с развитием	1	19
214	об отношении	1	19
215	как на	1	19
216	с ним	4	19
217	в себя	3	19
218	во всей	2	18
219	одного и	1	18
220	но это	10	18
221	в отличие	3	18
222	приводит нас	1	18
223	и другое	1	18
224	отличие от	3	18
225	приходит к	4	18
226	для развития	1	18
227	всяком случае	2	18
228	чем в	1	18
229	от мысли	2	18
230	в этих	2	17
231	в своих	8	17
232	к другим	1	17
233	показал что	1	17
234	их в	1	17
235	казалось бы	4	17
236	от внешней	1	17
237	в одном	3	17
238	я не	5	17
239	не есть	2	17
240	сих пор	1	17
241	на деле	3	17
242	до сих	1	17
243	это положение	1	17
244	в свою	8	17
245	до конца	2	17
246	для этого	1	17
247	и того	2	17
248	у него	11	17
249	не совпадают	1	17
250	ту же	4	17
251	и от	8	17
252	и есть	2	17
253	то и	1	17
254	мы находим	2	17
255	и только	2	17
256	и другие	4	16
257	раньше чем	1	16
258	в которых	3	16
259	слово и	1	16
260	значение в	2	16
261	мы имеем	1	16
262	вовсе не	5	16
263	к одному	2	16
264	такой же	4	16
265	и даже	8	16
266	на этой	1	16
267	по поводу	1	16
268	то в	2	16
269	в мысли	2	16
270	таким же	1	16
271	в них	1	15
272	вопрос об	1	15
273	и это	2	15
274	и является	1	15
275	со всеми	3	15
276	что если	1	15
277	и мышление	1	15
278	данном случае	2	15
279	на все	1	15
280	тем более	1	15
281	хотя бы	5	15
282	в начале	2	15
283	к осознанию	3	15
284	отличается от	1	15
285	к мысли	1	15
286	известном смысле	2	15
287	значит что	3	15
288	на всем	1	15
289	том же	3	15
290	ничего не	3	15
291	как она	2	15
292	является не	1	15
293	когда он	4	15
294	по этому	1	15
295	уже говорили	2	14
296	это значит	1	14
297	думается что	1	14
298	но что	1	14
299	свою очередь	2	14
300	точка зрения	2	14
301	что у	5	14
302	что для	3	14
303	точку зрения	1	14
304	из этого	1	14
305	первую очередь	1	14
306	и здесь	2	14
307	связанные с	1	14
308	одним из	6	14
309	одной из	7	14
310	учения о	1	14
311	о чем	1	14
312	в первую	1	14
313	который в	4	14
314	это есть	1	14
315	всем протяжении	1	14
316	с его	12	14
317	к которым	1	14
318	об этом	4	14
319	и отношений	2	14
320	своем развитии	1	13
321	имеет место	1	13
322	в действительности	1	13
323	с другими	1	13
324	его к	2	13
325	если в	3	13
326	в основном	9	13
327	к его	1	13
328	но на	1	13
329	в виде	4	13
330	другом месте	1	13
331	на его	4	13
332	отнюдь не	9	13
333	она не	2	13
334	человека и	6	13
335	для всех	1	13
336	точно так	3	13
337	но все	1	13
338	этой проблемы	2	13
339	по самой	2	13
340	с ней	1	13
341	связана с	2	13
342	этой теории	1	13
343	лишь в	1	13
344	стороны и	1	13
345	в уме	1	13
346	все более	2	13
347	даже в	4	12
348	а затем	5	12
349	на первый	1	12
350	только на	2	12
351	том чтобы	1	12
352	но он	3	12
353	ясно что	1	12
354	возникает из	1	12
355	должны были	1	12
356	в другую	1	12
357	в одной	5	12
358	и потому	4	12
359	и обратно	1	12
360	еще более	3	12
361	в первом	3	12
362	к нему	1	12
363	в ее	3	12
364	тем не	2	12
365	тому же	2	12
366	это мы	1	12
367	но только	3	12
368	никак не	1	12
369	и между	1	12
370	мог бы	1	12
371	это и	4	12
372	в ней	2	12
373	входит в	1	12
374	не столько	4	11
375	с собой	1	11
376	не могли	2	11
377	ключ к	1	11
378	в других	1	11
379	на том	2	11
380	от социальной	1	11
381	не означает	4	11
382	с ее	3	11
383	ответ на	1	11
384	на самом	3	11
385	не по	3	11
386	что на	3	11
387	нас в	1	11
388	одно из	1	11
389	например в	3	11
390	что этот	2	11
391	вот почему	3	11
392	наряду с	6	11
393	на пороге	1	11
394	те и	1	11
395	гораздо более	2	11
396	не знает	2	11
397	в конце	5	11
398	а только	1	11
399	он в	1	11
400	в один	3	11
401	ничего общего	1	11
402	действия и	3	11
403	лежит в	1	11
404	в пределах	1	11
405	нуждается в	2	11
406	и наконец	3	11
407	есть не	2	11
408	вслед за	2	10
409	друг на	1	10
410	в основу	1	10
411	по выражению	2	10
412	внимание на	1	10
413	бы что	1	10
414	всякий раз	2	10
415	о которых	1	10
416	что как	2	10
417	что такое	1	10
418	в случае	1	10
419	одного из	3	10
420	его мышления	1	10
421	на друга	1	10
422	у нас	2	10
423	числе и	1	10
424	или иной	1	10
425	указывает на	2	10
426	из всех	5	10
427	за собой	4	10
428	речь идет	1	10
429	и значение	1	10
430	но этот	2	10
431	к жизни	4	10
432	что его	4	10
433	учение о	1	10
434	и у	3	10
435	здесь мы	2	10
436	процесса в	4	10
437	во второй	3	10
438	представляют собой	2	10
439	если не	4	10
440	в конечном	4	10
441	том числе	1	10
442	чем он	1	10
443	с той	1	10
444	виде в	1	10
445	в нашей	2	10
446	и до	2	9
447	конечном счете	4	9
448	связано с	1	9
449	в центр	1	9
450	для всей	1	9
451	теории и	1	9
452	к этим	1	9
453	что уже	1	9
454	как по	2	9
455	той или	1	9
456	целом и	1	9
457	та же	4	9
458	оно не	1	9
459	зависит от	4	9
460	и поэтому	2	9
461	что же	1	9
462	к предмету	1	9
463	может не	2	9
464	естественно что	1	9
465	но эта	3	9
466	этого вопроса	2	9
467	также и	1	9
468	а по	3	9
469	этот факт	2	9
470	что можно	1	9
471	частный случай	1	9
472	в плане	4	9
473	место в	6	9
474	в момент	5	9
475	к этой	1	9
476	только для	2	9
477	как только	1	9
478	больше чем	2	9
479	поэтому мы	1	9
480	говорить о	1	9
481	не то	2	9
482	и он	4	9
483	и притом	2	9
484	представляется нам	1	9
485	находит свое	1	9
486	в первой	4	9
487	мы говорим	1	9
488	еще в	3	9
489	такого рода	1	9
490	видим в	2	9
491	хотя и	5	9
492	в самой	1	9
493	в ином	1	9
494	но с	1	9
495	или в	2	9
496	включает в	1	9
497	должен быть	1	9
498	на которых	1	8
499	о котором	2	8
500	в этот	3	8
501	и те	1	8
502	нет никаких	1	8
503	уже по	1	8
504	означает в	2	8
505	в эту	1	8
506	один раз	1	8
507	почти всегда	1	8
508	в направлении	2	8
509	главным образом	1	8
510	поэтому в	1	8
511	в течение	1	8
512	отношении к	2	8
513	эти связи	1	8
514	еще один	1	8
515	наших глазах	1	8
516	все равно	1	8
517	образом в	1	8
518	к анализу	1	8
519	мы наблюдаем	2	8
520	не являются	1	8
521	действительности и	3	8
522	связь с	3	8
523	привело нас	1	8
524	известно что	4	8
525	к другой	1	8
526	как правило	3	8
527	не мог	3	8
528	же самую	1	8
529	остается в	1	8
530	в современной	2	8
531	и др	2	8
532	рассматривается как	1	8
533	во время	2	8
534	и из	1	8
535	мы снова	1	8
536	в действии	2	8
537	не на	1	8
538	должен был	2	8
539	том как	1	8
540	со стороны	1	8
541	бы с	1	8
542	и тогда	2	8
543	более и	1	8
544	что я	4	8
545	который по	1	8
546	связан с	4	8
547	форм и	1	8
548	в более	1	8
549	этой области	1	8
550	только то	1	8
551	еще на	1	8
552	самой своей	2	8
553	что не	5	8
554	в известной	4	8
555	в таком	4	7
556	говоря словами	1	7
557	и сам	5	7
558	собой не	1	7
559	знаем что	1	7
560	сознания в	1	7
561	на него	2	7
562	он сам	8	7
563	выражается в	1	7
564	этот период	1	7
565	всех этих	1	7
566	прямо и	1	7
567	и делает	1	7
568	необходимо предполагает	1	7
569	говорили что	2	7
570	его и	2	7
571	находятся в	1	7
572	ничего кроме	1	7
573	для всего	1	7
574	в ряде	1	7
575	с первого	1	7
576	к вопросу	1	7
577	одну из	1	7
578	решающую роль	2	7
579	же в	1	7
580	это в	3	7
581	эта теория	1	7
582	которая в	1	7
583	но тем	1	7
584	образом и	1	7
585	родной язык	1	7
586	из нее	1	7
587	в жизни	3	7
588	не существует	3	7
589	которой он	2	7
590	представления о	1	7
591	имеет в	2	7
592	до того	1	7
593	что понятия	1	7
594	речи или	1	7
595	именно потому	1	7
596	общего с	1	7
597	и особенно	1	7
598	к целому	1	7
599	его с	1	7
600	с ними	3	7
601	из области	1	7
602	не имеют	4	7
603	при помощи	4	7
604	принадлежит к	1	7
605	вывод что	1	7
606	слова не	2	7
607	но по	1	7
608	он говорит	3	7
609	в обоих	1	7
610	признать что	1	7
611	он приходит	2	6
612	вопросу о	1	6
613	к ней	3	6
614	уже не	6	6
615	другом в	2	6
616	с другим	3	6
617	что их	1	6
618	образом как	1	6
619	и мы	1	6
620	не остается	1	6
621	в двух	2	6
622	в каждом	4	6
623	является общим	1	6
624	очень рано	1	6
625	и самый	1	6
626	как к	2	6
627	ни на	3	6
628	бы и	1	6
629	наконец в	1	6
630	нет и	1	6
631	начиная с	2	6
632	только потому	1	6
633	он как	1	6
634	а это	1	6
635	себе что	1	6
636	в сферу	2	6
637	можно считать	1	6
638	при исследовании	1	6
639	или даже	2	6
640	и эти	1	6
641	заключает в	1	6
642	по законам	1	6
643	само собой	1	6
644	этот момент	2	6
645	говорит о	3	6
646	требует от	1	6
647	по способу	2	6
648	нашему мнению	9	6
649	действительности в	2	6
650	с в	1	6
651	не что	1	6
652	является как	1	6
653	перед ним	1	6
654	одна из	5	6
655	что иное	1	6
656	к чему	1	6
657	не говорит	1	6
658	как его	1	6
659	от одной	2	6
660	могло бы	1	6
661	на другой	1	6
662	идет в	1	6
663	что может	1	6
664	как частный	1	6
665	с которым	2	6
666	природе и	1	6
667	идет от	1	6
668	по самому	2	6
669	именно поэтому	1	6
670	знает что	1	6
671	роль в	2	6
672	совпадают с	1	6
673	в раннем	1	6
674	потому и	1	6
675	сверху вниз	1	6
676	не способен	1	6
677	социальной среды	1	6
678	дело в	4	6
679	ли не	3	6
680	это было	1	6
681	предположить что	1	6
682	она должна	1	6
683	и о	2	6
684	иное как	1	6
685	по нашему	9	6
686	сходство с	1	5
687	с логикой	1	5
688	формы в	1	5
689	кроме того	1	5
690	или на	1	5
691	из всего	1	5
692	к самому	1	5
693	приходит в	1	5
694	им в	1	5
695	свою собственную	1	5
696	в противоположность	1	5
697	только как	2	5
698	может служить	2	5
699	к ним	1	5
700	нигде не	1	5
701	к решению	1	5
702	первого взгляда	1	5
703	все его	1	5
704	и снова	1	5
705	того в	1	5
706	поэтому он	1	5
707	опираясь на	3	5
708	эти слова	3	5
709	не повторяет	1	5
710	не дает	1	5
711	в него	2	5
712	ведет к	3	5
713	с такой	1	5
714	на первом	2	5
715	для них	2	5
716	сейчас же	1	5
717	этом пункте	1	5
718	являются как	1	5
719	учит нас	1	5
720	только с	3	5
721	что ему	1	5
722	только его	1	5
723	то мы	1	5
724	однако не	1	5
725	все они	1	5
726	от всех	2	5
727	сами по	2	5
728	в стороне	2	5
729	мы никогда	1	5
730	действительности но	1	5
731	в предисловии	1	5
732	же что	1	5
733	утверждает что	1	5
734	человека с	2	5
735	и ту	1	5
736	от него	2	5
737	мыслит в	1	5
738	на эти	2	5
739	самого себя	1	5
740	что по	1	5
741	мы только	1	5
742	когда в	1	5
743	но даже	1	5
744	часто в	1	5
745	психологического анализа	1	5
746	что еще	1	5
747	всегда и	1	5
748	вообще и	1	5
749	говорит об	2	5
750	быть в	1	5
751	это отношение	1	5
752	есть только	1	5
753	не просто	1	5
754	себя в	3	5
755	на протяжении	3	5
756	по мнению	4	5
757	чем у	2	5
758	видит в	1	5
759	встречается в	1	5
760	это как	4	5
761	вообще в	1	5
762	а потому	1	5
763	был бы	3	5
764	связанное с	1	5
765	о которой	2	5
766	в область	4	5
767	видим что	1	5
768	заметить что	1	5
769	их с	1	5
770	как у	3	5
771	в полном	1	5
772	без этого	1	5
773	человека к	2	5
774	конце концов	1	5
775	дело не	3	5
776	у нее	4	5
777	бы он	1	5
778	анализа и	1	5
779	самого процесса	1	5
780	эти два	1	5
781	более того	2	5
782	они имеют	2	4
783	чем оно	1	4
784	в применении	1	4
785	линии развития	1	4
786	тем как	1	4
787	но ведь	2	4
788	из ее	1	4
789	вот что	1	4
790	мне кажется	1	4
791	уже на	1	4
792	на эту	4	4
793	один ряд	1	4
794	за ней	1	4
795	так например	3	4
796	во все	1	4
797	собой как	1	4
798	чего не	1	4
799	и когда	2	4
800	предисловии к	1	4
801	обнаруживает в	1	4
802	отношения и	1	4
803	нас на	1	4
804	чего он	1	4
805	бы то	1	4
806	которого он	2	4
807	своего пути	1	4
808	не было	3	4
809	мысль на	1	4
810	и говорит	1	4
811	движения в	1	4
812	быть может	3	4
813	одно только	1	4
814	рядом с	2	4
815	так сказать	4	4
816	в мысль	1	4
817	самому себе	1	4
818	и та	2	4
819	он еще	2	4
820	заставляет нас	2	4
821	до предела	2	4
822	в анализе	1	4
823	одним словом	1	4
824	своего собственного	2	4
825	заключающийся в	1	4
826	была бы	2	4
827	и вот	2	4
828	от других	2	4
829	не из	1	4
830	влечет за	2	4
831	о его	1	4
832	нас не	1	4
833	моменты которые	1	4
834	нашу мысль	1	4
835	и со	2	4
836	и я	2	4
837	того или	1	4
838	то он	1	4
839	с полным	1	4
840	мы узнаем	3	4
841	к которой	1	4
842	но эти	3	4
843	как будто	5	4
844	о своих	2	4
845	противоречии с	1	4
846	образов и	1	4
847	сказывается в	1	4
848	его построения	1	4
849	это объяснение	1	4
850	от этих	1	4
851	если он	4	4
852	в наиболее	1	4
853	начинается с	1	4
854	одновременно и	2	4
855	в одно	2	4
856	в дальнейшем	7	4
857	то это	2	4
858	вопроса об	1	4
859	когда она	1	4
860	превращается в	2	4
861	для которого	1	4
862	так мы	2	4
863	всего этого	1	4
864	развитие его	1	4
865	входят в	1	4
866	исходит из	1	4
867	собой в	2	4
868	время в	3	4
869	ни было	1	4
870	они представляют	1	4
871	целом ряде	1	4
872	как видим	1	4
873	совершенно прав	1	4
874	в целях	2	4
875	совсем не	1	4
876	но при	1	4
877	и одновременно	1	4
878	его не	1	4
879	хотя в	1	4
880	сравнительно с	1	4
881	однако в	3	4
882	а как	2	4
883	означает что	2	4
884	переходит от	1	4
885	одну и	1	4
886	до этого	2	4
887	как о	1	4
888	он усвоил	1	4
889	в любой	1	4
890	себя и	1	4
891	чем же	1	4
892	и если	3	4
893	развития их	1	4
894	эта мысль	3	4
895	выводом из	1	4
896	в новых	2	4
897	отрывается от	1	4
898	может оказаться	1	4
899	содержатся в	1	4
900	но которые	1	4
901	с того	1	4
902	он начинает	1	4
903	эта функция	1	4
904	то к	1	4
905	контакт с	1	4
906	путь к	1	4
907	общественной жизни	1	4
908	не могу	2	4
909	нельзя не	1	4
910	думать что	1	4
911	на всю	1	4
912	жизни и	3	4
913	все другие	1	4
914	важную роль	2	4
915	конце развития	1	4
916	не к	2	4
917	в настоящем	2	3
918	выражена в	1	3
919	и потребности	1	3
920	и лишь	2	3
921	он видит	3	3
922	происходит не	1	3
923	этот тип	2	3
924	я могу	1	3
925	в соответствии	7	3
926	а вместе	1	3
927	в жизнь	2	3
928	мере своего	1	3
929	знал что	1	3
930	является более	1	3
931	применении к	1	3
932	из себя	2	3
933	этой связи	2	3
934	вообще как	1	3
935	развития что	1	3
936	должна была	1	3
937	на практике	1	3
938	и еще	2	3
939	в голове	1	3
940	автора мы	1	3
941	от них	1	3
942	этой задачи	1	3
943	по природе	6	3
944	к их	1	3
945	после этого	1	3
946	на втором	1	3
947	ибо он	1	3
948	и приводит	2	3
949	себя из	1	3
950	и всю	1	3
951	развитие в	1	3
952	одном из	2	3
953	он мыслит	1	3
954	автора к	1	3
955	не стоит	1	3
956	всей их	1	3
957	они же	1	3
958	психологию в	1	3
959	как единство	1	3
960	включается в	1	3
961	проблемы в	2	3
962	я это	1	3
963	совершенно новый	1	3
964	даже если	2	3
965	а главное	1	3
966	согласно этой	1	3
967	нам кажется	1	3
968	к сожалению	1	3
969	не так	5	3
970	оно было	1	3
971	сводится к	2	3
972	самим собой	4	3
973	является одним	3	3
974	еще с	2	3
975	и будет	2	3
976	и просто	1	3
977	бы не	1	3
978	да и	1	3
979	он произносит	1	3
980	которого не	2	3
981	в новый	1	3
982	и независимо	1	3
983	для меня	1	3
984	объяснения это	1	3
985	тогда как	3	3
986	и потом	1	3
987	это является	1	3
988	внешних условий	1	3
989	утверждая что	1	3
990	является только	1	3
991	для ясности	1	3
992	известной мере	2	3
993	характер что	2	3
994	о значении	1	3
995	одна и	1	3
996	о нем	2	3
997	эти наблюдения	2	3
998	принцип удовольствия	1	3
999	ведь это	1	3
1000	своей книге	1	3
1001	из других	2	3
1002	движение в	1	3
1003	это еще	2	3
1004	как нечто	1	3
1005	в движение	1	3
1006	впечатления от	1	3
1007	но уже	2	3
1008	которым приводит	1	3
1009	эта связь	1	3
1010	нас и	1	3
1011	такие же	1	3
1012	по вертикали	1	3
1013	самое время	2	3
1014	задается вопросом	1	3
1015	их на	1	3
1016	же это	1	3
1017	может и	1	3
1018	это сказывается	1	3
1019	он с	2	3
1020	себя но	2	3
1021	не надо	1	3
1022	это утверждение	1	3
1023	в возможности	1	3
1024	развивается у	1	3
1025	против этого	2	3
1026	или нет	1	3
1027	общения с	2	3
1028	или во	1	3
1029	как одна	1	3
1030	в женеве	1	3
1031	как развитие	1	3
1032	и внутренне	1	3
1033	нам представляется	2	3
1034	личности не	2	3
1035	живет в	3	3
1036	почти совершенно	1	3
1037	даже с	1	3
1038	в глаза	2	3
1039	настоящее время	2	3
1040	с большим	3	3
1041	как я	1	3
1042	сведено к	1	3
1043	от ее	2	3
1044	он на	1	3
1045	и всей	1	3
1046	как средство	1	3
1047	иными словами	2	3
1048	что за	1	3
1049	прямо не	1	3
1050	себя как	2	3
1051	из главных	2	3
1052	зрения и	1	3
1053	выше мы	1	3
1054	действия в	1	3
1055	психологии и	1	3
1056	то ни	1	3
1057	и обратное	1	3
1058	если же	1	3
1059	для человека	3	3
1060	исследования на	1	3
1061	условия для	1	3
1062	ней в	1	3
1063	в ущерб	1	3
1064	или иного	1	3
1065	основе этой	1	3
1066	и этот	1	3
1067	же самая	2	3
1068	во власти	1	3
1069	человек с	2	3
1070	всего его	1	3
1071	чем для	1	3
1072	в мыслях	1	3
1073	закон развития	1	3
1074	ту или	1	3
1075	к нам	1	3
1076	сути дела	5	3
1077	ли он	1	3
1078	является так	1	3
1079	сливается с	4	3
1080	это явление	1	3
1081	всего на	1	3
1082	он хочет	1	3
1083	может сделать	1	3
1084	же время	18	3
1085	свою слабость	1	3
1086	имеем в	1	3
1087	чем его	1	3
1088	соответствии с	7	3
1089	а и	1	3
1090	а скорее	1	3
1091	при котором	1	3
1092	их место	1	3
1093	развития эта	1	3
1094	в настоящее	1	3
1095	сколько на	1	3
1096	из этой	3	3
1097	им как	1	3
1098	в первый	1	3
1099	предположение что	1	3
1100	от которого	1	3
1101	к истории	1	3
1102	что так	1	3
1103	даже целые	1	3
1104	узнаем что	2	3
1105	что каждый	1	3
1106	же не	2	3
1107	говорим о	1	3
1108	в ту	4	3
1109	положение в	1	3
1110	и без	2	3
1111	язык в	1	3
1112	по смыслу	1	3
1113	при таком	1	3
1114	без всякой	1	3
1115	за то	2	3
1116	а к	1	3
1117	он ни	3	3
1118	не выдерживает	1	3
1119	через которые	1	3
1120	из теории	1	3
1121	далеко не	3	3
1122	из своей	1	3
1123	повод для	1	3
1124	в большинстве	1	3
1125	это все	2	3
1126	и часто	1	3
1127	он и	1	3
1128	в книге	3	3
1129	и дальше	1	3
1130	об этой	1	3
1131	из центральных	1	3
1132	на ту	1	3
1133	в образах	2	2
1134	смысле с	1	2
1135	отвечает на	1	2
1136	же и	2	2
1137	очень хорошо	1	2
1138	более к	1	2
1139	сам автор	2	2
1140	так можно	1	2
1141	и рядом	2	2
1142	время не	2	2
1143	него в	2	2
1144	представлений о	2	2
1145	и самые	1	2
1146	относится и	1	2
1147	представляется ему	1	2
1148	из самых	1	2
1149	в построении	1	2
1150	мы получаем	1	2
1151	развивается и	1	2
1152	он обнаруживает	1	2
1153	автор в	1	2
1154	мысли о	1	2
1155	вступая в	1	2
1156	через него	2	2
1157	или вернее	1	2
1158	мере приближения	1	2
1159	человека не	1	2
1160	он был	2	2
1161	между вещами	2	2
1162	видит причину	1	2
1163	как отражение	1	2
1164	своим собственным	1	2
1165	характер в	2	2
1166	по закону	1	2
1167	рассказывает о	3	2
1168	жизни он	2	2
1169	не делает	1	2
1170	почти в	1	2
1171	на ней	2	2
1172	но ни	1	2
1173	с самим	1	2
1174	этом она	1	2
1175	с осознанием	1	2
1176	что само	1	2
1177	себя все	1	2
1178	в эти	1	2
1179	для этой	2	2
1180	это к	1	2
1181	не изменяет	1	2
1182	при всем	1	2
1183	этой книги	4	2
1184	влияние на	3	2
1185	жить и	1	2
1186	в принципе	5	2
1187	к себе	1	2
1188	что сама	1	2
1189	процесса на	1	2
1190	к необходимости	1	2
1191	согласии с	2	2
1192	или иную	1	2
1193	вспомнить о	1	2
1194	наконец не	1	2
1195	определения этого	1	2
1196	на себя	2	2
1197	характер и	1	2
1198	лишь на	1	2
1199	спрашивается что	1	2
1200	которой была	1	2
1201	но когда	2	2
1202	этой концепции	2	2
1203	связанный с	1	2
1204	не нужно	2	2
1205	складывается из	1	2
1206	не понимают	1	2
1207	приводит его	1	2
1208	должны с	1	2
1209	на чем	1	2
1210	не будет	2	2
1211	при такой	1	2
1212	других людей	2	2
1213	во времени	3	2
1214	вот в	2	2
1215	в историческом	1	2
1216	основных законов	1	2
1217	среды и	3	2
1218	его как	2	2
1219	подход к	1	2
1220	его личности	1	2
1221	и ставит	1	2
1222	вопрос этот	1	2
1223	однако по	1	2
1224	с с	1	2
1225	действительной жизни	4	2
1226	свое глубокое	1	2
1227	не мешает	1	2
1228	если б	1	2
1229	и возможно	1	2
1230	и против	2	2
1231	до своего	1	2
1232	его из	1	2
1233	он только	1	2
1234	тесно связанные	1	2
1235	другие в	1	2
1236	решительный шаг	1	2
1237	здесь он	1	2
1238	будет иметь	1	2
1239	глубокие изменения	1	2
1240	себе не	3	2
1241	полном согласии	1	2
1242	и первый	1	2
1243	более глубокой	1	2
1244	но само	1	2
1245	и т	14	2
1246	если можно	1	2
1247	вследствие этого	1	2
1248	что вообще	1	2
1249	это самое	1	2
1250	огромную роль	1	2
1251	он выступает	1	2
1252	нет ничего	1	2
1253	и завершается	1	2
1254	действия но	1	2
1255	но у	5	2
1256	и везде	1	2
1257	развивается на	1	2
1258	тезис о	1	2
1259	а тем	1	2
1260	и уже	1	2
1261	то все	2	2
1262	ряд с	1	2
1263	в которую	2	2
1264	но сам	1	2
1265	него с	1	2
1266	и целый	1	2
1267	это имеет	1	2
1268	не встречается	1	2
1269	типичное для	1	2
1270	не совсем	1	2
1271	в споре	1	2
1272	не первым	1	2
1273	тот самый	2	2
1274	ли можно	1	2
1275	контакта с	1	2
1276	движения и	1	2
1277	не прав	1	2
1278	с каким	2	2
1279	о прямом	1	2
1280	в любви	3	2
1281	не во	2	2
1282	сделать и	1	2
1283	в художественной	1	2
1284	же ли	1	2
1285	где он	2	2
1286	сам себе	3	2
1287	с определенным	1	2
1288	а все	1	2
1289	в изолированном	1	2
1290	когда же	2	2
1291	в таких	2	2
1292	его социальная	1	2
1293	за этим	1	2
1294	вот это	1	2
1295	н м	4	2
1296	бы нам	1	2
1297	однако это	2	2
1298	и высшей	2	2
1299	должно стать	1	2
1300	свою противоположность	2	2
1301	особенно в	3	2
1302	как результат	1	2
1303	стоит и	1	2
1304	похожие на	1	2
1305	а просто	1	2
1306	существуют в	1	2
1307	но она	2	2
1308	и всякая	1	2
1309	центральное место	1	2
1310	с так	1	2
1311	каждого из	1	2
1312	указывать на	1	2
1313	и деятельность	1	2
1314	и самого	1	2
1315	и точно	1	2
1316	среды на	1	2
1317	его до	1	2
1318	места в	1	2
