N	3gram	Tiupa_Narr	Marksizm
86	к тому же	8	2
87	людей так и	1	2
88	не то что	1	2
89	в нашем случае	1	2
90	сами по себе	2	2
91	того или иного	3	2
92	и не находит	1	2
93	к нему в	1	2
94	к себе самому	3	2
95	первого лица в	1	2
96	по крайней мере	1	2
97	том или ином	1	2
98	как и в	1	2
99	место лишь в	1	2
100	в этом и	3	2
101	в противном случае	1	2
102	и та же	1	2
103	как и все	1	2
104	так же как	1	2
105	же как и	1	2
106	как мы увидим	1	2
107	одна и та	1	2
108	внутренней речи как	1	2
109	и в самом	1	2
110	во всех без	1	2
111	но и здесь	1	2
112	с установкой на	2	2
113	не могли бы	1	1
114	как она есть	1	1
115	при этом однако	1	1
116	опоры в действительности	1	1
117	и столь же	1	1
118	а не иначе	1	1
119	что и для	1	1
120	между историей и	1	1
121	и даже не	1	1
122	в конечном счете	4	1
123	в нем не	2	1
124	в этих и	1	1
125	невозможно но возможно	1	1
126	одной из этих	1	1
127	на том что	1	1
128	в этом процессе	1	1
129	по сравнению с	1	1
130	собой но что	1	1
131	из этих двух	2	1
132	то что не	1	1
133	и здесь она	1	1
134	и в другом	1	1
135	не доказывает и	1	1
136	ничего не доказывает	1	1
137	однако и здесь	1	1
138	степени в какой	1	1
139	в предыдущей главе	1	1
140	с этой точки	1	1
141	он не может	1	1
142	то что обычно	1	1
143	в обращении с	1	1
144	они являются не	1	1
145	на протяжении веков	1	1
146	будет зависеть от	1	1
147	но именно это	1	1
148	но для того	1	1
149	что не имеет	1	1
150	не существует ни	1	1
151	в строгом смысле	1	1
152	но они не	1	1
153	по природе своей	1	1
154	во втором случае	1	1
155	может быть только	1	1
156	сам по себе	1	1
157	начало и конец	3	1
158	так а не	1	1
159	в себе самом	2	1
160	на себя самого	1	1
161	в своей индивидуальности	1	1
162	текста но и	1	1
163	чем иным как	2	1
164	таким образом что	1	1
165	что все эти	1	1
166	не утрачивая своей	1	1
167	не сводится к	7	1
168	вместо того чтобы	1	1
169	по аналогии с	1	1
170	первого и второго	1	1
171	в соответствии с	7	1
172	или даже вовсе	1	1
173	доказывает и не	1	1
174	смысла то есть	1	1
175	точки зрения в	1	1
176	а с другой	2	1
177	а в том	2	1
178	не сами по	1	1
179	не только не	2	1
180	в формах косвенной	1	1
181	сказать что он	1	1
182	взаимодействия и борьбы	1	1
183	слова с его	1	1
184	как раз и	1	1
185	друг на друга	2	1
186	по себе а	1	1
187	в самом тексте	1	1
188	же время они	1	1
189	но в этом	1	1
190	он сам называет	1	1
191	перед нами не	2	1
192	мы еще вернемся	1	1
193	только в слове	1	1
194	но и самого	1	1
195	в равной степени	3	1
196	и т.п то	1	1
197	видим и не	1	1
198	только в форме	1	1
199	же обстоит дело	1	1
200	то есть в	1	1
201	только благодаря этому	1	1
202	себе самому и	1	1
203	как бы из	1	1
204	понимания а не	2	1
205	большей или меньшей	1	1
206	к тому или	1	1
207	связаны между собой	1	1
208	как это делает	1	1
209	не в его	1	1
210	что иное как	1	1
211	в живой речи	1	1
212	в противоречие с	1	1
213	в русской литературе	1	1
214	из которых он	1	1
215	этой точки зрения	1	1
216	могло бы стать	1	1
217	а по смыслу	1	1
218	а в то	1	1
219	именно то что	1	1
220	мы воспринимаем как	1	1
221	одного из этих	1	1
222	не отличается от	1	1
223	и иных форм	1	1
224	как он относится	1	1
225	в новейшее время	1	1
226	в то время	1	1
227	тому или иному	1	1
228	в большей или	1	1
229	хотя они и	1	1
230	во времени и	6	1
231	в обоих случаях	1	1
232	они и не	2	1
233	чужого слова в	2	1
234	не в слове	1	1
235	ни одна из	1	1
236	с той или	2	1
237	его жизни и	1	1
238	дело в том	2	1
239	во внутренний мир	1	1
240	так сказать с	1	1
241	в отрыве от	1	1
242	и все его	1	1
243	тем же самым	1	1
244	подобно тому как	4	1
245	которым можно было	1	1
246	отношению к себе	1	1
247	по его словам	1	1
248	отношению к ним	1	1
249	и мышления в	1	1
250	в той степени	1	1
251	той степени в	1	1
252	не зависит от	1	1
253	продукт социального взаимодействия	1	1
254	мы не видим	1	1
255	и что в	1	1
256	у него нет	1	1
257	тем или иным	2	1
258	с и т.д	1	1
259	не может обойтись	1	1
260	не сводящуюся к	1	1
261	она может быть	1	1
262	друг для друга	2	1
263	не видим и	1	1
264	по его мнению	1	1
265	между тем для	1	1
266	в результате чего	1	1
267	совершается переход от	1	1
268	дистанцию по отношению	1	1
269	одна из них	1	1
270	в основе своей	1	1
271	в той же	1	1
272	это прежде всего	1	1
273	мы не можем	1	1
274	результате чего в	1	1
275	к жизни и	1	1
