N	2gram	Vinokur_Vv	Problemy
246	должна была	2	6
247	превращается в	1	6
248	как на	12	6
249	среди них	1	6
250	одна из	3	6
251	не мог	2	6
252	на почве	5	6
253	и этим	1	6
254	как же	1	6
255	но ведь	4	6
256	на этом	3	6
257	выражение в	2	6
258	а с	2	6
259	но зато	2	6
260	можно было	8	6
261	бы уже	1	6
262	этот вопрос	7	6
263	в этой	3	6
264	себя в	2	6
265	во время	1	6
266	и здесь	3	6
267	за ним	1	6
268	отношения к	1	6
269	в которых	6	6
270	зависимости от	3	6
271	знает что	1	6
272	и вот	3	6
273	в отличие	4	6
274	на вопрос	6	6
275	но с	5	6
276	по существу	2	6
277	на его	1	6
278	на них	1	6
279	слова как	2	6
280	отличие от	4	6
281	как он	6	6
282	в начале	3	6
283	жизни и	2	6
284	на то	2	6
285	для этого	3	6
286	но для	1	6
287	именно в	8	5
288	с тем	6	5
289	в высшей	1	5
290	видеть и	1	5
291	а между	2	5
292	к которому	1	5
293	в зависимости	3	5
294	того же	3	5
295	крайней мере	4	5
296	тому же	1	5
297	я и	1	5
298	в чем	4	5
299	в такой	1	5
300	той или	3	5
301	в уста	1	5
302	однако в	3	5
303	что может	3	5
304	в общем	14	5
305	один из	6	5
306	та же	1	5
307	он только	1	5
308	сам по	2	5
309	подобно тому	2	5
310	все то	1	5
311	на протяжении	2	5
312	вместе с	6	5
313	по крайней	4	5
314	совершенно не	1	5
315	но здесь	1	5
316	мы не	2	5
317	он старается	1	5
318	нет и	1	5
319	том же	2	5
320	в ее	11	5
321	и то	7	5
322	они не	1	5
323	ведь это	1	5
324	слова но	1	5
325	по своему	5	5
326	нисколько не	3	5
327	лежит в	2	5
328	в ней	3	5
329	быть и	2	5
330	есть и	5	5
331	или иной	3	5
332	тому что	2	5
333	тому как	2	5
334	мира в	1	5
335	все что	1	4
336	что если	2	4
337	только что	4	4
338	с этой	5	4
339	еще более	1	4
340	по мере	4	4
341	типа и	1	4
342	более или	1	4
343	в духе	1	4
344	в первом	5	4
345	в одно	1	4
346	при всей	2	4
347	то это	3	4
348	он был	1	4
349	даже и	4	4
350	автора в	1	4
351	за собой	3	4
352	в свете	1	4
353	уже и	10	4
354	или менее	1	4
355	понятно что	3	4
356	входят в	1	4
357	во всей	1	4
358	на котором	2	4
359	не то	1	4
360	все в	1	4
361	установка на	1	4
362	тем не	9	4
363	которого он	1	4
364	что такое	12	4
365	при чем	1	4
366	не была	1	4
367	связи с	3	4
368	в которой	1	4
369	то в	1	4
370	не есть	5	4
371	в сторону	1	4
372	в эту	1	4
373	оно не	1	4
374	к слову	1	4
375	именно потому	1	4
376	этих трех	1	4
377	одно и	2	4
378	не значит	1	4
379	в первой	1	4
380	с идеей	1	4
381	мы видели	3	4
382	своего собственного	1	4
383	из которых	3	4
384	если не	1	4
385	конечно и	1	4
386	вследствие этого	1	4
387	здесь нет	4	4
388	как если	1	4
389	о своем	1	4
390	времени и	4	4
391	каждый из	2	4
392	а лишь	1	4
393	со словом	2	4
394	как предмет	1	4
395	только с	4	4
396	только слово	1	4
397	он должен	1	4
398	что оно	2	4
399	перестает быть	1	4
400	этом отношении	4	4
401	в формах	2	4
402	в литературе	1	4
403	что с	3	4
404	здесь в	1	4
405	смысле этого	9	4
406	вообще не	3	4
407	бы с	2	4
408	и без	2	4
409	слова не	1	4
410	к концу	1	4
411	и понимания	1	4
412	это было	1	4
413	в каждой	2	4
414	об этом	6	4
415	а так	2	4
416	мысли в	1	4
417	жизнь и	1	4
418	это как	1	4
419	также и	20	4
420	только так	2	4
421	еще в	1	4
422	стороны и	3	4
423	от того	3	4
424	его отношение	1	4
425	как их	1	4
426	и прежде	1	4
427	это в	2	4
428	само по	4	4
429	с которыми	2	3
430	тему о	1	3
431	от времени	1	3
432	говорить о	5	3
433	может служить	3	3
434	о чем	4	3
435	в большей	7	3
436	какой бы	2	3
437	говорит о	3	3
438	а затем	2	3
439	но что	3	3
440	чтобы в	1	3
441	жизнь в	1	3
442	между словами	1	3
443	есть в	1	3
444	большей или	3	3
445	стиль его	1	3
446	есть то	1	3
447	можно сказать	4	3
448	в данном	11	3
449	жизни а	1	3
450	что этот	1	3
451	направлено на	1	3
452	отсюда и	2	3
453	быть более	1	3
454	между двумя	1	3
455	увидим что	2	3
456	о них	2	3
457	в различных	5	3
458	настоящее время	1	3
459	одной из	4	3
460	в реальном	1	3
461	автор как	1	3
462	и вообще	3	3
463	что даже	3	3
464	свои собственные	1	3
465	всего в	1	3
466	мы видим	1	3
467	как такового	3	3
468	о слове	1	3
469	мы знаем	1	3
470	он умеет	1	3
471	чем в	3	3
472	что его	1	3
473	будто бы	2	3
474	например у	1	3
475	слов с	1	3
476	в таком	1	3
477	не бывает	2	3
478	целом ряде	2	3
479	в изображении	1	3
480	человек в	1	3
481	следовательно и	2	3
482	между собой	1	3
483	именно как	3	3
484	материалом для	1	3
485	мы можем	2	3
486	от характера	4	3
487	не дает	1	3
488	совсем не	3	3
489	и та	1	3
490	мы здесь	1	3
491	или меньшей	3	3
492	ни одной	1	3
493	он определяет	1	3
494	и есть	3	3
495	теми же	1	3
496	значение в	2	3
497	меньшей степени	1	3
498	чтобы не	1	3
499	и особенно	1	3
500	своего рода	3	3
501	почти не	1	3
502	том или	2	3
503	которых мы	1	3
504	должны быть	1	3
505	и при	2	3
506	дан в	1	3
507	от этой	1	3
508	себе не	1	3
509	есть нечто	1	3
510	на нее	3	3
511	как целое	3	3
512	того чтобы	22	3
513	и уже	3	3
514	именно на	2	3
515	как например	6	3
516	без всякого	1	3
517	если мы	1	3
518	мог бы	2	3
519	что тут	1	3
520	бы сказать	1	3
521	есть только	2	3
522	совсем другое	1	3
523	правда в	1	3
524	в настоящее	1	3
525	его можно	2	3
526	этом случае	6	3
527	данном случае	5	3
528	того как	3	3
529	б и	1	3
530	которых он	1	3
531	на одно	1	3
532	что так	1	3
533	ее в	1	3
534	и всегда	1	3
535	на которой	1	3
536	у нас	2	3
537	раз в	1	3
538	однако не	4	3
539	ко второму	1	3
540	себе что	3	3
541	этого не	2	3
542	в руках	1	3
543	дело в	5	3
544	в мировоззрении	1	3
545	на тему	2	3
546	если и	1	3
547	или даже	1	3
548	словом как	1	3
549	и могут	1	3
550	но уже	2	3
551	чтобы сделать	1	3
552	которая как	2	3
553	того или	1	3
554	а к	1	3
555	е в	4	3
556	из этих	9	3
557	уже после	3	3
558	не с	3	3
559	только то	1	3
560	что из	1	3
561	человека и	1	3
562	связи между	4	3
563	что на	1	3
564	же в	1	3
565	и эта	1	3
566	нуждается в	3	3
567	то все	1	3
568	все возможные	1	3
569	в чисто	4	3
570	и другие	2	2
571	в центре	4	2
572	в настоящем	1	2
573	и очень	1	2
574	которая в	1	2
575	за исключением	1	2
576	и имеет	1	2
577	любовь к	4	2
578	и говорить	1	2
579	одно из	5	2
580	не столько	2	2
581	и понимать	4	2
582	относится и	1	2
583	имеют первостепенное	1	2
584	этой форме	1	2
585	иначе как	1	2
586	предметом его	1	2
587	при том	5	2
588	меня в	1	2
589	а именно	6	2
590	собой не	1	2
591	теперь не	1	2
592	становится предметом	1	2
593	самого слова	1	2
594	сделать его	1	2
595	и того	3	2
596	ними и	2	2
597	сплошь да	1	2
598	быть не	1	2
599	на языке	2	2
600	только как	7	2
601	заключено в	1	2
602	для того	23	2
603	не всегда	1	2
604	в этот	2	2
605	от первых	1	2
606	из самого	1	2
607	с помощью	2	2
608	между отдельными	1	2
609	не вмещается	1	2
610	до того	2	2
611	свою очередь	2	2
612	свой материал	4	2
613	в ушах	1	2
614	быть в	5	2
615	речь не	1	2
616	материал в	1	2
617	к этому	3	2
618	и был	2	2
619	к этим	1	2
620	и становится	1	2
621	в заключение	1	2
622	вся эта	1	2
623	этого и	1	2
624	она имеет	1	2
625	после того	2	2
626	произведения и	2	2
627	собой в	2	2
628	с одной	4	2
629	на том	3	2
630	у каждого	1	2
631	так он	1	2
632	а и	1	2
633	значительной степени	1	2
634	в качестве	8	2
635	иного рода	1	2
636	находит свое	1	2
637	и других	3	2
638	или не	1	2
639	в идее	1	2
640	человек которого	1	2
641	принципа в	1	2
642	и именно	13	2
643	же как	3	2
644	от этого	5	2
645	больше всего	1	2
646	же касается	2	2
647	достаточно чтобы	1	2
648	не нужно	2	2
649	что их	1	2
650	здесь как	1	2
651	к речи	1	2
652	ведь в	1	2
653	ли это	1	2
654	в лучшем	1	2
655	в высшем	1	2
656	и речи	1	2
657	или же	3	2
658	ряде других	1	2
659	и входит	1	2
660	своего времени	1	2
661	и является	1	2
662	не могла	1	2
663	человеческого духа	1	2
664	также не	1	2
665	да рядом	1	2
666	должны были	1	2
667	высшем смысле	1	2
668	не раз	1	2
669	но есть	1	2
670	не входят	1	2
671	и ставит	1	2
672	них не	2	2
673	в осуществлении	1	2
674	бы оно	1	2
675	иной раз	2	2
676	же мы	1	2
677	которые были	2	2
678	явления в	1	2
679	независимо от	5	2
680	одного и	2	2
681	в статье	1	2
682	в особенности	4	2
683	одном месте	1	2
684	а потому	5	2
685	во втором	2	2
686	в содержании	2	2
687	из возможных	1	2
688	как с	1	2
689	известно что	1	2
690	до времени	1	2
691	тогда когда	4	2
692	как один	1	2
693	смысле слова	7	2
694	и должно	2	2
695	это уже	2	2
696	не исчерпывается	2	2
697	для них	2	2
698	разобраться в	1	2
699	каждом своем	1	2
700	основной вопрос	1	2
701	второй части	1	2
702	такого же	2	2
703	этой точки	2	2
704	есть лишь	2	2
705	от своего	1	2
706	имеет значение	1	2
707	с ней	2	2
708	в россии	1	2
709	она и	1	2
710	в одних	1	2
711	свой собственный	1	2
712	уже совсем	2	2
713	была и	1	2
714	не место	2	2
715	не имеет	4	2
716	речь в	4	2
717	еще и	4	2
718	тем или	2	2
719	она была	2	2
720	ясно и	1	2
721	в свою	2	2
722	в значительной	3	2
723	по сравнению	4	2
724	его нельзя	1	2
725	не могло	1	2
726	и об	1	2
727	не потому	1	2
728	ее с	1	2
729	в истории	9	2
730	быть это	1	2
731	нуждаются в	1	2
732	непосредственно в	1	2
733	что здесь	2	2
734	заметить что	1	2
735	нем не	1	2
736	она может	1	2
737	речи в	1	2
738	из истории	2	2
739	становится для	1	2
740	котором мы	1	2
741	а уж	1	2
742	мысли но	1	2
743	не видит	1	2
744	идей и	1	2
745	из него	2	2
746	заключенных в	1	2
747	ответ на	4	2
748	в прямом	4	2
749	слово но	1	2
750	этот процесс	4	2
751	и сама	2	2
752	е все	1	2
753	впечатление что	1	2
754	для нас	1	2
755	видеть в	1	2
756	слова а	1	2
757	что каждый	1	2
758	в г	5	2
759	материал для	3	2
760	образом в	1	2
761	заключение нашего	1	2
762	с теми	2	2
763	в стороне	1	2
764	случае не	2	2
765	мы ее	1	2
766	в какой	6	2
767	лишь с	1	2
768	как она	4	2
769	е не	2	2
770	нового типа	2	2
771	и искусно	1	2
772	и художественного	1	2
773	должен быть	4	2
774	первостепенное значение	1	2
775	выражение и	1	2
776	ему не	1	2
777	этих двух	2	2
778	и тех	1	2
779	и эти	1	2
780	каждая из	1	2
781	одну из	1	2
782	во второй	3	2
783	и обратно	4	2
784	не следует	3	2
785	этих случаях	2	2
786	на самую	1	2
787	что идея	1	2
788	иной степени	1	2
789	всех его	1	2
790	же самое	3	2
791	для такого	1	2
792	принуждены были	2	2
793	выражения в	1	2
794	того времени	1	2
795	действительно не	1	2
796	из их	1	2
797	все более	4	2
798	же это	2	2
799	надо было	2	2
800	может и	1	2
801	лучшем случае	1	2
802	мы его	1	2
803	и совершенно	2	2
804	дело здесь	1	2
805	форме и	1	2
806	не к	2	2
807	был и	1	1
808	котором они	1	1
809	еще раз	2	1
810	можно говорить	3	1
811	в документе	1	1
812	почва для	1	1
813	в момент	1	1
814	знает не	1	1
815	роль и	1	1
816	которые не	2	1
817	со всей	3	1
818	познания и	2	1
819	до него	1	1
820	пути как	1	1
821	человека можно	1	1
822	сверх того	1	1
823	а два	1	1
824	или иных	3	1
825	д но	5	1
826	в применении	7	1
827	однако и	1	1
828	оставалась в	1	1
829	формы в	1	1
830	следует что	2	1
831	в некоторых	1	1
832	это отрицание	1	1
833	самом же	1	1
834	требует от	1	1
835	почве их	1	1
836	своих собственных	1	1
837	связь между	5	1
838	и самые	1	1
839	слове в	1	1
840	стоит в	2	1
841	особой точки	1	1
842	и конечная	1	1
843	в материал	1	1
844	из двух	4	1
845	а во-вторых	2	1
846	говорят как	1	1
847	проблемы в	1	1
848	сходство и	1	1
849	мысли как	1	1
850	теперь мы	1	1
851	в некотором	1	1
852	из самых	1	1
853	и требует	2	1
854	времени была	1	1
855	соответствующим образом	1	1
856	давно уже	1	1
857	двух разных	1	1
858	на определенной	1	1
859	целое и	2	1
860	находит себе	3	1
861	но пока	2	1
862	самой идеи	2	1
863	в собственном	3	1
864	что по	1	1
865	духа в	1	1
866	в точном	1	1
867	другом месте	2	1
868	себя не	1	1
869	он по	1	1
870	не его	1	1
871	как обычно	1	1
872	так например	6	1
873	связано с	1	1
874	не поставить	1	1
875	также что	1	1
876	нам представляется	1	1
877	в дальнейшем	2	1
878	сам же	2	1
879	одно время	1	1
880	действительности в	2	1
881	и дело	1	1
882	было не	1	1
883	на этой	3	1
884	не существует	2	1
885	об обществе	2	1
886	оно направлено	1	1
887	значение только	1	1
888	слове иногда	1	1
889	не могли	2	1
890	в действительности	1	1
891	но сущность	1	1
892	или другим	1	1
893	этой почве	2	1
894	объект этой	1	1
895	же автора	1	1
896	о чем-то	1	1
897	время идет	1	1
898	языка в	5	1
899	неоспоримое и	1	1
900	не отделима	1	1
901	о которых	2	1
902	не должен	1	1
903	вмещается в	1	1
904	уже у	1	1
905	е о	1	1
906	в каких	1	1
907	того не	2	1
908	искусства и	2	1
909	и другой	1	1
910	не признать	4	1
911	во многих	1	1
912	времени в	3	1
913	которыми он	1	1
914	он оставил	1	1
915	и т.п	1	1
916	верным в	1	1
917	времени было	1	1
918	точно так	2	1
919	в строгом	3	1
920	приходит к	1	1
921	предисловии к	1	1
922	этот воображаемый	1	1
923	говорит что	1	1
924	самого понятия	1	1
925	существенно новый	1	1
926	во-первых она	1	1
927	от той	1	1
928	какой они	1	1
929	дать ответ	2	1
930	на практике	1	1
931	нем есть	1	1
932	в чистом	1	1
933	автора с	1	1
934	убедиться в	1	1
935	мере не	1	1
936	всегда и	1	1
937	его собственной	1	1
938	соприкасается с	1	1
939	в прошлом	2	1
940	к ним	1	1
941	обратим внимание	2	1
942	вообще и	3	1
943	объединяются в	1	1
944	исторические корни	1	1
945	это тоже	1	1
946	еще нет	1	1
947	есть действительно	2	1
948	тенденцию к	1	1
949	жизни как	2	1
950	друг для	1	1
951	они должны	1	1
952	смысле не	1	1
953	в основу	2	1
954	в самое	1	1
955	для разработки	1	1
956	века но	1	1
957	не одно	1	1
958	момент в	1	1
959	отсюда возникает	2	1
960	что именно	2	1
961	речь о	1	1
962	это прежде	1	1
963	попавшая в	1	1
964	по поводу	1	1
965	русский язык	3	1
966	этот образ	1	1
967	материалов и	2	1
968	выходя из	1	1
969	в европе	1	1
970	в идеале	2	1
971	в пользу	1	1
972	она есть	5	1
973	которой в	2	1
974	не просто	5	1
975	могло служить	1	1
976	каким она	2	1
977	смысле как	3	1
978	действительно в	1	1
979	того о	1	1
980	или иным	2	1
981	в распоряжении	1	1
982	и глубокого	1	1
983	вообще такой	1	1
984	все здесь	1	1
985	нами не	2	1
986	в научной	2	1
987	явления как	1	1
988	как две	3	1
989	а наоборот	1	1
990	от его	1	1
991	к человеку	1	1
992	похожи на	1	1
993	определяет как	2	1
994	имеет своего	1	1
995	не говоря	2	1
996	время и	1	1
997	что каждая	2	1
998	такого рода	3	1
999	внимание на	5	1
1000	притом не	1	1
1001	что уже	3	1
1002	формы но	1	1
1003	и основной	1	1
1004	сильнее чем	2	1
1005	может еще	1	1
1006	то для	1	1
1007	и чрезвычайно	1	1
1008	есть т	1	1
1009	вопрос мы	1	1
1010	представить в	1	1
1011	своем предмете	1	1
1012	и художественно	1	1
1013	после этого	2	1
1014	и за	1	1
1015	значит не	1	1
1016	бытия и	1	1
1017	место для	1	1
1018	дан не	1	1
1019	не от	1	1
1020	от нашего	1	1
1021	не больше	1	1
1022	системы языка	1	1
1023	общий смысл	1	1
1024	возникает вопрос	2	1
1025	как таковым	1	1
1026	содержания как	1	1
1027	видит в	4	1
1028	есть еще	3	1
1029	отношения между	1	1
1030	бы только	1	1
1031	о возможности	1	1
1032	не удалась	1	1
1033	в содержание	1	1
1034	ее от	2	1
1035	из важнейших	1	1
1036	их по	1	1
1037	этим и	1	1
1038	случае и	1	1
1039	и выводы	3	1
1040	прямо не	1	1
1041	вещей и	1	1
1042	точном смысле	1	1
1043	из изображенных	1	1
1044	или иная	1	1
1045	в среде	1	1
1046	смысле и	2	1
1047	учение о	2	1
1048	в связи	2	1
1049	ясно что	11	1
1050	которыми мы	1	1
1051	и дух	1	1
1052	не вытекает	1	1
1053	есть та	1	1
1054	всего он	1	1
1055	чем иным	1	1
1056	сообщение о	1	1
1057	нет нужды	1	1
1058	особенности в	1	1
1059	он вовсе	1	1
1060	должно было	1	1
1061	в существенном	2	1
1062	к мысли	1	1
1063	природа и	1	1
1064	разумеется не	1	1
1065	а только	8	1
1066	этими вопросами	1	1
1067	могло бы	2	1
1068	достоевского или	1	1
1069	к фактам	1	1
1070	обращенной к	1	1
1071	целое не	1	1
1072	всю ее	1	1
1073	чтобы его	1	1
1074	вопроса о	1	1
1075	собственно в	1	1
1076	вопрос об	1	1
1077	его объектом	1	1
1078	что время	2	1
1079	слова по	1	1
1080	же направлении	1	1
1081	настолько тесно	1	1
1082	опору в	1	1
1083	говорилось о	1	1
1084	говорил о	1	1
1085	не одного	1	1
1086	ответом на	1	1
1087	в отдельных	1	1
1088	материалом и	2	1
1089	по данному	1	1
1090	признать его	1	1
1091	у них	2	1
1092	связь и	1	1
1093	в работе	3	1
1094	к идеям	1	1
1095	чтобы он	2	1
1096	по одной	1	1
1097	языком и	1	1
1098	и тем	5	1
1099	как это	5	1
1100	не будет	1	1
1101	нужно сказать	1	1
1102	не приходится	1	1
1103	хотя в	2	1
1104	сюда относятся	1	1
1105	в тех	2	1
1106	и тот	1	1
1107	ни одна	2	1
1108	и создавать	1	1
1109	словом все	1	1
1110	воплощенную в	1	1
1111	как одно	1	1
1112	вопрос что	2	1
1113	глубине и	1	1
1114	это может	2	1
1115	литературы и	2	1
1116	он представляет	1	1
1117	когда мы	2	1
1118	ними в	1	1
1119	не совпадает	2	1
1120	и какое	1	1
1121	того кто	1	1
1122	так называемого	1	1
1123	это заставляет	2	1
1124	известном смысле	3	1
1125	художественного стиля	1	1
1126	и никогда	1	1
1127	главным образом	1	1
1128	что есть	1	1
1129	условия для	1	1
1130	первом случае	2	1
1131	приводят к	1	1
1132	связь в	1	1
1133	был в	2	1
1134	с идеями	1	1
1135	другой не	1	1
1136	документ но	1	1
1137	сознание но	1	1
1138	котором идет	2	1
1139	одной стороны	4	1
1140	сам от	2	1
1141	человека или	1	1
1142	и разновидности	1	1
1143	который был	1	1
1144	или иного	1	1
1145	которого мы	2	1
1146	но далее	1	1
1147	и чем	2	1
1148	определяется в	1	1
1149	эту тему	1	1
1150	нее не	1	1
1151	и самый	1	1
1152	не даром	1	1
1153	и ничего	1	1
1154	к автору	1	1
1155	любви и	1	1
1156	эту задачу	1	1
1157	трудно сказать	1	1
1158	всех отношениях	1	1
1159	собственном смысле	3	1
1160	в частности	3	1
1161	стать не	1	1
1162	взгляд на	1	1
1163	к лицу	1	1
1164	однако с	2	1
1165	как одна	1	1
1166	характера а	1	1
1167	них в	1	1
1168	прямо говорит	1	1
1169	его из	1	1
1170	к одной	1	1
1171	второго а	1	1
1172	нельзя найти	1	1
1173	которые он	1	1
1174	не понятой	1	1
1175	в языке	2	1
1176	вопрос который	1	1
1177	из таких	2	1
1178	оно было	1	1
1179	народного духа	1	1
1180	на те	1	1
1181	все зависит	1	1
1182	особенности этого	1	1
1183	и из	2	1
1184	они только	1	1
1185	сказать кто	1	1
1186	различным образом	1	1
1187	что никакой	1	1
1188	можно представить	2	1
1189	с внешней	1	1
1190	по двум	1	1
1191	здесь следовательно	1	1
1192	с каждым	1	1
1193	очень сложные	1	1
1194	трудно но	1	1
1195	этого типа	1	1
1196	это есть	2	1
1197	многое и	1	1
1198	должен был	4	1
1199	так или	4	1
1200	этого процесса	1	1
1201	их до	1	1
1202	идеи а	1	1
1203	именно оно	2	1
1204	однако что	1	1
1205	строгом смысле	3	1
1206	понимать все	1	1
1207	целого но	1	1
1208	заключается в	4	1
1209	только такой	1	1
1210	групп не	1	1
1211	нет он	1	1
1212	если это	2	1
1213	во множестве	1	1
1214	можно назвать	1	1
1215	достоевский как	1	1
1216	и соответственно	1	1
1217	что могло	4	1
1218	как момент	1	1
1219	возможности и	1	1
1220	если принять	1	1
1221	быть понято	1	1
1222	произведение в	1	1
1223	быть назван	1	1
1224	что когда-то	1	1
1225	своего предмета	2	1
1226	о котором	8	1
1227	сравнению с	4	1
1228	не до	2	1
1229	со стороны	16	1
1230	в известном	3	1
1231	чтобы убедиться	1	1
1232	в каком	3	1
1233	для читателя	1	1
1234	не трудно	7	1
1235	он мог	3	1
1236	сразу и	1	1
1237	ли они	1	1
1238	для друга	1	1
1239	к устному	1	1
1240	этом пункте	1	1
1241	вот почему	3	1
1242	сущности уже	1	1
1243	оправдано лишь	1	1
1244	не видеть	1	1
1245	мира эта	1	1
1246	в положении	1	1
1247	что мы	2	1
1248	сущности лишь	1	1
1249	из системы	1	1
1250	в очень	3	1
1251	его содержания	1	1
1252	не любил	1	1
1253	служат предметом	1	1
1254	художественных произведений	2	1
1255	это только	4	1
1256	том как	1	1
1257	по многим	1	1
1258	бы ему	1	1
1259	и тогда	3	1
1260	для нее	2	1
1261	только один	1	1
1262	в итоге	1	1
1263	его основные	1	1
1264	своей работе	1	1
1265	даны уже	1	1
1266	от других	2	1
1267	ближе всего	1	1
1268	эти связи	1	1
1269	истории и	4	1
1270	xix столетия	1	1
1271	эта установка	1	1
1272	тогда как	2	1
1273	потому и	1	1
1274	имеем в	1	1
1275	на которые	1	1
1276	чем с	1	1
1277	потом в	1	1
1278	может ли	2	1
1279	целое в	1	1
1280	стиля а	1	1
1281	на две	1	1
1282	впервые в	1	1
1283	она неизбежно	1	1
1284	же стал	1	1
1285	исключает из	1	1
1286	только при	1	1
1287	говорил что	1	1
1288	то она	2	1
1289	следует только	1	1
1290	был дан	1	1
1291	или иными	1	1
1292	этот последний	1	1
1293	но если	6	1
1294	не лучше	1	1
1295	тому о	1	1
1296	к предмету	1	1
1297	и после	1	1
1298	различны но	1	1
1299	д и	1	1
1300	обратиться к	1	1
1301	стороны действительности	1	1
1302	изменения в	1	1
1303	всего того	3	1
1304	на других	1	1
1305	находятся в	2	1
1306	стоит на	1	1
1307	отсюда следует	1	1
1308	этот термин	1	1
1309	в более	4	1
