N	3gram	Losev_Prob	Psycholo
323	и я не	1	1
324	с этой стороны	1	1
325	мы встречаем и	1	1
326	для нас и	1	1
327	не входит в	1	1
328	ясно что здесь	3	1
329	во времени и	1	1
330	ни к какому	1	1
331	но все же	2	1
332	это то же	1	1
333	со всей своей	1	1
334	в буквальном смысле	1	1
335	потому что именно	2	1
336	то это значит	1	1
337	к ней и	1	1
338	и в искусстве	1	1
339	но это не	1	1
340	в трагедии нет	2	1
341	уже о том	1	1
342	уже во всяком	1	1
343	науки и техники	1	1
344	а также и	3	1
345	и предполагает его	1	1
346	время как у	1	1
347	в трагедии не	1	1
348	чуть ли не	1	1
349	вслед за ним	1	1
350	когда он с	1	1
351	и том же	1	1
352	то есть на	1	1
353	и во всяком	1	1
354	говорит о своей	1	1
355	произведения искусства но	1	1
356	в своей поэме	1	1
357	в его драме	1	1
358	как это было	1	1
359	может быть даже	1	1
360	ясно что это	1	1
361	на том что	1	1
362	в большей части	1	1
363	нет ничего общего	2	1
364	и в наше	1	1
365	в виду не	1	1
366	ни в коем	3	1
367	или вернее не	1	1
368	относится только к	1	1
369	точки зрения тех	1	1
370	может найти в	1	1
371	потому что его	1	1
372	вызывает у него	1	1
373	одному тому что	1	1
374	то что здесь	1	1
375	отношение и к	1	1
376	связи с этим	1	1
377	и для всех	1	1
378	существуют только в	1	1
379	со всеми другими	1	1
380	и направляет и	1	1
381	если обратить внимание	1	1
382	зависит от того	1	1
383	или что то	1	1
384	здесь вообще нет	1	1
385	в художественный ряд	1	1
386	и те препятствия	1	1
387	в другой басне	1	1
388	мере не является	1	1
389	в одной из	1	1
390	у того же	2	1
391	что на самом	1	1
392	и тут же	1	1
393	они все же	1	1
394	вовсе не есть	2	1
395	же мере в	1	1
396	полной противоположностью тому	1	1
397	этом отношении не	1	1
398	том что и	1	1
399	больше чем это	1	1
400	уже и в	1	1
401	и в своей	1	1
402	сказать что здесь	1	1
403	мы уже видели	1	1
404	но вместо этого	1	1
405	того же автора	2	1
406	означает не что	1	1
407	роль не только	1	1
408	и другое что	1	1
409	втором месте в	1	1
410	хотя бы в	1	1
411	в первую очередь	1	1
412	но именно в	1	1
413	внимание на тот	1	1
414	которого мы уже	1	1
415	у него нет	1	1
416	приближает его к	1	1
417	объективной точки зрения	1	1
418	жизни вплоть до	1	1
419	уже на этом	1	1
420	том смысле как	1	1
421	и вслед за	1	1
422	нет ни одного	1	1
423	при переходе от	1	1
424	коем случае не	1	1
425	жизни и в	2	1
426	также и в	2	1
427	в сборнике басен	1	1
428	не только как	1	1
429	ни в чем	2	1
430	в своей повести	1	1
431	человека когда он	1	1
432	и называет его	1	1
433	у него есть	1	1
434	и в сознании	1	1
435	людей и животных	1	1
436	оставить в стороне	1	1
437	заметим что если	1	1
438	то туда то	1	1
439	нам хотелось бы	3	1
440	том что его	1	1
441	как и вообще	1	1
442	она не принадлежит	1	1
443	жизни но не	1	1
444	точки зрения композиции	1	1
445	что они должны	1	1
446	в средние века	1	1
447	в которой они	1	1
448	а не то	1	1
449	искусства но даже	1	1
450	так что в	1	1
451	в том же	1	1
452	в чем может	1	1
453	в том числе	2	1
454	с тем же	1	1
455	во что бы	1	1
456	но и тут	1	1
457	в отвлеченном виде	1	1
458	до некоторой степени	4	1
459	макбета и гамлета	1	1
460	во всяком художественном	1	1
461	но к ним	1	1
462	что только в	1	1
463	уже с самого	1	1
464	убедимся в этом	1	1
465	но все еще	1	1
466	стоит именно на	1	1
467	и прежде всего	2	1
468	же самое можно	1	1
469	в области всякого	1	1
470	отношение к искусству	1	1
471	в нем не	1	1
472	именно в области	1	1
473	не имеет ничего	2	1
474	что самый этот	1	1
475	ни в одном	1	1
476	ясно и просто	1	1
477	которая может быть	1	1
478	видит в том	1	1
479	по существу и	1	1
480	у него не	1	1
481	однако из этого	1	1
482	что здесь мы	1	1
483	и в его	1	1
484	одном и том	1	1
485	что даже и	1	1
486	о том чтобы	1	1
487	образом разница между	1	1
488	смысле слова то	2	1
489	само собой разумеется	2	1
490	по своему содержанию	1	1
491	к другому от	1	1
492	не могу не	1	1
493	что это и	1	1
494	то ни стало	1	1
495	тому что в	1	1
496	что едва ли	1	1
497	по своей воле	1	1
498	хотя бы не	1	1
499	на одной из	1	1
500	не удивительно что	1	1
501	в этом изображении	1	1
502	жизнь была бы	1	1
503	но не только	1	1
504	все это является	1	1
505	порождает из себя	1	1
506	он должен быть	1	1
507	а вместе с	1	1
508	для нас не	2	1
509	не кто иной	2	1
510	что в результате	1	1
511	в русской литературе	3	1
512	во всем его	1	1
513	они сознательно и	1	1
514	смысле то есть	1	1
515	и едва ли	1	1
516	в мировой литературе	1	1
517	только при условии	1	1
518	ту или иную	1	1
519	забывает о том	1	1
520	когда в результате	1	1
521	и не в	2	1
522	это можно было	1	1
523	который как бы	1	1
524	обстоятельство что трагедия	1	1
525	того что мы	1	1
526	художественного творчества или	1	1
527	то есть с	1	1
528	нет у нас	1	1
529	чистом виде не	1	1
530	только в самом	1	1
531	не так легко	1	1
532	и даже у	1	1
533	и как будто	1	1
534	что бы то	1	1
535	революции а не	1	1
536	как в новой	1	1
537	и с точки	1	1
538	тот же автор	1	1
539	и не хотел	1	1
540	в известном смысле	1	1
541	далеко не все	1	1
542	что дело здесь	1	1
543	и сейчас в	1	1
544	по одному тому	1	1
545	не имеет с	1	1
546	смысле слова и	1	1
547	на тот факт	1	1
548	и можно сказать	1	1
549	не содержится в	1	1
550	в следующем виде	1	1
551	и смысл этого	1	1
552	на эту тему	2	1
553	том что даже	1	1
554	на первый взгляд	1	1
555	по мнению автора	1	1
556	то есть из	1	1
557	и в людях	1	1
558	и воды и	1	1
559	и если даже	1	1
560	право на существование	1	1
561	он говорит о	1	1
562	большей частью это	1	1
563	в совершенно разных	1	1
564	что несмотря на	1	1
