N	2gram	Tiupa_Hudo	RusskieA
130	должен был	1	6
131	с ними	2	6
132	приводит к	6	6
133	и более	2	6
134	друг друга	1	6
135	и пр	1	6
136	в их	5	6
137	на нее	1	6
138	все эти	2	6
139	так в	4	6
140	связаны с	1	6
141	но она	2	6
142	и о	4	6
143	и к	3	5
144	нас к	1	5
145	например в	4	5
146	только для	1	5
147	тогда как	15	5
148	с этим	1	5
149	входит в	4	5
150	с другой	9	5
151	к ним	1	5
152	как правило	3	5
153	по поводу	1	5
154	что от	1	5
155	не было	1	5
156	в связи	3	5
157	или же	1	5
158	и др	2	5
159	чаще всего	1	5
160	в то	8	5
161	прежде всего	5	5
162	нет никаких	1	5
163	в особенности	1	5
164	с ним	2	5
165	что он	5	5
166	то и	1	5
167	в свою	3	5
168	но если	1	5
169	и для	3	5
170	тот же	1	5
171	в его	11	5
172	или даже	3	5
173	и потому	2	5
174	отнюдь не	2	5
175	не с	2	5
176	этих случаях	1	5
177	в целом	3	5
178	не столько	7	4
179	в своих	1	4
180	именно в	2	4
181	в котором	1	4
182	не что	1	4
183	в глаза	2	4
184	в отличие	7	4
185	во всей	3	4
186	не просто	2	4
187	что иное	1	4
188	несмотря на	2	4
189	но он	3	4
190	которое в	1	4
191	под именем	1	4
192	здесь мы	1	4
193	тем и	1	4
194	что для	1	4
195	могут быть	5	4
196	и от	1	4
197	означает что	1	4
198	своего рода	9	4
199	и здесь	1	4
200	за ним	1	4
201	другие в	1	4
202	если в	1	4
203	и другим	1	4
204	не на	5	4
205	так называемый	1	4
206	то время	1	4
207	он же	1	4
208	в основе	7	4
209	на основе	2	4
210	этого слова	2	4
211	в таких	1	4
212	по своему	3	4
213	отличие от	7	4
214	дело не	2	4
215	которые в	1	4
216	и ее	3	4
217	иное как	1	4
218	все что	1	3
219	можно говорить	1	3
220	же и	1	3
221	такая форма	1	3
222	говорит о	1	3
223	представлений о	1	3
224	в какой	2	3
225	и другими	1	3
226	в виду	5	3
227	более или	6	3
228	есть в	3	3
229	видно из	1	3
230	имеет место	3	3
231	а именно	3	3
232	в одно	2	3
233	на первый	1	3
234	от этого	1	3
235	из других	1	3
236	может рассматриваться	1	3
237	и такие	1	3
238	восходит к	1	3
239	в различных	1	3
240	по отношению	10	3
241	и те	1	3
242	до того	1	3
243	свою очередь	2	3
244	в былинах	1	3
245	на которой	1	3
246	к числу	1	3
247	что все	1	3
248	точки зрения	11	3
249	тем это	1	3
250	никогда не	2	3
251	с одной	3	3
252	хотя и	4	3
253	в ее	6	3
254	чем у	1	3
255	и через	1	3
256	по содержанию	1	3
257	тому же	1	3
258	в которой	3	3
259	и некоторые	2	3
260	в области	8	3
261	и это	2	3
262	в русской	3	3
263	в форме	4	3
264	когда они	1	3
265	чтобы не	2	3
266	то есть	26	3
267	живет в	1	3
268	из которых	2	3
269	сводится к	11	3
270	если бы	3	3
271	в различные	1	3
272	в своей	7	3
273	можно назвать	1	3
274	на колени	1	3
275	жизни в	2	3
276	на каждом	1	3
277	не во	1	3
278	с точки	3	3
279	и поэтому	1	3
280	в отдельности	1	3
281	с которой	1	3
282	каждый из	1	3
283	и наоборот	2	3
284	из наиболее	1	3
285	при котором	2	3
286	здесь не	2	3
287	говорилось выше	1	3
288	и то	4	3
289	это и	2	3
290	такое же	1	3
291	с другими	5	3
292	этом не	1	3
293	с той	1	3
294	можно предположить	1	3
295	смерти в	1	3
296	по его	1	3
297	или менее	6	3
298	в одной	1	3
299	быть и	2	3
300	что касается	1	3
301	магический обряд	1	3
302	отношению к	10	3
303	место в	5	3
304	на то	1	3
305	и его	12	3
306	слова в	3	3
307	это на	1	2
308	от него	1	2
309	исходя из	1	2
310	с этой	3	2
311	тем как	1	2
312	не как	2	2
313	и лучше	1	2
314	например с	1	2
315	особенно если	1	2
316	другой стороны	6	2
317	по себе	2	2
318	на основании	1	2
319	на свой	1	2
320	от одного	1	2
321	из нее	1	2
322	на руках	1	2
323	из всего	1	2
324	если он	1	2
325	принадлежат к	1	2
326	в момент	3	2
327	но мы	1	2
328	состоит не	1	2
329	можно сказать	6	2
330	когда на	1	2
331	раз и	1	2
332	время от	1	2
333	одной стороны	3	2
334	другу и	1	2
335	с нашим	1	2
336	между двумя	2	2
337	на которые	1	2
338	говорить о	4	2
339	е годы	1	2
340	себе в	1	2
341	в прошлом	1	2
342	сказать что	4	2
343	в нашем	2	2
344	только во	1	2
345	части и	1	2
346	который в	2	2
347	в противном	2	2
348	не имело	1	2
349	к этим	1	2
350	не принадлежат	2	2
351	к различным	1	2
352	мы видим	1	2
353	на которую	1	2
354	должно быть	1	2
355	время и	1	2
356	собой в	1	2
357	что такое	2	2
358	или иную	2	2
359	в одиночку	1	2
360	у него	2	2
361	евгении онегине	1	2
362	тот кто	2	2
363	одним из	2	2
364	в конце	1	2
365	в евгении	1	2
366	между ними	5	2
367	между прочим	1	2
368	к вопросу	1	2
369	в чем	2	2
370	в каждом	1	2
371	не означает	1	2
372	не составляет	1	2
373	и даже	1	2
374	не дает	1	2
375	ту же	1	2
376	он не	4	2
377	и тем	4	2
378	в развитии	1	2
379	и является	1	2
380	иметь в	1	2
381	ни одно	2	2
382	не сами	2	2
383	в новое	1	2
384	следует признать	1	2
385	равной степени	2	2
386	когда мы	1	2
387	ту сторону	1	2
388	общего с	1	2
389	его как	1	2
390	друг другу	1	2
391	в себе	13	2
392	до смерти	1	2
393	он показывает	1	2
394	в силу	4	2
395	направления в	1	2
396	из этого	2	2
397	в него	1	2
398	не случайно	3	2
399	и особенно	2	2
400	не так	1	2
401	в состав	6	2
402	в жизни	3	2
403	не всякий	1	2
404	в другой	1	2
405	в область	1	2
406	оно не	2	2
407	все то	1	2
408	не более	1	2
409	самом деле	2	2
410	вокруг него	1	2
411	обращается к	1	2
412	и действительно	1	2
413	значения и	2	2
414	к нам	1	2
415	быть назван	1	2
416	себя и	3	2
417	характерна для	1	2
418	нет в	1	2
419	празднование это	1	2
420	перед нами	1	2
421	но их	3	2
422	не является	5	2
423	вытекает из	2	2
424	и состоит	3	2
425	в иных	1	2
426	несколько иной	1	2
427	быть не	1	2
428	и теперь	1	2
429	не могло	2	2
430	руках и	1	2
431	ногами и	1	2
432	года на	1	2
433	к другому	2	2
434	за пределами	3	2
435	с нею	1	2
436	с его	6	2
437	к новой	1	2
438	по этой	1	2
439	он должен	3	2
440	но на	2	2
441	в более	1	2
442	значение в	1	2
443	они не	1	2
444	для него	5	2
445	как у	1	2
446	из своих	1	2
447	что каждый	2	2
448	от своих	1	2
449	дело в	1	2
450	это еще	1	2
451	виду что	1	2
452	в равной	2	2
453	случае не	2	2
454	и без	1	2
455	право на	2	2
456	должен быть	2	2
457	встречаются в	2	2
458	тем более	2	2
459	о своих	1	2
460	может иметь	1	2
461	случаи когда	1	2
462	а как	1	2
463	и притом	3	2
464	ту или	2	2
465	в частности	18	2
466	в пределах	3	2
467	время они	1	2
468	отношение к	7	2
469	для обозначения	2	2
470	для такого	2	2
471	этом и	1	2
472	как игра	1	2
473	а через	1	2
474	окна и	1	2
475	дело здесь	1	2
476	в е	1	2
477	в той	3	1
478	с которыми	1	1
479	в самом	7	1
480	былинах и	1	1
481	вошло в	1	1
482	в центре	1	1
483	прихода в	2	1
484	рассказ о	2	1
485	от имени	2	1
486	различные системы	1	1
487	своему не	1	1
488	слова эти	1	1
489	случае мы	1	1
490	сказанное о	1	1
491	те же	1	1
492	если нет	1	1
493	быть может	1	1
494	не бывает	1	1
495	отдельно от	1	1
496	переходит к	1	1
497	хозяина и	1	1
498	на смену	4	1
499	значение это	1	1
500	в первом	1	1
501	и сам	3	1
502	жизнь в	1	1
503	на свою	2	1
504	начальные и	2	1
505	необходимо для	1	1
506	и вокруг	1	1
507	в собственном	1	1
508	одновременно и	1	1
509	дома и	2	1
510	как более	1	1
511	но у	1	1
512	по своим	1	1
513	один на	1	1
514	обращения к	1	1
515	в иной	3	1
516	себя не	1	1
517	более как	1	1
518	жизнью человека	1	1
519	который от	1	1
520	первый взгляд	1	1
521	представляющие собой	1	1
522	игре с	3	1
523	и того	3	1
524	нам не	1	1
525	одного и	3	1
526	в первую	1	1
527	не могли	2	1
528	по тем	1	1
529	некоторыми другими	1	1
530	сам и	1	1
531	кого в	1	1
532	в другом	4	1
533	из жизни	1	1
534	а после	1	1
535	имея в	1	1
536	даже самых	1	1
537	из своего	1	1
538	может служить	2	1
539	точно так	1	1
540	говорит что	2	1
541	не обязательно	3	1
542	превращается в	2	1
543	своем значении	1	1
544	значительной степени	2	1
545	или точнее	1	1
546	добро и	1	1
547	не вполне	2	1
548	времени его	1	1
549	автора его	1	1
550	у себя	1	1
551	предметом теоретического	1	1
552	нас на	1	1
553	жизни как	4	1
554	него не	1	1
555	затем в	1	1
556	по которым	1	1
557	с иным	1	1
558	революции в	1	1
559	ее как	1	1
560	над этим	1	1
561	а только	4	1
562	новое время	1	1
563	игру в	1	1
564	за него	1	1
565	к которому	4	1
566	с этими	1	1
567	лавку в	1	1
568	те и	1	1
569	приобщения к	1	1
570	она может	1	1
571	в отдельных	1	1
572	того же	3	1
573	они могут	1	1
574	чем это	2	1
575	и становится	1	1
576	едва ли	1	1
577	лишает их	1	1
578	представить себе	1	1
579	все мы	1	1
580	на почве	4	1
581	части как	1	1
582	по преимуществу	3	1
583	так слово	1	1
584	его труда	1	1
585	в состоянии	1	1
586	жизни человека	1	1
587	а тот	1	1
588	из того	1	1
589	но от	2	1
590	народной жизни	1	1
591	основе которых	1	1
592	обратил внимание	1	1
593	по типу	1	1
594	не от	2	1
595	не ограничивается	1	1
596	весь мир	1	1
597	в третьем	1	1
598	не была	1	1
599	в результате	1	1
600	не знает	4	1
601	говорит в	2	1
602	как видно	1	1
603	есть рассказ	1	1
604	что его	1	1
605	что не	1	1
606	есть жизнь	1	1
607	но для	1	1
608	но чтобы	2	1
609	из мифа	1	1
610	в последние	1	1
611	смысла слова	1	1
612	не есть	1	1
613	рядом с	1	1
614	себе и	1	1
615	точек зрения	1	1
616	в сторону	2	1
617	жизни то	2	1
618	и мир	1	1
619	проявляет себя	2	1
620	человек как	1	1
621	вошел в	1	1
622	или смерть	1	1
623	до нас	1	1
624	зрения в	1	1
625	по пути	4	1
626	либо его	1	1
627	так называемые	1	1
628	в случае	2	1
629	из окна	1	1
630	не будет	3	1
631	к такой	2	1
632	другим в	1	1
633	не могла	1	1
634	к кому	1	1
635	по своей	7	1
636	не путем	1	1
637	как один	1	1
638	могла бы	2	1
639	как способ	1	1
640	в древнерусской	1	1
641	однако в	4	1
642	и учеными	1	1
643	каждый человек	1	1
644	о его	2	1
645	приводят к	1	1
646	материал из	1	1
647	это ни	1	1
648	и есть	1	1
649	с которым	1	1
650	теми же	1	1
651	всю жизнь	1	1
652	пушкиным в	1	1
653	иной раз	1	1
654	бы ни	1	1
655	слова как	5	1
656	известен только	1	1
657	чем и	3	1
658	она состоит	1	1
659	себе этот	1	1
660	они представляются	1	1
661	в пространстве	2	1
662	собой так	1	1
663	в статье	1	1
664	можно только	1	1
665	к такому	1	1
666	том чем	1	1
667	первую очередь	1	1
668	однако и	1	1
669	нет на	1	1
670	во втором	4	1
671	образом и	2	1
672	он уже	1	1
673	многообразие этих	1	1
674	так с	1	1
675	через посредство	1	1
676	и который	2	1
677	или после	1	1
678	для себя	4	1
679	образа и	1	1
680	и дает	1	1
681	процессы которые	1	1
682	говорит и	3	1
683	природе и	1	1
684	одном и	1	1
685	времени когда	1	1
686	разного рода	1	1
687	содержанию своему	1	1
688	ни в	5	1
689	он тем	2	1
690	смысла в	1	1
691	за это	1	1
692	не могут	1	1
693	со всеми	1	1
694	если не	1	1
695	до этого	1	1
696	труда а	1	1
697	от своего	2	1
698	смысла и	1	1
699	всего два	1	1
700	значении этого	4	1
701	хранится в	1	1
702	с такими	1	1
703	с собою	1	1
704	в теорию	2	1
705	о котором	1	1
706	зависимости от	1	1
707	из которого	4	1
708	со стороны	5	1
709	всей своей	2	1
710	включая и	1	1
711	не входит	2	1
712	случае как	1	1
713	в своего	1	1
714	человека и	2	1
715	еще и	2	1
716	разница в	1	1
717	картину и	1	1
718	сливается с	1	1
719	совершенно иной	2	1
720	тех же	1	1
721	в роли	3	1
722	совпадает с	2	1
723	нет даже	1	1
724	в значительной	2	1
725	наконец в	1	1
726	внимание на	1	1
727	эти могут	1	1
728	отношении к	3	1
729	этим словом	1	1
730	теми которые	1	1
731	о своем	1	1
732	вслед за	2	1
733	и соответствующих	1	1
734	смех это	1	1
735	в совершенно	1	1
736	в истории	1	1
737	и находит	1	1
738	в каком	2	1
739	еще один	2	1
740	жизни по	1	1
741	вдоль улиц	1	1
742	ее не	1	1
743	в тексте	13	1
744	тем же	1	1
745	перед тем	1	1
746	и служит	1	1
747	мог бы	3	1
748	принадлежит к	3	1
749	одной из	2	1
750	в текстах	2	1
751	только при	1	1
752	человеческого существа	1	1
753	этом так	1	1
754	в сознании	1	1
755	характерное для	1	1
756	здесь и	1	1
757	если первое	1	1
758	русском языке	1	1
759	в самой	2	1
760	только о	2	1
761	и том	1	1
762	как раз	3	1
763	на время	2	1
764	не знают	1	1
765	или к	1	1
766	общей теории	2	1
767	в повседневном	1	1
768	многих других	1	1
769	основе своей	2	1
770	может не	1	1
771	в коем	2	1
772	свидетельствует о	1	1
773	новой жизни	1	1
774	зависит от	1	1
775	говорят до	1	1
776	обе эти	1	1
777	он и	2	1
778	в литературе	2	1
779	xix веке	1	1
780	нее как	1	1
781	форму в	1	1
782	и одна	1	1
783	по определенным	1	1
784	со смертью	1	1
785	вытекающее из	1	1
786	таком случае	2	1
787	когда же	1	1
788	но с	1	1
789	и определяется	1	1
790	самые разнообразные	1	1
791	и где	1	1
792	слово в	1	1
793	и самих	1	1
794	сама по	2	1
795	по образцу	1	1
796	говорят о	1	1
797	является не	1	1
798	при таком	1	1
799	однако это	1	1
800	противном случае	2	1
801	это происходит	1	1
802	ли не	1	1
803	в такой	1	1
804	остановимся на	1	1
805	действительности которая	1	1
806	это было	1	1
807	картину в	1	1
808	в каждой	1	1
809	этой игрой	1	1
810	ему не	1	1
811	словом или	1	1
812	прослеживается в	1	1
813	того или	4	1
814	в полной	1	1
815	каждая из	2	1
816	как пишет	1	1
817	он говорит	1	1
818	оно в	1	1
819	встречаемся с	1	1
820	на один	1	1
821	имен и	1	1
822	две стороны	1	1
823	имеются и	2	1
824	также и	1	1
825	одну из	1	1
826	не по	1	1
827	собою как	1	1
828	v если	1	1
829	с совершенно	1	1
830	есть как	2	1
831	и может	2	1
832	соответствующих ему	1	1
833	а по	1	1
834	говоря о	3	1
835	или его	1	1
836	не следует	4	1
837	стороны и	1	1
838	как явление	1	1
839	таких случаях	2	1
840	человека с	3	1
841	при всем	2	1
842	первые два	1	1
843	к понятию	1	1
844	же самое	1	1
845	к изучению	1	1
846	в четвертом	1	1
847	того времени	1	1
848	к пониманию	1	1
849	жизни и	1	1
850	говорить об	1	1
851	идет не	1	1
852	чиновника или	1	1
853	нуждается в	1	1
854	образ его	1	1
855	однако все	2	1
856	именно это	1	1
857	и совершенно	1	1
858	есть не	1	1
859	и иные	1	1
860	своем сознании	1	1
