N	2gram	Losev_Dial	Poddanst
382	теми же	1	1
383	но на	1	1
384	и питаются	1	1
385	того кто	2	1
386	в результате	2	1
387	они несомненно	1	1
388	и слова	3	1
389	в которой	3	1
390	область где	1	1
391	от тех	1	1
392	в прошлом	1	1
393	не очень	2	1
394	не поможет	2	1
395	должен быть	2	1
396	в этой	3	1
397	или иным	1	1
398	в наших	1	1
399	к ним	3	1
400	самосознание и	1	1
401	и еще	4	1
402	этом не	1	1
403	из нее	2	1
404	два различных	1	1
405	– все	8	1
406	что по	3	1
407	и где	5	1
408	по преимуществу	1	1
409	– по	1	1
410	духа в	1	1
411	и которая	1	1
412	на нее	2	1
413	себя в	2	1
414	само по	7	1
415	а никак	1	1
416	оно есть	5	1
417	существенно и	2	1
418	к науке	2	1
419	ней и	1	1
420	видим в	1	1
421	отдельности и	1	1
422	частях своих	1	1
423	же как	3	1
424	можно судить	1	1
425	чтобы понять	3	1
426	на себя	1	1
427	она может	1	1
428	а она	3	1
429	культуры и	1	1
430	что не	13	1
431	наука и	5	1
432	мы и	3	1
433	если мы	3	1
434	та или	4	1
435	в эпоху	2	1
436	тем же	3	1
437	но для	2	1
438	почти исключительно	1	1
439	именно о	1	1
440	в каком	10	1
441	к небу	1	1
442	но есть	2	1
443	не входят	1	1
444	что есть	2	1
445	и утверждается	1	1
446	слой в	1	1
447	или хотя	2	1
448	богов и	1	1
449	к другим	1	1
450	сливаются в	2	1
451	зрения можно	1	1
452	смысле не	1	1
453	или иная	4	1
454	можно быть	1	1
455	какой она	1	1
456	если он	1	1
457	в сферу	1	1
458	каком смысле	1	1
459	эта основная	1	1
460	тогда когда	6	1
461	и другим	1	1
462	не тождественны	1	1
463	в живом	1	1
464	бы оно	1	1
465	методами и	1	1
466	в какой	3	1
467	ясно что	11	1
468	эти явления	1	1
469	к внешнему	1	1
470	место в	1	1
471	как и	10	1
472	с которым	2	1
473	и самих	1	1
474	в некотором	1	1
475	в обладании	1	1
476	и само	1	1
477	мы отнюдь	1	1
478	или иной	4	1
479	от первой	1	1
480	несколько веков	1	1
481	по одному	4	1
482	и именно	1	1
483	есть та	2	1
484	науки как	1	1
485	из чего	1	1
486	не та	1	1
487	чтобы дать	1	1
488	в одно	5	1
489	говорить об	1	1
490	значило бы	2	1
491	всеми его	1	1
492	иной раз	7	1
493	на то	5	1
494	которые были	2	1
495	и по	5	1
496	в природе	1	1
497	и я	3	1
498	бы ее	1	1
499	там где	1	1
500	т д	28	1
501	протекает не	1	1
502	тех пор	2	1
503	и жизнь	2	1
504	или что	2	1
505	века в	1	1
506	и только	5	1
507	что именно	3	1
508	друг с	2	1
509	поэзии и	4	1
510	и понятиях	1	1
511	суждения об	1	1
512	всяком случае	3	1
513	нисколько не	7	1
514	о котором	2	1
515	бы мы	2	1
516	не все	1	1
517	сравнению с	2	1
518	все существующее	1	1
519	в глубины	1	1
520	эти последние	3	1
521	реальное и	3	1
522	на какие	1	1
523	факт она	1	1
524	когда в	1	1
525	друг друга	1	1
526	в это	1	1
527	без которой	1	1
528	для этого	2	1
529	с другом	2	1
530	и чем	1	1
531	во времени	4	1
532	гораздо более	3	1
533	не просто	19	1
534	он был	1	1
535	не имеет	15	1
536	есть и	11	1
537	одно из	2	1
538	или менее	5	1
539	восприятия что	2	1
540	везде и	1	1
541	и ее	1	1
542	и –	15	1
543	тем чтобы	1	1
544	в которые	1	1
545	слова о	1	1
546	явление и	3	1
547	сущности не	1	1
548	относиться к	3	1
549	было с	1	1
550	в развитии	1	1
551	смысле на	1	1
552	бы это	1	1
553	грань между	5	1
554	широко и	1	1
555	виде то	1	1
556	из этой	1	1
557	в душе	8	1
558	и быть	2	1
559	xviii века	1	1
560	философской и	1	1
561	никогда не	18	1
562	еще не	4	1
563	люди и	1	1
