N	2gram	Bakhtin_Pr	SlovoVZh
137	выражение в	1	2
138	мы можем	9	2
139	влияние на	14	2
140	и самое	2	2
141	в данном	1	2
142	в душе	1	2
143	в то	8	2
144	еще раз	6	2
145	которые мы	3	2
146	к слову	3	2
147	на один	1	2
148	данном случае	1	2
149	в момент	1	2
150	в основном	1	2
151	совпадает с	1	2
152	уже в	3	2
153	высказывания и	2	2
154	там где	3	2
155	в его	15	2
156	с этой	1	2
157	она не	4	2
158	это не	10	2
159	относится к	1	2
160	как уже	1	2
161	дело с	1	2
162	с точки	13	2
163	мы имеем	4	2
164	несколько подробнее	2	2
165	словом и	2	2
166	на него	2	2
167	тем как	1	2
168	кроме того	6	2
169	тогда когда	1	2
170	в себя	8	2
171	от всех	2	2
172	в формах	2	2
173	и слово	2	2
174	но тем	1	2
175	как это	2	2
176	те же	1	2
177	но все	1	2
178	от этой	1	2
179	мы в	2	2
180	если же	5	2
181	содержания и	1	2
182	одно и	1	2
183	и та	1	2
184	из него	1	2
185	и что	3	2
186	что и	4	2
187	формой и	1	2
188	в отношении	3	2
189	исповеди и	2	2
190	в форме	6	2
191	же самое	1	2
192	конечно в	2	2
193	другой стороны	3	2
194	в этих	8	2
195	есть уже	1	2
196	можно найти	1	2
197	тому же	3	2
198	связь с	4	2
199	и притом	2	2
200	ко всем	2	2
201	но этот	2	2
202	на это	1	2
203	имеем в	3	2
204	для других	2	2
205	к ним	5	2
206	выходят за	2	2
207	и здесь	4	2
208	но конечно	3	2
209	как на	1	2
210	слова но	3	2
211	и все	14	2
212	в комнате	1	2
213	но не	9	2
214	форму и	1	2
215	быть только	2	2
216	его как	3	2
217	не есть	1	2
218	могут быть	5	2
219	героев и	1	2
220	с другими	6	2
221	звучит так	1	2
222	из общей	1	2
223	в самое	3	2
224	до конца	3	2
225	стороны и	1	2
226	в своем	2	2
227	в корне	1	2
228	вместе с	5	2
229	между ними	14	2
230	место в	3	2
231	в зависимости	3	2
232	к его	2	2
233	может стать	4	2
234	такой же	1	2
235	в атмосфере	4	2
236	бы оно	1	2
237	и так	4	2
238	можем сказать	1	2
239	оценки и	1	2
240	со словом	1	2
241	с его	4	2
242	себя и	3	2
243	на все	4	2
244	к этому	5	2
245	бы не	1	2
246	подчеркнуть что	4	2
247	между собой	1	2
248	он не	5	2
249	не поймем	1	2
250	определить его	1	2
251	в условиях	7	2
252	независимо от	1	2
253	на материале	1	2
254	в чем	1	2
255	делает его	1	2
256	и совершенно	3	2
257	но мы	1	2
258	частной жизни	1	2
259	им не	1	2
260	точку зрения	1	2
261	как только	1	2
262	ничего не	8	2
263	более того	9	2
264	или иным	1	1
265	начинает развиваться	2	1
266	одного только	1	1
267	взаимоотношения между	1	1
268	чисто лингвистическое	1	1
269	от чисто	1	1
270	все в	3	1
271	и мир	1	1
272	хорошо и	1	1
273	уже сказали	2	1
274	мы обратимся	1	1
275	на которую	1	1
276	к одному	2	1
277	это на	1	1
278	остается в	2	1
279	жизнь и	3	1
280	в романтизме	1	1
281	нам придется	1	1
282	то в	1	1
283	можно в	1	1
284	одним и	1	1
285	же деле	2	1
286	во всяком	2	1
287	она имеет	1	1
288	от него	3	1
289	высказывания по	1	1
290	в стиле	1	1
291	это и	1	1
292	и тех	1	1
293	литературы в	4	1
294	что они	2	1
295	они действительно	1	1
296	ситуации в	1	1
297	строй и	2	1
298	видения и	3	1
299	во всех	15	1
300	в окончательном	1	1
301	которого и	1	1
302	но сами	1	1
303	не является	1	1
304	следует отметить	2	1
305	а с	1	1
306	др все	2	1
307	только к	1	1
308	если оно	3	1
309	и он	5	1
310	о друге	1	1
311	к другу	1	1
312	но несколько	2	1
313	моменты и	1	1
314	та же	1	1
315	по преимуществу	1	1
316	художественное значение	1	1
317	с самого	4	1
318	зрения на	1	1
319	материалу в	1	1
320	друг к	1	1
321	выходит за	1	1
322	опирается на	2	1
323	так можно	2	1
324	овладеть этим	1	1
325	все элементы	1	1
326	для художественного	1	1
327	на этом	4	1
328	не равен	1	1
329	высказывание а	1	1
330	является и	1	1
331	уже отсюда	1	1
332	она должна	1	1
333	них в	3	1
334	обычной жизненной	4	1
335	так но	1	1
336	то есть	86	1
337	поскольку мы	1	1
338	до минимума	3	1
339	и сейчас	1	1
340	языка в	1	1
341	это последнее	2	1
342	должно быть	4	1
343	мы уже	9	1
344	этих моментов	1	1
345	к одной	1	1
346	нас не	1	1
347	значение и	2	1
348	мы увидим	1	1
349	слову в	1	1
350	даже и	3	1
351	путем анализа	1	1
352	и вот	1	1
353	все остальные	2	1
354	от нее	1	1
355	зрения как	1	1
356	это особый	1	1
357	вполне понятно	2	1
358	не знают	2	1
359	в произведении	3	1
360	но при	2	1
361	является только	1	1
362	как герои	1	1
363	она в	1	1
364	и стиль	1	1
365	героя в	2	1
366	в свою	1	1
367	нашей работы	3	1
368	входит в	1	1
369	и почти	3	1
370	что уже	2	1
371	не должен	1	1
372	он как	2	1
373	определенным образом	1	1
374	в основе	6	1
375	и их	6	1
376	еще более	6	1
377	ту же	2	1
378	на основе	4	1
379	в другом	1	1
380	несмотря на	3	1
381	но эти	3	1
382	вопросу о	1	1
383	конечно на	1	1
384	герой и	3	1
385	почти полностью	2	1
386	на протяжении	5	1
387	они входят	1	1
388	раз подчеркнуть	2	1
389	он находится	1	1
390	степени не	1	1
391	во многих	2	1
392	второй план	1	1
393	что это	2	1
394	хотя и	10	1
395	здесь вовсе	1	1
396	ее мы	1	1
397	характерны для	5	1
398	оно является	1	1
399	и тогда	1	1
400	пространстве и	1	1
401	и особенности	1	1
402	этом отношении	1	1
403	близка к	1	1
404	она будет	1	1
405	это уже	2	1
406	о чем	2	1
407	мы должны	4	1
408	и соответствующие	2	1
409	на другое	1	1
410	в ее	3	1
411	и тем	4	1
412	и т.п	42	1
413	в руках	1	1
414	кажется что	3	1
415	хочу и	1	1
416	части высказывания	1	1
417	всех представителей	1	1
418	становятся все	2	1
419	можно определить	1	1
420	один шаг	1	1
421	в частности	1	1
422	говорит о	2	1
423	нашего времени	1	1
424	правда это	2	1
425	для нее	1	1
426	здесь на	3	1
427	и художественно	1	1
428	и больше	1	1
429	не как	5	1
430	литературе и	1	1
431	увидим что	1	1
432	и вся	4	1
433	в слово	3	1
434	должны быть	2	1
435	в качестве	1	1
436	и некоторые	2	1
437	или иных	2	1
438	вступает в	1	1
439	его смысла	1	1
440	всех других	2	1
441	особый тип	2	1
442	то мы	1	1
443	в науке	1	1
444	самом же	2	1
445	в одном	4	1
446	в области	6	1
447	у нас	2	1
448	на которой	2	1
449	я знаю	1	1
450	утрачивают свой	1	1
451	можно было	2	1
452	творчества с	1	1
453	в приведенном	1	1
454	содержания начинает	1	1
455	социальное взаимодействие	1	1
456	и делает	1	1
457	быть ни	2	1
458	а между	3	1
459	же не	2	1
460	в результате	2	1
461	и это	3	1
462	здесь конечно	5	1
463	же он	2	1
464	ни одной	1	1
465	высказывания мы	1	1
466	для них	2	1
467	друг о	1	1
468	и создает	3	1
469	не бывает	1	1
470	более и	1	1
471	сторон и	1	1
472	по мере	3	1
473	этом смысле	5	1
474	с ней	4	1
475	во времени	1	1
476	и тот	4	1
477	далеко не	4	1
478	слова не	2	1
479	в современной	1	1
480	и которые	2	1
481	в идиоте	1	1
482	уже и	1	1
483	не вполне	1	1
484	историка литературы	1	1
485	у него	5	1
486	а этот	1	1
487	не на	1	1
488	в истории	4	1
489	не могут	4	1
490	как чисто	1	1
491	все равно	6	1
492	по мнению	1	1
493	же время	8	1
494	чисто лингвистического	1	1
495	не существует	1	1
496	и единство	1	1
497	исповеди ставрогина	1	1
498	из одного	2	1
499	свою связь	1	1
500	и явления	1	1
501	она становится	1	1
502	речь но	1	1
503	в обоих	1	1
504	только индивидуальная	1	1
505	здесь имеет	1	1
506	отметить что	3	1
507	у нее	1	1
508	самого начала	5	1
509	еще один	1	1
510	в большинстве	9	1
511	нуждаются в	1	1
512	со словами	1	1
513	стиль и	1	1
514	без слов	1	1
515	мы здесь	4	1
516	другая сторона	1	1
517	ко второму	2	1
518	жизни он	1	1
519	это один	2	1
520	не было	5	1
521	и вступает	1	1
522	связи с	1	1
523	не совпадает	1	1
524	положения в	3	1
525	важным моментом	1	1
526	им в	1	1
527	связанных с	2	1
528	сами по	1	1
529	более или	3	1
530	бы по	1	1
531	между людьми	5	1
532	все то	4	1
533	слову и	1	1
534	рассматривать как	1	1
535	и остается	1	1
536	здесь мы	3	1
537	с ее	3	1
538	время как	1	1
539	было бы	6	1
540	это же	1	1
541	не знает	8	1
542	сближаться с	1	1
543	к тому	2	1
544	нем и	1	1
545	образом во	1	1
546	героя может	1	1
547	и различные	1	1
548	себя на	1	1
549	что можно	1	1
550	равно как	1	1
551	героя с	1	1
552	ведь это	2	1
553	и глубоко	2	1
554	так называемый	1	1
555	для историка	1	1
556	находиться в	1	1
557	все моменты	1	1
558	как мы	12	1
559	vii все	2	1
560	что она	2	1
561	автором как	1	1
562	самой своей	2	1
563	подчеркнем еще	2	1
564	содержание но	1	1
565	бытия и	5	1
566	и о	3	1
567	эта позиция	2	1
568	показать что	1	1
569	и тому	2	1
570	о самом	1	1
571	в высшую	1	1
572	всегда лежит	1	1
573	этого нельзя	1	1
574	менее всего	4	1
575	позицию по	1	1
576	как его	2	1
577	что для	1	1
578	если мы	5	1
579	он будет	1	1
580	на одну	1	1
581	на существенные	1	1
582	тем же	1	1
583	него не	1	1
584	стиля как	1	1
585	наряду с	6	1
586	и во	6	1
587	именно в	3	1
588	уже на	4	1
589	они должны	3	1
590	но эта	2	1
591	или хотя	1	1
592	слов в	1	1
593	которое было	1	1
594	к другим	4	1
595	не можем	1	1
596	в таком	3	1
597	но прежде	1	1
598	из трех	1	1
599	обратимся к	1	1
600	направлениях и	1	1
601	формы в	1	1
602	этого развития	1	1
603	например в	8	1
604	речь и	1	1
605	сама по	2	1
606	что я	2	1
607	из подполья	6	1
608	тот же	2	1
609	в высшей	1	1
610	положение в	2	1
611	относятся к	1	1
612	обойтись без	1	1
613	имеем дело	1	1
614	человек и	2	1
615	характер и	1	1
616	слово не	1	1
617	и без	4	1
618	слова их	1	1
619	автор как	1	1
620	все вопросы	1	1
621	конечно гораздо	2	1
622	же оно	1	1
623	вне этого	1	1
624	в определенную	1	1
625	отношения в	1	1
626	что все	3	1
627	размыкается и	1	1
628	себе не	1	1
629	столь же	1	1
630	слово здесь	3	1
631	и она	2	1
632	берет на	1	1
633	в общем	2	1
634	непосредственно и	1	1
635	подхода к	1	1
636	своего героя	1	1
637	есть в	7	1
638	же как	1	1
639	или даже	1	1
640	а уж	1	1
641	него но	1	1
642	и поступки	1	1
643	стиле и	1	1
644	деле это	1	1
645	рядом с	2	1
646	из его	1	1
647	этих явлений	2	1
648	в обычной	2	1
649	и прежде	6	1
650	миг не	1	1
651	в слове	2	1
652	живет и	1	1
653	следовательно уже	1	1
654	ипполита в	1	1
655	как будто	3	1
656	весь этот	1	1
657	жизни в	4	1
658	что именно	2	1
659	ровно ничего	2	1
660	не находится	1	1
661	и всякого	1	1
662	но если	4	1
663	имеет и	2	1
664	они не	5	1
665	и понимания	1	1
666	в словах	2	1
667	на себя	3	1
668	от его	1	1
669	слова как	1	1
670	тех или	2	1
671	все более	2	1
672	зрения и	2	1
673	и внешней	1	1
674	один и	1	1
675	и героем	1	1
676	отдельные моменты	1	1
677	так называемая	2	1
678	раз что	2	1
679	автора к	1	1
680	по своей	12	1
681	которые имеют	3	1
682	три момента	1	1
683	на этих	1	1
684	в двух	3	1
685	и художественного	1	1
686	взаимоотношения и	1	1
687	убедиться в	1	1
688	отрешиться от	1	1
689	важное значение	2	1
690	форму этого	1	1
691	здесь же	1	1
692	друг друга	7	1
693	но самый	1	1
694	один миг	1	1
695	но уже	2	1
696	для этой	2	1
697	и относительно	1	1
698	в последующем	2	1
699	к вопросу	1	1
700	творчестве достоевского	6	1
701	для этого	2	1
702	конечно эта	1	1
703	себе и	2	1
704	чтобы убедиться	1	1
705	и обратно	1	1
706	в особом	2	1
707	этом достаточно	1	1
708	от ранга	1	1
709	в смысле	2	1
710	не всегда	3	1
711	определяется в	1	1
712	слов и	1	1
713	установку на	2	1
714	мы еще	4	1
715	записок из	1	1
716	из этой	1	1
717	очень важным	1	1
718	и целых	1	1
719	его творчество	2	1
720	в одной	4	1
721	дело и	2	1
722	в целом	3	1
723	нам кажется	4	1
724	единство и	2	1
725	ничего общего	1	1
726	культуры в	1	1
727	себя в	1	1
728	крайней мере	2	1
729	для правильного	3	1
730	и из	3	1
731	а лишь	2	1
732	или менее	3	1
733	др и	1	1
734	суждения о	1	1
735	вовсе не	12	1
736	этом свое	1	1
737	с соответствующими	1	1
738	в так	1	1
739	одному и	2	1
740	в пространстве	1	1
741	не то	3	1
742	я и	2	1
743	тем более	2	1
744	по крайней	2	1
745	и сохраняет	1	1
746	свой смысл	1	1
747	не найдем	1	1
748	мы видели	2	1
749	перед нами	17	1
750	включает в	1	1
751	конкретное высказывание	1	1
752	и самый	6	1
753	понять и	2	1
754	и другого	2	1
755	гейне в	1	1
756	же мы	1	1
757	который и	1	1
758	всяком случае	1	1
759	лицо и	1	1
760	того о	1	1
761	героя никогда	1	1
762	его которые	1	1
763	не входят	2	1
764	которые в	3	1
765	на них	2	1
766	высшей степени	1	1
767	можно только	1	1
768	тенденция к	1	1
