N	2gram	Voloshinov	UchenyiS
182	одной стороны	2	1
183	относится к	2	1
184	время не	1	1
185	мы имеем	2	1
186	анализа в	1	1
187	искусства и	2	1
188	гораздо больше	1	1
189	при более	1	1
190	в ней	6	1
191	или даже	1	1
192	но что	2	1
193	в порядке	1	1
194	на одно	1	1
195	и так	2	1
196	историей вот	1	1
197	и прежде	1	1
198	и независимо	1	1
199	оно является	1	1
200	историческая поэтика	1	1
201	не вполне	1	1
202	к вопросам	1	1
203	но если	1	1
204	форму художественного	1	1
205	это же	1	1
206	именно такую	1	1
207	сам по	1	1
208	только для	1	1
209	по мнению	1	1
210	к этому	2	1
211	так и	4	1
212	поэзии слово	1	1
213	вообще по	1	1
214	отнюдь не	5	1
215	и вся	1	1
216	в качестве	1	1
217	в нем	6	1
218	он не	2	1
219	содержания и	2	1
220	независимо от	2	1
221	и слово	2	1
222	и что	2	1
223	содержание в	1	1
224	одно из	1	1
225	форма в	2	1
226	что для	1	1
227	и это	1	1
228	с одной	2	1
229	в поэтическом	1	1
230	и всякого	1	1
231	и историческая	1	1
232	за пределы	4	1
233	и делает	1	1
234	должно быть	1	1
235	определения которые	1	1
236	себя на	1	1
237	точно и	1	1
238	в виду	5	1
239	к которой	1	1
240	эта позиция	1	1
241	или менее	1	1
242	формы является	1	1
243	в пределах	3	1
244	тот же	1	1
245	уже не	4	1
246	и вне	1	1
247	о том	3	1
248	не то	1	1
249	слагается из	2	1
250	произведения в	1	1
251	далеко не	1	1
252	тем более	1	1
253	и лингвистической	1	1
254	формы как	1	1
255	того что	3	1
256	искусства в	1	1
257	обращение к	1	1
258	у него	1	1
259	в словах	1	1
260	поэтики изучающей	1	1
261	бы это	1	1
262	в котором	3	1
263	не существует	1	1
264	в виде	1	1
265	о литературе	1	1
266	никогда не	5	1
267	его эстетической	1	1
268	этих искусствоведов	1	1
