N	2gram	Vygotskiy_	Tragedij
540	и от	4	1
541	и есть	2	1
542	роль играет	1	1
543	с которым	1	1
544	он показывает	4	1
545	все время	8	1
546	совершенно иная	1	1
547	в общем	5	1
548	на этот	7	1
549	они сами	1	1
550	всегда оказывается	1	1
551	всю жизнь	1	1
552	из трех	1	1
553	для понимания	1	1
554	согласиться с	1	1
555	этого слова	7	1
556	например в	1	1
557	что именно	3	1
558	а это	1	1
559	но если	3	1
560	о своих	2	1
561	в сфере	4	1
562	в области	4	1
563	и по	3	1
564	слова нельзя	1	1
565	нуждается в	2	1
566	мы располагаем	1	1
567	это в	1	1
568	я вижу	1	1
569	всяком случае	5	1
570	на котором	1	1
571	для чего	1	1
572	конце концов	1	1
573	это неизбежно	1	1
574	не удалось	2	1
575	что сам	2	1
576	распадается на	1	1
577	к ее	2	1
578	он с	1	1
579	и наконец	3	1
580	некоторые черты	1	1
581	что на	2	1
582	особенно заметно	1	1
583	вплоть до	1	1
584	известной мере	1	1
585	на ту	1	1
586	ухода из	1	1
587	не к	3	1
588	обратиться к	4	1
589	по нашему	2	1
590	чем у	1	1
591	высшей степени	7	1
