N	2gram	Vinokur_Vv	Morfolog
167	собственном смысле	3	3
168	та же	1	3
169	для каждой	1	3
170	только что	4	3
171	с этой	5	3
172	и при	2	3
173	что это	3	3
174	это уже	2	3
175	в сущности	3	3
176	только в	16	3
177	из двух	4	3
178	если это	2	3
179	можно назвать	1	3
180	есть нечто	1	3
181	в собственном	3	3
182	состоит из	1	3
183	имеется в	1	3
184	возникает вопрос	2	3
185	первом случае	2	3
186	не существует	2	3
187	и что	6	3
188	связана с	4	3
189	для того	23	3
190	и тогда	3	3
191	или не	1	3
192	и изучение	4	3
193	состоит в	2	3
194	настоящее время	1	3
195	так например	6	3
196	вопрос что	2	3
197	здесь не	3	3
198	в отдельных	1	3
199	кроме того	1	3
200	для этой	1	3
201	в настоящее	1	3
202	что при	1	3
203	он должен	1	3
204	к нему	3	3
205	бы то	1	3
206	то в	1	3
207	что эти	1	3
208	они не	1	3
209	а и	1	3
210	или с	1	3
211	того что	12	3
212	что такое	12	3
213	ее в	1	3
214	но как	2	3
215	у нас	2	3
216	это и	1	3
217	и есть	3	3
218	в виде	4	3
219	в таких	2	3
220	отдельных случаях	1	3
221	как же	1	3
222	но для	1	3
223	в какой	6	3
224	приходим к	5	3
225	это было	1	3
226	и у	1	3
227	вопроса о	1	3
228	как уже	5	3
229	то ни	1	3
230	совсем не	3	3
231	если бы	3	3
232	мы должны	2	3
233	и тем	5	3
234	не в	10	3
235	в которой	1	3
236	в начале	3	3
237	значение и	2	3
238	в этой	3	3
239	но есть	1	3
240	что изучение	1	3
241	приводят к	1	3
242	не значит	1	3
243	же в	1	3
244	на то	2	3
245	и его	6	3
246	можно указать	1	3
247	т д.?	1	2
248	к целому	1	2
249	а потому	5	2
250	можно увидеть	1	2
251	если он	1	2
252	бы составить	1	2
253	должна быть	2	2
254	из таких	2	2
255	или по	1	2
256	вопросу о	2	2
257	не с	3	2
258	или нет	2	2
259	различным образом	1	2
260	которые хотя	1	2
261	точности соответствует	1	2
262	лишь на	1	2
263	и тот	1	2
264	не на	1	2
265	оно не	1	2
266	как они	1	2
267	в своих	2	2
268	более или	1	2
269	в россии	1	2
270	и задачи	1	2
271	увидеть что	1	2
272	например в	2	2
273	в числе	1	2
274	с тем	6	2
275	особый вид	1	2
276	в в	3	2
277	вряд ли	3	2
278	обоих случаях	1	2
279	в которых	6	2
280	таких случаях	1	2
281	не имеет	4	2
282	в итоге	1	2
283	в каком	3	2
284	сразу и	1	2
285	во всяком	5	2
286	его и	1	2
287	можно сказать	4	2
288	ответить на	1	2
289	того как	3	2
290	в данном	11	2
291	и более	1	2
292	вытекает из	1	2
293	что этот	1	2
294	что мы	2	2
295	с изучением	2	2
296	в очень	3	2
297	как например	6	2
298	нельзя было	1	2
299	в круг	1	2
300	к отдельным	2	2
301	материала а	1	2
302	на той	1	2
303	но здесь	1	2
304	историческое изучение	1	2
305	одной стороны	4	2
306	д в	2	2
307	в другом	3	2
308	в каких	1	2
309	том как	1	2
310	же между	1	2
311	он старается	1	2
312	с большой	1	2
313	увидим что	2	2
314	точно так	2	2
315	в одном	4	2
316	в различных	5	2
317	буква и	1	2
318	от других	2	2
319	превращается в	1	2
320	то как	1	2
321	не что	5	2
322	тогда как	2	2
323	в обоих	2	2
324	так называемых	4	2
325	что же	3	2
326	или вообще	5	2
327	стороны ее	1	2
328	без всякого	1	2
329	одной из	4	2
330	материала к	1	2
331	или очень	1	2
332	на этот	6	2
333	что она	3	2
334	момент в	1	2
335	что именно	2	2
336	всяком случае	5	2
337	д а	2	2
338	себя в	2	2
339	для него	1	2
340	не означает	1	2
341	д все	2	2
342	в свое	3	2
343	ответ на	4	2
344	знать что	1	2
345	в научной	2	2
346	как такового	3	2
347	что иное	5	2
348	может не	1	2
349	данном случае	5	2
350	на вопрос	6	2
351	в основу	2	2
352	собой в	2	2
353	с одной	4	2
354	и за	1	2
355	по очереди	1	2
356	ни к	2	2
357	ни было	1	2
358	этом отношении	4	2
359	для нас	1	2
360	все это	6	2
361	с другими	1	2
362	чем в	3	2
363	но с	5	2
364	что действительно	1	2
365	как эти	1	2
366	в интересах	4	2
367	этого не	2	2
368	наших дней	2	2
369	с двумя	1	2
370	входить в	1	2
371	одним из	5	2
372	это еще	2	2
373	вообще не	3	2
374	очень много	1	2
375	лишь с	1	2
376	также в	1	2
377	у него	1	2
378	не от	1	2
379	по своему	5	2
380	к вопросу	1	2
381	в чем	4	2
382	путь к	1	2
383	или менее	1	2
384	в одной	1	2
385	чтобы его	1	2
386	бы в	2	2
387	а с	2	2
388	наука о	5	2
389	и даже	6	2
390	в самых	1	2
391	что ни	1	2
392	не по	1	2
393	другом значении	1	2
394	дело не	5	2
395	быть и	2	2
396	в частности	3	2
397	из этих	9	2
398	должны быть	1	2
399	сюда относятся	1	2
400	если например	1	2
401	имеет свои	1	2
402	ни одной	1	2
403	как их	1	2
404	из его	2	2
405	однако в	3	2
406	это можно	1	2
407	тем временем	1	2
408	другой не	1	2
409	до наших	2	2
410	как будто	3	2
411	д и	1	2
412	изучения в	1	2
413	или при	1	2
414	иное как	6	2
415	во второй	3	2
416	в той	10	1
417	разным типам	1	1
418	от изучения	1	1
419	в особенности	4	1
420	были бы	1	1
421	во всем	2	1
422	собой всю	1	1
423	что прежде	1	1
424	однако и	1	1
425	одном месте	1	1
426	двух рядов	1	1
427	все что	1	1
428	до сих	7	1
429	от материала	1	1
430	еще раз	2	1
431	всего в	1	1
432	можно говорить	3	1
433	за ним	1	1
434	лишь два	1	1
435	и на	3	1
436	одном случае	1	1
437	как с	1	1
438	действий в	1	1
439	в момент	1	1
440	она с	1	1
441	зрения совершенно	1	1
442	которые не	2	1
443	его из	1	1
444	за исключением	1	1
445	которые он	1	1
446	он только	1	1
447	до него	1	1
448	других и	1	1
449	выше но	1	1
450	сверх того	1	1
451	или иных	3	1
452	текстами но	1	1
453	дело с	9	1
454	в применении	7	1
455	момента в	2	1
456	и далее	2	1
457	при этом	3	1
458	формы в	1	1
459	уже знаем	2	1
460	это значит	1	1
461	и по-видимому	1	1
462	непонятно почему	1	1
463	особенности этого	1	1
464	того есть	1	1
465	и был	2	1
466	но ведь	4	1
467	одна за	1	1
468	в с	3	1
469	остановиться на	1	1
470	очень сложные	1	1
471	а есть	1	1
472	одно из	5	1
473	и об	1	1
474	не столько	2	1
475	под этим	1	1
476	именно по	1	1
477	в них	5	1
478	иными средствами	1	1
479	этим объясняется	1	1
480	вообще с	1	1
481	чтобы в	1	1
482	если не	1	1
483	следующие три	1	1
484	стоит в	2	1
485	этой точки	2	1
486	конечно и	1	1
487	на свой	1	1
488	и соответствующего	1	1
489	и с	2	1
490	однако что	1	1
491	каким образом	2	1
492	в особый	1	1
493	и все	1	1
494	более широкого	1	1
495	из самых	1	1
496	еще в	1	1
497	предметом его	1	1
498	именно в	8	1
499	однако у	1	1
500	лишь к	1	1
501	систему и	1	1
502	к разным	2	1
503	том или	2	1
504	отношения к	1	1
505	также не	1	1
506	выясняется что	1	1
507	к таким	2	1
508	выражаются в	1	1
509	как не	1	1
510	с ними	1	1
511	духа в	1	1
512	и очень	1	1
513	в точном	1	1
514	а именно	6	1
515	даже просто	1	1
516	в своей	4	1
517	одновременно и	3	1
518	на эту	1	1
519	случаях очень	1	1
520	это бывает	1	1
521	ведет от	1	1
522	этим в	3	1
523	прочим и	1	1
524	е на	1	1
525	о котором	8	1
526	есть то	1	1
527	которая не	1	1
528	здесь нет	4	1
529	содержания но	1	1
530	эти процессы	1	1
531	об отношении	3	1
532	бы нас	1	1
533	как один	1	1
534	также часто	1	1
535	еще и	4	1
536	самый способ	1	1
537	совершенно не	1	1
538	и многое	1	1
539	в котором	4	1
540	помощи которых	1	1
541	понятия и	1	1
542	можно считать	2	1
543	на части	1	1
544	или другим	1	1
545	как целое	3	1
546	как та	1	1
547	по тем	2	1
548	применении к	6	1
549	поскольку это	1	1
550	всегда связана	1	1
551	случае и	1	1
552	перенесена в	1	1
553	что предметы	1	1
554	она могла	1	1
555	в свою	2	1
556	так чтобы	3	1
557	не должно	1	1
558	но во	1	1
559	е о	1	1
560	чем они	2	1
561	только как	7	1
562	во многих	1	1
563	вопроса об	1	1
564	а через	1	1
565	в этот	2	1
566	тех пор	1	1
567	в новой	1	1
568	после смерти	1	1
569	уже было	2	1
570	как эта	1	1
571	с помощью	2	1
572	для нее	2	1
573	между двумя	1	1
574	именно на	2	1
575	только один	1	1
576	то все	1	1
577	только на	3	1
578	указать что	1	1
579	пример дает	1	1
580	втором случае	1	1
581	приходит к	1	1
582	язык есть	1	1
583	на основании	5	1
584	не потому	1	1
585	и была	1	1
586	эти связи	1	1
587	говорит что	1	1
588	задачи и	1	1
589	не будет	1	1
590	и до	2	1
591	и те	2	1
592	не вполне	4	1
593	же время	6	1
594	идет об	2	1
595	чего-либо не	1	1
596	тем мы	1	1
597	самого начала	1	1
598	свою очередь	2	1
599	ними и	2	1
600	наука не	2	1
601	же самое	3	1
602	другими в	1	1
603	на те	1	1
604	письменность и	1	1
605	может ли	2	1
606	как на	12	1
607	что здесь	2	1
608	из наиболее	4	1
609	одно и	2	1
610	то возникает	1	1
611	он в	1	1
612	отношение к	3	1
613	за другой	1	1
614	е которые	1	1
615	не как	3	1
616	ее не	1	1
617	она может	1	1
618	мог бы	2	1
619	лучше но	1	1
620	то для	1	1
621	русском языке	1	1
622	общего характера	1	1
623	чем продолжать	1	1
624	они должны	1	1
625	д эти	1	1
626	жизни языка	1	1
627	интересах более	1	1
628	для изучения	1	1
629	она имела	1	1
630	получает лишь	1	1
631	путь от	2	1
632	в известных	2	1
633	в текстах	3	1
634	он служит	1	1
635	быть применено	1	1
636	д можно	1	1
637	то она	2	1
638	бы сказать	1	1
639	материал в	1	1
640	ли кто-нибудь	1	1
641	он сам	3	1
642	при каких	1	1
643	что даже	3	1
644	идут в	1	1
645	в первой	1	1
646	о чем	4	1
647	она есть	5	1
648	а для	1	1
649	только о	2	1
650	но которые	1	1
651	в ее	11	1
652	и становится	1	1
653	свои собственные	1	1
654	тот же	1	1
655	не то	1	1
656	это обычно	1	1
657	действительно в	1	1
658	общий вопрос	2	1
659	в подобных	1	1
660	не выдерживает	1	1
661	считать не	1	1
662	как к	1	1
663	она имеет	1	1
664	дает нам	1	1
665	и то	7	1
666	в себе	4	1
667	но на	1	1
668	и многие	1	1
669	исторического изучения	2	1
670	этом сообщает	1	1
671	после того	2	1
672	этой области	3	1
673	которое он	1	1
674	во всей	1	1
675	собственно научной	1	1
676	должно быть	2	1
677	время и	1	1
678	д такая	1	1
679	что каждая	2	1
680	очень далеко	1	1
681	сделать эти	1	1
682	и вот	3	1
683	в его	12	1
684	здесь нужно	1	1
685	материала и	1	1
686	е все	1	1
687	формы но	1	1
688	бы на	1	1
689	вопрос мы	1	1
690	он называет	1	1
691	изучать не	1	1
692	который можно	1	1
693	ее можно	1	1
694	в задачи	1	1
695	как раз	4	1
696	что так	1	1
697	в формах	2	1
698	это дает	1	1
699	для данной	1	1
700	которых каждый	1	1
701	что с	3	1
702	что несмотря	2	1
703	и сама	2	1
704	чтобы ее	1	1
705	на которой	1	1
706	что каждый	1	1
707	не занимается	1	1
708	чем же	3	1
709	недостаточным для	1	1
710	иными словами	1	1
711	слова а	1	1
712	таком случае	1	1
713	что все	1	1
714	в их	12	1
715	мы находим	1	1
716	видит в	4	1
717	совершенно ясно	1	1
718	тем больше	1	1
719	д словом	1	1
720	работы и	1	1
721	о трех	1	1
722	в г	5	1
723	включаются в	1	1
724	задач и	1	1
725	ко второму	1	1
726	материал для	3	1
727	о возможности	1	1
728	тем изучение	1	1
729	что совершенно	1	1
730	или иной	3	1
731	уже очень	1	1
732	на разные	1	1
733	самые разнообразные	1	1
734	в виду	5	1
735	во внимание	3	1
736	и которая	1	1
737	этим и	1	1
738	дело в	5	1
739	исторической действительности	2	1
740	которое в	2	1
741	принципа в	1	1
742	нужно только	1	1
743	что не	5	1
744	как нечто	8	1
745	о жизни	1	1
746	непосредственно как	1	1
747	точном смысле	1	1
748	для исследователя	1	1
749	в таком	1	1
750	с известного	2	1
751	теми или	1	1
752	литературе и	1	1
753	между ними	3	1
754	помнить что	1	1
755	е не	2	1
756	есть в	1	1
757	по ее	1	1
758	не есть	5	1
759	говорят о	1	1
760	между прочим	1	1
761	слова не	1	1
762	становится все	1	1
763	в ряду	2	1
764	к концу	1	1
765	и со	2	1
766	и могут	1	1
767	качестве примера	1	1
768	по его	2	1
769	действительно представляют	1	1
770	о которых	2	1
771	больше всего	1	1
772	нисколько не	3	1
773	которые имеют	1	1
774	исследования но	1	1
775	же касается	2	1
776	пока не	2	1
777	и это	6	1
778	которой ее	1	1
779	не нужно	2	1
780	и развития	2	1
781	того они	1	1
782	в эту	1	1
783	что следовательно	2	1
784	могло бы	2	1
785	сих пор	7	1
786	и вообще	3	1
787	к истории	6	1
788	той или	3	1
789	большой интерес	1	1
790	свободен от	1	1
791	этих двух	2	1
792	это остается	1	1
793	в каждом	4	1
794	здесь как	1	1
795	ко всему	1	1
796	того или	1	1
797	разница между	1	1
798	отличены от	1	1
799	и эти	1	1
800	тесно связаны	1	1
801	с самого	1	1
802	отличие от	4	1
803	в предисловии	1	1
804	области изучения	1	1
805	такие же	1	1
806	мы выделяем	1	1
807	не две	1	1
808	бы только	1	1
809	само собой	2	1
810	до бесконечности	1	1
811	быть названа	1	1
812	необходимость изучать	1	1
813	имен и	1	1
814	так называемой	3	1
815	д таким	1	1
816	одну из	1	1
817	а от	1	1
818	в течение	5	1
819	в материал	1	1
820	с какой	1	1
821	что всякий	1	1
822	но он	1	1
823	задачу так	1	1
824	ряда других	1	1
825	так что	5	1
826	и разновидности	1	1
827	исторических разысканий	1	1
828	имеет целью	1	1
829	надо сказать	1	1
830	как видно	1	1
831	не приходится	1	1
832	как он	6	1
833	не дает	1	1
834	это то	1	1
835	как явление	2	1
836	сомневаться в	1	1
837	не место	2	1
838	лишь как	2	1
839	из важнейших	1	1
840	или как	3	1
841	как вообще	1	1
842	или иное	1	1
843	он представляет	1	1
844	когда мы	2	1
845	стороны тех	1	1
846	быть не	1	1
847	случае она	1	1
848	в тексте	4	1
849	следует только	1	1
850	и никогда	1	1
851	оно имеет	1	1
852	точку зрения	1	1
853	они принадлежат	1	1
854	на других	1	1
855	это делает	2	1
856	этом и	1	1
857	иногда это	1	1
858	них не	2	1
859	эта черта	1	1
860	ее а	1	1
861	быть определено	1	1
862	действительно не	1	1
863	иначе но	2	1
864	вопросы эти	1	1
865	теми же	1	1
866	в силу	3	1
867	сведения о	1	1
868	этого и	1	1
869	не свободен	1	1
870	в создании	2	1
871	очень редко	1	1
872	в области	4	1
873	его к	2	1
874	тех или	3	1
875	все более	4	1
876	то такая	1	1
877	показывает что	1	1
878	надо было	2	1
879	быть названы	2	1
880	может и	1	1
881	ведь и	1	1
882	в высшей	1	1
883	его можно	2	1
884	и объект	1	1
885	он был	1	1
886	имеет свою	2	1
887	дело обстоит	1	1
888	и совершенно	2	1
889	дает ему	1	1
890	начинает с	1	1
891	в который	2	1
892	понимает под	1	1
893	текста на	1	1
894	проявляются в	1	1
895	есть не	5	1
896	требует также	1	1
897	нужно однако	1	1
898	нечто иное	1	1
