N	3gram	Voloshinov	FransuaR
341	и в каком	1	1
342	борьбы человека с	1	1
343	из многочисленных форм	1	1
344	то мы сразу	1	1
345	быть понято и	2	1
346	все эти слова	1	1
347	о своей жизни	4	1
348	не будет уже	1	1
349	вопрос о том	1	1
350	не вошел в	1	1
351	из которых он	1	1
352	на то или	1	1
353	и здесь мы	1	1
354	одно и то	5	1
355	вместе с новым	1	1
356	влияние на развитие	1	1
357	существовать не может	1	1
358	и то же	5	1
359	и в развитии	1	1
360	какую громадную роль	1	1
361	только потому что	2	1
362	мы будем называть	1	1
363	но в этой	1	1
364	лишь там где	1	1
365	о чем он	1	1
366	же как мы	1	1
367	и вообще не	1	1
368	у нас на	1	1
369	нетрудно заметить что	1	1
370	и при этом	1	1
371	и т.д в	1	1
372	тех случаях когда	2	1
373	если не будем	1	1
374	на первый взгляд	2	1
375	в гораздо большей	1	1
376	обратное влияние на	4	1
377	слов выражений и	1	1
378	к одной и	1	1
379	чем ближе он	1	1
380	все что было	1	1
381	один из этих	1	1
382	если мы будем	1	1
383	лежит в основе	1	1
