N	3gram	Vygotskiy_	Freidism
215	ничего общего с	3	1
216	те же самые	4	1
217	не что иное	2	1
218	то же что	1	1
219	в такой же	3	1
220	здесь имеет место	1	1
221	найти выход из	1	1
222	ответ на этот	2	1
223	одно и то	1	1
224	таким образом что	2	1
225	в этом пункте	1	1
226	как мы видим	1	1
227	мы старались показать	1	1
228	в основе этой	2	1
229	один из основных	1	1
230	так же как	9	1
231	он делает и	1	1
232	он приходит к	1	1
233	этих двух групп	1	1
234	если можно так	1	1
235	связанное с ним	1	1
236	смысле этого слова	2	1
237	и таким образом	1	1
238	того чтобы их	1	1
239	но как раз	2	1
240	том что в	2	1
241	потому что оно	1	1
242	этим дело не	1	1
243	отдельных психических функций	1	1
244	и никогда не	1	1
245	что нам известно	3	1
246	все эти три	2	1
247	есть прежде всего	1	1
248	мы должны прибавить	1	1
249	теории и практике	1	1
250	так и по	1	1
251	но этим дело	1	1
252	не только не	7	1
253	так как это	3	1
254	есть не что	2	1
255	является для него	1	1
256	так как в	1	1
257	под влиянием того	1	1
258	мы видим таким	1	1
259	и что оно	2	1
260	себя и не	1	1
261	и со стороны	1	1
262	и тогда когда	1	1
263	было бы предположить	1	1
264	того момента когда	1	1
265	и все же	1	1
266	во второй половине	1	1
267	по этому вопросу	1	1
268	последнее слово в	1	1
269	что иное как	2	1
270	знаем что это	1	1
271	не нуждается в	1	1
272	что это не	1	1
273	но все же	2	1
274	мы видели также	1	1
275	мы находим в	1	1
276	едва ли не	1	1
277	на этом вопросе	4	1
278	того что нам	2	1
279	только с помощью	1	1
280	мы имеем в	1	1
281	из того что	4	1
282	можем ли мы	1	1
283	приходит к выводу	1	1
284	его собственного внутреннего	1	1
285	таким образом и	1	1
286	является одним из	2	1
287	как уже сказано	3	1
288	не то что	4	1
289	едва ли может	1	1
290	и не делает	2	1
291	ничего другого как	1	1
292	оно может быть	1	1
293	это означает что	1	1
294	говорит об этом	1	1
295	если мы обратимся	1	1
296	в чем заключается	2	1
297	что он и	1	1
298	собственном смысле этого	1	1
299	в этой теории	2	1
300	не исчерпывается мы	1	1
301	можно было бы	8	1
302	таким образом значительная	1	1
303	или хотя бы	1	1
304	с помощью специальных	1	1
305	что с ним	1	1
306	в настоящее время	2	1
307	раз и навсегда	1	1
308	можно так выразиться	1	1
309	это было бы	1	1
