N	3gram	Losev_Prob	Analitik
201	тот же вопрос	1	1
202	в таких условиях	1	1
203	уже по одному	1	1
204	по своему содержанию	3	1
205	что нам уже	1	1
206	то что она	1	1
207	обращают на себя	1	1
208	в том случае	2	1
209	из них в	1	1
210	не только на	1	1
211	хотя и в	1	1
212	можно судить по	1	1
213	из рассмотренных выше	1	1
214	не для того	1	1
215	может и должно	1	1
216	о том какое	1	1
217	в конце концов	11	1
218	между собой и	2	1
219	они относятся к	1	1
220	нет в его	1	1
221	само по себе	1	1
222	всяком случае не	1	1
223	всех этих актов	1	1
224	нельзя сказать что	2	1
225	не так уж	1	1
226	то ни другое	1	1
227	таком случае в	1	1
228	в отдельности и	1	1
229	таким образом в	1	1
230	во всей своей	1	1
231	не имеет никаких	2	1
232	из них не	1	1
233	тем самым и	1	1
234	это слово в	1	1
235	чем иным как	2	1
236	как система знаков	1	1
237	и тем же	2	1
238	что в этом	1	1
239	между внутренней и	1	1
240	модели как в	1	1
241	выходит за пределы	1	1
242	на этот раз	2	1
243	вещи и не	2	1
244	и не требует	1	1
245	внутреннего смысла его	1	1
246	гораздо ближе к	1	1
247	отношение к предмету	1	1
248	то есть без	1	1
249	только то что	6	1
250	не только такие	1	1
251	на самом же	1	1
252	начала и конца	1	1
253	перед нами не	1	1
254	себя не только	1	1
255	и особенно в	1	1
256	далеко не всякая	1	1
257	имея в виду	1	1
258	за пределы этой	1	1
259	и в том	1	1
260	внешней и внутренней	1	1
261	в этом последнем	1	1
262	него некоторого рода	1	1
263	как мы надеемся	1	1
264	возможно только в	1	1
265	может и не	1	1
266	внимание на то	2	1
267	случае не есть	1	1
268	том случае если	1	1
269	больше и больше	1	1
270	однако здесь имеется	1	1
271	далеко не всякий	3	1
272	является не только	1	1
273	вместе с тем	2	1
274	и должно быть	1	1
275	что то что	1	1
276	самом же деле	1	1
277	в этой последней	1	1
278	также и на	3	1
279	и может быть	1	1
280	требует для себя	3	1
281	до такой степени	1	1
282	только в его	1	1
283	отнюдь не все	1	1
284	имеем в виду	1	1
285	в этом же	1	1
286	произведения а не	1	1
287	не было и	1	1
288	конечно далеко не	1	1
289	семантики лингвистических единиц	1	1
290	оно ни было	1	1
291	и не возникает	1	1
292	в последние десятилетия	2	1
293	бы он был	1	1
294	в любой другой	1	1
295	во всех подобных	1	1
296	точно так же	7	1
297	как один из	1	1
298	перед нами как	1	1
299	к выводу что	1	1
300	но как бы	1	1
301	ю м лотмана	2	1
302	требует от нас	2	1
303	же мы можем	1	1
304	только в том	4	1
305	того что мы	2	1
306	даже в самом	1	1
307	ни на что	1	1
308	так и их	2	1
309	в то время	2	1
310	она есть нечто	2	1
311	мы встречаемся с	1	1
312	может претендовать на	1	1
313	однако все эти	1	1
314	то и другое	3	1
315	отношения к самому	1	1
316	не есть в	1	1
317	так как будто	1	1
318	но при условии	1	1
319	конце концов мы	1	1
320	он может быть	1	1
321	вопрос о том	2	1
322	хотя и не	2	1
323	с которыми он	1	1
324	сказать что они	1	1
325	на самом деле	6	1
326	к тому или	1	1
327	субъекта и объекта	1	1
328	но уже в	2	1
329	ни одна из	2	1
330	и в частности	3	1
331	одним и тем	2	1
332	далеко не все	1	1
333	не есть она	1	1
334	ни одно слово	1	1
335	нам представляется что	1	1
336	только тогда когда	4	1
337	всех этих случаях	1	1
338	как раз в	1	1
339	никоим образом не	1	1
340	и отношений между	1	1
341	однако и в	1	1
342	или лучше сказать	1	1
343	также и в	2	1
344	мы имеем в	1	1
345	не сам по	1	1
346	или другой вещи	1	1
347	несет в себе	1	1
348	за пределы своих	1	1
349	есть она сама	1	1
350	в первую очередь	1	1
351	же как и	1	1
352	ведь казалось бы	1	1
353	в собственном смысле	1	1
354	то есть система	1	1
355	нет никакой возможности	1	1
356	как мы увидим	2	1
357	так и в	2	1
358	то есть не	1	1
359	а вовсе не	1	1
360	для себя не	1	1
361	или хотя бы	2	1
362	имеют место в	1	1
363	то что мы	11	1
364	бы оно ни	1	1
365	том числе и	2	1
366	обратить внимание на	1	1
367	предстают перед нами	1	1
368	чего нет в	1	1
369	отнюдь еще не	1	1
370	здесь пока еще	1	1
371	еще ничего не	1	1
372	и не знает	1	1
373	то он в	1	1
