N	3gram	Tiupa_Narr	StatiiOP
117	как мы видели	1	2
118	по тем или	1	2
119	по его словам	1	2
120	в этом месте	2	2
121	у меня в	1	2
122	и то что	1	2
123	если бы между	1	2
124	что это за	2	2
125	это прежде всего	1	2
126	имеем дело с	4	2
127	но с другой	1	2
128	как и в	1	2
129	может быть и	1	2
130	о чем говорят	1	1
131	ни у кого	1	1
132	что это была	1	1
133	что и для	1	1
134	по его собственному	1	1
135	на протяжении всего	1	1
136	это вовсе еще	1	1
137	именно тем и	1	1
138	в этом направлении	1	1
139	дело не только	2	1
140	к одному из	1	1
141	в большинстве случаев	1	1
142	на том что	1	1
143	по сравнению с	1	1
144	в ответ на	3	1
145	всех действующих лиц	1	1
146	его собственному признанию	1	1
147	здесь следует признать	1	1
148	в самом начале	1	1
149	самом деле в	1	1
150	выше я уже	1	1
151	значении этого термина	1	1
152	ровным счетом ничего	2	1
153	с этой точки	1	1
154	которые по словам	1	1
155	что я за	1	1
156	может быть общим	1	1
157	становится очевидным что	1	1
158	а в том	2	1
159	не знает и	1	1
160	будет зависеть от	1	1
161	на котором он	1	1
162	что не имеет	1	1
163	потому что в	1	1
164	друг от друга	1	1
165	таким каким он	2	1
166	но это вовсе	1	1
167	всю свою жизнь	2	1
168	и то же	2	1
169	том виде в	1	1
170	в том случае	1	1
171	у нее есть	1	1
172	следует подчеркнуть что	2	1
173	может быть не	2	1
174	с этой стороны	1	1
175	об этом и	2	1
176	в то что	1	1
177	вместо того чтобы	1	1
178	само по себе	1	1
179	не могла бы	1	1
180	участие в этой	1	1
181	в соответствии с	7	1
182	в своем роде	1	1
183	как она была	1	1
184	не было и	2	1
185	и не мог	1	1
186	не могло быть	2	1
187	можно сказать не	1	1
188	по своей значимости	1	1
189	никто ничего не	1	1
190	нас нет никаких	1	1
191	или иначе в	1	1
192	для одного из	1	1
193	его жизни но	1	1
194	сказать что он	1	1
195	было видно что	2	1
196	на границе между	1	1
197	что с точки	1	1
198	они не являются	1	1
199	только то что	1	1
200	до второй половины	1	1
201	нет никаких оснований	1	1
202	к этому времени	1	1
203	и совершенно не	1	1
204	никогда не было	1	1
205	не то что	1	1
206	имея в виду	1	1
207	что можно сказать	1	1
208	и не может	3	1
209	мы имеем дело	4	1
210	в своем предсмертном	1	1
211	но одновременно и	1	1
212	а то и	1	1
213	смысле как мы	1	1
214	и потому что	1	1
215	как бы из	1	1
216	мысль о том	1	1
217	вплоть до второй	1	1
218	мере того как	1	1
219	точки зрения но	1	1
220	говорилось выше в	1	1
221	прежде всего его	1	1
222	свое отражение в	1	1
223	не годится в	1	1
224	в последние десятилетия	1	1
225	же можно сказать	1	1
226	этой точки зрения	1	1
227	по мере того	1	1
228	еще при жизни	1	1
229	самом деле не	1	1
230	уже не к	1	1
231	но и не	2	1
232	а потому не	1	1
233	не все что	1	1
234	течение всей жизни	1	1
235	именно то что	1	1
236	за все время	1	1
237	связи с этим	1	1
238	в этом и	3	1
239	той же мере	1	1
240	за сто лет	1	1
241	с легкой руки	1	1
242	следующее место из	1	1
243	ни один человек	1	1
244	и для нас	1	1
245	лишь то что	1	1
246	у карамзина в	1	1
247	но в конце	1	1
248	одна из этих	1	1
249	если бы она	1	1
250	в сущности говоря	1	1
251	вовсе еще не	1	1
252	если бы эти	1	1
253	не только к	1	1
254	них как бы	1	1
255	не означает что	1	1
256	именно в этом	1	1
257	одно и то	2	1
258	содержит в себе	1	1
259	ответ на этот	1	1
260	как у карамзина	1	1
261	том что именно	1	1
262	это уже не	1	1
263	а как к	1	1
264	того чтобы создать	1	1
265	в поле зрения	1	1
266	сих пор еще	1	1
267	оно не является	1	1
268	и что в	1	1
269	же как и	1	1
270	мыслящего и чувствующего	1	1
271	у него нет	1	1
272	а во втором	2	1
273	жизни и смерти	1	1
274	и все же	4	1
275	с другой в	1	1
276	по его мнению	1	1
277	между тем для	1	1
278	об этом в	1	1
279	том смысле как	1	1
280	мы не должны	1	1
281	как это делает	1	1
282	а в самом	1	1
283	нам до сих	1	1
284	а в тех	1	1
285	точки зрения как	1	1
286	каждый из нас	2	1
287	в том виде	1	1
288	и не только	1	1
289	на том как	1	1
290	ни в чем	1	1
291	все что было	1	1
292	к жизни и	1	1
