N	2gram	Ircho_Kome	FransuaR
224	с этим	5	13
225	и еще	4	13
226	что все	1	13
227	его к	1	13
228	в основном	1	13
229	в одной	2	13
230	о чем	11	13
231	в жизни	1	13
232	одной стороны	4	13
233	здесь нет	4	13
234	не знает	7	13
235	отличие от	5	13
236	в мире	2	13
237	в других	4	13
238	бы в	5	13
239	и есть	3	13
240	только на	1	13
241	не на	3	13
242	или в	1	13
243	и эта	2	13
244	это было	1	13
245	жизнь и	1	13
246	как он	5	13
247	в известной	3	13
248	другой стороны	2	12
249	не был	2	12
250	те же	1	12
251	вещей и	2	12
252	главным образом	2	12
253	и ее	3	12
254	мы встречаем	1	12
255	жизни в	1	12
256	в новой	2	12
257	начиная с	1	12
258	о нем	1	12
259	у нас	1	12
260	раз в	3	12
261	место в	1	12
262	из всех	3	12
263	этот момент	1	12
264	только для	2	12
265	можно сказать	1	12
266	в творчестве	1	12
267	но этот	1	12
268	по своей	2	12
269	в атмосфере	1	12
270	не могут	2	12
271	он в	2	12
272	все то	1	12
273	право на	1	12
274	об этом	12	12
275	в пределах	3	12
276	мы слышим	1	12
277	из самых	2	11
278	в прологе	4	11
279	что они	3	11
280	и что	8	11
281	она была	2	11
282	того как	5	11
283	в течение	3	11
284	наконец в	1	11
285	в отличие	3	11
286	из этого	2	11
287	в свое	2	11
288	на фоне	2	11
289	все время	3	11
290	в системе	1	11
291	и особенно	2	11
292	и так	1	11
293	с ними	1	11
294	и более	1	11
295	слова и	1	11
296	формы и	1	11
297	он говорит	3	11
298	целый ряд	5	10
299	по отношению	6	10
300	на котором	1	10
301	все его	2	10
302	на земле	2	10
303	все остальные	2	10
304	что для	7	10
305	да и	3	10
306	человека и	2	10
307	конце концов	3	10
308	нас в	1	10
309	там же	1	10
310	к тому	11	10
311	на этот	6	10
312	для понимания	3	10
313	не просто	1	10
314	в изображении	3	10
315	выражение в	3	10
316	в доме	17	10
317	мы остановимся	1	10
318	образом и	2	10
319	он хочет	1	10
320	им в	1	10
321	еще вернемся	1	10
322	выходит за	1	10
323	хотя он	1	10
324	во второй	2	10
325	эпохи и	1	10
326	в целом	4	10
327	был и	1	9
328	еще раз	1	9
329	здесь же	1	9
330	в основу	1	9
331	нашей работы	1	9
332	этой же	1	9
333	как это	5	9
334	в тех	4	9
335	был в	1	9
336	роль играет	2	9
337	весь этот	1	9
338	в которых	7	9
339	о котором	1	9
340	не понимает	1	9
341	и вся	1	9
342	как к	3	9
343	и со	2	9
344	это как	1	9
345	же в	3	9
346	что на	1	9
347	вплоть до	2	9
348	говорит о	2	9
349	под названием	3	9
350	отношения к	2	9
351	к жизни	1	9
352	но как	1	9
353	мы можем	7	9
354	правда не	1	9
355	не имеет	6	9
356	свое время	1	9
357	чем же	2	9
358	относится к	1	9
359	известной степени	2	9
360	том же	2	9
361	на время	1	9
362	для нас	7	9
363	первый план	1	9
364	конечно в	2	9
365	отношению к	4	9
366	что не	5	9
367	с этой	5	8
368	более или	2	8
369	образы эти	1	8
370	не менее	9	8
371	на первый	1	8
372	в этот	1	8
373	людей и	2	8
374	и те	1	8
375	или менее	2	8
376	всего в	1	8
377	одном из	1	8
378	от этого	1	8
379	под влиянием	2	8
380	речи и	1	8
381	в него	1	8
382	и при	1	8
383	последующих веков	1	8
384	с тем	6	8
385	то время	3	8
386	значение в	1	8
387	для нового	1	8
388	это был	1	8
389	сам он	3	8
390	почти до	1	8
391	на одном	1	8
392	его современников	1	8
393	человека с	2	8
394	особый характер	1	8
395	для этого	3	8
396	от него	2	8
397	всякого рода	3	8
398	мы увидим	1	8
399	всего этого	1	8
400	по поводу	1	8
401	где все	1	8
402	после того	3	8
403	ко всему	1	8
404	тому же	11	8
405	и она	1	8
406	так что	7	8
407	здесь мы	1	8
408	в это	2	8
409	как о	3	8
410	если бы	18	8
411	и без	2	8
412	самой жизни	1	8
413	с самого	5	8
414	дело не	2	8
415	ведь и	1	8
416	того времени	1	8
417	нуждается в	2	8
418	в эти	1	8
419	мы найдем	3	7
420	же и	2	7
421	площади и	2	7
422	не как	2	7
423	во всяком	3	7
424	времени в	2	7
425	себе и	1	7
426	к ним	5	7
427	и там	3	7
428	на него	6	7
429	от них	2	7
430	к этим	1	7
431	что у	2	7
432	с жизнью	1	7
433	связанный с	1	7
434	он стал	1	7
435	в развитии	3	7
436	и та	1	7
437	мы будем	1	7
438	никакому сомнению	1	7
439	по адресу	1	7
440	интерес к	1	7
441	подобно тому	1	7
442	нет ничего	4	7
443	нет и	4	7
444	только с	1	7
445	мир в	1	7
446	здесь есть	1	7
447	по всему	3	7
448	в некоторых	1	7
449	представление о	2	7
450	в наиболее	2	7
451	что по	2	7
452	здесь он	1	7
453	настоящее время	1	7
454	вино и	1	7
455	только во	1	7
456	у лукиана	1	7
457	себя в	3	7
458	несколько слов	1	7
459	но его	2	7
460	в состоянии	1	7
461	и этим	3	7
462	всех его	1	7
463	как его	4	7
464	так много	1	7
465	в таком	2	7
466	а как	2	7
467	был бы	4	7
468	никак не	2	7
469	из которых	7	7
470	том как	5	7
471	и если	3	7
472	к себе	9	7
473	в настоящее	1	7
474	точку зрения	1	7
475	а на	3	7
476	жизни это	1	7
477	не будем	1	7
478	здесь все	1	7
479	к концу	3	7
480	должен быть	2	7
481	его не	3	7
482	тому как	1	7
483	в свою	12	7
484	думать что	1	7
485	одного из	4	7
486	по этому	3	7
487	в центре	2	6
488	во времени	1	6
489	века он	1	6
490	и был	2	6
491	не столько	3	6
492	жизнь в	1	6
493	в один	1	6
494	было в	2	6
495	хотя бы	5	6
496	имеем в	2	6
497	себе в	6	6
498	свою очередь	10	6
499	видно что	2	6
500	руки и	1	6
501	находится в	1	6
502	что она	10	6
503	для своего	1	6
504	судить о	1	6
505	не остается	3	6
506	и тот	6	6
507	возможно что	4	6
508	своего героя	1	6
509	смысле слова	1	6
510	для них	1	6
511	к его	4	6
512	основе своей	2	6
513	в нее	1	6
514	его и	3	6
515	еще один	2	6
516	на что	2	6
517	тем же	3	6
518	у них	1	6
519	в руках	3	6
520	или даже	1	6
521	при виде	3	6
522	во многом	1	6
523	которые в	1	6
524	происходит в	1	6
525	как будто	3	6
526	за счет	1	6
527	его на	5	6
528	а именно	1	6
529	и такие	1	6
530	и мысли	3	6
531	говорить о	6	6
532	самого начала	5	6
533	до того	4	6
534	такого рода	2	6
535	не была	1	6
536	и под	1	6
537	картины мира	1	6
538	не дает	5	6
539	что эта	2	6
540	с таким	1	6
541	могут быть	3	6
542	за это	1	6
543	это время	2	6
544	и шире	1	6
545	совершенно не	2	6
546	язык и	1	6
547	тех же	3	6
548	мы знаем	2	6
549	что здесь	2	6
550	характерен для	1	6
551	друг друга	7	6
552	поэтому он	1	6
553	события и	1	6
554	дает нам	1	6
555	принадлежит к	1	6
556	нет ни	2	6
557	свидетельствует о	1	6
558	остановимся на	1	6
559	как она	2	6
560	в новом	1	6
561	видит в	1	6
562	за то	2	6
563	входит в	1	6
564	от того	2	6
565	сцены в	1	6
566	со своими	1	6
567	таким же	2	6
568	в лице	1	6
569	с собой	4	5
570	в числе	1	5
571	к самому	1	5
572	отсюда и	1	5
573	в риме	4	5
574	и когда	2	5
575	он так	4	5
576	для всей	2	5
577	но там	1	5
578	землю и	1	5
579	быть только	1	5
580	с другими	2	5
581	чем в	5	5
582	на волю	2	5
583	из одного	1	5
584	и речи	4	5
585	один раз	2	5
586	не могла	3	5
587	перед лицом	2	5
588	одного и	1	5
589	в другой	5	5
590	вместо того	1	5
591	бы не	3	5
592	ему и	3	5
593	сравнению с	3	5
594	по сравнению	3	5
595	из его	3	5
596	со всей	1	5
597	которую он	3	5
598	каждый из	1	5
599	как например	2	5
600	но мы	1	5
601	в описании	1	5
602	но прежде	1	5
603	мы имеем	4	5
604	к первой	1	5
605	лиц и	1	5
606	и всегда	1	5
607	слово в	1	5
608	стремление к	1	5
609	тем более	9	5
610	ему не	4	5
611	в г	3	5
612	тем самым	1	5
613	же самое	3	5
614	на то	3	5
615	которой мы	2	5
616	он с	2	5
617	на эти	1	5
618	его за	3	5
619	ко всем	1	5
620	в первом	2	5
621	в собственном	1	5
622	того он	1	5
623	и стал	1	5
624	но даже	1	5
625	с этими	1	5
626	тут же	8	5
627	друг с	3	5
628	больше чем	4	5
629	то в	1	5
630	и весь	1	5
631	первом случае	1	5
632	во хмелю	1	5
633	ни было	3	5
634	и сама	1	5
635	же как	1	5
636	он сам	1	5
637	но только	1	5
638	он понимает	2	5
639	независимо от	4	5
640	во втором	2	5
641	и старой	1	5
642	почти не	1	5
643	должна быть	2	5
644	и из	1	5
645	мы в	3	5
646	этом образе	1	5
647	от их	1	5
648	времени не	2	5
649	в слове	1	5
650	своего отца	2	5
651	себя и	2	5
652	не является	5	5
653	убеждение в	1	5
654	свою роль	1	5
655	эти произведения	1	5
656	нем не	1	5
657	если мы	2	5
658	всяком случае	3	5
659	же он	1	5
660	к началу	3	5
661	ему в	1	5
662	ничем не	4	5
663	многие из	1	5
664	видеть в	2	5
665	бы и	1	5
666	на пиру	1	5
667	должен был	6	5
668	места в	1	5
669	словом и	1	5
670	что мы	4	5
671	к своему	4	5
672	нисколько не	3	5
673	с другом	3	5
674	по его	2	5
675	на свете	2	5
676	человека в	4	5
677	когда он	5	5
678	стороны и	4	5
679	он знает	4	5
680	заявляет что	1	5
681	и только	1	5
682	не к	1	5
683	он считает	1	4
684	выдержан в	1	4
685	не хочет	6	4
686	его от	5	4
687	я не	4	4
688	и само	1	4
689	этого образа	1	4
690	к этой	2	4
691	в действительности	1	4
692	этой связи	3	4
693	о них	1	4
694	ни одного	1	4
695	которого они	2	4
696	что даже	1	4
697	о его	4	4
698	с более	1	4
699	и некоторые	1	4
700	не нуждается	1	4
701	в день	1	4
702	можно судить	1	4
703	на пир	1	4
704	в каждом	3	4
705	о себе	1	4
706	этот вопрос	2	4
707	он еще	1	4
708	них не	1	4
709	что только	1	4
710	бы ни	1	4
711	поздней античности	1	4
712	не случайно	3	4
713	чтобы не	3	4
714	них в	1	4
715	если в	4	4
716	также что	1	4
717	он только	1	4
718	и далее	1	4
719	обычной колеи	1	4
720	нем только	1	4
721	не входит	1	4
722	да еще	3	4
723	своему характеру	1	4
724	у меня	5	4
725	у других	1	4
726	знаем что	1	4
727	о таких	1	4
728	не совсем	3	4
729	этого времени	1	4
730	тот самый	1	4
731	но если	3	4
732	не видит	1	4
733	он должен	1	4
734	которым он	2	4
735	ее на	2	4
736	один и	3	4
737	и свои	1	4
738	одну из	1	4
739	мы узнаем	1	4
740	дошедших до	3	4
741	кто не	1	4
742	при всем	5	4
743	к ней	9	4
744	в античной	3	4
745	меньше чем	2	4
746	которая была	1	4
747	рассказ о	1	4
748	не так	4	4
749	дело с	4	4
750	однако и	1	4
751	что человек	1	4
752	по себе	1	4
753	принадлежат к	2	4
754	могла не	1	4
755	когда в	1	4
756	г в	2	4
757	что этот	1	4
758	чувствует себя	3	4
759	слов о	1	4
760	самом начале	1	4
761	который в	3	4
762	превосходная степень	1	4
763	с лишним	1	4
764	только не	1	4
765	она и	2	4
766	чем на	1	4
767	что между	2	4
768	и притом	1	4
769	также в	2	4
770	его жизни	2	4
771	представляется нам	2	4
772	в смысле	2	4
773	о происхождении	1	4
774	в уста	2	4
775	выдержаны в	1	4
776	и тем	4	4
777	если же	2	4
778	за ними	1	4
779	не по	7	4
780	нем и	1	4
781	друг другу	3	4
782	это ощущение	1	4
783	здесь также	1	4
784	на рубеже	2	4
785	домашнего обихода	1	4
786	собственном смысле	1	4
787	свою жизнь	1	4
788	о которой	2	4
789	ни о	1	4
790	о своей	1	4
791	можно найти	1	4
792	отрывок из	2	4
793	ли он	1	4
794	всего на	1	4
795	не могло	1	4
796	без всякого	2	4
797	ее не	1	4
798	что я	5	4
799	из этой	2	4
800	уверен что	2	4
801	второй половине	1	4
802	он называет	4	4
803	такое же	2	4
804	со своим	1	4
805	на которой	1	4
806	же не	3	4
807	память о	2	4
808	там и	3	4
809	на тему	1	4
810	так часто	1	4
811	говорят о	1	4
812	как ее	2	4
813	для которого	1	4
814	что эти	1	4
815	этих слов	2	4
816	быть и	1	4
817	что касается	5	4
818	было еще	1	4
819	из своей	1	4
820	что из	2	4
821	у нее	2	4
822	на это	3	4
823	свидетельствуют о	1	4
824	свою речь	1	4
825	этому вопросу	2	4
826	в чисто	1	4
827	с которой	2	3
828	в которую	1	3
829	него в	3	3
830	большое количество	1	3
831	из ее	1	3
832	переходит к	1	3
833	на которых	1	3
834	как об	1	3
835	или на	1	3
836	похож на	2	3
837	же точно	1	3
838	после обеда	1	3
839	затем появляется	1	3
840	только благодаря	1	3
841	два момента	1	3
842	больше всего	4	3
843	по традиции	1	3
844	не всегда	2	3
845	положений и	1	3
846	рассказывает о	2	3
847	чтобы показать	1	3
848	в прошлом	1	3
849	много и	1	3
850	они должны	1	3
851	том чтобы	4	3
852	тем как	2	3
853	которой в	1	3
854	образом на	1	3
855	ближе к	3	3
856	бы то	3	3
857	на глазах	1	3
858	и мы	5	3
859	остаются в	1	3
860	после этого	2	3
861	в следующем	1	3
862	а с	2	3
863	остается в	3	3
864	будто бы	1	3
865	тому что	5	3
866	ясно что	12	3
867	в устах	2	3
868	время как	3	3
869	между собой	5	3
870	а для	2	3
871	выступает в	1	3
872	они становятся	1	3
873	в лучшем	2	3
874	эти слова	1	3
875	не будет	2	3
876	в городе	2	3
877	доходит до	1	3
878	вот в	1	3
879	должны были	2	3
880	бы к	2	3
881	могла бы	1	3
882	равно как	7	3
883	и судьба	1	3
884	это совершенно	1	3
885	он его	1	3
886	следовательно не	1	3
887	и сами	1	3
888	на совершенно	1	3
889	его современники	1	3
890	его из	1	3
891	которые он	1	3
892	для нашего	1	3
893	от своего	2	3
894	и начало	1	3
895	и хотя	3	3
896	приводит к	4	3
897	к какому	1	3
898	в каком	1	3
899	этой работы	1	3
900	это только	1	3
901	он является	1	3
902	после смерти	1	3
903	интерес и	1	3
904	и об	1	3
905	и наиболее	1	3
906	в мир	1	3
907	чем не	2	3
908	к людям	1	3
909	было и	1	3
910	отца и	4	3
911	всех трех	2	3
912	таким путем	2	3
913	к первому	1	3
914	из первых	1	3
915	а уж	1	3
916	в произведениях	2	3
917	и после	2	3
918	не из	1	3
919	у вас	1	3
920	персонажей в	4	3
921	и всякий	2	3
922	всегда можно	1	3
923	то ни	4	3
924	обвиняет в	1	3
925	при всей	2	3
926	себя самого	1	3
927	что с	4	3
928	участие в	1	3
929	когда же	1	3
930	к самой	1	3
931	пределах одной	1	3
932	из рук	2	3
933	этих условиях	1	3
934	почти во	1	3
935	со своей	2	3
936	в каждой	2	3
937	этих двух	2	3
938	к одному	1	3
939	которого и	2	3
940	еще тем	1	3
941	ко второму	1	3
942	она не	3	3
943	но при	2	3
944	разной степени	1	3
945	г и	2	3
946	и может	2	3
947	у кого	2	3
948	путешествие в	1	3
949	человек не	1	3
950	само собой	5	3
951	колеи и	1	3
952	которые не	1	3
953	время его	1	3
954	всем и	1	3
955	сходство между	2	3
956	начинается с	2	3
957	рассуждение о	1	3
958	была очень	1	3
959	то его	1	3
960	то это	5	3
961	между двумя	2	3
962	в iv	1	3
963	в глаза	3	3
964	ней и	3	3
965	чтобы они	2	3
966	же она	1	3
967	для продажи	1	3
968	человеку и	1	3
969	него не	1	3
970	войны и	1	3
971	наряду с	4	3
972	к человеку	2	3
973	но еще	2	3
974	в тот	1	3
975	в храме	2	3
976	в разной	1	3
977	в полной	1	3
978	не о	3	3
979	что его	10	3
980	этой сцены	3	3
981	и того	1	3
982	человек в	1	3
983	должно было	3	3
984	на свободу	1	3
985	что их	4	3
986	не видят	1	3
987	именно потому	2	3
988	образ как	1	3
989	действующих лиц	7	3
990	себя на	1	3
991	в современной	1	3
992	они могут	1	3
993	ни одной	2	3
994	чем она	1	3
995	первоначальное значение	1	3
996	как от	1	3
997	это ни	1	3
998	в силу	2	3
999	есть все	1	3
1000	это первый	1	3
1001	в кругу	1	3
1002	за ним	3	3
1003	известно что	1	3
1004	к одной	2	3
1005	вина и	1	3
1006	есть для	2	3
1007	из того	3	3
1008	это касается	1	3
1009	в загробное	1	3
1010	за что	1	3
1011	речевой стихии	1	3
1012	с ней	1	3
1013	установления истины	1	3
1014	v в	1	3
1015	к их	2	3
1016	относятся к	1	3
1017	очень важный	1	3
1018	именно поэтому	1	3
1019	человеческой натуры	2	3
1020	со стороны	16	3
1021	друг от	1	3
1022	всей своей	1	3
1023	найдем мы	2	3
1024	в любой	1	3
1025	речей и	1	3
1026	ни к	1	3
1027	одном лице	1	3
1028	ее с	1	3
1029	на своем	1	3
1030	не употребляет	1	3
1031	не знаем	1	3
1032	его для	2	3
1033	в свой	2	3
1034	в понимании	1	3
1035	стороны он	1	3
1036	с того	1	3
1037	пить и	1	3
1038	вокруг него	1	3
1039	на три	1	3
1040	не для	1	3
1041	чем он	1	3
1042	правда и	1	3
1043	от друга	1	3
1044	для нее	1	3
1045	указывает на	1	3
1046	и последующих	1	3
1047	нам в	1	3
1048	является не	1	3
1049	человеком и	1	3
1050	в уже	2	3
1051	что тот	2	3
1052	загробное царство	1	3
1053	вообще очень	1	3
1054	сказать и	1	3
1055	этого он	1	3
1056	друг за	2	3
1057	они так	1	3
1058	не находит	2	3
1059	я вас	1	3
1060	очень характерен	1	3
1061	даже при	2	3
1062	признать что	5	3
1063	которых они	1	3
1064	радости в	1	3
1065	найдем в	3	3
1066	правда он	3	3
1067	раза в	1	3
1068	жил в	1	3
1069	для обозначения	2	3
1070	бы он	3	3
1071	они стали	1	3
1072	утверждают что	1	3
1073	для характеристики	1	3
1074	не удалось	1	3
1075	именно это	1	3
1076	и совершенно	1	3
1077	из которой	2	3
1078	и уже	1	3
1079	котором он	2	3
1080	он готов	2	2
1081	в сложном	1	2
1082	с которыми	1	2
1083	характера как	1	2
1084	игр и	1	2
1085	находясь в	1	2
1086	в последних	1	2
1087	эта идея	1	2
1088	эта же	1	2
1089	у его	1	2
1090	восходящая к	1	2
1091	утопический характер	1	2
1092	и повсюду	1	2
1093	на смену	1	2
1094	чтобы в	3	2
1095	нет никакой	1	2
1096	до одного	1	2
1097	где происходит	1	2
1098	конечном счете	3	2
1099	работы в	1	2
1100	есть тот	1	2
1101	первой половине	2	2
1102	прямое отношение	1	2
1103	и иногда	1	2
1104	все к	2	2
1105	своей природе	1	2
1106	только как	2	2
1107	почти за	1	2
1108	строго говоря	1	2
1109	он сумел	2	2
1110	что вся	1	2
1111	из себя	3	2
1112	должна была	1	2
1113	образом что	1	2
1114	сохранился и	1	2
1115	несколько позже	1	2
1116	от своей	2	2
1117	любовь к	4	2
1118	может послужить	1	2
1119	на новую	3	2
1120	за другом	2	2
1121	и себя	1	2
1122	некоторое время	1	2
1123	из наиболее	1	2
1124	другой пример	1	2
1125	образом как	1	2
1126	по городу	1	2
1127	на сцене	7	2
1128	главное в	2	2
1129	чего он	1	2
1130	можем сказать	1	2
1131	человека а	2	2
1132	и всякого	1	2
1133	о браке	1	2
1134	ничего страшного	1	2
1135	на вопрос	5	2
1136	за пиршественным	1	2
1137	таком подходе	1	2
1138	что при	1	2
1139	в конечном	2	2
1140	с двумя	1	2
1141	самом его	1	2
1142	он оказывается	1	2
1143	для развития	2	2
1144	без него	1	2
1145	человеке и	1	2
1146	слишком много	1	2
1147	в двух	7	2
1148	в сторону	1	2
1149	сказать несколько	1	2
1150	он дал	2	2
1151	сына в	1	2
1152	называет его	1	2
1153	комедии и	5	2
1154	рассказывает как	1	2
1155	три раза	1	2
1156	одним словом	1	2
1157	и является	1	2
1158	чем больше	1	2
1159	главного героя	1	2
1160	где в	1	2
1161	была не	1	2
1162	домашней утвари	2	2
1163	греческие имена	1	2
1164	усиливается еще	1	2
1165	законов и	1	2
1166	для изображения	1	2
1167	сущности к	1	2
1168	мы встретим	2	2
1169	именно таким	2	2
1170	понять что	1	2
1171	в построении	4	2
1172	для самого	1	2
1173	к сожалению	2	2
1174	он уже	1	2
1175	характерная для	1	2
1176	всеми ее	1	2
1177	с тремя	1	2
1178	почему он	1	2
1179	условий и	1	2
1180	жизни а	1	2
1181	которой не	2	2
1182	существенным образом	1	2
1183	героя в	1	2
1184	что большинство	1	2
1185	хотя в	3	2
1186	дает и	1	2
1187	с каждым	1	2
1188	или к	2	2
1189	и наш	1	2
1190	том и	1	2
1191	акта в	1	2
1192	находит и	1	2
1193	его образ	1	2
1194	которому принадлежит	1	2
1195	предполагать что	1	2
1196	этот день	1	2
1197	из глаз	1	2
1198	замечая что	1	2
1199	героев и	1	2
1200	различие между	1	2
1201	нет в	1	2
1202	кого не	1	2
1203	италии и	1	2
1204	против их	1	2
1205	гуманизм и	1	2
1206	бросается в	1	2
1207	он требует	1	2
1208	оба эти	1	2
1209	такую же	3	2
1210	и поэтому	5	2
1211	чем они	3	2
1212	смеха у	1	2
1213	за плату	2	2
1214	можем судить	2	2
1215	только один	2	2
1216	ближе всего	1	2
1217	вот этот	1	2
1218	на которые	3	2
1219	в споре	1	2
1220	связанного с	1	2
1221	у женщин	3	2
1222	как только	2	2
1223	за пределами	3	2
1224	свою жену	1	2
1225	и раньше	1	2
1226	ли можно	1	2
1227	мы у	1	2
1228	кончается эта	1	2
1229	и новой	2	2
1230	ряд моментов	1	2
1231	в память	1	2
1232	входящих в	1	2
1233	своего соседа	1	2
1234	моменты в	1	2
1235	характерные для	2	2
1236	будто он	1	2
1237	именно к	1	2
1238	этом случае	2	2
1239	находятся в	1	2
1240	что ему	4	2
1241	время своего	1	2
1242	вкладывает в	1	2
1243	он делает	1	2
1244	не без	2	2
1245	не оказывать	1	2
1246	то мы	2	2
1247	в первую	2	2
1248	однако не	1	2
1249	что ни	7	2
1250	теми же	1	2
1251	в сопровождении	3	2
1252	однако по	3	2
1253	в стороне	1	2
1254	в сборнике	1	2
1255	и я	3	2
1256	в такой	1	2
1257	своем роде	1	2
1258	вследствие чего	1	2
1259	бы совершенно	1	2
1260	и таким	1	2
1261	уже за	1	2
1262	как все	1	2
1263	городов и	2	2
1264	тем чем	1	2
1265	не считая	3	2
1266	умер от	1	2
1267	для исполнения	1	2
1268	а его	2	2
1269	достаточно назвать	1	2
1270	в самых	1	2
1271	изображен в	1	2
1272	характера в	2	2
1273	материал для	2	2
1274	попав в	1	2
1275	мы должны	1	2
1276	у того	6	2
1277	уже после	1	2
1278	написано в	1	2
1279	не с	2	2
1280	же что	1	2
1281	встреча с	1	2
1282	к которой	1	2
1283	этому поводу	1	2
1284	на несколько	1	2
1285	могло быть	2	2
1286	о рождении	1	2
1287	традиции на	1	2
1288	их на	1	2
1289	в так	1	2
1290	в каком-то	1	2
1291	если она	2	2
1292	не надо	2	2
1293	не можем	1	2
1294	больше того	2	2
1295	пьеса эта	1	2
1296	всего это	2	2
1297	когда все	1	2
1298	случае в	1	2
1299	по тому	4	2
1300	же объясняется	2	2
1301	и другую	1	2
1302	к числу	2	2
1303	они уже	1	2
1304	этого жанра	1	2
1305	намека на	1	2
1306	не являются	1	2
1307	в какой	4	2
1308	ли ему	1	2
1309	то ли	4	2
1310	несколько десятков	1	2
1311	на сцену	2	2
1312	на свой	1	2
1313	в v	1	2
1314	и отец	2	2
1315	если он	3	2
1316	с еще	1	2
1317	его отношение	1	2
1318	название города	1	2
1319	дома и	3	2
1320	в речах	1	2
1321	которое не	1	2
1322	характерную для	1	2
