N	3gram	Potebnia_M	RusskieA
216	состоит не только	1	1
217	по меньшей мере	1	1
218	это и не	1	1
219	ни с одним	1	1
220	смотрели на него	1	1
221	о котором речь	1	1
222	с места и	1	1
223	в них в	1	1
224	с а а	1	1
225	что в нем	1	1
226	быть доказано и	1	1
227	в собственном смысле	2	1
228	так и из	1	1
229	мы можем предположить	2	1
230	так что в	2	1
231	в связь с	1	1
232	одна и та	2	1
233	на первый взгляд	1	1
234	такой взгляд на	1	1
235	в разное время	3	1
236	что его окружает	1	1
237	тогда как в	2	1
238	в таких случаях	2	1
239	вне связи с	2	1
240	что чем больше	1	1
241	потому что они	1	1
242	то время как	3	1
243	что и в	4	1
244	то есть когда	1	1
245	только как символ	1	1
246	том что ее	1	1
247	состоящее в том	1	1
248	потому что по	1	1
249	он был бы	1	1
250	сводится к тому	1	1
251	мы можем судить	1	1
