N	3gram	Bakhtin_Pr	KulturaY
91	хотя и не	3	2
92	не находится в	1	2
93	в целом и	1	2
94	в известной мере	3	2
95	что с точки	1	2
96	так как он	1	2
97	для этой цели	1	2
98	собственном смысле слова	1	2
99	в ее целом	1	2
100	если мы теперь	1	2
101	в одном из	1	2
102	того как мы	1	2
103	лишь тогда когда	1	2
104	в узком смысле	1	2
105	а вместе с	1	2
106	и тем же	1	2
107	это вовсе не	1	2
108	и еще один	1	2
109	один и тот	1	2
110	прежде всего в	1	2
111	можно сказать что	6	2
112	то что мы	1	2
113	и той же	1	2
114	по сравнению с	6	2
115	теперь несколько слов	1	2
116	до некоторой степени	1	2
117	вовсе еще не	1	2
118	не что иное	1	2
119	что мы имеем	1	2
120	одним и тем	1	2
121	с помощью этого	1	2
122	одной и той	1	2
123	роман в письмах	1	2
124	мы не знаем	1	2
125	мы имеем в	3	2
126	тем или иным	1	2
127	в широком смысле	2	2
128	а вовсе не	1	2
129	что иное как	1	2
130	также и в	1	2
131	несколько слов о	3	2
132	ровно ничего не	2	2
133	хотя и здесь	1	2
134	потому что они	1	2
135	может быть и	2	2
136	о характере этого	1	1
137	в ней все	1	1
138	бы до некоторой	1	1
139	лежат в области	1	1
140	точки зрения например	1	1
141	прежде всего наше	1	1
142	вообще в области	1	1
143	между ними и	1	1
144	не все равно	1	1
145	соответствии со специфическими	1	1
146	их сознания как	1	1
147	все то что	2	1
148	широком смысле то	1	1
149	в письме к	1	1
150	то это вовсе	1	1
151	смысле слова и	1	1
152	о которой мы	1	1
153	которая как мы	1	1
154	и где он	1	1
155	отношение к слову	3	1
156	этом смысле имеет	1	1
157	то что он	1	1
158	свою мысль так	1	1
159	пожалуй во всей	2	1
160	этом смысле можно	1	1
161	связанная с этим	1	1
162	знает что он	1	1
163	он уже не	1	1
164	я не хочу	1	1
165	между ними как	1	1
166	в сущности все	1	1
167	не в этом	1	1
168	не укладываются в	1	1
169	язык в его	1	1
170	к своему предмету	1	1
171	в ней на	1	1
172	до наших дней	3	1
173	в своих письмах	1	1
174	в соответствии со	1	1
175	однако подчеркнуть что	1	1
176	души по мытарствам	1	1
177	в братьях карамазовых	4	1
178	здесь же мы	1	1
179	более широкое значение	2	1
180	все эти темы	2	1
181	не язык как	1	1
182	и сюжетная ситуация	1	1
183	диалектическую позицию по	1	1
184	значение рядом с	1	1
185	нас прежде всего	2	1
186	и некоторые другие	1	1
187	конечно далеко не	1	1
188	все более и	1	1
189	именно потому что	1	1
190	это в сущности	1	1
191	есть не что	1	1
192	нет разумеется никакой	1	1
193	нашей точки зрения	1	1
194	и вступают в	1	1
195	когда он является	1	1
196	как мы видим	1	1
197	это конечно не	2	1
198	один из самых	1	1
199	но только в	2	1
200	и тем самым	1	1
201	в кругу друзей	1	1
202	глубокое принципиальное значение	1	1
203	разумеется никакой необходимости	1	1
204	и никогда не	1	1
205	мы можем закончить	1	1
206	же из них	1	1
207	широкое распространение в	1	1
208	и во многих	2	1
209	но это уже	1	1
210	то же самое	1	1
211	не укладывается в	1	1
212	это своего рода	2	1
213	лицом к лицу	1	1
214	же время как	1	1
215	мы наблюдаем здесь	1	1
216	языка а не	1	1
217	убеждение в том	1	1
218	и более широкое	1	1
219	берет на себя	1	1
220	все же есть	1	1
221	в разной степени	1	1
222	и не может	6	1
223	а также и	3	1
224	что в большинстве	2	1
225	если эти два	1	1
226	с нашей точки	1	1
227	в этих случаях	1	1
228	как своего рода	2	1
229	в пределах данного	1	1
230	пиковая дама это	1	1
231	но прежде всего	1	1
232	заключается в его	1	1
233	так как если	1	1
234	которой мы говорили	1	1
235	вместе с ним	1	1
236	мы находим в	3	1
237	мы можем говорить	2	1
238	если только они	2	1
239	особо нужно отметить	1	1
240	одним из самых	1	1
241	но и в	2	1
242	хотя бы до	1	1
243	резко отличны от	1	1
244	не в них	1	1
245	но это же	1	1
246	не с точки	1	1
247	но она не	1	1
248	в чем же	1	1
249	так как мы	1	1
250	в сущности на	1	1
251	словом то есть	1	1
252	в связи со	1	1
253	и со всем	1	1
254	необходимо указать на	1	1
255	имеем в виду	3	1
256	но в нем	1	1
257	еще раз подчеркнуть	2	1
258	следует отметить что	2	1
259	как и в	4	1
260	концы с концами	1	1
261	только одним из	1	1
262	обратим прежде всего	1	1
263	от друга в	1	1
264	на некоторых других	1	1
265	но тут же	1	1
266	так как слово	1	1
267	одном из своих	1	1
268	на тему об	1	1
269	то это был	1	1
270	более и более	1	1
271	и может быть	1	1
272	но к этому	1	1
273	может служить как	1	1
274	ни за что	1	1
275	и их отношений	1	1
276	в одной из	1	1
277	в этом его	1	1
278	очень широкое распространение	1	1
279	и с точки	1	1
280	дело в том	3	1
281	есть в этом	1	1
282	и другие но	1	1
283	одно и то	1	1
284	оно должно быть	2	1
285	и все его	1	1
286	вопрос о возможности	1	1
287	и не находится	1	1
288	он не знает	2	1
289	время как будто	1	1
290	литературного жанра в	1	1
291	есть прежде всего	1	1
292	с самого начала	4	1
293	убедиться в этом	1	1
294	и то что	1	1
295	язык с его	1	1
296	что касается до	1	1
297	не может обойтись	1	1
298	выходит за пределы	1	1
299	вовсе не был	1	1
300	или иной форме	1	1
301	к ним как	1	1
302	никогда не может	2	1
303	как мы сказали	4	1
304	и не о	1	1
305	служить как бы	1	1
306	может быть использована	1	1
307	раз подчеркнуть что	1	1
308	он все еще	1	1
309	то что я	1	1
310	в предисловии к	1	1
311	у достоевского и	2	1
312	или еще более	1	1
313	только в тех	1	1
314	мы находим и	1	1
315	далеко не всегда	1	1
316	в нем есть	1	1
317	остается в пределах	1	1
318	это было бы	1	1
319	целом и в	1	1
