N	2gram	Vygotskiy_	VrazhdaK
347	в развитии	46	1
348	существуют в	1	1
349	с помощью	64	1
350	он принимает	1	1
351	в частности	4	1
352	не будет	2	1
353	характерно для	1	1
354	и лишь	1	1
355	довольно удачно	1	1
356	целым рядом	3	1
357	не могло	1	1
358	совпадают с	5	1
359	но они	4	1
360	и их	4	1
361	говорить о	1	1
362	что эта	2	1
363	одно и	7	1
364	не об	1	1
365	всех этих	2	1
366	точно так	4	1
367	общие черты	1	1
368	чтобы потом	1	1
369	как он	8	1
370	в форме	2	1
371	вслед за	4	1
372	этот факт	1	1
373	человека т.е	1	1
374	доходит до	1	1
375	этом смысле	7	1
376	тем самым	6	1
377	у человека	2	1
378	проникнуть в	1	1
379	по своей	12	1
380	от того	8	1
381	которую он	2	1
382	в обоих	2	1
383	человека и	6	1
384	в каком	3	1
385	каждый из	2	1
386	свою очередь	3	1
387	через него	1	1
388	и можно	1	1
389	составляет самую	1	1
390	и т.д	8	1
391	у которого	1	1
392	указания на	1	1
393	идет о	2	1
394	этот период	1	1
395	как известно	7	1
396	с другой	11	1
397	было бы	15	1
398	это же	2	1
399	вопросу о	1	1
400	некоторое время	2	1
401	что же	1	1
402	я думаю	1	1
403	как на	2	1
404	связывает с	1	1
405	и несомненно	1	1
406	последнего в	1	1
407	известном смысле	2	1
408	которых он	2	1
409	однако в	2	1
410	в плане	2	1
411	что для	1	1
412	бы его	1	1
413	ключ к	5	1
414	той же	8	1
415	заключается в	22	1
416	как правило	2	1
417	могут быть	9	1
418	только по	1	1
419	за него	1	1
420	это можно	1	1
421	до конца	2	1
422	в высшей	11	1
423	к которому	6	1
424	и раньше	1	1
425	во многих	3	1
426	что только	1	1
427	что характер	1	1
428	только при	2	1
429	в первой	1	1
430	и от	5	1
431	роль играет	1	1
432	во всей	3	1
433	в силу	9	1
434	на этот	5	1
435	это мнение	1	1
436	такой же	4	1
437	так это	1	1
438	в уме	1	1
439	идет не	1	1
440	не стоит	2	1
441	тем это	1	1
442	не все	1	1
443	этом отношении	9	1
444	а следовательно	1	1
445	всяком случае	10	1
446	конце концов	1	1
447	уже по	2	1
448	независимо от	5	1
449	друг друга	7	1
450	материал и	2	1
451	с ее	5	1
452	бы в	5	1
453	не просто	3	1
454	того же	12	1
455	в целом	22	1
456	и общественную	1	1
457	свои собственные	1	1
458	едва ли	6	1
459	одного и	5	1
460	в известной	1	1
461	вплоть до	1	1
462	последовательность в	1	1
463	и самый	1	1
464	к нему	1	1
465	он оказался	1	1
466	высшей степени	11	1
