N	2gram	Losev_Dial	Myslijsy
139	прежде всего	14	15
140	думать что	3	15
141	тому как	1	15
142	на деле	2	14
143	все же	9	14
144	в одно	5	14
145	в природе	1	14
146	в котором	5	14
147	то в	8	14
148	связи с	3	14
149	так сказать	1	14
150	во всех	3	14
151	когда мы	3	14
152	столь же	1	14
153	бы ни	3	14
154	там где	1	14
155	мере того	1	14
156	должны быть	2	14
157	сам по	8	14
158	в истории	1	14
159	же время	9	14
160	и без	1	14
161	мысли в	2	14
162	мы должны	6	14
163	само по	7	14
164	например в	2	13
165	а между	1	13
166	как на	1	13
167	из них	5	13
168	что все	2	13
169	в смысле	5	13
170	т п	3	13
171	есть для	2	13
172	и все	11	13
173	том смысле	4	13
174	зависит от	1	13
175	образом в	1	13
176	и может	7	13
177	и его	6	13
178	от него	4	12
179	одно из	2	12
180	другой стороны	7	12
181	до сих	4	12
182	более или	5	12
183	мысли о	1	12
184	это последнее	1	12
185	не то	9	12
186	никогда не	18	12
187	и при	3	12
188	хотя и	4	12
189	быть только	3	12
190	и вместе	2	12
191	в чем	9	12
192	сих пор	4	12
193	в каждом	4	12
194	оно не	2	12
195	все остальные	1	12
196	всяком случае	3	12
197	что же	5	12
198	относится к	2	12
199	друг друга	1	12
200	только потому	4	12
201	что такое	13	12
202	все это	14	12
203	есть в	2	12
204	или менее	5	12
205	тем более	2	12
206	человека и	2	12
207	как мы	5	12
208	что на	2	12
209	все что	2	11
210	и если	5	11
211	что человек	2	11
212	только для	1	11
213	только на	3	11
214	и это	6	11
215	к нему	12	11
216	в состоянии	2	11
217	души и	1	11
218	его в	3	11
219	и притом	7	11
220	подобно тому	1	11
221	в силу	6	11
222	сами по	4	11
223	того чтобы	1	11
224	к ней	4	11
225	той же	1	11
226	с нею	3	11
227	что для	3	11
228	что например	1	11
229	если не	1	11
230	и вообще	10	11
231	к одному	1	11
232	и только	5	11
233	другими словами	2	11
234	и их	5	11
235	же что	1	11
236	указывает на	3	11
237	же в	2	11
238	и с	10	10
239	хотя бы	6	10
240	одной стороны	3	10
241	одной и	1	10
242	представить себе	2	10
243	мы видим	6	10
244	и мы	8	10
245	это слово	1	10
246	не от	1	10
247	и следовательно	7	10
248	что как	2	10
249	в других	1	10
250	бы в	3	10
251	если же	2	10
252	тем и	1	10
253	и от	5	10
254	и есть	20	10
255	он не	5	10
256	то время	3	10
257	образа и	2	10
258	мы говорим	6	10
259	том как	1	10
260	тех пор	2	10
261	если мы	3	10
262	тем же	3	10
263	и для	2	10
264	образ и	5	10
265	и другое	3	10
266	так в	1	10
267	и понимания	1	10
268	между прочим	1	10
269	по которому	2	10
270	только по	1	10
271	тому что	4	10
272	то не	4	9
273	и даже	23	9
274	вопрос о	3	9
275	во многих	1	9
276	об отношении	6	9
277	на него	2	9
278	что она	18	9
279	на язык	1	9
280	зрения и	2	9
281	поэзии и	4	9
282	что хотя	1	9
283	могли бы	1	9
284	о происхождении	1	9
285	во время	2	9
286	одного и	1	9
287	от нее	1	9
288	не будет	2	9
289	один из	3	9
290	известно что	1	9
291	себе не	7	9
292	самом деле	6	9
293	никто не	2	9
294	в сравнении	1	9
295	с точки	18	9
296	слова для	1	9
297	таком случае	2	9
298	это было	4	9
299	не все	1	9
300	разница между	2	9
301	и других	1	9
302	далеко не	2	9
303	в целом	1	9
304	и о	4	9
305	можно сказать	10	9
306	во всем	3	8
307	по тому	1	8
308	которые не	2	8
309	говорить о	9	8
310	не как	4	8
311	но все	5	8
312	вслед за	2	8
313	от одного	1	8
314	мы называем	1	8
315	именно в	4	8
316	что по	3	8
317	их в	2	8
318	так например	1	8
319	была бы	4	8
320	что даже	2	8
321	что они	8	8
322	только не	2	8
323	мы в	2	8
324	одно и	8	8
325	для мысли	1	8
326	что есть	2	8
327	не так	1	8
328	можно видеть	1	8
329	с ними	4	8
330	в которых	2	8
331	между ними	1	8
332	внимание на	1	8
333	и тогда	4	8
334	остается только	2	8
335	при помощи	1	8
336	и той	1	8
337	на другие	1	8
338	нельзя сказать	4	8
339	тот же	1	8
340	говоря о	2	8
341	то мы	2	8
342	на самом	5	8
343	все равно	7	8
344	или в	2	8
345	и более	7	8
346	такое же	1	8
347	помнить что	2	8
348	на все	2	8
349	или что	2	8
350	по его	1	8
351	с этой	3	7
352	в разных	6	7
353	но что	10	7
354	все эти	4	7
355	к другим	1	7
356	в жизни	3	7
357	но мы	3	7
358	в данном	5	7
359	не существует	8	7
360	даже и	3	7
361	этого последнего	1	7
362	не всегда	2	7
363	превращается в	2	7
364	самого начала	2	7
365	видно что	2	7
366	для понимания	1	7
367	что содержание	1	7
368	что именно	3	7
369	к этому	2	7
370	что у	3	7
371	то оно	4	7
372	несмотря на	12	7
373	или не	5	7
374	столько же	1	7
375	судить о	2	7
376	прибавить что	1	7
377	из одного	1	7
378	в эту	1	7
379	на себе	3	7
380	поэтическое произведение	2	7
381	но как	7	7
382	в своих	1	7
383	когда я	2	7
384	она не	10	7
385	не были	1	7
386	и та	8	7
387	за пределы	4	7
388	этом смысле	4	7
389	бы было	1	7
390	могла бы	2	7
391	них не	1	7
392	в животном	1	7
393	а как	1	7
394	воспоминание о	1	7
395	допустим что	1	7
396	все в	2	7
397	к одной	1	7
398	его с	6	7
399	от нас	1	7
400	находятся в	1	7
401	не более	1	7
402	себя и	1	7
403	о котором	2	7
404	бы и	4	7
405	развития и	2	7
406	и теперь	1	7
407	только один	2	7
408	то все	1	7
409	и во	1	7
410	мысли не	1	7
411	из него	1	7
412	дает нам	2	7
413	за собою	1	7
414	сама по	12	7
415	как она	7	7
416	один и	1	7
417	его к	1	7
418	с самого	2	7
419	в искусстве	2	7
420	не с	5	7
421	на это	1	7
422	не знаем	1	7
423	место в	1	7
424	и к	8	6
425	можно заметить	1	6
426	сколько и	1	6
427	заметим что	1	6
428	есть наука	3	6
429	же и	11	6
430	образом и	3	6
431	в виду	9	6
432	вопрос об	5	6
433	если и	2	6
434	его на	1	6
435	а именно	3	6
436	в своей	9	6
437	есть то	2	6
438	одно время	3	6
439	между двумя	1	6
440	как оно	1	6
441	себе в	1	6
442	к ним	3	6
443	к которому	1	6
444	связанное с	1	6
445	она есть	12	6
446	это будет	2	6
447	ни было	2	6
448	в ее	3	6
449	у него	2	6
450	но он	3	6
451	есть явление	1	6
452	в мире	3	6
453	эти последние	3	6
454	мы уже	8	6
455	хотя в	3	6
456	же самое	3	6
457	главным образом	2	6
458	друг другу	4	6
459	но есть	2	6
460	оно есть	5	6
461	показывает что	2	6
462	и самое	1	6
463	в последнем	1	6
464	должна быть	5	6
465	в сущности	2	6
466	никак не	6	6
467	от другого	1	6
468	от их	2	6
469	что поэзия	5	6
470	имеет значение	1	6
471	заключается в	4	6
472	как при	1	6
473	которые могут	1	6
474	может стать	1	6
475	да и	11	6
476	друг от	1	6
477	ничего общего	4	6
478	явлений и	3	6
479	язык и	1	6
480	сознание и	1	6
481	и уже	4	6
482	в этой	3	6
483	и до	2	6
484	как например	2	6
485	мог бы	3	6
486	при котором	1	6
487	в образе	1	6
488	слово и	1	6
489	но если	6	6
490	но на	1	6
491	мысли которая	1	6
492	в основании	1	6
493	что с	2	6
494	то он	2	6
495	в их	5	6
496	в виде	2	6
497	что ни	3	6
498	от друга	1	6
499	и слова	3	6
500	на нее	2	6
501	в стороне	1	6
502	в звуках	1	6
503	при таком	1	6
504	что между	1	6
505	на его	1	6
506	форма в	1	6
507	об этом	7	6
508	и неудовольствия	1	6
509	все более	1	6
510	его не	7	6
511	как он	5	6
512	смотрит на	1	6
513	поэзия и	2	6
514	в один	3	6
515	понятия и	1	6
516	оно должно	2	6
517	жизни и	9	6
518	в создании	1	6
519	в той	4	5
520	человеческой жизни	2	5
521	были бы	3	5
522	даже в	6	5
523	формы в	1	5
524	или нет	6	5
525	на нас	1	5
526	и значение	1	5
527	в некотором	1	5
528	времени и	10	5
529	но самое	1	5
530	и другим	1	5
531	уже и	5	5
532	когда в	1	5
533	природы в	1	5
534	к другой	1	5
535	поэзия есть	1	5
536	но даже	1	5
537	но эти	1	5
538	конечно не	9	5
539	его содержание	1	5
540	на ней	1	5
541	с другим	1	5
542	том чтобы	1	5
543	ли она	1	5
544	на предмет	1	5
545	из поэзии	1	5
546	чувства в	1	5
547	уже по	1	5
548	или лучше	1	5
549	сравнении с	1	5
550	что то	1	5
551	на которую	1	5
552	время и	2	5
553	на том	1	5
554	из того	2	5
555	а с	2	5
556	во внимание	2	5
557	которое в	2	5
558	свет и	2	5
559	одна из	1	5
560	о которых	2	5
561	и у	2	5
562	природы а	1	5
563	оно и	1	5
564	можно было	5	5
565	но только	6	5
566	если это	3	5
567	природы и	2	5
568	оно имеет	1	5
569	можно только	4	5
570	если в	5	5
571	отличное от	2	5
572	время как	7	5
573	все то	1	5
574	и поэзии	4	5
575	из которого	1	5
576	к другому	1	5
577	что вообще	1	5
578	известной степени	1	5
579	самое это	1	5
580	перед нами	3	5
581	в организме	1	5
582	вытекает из	1	5
583	мы его	1	5
584	мысли об	1	5
585	для нее	2	5
586	отношении к	3	5
587	ее не	1	5
588	общего с	6	5
589	и здесь	1	5
590	с каким	1	5
591	они не	3	5
592	это можно	2	5
593	мы имеем	4	5
594	а это	2	5
595	указание на	1	5
596	слова а	1	5
597	нет ничего	1	5
598	бы для	1	5
599	то к	1	5
600	стремится к	2	5
601	виду что	2	5
602	в какой	3	5
603	от своего	1	5
604	света и	3	5
605	но уже	3	5
606	в области	2	5
607	что эти	3	5
608	не говоря	1	5
609	мертвых душ	1	5
610	а к	1	5
611	бы только	2	5
612	говорим что	3	5
613	но при	1	5
614	здесь только	1	5
615	субъекта и	4	5
616	есть всегда	13	5
617	этого не	1	5
618	как не	4	5
619	как же	8	5
620	при других	1	5
621	не по	2	5
622	отношение к	5	5
623	мысли если	1	5
624	не к	2	5
625	себе а	2	5
626	и объекта	4	4
627	человек может	1	4
628	или по	2	4
629	еще более	3	4
630	из нее	2	4
631	равно как	1	4
632	от всего	2	4
633	поэтический образ	7	4
634	мы только	1	4
635	как именно	1	4
636	сами собою	1	4
637	в другом	6	4
638	был бы	1	4
639	имея в	1	4
640	чего не	1	4
641	есть ни	7	4
642	не что	4	4
643	должен бы	1	4
644	с чем	2	4
645	явление не	1	4
646	иначе и	3	4
647	без которой	1	4
648	что иное	4	4
649	но так	2	4
650	меня то	3	4
651	все признаки	1	4
652	все его	3	4
653	проявляется в	2	4
654	есть такая	1	4
655	не знает	2	4
656	не говорит	4	4
657	но совершенно	2	4
658	я и	3	4
659	в связи	3	4
660	от этого	5	4
661	не иначе	1	4
662	сами не	2	4
663	и быть	2	4
664	и цвета	1	4
665	понимание есть	2	4
666	некотором смысле	1	4
667	на этом	4	4
668	тех и	1	4
669	не дает	1	4
670	на другой	1	4
671	образ как	2	4
672	кажется что	1	4
673	бы они	1	4
674	чем больше	1	4
675	не могла	1	4
676	иметь в	4	4
677	того кто	2	4
678	не зная	2	4
679	на который	1	4
680	его как	1	4
681	в поэзии	8	4
682	ничего не	19	4
683	из этого	2	4
684	из глубины	1	4
685	и чем	1	4
686	чтобы не	6	4
687	взгляд на	3	4
688	та же	6	4
689	душе и	1	4
690	бы мы	2	4
691	имеет место	1	4
692	ни в	20	4
693	это есть	13	4
694	том и	1	4
695	не на	1	4
696	но без	3	4
697	так или	3	4
698	этой точки	2	4
699	в наших	1	4
700	ее с	1	4
701	и между	1	4
702	тела и	3	4
703	отношения к	3	4
704	в выражении	1	4
705	и они	3	4
706	и так	2	4
707	эта последняя	1	4
708	что бы	1	4
709	все они	2	4
710	здесь как	2	4
711	только одно	1	4
712	как средство	1	4
713	в понятие	1	4
714	не потому	5	4
715	более и	2	4
716	он есть	6	4
717	образа в	2	4
718	начиная с	1	4
719	его только	1	4
720	он может	3	4
721	мы сами	2	4
722	только о	3	4
723	ему в	1	4
724	смысле что	3	4
725	данном случае	1	4
726	не во	1	4
727	сознания и	8	4
728	одна и	5	4
729	на что	3	4
730	что первое	1	4
731	этом отношении	2	4
732	будет ли	2	4
733	в науке	3	4
734	как нечто	5	4
735	но с	4	4
736	себе что	1	4
737	что будет	1	4
738	но эта	4	4
739	дело в	1	4
740	в ту	1	4
741	или даже	1	4
742	к своему	1	4
743	по своему	4	4
744	в такой	1	4
745	мы находим	7	4
746	и оно	2	4
747	пока не	2	4
748	этой теории	1	4
749	бы совершенно	1	4
750	на них	1	4
751	самый предмет	1	4
752	есть произведение	1	4
753	что касается	3	4
754	но она	4	4
755	есть и	11	4
756	когда оно	2	4
757	стороны и	4	4
758	только то	7	4
759	собственно говоря	5	4
760	что можно	1	4
761	явления и	1	4
762	без нее	2	4
763	во многом	1	4
764	одного из	1	4
765	а можно	1	4
766	в голову	2	4
767	бытия и	1	4
768	такой же	2	4
769	к новому	1	4
770	иное как	4	4
771	они имеют	1	3
772	каждой из	1	3
773	мы и	3	3
774	говоря уже	1	3
775	к этой	1	3
776	бы даже	1	3
777	сказать чтобы	1	3
778	потом уже	5	3
779	это значит	18	3
780	кроме того	2	3
781	и говорить	4	3
782	в результате	2	3
783	ясно что	11	3
784	в различных	2	3
785	и которые	1	3
786	их не	1	3
787	на мир	2	3
788	на свою	1	3
789	которое по	1	3
790	из всего	2	3
791	я могу	2	3
792	на первый	2	3
793	чем бы	1	3
794	на одном	1	3
795	слов об	1	3
796	также что	2	3
797	отражается в	1	3
798	первый взгляд	2	3
799	тем в	1	3
800	я вижу	1	3
801	на природу	2	3
802	ответить на	1	3
803	не прямо	1	3
804	что этот	3	3
805	как та	1	3
806	должно было	1	3
807	себе все	1	3
808	что всякое	1	3
809	мы увидим	2	3
810	этом мы	1	3
811	с тою	1	3
812	которая не	2	3
813	уже о	1	3
814	могут не	1	3
815	вообще как	1	3
816	и когда	5	3
817	так а	1	3
818	так то	2	3
819	именно так	1	3
820	быть в	5	3
821	содержание его	1	3
822	можем сказать	3	3
823	он сам	6	3
824	она может	1	3
825	от себя	1	3
826	бы это	1	3
827	к ее	1	3
828	никакой возможности	1	3
829	которые в	1	3
830	а потом	9	3
831	несколько слов	1	3
832	свое состояние	1	3
833	есть выражение	4	3
834	или наоборот	2	3
835	менее в	1	3
836	от его	1	3
837	его самого	3	3
838	об одном	3	3
839	есть одно	1	3
840	что уже	3	3
841	мы знаем	1	3
842	тогда и	2	3
843	него самого	1	3
844	же путем	2	3
845	может иметь	6	3
846	и сама	1	3
847	бы что	1	3
848	природу и	1	3
849	и человек	2	3
850	не была	1	3
851	вкуса и	1	3
852	что за	1	3
853	но для	2	3
854	сходство с	2	3
855	вопрос почему	1	3
856	человек и	2	3
857	большею частью	4	3
858	есть именно	1	3
859	его жизни	1	3
860	образ есть	1	3
861	же касается	1	3
862	себе и	5	3
863	действительности и	4	3
864	тех которые	1	3
865	чтобы понять	3	3
866	притом так	1	3
867	при чтении	1	3
868	перехода от	1	3
869	что нет	1	3
870	совсем не	1	3
871	как человек	1	3
872	то уже	1	3
873	образ не	3	3
874	здесь мы	1	3
875	как это	8	3
876	что эта	5	3
877	в образ	2	3
878	даже не	4	3
879	выражается в	1	3
880	явления природы	1	3
881	но всегда	2	3
882	я в	3	3
883	и др	2	3
884	не значит	6	3
885	значить что	1	3
886	мы будем	2	3
887	теми же	1	3
888	в общем	2	3
889	по направлению	3	3
890	значило бы	2	3
891	сказать о	1	3
892	значит что	25	3
893	разве только	1	3
894	и ее	1	3
895	его мысль	1	3
896	и стало	6	3
897	когда уже	1	3
898	значения и	1	3
899	не идет	2	3
900	говорим не	2	3
901	и из	6	3
902	для них	1	3
903	в отношении	5	3
904	к самому	3	3
905	при известных	1	3
906	ни о	5	3
907	их и	1	3
908	дать себе	1	3
909	из тех	1	3
910	она и	2	3
911	эти явления	1	3
912	как о	2	3
913	нам возможность	1	3
914	связанные с	3	3
915	разные времена	1	3
916	разница в	1	3
917	всем этом	1	3
918	а если	1	3
919	и состоит	2	3
920	поэзия как	1	3
921	значение этого	1	3
922	это то	1	3
923	таком виде	1	3
924	и поэтому	1	3
925	это только	3	3
926	у меня	4	3
927	время в	1	3
928	что понятие	1	3
929	именно на	1	3
930	переносном смысле	1	3
931	мы хотим	1	3
932	взгляда на	2	3
933	наука не	10	3
934	известного рода	1	3
935	что здесь	4	3
936	без всякого	3	3
937	именно то	1	3
938	котором мы	1	3
939	до известной	1	3
940	здесь не	1	3
941	можно сравнить	1	3
942	сама она	1	3
943	жизни не	1	3
944	и поэзия	2	3
945	невозможна без	3	3
946	и наконец	1	3
947	что ему	1	3
948	после этого	3	3
949	ничем не	4	3
950	этой стороны	2	3
951	ни с	8	3
952	ее в	2	3
953	без них	1	3
954	не нужен	1	3
955	что значит	1	3
956	для всякого	2	3
957	наоборот в	2	3
958	ему только	1	3
959	и всегда	1	3
960	с которым	2	3
961	однако не	1	3
962	природы есть	1	3
963	и непосредственно	1	3
964	или иначе	3	3
965	себя а	1	3
966	а то	1	3
967	случае не	4	3
968	нам на	1	3
969	и я	3	3
970	разницы между	1	3
971	в новом	1	3
972	нисколько не	7	3
973	идеи и	5	3
974	такое значение	1	3
975	должен быть	2	3
976	что законы	1	3
977	сказать несколько	1	3
978	в пример	1	3
979	в одной	4	3
980	с первого	2	3
981	совмещает в	1	3
982	как ни	3	3
983	отличие от	1	3
984	которую мы	1	3
985	это в	1	3
986	в самых	1	3
987	который мы	1	3
988	пор не	1	3
989	форма есть	2	3
990	в развитии	1	3
991	этого образа	1	3
992	человека с	1	3
993	или как	2	3
994	и совершенно	4	3
995	частный случай	1	3
996	нас самих	1	3
997	различие в	1	3
998	душе а	1	3
999	происходит в	2	3
1000	как будто	7	3
1001	лишь по	1	3
1002	для этого	2	3
1003	которой мы	1	3
1004	без помощи	1	3
1005	можем судить	1	2
1006	к другу	2	2
1007	ощущение боли	2	2
1008	еще раз	2	2
1009	можно говорить	2	2
1010	бы несколько	1	2
1011	друг в	1	2
1012	с живым	1	2
1013	форму но	1	2
1014	пришла к	1	2
1015	или только	1	2
1016	есть внешнее	1	2
1017	ровно ничего	5	2
1018	в субъекте	1	2
1019	следует что	2	2
1020	не зависит	1	2
1021	или быть	1	2
1022	время не	3	2
1023	а есть	4	2
1024	говорить что	2	2
1025	сходство между	1	2
1026	этом основании	1	2
1027	сходно с	1	2
1028	а напротив	1	2
1029	разной мере	1	2
1030	и сам	1	2
1031	не вся	2	2
1032	вообще но	1	2
1033	по одному	4	2
1034	оказывается только	1	2
1035	есть та	2	2
1036	или на	3	2
1037	такой вопрос	2	2
1038	уже на	1	2
1039	можно объяснить	1	2
1040	если он	1	2
1041	мы получаем	4	2
1042	стороны в	2	2
1043	духа в	1	2
1044	животный организм	1	2
1045	апперцепции в	1	2
1046	выйти из	3	2
1047	может существовать	1	2
1048	внимание что	1	2
1049	отличается от	3	2
1050	к чувственному	4	2
1051	в это	1	2
1052	тогда не	1	2
1053	и нет	2	2
1054	и образ	6	2
1055	действительность и	1	2
1056	наоборот что	1	2
1057	большей части	1	2
1058	говорится о	1	2
1059	понятно что	2	2
1060	во все	1	2
1061	что душа	1	2
1062	не непосредственно	1	2
1063	не могли	1	2
1064	и такие	1	2
1065	и история	1	2
1066	эта связь	1	2
1067	раз и	2	2
1068	части речи	1	2
1069	известных условиях	1	2
1070	в противоположность	6	2
1071	им самим	2	2
1072	что первая	1	2
1073	времени в	2	2
1074	не сама	3	2
1075	к своей	1	2
1076	сознания в	1	2
1077	уже было	1	2
1078	ни его	1	2
1079	убеждены что	1	2
1080	не об	1	2
1081	без этого	4	2
1082	людей и	1	2
1083	любви к	2	2
1084	нем есть	6	2
1085	в глаза	1	2
1086	но этот	1	2
1087	нам что	1	2
1088	в прошлом	1	2
1089	факт что	1	2
1090	может ли	1	2
1091	и еще	4	2
1092	уже более	1	2
1093	я с	1	2
1094	следующим образом	1	2
1095	можно понимать	1	2
1096	с этими	1	2
1097	как я	3	2
1098	но никак	1	2
1099	это что	2	2
1100	на те	1	2
1101	теории и	1	2
1102	и науки	3	2
1103	вообще мы	1	2
1104	нужно для	3	2
1105	одной точке	1	2
1106	имели бы	1	2
1107	в системе	2	2
1108	и искусство	1	2
1109	вопроса о	1	2
1110	но конечно	2	2
1111	себя в	2	2
1112	но сама	1	2
1113	поэзия не	1	2
1114	смысле как	1	2
1115	разумеется мы	1	2
1116	он все	1	2
1117	своего развития	2	2
1118	себе самом	2	2
1119	него как	1	2
1120	того и	3	2
1121	научного анализа	1	2
1122	эта особенность	1	2
1123	указать на	1	2
1124	остаются в	1	2
1125	есть форма	1	2
1126	форма и	2	2
1127	никакого другого	1	2
1128	для которой	1	2
1129	сравнить с	1	2
1130	как нет	1	2
1131	с тех	2	2
1132	смысле есть	1	2
1133	образ в	1	2
1134	других источников	1	2
1135	а тогда	1	2
1136	для своего	3	2
1137	и мертвых	1	2
1138	как с	2	2
1139	не выходя	2	2
1140	тому же	3	2
1141	существует только	1	2
1142	мы на	2	2
1143	от тех	1	2
1144	к чему	1	2
1145	и говорит	1	2
1146	не нуждается	9	2
1147	которые бы	1	2
1148	как его	1	2
1149	из уст	1	2
1150	из трех	1	2
1151	смотря по	2	2
1152	смысле и	1	2
1153	есть поэзия	2	2
1154	я не	9	2
1155	не отвлеченно	1	2
1156	же как	3	2
1157	из чего	1	2
1158	если я	1	2
1159	производит на	1	2
1160	точек зрения	3	2
1161	душу как	1	2
1162	именно с	1	2
1163	не нужно	2	2
1164	и отдельные	1	2
1165	замечаем что	1	2
1166	в немногих	1	2
1167	с образом	1	2
1168	что отношения	1	2
1169	только путем	1	2
1170	тут же	2	2
1171	что сущность	2	2
1172	и образа	2	2
1173	можно принять	1	2
1174	бы она	2	2
1175	от самого	3	2
1176	я думаю	1	2
1177	для понятия	1	2
1178	образе который	1	2
1179	самого образа	1	2
1180	в шутку	1	2
1181	ничего нового	2	2
1182	имеем дело	1	2
1183	еще для	1	2
1184	бы уже	1	2
1185	же это	6	2
1186	по своей	5	2
1187	то или	5	2
1188	содержание этого	1	2
1189	только свет	1	2
1190	как эта	1	2
1191	истории и	1	2
1192	и почему	1	2
1193	не вижу	1	2
1194	другой не	1	2
1195	которое бы	1	2
1196	бы оно	1	2
1197	свет не	1	2
1198	действительно есть	3	2
1199	люди не	1	2
1200	для чего	2	2
1201	себе как	3	2
1202	всех этих	4	2
1203	себе этот	1	2
1204	есть поэтическое	2	2
1205	еще одно	1	2
1206	понять что	1	2
1207	превращаются в	1	2
1208	к отождествлению	2	2
1209	и оставим	1	2
1210	время его	1	2
1211	его собственное	1	2
1212	друг к	2	2
1213	по форме	1	2
1214	этот закон	1	2
1215	убедиться что	2	2
1216	с такой	1	2
1217	и должно	3	2
1218	другого рода	2	2
1219	не всякий	2	2
1220	из которых	1	2
1221	переходит в	1	2
1222	под этим	1	2
1223	цвет а	1	2
1224	понятие которое	1	2
1225	отличаются от	1	2
1226	находим у	1	2
1227	оно ни	1	2
1228	которых и	1	2
1229	есть лишь	1	2
1230	всегда в	1	2
1231	его собственная	1	2
1232	понятия но	1	2
1233	это положение	1	2
1234	показать что	1	2
1235	пространство и	1	2
1236	есть слово	1	2
1237	и другому	1	2
1238	в одних	1	2
1239	существует и	1	2
1240	и звуки	1	2
1241	при более	1	2
1242	состоит из	3	2
1243	нет ни	4	2
1244	этим в	1	2
1245	есть такой	1	2
1246	что весьма	1	2
1247	зависимости от	2	2
1248	чтобы убедиться	2	2
1249	на их	1	2
1250	всей своей	1	2
1251	дальше и	2	2
1252	есть следовательно	1	2
1253	же есть	3	2
1254	красный цвет	3	2
1255	не сами	1	2
1256	все члены	1	2
1257	это и	6	2
1258	ни к	2	2
1259	его и	1	2
1260	и действий	1	2
1261	нас не	2	2
1262	не видеть	1	2
1263	уже из	1	2
1264	где нет	1	2
1265	его слово	1	2
1266	далее и	1	2
1267	не знали	1	2
1268	его свойство	1	2
1269	как из	3	2
1270	самых разнообразных	1	2
1271	хотя это	3	2
1272	если вместо	1	2
1273	мы получим	1	2
1274	убеждение в	1	2
1275	не будем	1	2
1276	и об	4	2
1277	не дело	1	2
1278	только тем	1	2
1279	к поэзии	1	2
1280	друга и	1	2
1281	знаем что	2	2
1282	от души	2	2
1283	только это	1	2
1284	было и	1	2
1285	только отвлеченное	1	2
1286	котором нет	1	2
1287	почему не	1	2
1288	есть его	2	2
1289	и там	1	2
1290	нет и	2	2
1291	к науке	2	2
1292	в сфере	2	2
1293	а скорее	1	2
1294	имеет своим	1	2
1295	общее и	1	2
1296	а равно	1	2
1297	бы на	1	2
1298	ней самой	1	2
1299	процессов в	1	2
1300	восприятием и	1	2
1301	такие которые	1	2
1302	относиться к	3	2
1303	бы никакого	1	2
1304	только с	3	2
1305	еще дальше	1	2
1306	имеет и	1	2
1307	или другое	1	2
1308	в систему	1	2
1309	мы еще	2	2
1310	нею в	2	2
1311	весьма мало	1	2
1312	они были	2	2
1313	внешнее и	5	2
1314	д и	3	2
1315	человека но	2	2
1316	уже с	2	2
1317	жизни но	1	2
1318	душа не	1	2
1319	необходимостью как	1	2
1320	сознание есть	1	2
1321	в предмете	1	2
