N	4gram	Tiupa_Narr	DiskursI
76	в том что ни	1	1
77	автора слушающего читателя и	1	1
78	явление духа вследствие этой	1	1
79	говорящий ни слушающий не	1	1
80	диалогический момент в [...]	1	1
81	мифов-нарраций никогда не было	1	1
82	ту самую коммуникативную ситуацию	1	1
83	есть одновременно а закономерное	1	1
84	героя на первый взгляд	1	1
85	они сходятся в новом	1	1
86	общения это непосредственное воспроизведение	1	1
87	оставляет читателю апеллируя к	1	1
88	характерный эффект чеховского письма	1	1
89	нем осуществляется прямолинейная оценка	1	1
90	события событие о котором	1	1
91	четкий и двусмысленный четкий	1	1
92	момент в [...] смысл	1	1
93	герою своему искусно сохраните	1	1
94	должны предполагать наличие [...]	1	1
95	может претендовать на статус	1	1
96	в нем осуществляется прямолинейная	1	1
97	по природе своей не	1	1
98	не рассказывает а показывает	1	1
99	своем собственном мире напротив	1	1
100	содержание и того и	1	1
101	нарративность в качестве способности	1	1
102	рассказе о ней мифов-нарраций	1	1
103	рассказывания в этом последнем	2	1
104	черты характера среди любых	1	1
105	присутствия я в мире	1	1
106	этим создается характерный эффект	1	1
107	только в учебниках по	1	1
108	полюс подлинного положителен по	1	1
109	и социальные характеристики другие	1	1
110	истине красоте и т.п	1	1
111	события эти происходят в	1	1
112	регулярности различных позиций субъективности	1	1
113	того о ком или	1	1
114	облеченный в молчание бахтин	1	1
115	в речевой практике общения	1	1
116	и того о ком	1	1
117	иной области дискурсивных практик	1	1
118	с каждым читателем ведет	1	1
119	характера среди любых событий	1	1
120	каждым читателем ведет задушевный	1	1
121	но этико-интеллектуальное содержание и	1	1
122	стенографическая передача карикатурное передразнивание	1	1
123	человек как ключевой фактор	1	1
124	как слушатели-читатели события эти	1	1
125	себе дорогу через сеть	1	1
126	например сапожника иначе говоря	1	1
127	в рассказе о ней	1	1
128	формирует все необходимые предпосылки	1	1
129	их личностные и социальные	1	1
130	историзма располагается между двумя	1	1
131	эмоционально-волевой тональности одного и	1	1
132	только в перформативной установке	1	1
133	и описываемое как вещь	1	1
134	создает наррацию ибо анарративная	1	1
135	пиететное цитирование стенографическая передача	1	1
136	как произведение в его	1	1
137	является в данном случае	1	1
138	событий и доктриной процессуальности	1	1
139	оптимистически настроенный читатель получает	1	1
140	дискурса проявляется как непрерывный	1	1
141	а закономерное явление природы	1	1
142	той или иной области	1	1
143	котором рассказано в произведении	1	1
144	занимать или принимать когда	1	1
145	произведении и событие самого	1	1
146	рода миниатюра большой интриги	1	1
147	ответ на правильно поставленный	1	1
148	сами участвуем как слушатели-читатели	2	1
149	красоте и т.п и	1	1
150	знакомством с повествовательной традицией	1	1
151	этой двойственности методологическое поле	1	1
152	не может передать оборотов	1	1
153	всякая литературная интрига своего	1	1
154	событием самого рассказывания в	1	1
155	в связи с кристаллизацией	1	1
156	полярными доктринами доктриной событийности	1	1
157	объединены в едином но	1	1
158	формировать культурную память как	1	1
159	и событие самого рассказывания	1	1
160	а не в рассказе	1	1
161	же самое следует сказать	1	1
162	новом третьем мире мире	1	1
163	связная сюжетная цепь воспроизводилась	1	1
164	статусам местам и позициям	1	1
165	отсылают к различным статусам	1	1
166	понимание входит как диалогический	1	1
167	представляет собой грандиозную интригу	1	1
168	взаимодействия трех говорящего автора	1	1
169	обозначить как произведение в	1	1
170	установка [...] наблюдателя упраздняет	1	1
171	личностные и социальные характеристики	1	1
172	воспроизведение чужих высказываний пиететное	1	1
173	деятельность опирается на дискурсивное	1	1
174	и т.п и требующий	1	1
175	завершения ответ на правильно	1	1
176	к этому времени наррация	1	1
177	непредсказуемых событий и доктриной	1	1
178	тем или иным образом	1	1
179	по мысли поля рикёра	1	1
180	в слове писал бахтин	1	1
181	целого но заключительный акт	1	1
182	следствие овладения понятийным мышлением	1	1
183	нами два события событие	1	1
184	концепции нарративности как событийности	1	1
185	событии которое мы можем	1	1
186	ни говорящий ни слушающий	1	1
187	самую коммуникативную ситуацию какой	1	1
188	в даме с собачкой	6	1
189	никогда не было и	1	1
190	различным статусам местам и	1	1
191	отношения с адресатом как	1	1
192	истолковании эмоционально-волевой тональности одного	1	1
193	интриги соединяющей апокалипсис с	1	1
194	искусно формирует все необходимые	1	1
195	но сложном событии которое	1	1
196	прямолинейная оценка [...] в	1	1
197	умение которое ничем не	1	1
198	читателя и того о	1	1
199	и позициям которые субъект	1	1
200	ничем не уступает умению	1	1
201	характеристики другие аспекты социальной	1	1
202	к истине красоте и	1	1
203	оценка [...] в нем	1	1
204	в той или иной	1	1
205	позициям которые субъект может	1	1
206	тем или иным причинам	1	1
207	интрига своего рода миниатюра	1	1
208	наблюдаемое и описываемое как	1	1
209	собой грандиозную интригу мировой	1	1
210	трех говорящего автора слушающего	1	1
211	ряда возбуждающем некие рецептивные	1	1
212	бахтину нельзя понять со	1	1
213	т.п и требующий ответного	1	1
214	или принимать когда поддерживает	1	1
215	повседневная практика общения доступна	1	1
216	фрейденберг и создает наррацию	1	1
217	самое следует сказать и	1	1
218	разные времена различные и	1	1
219	перед нами два события	1	1
220	апеллируя к его коммуникативной	1	1
221	которое ничем не уступает	1	1
222	и доктриной процессуальности история	1	1
223	видов не только словесные	1	1
224	событие состоит в том	1	1
225	но одновременно это и	1	1
226	построений зрелого чехова всегда	1	1
227	напряжении событийного ряда возбуждающем	1	1
228	ней мифов-нарраций никогда не	1	1
229	том что ни говорящий	1	1
230	же время они неразрывно	1	1
231	это непосредственное воспроизведение чужих	1	1
232	происходят в разные времена	1	1
233	читателем ведет задушевный разговор	1	1
234	греймас выводит из организованности	1	1
235	истории а всякая литературная	1	1
236	дискурсивная деятельность опирается на	1	1
237	цепь воспроизводилась древними писателями	1	1
238	выводит из организованности высказываний	1	1
239	отсюда столь значительные порой	1	1
240	как коммуникативного события в	1	1
241	объяснить производство и восприятие	1	1
242	событийного ряда возбуждающем некие	1	1
243	последнем мы и сами	2	1
244	расхождения в истолковании эмоционально-волевой	1	1
245	но на этот раз	1	1
246	считал главной для чеховских	1	1
247	с адресатом как иерархические	1	1
248	что к этому времени	1	1
249	что нарративность в качестве	1	1
250	возможность наделять чеховский текст	1	1
251	трактует последний как коммуникативное	1	1
252	что ни говорящий ни	1	1
253	едином но сложном событии	1	1
254	же текста чеховедами самой	1	1
255	всех видов не только	1	1
256	практике общения это непосредственное	1	1
257	необратимых и непредсказуемых событий	1	1
258	нельзя понять со стороны	1	1
259	чехова всегда одновременно четкий	1	1
260	их связная сюжетная цепь	1	1
261	упраздняет коммуникативные роли первого	1	1
262	история непреложный в своей	1	1
263	ни в чем не	1	1
264	писателями [...] то потому	1	1
265	сюжетная цепь воспроизводилась древними	1	1
266	главной для чеховских произведений	1	1
267	не в рассказе о	1	1
268	слушающего читателя и того	1	1
269	по мифологии если же	1	1
270	событийности история казусная цепь	1	1
271	говоря мы должны предполагать	1	1
272	нашей способности прослеживать историю	1	1
273	и требующий ответного понимания	1	1
274	освоение человеческим сознанием событийной	1	1
275	для чеховских произведений нет	1	1
276	и сами участвуем как	2	1
277	история казусная цепь необратимых	1	1
278	внимание на то что	2	1
279	автор оставляет читателю апеллируя	1	1
280	правильно поставленный вопрос автор	1	1
281	как диалогический момент в	1	1
282	в своей индивидуальности явление	1	1
283	позицию по отношению к	1	1
284	коммуникативной эстетической и моральной	1	1
285	все необходимые предпосылки для	1	1
286	времени наррация давно функционировала	1	1
287	в войне и мире	2	1
288	едва ли не наиболее	1	1
289	которые отсылают к различным	1	1
290	его коммуникативной эстетической и	1	1
291	рассмотрим в этом отношении	1	1
292	ван дейк четко разграничивая	1	1
293	тональности одного и того	1	1
294	пролагающий себе дорогу через	1	1
295	в произведении и событие	1	1
296	соединяющей апокалипсис с книгой	1	1
297	фактор истории феномен амбивалентный	1	1
298	способности человеческой речи формировать	1	1
299	о котором рассказано в	1	1
300	наблюдателя упраздняет коммуникативные роли	1	1
301	мышлением которое по фрейденберг	1	1
302	сапожника иначе говоря мы	1	1
303	следует сказать и о	1	1
304	дискурсивное умение которое ничем	1	1
305	же их связная сюжетная	1	1
306	дискурсивных практик дискурсивная деятельность	1	1
307	повторяющееся действие или положение	1	1
308	каждый в своем собственном	1	1
309	грандиозную интригу мировой истории	1	1
310	говорящего автора слушающего читателя	1	1
311	подлинного положителен по отношению	1	1
312	со стороны самое понимание	1	1
313	потому что к этому	1	1
314	рассказывает а показывает имитирует	1	1
315	два события событие о	1	1
316	личность понятая объективно чужое	1	1
317	потому что полюс подлинного	1	1
318	умению например сапожника иначе	1	1
319	о ней мифов-нарраций никогда	1	1
320	не может быть вполне	1	1
321	и двусмысленный четкий потому	1	1
322	ценности к истине красоте	1	1
323	своего рода миниатюра большой	1	1
324	произведение в его событийной	1	1
325	[...] компетенции если хотим	1	1
326	к тому или иному	1	1
327	задушевный разговор наедине отсюда	1	1
328	[...] в нем осуществляется	1	1
329	чужих высказываний пиететное цитирование	1	1
330	проявляется как непрерывный выбор	1	1
331	этом последнем мы и	2	1
332	в новом третьем мире	1	1
333	заново актуализированная женеттом была	1	1
334	практика общения доступна нам	1	1
335	и того и другого	1	1
336	производство дискурса проявляется как	1	1
337	следует иметь в виду	1	1
338	местам и позициям которые	1	1
339	казусная цепь необратимых и	1	1
340	''для того чтобы'' ''из-за''	1	1
341	высказываний как неизбежно принадлежащих	1	1
342	начала и конца текста	1	1
343	своей индивидуальности явление духа	1	1
344	истории феномен амбивалентный он	1	1
345	своему искусно сохраните черты	1	1
346	собственном мире напротив они	1	1
347	это система не семиотических	1	1
348	эффект чеховского письма будто	1	1
349	значительные порой расхождения в	1	1
350	хотим объяснить производство и	1	1
351	принадлежащих к той или	1	1
352	процессуальности история непреложный в	1	1
353	событие самого рассказывания в	1	1
354	слушающих их личностные и	1	1
355	может передать оборотов ''если''	1	1
356	имеются только в учебниках	1	1
357	столь значительные порой расхождения	1	1
358	мировой истории а всякая	1	1
359	а всякая литературная интрига	1	1
360	ни слушающий не остаются	1	1
361	в точке золотого сечения	1	1
362	самого рассказывания в этом	2	1
363	может быть вполне элиминирована	1	1
364	ощущаться завершенная и строго	1	1
365	двусмысленный четкий потому что	1	1
366	система не семиотических конвенций	1	1
367	входит как диалогический момент	1	1
368	''картина'' не может передать	1	1
369	и потому что в	1	1
370	наличие [...] компетенции если	1	1
371	акт смыслового завершения ответ	1	1
372	роли первого и второго	1	1
373	завершенности целого но заключительный	1	1
374	нам только в перформативной	1	1
375	всегда одновременно четкий и	1	1
376	из организованности высказываний как	1	1
377	напротив они сходятся в	1	1
378	как неизбежно принадлежащих к	1	1
379	к его коммуникативной эстетической	1	1
380	к однозначности [...] в	1	1
381	исходя из того что	1	1
382	мы и сами участвуем	2	1
383	в истолковании эмоционально-волевой тональности	1	1
384	писал бахтин может ощущаться	1	1
385	мимесис не рассказывает а	1	1
386	по отношению к неподлинному	1	1
387	положителен по отношению к	1	1
388	явление природы и б	1	1
389	сеть ограничений постольку дискурс	1	1
390	появляется в связи с	1	1
391	было и не могло	1	1
392	понятийным мышлением которое по	1	1
393	разговор наедине отсюда столь	1	1
394	располагается между двумя полярными	1	1
395	''когда'' ''для того чтобы''	1	1
396	слове писал бахтин может	1	1
397	''если'' ''когда'' ''для того	1	1
398	наедине отсюда столь значительные	1	1
399	практик дискурсивная деятельность опирается	1	1
400	необходимые предпосылки для классической	1	1
401	с большей или меньшей	1	1
402	событийной стороны бытия следствие	1	1
403	общения доступна нам только	1	1
404	доступна нам только в	1	1
405	настроенный читатель получает возможность	1	1
406	ком или о чем	1	1
407	самоопределяющееся в своей индивидуальности	1	1
408	и по длительности и	1	1
409	и создает наррацию ибо	1	1
410	того же текста чеховедами	1	1
411	литературная интрига своего рода	1	1
412	по мере того как	1	1
413	о ком или о	1	1
414	заключительный акт смыслового завершения	1	1
415	не остаются каждый в	1	1
416	эти происходят в разные	1	1
417	и до сего времени	1	1
418	выбор возможностей пролагающий себе	1	1
419	местах и в то	1	1
420	дистанцию по отношению к	1	1
421	стороны бытия следствие овладения	1	1
422	на дискурсивное умение которое	1	1
423	переформатирует ту самую коммуникативную	1	1
424	двумя полярными доктринами доктриной	1	1
425	слушатели-читатели события эти происходят	1	1
426	времена различные и по	1	1
427	читателю апеллируя к его	1	1
428	предпосылки для классической эстетической	1	1
429	коммуникативные роли первого и	1	1
430	в своем собственном мире	1	1
431	на концепции нарративности как	1	1
432	через сеть ограничений постольку	1	1
433	можем обозначить как произведение	1	1
434	по длительности и на	1	1
435	рассказано в произведении и	1	1
436	как непрерывный выбор возможностей	1	1
437	этико-интеллектуальное содержание и того	1	1
438	оборотов ''если'' ''когда'' ''для	1	1
439	и непредсказуемых событий и	1	1
440	по бахтину нельзя понять	1	1
441	к ценности к истине	1	1
442	слово стремится к однозначности	1	1
443	большой интриги соединяющей апокалипсис	1	1
444	мы имеем дело с	4	1
445	высказываний пиететное цитирование стенографическая	1	1
446	что полюс подлинного положителен	1	1
447	качестве способности человеческой речи	1	1
448	последний как коммуникативное событие	1	1
449	б свободное самоопределяющееся в	1	1
450	если же их связная	1	1
451	своей закономерности процесс развития	1	1
452	зрения на себя самого	1	1
453	индивидуальности явление духа вследствие	1	1
454	в этом последнем мы	2	1
455	или иной области дискурсивных	1	1
456	мифологии если же их	1	1
457	на разных местах и	1	1
458	одновременно четкий и двусмысленный	1	1
459	а ван дейк четко	1	1
460	мы можем обозначить как	1	1
461	в своей закономерности процесс	1	1
462	если хотим объяснить производство	1	1
463	и восприятие конкретных дискурсов	1	1
464	феномен амбивалентный он есть	1	1
465	осуществляется прямолинейная оценка [...]	1	1
466	текста чеховедами самой высокой	1	1
467	так например приказывая или	1	1
468	поставленный вопрос автор оставляет	1	1
469	произведения всех видов не	1	1
470	порождается так например приказывая	1	1
471	речевой практике общения это	1	1
472	будто автор с каждым	1	1
473	природного социального или ментального	1	1
474	социального взаимодействия трех говорящего	1	1
475	о чем говорят героя	1	1
476	непосредственное воспроизведение чужих высказываний	1	1
477	ключевой фактор истории феномен	1	1
478	лишь в том случае	1	1
479	мы должны предполагать наличие	1	1
480	передать оборотов ''если'' ''когда''	1	1
481	отношение к ценности к	1	1
482	или о чем говорят	1	1
483	компетенции если хотим объяснить	1	1
484	длительности и на разных	1	1
485	бытия следствие овладения понятийным	1	1
486	самое понимание входит как	1	1
487	дискурса как коммуникативного события	1	1
488	цитирование стенографическая передача карикатурное	1	1
489	свободное самоопределяющееся в своей	1	1
490	цепь необратимых и непредсказуемых	1	1
491	эстетической завершенности целого но	1	1
492	не несет в себе	1	1
493	может занимать или принимать	1	1
494	в его событийной полноте	1	1
495	по фрейденберг и создает	1	1
496	другие аспекты социальной ситуации	1	1
497	не уступает умению например	1	1
498	они неразрывно объединены в	1	1
499	говорящего и слушающих их	1	1
500	неразрывно объединены в едином	1	1
501	доктриной событийности история казусная	1	1
502	по тем или иным	1	1
503	закономерное явление природы и	1	1
504	чеховедами самой высокой квалификации	1	1
505	субъект может занимать или	1	1
506	но заключительный акт смыслового	1	1
507	человеческим сознанием событийной стороны	1	1
508	одновременно а закономерное явление	1	1
509	ведет задушевный разговор наедине	1	1
510	принимать когда поддерживает дискурс	1	1
511	концом в этом смысле	1	1
512	он есть одновременно а	1	1
513	вследствие этой двойственности методологическое	1	1
514	четкий потому что полюс	1	1
515	мифы-рассказы имеются только в	1	1
516	доктриной процессуальности история непреложный	1	1
517	для классической эстетической завершенности	1	1
518	доктринами доктриной событийности история	1	1
519	зрелого чехова всегда одновременно	1	1
520	то же самое следует	2	1
521	остаются каждый в своем	1	1
522	которое мы можем обозначить	1	1
523	выходит новое и главное	1	1
524	слушающий не остаются каждый	1	1
525	в качестве способности человеческой	1	1
526	чеховского письма будто автор	1	1
527	участвуем как слушатели-читатели события	1	1
528	овладения понятийным мышлением которое	1	1
529	непрерывный выбор возможностей пролагающий	1	1
530	первого и второго лица	1	1
531	и б свободное самоопределяющееся	1	1
532	области дискурсивных практик дискурсивная	1	1
533	предполагать наличие [...] компетенции	1	1
534	сознанием событийной стороны бытия	1	1
535	может ощущаться завершенная и	1	1
536	читатель получает возможность наделять	1	1
537	социальные характеристики другие аспекты	1	1
538	производство и восприятие конкретных	1	1
539	природы и б свободное	1	1
540	человеческой речи формировать культурную	1	1
541	разных местах и в	1	1
542	[...] наблюдателя упраздняет коммуникативные	1	1
543	в учебниках по мифологии	1	1
544	автор с каждым читателем	1	1
545	между двумя полярными доктринами	1	1
546	иначе говоря мы должны	1	1
547	вопрос автор оставляет читателю	1	1
548	древними писателями [...] то	1	1
549	и того же текста	1	1
550	то же время они	1	1
551	третьем мире мире общения	1	1
552	получает возможность наделять чеховский	1	1
553	стремится к однозначности [...]	1	1
554	и слушающих их личностные	1	1
555	дорогу через сеть ограничений	1	1
556	человеческого я в мире	2	1
557	коммуникативное событие состоит в	1	1
558	которое по фрейденберг и	1	1
559	время они неразрывно объединены	1	1
560	учебниках по мифологии если	1	1
561	в этом смысле библия	1	1
562	сложном событии которое мы	1	1
563	имеющий отношение к ценности	1	1
564	миниатюра большой интриги соединяющей	1	1
565	в разные времена различные	1	1
566	продукт социального взаимодействия трех	1	1
567	мире напротив они сходятся	1	1
568	амбивалентный он есть одновременно	1	1
569	бахтин может ощущаться завершенная	1	1
570	событие о котором рассказано	1	1
571	нарративная установка [...] наблюдателя	1	1
572	возбуждающем некие рецептивные ожидания	1	1
573	искусно сохраните черты характера	1	1
574	сохраните черты характера среди	1	1
575	будучи непосредственной формой человеческого	1	1
576	употребление языка и дискурс	1	1
577	непреложный в своей закономерности	1	1
578	и на разных местах	1	1
579	воспроизводилась древними писателями [...]	1	1
580	смыслового завершения ответ на	1	1
581	опирается на дискурсивное умение	1	1
582	на правильно поставленный вопрос	1	1
583	социального или ментального процесса	1	1
584	стороны самое понимание входит	1	1
585	как ключевой фактор истории	1	1
586	которые субъект может занимать	1	1
587	например приказывая или напротив	1	1
588	письма будто автор с	1	1
589	в е годы к	1	1
590	в том или ином	1	1
591	сходятся в новом третьем	1	1
