N	3gram	Propp_Morf	RusskieA
221	относится между прочим	1	1
222	и что следовательно	1	1
223	по существу не	1	1
224	но и другие	1	1
225	наблюдения могут быть	1	1
226	независимо от того	4	1
227	нужно заметить что	1	1
228	хотя они и	1	1
229	хотя и не	2	1
230	о том кто	1	1
231	там где есть	1	1
232	приводит к тому	1	1
233	в нашу задачу	1	1
234	которые таким образом	1	1
235	всех этих случаях	1	1
236	может иметь несколько	1	1
237	это и не	2	1
238	этом случае он	1	1
239	между собой и	1	1
240	ничего не говорится	1	1
241	сюда же относится	1	1
242	животных и т	1	1
243	сюда же можно	1	1
244	особое значение и	1	1
245	в собственном смысле	3	1
246	подменивает ее своей	1	1
247	ниже мы увидим	1	1
248	на первый взгляд	3	1
249	не менее следует	1	1
250	сюда же относятся	1	1
251	в таких случаях	2	1
252	однако заметить что	1	1
253	вне связи с	2	1
254	потому что они	1	1
255	в церковь и	1	1
256	он показывает что	1	1
257	то время как	3	1
258	что и в	1	1
259	можно установить что	1	1
260	только в тех	1	1
