N	2gram	Losev_Prob	Sovremen
142	же мы	1	2
143	и по	2	2
144	из четырех	1	2
145	времени и	1	2
146	в и	1	2
147	на котором	1	2
148	в настоящее	7	2
149	известных нам	1	2
150	тот же	6	2
151	носит название	1	2
152	жизни мы	1	2
153	всяком случае	6	2
154	он должен	2	2
155	прошлого века	1	1
156	жизни но	1	1
157	во всех	2	1
158	только одно	1	1
159	бы то	4	1
160	которые в	3	1
161	поскольку она	1	1
162	они все	1	1
163	не изолирован	1	1
164	это и	4	1
165	с новой	1	1
166	необходимо сказать	6	1
167	только не	1	1
168	во втором	2	1
169	то он	2	1
170	человека в	3	1
171	но как	3	1
172	поэтому что	1	1
173	не является	2	1
174	в данном	6	1
175	это конечно	2	1
176	до сих	3	1
177	только к	1	1
178	все его	1	1
179	этот свой	1	1
180	при условии	1	1
181	бы к	1	1
182	и более	3	1
183	все-таки в	1	1
184	по преимуществу	2	1
185	и принципиального	1	1
186	в действительности	1	1
187	то само	1	1
188	его мнению	1	1
189	действия в	1	1
190	что иное	3	1
191	с жизнью	1	1
192	данном случае	5	1
193	в очень	1	1
194	к вечеру	1	1
195	связи с	11	1
196	здесь нет	4	1
197	раз и	2	1
198	если в	2	1
199	очень часто	1	1
200	указать на	1	1
201	должно быть	1	1
202	мы уже	2	1
203	такую же	2	1
204	человек и	2	1
205	почти не	1	1
206	значение но	1	1
207	для ее	1	1
208	жизни вообще	1	1
209	его с	2	1
210	она не	1	1
211	да еще	1	1
212	она в	2	1
213	но еще	2	1
214	и критику	1	1
215	ним и	1	1
216	ряд в	1	1
217	от всяких	2	1
218	одной стороны	5	1
219	все свои	2	1
220	и ни	4	1
221	только своей	1	1
222	на другой	1	1
223	это то	1	1
224	на друга	1	1
225	ничто не	1	1
226	мы имеем	3	1
227	и у	8	1
228	и речи	2	1
229	в другом	6	1
230	в древней	1	1
231	совсем не	4	1
232	смысле то	1	1
233	несмотря на	7	1
234	это только	1	1
235	том как	2	1
236	не быть	1	1
237	в ней	4	1
238	которых он	1	1
239	из всех	2	1
240	достаточно для	1	1
241	друг на	1	1
242	этого вполне	1	1
243	ни было	2	1
244	уже к	1	1
245	что эта	3	1
246	человека как	1	1
247	а может	3	1
248	это значит	3	1
249	хотя и	10	1
250	с другой	8	1
251	подлежит никакому	1	1
252	и тогда	4	1
253	в этот	4	1
254	под ногами	1	1
255	подчеркнуть что	1	1
256	с ним	4	1
257	она уже	1	1
258	это уже	4	1
259	что вся	1	1
260	он не	4	1
261	кроме того	5	1
262	дальнейшем и	1	1
263	же необходимо	1	1
264	и из	1	1
265	под руководством	2	1
266	себя самого	3	1
267	имеет с	1	1
268	за собой	1	1
269	никакому сомнению	1	1
270	будет ли	1	1
271	развития и	2	1
272	но тем	2	1
273	не будет	4	1
274	те же	1	1
275	те или	1	1
276	аналогии с	1	1
277	что дело	1	1
278	а затем	1	1
279	красоты в	1	1
280	мы в	1	1
281	как у	1	1
282	и вся	1	1
283	поэтому в	1	1
284	только на	2	1
285	и их	7	1
286	нужно сказать	1	1
287	остановиться на	2	1
288	все что	2	1
289	науке и	1	1
290	xix в	4	1
291	и критика	2	1
292	и при	2	1
293	в известном	2	1
294	на самом	2	1
295	здесь в	7	1
296	для них	3	1
297	сколько угодно	1	1
298	можно было	4	1
299	и должно	1	1
300	xix века	1	1
301	и наиболее	3	1
302	разобраться в	2	1
303	ни в	17	1
304	но только	5	1
305	случае он	1	1
306	новое время	3	1
307	и от	7	1
308	в начале	6	1
309	его таким	1	1
310	факт что	2	1
311	по отношению	2	1
312	еще в	6	1
313	нечего делать	2	1
314	утверждает что	1	1
315	конечно не	2	1
316	и ничего	1	1
317	весь мир	1	1
318	и те	1	1
319	только в	21	1
320	вообще на	1	1
321	тот факт	1	1
322	в совершенно	1	1
323	которая не	1	1
324	отличать от	1	1
325	этот вопрос	1	1
326	функции в	1	1
327	все равно	1	1
328	начале нашего	1	1
329	эта для	1	1
330	бы два	1	1
331	же время	1	1
332	не случайно	1	1
333	так же	7	1
334	его в	9	1
335	то она	1	1
336	в обоих	2	1
337	или как	1	1
338	свободы и	4	1
339	себе в	2	1
340	в большинстве	1	1
341	должен был	2	1
342	чем в	1	1
343	в будущем	1	1
344	элементы и	1	1
345	в своих	3	1
346	не было	4	1
347	в предыдущей	1	1
348	без всяких	1	1
349	с его	3	1
350	один из	2	1
351	всегда и	2	1
352	в духе	4	1
353	не ищите	1	1
354	силу и	1	1
355	на это	2	1
356	если бы	2	1
357	или в	7	1
358	на которые	1	1
359	а о	1	1
360	становится его	1	1
361	этого не	2	1
362	можно говорить	1	1
363	ни одного	1	1
364	ничего общего	6	1
365	определяет собою	1	1
366	образом если	1	1
367	равно как	2	1
368	ни о	1	1
369	их и	1	1
370	новой силой	1	1
371	что его	4	1
372	как его	1	1
373	понятия и	2	1
374	в эту	1	1
375	вообще и	3	1
376	человек же	1	1
377	но эта	2	1
378	дело в	4	1
379	крайней мере	8	1
380	зрения хотя	1	1
381	известном смысле	1	1
382	эта схема	2	1
383	одного из	1	1
384	о каком	1	1
385	природы и	2	1
386	по существу	2	1
387	сказать что	13	1
388	форму и	2	1
389	быть только	6	1
390	в ту	1	1
391	жизни как	1	1
392	но для	2	1
393	то из	1	1
394	этом само	1	1
395	нам представляются	1	1
396	xviii века	1	1
397	именно в	11	1
398	уже на	2	1
399	и начала	1	1
400	что наш	1	1
401	такое же	1	1
402	и до	2	1
403	но никогда	1	1
404	представление о	2	1
405	виде и	2	1
406	и чисто	2	1
407	отношению к	2	1
408	одной из	5	1
409	бы все	1	1
410	же мере	1	1
411	значительно позже	1	1
412	более и	1	1
413	случае не	2	1
414	в своем	16	1
415	общего не	1	1
416	в корне	2	1
417	она и	2	1
418	по аналогии	1	1
419	этом смысле	4	1
420	в связи	11	1
421	в какой	5	1
422	них это	1	1
423	работы в	1	1
424	случае только	1	1
425	мы будем	2	1
426	во всей	1	1
427	же в	4	1
428	том что	29	1
429	что такой	2	1
430	он изображен	1	1
431	характерное для	2	1
432	в мире	1	1
433	же остается	1	1
434	и прежде	2	1
435	на эту	2	1
436	это просто	2	1
437	всю эту	2	1
438	дома и	1	1
439	жизни в	7	1
440	но не	12	1
441	бы эти	1	1
442	но нам	1	1
443	они не	3	1
444	правда не	1	1
445	по себе	5	1
446	он сам	3	1
447	науки в	1	1
448	попробуем дать	1	1
449	в следующих	1	1
450	не имеет	3	1
451	в природе	1	1
452	их на	1	1
453	на какой	2	1
454	к этому	2	1
455	бы ее	1	1
456	и сделал	1	1
457	в такой	3	1
458	все более	1	1
459	там где	1	1
460	вся эта	3	1
461	в то	6	1
462	и только	4	1
463	функций в	1	1
464	значит что	3	1
465	мы имели	1	1
466	по его	2	1
467	является ли	1	1
468	за все	3	1
469	ли он	2	1
470	просто не	1	1
471	этой области	1	1
472	только и	9	1
473	древней греции	1	1
474	уже чисто	1	1
475	и следовательно	1	1
476	или нет	1	1
477	нет никаких	1	1
478	но это	7	1
479	когда в	1	1
480	и философ	1	1
481	но уже	3	1
482	и для	11	1
483	с ее	1	1
484	но самый	1	1
485	для их	2	1
486	таким же	1	1
487	не что	3	1
488	и это	3	1
489	того же	7	1
490	свой основной	1	1
491	все время	5	1
492	должны стремиться	1	1
493	нет в	1	1
494	и если	2	1
495	не принимает	1	1
496	более в	1	1
497	но часто	1	1
498	только о	3	1
499	должен быть	2	1
500	он с	2	1
501	и его	11	1
502	не давая	1	1
503	вовсе не	18	1
504	мере в	4	1
505	о том	17	1
506	сих пор	3	1
507	в заключение	3	1
508	и вообще	11	1
509	мысли в	2	1
510	по крайней	8	1
511	иное как	3	1
512	в новое	3	1
513	наконец все	1	1
514	которая и	1	1
515	и нет	4	1
516	или другой	1	1
517	к очень	1	1
518	к другому	5	1
519	действительно если	1	1
520	человека и	4	1
521	к нему	3	1
522	никогда не	7	1
523	той или	5	1
524	структур но	1	1
525	на них	1	1
526	а потом	4	1
