N	3gram	Bakhtin_Pr	DiskursI
95	но все эти	1	1
96	в себе вопрос	1	1
97	обстоит дело в	1	1
98	всех его разновидностях	1	1
99	а не на	1	1
100	что же это	1	1
101	в себе в	1	1
102	и даже не	1	1
103	своем собственном мире	1	1
104	уже не могут	2	1
105	в этом смысле	12	1
106	по сравнению с	1	1
107	уже во второй	1	1
108	и в другом	1	1
109	в частности на	1	1
110	они и не	1	1
111	здесь не только	1	1
112	во всех его	1	1
113	но и на	2	1
114	и решал в	1	1
115	ставил и решал	1	1
116	романа в этих	1	1
117	хотя бы и	3	1
118	в самом деле	6	1
119	не только его	1	1
120	для того чтобы	1	1
121	но в таком	1	1
122	зрения на него	2	1
123	героя а его	1	1
124	при всей ее	1	1
125	в еще более	1	1
126	у него в	2	1
127	друг от друга	1	1
128	отношение к своему	1	1
129	героя никогда не	1	1
130	в таком случае	1	1
131	друг на друга	2	1
132	так или иначе	1	1
133	сам по себе	2	1
134	высказывания и в	1	1
135	точки зрения автора	1	1
136	то что может	1	1
137	до сих пор	9	1
138	на себя самого	1	1
139	иметь в виду	1	1
140	в отношении к	3	1
141	в этом пункте	1	1
142	может быть весьма	1	1
143	но прежде всего	1	1
144	лишь в одном	1	1
145	между тем как	5	1
146	в теоретическом смысле	1	1
147	никогда не бывает	1	1
148	столь характерный для	1	1
149	не согласиться с	2	1
150	тех или иных	1	1
151	а потому и	1	1
152	точкой зрения на	1	1
153	даже в пределах	1	1
154	зрения лежащей в	1	1
155	в пределах одной	1	1
156	в том или	1	1
157	является в сущности	1	1
158	его жизненного пути	1	1
159	что они не	1	1
160	и в пределах	1	1
161	но не в	1	1
162	не может не	1	1
163	но в этом	1	1
164	становления и роста	1	1
165	как раз и	5	1
166	в связи с	1	1
167	в произведении и	1	1
168	и каждый из	1	1
169	но все же	3	1
170	в другом месте	1	1
171	том и в	1	1
172	но это не	2	1
173	говорит об этом	1	1
174	он все же	1	1
175	и в этом	5	1
176	в этом последнем	1	1
177	прежде всего на	1	1
178	взаимодействия с другими	1	1
179	прежде всего как	1	1
180	при этом слово	1	1
181	или меньшей степени	2	1
182	в этих случаях	2	1
183	но в отличие	1	1
184	прозаической речи как	1	1
185	и могут быть	1	1
186	он несет в	1	1
187	и только в	1	1
188	на то что	2	1
189	мере того как	1	1
190	в целом его	1	1
191	заключается в том	1	1
192	эпохи и при	1	1
193	но она не	1	1
194	из возможных форм	1	1
195	в единый контекст	1	1
196	от своего прямого	1	1
197	и именно в	1	1
198	как точка зрения	2	1
199	по мере того	1	1
200	в себе и	2	1
201	в целом ряде	2	1
202	то что в	1	1
203	с самим собою	2	1
204	в котором они	1	1
205	того и другого	2	1
206	это не только	1	1
207	во мне как	1	1
208	место в творчестве	1	1
209	при этом не	1	1
210	в известном смысле	1	1
211	и до настоящего	1	1
212	к самому герою	1	1
213	в большей или	2	1
214	не может стать	1	1
215	такой же как	1	1
216	перед нами не	1	1
217	хотя и не	3	1
218	в противном случае	1	1
219	на самом деле	4	1
220	двух точек зрения	2	1
221	тому как в	1	1
222	а не во	2	1
223	на которых зиждется	1	1
224	то все же	1	1
225	и для автора	1	1
226	мы не знаем	1	1
227	можно было бы	3	1
228	но в большинстве	1	1
229	литературного жанра в	1	1
230	и это не	3	1
231	при всей их	1	1
232	рассказ и даже	1	1
233	есть то что	1	1
234	кроме того и	1	1
235	не менее в	1	1
236	именно в том	1	1
237	в пределах одного	6	1
238	к той же	1	1
239	в художественном мире	3	1
240	в своих границах	1	1
241	в первой части	1	1
242	том что он	5	1
243	и до конца	2	1
244	в своем собственном	1	1
245	который не был	1	1
246	не могут быть	1	1
247	выходит за пределы	1	1
248	прямого авторского слова	1	1
249	та или иная	1	1
250	слово не становится	1	1
251	и на его	1	1
252	и не знает	2	1
253	как бы в	6	1
254	хоть и не	1	1
255	из уст в	1	1
256	и разрешить ее	1	1
257	в известной степени	1	1
258	это и есть	1	1
259	оно может быть	2	1
260	и в большинстве	2	1
261	в виду что	1	1
262	в своем творчестве	1	1
263	после того как	1	1
264	и про себя	1	1
265	в другом случае	1	1
266	начала и до	2	1
