N	2gram	Bakhtin_sl	Analitik
235	а затем	1	5
236	в состав	3	5
237	в этих	8	5
238	в них	11	5
239	на смену	1	5
240	в первом	3	5
241	тем что	1	5
242	в один	2	5
243	речь идет	1	5
244	в противовес	2	5
245	в котором	2	5
246	входит в	8	5
247	для того	2	5
248	в слове	11	5
249	может служить	1	5
250	в эту	3	5
251	к этому	3	5
252	не дано	1	5
253	и он	1	5
254	с другими	8	5
255	ни в	4	5
256	не о	1	5
257	и до	2	5
258	того и	1	5
259	но как	2	5
260	а с	2	5
261	так что	2	5
262	бы быть	2	5
263	и по	3	5
264	и потому	9	5
265	с ее	6	5
266	в особенности	10	5
267	во втором	1	5
268	и здесь	5	5
269	говорит и	2	5
270	романа в	5	5
271	не могут	7	5
272	с таким	3	5
273	в романе	64	5
274	как о	2	5
275	к его	1	5
276	жизни в	2	5
277	да и	2	5
278	совершенно не	2	5
279	что мы	1	5
280	каждый из	1	5
281	он в	6	5
282	за пределами	3	5
283	тот же	1	5
284	этом случае	4	5
285	ни с	1	5
286	мы не	4	5
287	с той	1	5
288	в новелле	1	5
289	в широком	3	5
290	с их	1	5
291	в общем	1	5
292	все эти	15	5
293	одно из	1	5
294	как предмет	4	5
295	и их	6	5
296	высказывания в	2	5
297	еще в	1	5
298	данного произведения	1	5
299	и особенно	2	5
300	таким же	1	5
301	мира в	2	5
302	однако и	2	4
303	его от	2	4
304	о своем	1	4
305	связь с	2	4
306	в собственном	2	4
307	что по	1	4
308	большей или	5	4
309	отличается от	3	4
310	так в	2	4
311	с этим	5	4
312	при наличии	1	4
313	в действительности	1	4
314	только на	3	4
315	для данного	1	4
316	значительной степени	6	4
317	композиционная форма	3	4
318	сказать что	4	4
319	известной степени	6	4
320	на него	1	4
321	что она	1	4
322	не все	2	4
323	лишь при	2	4
324	к нему	7	4
325	ни было	2	4
326	сколько бы	1	4
327	не было	4	4
328	в которой	4	4
329	одним из	5	4
330	лишь на	3	4
331	между ними	2	4
332	в двух	2	4
333	в чем	2	4
334	на себе	2	4
335	бы в	1	4
336	в каждом	5	4
337	могли бы	2	4
338	в устах	1	4
339	мы уже	4	4
340	то ни	1	4
341	и что	2	4
342	или меньшей	5	4
343	известном смысле	2	4
344	и от	5	4
345	и есть	2	4
346	его к	1	4
347	а как	3	4
348	в составе	1	4
349	однако с	1	4
350	как он	2	4
351	в отношении	9	4
352	а именно	2	4
353	с ними	8	4
354	подхода к	5	4
355	бы не	1	4
356	который не	1	4
357	в известном	2	4
358	и т	56	4
359	это и	1	4
360	его и	5	4
361	потому что	2	4
362	того чтобы	1	4
363	и если	1	4
364	не должно	3	4
365	целого как	1	4
366	или иных	1	4
367	в диалоге	1	4
368	и во	3	4
369	до известной	3	4
370	к предмету	4	4
371	но это	3	4
372	истории литературы	1	4
373	как к	5	4
374	все они	9	4
375	о нем	6	4
376	как у	2	4
377	от которого	1	4
378	как единого	1	4
379	из своих	2	4
380	здесь в	6	4
381	бы и	6	4
382	сама по	2	4
383	не предполагает	3	4
384	или даже	5	4
385	по своему	2	4
386	об этом	1	4
387	жизнь и	1	4
388	тех или	1	4
389	человека в	5	4
390	высказывания и	3	4
391	его не	4	4
392	на всех	1	4
393	в значительной	6	4
394	свою жизнь	1	4
395	наконец в	5	4
396	смысл его	2	4
397	и ее	3	4
398	отношение к	8	4
399	и о	3	4
400	в области	1	4
401	сознания в	2	4
402	дело здесь	1	4
403	или напротив	2	4
404	более того	5	4
405	от него	5	3
406	случае в	1	3
407	живого и	1	3
408	рассказ о	1	3
409	с этой	3	3
410	его за	1	3
411	случае не	2	3
412	тем как	1	3
413	какой бы	1	3
414	одному из	2	3
415	в виду	2	3
416	у пушкина	1	3
417	вопрос об	1	3
418	всякое высказывание	1	3
419	и с	10	3
420	в жизни	1	3
421	и внутренне	2	3
422	в лирике	1	3
423	только для	1	3
424	при условии	1	3
425	на самом	2	3
426	это было	2	3
427	и той	2	3
428	одной и	1	3
429	и те	3	3
430	то его	1	3
431	как на	1	3
432	что все	2	3
433	в зависимости	4	3
434	из возможных	1	3
435	в противном	1	3
436	на котором	3	3
437	гораздо более	1	3
438	всего в	1	3
439	бы то	1	3
440	контексте целого	1	3
441	на почве	6	3
442	при анализе	1	3
443	первом случае	2	3
444	должно быть	3	3
445	в единое	2	3
446	в состоянии	1	3
447	которого он	3	3
448	и за	1	3
449	для своего	1	3
450	х годов	2	3
451	связи с	4	3
452	от автора	4	3
453	в связи	2	3
454	человек в	6	3
455	говорящего в	1	3
456	так сказать	11	3
457	между собой	3	3
458	что как	2	3
459	он сам	1	3
460	не был	2	3
461	остается в	5	3
462	здесь как	3	3
463	смысл и	3	3
464	включает в	3	3
465	речи и	4	3
466	полноты и	1	3
467	и тот	1	3
468	произведение не	1	3
469	из этого	3	3
470	бы ни	3	3
471	оно может	3	3
472	слова как	8	3
473	и следует	3	3
474	всех этих	8	3
475	и мертвого	1	3
476	текст в	1	3
477	его из	1	3
478	например в	6	3
479	тогда когда	2	3
480	что они	2	3
481	и романа	1	3
482	первых двух	1	3
483	поэтому в	1	3
484	борьбы с	3	3
485	можно было	2	3
486	этом как	1	3
487	оно не	12	3
488	сами по	1	3
489	до этого	1	3
490	ни о	2	3
491	смысла и	6	3
492	заключается в	1	3
493	в творческом	1	3
494	установкой на	4	3
495	ли он	4	3
496	своего предмета	5	3
497	о котором	1	3
498	зависимости от	4	3
499	на каждом	2	3
500	человека и	3	3
501	только одно	1	3
502	то он	1	3
503	двуголосое слово	3	3
504	языка и	18	3
505	тех же	1	3
506	быть не	1	3
507	из его	1	3
508	т п	49	3
509	героя в	2	3
510	речи в	5	3
511	мог бы	1	3
512	к миру	1	3
513	на этот	1	3
514	его можно	1	3
515	смерть и	1	3
516	попадает в	1	3
517	на языке	2	3
518	так как	7	3
519	они не	3	3
520	том числе	1	3
521	иметь дело	2	3
522	на роль	1	3
523	себя самого	1	3
524	же не	1	3
525	дело в	2	3
526	далека от	1	3
527	но с	1	3
528	сторону и	1	3
529	в таких	1	3
530	не от	1	3
531	и без	1	3
532	в какой	2	3
533	противном случае	1	3
534	мира и	4	3
535	к своему	11	3
536	один и	1	3
537	ко всему	1	3
538	может иметь	3	3
539	с новыми	1	3
540	она не	8	3
541	также и	5	3
542	в ней	7	3
543	но он	4	3
544	одни и	1	3
545	независимо от	1	3
546	и может	4	3
547	борьба с	5	3
548	этих случаях	2	3
549	идет о	1	3
550	двуголосого слова	4	3
551	которые в	4	3
552	произведения не	2	3
553	слова в	19	3
554	жизни и	5	3
555	на то	2	3
556	может и	1	3
557	ведь и	1	3
558	для этого	4	3
559	и наконец	9	3
560	из уст	1	3
561	не к	1	3
562	момент его	4	3
563	науки о	2	2
564	является в	1	2
565	было показано	1	2
566	еще раз	3	2
567	еще более	7	2
568	в применении	1	2
569	тому что	2	2
570	тем или	1	2
571	не исключают	1	2
572	в разных	3	2
573	или нет	1	2
574	требует от	2	2
575	далее в	2	2
576	и другими	2	2
577	этого момента	1	2
578	до последнего	2	2
579	не бывает	1	2
580	долгое время	1	2
581	среди других	3	2
582	от них	1	2
583	ко всем	1	2
584	более или	5	2
585	героя как	1	2
586	до полного	1	2
587	жизнь в	2	2
588	мы и	2	2
589	тому или	1	2
590	автором и	3	2
591	если он	1	2
592	отношением к	1	2
593	без учета	1	2
594	в одно	2	2
595	на эту	1	2
596	и слово	4	2
597	он по	1	2
598	не его	2	2
599	широком смысле	3	2
600	но мы	2	2
601	на первый	1	2
602	самой этой	1	2
603	дело и	2	2
604	а лишь	2	2
605	на этой	1	2
606	к художественной	1	2
607	к художественному	1	2
608	применении к	1	2
609	языка в	21	2
610	как язык	1	2
611	и иных	6	2
612	войти в	2	2
613	существенное значение	1	2
614	лишь одна	1	2
615	на пути	1	2
616	а между	2	2
617	не обязательно	1	2
618	так же	2	2
619	всегда и	1	2
620	его собственной	1	2
621	и остается	3	2
622	в прошлом	2	2
623	к ним	2	2
624	в споре	1	2
625	быть в	1	2
626	с этими	3	2
627	же слова	1	2
628	сих пор	4	2
629	во всей	1	2
630	друг с	2	2
631	в отдельных	1	2
632	в системе	2	2
633	не просто	2	2
634	они могут	7	2
635	чем это	1	2
636	и иной	1	2
637	и становится	2	2
638	характерно что	3	2
639	но сама	1	2
640	или иным	1	2
641	в чужой	1	2
642	ближе к	1	2
643	этих моментов	1	2
644	мы видим	2	2
645	на протяжении	3	2
646	от его	4	2
647	героев в	1	2
648	сознания с	1	2
649	в драме	2	2
650	время и	3	2
651	собой в	1	2
652	к себе	1	2
653	однако этот	2	2
654	что при	1	2
655	мы можем	1	2
656	там и	1	2
657	что между	1	2
658	то она	1	2
659	слово о	1	2
660	том же	4	2
661	как его	5	2
662	высказывания как	2	2
663	с одним	3	2
664	не остается	2	2
665	человек и	13	2
666	между прочим	1	2
667	одном из	1	2
668	зрения и	4	2
669	о которых	2	2
670	а только	1	2
671	всех своих	2	2
672	на которую	1	2
673	лица и	1	2
674	автора или	2	2
675	внутренний голос	1	2
676	разрыв между	1	2
677	данный момент	4	2
678	литературу с	1	2
679	остается вне	4	2
680	зрения в	1	2
681	этой точки	1	2
682	дистанции между	4	2
683	его внутренней	1	2
684	вообще не	4	2
685	одно и	3	2
686	не приходится	2	2
687	соединении с	1	2
688	не могла	2	2
689	в форме	3	2
690	в нас	1	2
691	выходят за	1	2
692	оно и	4	2
693	только с	3	2
694	культуры и	2	2
695	и др	17	2
696	подход к	2	2
697	них не	2	2
698	что может	1	2
699	понимание и	2	2
700	если они	1	2
701	произведений искусства	1	2
702	значимость и	1	2
703	для актуализации	1	2
704	в мировой	2	2
705	мифологическое мышление	2	2
706	до его	1	2
707	в пространстве	1	2
708	утверждать что	1	2
709	до сих	4	2
710	в тени	1	2
711	вступить в	1	2
712	та же	1	2
713	за ним	1	2
714	и свою	1	2
715	в специальном	1	2
716	своего собственного	1	2
717	самим автором	1	2
718	ним и	2	2
719	и при	2	2
720	социальных диалектов	3	2
721	и должно	1	2
722	от нас	2	2
723	не требует	3	2
724	из существеннейших	5	2
725	том и	2	2
726	со всеми	3	2
727	все его	4	2
728	оно ни	1	2
729	между которыми	1	2
730	в среднем	1	2
731	целого но	1	2
732	о самом	1	2
733	касается самого	1	2
734	даже не	1	2
735	в процессе	14	2
736	произведение в	1	2
737	есть на	1	2
738	может не	9	2
739	автору и	1	2
740	к другому	1	2
741	языка на	3	2
742	слова о	2	2
743	нет ничего	1	2
744	в диалог	1	2
745	границ и	1	2
746	в самостоятельный	2	2
747	не имеют	1	2
748	в течение	1	2
749	объекта в	1	2
750	сколько в	1	2
751	это только	1	2
752	отход от	1	2
753	всех сторон	1	2
754	на это	1	2
755	ни чисто	1	2
756	время в	1	2
757	своей внутренней	1	2
758	ни был	1	2
759	себя не	1	2
760	слов и	5	2
761	от других	2	2
762	без другого	3	2
763	автора в	2	2
764	ибо он	2	2
765	то у	1	2
766	самого героя	1	2
767	произведения и	2	2
768	с нею	1	2
769	для всего	2	2
770	он может	3	2
771	только его	1	2
772	но если	1	2
773	столько в	1	2
774	достаточно напомнить	1	2
775	в самой	1	2
776	освобождения от	1	2
777	предстает как	1	2
778	как основной	1	2
779	или к	3	2
780	значение в	2	2
781	рода и	1	2
782	только по	1	2
783	в поэзии	4	2
784	однако как	1	2
785	в художественной	1	2
786	он как	1	2
787	или с	1	2
788	к истории	1	2
789	способность к	1	2
790	для нас	7	2
791	одновременно и	5	2
792	у нас	2	2
793	чужих слов	13	2
794	это именно	1	2
795	слова не	5	2
796	диалог в	2	2
797	все равно	1	2
798	в ином	1	2
799	не принимает	1	2
800	себя момент	1	2
801	борьбу с	2	2
802	затем и	1	2
803	образом в	4	2
804	этого рода	1	2
805	национального языка	8	2
806	без остатка	1	2
807	но эта	2	2
808	по существу	3	2
809	с теми	1	2
810	произведения так	2	2
811	в литературу	1	2
812	иметь место	2	2
813	на все	3	2
814	не столь	2	2
815	на всем	1	2
816	его текст	1	2
817	бы мы	1	2
818	или их	1	2
819	с другом	2	2
820	или менее	5	2
821	и таким	1	2
822	в одной	2	2
823	а на	3	2
824	к одному	1	2
825	будучи по	2	2
826	там где	10	2
827	со всех	1	2
828	и эти	2	2
829	оно в	1	2
830	нет и	1	2
831	между всеми	1	2
832	значимости в	1	2
833	в реплике	1	2
834	то и	1	2
835	есть чисто	1	2
836	просто не	2	2
837	с языком	4	2
838	от всех	1	2
839	частности в	1	2
840	и фактически	1	2
841	в большинстве	16	2
842	прежде чем	1	2
843	и исторически	3	2
844	его внешней	1	2
845	не можем	1	2
846	в чужом	4	2
847	и прежде	1	2
848	себе самому	1	2
849	при изучении	1	2
850	все более	1	2
851	хотя он	1	2
852	и только	2	2
853	характер в	1	2
854	жизнью и	1	2
855	мы наблюдаем	2	1
856	с которыми	2	1
857	последней смысловой	4	1
858	с помощью	5	1
859	к действительности	1	1
860	на границах	1	1
861	и другие	3	1
862	пределах одного	8	1
863	могут иметь	1	1
864	в новые	2	1
865	в единую	1	1
866	оно стремится	1	1
867	замысла говорящего	1	1
868	героя романа	2	1
869	к иной	2	1
870	из многих	3	1
871	авторитарное слово	6	1
872	в душе	1	1
873	путем его	1	1
874	таких моментов	1	1
875	прозы с	1	1
876	этой специфической	1	1
877	речи то	1	1
878	этого в	1	1
879	конструктивных частей	1	1
880	к имени	1	1
881	возможно лишь	1	1
882	же и	4	1
883	уже между	1	1
884	другим и	1	1
885	во-первых все	1	1
886	творчества в	1	1
887	которые здесь	1	1
888	всегда внутренне	1	1
889	можно встретить	1	1
890	некоторой степени	1	1
891	всех направлениях	1	1
892	авторов в	1	1
893	всего может	1	1
894	в стороне	1	1
895	среда в	1	1
896	вещи и	1	1
897	он видит	1	1
898	эту игру	1	1
899	смехом как	1	1
900	в большей	3	1
901	мысли и	1	1
902	героев и	2	1
903	целом ряде	1	1
904	и двух	1	1
905	язык как	5	1
906	общения с	1	1
907	миф в	1	1
908	нас в	3	1
909	введенного в	1	1
910	самом же	1	1
911	персонажа и	1	1
912	не прямого	2	1
913	в различных	1	1
914	с собой	1	1
915	и внешне	1	1
916	и повсюду	1	1
917	определяется и	1	1
918	в рамки	4	1
919	целом как	1	1
920	обнаружить в	1	1
921	между автором	2	1
922	или во	2	1
923	на свой	1	1
924	воля и	1	1
925	случаях обычно	1	1
926	но все	2	1
927	жизни или	1	1
928	на мир	6	1
929	равно как	1	1
930	игру с	1	1
931	целом с	1	1
932	из самых	2	1
933	слова с	3	1
934	интерпретация и	1	1
935	говорят о	1	1
936	включен в	2	1
937	с высоты	1	1
938	исходить из	1	1
939	анализ произведения	1	1
940	есть до	2	1
941	его на	2	1
942	автор в	1	1
943	его по	1	1
944	единого и	5	1
945	не вносит	1	1
946	над самим	1	1
947	диалога в	2	1
948	имя собственное	1	1
949	и интерпретации	3	1
950	мире все	1	1
951	сосредоточенные на	1	1
952	изображающее слово	1	1
953	предмета и	2	1
954	как более	2	1
955	за ней	1	1
956	и диалог	1	1
957	роль этих	1	1
958	языка то	4	1
959	к своим	1	1
960	мир и	1	1
961	композиционно и	3	1
962	из чужого	1	1
963	новеллы однако	1	1
964	не подвергается	1	1
965	свой смысл	2	1
966	от авторской	1	1
967	науки в	1	1
968	может пользоваться	1	1
969	своему герою	1	1
970	учета слушателя	1	1
971	всего они	1	1
972	во все	1	1
973	и политического	1	1
974	конечно далеко	1	1
975	среди всех	1	1
976	всегда с	1	1
977	контексте и	2	1
978	предмет художественного	1	1
979	мы увидим	2	1
980	время от	1	1
981	именно этим	1	1
982	только как	2	1
983	но даже	1	1
984	и место	1	1
985	как будет	1	1
986	почти исключительно	1	1
987	определяющее значение	1	1
988	должна быть	3	1
989	эффекты могут	1	1
990	авторских интенций	9	1
991	быть поэтически	1	1
992	случае она	1	1
993	другом в	1	1
994	оно как	2	1
995	которыми он	1	1
996	доведения лжи	1	1
997	в этот	1	1
998	своим собственным	1	1
999	из себя	3	1
1000	из самого	1	1
1001	новом свете	1	1
1002	от процесса	1	1
1003	смысле слова	2	1
1004	в изучении	1	1
1005	них и	3	1
1006	из своего	1	1
1007	имеет дело	4	1
1008	и формы	4	1
1009	между отдельными	1	1
1010	не исключает	1	1
1011	речи конкретных	1	1
1012	в кругозоре	1	1
1013	как роман	1	1
1014	и вторая	1	1
1015	и значение	1	1
1016	в эпосе	4	1
1017	предмету познания	1	1
1018	и оценен	1	1
1019	и внутренней	2	1
1020	отметить что	3	1
1021	раскрывается и	1	1
1022	языков в	15	1
1023	предполагает именно	1	1
1024	и сюжеты	1	1
1025	композиции в	1	1
1026	будучи в	1	1
1027	другим эта	1	1
1028	ничего что	1	1
1029	его была	1	1
1030	языком а	2	1
1031	сознания два	1	1
1032	прозы в	2	1
1033	чужой голос	1	1
1034	помимо воли	1	1
1035	и еще	1	1
1036	это единство	1	1
1037	в замкнутом	1	1
1038	своего языка	7	1
1039	слове как	3	1
1040	вернуться к	1	1
1041	это игра	1	1
1042	античной риторики	1	1
1043	ее как	1	1
1044	человека внутренняя	1	1
1045	сознании равно	1	1
1046	как для	1	1
1047	подошли к	1	1
1048	в основу	1	1
1049	романа как	2	1
1050	такая же	2	1
1051	каждый выделенный	1	1
1052	языка как	10	1
1053	слово не	3	1
1054	этих актов	1	1
1055	входят в	3	1
1056	все время	4	1
1057	не умеет	2	1
1058	а со	1	1
1059	каждое из	1	1
1060	быть как	1	1
1061	речь о	2	1
1062	что говорит	1	1
1063	и внутренняя	1	1
1064	тем это	1	1
1065	отказываясь от	1	1
1066	элементов не	1	1
1067	не два	1	1
1068	исключают друг	1	1
1069	это язык	1	1
1070	вне пределов	1	1
1071	она ни	1	1
1072	жанра в	4	1
1073	людей в	1	1
1074	того о	1	1
1075	и чужих	3	1
1076	евгений онегин	1	1
1077	от жанра	2	1
1078	ответ и	1	1
1079	момент как	1	1
1080	его собственного	1	1
1081	как между	1	1
1082	интересом к	1	1
1083	влияние на	3	1
1084	и автор	1	1
1085	той реальности	1	1
1086	одном слове	1	1
1087	она вырождается	1	1
1088	это остается	1	1
1089	явления как	1	1
1090	мышления и	6	1
1091	менее в	1	1
1092	так слово	1	1
1093	последние десятилетия	1	1
1094	диалогического отношения	1	1
1095	от поэтического	1	1
1096	претендуют на	1	1
1097	поэтому слово	1	1
1098	указать на	1	1
1099	автора при	2	1
1100	ввести в	1	1
1101	она в	1	1
1102	пор совершенно	1	1
1103	что уже	1	1
1104	логикой и	2	1
1105	однако такая	1	1
1106	ним в	1	1
1107	обычно не	1	1
1108	говорящий здесь	1	1
1109	ивана карамазова	1	1
1110	него самого	1	1
1111	подчеркнуть что	2	1
1112	связей и	1	1
1113	в напряженном	1	1
1114	синтаксическая конструкция	1	1
1115	и художественно	3	1
1116	которой пользуется	1	1
1117	чем у	1	1
1118	как целого	1	1
1119	что такое	1	1
1120	два сознания	1	1
1121	иные моменты	4	1
1122	фамильярный контакт	1	1
1123	рассказчика на	1	1
1124	они в	2	1
1125	или иную	1	1
1126	как миф	1	1
1127	и прозаических	1	1
1128	это слово	1	1
1129	в немецкой	1	1
1130	тяготеющие к	1	1
1131	стремится к	2	1
1132	художественной значимости	1	1
1133	о нас	1	1
1134	наше внимание	1	1
1135	погрязнуть в	1	1
1136	высказывания не	2	1
1137	слов боится	1	1
1138	и вступает	1	1
1139	произведения поскольку	1	1
1140	в многообразных	1	1
1141	в несколько	1	1
1142	живет и	2	1
1143	первую как	1	1
1144	сознания на	1	1
1145	века не	1	1
1146	до простой	1	1
1147	единство двух	1	1
1148	стилистикой и	1	1
1149	как по	1	1
1150	что его	1	1
1151	и позволяет	1	1
1152	своего и	4	1
1153	своего собеседника	1	1
1154	произведение как	1	1
1155	есть вне	1	1
1156	перестают быть	1	1
1157	романа а	4	1
1158	по аналогии	1	1
1159	весь его	1	1
1160	вне высказывания	1	1
1161	с сохранением	1	1
1162	замыслу автора	1	1
1163	внутреннюю речь	1	1
1164	как рассказчик	1	1
1165	между этими	3	1
1166	в последних	1	1
1167	смысле и	1	1
1168	жанров в	2	1
1169	власти одного	1	1
1170	и сентиментальной	1	1
1171	характер и	2	1
1172	литературе и	1	1
1173	в последние	2	1
1174	с жизнью	1	1
1175	настоящим и	1	1
1176	напряженном и	1	1
1177	эти три	1	1
1178	и достоевского	1	1
1179	слово здесь	3	1
1180	себя как	2	1
1181	же как	2	1
1182	большинстве случаев	11	1
1183	социальной группы	2	1
1184	рядом с	7	1
1185	и воля	2	1
1186	романа мы	2	1
1187	от этого	2	1
1188	его жизни	1	1
1189	где уже	1	1
1190	именно говорит	1	1
1191	слово в	18	1
1192	и последовательного	1	1
1193	работы по	1	1
1194	границ между	1	1
1195	романе в	6	1
1196	точек зрения	8	1
1197	был не	1	1
1198	на границе	1	1
1199	из одного	2	1
1200	активную и	1	1
1201	и у	2	1
1202	действительности и	1	1
1203	наивной и	1	1
1204	как сказано	4	1
1205	граничит с	2	1
1206	речевой манеры	1	1
1207	при каких	2	1
1208	привносит в	1	1
1209	и мир	9	1
1210	слова по	2	1
1211	не получает	1	1
1212	внешней и	1	1
1213	рождается в	1	1
1214	образом с	1	1
1215	что же?	1	1
1216	конфликт с	1	1
1217	если оно	2	1
1218	свою жизненную	1	1
1219	они же	1	1
1220	до нас	1	1
1221	очень часто	1	1
1222	единая и	1	1
1223	все остальные	1	1
1224	и речи	4	1
1225	совсем не	1	1
1226	с какой	1	1
1227	эти слова	4	1
1228	характерны для	1	1
1229	свое произведение	2	1
1230	понимать и	2	1
1231	ни была	1	1
1232	языком и	6	1
1233	и соответствующего	1	1
1234	именно потому	1	1
1235	здесь на	1	1
1236	как объект	1	1
1237	на нем	2	1
1238	если же	1	1
1239	за ними	1	1
1240	ничего нового	2	1
1241	его смысла	1	1
1242	над другими	1	1
1243	и роман	4	1
1244	быть диалогического	1	1
1245	очень близко	1	1
1246	но только	1	1
1247	тем и	3	1
1248	как автор	1	1
1249	где в	1	1
1250	проникнуть в	1	1
1251	в историческом	2	1
1252	в нее	3	1
1253	отношения с	1	1
1254	лжи до	1	1
1255	единого смысла	1	1
1256	как один	1	1
1257	о мире	1	1
1258	которого в	1	1
1259	принадлежит одному	1	1
1260	к языку	3	1
1261	в разрушении	1	1
1262	при учете	1	1
1263	есть предмет	1	1
1264	действительного автора	1	1
1265	и никогда	1	1
1266	что для	1	1
1267	этот путь	1	1
1268	двух и	1	1
1269	с чем	1	1
1270	был в	1	1
1271	с которым	4	1
1272	которая на	1	1
1273	относительно самостоятельных	3	1
1274	подходе к	1	1
1275	оно действительно	1	1
1276	своей и	1	1
1277	же мы	1	1
1278	говорит на	1	1
1279	это авторская	1	1
1280	поэтического творчества	1	1
1281	время он	1	1
1282	максимыч в	1	1
1283	автора как	1	1
1284	чужого мира	1	1
1285	ориентированы на	1	1
1286	рассказ в	3	1
1287	до абсурда	2	1
1288	себе как	2	1
1289	а главное	1	1
1290	меньшей степени	4	1
1291	каждого из	1	1
1292	действующих лиц	2	1
1293	как индивидуальное	1	1
1294	было с	1	1
1295	сознания внутренне	1	1
