N	2gram	Bakhtin_fo	Formalny
112	сводится к	1	13
113	до конца	5	13
114	в настоящее	1	13
115	того что	5	13
116	она не	2	13
117	а в	6	13
118	там где	4	12
119	уже не	5	12
120	к тому	6	12
121	по отношению	3	12
122	как это	2	12
123	и здесь	2	12
124	оно не	3	12
125	того чтобы	11	12
126	и для	12	12
127	лишь как	3	12
128	отношению к	5	12
129	в корне	2	11
130	в реальном	2	11
131	никогда не	8	11
132	что они	3	11
133	так сказать	14	11
134	между тем	1	11
135	зависимости от	1	11
136	литературы в	3	11
137	они не	4	11
138	это и	1	11
139	для него	5	11
140	этом отношении	5	11
141	в основе	9	11
142	в общем	1	11
143	но не	9	11
144	в большинстве	3	11
145	слова и	4	11
146	не как	2	10
147	другой стороны	1	10
148	в своих	1	10
149	в дальнейшем	10	10
150	раз и	3	10
151	конечно не	7	10
152	в зависимости	1	10
153	не было	8	10
154	большинстве случаев	2	10
155	здесь и	3	10
156	действительности и	1	10
157	он не	6	10
158	главным образом	1	10
159	материала в	1	10
160	с ее	7	10
161	мы видели	2	10
162	как о	1	10
163	дело идет	2	10
164	не является	4	10
165	тем же	3	10
166	друг друга	3	10
167	формы и	4	10
168	и др	13	10
169	мы не	4	10
170	по существу	17	10
171	и как	12	10
172	на фоне	3	10
173	не о	2	10
174	его целом	2	10
175	еще более	7	9
176	и даже	5	9
177	говорить о	1	9
178	не могло	5	9
179	в каждом	2	9
180	совсем не	4	9
181	бы ни	1	9
182	отношения к	7	9
183	в свою	2	9
184	и до	7	9
185	здесь не	5	9
186	но это	1	9
187	ничего не	9	9
188	от всех	2	9
189	менее всего	2	9
190	у нас	2	9
191	быть и	4	9
192	и может	2	9
193	и к	4	8
194	без исключения	1	8
195	в них	11	8
196	и те	4	8
197	в данном	4	8
198	одной стороны	3	8
199	всего этого	3	8
200	была бы	2	8
201	как такового	1	8
202	с одной	5	8
203	ясно что	2	8
204	же как	2	8
205	между собой	5	8
206	в других	9	8
207	сих пор	4	8
208	и речи	6	8
209	и является	2	8
210	всех этих	9	8
211	до сих	4	8
212	и должно	2	8
213	что это	1	8
214	с этим	11	8
215	роль в	12	8
216	на основе	5	8
217	на литературу	2	8
218	это не	8	8
219	должен быть	2	8
220	не следует	1	8
221	для того	12	8
222	в области	1	8
223	в той	5	7
224	же и	2	7
225	его от	3	7
226	но все	6	7
227	мы увидим	2	7
228	свою очередь	1	7
229	сказать что	4	7
230	к этому	5	7
231	в сущности	5	7
232	из них	8	7
233	время в	7	7
234	следовательно и	3	7
235	от этого	4	7
236	и понимание	1	7
237	смысл и	1	7
238	значение и	7	7
239	в себе	7	7
240	направления в	1	7
241	в особенности	15	7
242	во втором	2	7
243	не на	4	7
244	сами по	2	7
245	смысла и	2	7
246	жизни в	11	7
247	том что	7	7
248	не входит	2	7
249	известной степени	1	7
250	а вовсе	1	7
251	высшей степени	1	7
252	форм и	1	7
253	ничем не	1	7
254	в первый	1	7
255	единства и	2	7
256	он и	1	7
257	реальном времени	1	7
258	и более	3	7
259	в литературу	3	7
260	только и	5	7
261	войти в	1	7
262	в одной	2	7
263	стороны и	2	7
264	пр и	1	7
265	как их	2	7
266	в понимании	1	7
267	в высшей	1	7
268	и только	3	7
269	за счет	2	7
270	и наконец	6	7
271	кроме того	7	6
272	те же	5	6
273	в этих	6	6
274	как она	3	6
275	например в	7	6
276	их в	6	6
277	отличается от	1	6
278	о том	4	6
279	и отчасти	1	6
280	он был	2	6
281	жизнь и	4	6
282	по преимуществу	4	6
283	от его	1	6
284	и других	5	6
285	в которой	3	6
286	но для	2	6
287	в конце	11	6
288	учение о	1	6
289	литературы с	1	6
290	и это	5	6
291	в смысле	5	6
292	на этом	2	6
293	и тем	1	6
294	должны быть	2	6
295	за пределы	1	6
296	от нее	1	6
297	один из	5	6
298	они и	1	6
299	его с	2	6
300	на ее	1	6
301	с ним	5	6
302	ее и	1	6
303	в плоскости	2	6
304	его и	2	6
305	из этих	5	6
306	в произведении	1	6
307	именно на	1	6
308	и лишь	1	6
309	литературных произведений	1	6
310	нет и	4	6
311	той же	2	6
312	этого слова	2	6
313	у них	4	6
314	данном случае	2	6
315	уже в	5	6
316	в формах	1	6
317	ее в	2	6
318	смысле этого	1	6
319	так в	2	6
320	нисколько не	1	6
321	особенно в	3	6
322	не по	1	6
323	в частности	11	6
324	отношение к	5	6
325	такой же	1	6
326	тому что	1	6
327	случае в	1	5
328	с этой	3	5
329	с необходимостью	2	5
330	композиционные функции	1	5
331	в виду	5	5
332	как они	1	5
333	равно как	4	5
334	значительной степени	1	5
335	в мире	4	5
336	правда в	2	5
337	и со	1	5
338	перестает быть	1	5
339	можно сказать	2	5
340	в котором	8	5
341	вопрос о	2	5
342	связь между	2	5
343	и формы	1	5
344	как на	2	5
345	в нашем	3	5
346	все без	1	5
347	она есть	1	5
348	характерно что	5	5
349	всего в	4	5
350	то в	2	5
351	время и	4	5
352	хотя и	5	5
353	не столько	2	5
354	этом романе	2	5
355	произведения можно	1	5
356	что не	3	5
357	а только	2	5
358	в эту	1	5
359	могло бы	1	5
360	видения и	4	5
361	мы можем	2	5
362	мы уже	17	5
363	в роман	6	5
364	ни была	2	5
365	не приходится	1	5
366	и что	1	5
367	не могла	2	5
368	его как	1	5
369	друг другу	4	5
370	и по	5	5
371	а как	3	5
372	в него	2	5
373	и самый	3	5
374	и свою	1	5
375	если в	1	5
376	в основном	12	5
377	в отношении	5	5
378	функции в	1	5
379	что оно	1	5
380	даже не	2	5
381	подхода к	3	5
382	отчасти и	4	5
383	приводит к	1	5
384	не имеет	5	5
385	да и	4	5
386	то он	1	5
387	бы и	1	5
388	то и	1	5
389	в значительной	3	5
390	в отличие	3	5
391	одной из	3	5
392	до известной	1	5
393	в самой	3	5
394	и то	5	5
395	значение в	5	5
396	очень характерно	2	5
397	он становится	2	5
398	для нас	2	5
399	в широком	3	5
400	однако не	2	5
401	непосредственно в	1	5
402	становления и	1	5
403	и эта	2	5
404	в эпоху	5	5
405	виду что	2	5
406	в условиях	8	5
407	без всякой	1	5
408	отличие от	3	5
409	обстоит дело	1	5
410	мы должны	2	5
411	таким же	1	5
412	борьба с	3	5
413	еще в	1	5
414	по аналогии	2	5
415	же в	6	5
416	все более	2	5
417	не можем	1	5
418	что было	6	4
419	от него	1	4
420	и другие	6	4
421	об отражении	1	4
422	мы и	4	4
423	возможно лишь	1	4
424	со всем	1	4
425	к этой	1	4
426	не являются	3	4
427	исторического процесса	2	4
428	всех идеологических	1	4
429	все дело	1	4
430	или на	1	4
431	к другим	1	4
432	специфические особенности	1	4
433	является не	2	4
434	имеет место	6	4
435	к самому	1	4
436	в каких	1	4
437	между двумя	6	4
438	увидим что	1	4
439	самого начала	3	4
440	себе в	1	4
441	она ни	3	4
442	в основу	3	4
443	на него	1	4
444	во всей	3	4
445	связи со	1	4
446	одна из	3	4
447	на котором	2	4
448	того же	9	4
449	все в	3	4
450	в некоторых	4	4
451	влияние на	6	4
452	на протяжении	3	4
453	а наоборот	1	4
454	вполне понятно	4	4
455	и этим	2	4
456	ее целом	2	4
457	нигде не	1	4
458	в таком	4	4
459	конце концов	1	4
460	между этими	4	4
461	тогда когда	2	4
462	место и	3	4
463	и следовательно	5	4
464	под влиянием	1	4
465	понятий и	1	4
466	от других	1	4
467	в целях	1	4
468	от конкретного	1	4
469	бы она	2	4
470	тристрама шенди	1	4
471	и смысла	1	4
472	этот вопрос	1	4
473	должны были	1	4
474	могла бы	1	4
475	в теории	1	4
476	не значит	1	4
477	слова как	1	4
478	чтобы не	1	4
479	в романе	40	4
480	и сами	1	4
481	нам важно	2	4
482	та же	4	4
483	в последнем	3	4
484	был бы	3	4
485	героя в	1	4
486	оно было	3	4
487	нем как	1	4
488	романа в	7	4
489	как не	1	4
490	мы говорим	1	4
491	одною из	1	4
492	в идеологической	1	4
493	и действительно	1	4
494	это время	8	4
495	нет в	2	4
496	к другому	2	4
497	аналогии с	1	4
498	не оказалось	1	4
499	здесь лишь	1	4
500	идет о	2	4
501	наконец в	2	4
502	каждой из	1	4
503	и нового	1	4
504	целый ряд	2	4
505	более и	2	4
506	им в	1	4
507	являются только	1	4
508	тот или	1	4
509	и во	13	4
510	громадное значение	5	4
511	и о	1	4
512	они были	4	4
513	он должен	2	4
514	новые формы	1	4
515	этот процесс	5	4
516	сам он	1	4
517	не для	3	4
518	здесь в	6	4
519	слово в	1	4
520	в ином	1	4
521	все остальное	1	4
522	а на	1	4
523	и непосредственно	1	4
524	или в	3	4
525	но эта	5	4
526	последнем счете	3	4
527	сама по	1	4
528	лишь с	1	4
529	или даже	1	4
530	пр все	1	4
531	и тех	2	4
532	с самого	3	4
533	и притом	1	4
534	п в	1	4
535	и смыслом	1	4
536	тех же	2	4
537	как он	4	4
538	же что	3	4
539	к ней	2	4
540	роман и	1	4
541	одним из	1	4
542	и художественной	1	4
543	и тогда	1	4
544	не к	2	4
545	во всем	3	3
546	и правильно	1	3
547	для всех	3	3
548	и очень	1	3
549	ровно ничего	1	3
550	дело с	1	3
551	какова бы	2	3
552	это значит	3	3
553	время не	2	3
554	остановиться на	1	3
555	в одном	10	3
556	здесь необходимо	1	3
557	исторического развития	1	3
558	но что	1	3
559	определяется и	1	3
560	значения в	2	3
561	теперь мы	1	3
562	весь этот	1	3
563	из всего	1	3
564	притом в	1	3
565	в точном	3	3
566	где она	2	3
567	в это	5	3
568	поставить вопрос	1	3
569	широком смысле	3	3
570	его здесь	1	3
571	на первый	2	3
572	во все	4	3
573	было в	2	3
574	очень важное	1	3
575	не боится	2	3
576	это было	2	3
577	из себя	1	3
578	почве и	1	3
579	но они	3	3
580	в различных	2	3
581	ни одного	1	3
582	конститутивным моментом	1	3
583	к нулю	1	3
584	новых форм	2	3
585	является конечно	1	3
586	они должны	1	3
587	формы в	1	3
588	следующим образом	1	3
589	друг с	5	3
590	для этой	1	3
591	в системе	1	3
592	точка зрения	4	3
593	и иной	1	3
594	не происходит	1	3
595	проблемы и	1	3
596	мы видим	4	3
597	еще одну	1	3
598	не выходит	1	3
599	и функции	1	3
600	внимание на	2	3
601	внутренняя форма	1	3
602	проявляется в	1	3
603	души и	1	3
604	в качестве	6	3
605	и через	1	3
606	но как	1	3
607	этими двумя	3	3
608	лежит в	2	3
609	касается до	1	3
610	является и	1	3
611	но он	4	3
612	быть только	4	3
613	xviii века	3	3
614	вещей и	7	3
615	значение лишь	1	3
616	становится и	1	3
617	из одного	1	3
618	в чем	3	3
619	что как	1	3
620	и своей	2	3
621	видение и	2	3
622	от них	1	3
623	для создания	1	3
624	ту же	4	3
625	не связанных	1	3
626	так что	4	3
627	всех других	1	3
628	и тот	2	3
629	в форме	5	3
630	тем и	1	3
631	в европейском	2	3
632	в новое	4	3
633	она была	1	3
634	жизнь как	1	3
635	культуры и	1	3
636	их к	3	3
637	всех сторон	2	3
638	жанр и	1	3
639	если они	2	3
640	были выработаны	1	3
641	который был	1	3
642	целого произведения	1	3
643	очень важная	4	3
644	можно только	2	3
645	они неизбежно	1	3
646	связи и	1	3
647	и конечно	1	3
648	смысле слова	4	3
649	и при	1	3
650	связей с	1	3
651	уже знаем	1	3
652	романа и	4	3
653	иное значение	1	3
654	они на	1	3
655	борьбы с	1	3
656	со всеми	4	3
657	нам в	1	3
658	сюжета и	2	3
659	литературы но	1	3
660	строгом смысле	2	3
661	могло не	1	3
662	одновременно с	2	3
663	сами эти	1	3
664	можно назвать	2	3
665	определенные формы	1	3
666	в которых	4	3
667	влияния на	2	3
668	бы не	1	3
669	том как	2	3
670	этот образ	2	3
671	вследствие этого	4	3
672	быть конечно	2	3
673	в каком	2	3
674	на своем	1	3
675	к созданию	1	3
676	в словах	1	3
677	перед нами	1	3
678	но оно	2	3
679	все они	4	3
680	смыслом и	1	3
681	время оно	2	3
682	том числе	7	3
683	учение об	1	3
684	это то	2	3
685	на проблеме	1	3
686	явления и	2	3
687	для нее	1	3
688	что уже	1	3
689	вступает в	2	3
690	при анализе	1	3
691	каждый из	2	3
692	в данной	2	3
693	в самую	1	3
694	форма и	1	3
695	он может	1	3
696	оно должно	1	3
697	слово и	1	3
698	на развитие	5	3
699	неотделимо от	2	3
700	на материале	3	3
701	нее и	1	3
702	часто и	3	3
703	тот же	4	3
704	или другой	1	3
705	формы к	1	3
706	находятся в	1	3
707	нас не	1	3
708	для всякого	1	3
709	с их	2	3
710	или иной	4	3
711	дело в	3	3
712	места в	2	3
713	вообще не	4	3
714	поэтому и	4	3
715	могла быть	1	3
716	есть только	2	3
717	к своему	2	3
718	со своей	3	3
719	но уже	1	3
720	на его	1	3
721	с другом	5	3
722	этих элементов	1	3
723	тем более	4	3
724	но конечно	3	3
725	значение для	3	3
726	может иметь	1	3
727	и снова	1	3
728	первый план	2	3
729	на один	2	3
730	человек не	1	3
731	одну из	2	3
732	единство и	1	3
733	когда он	1	3
734	так при	1	3
735	существеннее и	1	3
736	и определений	1	3
737	эпохи и	1	3
738	числе и	4	3
739	же самое	2	3
740	и вне	3	3
741	в плане	1	3
742	изучения и	1	3
743	к определенным	1	3
744	сказать в	2	3
745	и прежде	4	3
746	на то	1	3
747	мира в	6	3
748	нуждается в	1	3
749	вне этих	1	3
750	бытия в	1	3
751	и обратно	1	3
752	и совершенно	3	3
753	что на	3	3
754	и иные	2	3
755	развертывается в	1	3
756	разобранных нами	1	2
757	все что	2	2
758	связан с	2	2
759	только один	2	2
760	типа как	1	2
761	всего может	1	2
762	был и	1	2
763	совершенно иные	1	2
764	связи в	1	2
765	тем как	1	2
766	о чем	4	2
767	строго говоря	2	2
768	поэтому они	1	2
769	говорит о	1	2
770	глубоко и	1	2
771	это противоречие	1	2
772	эту проблему	1	2
773	это учение	1	2
774	к реальному	3	2
775	нами в	1	2
776	и само	1	2
777	и необходимости	1	2
778	материала с	1	2
779	их не	2	2
780	это делают	1	2
781	из нее	2	2
782	новой формы	1	2
783	от всего	1	2
784	к более	1	2
785	представление о	1	2
786	его на	3	2
787	даже просто	1	2
788	функций в	1	2
789	тем существеннее	1	2
790	при помощи	1	2
791	совершенно безразлично	2	2
792	от различных	2	2
793	здесь имеет	2	2
794	моменты в	2	2
795	и того	7	2
796	ее к	2	2
797	переходит в	1	2
798	не могли	3	2
799	не создает	1	2
800	не чувствует	1	2
801	в этот	5	2
802	становится чем-то	1	2
803	особое место	2	2
804	в строгом	2	2
805	слагаются в	2	2
806	искусстве и	4	2
807	с другим	1	2
808	в самое	1	2
809	находится в	3	2
810	с этими	2	2
811	ее роль	1	2
812	они сами	2	2
813	момент в	2	2
814	поступков и	1	2
815	работа в	1	2
816	здесь эта	1	2
817	глубоко различны	1	2
818	распадается на	2	2
819	себя в	2	2
820	и становится	2	2
821	мыслят как	1	2
822	чтобы понять	1	2
823	жанра в	1	2
824	не имеющих	1	2
825	этого и	1	2
826	переходим к	1	2
827	его то	1	2
828	внутреннего единства	1	2
829	происходило в	1	2
830	как средство	1	2
831	указать на	2	2
832	как для	1	2
833	но отнюдь	1	2
834	что человек	1	2
835	что этого	1	2
836	увидим дальше	1	2
837	несмотря на	1	2
838	на этих	1	2
839	материальной действительности	1	2
840	и сама	1	2
841	что самая	1	2
842	есть еще	1	2
843	чем в	3	2
844	и техника	1	2
845	или не	2	2
846	не знает	4	2
847	прежде чем	3	2
848	и хорошо	1	2
849	или хотя	1	2
850	здесь же	2	2
851	смысле и	1	2
852	жанров в	1	2
853	романе и	7	2
854	характер и	8	2
855	литературе и	1	2
856	лишь на	1	2
857	на земле	2	2
858	в данное	1	2
859	все сплошь	1	2
860	того если	1	2
861	в ряду	2	2
862	особенности в	2	2
863	в двух	1	2
864	эти последние	1	2
865	ведь в	1	2
866	и влияние	1	2
867	к вопросу	2	2
868	пародии на	1	2
869	и некоторые	1	2
870	не был	2	2
871	той или	3	2
872	вопрос об	2	2
873	и мир	1	2
874	иная чем	1	2
875	выражение в	3	2
876	вошел в	1	2
877	того в	2	2
878	об особенностях	1	2
879	в содержание	1	2
880	вообще в	1	2
881	его развития	1	2
882	данный момент	1	2
883	героя и	7	2
884	дана в	1	2
885	в философии	2	2
886	они становятся	1	2
887	сюда же	2	2
888	ориентировано на	1	2
889	лишь что	2	2
890	все то	2	2
891	человека как	1	2
892	объясняется и	1	2
893	так называемые	1	2
894	явления в	2	2
895	то под	1	2
896	действующих лиц	1	2
897	одно и	4	2
898	и та	2	2
899	относится и	1	2
900	бы уже	1	2
901	важно лишь	1	2
902	от конкретных	1	2
903	и пространство	1	2
904	и художественное	1	2
905	однако в	1	2
906	облекается в	1	2
907	но есть	1	2
908	особенностей и	1	2
909	все стороны	3	2
910	на отдельные	1	2
911	с определенными	1	2
912	и есть	3	2
913	определяющее влияние	1	2
914	жизни с	2	2
915	и определяется	2	2
916	необходимо чтобы	2	2
917	иной раз	2	2
918	же мы	1	2
919	при всем	1	2
920	этом процессе	1	2
921	на место	1	2
922	значит что	2	2
923	события в	1	2
924	для чего	1	2
925	из этой	1	2
926	в какой-то	4	2
927	и нельзя	1	2
928	не касаемся	2	2
929	эти формы	2	2
930	совершенно независимо	1	2
931	были бы	1	2
932	основе этой	1	2
933	в последующих	1	2
934	и возможно	1	2
935	и самое	5	2
936	как с	1	2
937	в самый	1	2
938	жизни а	1	2
939	этого понятия	1	2
940	но она	2	2
941	как изнанка	1	2
942	это уже	1	2
943	из одних	1	2
944	и романом	1	2
945	не оказать	1	2
946	мы в	1	2
947	из того	1	2
948	здесь с	1	2
949	или иная	1	2
950	формах в	1	2
951	действий и	1	2
952	в тех	1	2
953	за свой	2	2
954	нет никакого	1	2
955	это становится	1	2
956	очень много	1	2
957	от их	1	2
958	содержание романа	2	2
959	начинается с	2	2
960	с ними	1	2
961	особого рода	1	2
962	этой точки	1	2
963	эти элементы	1	2
964	конечно и	5	2
965	оно ни	1	2
966	то на	1	2
967	их и	3	2
968	эти свойства	1	2
969	мы остановимся	1	2
970	жанровых разновидностей	1	2
971	не делает	1	2
972	определяющего влияния	1	2
973	игры с	1	2
974	далеко не	3	2
975	и так	2	2
976	правда не	2	2
977	никто не	2	2
978	основные моменты	1	2
979	эта борьба	1	2
980	и материальной	1	2
981	друг от	2	2
982	авантюрного романа	4	2
983	того на	1	2
984	перестали быть	1	2
985	ни к	3	2
986	всей его	2	2
987	в реальное	1	2
988	сами же	2	2
989	где нет	1	2
990	совершенно иной	3	2
991	мира как	1	2
992	и вот	2	2
993	автора и	4	2
994	этих вопросов	1	2
995	не должно	1	2
996	ее до	1	2
997	в отдельности	1	2
998	в чистой	2	2
999	в чужом	1	2
1000	что если	1	2
1001	этой игры	1	2
1002	как если	2	2
1003	ко времени	1	2
1004	времени и	10	2
1005	было и	4	2
1006	оно прежде	1	2
1007	имеем в	3	2
1008	к ним	3	2
1009	содержания но	1	2
1010	лучше всего	2	2
1011	его прямой	1	2
1012	на этот	1	2
1013	него самого	1	2
1014	конкретное единство	1	2
1015	содержанию и	1	2
1016	у символистов	1	2
1017	для этих	1	2
1018	в эпохи	1	2
1019	только с	1	2
1020	является только	1	2
1021	и нет	2	2
1022	из него	1	2
1023	во времени	6	2
1024	ярко проявляется	1	2
1025	мы еще	5	2
1026	жизни не	3	2
1027	литературных форм	1	2
1028	литературы мы	1	2
1029	жизни но	7	2
1030	этом случае	1	2
1031	одних и	2	2
1032	или просто	1	2
1033	к идеологическому	1	2
1034	значение его	1	2
1035	в более	2	2
1036	ему в	3	2
1037	выходит за	1	2
1038	связанных с	3	2
1039	ни с	3	2
1040	себя самих	1	2
1041	этого целого	2	2
1042	мы имеем	2	2
1043	всецело определяется	1	2
1044	образ и	1	2
1045	и принципиально	2	2
1046	в определенном	3	2
1047	в дон-кихоте	1	2
1048	как у	2	2
1049	других областях	1	2
1050	оформления материала	1	2
1051	а все	1	2
1052	иметь место	1	2
1053	в русском	1	2
1054	все равно	1	2
1055	и смысл	2	2
1056	в виде	1	2
1057	ведь это	2	2
1058	говорим о	1	2
1059	от друга	2	2
1060	для других	7	2
1061	что будет	1	2
1062	здесь все	2	2
1063	они могли	1	2
1064	слагается из	2	2
1065	борьба и	2	2
1066	что этот	1	2
1067	этого романа	6	2
1068	что мы	2	2
1069	мира и	6	2
1070	участие в	1	2
1071	форма в	3	2
1072	в каждой	1	2
1073	и литературного	1	2
1074	бы совершенно	2	2
1075	не знают	1	2
1076	связаны с	3	2
1077	этих двух	1	2
1078	и основные	1	2
1079	человека в	22	2
1080	важная проблема	1	2
1081	со всех	2	2
1082	каково же	2	2
1083	о различных	2	2
1084	только к	3	2
1085	же это	1	2
1086	и почти	2	2
1087	и ни	1	2
1088	ее так	1	2
1089	дело не	1	2
1090	исторического времени	7	2
1091	ряду развития	1	2
1092	существуют в	1	2
1093	характерно для	2	2
1094	бы например	1	2
1095	с нею	2	2
1096	и жизни	1	2
1097	знаем не	1	2
1098	свое значение	1	2
1099	человека и	15	2
1100	на всю	1	2
1101	в другом	2	2
1102	этой схемы	1	2
1103	всем этим	4	2
1104	эпохи как	1	2
1105	рассматривать как	1	2
1106	и явления	2	2
1107	и самой	1	2
1108	этого нет	1	2
1109	этого метода	1	2
1110	во многом	2	2
1111	та или	1	2
1112	все содержание	1	2
1113	по этому	2	2
1114	этих форм	5	2
1115	происходит в	2	2
1116	а каждый	1	2
1117	в эти	1	2
1118	материал а	1	2
1119	и глубокая	1	2
1120	ведь и	1	2
1121	эта проблема	1	2
1122	дело здесь	2	2
1123	есть не	4	2
1124	существенную роль	3	1
1125	мы наблюдаем	2	1
1126	более не	1	1
1127	они имеют	1	1
1128	человек может	1	1
1129	всего это	2	1
1130	формы художественного	1	1
1131	и уже	4	1
1132	жизнь с	3	1
1133	характерно появление	1	1
1134	зрения на	1	1
1135	новой форме	1	1
1136	ее основных	2	1
1137	историческом развитии	1	1
1138	из разветвлений	1	1
1139	специфической закономерностью	1	1
1140	живого и	1	1
1141	в момент	1	1
1142	громадное влияние	4	1
1143	сплетается с	1	1
1144	исходя из	1	1
1145	в разрешении	2	1
1146	быть никаких	1	1
1147	ведь самое	1	1
1148	до него	1	1
1149	произведениями искусства	1	1
1150	в конкретное	1	1
1151	и имеет	3	1
1152	социального целого	1	1
1153	лишь там	1	1
1154	часть его	1	1
1155	не меньше	1	1
1156	культуры а	1	1
1157	и существенных	1	1
1158	описательные и	1	1
1159	выступает на	1	1
1160	пародийной форме	1	1
1161	романе их	1	1
1162	вопросу о	3	1
1163	стиль в	1	1
1164	события его	1	1
1165	они также	1	1
1166	влияние как	1	1
1167	с самим	6	1
1168	резко отличает	1	1
1169	глаза и	1	1
1170	говорили в	1	1
1171	вещи и	3	1
1172	в разных	6	1
1173	и был	1	1
1174	и оправдание	1	1
1175	и составляет	1	1
1176	они конечно	1	1
1177	жить и	1	1
1178	его под	1	1
1179	с более	1	1
1180	что дело	1	1
1181	в частном	1	1
1182	существенной и	1	1
1183	всех ее	2	1
1184	и последовательная	2	1
1185	нас в	3	1
1186	центра тяжести	1	1
1187	например с	1	1
1188	с известной	1	1
1189	одно из	3	1
1190	важный момент	3	1
1191	как своего	1	1
1192	разных авторов	1	1
1193	них совершенно	1	1
1194	конечно от	1	1
1195	не меняет	1	1
1196	как таковых	1	1
1197	роману и	1	1
1198	с собой	2	1
1199	и которые	1	1
1200	всей ее	1	1
1201	глубокой и	1	1
1202	но характерно	1	1
1203	в средневековой	2	1
1204	чтобы в	1	1
1205	в борьбе	2	1
1206	условный характер	1	1
1207	на свой	1	1
1208	новое время	1	1
1209	образом все	1	1
1210	элементы в	2	1
1211	и сам	2	1
1212	физическое тело	1	1
1213	на чужой	1	1
1214	жизнь в	2	1
1215	и конкретности	1	1
1216	но нельзя	1	1
1217	и абсолютно	1	1
1218	из самых	3	1
1219	где они	1	1
1220	виде очень	1	1
1221	в построении	1	1
1222	том же	4	1
1223	общим вопросам	1	1
1224	образа совершенно	2	1
1225	этот тип	2	1
1226	между прочим	1	1
1227	времени к	1	1
1228	места и	1	1
1229	наблюдаем в	1	1
1230	когда это	1	1
1231	стороны в	1	1
1232	и враждебную	1	1
1233	там же	1	1
1234	похож на	3	1
1235	и внутренне	1	1
1236	и идеологическое	1	1
1237	самая эта	1	1
1238	и вместе	1	1
1239	в соображение	1	1
1240	на эти	1	1
1241	в порядке	4	1
1242	всю эту	2	1
1243	проблема их	1	1
1244	только для	2	1
1245	становления в	2	1
1246	или во	1	1
1247	почти ни	1	1
1248	почти все	4	1
1249	обращения к	1	1
1250	существенное влияние	1	1
1251	искусстве что	1	1
1252	для их	1	1
1253	относительности эйнштейна	1	1
1254	различные формы	1	1
1255	жизни на	2	1
1256	но мы	1	1
1257	в себя	3	1
1258	культуры в	1	1
1259	нем нет	2	1
1260	как только	1	1
1261	искусство и	1	1
1262	определяется не	2	1
1263	удельный вес	2	1
1264	все их	1	1
1265	произведения которое	1	1
1266	это очень	1	1
1267	и образ	3	1
1268	эта точка	1	1
1269	для человека	1	1
1270	и существенного	2	1
1271	и оформления	2	1
1272	всего они	1	1
1273	эти специфические	1	1
1274	ориентируется на	1	1
1275	и грубой	1	1
1276	нам не	1	1
1277	понятно что	4	1
1278	и дело	1	1
1279	на природу	1	1
1280	не предполагает	1	1
1281	европейского романа	4	1
1282	на этой	4	1
1283	и политического	1	1
1284	не существует	1	1
1285	и существенном	1	1
1286	и такие	1	1
1287	и человеческой	1	1
1288	вне его	2	1
1289	от целого	1	1
1290	вовсе ничего	1	1
1291	заключены в	1	1
1292	искать для	1	1
1293	своей природе	1	1
1294	отсюда и	3	1
1295	романного жанра	2	1
1296	именно этим	1	1
