N	2gram	Potebnia_M	Formalny
126	того чтобы	5	12
127	лишь как	1	12
128	отношению к	10	12
129	в корне	1	11
130	никогда не	2	11
131	что они	2	11
132	так сказать	6	11
133	лишь для	1	11
134	то ни	1	11
135	между тем	19	11
136	зависимости от	1	11
137	это и	2	11
138	для него	14	11
139	этом отношении	2	11
140	в общем	1	11
141	но не	8	11
142	в большинстве	2	11
143	слова и	8	11
144	не как	3	10
145	другой стороны	4	10
146	в своих	2	10
147	в первом	5	10
148	в художественном	1	10
149	раз и	1	10
150	конечно не	2	10
151	бы то	2	10
152	не было	12	10
153	большинстве случаев	2	10
154	не есть	24	10
155	действительности и	3	10
156	он не	4	10
157	если же	1	10
158	главным образом	1	10
159	мы видели	5	10
160	как о	3	10
161	в слове	41	10
162	не является	1	10
163	и теперь	6	10
164	тем же	6	10
165	друг друга	6	10
166	формы и	2	10
167	и др	1	10
168	мы не	17	10
169	и как	8	10
170	еще более	1	9
171	и даже	3	9
172	языка в	6	9
173	говорить о	6	9
174	для понимания	5	9
175	не могло	3	9
176	мы знаем	1	9
177	ни было	2	9
178	в каждом	6	9
179	совсем не	2	9
180	одним словом	3	9
181	бы ни	6	9
182	в языке	19	9
183	отношения к	2	9
184	в свою	6	9
185	и до	2	9
186	здесь не	1	9
187	но это	9	9
188	ничего не	1	9
189	от всех	1	9
190	у нас	2	9
191	быть и	1	9
192	и может	4	9
193	и к	5	8
194	в них	9	8
195	в данном	3	8
196	одной стороны	4	8
197	была бы	5	8
198	с одной	8	8
199	ясно что	1	8
200	между собой	1	8
201	в других	3	8
202	сих пор	4	8
203	поэтическое произведение	1	8
204	и речи	1	8
205	до сих	4	8
206	что это	6	8
207	с этим	12	8
208	на основе	1	8
209	в поэтическом	2	8
210	это не	2	8
211	должен быть	1	8
212	не следует	6	8
213	для того	8	8
214	в области	3	8
215	для этого	1	8
216	в той	2	7
217	же и	3	7
218	более или	6	7
219	но все	2	7
220	свою очередь	6	7
221	сказать что	8	7
222	что именно	5	7
223	к этому	3	7
224	в сущности	3	7
225	из них	11	7
226	время в	3	7
227	художественном произведении	3	7
228	следовательно и	2	7
229	от этого	2	7
230	и понимание	1	7
231	значение и	1	7
232	в систему	2	7
233	в себе	26	7
234	столь же	8	7
235	бы быть	3	7
236	искусства в	1	7
237	самое понятие	1	7
238	в содержании	1	7
239	не на	1	7
240	сами по	3	7
241	жизни в	1	7
242	том что	28	7
243	что бы	1	7
244	самом языке	1	7
245	не входит	1	7
246	чем же	1	7
247	известной степени	1	7
248	ничем не	1	7
249	в первый	1	7
250	единства и	1	7
251	и более	4	7
252	в какой	3	7
253	или менее	6	7
254	в одной	1	7
255	стороны и	1	7
256	в понимании	1	7
257	и только	5	7
258	и наконец	3	7
259	к действительности	1	6
260	те же	6	6
261	в этих	2	6
262	как она	2	6
263	например в	9	6
264	их в	3	6
265	отличается от	1	6
266	о том	7	6
267	действительности в	1	6
268	он был	1	6
269	произведения но	1	6
270	жизнь и	1	6
271	только не	5	6
272	по преимуществу	1	6
273	от его	2	6
274	и других	3	6
275	в которой	9	6
276	но для	1	6
277	и это	6	6
278	в смысле	4	6
279	и тем	8	6
280	должны быть	3	6
281	за пределы	2	6
282	от нее	2	6
283	один из	7	6
284	его с	3	6
285	на ее	2	6
286	с ним	10	6
287	сам по	9	6
288	к его	2	6
289	и навсегда	1	6
290	его и	1	6
291	из этих	10	6
292	в произведении	4	6
293	именно на	2	6
294	нет и	2	6
295	той же	6	6
296	этого слова	14	6
297	у них	1	6
298	не из	4	6
299	данном случае	3	6
300	уже в	10	6
301	к истории	1	6
302	и восприятия	1	6
303	ее в	2	6
304	смысле этого	9	6
305	так в	4	6
306	нисколько не	1	6
307	особенно в	1	6
308	произведения искусства	2	6
309	его не	2	6
310	не по	1	6
311	тем самым	11	6
312	искусства и	3	6
313	отношение к	2	6
314	нового направления	1	6
315	тому что	6	6
316	с этой	2	5
317	даже в	3	5
318	какой бы	1	5
319	в виду	1	5
320	равно как	2	5
321	значительной степени	2	5
322	в мире	3	5
323	так например	3	5
324	и со	1	5
325	перестает быть	5	5
326	можно сказать	4	5
327	восприятия и	2	5
328	в котором	7	5
329	то это	9	5
330	вопрос о	2	5
331	должно было	2	5
332	связь между	6	5
333	звуком и	3	5
334	и формы	1	5
335	из виду	4	5
336	как на	6	5
337	в нашем	1	5
338	к которому	1	5
339	она есть	2	5
340	не найдем	1	5
341	к нему	7	5
342	то в	1	5
343	на язык	1	5
344	время и	2	5
345	хотя и	3	5
346	не от	3	5
347	на выражение	1	5
348	не столько	2	5
349	что не	12	5
350	а только	7	5
351	в эту	4	5
352	звука и	4	5
353	могло бы	2	5
354	слово как	5	5
355	мы можем	13	5
356	но отсюда	1	5
357	мы уже	5	5
358	или же	8	5
359	ни была	1	5
360	и что	13	5
361	не могла	2	5
362	этом смысле	2	5
363	целом и	1	5
364	его как	3	5
365	друг другу	2	5
366	и по	5	5
367	а как	2	5
368	не так	1	5
369	если в	2	5
370	о противопоставлении	1	5
371	должен был	2	5
372	что оно	12	5
373	ни о	3	5
374	показать что	1	5
375	даже не	2	5
376	может стать	3	5
377	не имеет	10	5
378	да и	2	5
379	то он	2	5
380	бы и	4	5
381	то и	10	5
382	и между	4	5
383	как например	2	5
384	одной из	3	5
385	в самой	1	5
386	и то	13	5
387	тому чтобы	1	5
388	для нас	40	5
389	однако не	1	5
390	непосредственно в	2	5
391	а о	1	5
392	и эта	2	5
393	виду что	2	5
394	между звуком	1	5
395	на все	3	5
396	в такой	2	5
397	отличие от	2	5
398	тому как	6	5
399	мы должны	6	5
400	таким же	2	5
401	от того	10	5
402	одного из	1	5
403	произведения не	2	5
404	слова в	7	5
405	же в	3	5
406	все более	2	5
407	может и	1	5
408	настоящего времени	3	5
409	не можем	8	5
410	науки о	1	4
411	от него	2	4
412	со всем	1	4
413	об искусстве	1	4
414	этой последней	2	4
415	от одного	5	4
416	или на	2	4
417	к другим	4	4
418	к самому	2	4
419	эта связь	2	4
420	только как	9	4
421	но даже	3	4
422	формы его	1	4
423	и поэтического	1	4
424	должна была	1	4
425	между двумя	5	4
426	увидим что	2	4
427	превращается в	3	4
428	себе в	2	4
429	чтобы показать	1	4
430	это единство	2	4
431	она ни	1	4
432	на него	3	4
433	связи со	1	4
434	на котором	4	4
435	того же	5	4
436	едва ли	1	4
437	своего развития	1	4
438	все в	3	4
439	влияние на	3	4
440	от действительности	1	4
441	тем не	7	4
442	что такое	2	4
443	материалом поэзии	1	4
444	нигде не	1	4
445	самый предмет	2	4
446	очевидно что	9	4
447	в таком	6	4
448	между этими	1	4
449	тогда когда	20	4
450	и следовательно	3	4
451	под влиянием	1	4
452	бы она	2	4
453	не будет	4	4
454	нужно было	2	4
455	могла бы	2	4
456	он в	1	4
457	что для	5	4
458	нам кажется	7	4
459	и чем	3	4
460	чтобы не	1	4
461	и сами	2	4
462	и содержание	2	4
463	та же	3	4
464	в последнем	4	4
465	не ради	2	4
466	был бы	2	4
467	оно было	1	4
468	внутренней формы	31	4
469	подобно тому	3	4
470	есть лишь	1	4
471	мы говорим	2	4
472	ближайшим образом	3	4
473	значения и	1	4
474	это время	1	4
475	к другому	3	4
476	думать что	6	4
477	до настоящего	1	4
478	каждой из	3	4
479	отношении к	3	4
480	целый ряд	2	4
481	более и	1	4
482	знаем что	1	4
483	никаких оснований	1	4
484	между людьми	2	4
485	и во	1	4
486	но именно	1	4
487	только при	2	4
488	и о	6	4
489	но если	2	4
490	входящих в	2	4
491	они были	1	4
492	он должен	2	4
493	этот процесс	1	4
494	зависит от	7	4
495	в художественной	1	4
496	о нем	1	4
497	что каждый	1	4
498	чем он	1	4
499	слово в	6	4
500	все остальное	1	4
501	и непосредственно	1	4
502	или в	4	4
503	или иначе	1	4
504	но эта	3	4
505	сама по	3	4
506	или даже	1	4
507	один и	2	4
508	в данную	1	4
509	а к	4	4
510	с самого	1	4
511	и притом	3	4
512	но при	1	4
513	тех же	1	4
514	как он	1	4
515	же что	8	4
516	только то	1	4
517	к ней	7	4
518	без нее	2	4
519	одним из	3	4
520	к новому	1	4
521	и тогда	4	4
522	не к	4	4
523	во всем	2	3
524	какого бы	1	3
525	поэтическом произведении	1	3
526	ровно ничего	1	3
527	это значит	1	3
528	время не	1	3
529	в одном	4	3
530	но что	4	3
531	значения в	1	3
532	из всего	1	3
533	и должен	1	3
534	а именно	1	3
535	где она	1	3
536	предмета и	2	3
537	языка то	1	3
538	в это	2	3
539	на первый	1	3
540	связано с	2	3
541	языка мы	3	3
542	было в	6	3
543	это последнее	4	3
544	действительности как	1	3
545	язык в	1	3
546	не всегда	5	3
547	как совокупность	2	3
548	это было	3	3
549	из себя	3	3
550	но они	1	3
551	не об	2	3
552	в различных	2	3
553	их отношения	2	3
554	содержания в	3	3
555	для поэтического	1	3
556	том чтобы	4	3
557	формы в	3	3
558	друг с	1	3
559	к этим	1	3
560	в системе	2	3
561	языка к	1	3
562	не то	6	3
563	и значением	2	3
564	лишь тогда	5	3
565	или наоборот	2	3
566	мы видим	3	3
567	еще одну	1	3
568	и читатель	1	3
569	внимание на	2	3
570	внутренняя форма	18	3
571	именно из	2	3
572	проявляется в	2	3
573	а и	5	3
574	поэзии в	2	3
575	что при	3	3
576	души и	2	3
577	но как	2	3
578	не была	1	3
579	касается до	2	3
580	но он	3	3
581	и чисто	1	3
582	быть только	5	3
583	и именно	1	3
584	же касается	1	3
585	из одного	3	3
586	в чем	6	3
587	произведение есть	2	3
588	что как	4	3
589	внутренней речи	1	3
590	от них	4	3
591	и звук	2	3
592	в противном	1	3
593	для создания	2	3
594	перехода от	3	3
595	все остальные	3	3
596	не дает	2	3
597	не связанных	1	3
598	так что	14	3
599	кажется что	3	3
600	что эта	3	3
601	и тот	5	3
602	в форме	2	3
603	тем и	5	3
604	в нее	5	3
605	жизнь как	1	3
606	всех сторон	3	3
607	бы оно	2	3
608	если они	1	3
609	который был	1	3
610	каждого из	2	3
611	можно только	3	3
612	и конечно	1	3
613	и поэтическое	1	3
614	к одной	4	3
615	с такой	1	3
616	и при	5	3
617	связей с	1	3
618	романа и	1	3
619	и из	2	3
620	никак не	3	3
621	основная задача	1	3
622	что содержание	6	3
623	так или	2	3
624	нам в	1	3
625	строгом смысле	2	3
626	имеет значение	6	3
627	с таким	3	3
628	сами эти	1	3
629	если это	1	3
630	можно назвать	2	3
631	от чего	1	3
632	вряд ли	4	3
633	в которых	5	3
634	не приводит	1	3
635	том смысле	6	3
636	влияния на	2	3
637	бы не	6	3
638	том как	3	3
639	этот образ	7	3
640	в каком	8	3
641	ничего общего	2	3
642	в словах	3	3
643	перед нами	3	3
644	но оно	6	3
645	ли они	1	3
646	вытекает из	2	3
647	и если	4	3
648	это то	1	3
649	это только	2	3
650	явления и	2	3
651	для нее	1	3
652	что уже	2	3
653	как совокупности	1	3
654	каждый из	1	3
655	поэзии как	1	3
656	состоит в	1	3
657	образом не	1	3
658	к следующему	1	3
659	в самую	1	3
660	форма и	1	3
661	в сознании	36	3
662	он может	2	3
663	оно должно	1	3
664	слово и	4	3
665	то по	2	3
666	как предмет	2	3
667	действительности а	1	3
668	то или	2	3
669	тот же	2	3
670	единство в	1	3
671	находятся в	3	3
672	мы мыслим	1	3
673	нас не	1	3
674	что собственно	2	3
675	из своих	1	3
676	сознания и	2	3
677	возможно только	6	3
678	с их	1	3
679	средств и	1	3
680	на нее	2	3
681	дело в	1	3
682	места в	1	3
683	и другое	3	3
684	вообще не	1	3
685	могла быть	2	3
686	есть только	9	3
687	противном случае	1	3
688	к своему	3	3
689	перейти к	1	3
690	со своей	2	3
691	полагать что	1	3
692	но уже	2	3
693	на его	4	3
694	с другом	1	3
695	тем более	9	3
696	но конечно	1	3
697	к одному	7	3
698	может иметь	1	3
699	действительности но	1	3
700	стремлением к	1	3
701	человек не	4	3
702	а от	2	3
703	единство и	2	3
704	во второй	1	3
705	когда он	1	3
706	не с	4	3
707	в науке	3	3
708	же самое	3	3
709	или точнее	1	3
710	и вне	1	3
711	сказать в	1	3
712	на то	6	3
713	гуманитарных наук	1	3
714	и обратно	1	3
715	что на	3	3
716	в известной	3	3
717	в понятии	2	3
718	себе а	4	3
719	мир не	1	2
720	все что	4	2
721	мире а	1	2
722	в душе	17	2
723	поэзии но	1	2
724	и содержания	1	2
725	говоря уже	1	2
726	только один	3	2
727	языке и	4	2
728	тем как	4	2
729	или нет	1	2
730	понятие языка	1	2
731	и само	1	2
732	это определение	2	2
733	связь с	4	2
734	ко всем	5	2
735	о необходимости	2	2
736	мы найдем	1	2
737	ее с	2	2
738	из нее	2	2
739	не механическое	1	2
740	вывести из	1	2
741	иначе как	2	2
742	от всего	4	2
743	к более	1	2
744	от всякого	1	2
745	принадлежат к	1	2
746	само собою	1	2
747	его на	3	2
748	в собственном	3	2
749	только через	1	2
750	что такая	1	2
751	мы только	2	2
752	в природе	3	2
753	значение не	4	2
754	самого слова	2	2
755	при помощи	2	2
756	в какие	2	2
757	в язык	1	2
758	только теперь	1	2
759	относиться к	2	2
760	как из	1	2
761	также что	1	2
762	другим как	1	2
763	и того	2	2
764	как много	1	2
765	к другой	4	2
766	не чувствует	1	2
767	говорить не	1	2
768	значения слова	1	2
769	понятия в	1	2
770	и другой	1	2
771	научной мысли	2	2
772	уже о	1	2
773	становится чем-то	1	2
774	одной и	6	2
775	в строгом	1	2
776	почти совершенно	1	2
777	слагаются в	2	2
778	так то	1	2
779	его собственной	1	2
780	с другим	2	2
781	какие оно	1	2
782	на наших	1	2
783	в самое	2	2
784	находится в	5	2
785	с этими	1	2
786	что она	4	2
787	мысли в	2	2
788	который в	2	2
789	иначе и	3	2
790	искусств как	1	2
791	но так	3	2
792	себя в	1	2
793	но сама	1	2
794	чтобы понять	1	2
795	видели что	1	2
796	внутреннего единства	1	2
797	и столь	1	2
798	что язык	5	2
799	и удовлетворяет	1	2
800	как средство	2	2
801	как для	1	2
802	что человек	4	2
803	несмотря на	2	2
804	тогда и	3	2
805	из моментов	1	2
806	для определения	1	2
807	разница между	3	2
808	и сама	2	2
809	в степень	1	2
810	понять его	1	2
811	слово есть	12	2
812	что между	2	2
813	содержания как	1	2
814	есть еще	4	2
815	чем в	2	2
816	или не	3	2
817	не знает	4	2
818	ее от	2	2
819	прежде чем	2	2
820	но совершенно	1	2
821	развития как	1	2
822	не одна	1	2
823	конечно такое	1	2
824	здесь же	1	2
825	может в	2	2
826	в последних	1	2
827	происходит и	1	2
828	от одной	3	2
829	в данное	2	2
830	в ряду	7	2
831	представляется нам	2	2
832	в двух	1	2
833	эти последние	3	2
834	и влияние	1	2
835	к вопросу	1	2
836	как материал	1	2
837	полагает что	1	2
838	то эти	1	2
839	замечаем что	1	2
840	а для	1	2
841	вопрос об	2	2
842	самом предмете	1	2
843	таким путем	2	2
844	а с	4	2
845	об особенностях	1	2
846	вообще в	1	2
847	искусства науки	1	2
848	они становятся	1	2
849	оказалось бы	1	2
850	что его	3	2
851	именно потому	1	2
852	принадлежат не	1	2
853	только материал	1	2
854	все то	3	2
855	определить ее	1	2
856	до нее	2	2
857	явления в	1	2
858	то под	1	2
859	языком и	3	2
860	одно и	7	2
861	нужно сказать	1	2
862	и та	5	2
863	можно было	1	2
864	но только	3	2
865	иметь в	2	2
866	в нас	2	2
867	относится и	1	2
868	бы уже	1	2
869	как один	1	2
870	что каждое	2	2
871	звук и	5	2
872	привести в	2	2
873	как эта	1	2
874	и художественное	1	2
875	однако в	1	2
876	общего с	1	2
877	но есть	3	2
878	в первой	1	2
879	и есть	4	2
880	с конкретным	1	2
881	жизни с	1	2
882	на место	1	2
883	значит что	2	2
884	для чего	1	2
885	и нельзя	1	2
886	эту последнюю	2	2
887	искусства так	1	2
888	исследования в	1	2
889	были бы	1	2
890	на жизнь	1	2
891	собственном смысле	2	2
892	конкретности и	1	2
893	и самое	3	2
894	даны в	1	2
895	как с	1	2
896	именно от	1	2
897	этот закон	1	2
898	речи но	1	2
899	из нашего	1	2
900	именно того	2	2
901	но она	1	2
902	на первом	1	2
903	его содержание	1	2
904	в другой	3	2
905	мы в	3	2
906	из того	2	2
907	отдельных частей	1	2
908	на читателя	1	2
909	и вполне	2	2
910	от их	1	2
911	начинается с	1	2
912	с ними	6	2
913	оно ни	2	2
914	то на	1	2
915	их и	1	2
916	эти свойства	1	2
917	заключается в	2	2
918	то оно	4	2
919	вложена в	1	2
920	далеко не	5	2
921	правда не	1	2
922	можно утверждать	1	2
923	никто не	5	2
924	это понимание	1	2
925	в следующей	1	2
926	языка или	1	2
927	друг от	2	2
928	общем смысле	1	2
929	но из	1	2
930	одним и	4	2
931	существовать в	1	2
932	всем этом	1	2
933	художник в	1	2
934	а если	1	2
935	где нет	1	2
936	связаны между	1	2
937	прямой зависимости	1	2
938	и понятие	2	2
939	это событие	2	2
940	и вот	1	2
941	не должно	1	2
942	литературных направлений	1	2
943	в чистой	1	2
944	из его	1	2
945	предмета а	3	2
946	в современном	1	2
947	только тогда	13	2
948	что если	5	2
949	материал не	1	2
950	не потому	2	2
951	слова с	4	2
952	времени и	2	2
953	его содержании	1	2
954	от души	1	2
955	вещь а	1	2
956	или вообще	1	2
957	переход от	3	2
958	к ним	3	2
959	предмета в	2	2
960	содержания но	1	2
961	то она	1	2
962	к миру	1	2
963	на этот	1	2
964	него самого	3	2
965	языка но	1	2
966	имеет и	1	2
967	свою силу	1	2
968	его место	2	2
969	является только	1	2
970	только потому	8	2
971	из него	4	2
972	во времени	2	2
973	мы еще	1	2
974	или вовсе	3	2
975	жизни не	3	2
976	и поэзия	2	2
977	произведение действительно	1	2
978	одного к	2	2
979	этом случае	2	2
980	значение его	2	2
981	в более	4	2
982	на языке	2	2
983	и многие	3	2
984	ему в	2	2
985	смысле что	2	2
986	ни с	1	2
987	при таких	2	2
988	образ и	6	2
989	или с	2	2
990	слово становится	1	2
991	как у	2	2
992	было говорить	1	2
993	его действительности	1	2
994	с определенным	1	2
995	а все	1	2
996	иметь место	1	2
997	таком случае	2	2
998	все равно	5	2
999	и смысл	1	2
1000	в виде	3	2
1001	но с	1	2
1002	что ни	3	2
1003	от друга	2	2
1004	остается и	1	2
1005	что будет	3	2
1006	который как	1	2
1007	в силу	7	2
1008	и начинается	1	2
1009	здесь все	1	2
1010	не те	1	2
1011	языка с	2	2
1012	что этот	2	2
1013	и без	9	2
1014	возможно и	1	2
1015	можно будет	1	2
1016	говорят о	1	2
1017	что мы	16	2
1018	однако это	1	2
1019	мира и	1	2
1020	слове не	2	2
1021	участие в	1	2
1022	форма в	5	2
1023	в каждой	4	2
1024	бы совершенно	1	2
1025	явлений как	1	2
1026	не знают	1	2
1027	определенное место	1	2
1028	отношения между	4	2
1029	проникать в	1	2
1030	не говоря	3	2
1031	отличная от	1	2
1032	том случае	2	2
1033	человека в	2	2
1034	со всех	3	2
1035	и эти	1	2
1036	только к	1	2
1037	сама литература	1	2
1038	он говорит	3	2
1039	же это	1	2
1040	в речи	4	2
1041	ее так	1	2
1042	значение то	1	2
1043	бы например	2	2
1044	другой язык	1	2
1045	языка при	1	2
1046	с нею	5	2
1047	выражение как	1	2
1048	говорящих или	1	2
1049	сама она	1	2
1050	но напротив	1	2
1051	человека и	8	2
1052	ведь мы	1	2
1053	значение слова	8	2
1054	мысли об	3	2
1055	иным путем	1	2
1056	во многом	3	2
1057	к изучению	1	2
1058	ней все	1	2
1059	в звуке	4	2
1060	все содержание	2	2
1061	это можно	4	2
1062	по этому	2	2
1063	как увидим	1	2
1064	и необходимо	1	2
1065	говорить на	1	2
1066	происходит в	2	2
1067	процессе его	1	2
1068	очень трудно	1	2
1069	это в	2	2
1070	смысла но	1	2
1071	смысле мы	1	2
1072	и слишком	1	2
1073	есть не	9	2
1074	мы наблюдаем	1	1
1075	не сделать	1	1
1076	чего-то внешнего	1	1
1077	они имеют	1	1
1078	ее части	1	1
1079	могут вовсе	1	1
1080	человек может	2	1
1081	могут иметь	1	1
1082	только из	2	1
1083	еще раз	2	1
1084	как форма	2	1
1085	в изучении	1	1
1086	и прозаического	1	1
1087	возможность наслаждения	1	1
1088	вещи в	1	1
1089	и содержанием	2	1
1090	объективного и	1	1
1091	насколько оно	3	1
1092	стать только	1	1
1093	новые художественные	1	1
1094	исходя из	1	1
1095	творчества в	1	1
1096	судить о	2	1
1097	и глубины	1	1
1098	до него	2	1
1099	и имеет	1	1
1100	часть его	2	1
1101	не меньше	1	1
1102	степени как	1	1
1103	любовь к	1	1
1104	вопросу о	1	1
1105	в ряде	1	1
1106	с самим	1	1
1107	этом заключается	1	1
1108	в разных	4	1
1109	в нашу	1	1
1110	она уже	1	1
1111	в море	1	1
1112	в большей	3	1
1113	мысли и	8	1
1114	переносит в	1	1
1115	но тем	4	1
1116	что многие	1	1
1117	сколько и	2	1
1118	всех ее	1	1
1119	если нет	1	1
1120	по-видимому не	2	1
1121	к звуку	2	1
1122	потому не	1	1
1123	нас в	3	1
1124	например с	1	1
1125	науке и	1	1
1126	занять место	1	1
1127	одно из	6	1
1128	самой а	1	1
1129	эти первоначальные	1	1
1130	эти признаки	1	1
1131	образом из	1	1
1132	говорить что	1	1
1133	именно эти	2	1
1134	по мере	12	1
1135	есть результат	1	1
1136	с первой	1	1
1137	внешней формы	1	1
1138	о большей	1	1
1139	что слово	13	1
1140	как сочетание	1	1
1141	с действительностью	1	1
1142	и против	1	1
1143	что вне	1	1
1144	понимания не	1	1
1145	которые первоначально	1	1
1146	извне а	1	1
1147	вещь и	1	1
1148	в порядок	1	1
1149	кто и	1	1
1150	образом все	1	1
1151	быть даны	1	1
1152	и сам	1	1
1153	или от	4	1
1154	и важные	1	1
1155	произведения та	1	1
1156	на такой	1	1
1157	каким образом	2	1
1158	быть к	1	1
1159	определений и	1	1
1160	но нельзя	1	1
1161	это стремление	1	1
1162	форму и	1	1
1163	всем своем	1	1
1164	и связь	1	1
1165	ведет к	1	1
1166	не составляют	3	1
1167	том же	2	1
1168	и требует	1	1
1169	в действительную	1	1
1170	условиях это	1	1
1171	явления что	1	1
1172	выражено в	1	1
1173	или другие	1	1
1174	между прочим	5	1
1175	поэзии на	1	1
1176	места и	1	1
1177	мы получаем	1	1
1178	представляет ее	1	1
1179	когда это	1	1
1180	деятельность не	1	1
1181	там же	8	1
1182	существует лишь	2	1
1183	приходит в	1	1
1184	предмет и	2	1
1185	духа в	2	1
1186	самая эта	1	1
1187	что без	2	1
1188	выражения и	1	1
1189	и вместе	6	1
1190	в порядке	1	1
1191	стремления к	1	1
1192	на эту	1	1
1193	другие если	1	1
1194	форма более	1	1
1195	нами совсем	1	1
1196	это бывает	1	1
1197	только для	3	1
1198	и сделал	1	1
1199	непосредственное отражение	1	1
1200	стремление к	1	1
1201	эти направления	1	1
1202	по своим	1	1
1203	уже достоянием	1	1
1204	от поэзии	1	1
1205	когда в	2	1
1206	нечто новое	1	1
1207	этой стороны	2	1
1208	и разложение	2	1
1209	признаков в	3	1
1210	только что	12	1
1211	но мы	3	1
1212	в себя	1	1
1213	а а	2	1
1214	это сопоставление	1	1
1215	тем а	2	1
1216	развития а	1	1
1217	создание новых	1	1
1218	мы с	1	1
1219	для исследования	1	1
1220	не удается	1	1
1221	а вместе	2	1
1222	было быть	1	1
1223	отражается в	2	1
1224	понять как	1	1
1225	действительность и	2	1
1226	здесь основная	1	1
1227	влечет за	1	1
1228	для человека	8	1
1229	от внешней	1	1
1230	было содержанием	1	1
1231	тем в	1	1
1232	нам не	2	1
1233	понятно что	1	1
1234	сложившихся в	1	1
1235	было не	1	1
1236	нечто общее	1	1
1237	случае они	1	1
1238	на человека	2	1
1239	не существует	5	1
1240	к дальнейшему	1	1
1241	что душа	1	1
1242	находит в	2	1
1243	которые мы	3	1
1244	должны служить	1	1
1245	видеть и	1	1
1246	той степени	1	1
1247	и такие	1	1
1248	понято и	1	1
1249	и человеческой	2	1
1250	символизма и	1	1
1251	существование и	1	1
1252	вне его	1	1
1253	можем не	2	1
1254	и который	1	1
1255	человек стремится	1	1
1256	в предложении	2	1
1257	противоречия между	1	1
1258	сам не	1	1
1259	своей природе	1	1
1260	как необходимое	1	1
1261	быть сама	1	1
1262	поэзии есть	2	1
1263	материал поэзии	1	1
1264	материал но	1	1
1265	это делается	1	1
1266	языка от	1	1
1267	все свои	2	1
1268	другу и	1	1
1269	но эти	1	1
1270	из жизни	1	1
1271	была только	1	1
1272	предметов и	1	1
1273	оно как	1	1
1274	времени в	1	1
1275	которыми он	1	1
1276	к своей	2	1
1277	слов но	1	1
1278	и действия	2	1
1279	и той	4	1
1280	для себя	3	1
1281	этим определяются	1	1
1282	если так	1	1
1283	оно так	1	1
1284	случае мы	1	1
1285	пока не	2	1
1286	не имеем	3	1
1287	другую в	1	1
1288	видеть что	2	1
1289	и когда	1	1
1290	приходит к	1	1
1291	людей и	2	1
1292	а между	6	1
1293	и значение	2	1
1294	вообще но	1	1
1295	с в	4	1
1296	они с	1	1
1297	его по	1	1
1298	уже и	1	1
1299	не вполне	1	1
1300	не что	1	1
1301	как оно	2	1
1302	предмет исследования	1	1
1303	материала при	1	1
1304	будто несколько	1	1
1305	так называемых	3	1
1306	сложное и	2	1
1307	и еще	1	1
1308	указания на	2	1
1309	но этот	2	1
1310	второй половины	1	1
1311	на ней	1	1
