N	3gram	Vygotskiy_	StatiiOP
278	каждое из них	2	1
279	что в таком	2	1
280	что в них	1	1
281	ни разу не	1	1
282	задача состоит в	1	1
283	по себе не	3	1
284	же как в	2	1
285	произведения но и	1	1
286	же значение как	1	1
287	каждой из этих	1	1
288	в высшей степени	1	1
289	и при помощи	2	1
290	и как он	2	1
291	все же оно	1	1
292	т п поэтому	1	1
293	имел в виду	1	1
294	что с точки	1	1
295	как и всегда	1	1
296	когда пушкин говорит	1	1
297	только то что	2	1
298	так как он	1	1
299	это однако не	1	1
300	на минуту не	1	1
301	не только у	1	1
302	о бахчисарайском фонтане	1	1
303	не то что	1	1
304	идет не о	1	1
305	так же и	1	1
306	искусства и что	1	1
307	но так как	2	1
308	которые тем не	1	1
309	они сами по	1	1
310	и не может	2	1
311	мы имеем дело	1	1
312	то ни стало	1	1
313	что разница между	1	1
314	того что он	1	1
315	само собой разумеется	1	1
316	но вытекает ли	1	1
317	этого вопроса в	1	1
318	то что было	1	1
319	между тем в	1	1
320	и другие произведения	1	1
321	то что она	1	1
322	т д все	1	1
323	друг к другу	1	1
324	что почти все	1	1
325	в значительной мере	1	1
326	и во всяком	1	1
327	преувеличения можно сказать	1	1
328	совершенно непохож на	1	1
329	все что мы	1	1
330	и может быть	1	1
331	домик в коломне	1	1
332	от того что	2	1
333	и не очень	1	1
334	совершенно непонятным почему	1	1
335	свой взгляд на	1	1
336	и тому же	1	1
337	мысли об этом	1	1
338	собой разумеется что	1	1
339	и в особенности	1	1
340	а затем уже	1	1
341	основное значение в	1	1
342	может быть даже	1	1
343	столько же сколько	2	1
344	ни в какой	3	1
345	основанные на нем	1	1
346	является прямым следствием	1	1
347	этой точки зрения	7	1
348	ту или иную	1	1
349	целом ряде его	1	1
350	не допускают мысли	1	1
351	а потому не	2	1
352	к этим трем	1	1
353	это можно было	1	1
354	все это очень	1	1
355	к которому относится	1	1
356	к выводу что	2	1
357	и не было	1	1
358	бы утверждать что	2	1
359	из евгения онегина	1	1
360	в результате этого	1	1
361	в каждом слове	1	1
362	в статье г	1	1
363	не всегда можно	1	1
364	и той же	5	1
365	во внимание что	2	1
366	именно то что	1	1
367	поскольку речь идет	1	1
368	что все дело	1	1
369	связи с этим	1	1
370	в его творчестве	1	1
371	то есть с	1	1
372	для этих авторов	1	1
373	и что следовательно	3	1
374	в рифме в	1	1
375	ни на что	1	1
376	при помощи этой	1	1
377	следующее место из	1	1
378	мы приходим к	1	1
379	и для нас	1	1
380	речь идет не	2	1
381	не имеет никакого	1	1
382	он может быть	1	1
383	не так легко	1	1
384	в графе нулине	1	1
385	и тем что	2	1
386	в узком смысле	1	1
387	в сущности говоря	6	1
388	что бы то	1	1
389	что в сознании	1	1
390	же можно было	1	1
391	которая существует между	1	1
392	не означает что	2	1
393	можно сравнить с	1	1
394	и в частности	2	1
395	приводит к тому	2	1
396	не совпадают с	1	1
397	вопроса в целом	1	1
398	одно и то	1	1
399	по поводу того	1	1
400	то все же	1	1
401	что он просто	1	1
402	и тот и	1	1
403	одной и той	5	1
404	тот и другой	2	1
405	то что мне	1	1
406	орудием в руках	1	1
407	того материала который	2	1
408	д все это	1	1
409	как капитанская дочка	1	1
410	в этом сказывается	1	1
411	одному и тому	1	1
412	на котором основываются	1	1
413	и вообще не	1	1
414	не оставляет камня	1	1
415	том чтобы показать	3	1
416	чтобы убедиться в	1	1
417	и что в	2	1
418	же как и	2	1
419	была бы выполнена	1	1
420	на основании анализа	1	1
421	совершенно независимо от	1	1
422	не могут быть	2	1
423	в этом вопросе	1	1
424	не только ее	1	1
425	когда говорит о	1	1
426	представление о том	2	1
427	ясно что и	2	1
428	те или иные	1	1
429	на то как	2	1
430	такая точка зрения	1	1
431	от себя и	1	1
432	из которых каждая	2	1
433	нет и следа	1	1
434	тому как мы	1	1
435	в том виде	2	1
436	не только все	1	1
437	все эти утверждения	1	1
438	потому что с	1	1
439	это говорит о	1	1
440	который в конце	1	1
441	совершенно ясного и	1	1
442	в другом случае	1	1
443	к жизни и	1	1
444	же самое и	2	1
