N	2gram	Ircho_Kome	Freidism
100	того что	1	7
101	не является	5	7
102	но не	9	7
103	я и	2	7
104	об этом	12	7
105	и у	4	7
106	с самого	5	7
107	в нем	8	7
108	быть и	1	7
109	в этой	7	7
110	отношение к	7	7
111	в себе	4	7
112	жизни и	1	7
113	в то	14	7
114	и ее	3	7
115	одно из	3	6
116	если он	3	6
117	не менее	9	6
118	но мы	1	6
119	к тому	11	6
120	можно сказать	1	6
121	в основе	3	6
122	в свою	12	6
123	для того	9	6
124	же время	12	6
125	из этих	2	6
126	высшей степени	2	6
127	мы имеем	4	6
128	ни о	1	6
129	как раз	9	6
130	во время	8	6
131	здесь в	2	6
132	чем же	2	6
133	в таком	2	6
134	она не	3	6
135	и что	8	6
136	в пределах	3	6
137	человека и	2	6
138	и о	3	6
139	в высшей	2	6
140	и только	1	6
141	для этого	3	6
142	которой мы	2	6
143	не можем	1	6
144	процесс образования	1	5
145	со всеми	2	5
146	в своих	4	5
147	с ними	1	5
148	вместе с	16	5
149	со стороны	16	5
150	на первый	1	5
151	тех же	3	5
152	того чтобы	9	5
153	увидим что	1	5
154	говорить о	6	5
155	на основании	3	5
156	и до	2	5
157	и те	1	5
158	чем не	2	5
159	самого начала	5	5
160	что она	10	5
161	можем сказать	1	5
162	он сам	1	5
163	по поводу	1	5
164	той же	2	5
165	это не	3	5
166	в ее	3	5
167	что и	12	5
168	в которой	6	5
169	тому что	5	5
170	между ними	4	5
171	в этих	2	5
172	в себя	1	5
173	и по	3	5
174	таким путем	2	5
175	не было	6	5
176	во второй	2	5
177	не знает	7	5
178	как это	5	5
179	далеко не	3	5
180	от того	2	5
181	в большинстве	1	5
182	ничего не	6	5
183	отнюдь не	5	5
184	с которыми	1	4
185	как с	1	4
186	в основном	1	4
187	смысле слова	1	4
188	в виду	3	4
189	сводится к	1	4
190	по себе	1	4
191	если бы	18	4
192	в собственном	1	4
193	связанные с	1	4
194	как в	4	4
195	себя и	2	4
196	этот вопрос	2	4
197	зависимости от	1	4
198	ничего общего	1	4
199	в котором	6	4
200	мы увидим	1	4
201	потому что	19	4
202	только как	2	4
203	это только	1	4
204	не всегда	2	4
205	в этот	1	4
206	слова и	1	4
207	только на	1	4
208	отца с	1	4
209	в мир	1	4
210	в истории	2	4
211	так же	8	4
212	свою очередь	10	4
213	на которые	3	4
214	нет и	4	4
215	на него	6	4
216	в своем	9	4
217	содержание его	1	4
218	все время	3	4
219	не лучше	1	4
220	только с	1	4
221	едва ли	16	4
222	дает нам	1	4
223	этой области	1	4
224	этом отношении	2	4
225	тем не	3	4
226	человека в	4	4
227	у него	10	4
228	мы находим	1	4
229	в голову	2	4
230	в зависимости	1	4
231	я не	4	4
232	по своему	3	4
233	между собой	5	4
234	нисколько не	3	4
235	войти в	2	4
236	о себе	1	4
237	выражение в	3	4
238	первый план	1	4
239	это как	1	4
240	не дает	5	4
241	и речи	4	4
242	то ни	4	4
243	в развитии	3	4
244	и может	2	4
245	в другом	2	4
246	к ней	9	4
247	главным образом	2	4
248	в области	3	4
249	его к	1	4
250	в целом	4	4
251	ответ на	7	3
252	себе самом	1	3
253	не так	4	3
254	собственном смысле	1	3
255	во втором	2	3
256	до сих	12	3
257	в центре	2	3
258	же объясняется	2	3
259	и при	1	3
260	о которой	2	3
261	мы в	3	3
262	для них	1	3
263	разобраться в	1	3
264	в результате	2	3
265	и тот	6	3
266	в них	6	3
267	в основу	1	3
268	и даже	6	3
269	нам в	1	3
270	все то	1	3
271	все его	2	3
272	их в	3	3
273	значение в	1	3
274	себя с	1	3
275	не делает	2	3
276	конечном счете	3	3
277	очень важный	1	3
278	к его	4	3
279	жизни в	1	3
280	приводит к	4	3
281	которое не	1	3
282	отца и	4	3
283	во сне	1	3
284	что мы	4	3
285	он был	6	3
286	между двумя	2	3
287	о них	1	3
288	в одном	3	3
289	уже в	3	3
290	как на	1	3
291	из наиболее	1	3
292	не совсем	3	3
293	найдем в	3	3
294	тем же	3	3
295	и дать	2	3
296	в нашем	1	3
297	непосредственно из	1	3
298	находится в	1	3
299	с этими	1	3
300	о том	21	3
301	в сознании	1	3
302	на этот	6	3
303	иным как	1	3
304	того же	9	3
305	делает все	1	3
306	не найдем	2	3
307	бы то	3	3
308	только не	1	3
309	говорит о	2	3
310	мы видим	2	3
311	мир в	1	3
312	они не	2	3
313	к человеку	2	3
314	к себе	9	3
315	не будем	1	3
316	не без	2	3
317	тому чтобы	1	3
318	мы конечно	1	3
319	и этим	3	3
320	отцом и	3	3
321	у нас	1	3
322	в конечном	2	3
323	и притом	1	3
324	от всех	1	3
325	этого не	1	3
326	одним из	2	3
327	на себя	10	3
328	такой же	2	3
329	не остается	3	3
330	и как	3	3
331	с отцом	4	3
332	и она	1	3
333	и сам	11	3
334	и со	2	3
335	один и	3	3
336	представляется нам	2	3
337	в свой	2	3
338	себе и	1	3
339	и таким	1	3
340	под влиянием	2	3
341	сих пор	12	3
342	этих двух	2	3
343	сказать и	1	3
344	остается в	3	3
345	и тех	1	3
346	в г	3	3
347	в самых	1	3
348	ни один	1	3
349	между тем	6	3
350	в какой	4	3
351	когда он	5	3
352	не приходится	5	3
353	и является	1	3
354	конечно в	2	3
355	как не	2	3
356	человека с	2	3
357	ведь мы	1	3
358	в материальном	1	3
359	себя в	3	3
360	бы он	3	3
361	них не	1	3
362	и от	3	3
363	и есть	3	3
364	чаще всего	2	3
365	формы и	1	3
366	нуждается в	2	3
367	сказать о	1	3
368	а как	2	3
369	независимо от	4	3
370	ведь и	1	3
371	в эпоху	2	3
372	если это	1	3
373	на это	3	3
374	не выдерживает	1	2
375	для самого	1	2
376	однако и	1	2
377	и другие	1	2
378	этому времени	2	2
379	случае в	1	2
380	отношению ко	2	2
381	в момент	1	2
382	к этой	2	2
383	жизни а	1	2
384	которые он	1	2
385	его с	1	2
386	должна быть	2	2
387	который стал	1	2
388	для себя	1	2
389	и их	1	2
390	по всему	3	2
391	связи в	1	2
392	в некоторых	1	2
393	из которых	7	2
394	не как	2	2
395	находятся в	1	2
396	из того	3	2
397	нас в	1	2
398	для нас	7	2
399	и об	1	2
400	в отношении	4	2
401	же что	1	2
402	в первом	2	2
403	но все	5	2
404	с таким	1	2
405	жизнь в	1	2
406	равно как	7	2
407	не позволяет	4	2
408	мы остановимся	1	2
409	подходе к	1	2
410	теми же	1	2
411	отношения к	2	2
412	в мире	2	2
413	приходит в	1	2
414	меньшей мере	1	2
415	а именно	1	2
416	тому назад	5	2
417	и так	1	2
418	только для	2	2
419	всю эту	1	2
420	не имеет	6	2
421	да и	3	2
422	ли он	1	2
423	возникает вопрос	1	2
424	при помощи	1	2
425	нет в	1	2
426	не входит	1	2
427	в дальнейшем	5	2
428	все они	1	2
429	всего они	1	2
430	его и	3	2
431	в такой	1	2
432	отца в	2	2
433	бы и	1	2
434	вопрос о	2	2
435	ст в	2	2
436	отсюда и	1	2
437	и между	1	2
438	в течение	3	2
439	одной стороны	4	2
440	относится к	1	2
441	представляет собой	5	2
442	являются не	1	2
443	утверждают что	1	2
444	и уже	1	2
445	и теперь	2	2
446	для нее	1	2
447	в изучении	1	2
448	у других	1	2
449	превращается в	1	2
450	еще более	4	2
451	в глаза	3	2
452	же самое	3	2
453	всего этого	1	2
454	с другой	5	2
455	в прошлом	1	2
456	в отличие	3	2
457	которого они	2	2
458	мог бы	1	2
459	и во	3	2
460	за пределами	3	2
461	для понимания	3	2
462	по меньшей	1	2
463	скрыть от	1	2
464	друг друга	7	2
465	же он	1	2
466	бы в	5	2
467	но так	1	2
468	отцу он	1	2
469	его можно	1	2
470	из этой	2	2
471	как к	3	2
472	что с	4	2
473	в заблуждение	1	2
474	выходит за	1	2
475	ничем не	4	2
476	отцу и	1	2
477	с одной	5	2
478	такого рода	2	2
479	в состоянии	1	2
480	еще больше	4	2
481	ни было	3	2
482	он и	5	2
483	что при	1	2
484	такое же	2	2
485	для своего	1	2
486	о нем	1	2
487	и сама	1	2
488	в качестве	4	2
489	поведения в	1	2
490	то мы	2	2
491	но как	1	2
492	на которой	1	2
493	чем он	1	2
494	что между	2	2
495	в следующем	1	2
496	в их	5	2
497	сказать не	1	2
498	а на	3	2
499	сообщение и	1	2
500	материал для	2	2
501	отказаться от	3	2
502	на счет	1	2
503	а также	3	2
504	не нуждается	1	2
505	будто бы	1	2
506	цитаты из	3	2
507	дело в	1	2
508	как его	4	2
509	для развития	2	2
510	в третий	1	2
511	в конце	14	2
512	становится совершенно	1	2
513	ясно что	12	2
514	обстоятельство что	3	2
515	он в	2	2
516	также в	2	2
517	же как	1	2
518	рядом с	1	2
519	стремление к	1	2
520	к своему	4	2
521	как ее	2	2
522	от этого	1	2
523	это было	1	2
524	связанный с	1	2
525	связей между	1	2
526	должен быть	2	2
527	в эту	1	2
528	что как	1	2
529	в одной	2	2
530	комплекса в	1	2
531	на них	3	2
532	все тот	1	2
533	ко всему	1	2
534	могли бы	1	2
535	реагирует на	1	2
536	и мысли	3	2
537	и снова	2	2
538	а с	2	2
539	же из	1	2
540	же с	1	2
541	отличие от	5	2
542	а его	2	2
543	ли это	1	2
544	человека все	1	2
545	его не	3	2
546	обстоит дело	3	2
547	человека как	1	2
548	к этим	1	2
549	дело не	2	2
550	с большим	4	2
551	речи и	1	2
552	является его	2	2
553	и тем	4	2
554	то обстоятельство	3	2
555	одним словом	1	2
556	можно сделать	1	2
557	если же	2	2
558	за ними	1	2
559	и та	1	2
560	ни одно	3	2
561	в нашей	1	2
562	входит в	1	2
563	не следует	2	2
564	но вместе	1	2
565	к которой	1	2
566	первого и	1	2
567	думать что	1	2
568	его отношение	1	2
569	и поэтому	5	2
570	или вовсе	2	2
571	с различными	1	2
572	во многом	1	2
573	ли мы	1	2
574	этом вопросе	1	2
575	но нет	2	2
576	даже если	2	2
577	образом в	2	2
578	но если	3	2
579	с сыном	1	2
580	из этого	2	2
581	ничуть не	7	2
582	человек не	1	2
583	то в	1	2
584	конце концов	3	2
585	в него	1	2
586	чтобы не	3	2
587	он должен	1	2
588	даже самых	1	2
589	не отличается	1	2
590	не к	1	2
591	это новое	1	2
592	быть даже	1	1
593	к сожалению	2	1
594	во всем	2	1
595	аналогии с	2	1
596	всего это	2	1
597	этого хочет	1	1
598	бы они	1	1
599	признаться в	3	1
600	образом и	2	1
601	ребенка и	1	1
602	по существу	4	1
603	ни малейшего	3	1
604	мы найдем	3	1
605	и здесь	11	1
606	образов в	1	1
607	всего на	1	1
608	подробно на	1	1
609	друга в	1	1
610	на совершенно	1	1
611	находясь в	1	1
612	с уже	2	1
613	этому требованию	1	1
614	которые не	1	1
615	исходя из	2	1
616	судить о	1	1
617	почти не	1	1
618	своего собственного	1	1
619	он только	1	1
620	отцу но	1	1
621	на ее	4	1
622	из таких	1	1
623	в социальном	2	1
624	дело с	4	1
625	любовь к	4	1
626	и далее	1	1
627	даже в	3	1
628	была бы	2	1
629	другой пример	1	1
630	его за	3	1
631	и отправился	1	1
632	из всех	3	1
633	что отец	8	1
634	все на	1	1
635	реальной жизни	1	1
636	эта новая	1	1
637	этом случае	2	1
638	отношении к	1	1
639	и должен	1	1
640	в задачу	1	1
641	на несколько	1	1
642	мы вспоминаем	1	1
643	никак не	2	1
644	ее поведение	1	1
645	в другой	5	1
646	а затем	4	1
647	что человек	1	1
648	задолго до	1	1
649	интерес к	1	1
650	намека на	1	1
651	заметим что	1	1
652	перед отцом	3	1
653	но наиболее	1	1
654	ребенка не	1	1
655	требует от	4	1
656	буквально на	1	1
657	переживания и	1	1
658	области не	1	1
659	его от	5	1
660	почему так	1	1
661	другую и	1	1
662	его собственный	1	1
663	часто даже	1	1
664	лет тому	5	1
665	с собой	4	1
666	ни слова	1	1
667	перемены в	1	1
668	разу не	3	1
669	за что	1	1
670	должен был	6	1
671	от их	1	1
672	на смену	1	1
673	на желание	1	1
674	чтобы в	3	1
675	начинается с	2	1
676	ко всем	1	1
677	но только	1	1
678	ситуацией в	1	1
679	не более	1	1
680	время как	3	1
681	на которых	1	1
682	отличаются от	1	1
683	на примере	2	1
684	же положение	1	1
685	на волю	2	1
686	каким образом	1	1
687	любовь и	2	1
688	что весь	1	1
689	может чтобы	1	1
690	ведь она	1	1
691	тем что	12	1
692	еще хуже	1	1
693	и начало	1	1
694	при том	1	1
695	на месте	3	1
696	то время	3	1
697	представление о	2	1
698	например в	3	1
699	меня в	2	1
700	с тем	6	1
701	вот с	1	1
702	они ищут	2	1
703	с не	1	1
704	со страхом	1	1
705	уже нет	1	1
706	о полном	1	1
707	там же	1	1
708	к самому	1	1
709	с такими	1	1
710	его речи	1	1
711	что по	2	1
712	ли не	6	1
713	необходимости в	1	1
714	с еще	1	1
715	выход из	1	1
716	выходят за	2	1
717	в слове	1	1
718	цитат и	2	1
719	на мелкие	1	1
720	он ей	1	1
721	и т	5	1
722	правда не	1	1
723	сомневаться в	1	1
724	образы в	1	1
725	бы не	3	1
726	к какому	1	1
727	знаем теперь	1	1
728	мы имели	1	1
729	нашего читателя	1	1
730	сравнению с	3	1
731	наконец о	1	1
732	своего отца	2	1
733	они говорят	1	1
734	он вполне	1	1
735	в это	2	1
736	он по	1	1
737	них в	1	1
738	подходить к	1	1
739	не его	1	1
740	в которые	2	1
741	по крайней	1	1
742	уйти из	1	1
743	жизни мы	1	1
744	на одном	1	1
745	который и	1	1
746	сразу и	1	1
747	свое время	1	1
748	г в	2	1
749	первый взгляд	1	1
750	это был	1	1
751	в кругу	1	1
752	нет ничего	4	1
753	и того	1	1
754	не давая	1	1
755	и грубой	1	1
756	бросается в	1	1
757	нам не	1	1
758	в философской	1	1
759	даже совершенно	1	1
760	остановимся на	1	1
761	на три	1	1
762	мы рассмотрим	1	1
763	похож на	2	1
764	из других	1	1
765	деле можно	1	1
766	девушки в	1	1
767	она же	1	1
768	было в	2	1
769	уже из	1	1
770	известного предела	1	1
771	то это	5	1
772	можно считать	2	1
773	борется с	1	1
774	что этот	1	1
775	первой четверти	1	1
776	жизни когда	1	1
777	после того	3	1
778	своей собственной	1	1
779	можем не	1	1
780	показывает нам	1	1
781	сначала он	2	1
782	оба эти	1	1
783	два момента	1	1
784	то и	1	1
785	его происхождение	1	1
786	совсем другой	3	1
787	чем определяется	1	1
788	он еще	1	1
789	наконец в	1	1
790	но даже	1	1
791	на друга	1	1
792	по сравнению	3	1
793	какие же	1	1
794	общей форме	1	1
795	быть не	1	1
796	сказанных слов	1	1
797	на два	1	1
798	вызывает в	1	1
799	современной ему	1	1
800	а может	1	1
801	пока я	1	1
802	человека от	1	1
803	назад в	2	1
804	что вся	1	1
805	в современном	1	1
806	в руках	3	1
807	это же	1	1
808	с которой	2	1
809	только один	2	1
810	к своим	2	1
811	в которую	1	1
812	он хочет	1	1
813	не доверяет	1	1
814	может служить	2	1
815	ему эти	1	1
816	наконец как	1	1
817	которых она	1	1
818	образом из	1	1
819	и когда	2	1
820	приходит к	2	1
821	о своем	1	1
822	и наиболее	1	1
823	для данного	1	1
824	главным героем	1	1
825	людей и	2	1
826	а те	1	1
827	образом что	1	1
828	целый ряд	5	1
829	определяется его	1	1
830	времени и	2	1
831	сделать вывод	1	1
832	мы тоже	1	1
833	их для	1	1
834	же его	2	1
835	действия и	2	1
836	любви к	5	1
837	так называемых	1	1
838	основанная на	1	1
839	точке зрения	1	1
840	теперь к	1	1
841	друг на	1	1
842	и поступает	1	1
843	право говорить	1	1
844	о таких	1	1
845	имеем в	2	1
846	известной степени	2	1
847	некоторое время	1	1
848	слов о	1	1
849	и там	3	1
850	и еще	4	1
851	уже более	1	1
852	без его	1	1
853	без всякого	2	1
854	наконец упомянем	1	1
855	настоящее время	1	1
856	эта идея	1	1
857	мысль не	1	1
858	что впервые	1	1
859	затем в	1	1
860	она ни	1	1
861	семейных отношений	1	1
862	жизни еще	1	1
863	одной из	4	1
864	эти вопросы	1	1
865	по собственному	3	1
866	же она	1	1
867	лучше всего	1	1
868	без того	1	1
869	том же	2	1
870	его для	2	1
871	который по	2	1
872	в атмосфере	1	1
873	по-видимому в	1	1
874	который в	3	1
875	быть все	1	1
876	однако в	5	1
877	прямо противоположных	1	1
878	все их	1	1
879	его место	1	1
880	от них	2	1
881	перед нами	1	1
882	его роль	1	1
883	что даже	1	1
884	чувства в	2	1
885	друг с	3	1
886	каким был	1	1
887	этого мало	1	1
888	на котором	1	1
889	у них	1	1
890	в пользу	1	1
891	имели бы	1	1
892	нет никаких	2	1
893	не мог	2	1
894	отцу в	3	1
895	него не	1	1
896	где все	1	1
897	на своем	1	1
898	не говорил	1	1
899	о связи	1	1
900	мы еще	1	1
901	этом же	1	1
902	в настоящее	1	1
903	стороны он	1	1
904	который они	1	1
905	крайней мере	1	1
906	моментов в	1	1
907	сомнения в	1	1
908	к окружающему	1	1
909	характерные для	2	1
910	с того	1	1
911	примыкает к	1	1
912	намек на	1	1
913	на время	1	1
914	заставляет его	1	1
915	положение вещей	3	1
916	ближе к	3	1
917	целому ряду	1	1
918	об их	1	1
919	несколько слов	1	1
920	и весь	1	1
921	достоинства и	1	1
922	что они	3	1
923	которую они	1	1
924	в свое	2	1
925	и шире	1	1
926	того кого	1	1
927	не зная	5	1
928	ее и	1	1
929	или к	2	1
930	еще одну	1	1
931	именно об	2	1
932	и он	5	1
933	он умер	1	1
934	ему в	1	1
935	древнего грека	1	1
936	мире у	1	1
937	упрек в	1	1
938	нет ни	2	1
939	хочет быть	2	1
940	своей любви	2	1
941	различие между	1	1
942	похожи на	3	1
943	на вопрос	5	1
944	второй половине	1	1
945	при всей	2	1
946	он делает	1	1
947	чем на	1	1
948	собой в	1	1
949	но еще	2	1
950	этого он	1	1
951	в угоду	1	1
952	делает возможным	1	1
953	общение с	1	1
954	нашей работы	1	1
955	о подчинении	1	1
956	вывод что	2	1
957	для всякого	1	1
958	это я	1	1
959	пределах того	1	1
960	ним в	2	1
961	как нет	1	1
962	бы на	2	1
963	обычно не	1	1
964	и новой	2	1
965	никакого ответа	1	1
966	хотя и	6	1
967	речи так	1	1
968	приходится уже	1	1
969	в ужас	1	1
970	которое должно	1	1
971	и раньше	1	1
972	не хочет	6	1
973	только во	1	1
974	это ни	1	1
975	ее ухода	1	1
976	не хозяин	1	1
977	ситуации в	3	1
978	соединения с	1	1
979	половое общение	1	1
980	со своим	1	1
981	можем ли	1	1
982	отказывается от	1	1
983	голову не	1	1
984	они будут	2	1
985	слово в	1	1
986	не знаем	1	1
987	может вступить	1	1
988	участие в	1	1
989	и настойчиво	1	1
990	в ином	1	1
991	однако не	1	1
992	мы вполне	1	1
993	чем в	5	1
994	своих детей	1	1
995	же не	3	1
996	дальнейшему развитию	1	1
997	пределах одной	1	1
998	или в	1	1
999	жизни это	1	1
1000	что название	1	1
1001	что к	4	1
1002	прежде чем	4	1
1003	перед необходимостью	1	1
1004	что его	10	1
1005	которого она	1	1
1006	в изложении	1	1
1007	№ и	2	1
1008	отца как	1	1
1009	он оказывается	1	1
1010	кроме его	1	1
1011	которые как	1	1
1012	и эта	2	1
1013	там и	3	1
1014	по адресу	1	1
1015	исходят из	1	1
1016	чтобы узнать	1	1
1017	много лет	2	1
1018	вещей и	2	1
1019	войдя в	2	1
1020	поступить с	1	1
1021	сравнить его	1	1
1022	она стремится	1	1
1023	навлекает на	1	1
1024	с той	1	1
1025	и без	2	1
1026	подводя итоги	1	1
1027	как видим	2	1
1028	другие представители	1	1
1029	следует понимать	1	1
1030	было до	1	1
1031	человек в	1	1
1032	я мог	1	1
1033	эти две	1	1
1034	язык и	1	1
1035	говорят о	1	1
1036	из той	1	1
1037	в сборнике	1	1
1038	так на	1	1
1039	при таком	1	1
1040	меньше всего	5	1
1041	на фоне	2	1
1042	не на	3	1
1043	если сам	1	1
1044	здесь не	2	1
1045	служит для	1	1
1046	того он	1	1
1047	в двух	7	1
1048	пока не	2	1
1049	и это	4	1
1050	в сторону	1	1
1051	с другом	3	1
1052	в смысле	2	1
1053	в каждой	2	1
1054	сказать несколько	1	1
1055	из одного	1	1
1056	до того	4	1
1057	вследствие чего	1	1
1058	не принимает	1	1
1059	кем иным	1	1
1060	бы совершенно	1	1
1061	на себе	2	1
1062	при его	2	1
1063	более тонкой	1	1
1064	ним а	1	1
1065	считая его	1	1
1066	особенно в	1	1
1067	нельзя не	1	1
1068	тем более	9	1
1069	существенного значения	1	1
1070	она только	1	1
1071	а из	1	1
1072	не был	2	1
1073	только он	1	1
1074	чтобы понять	1	1
1075	разумеется что	3	1
1076	для анализа	1	1
1077	жизнь и	1	1
1078	же на	1	1
1079	впечатление от	1	1
1080	и свои	1	1
1081	но его	2	1
1082	вопрос не	2	1
1083	в каждом	3	1
1084	не говоря	2	1
1085	еще до	1	1
1086	всякой психологической	1	1
1087	от первого	1	1
1088	предположить что	1	1
1089	же все	1	1
1090	апеллирует к	1	1
1091	слов или	1	1
1092	спросить в	1	1
1093	за то	2	1
1094	того в	3	1
1095	и других	1	1
1096	они стали	1	1
1097	а к	1	1
1098	как ни	1	1
1099	принимающего его	1	1
1100	такую же	3	1
1101	отнестись к	1	1
1102	он ни	1	1
1103	остается места	1	1
1104	действия в	3	1
1105	относящихся к	1	1
1106	к врачу	1	1
1107	дает своему	1	1
1108	дать себя	1	1
1109	надо было	3	1
1110	связи с	5	1
1111	говорил о	1	1
1112	показывает что	1	1
1113	молодой человек	9	1
1114	собственному желанию	1	1
1115	картины мира	1	1
1116	все остальные	2	1
1117	этого достаточно	1	1
1118	называет его	1	1
1119	близко к	1	1
1120	но при	2	1
1121	в угол	1	1
1122	так мы	1	1
1123	чтобы он	1	1
1124	и чувства	1	1
1125	другом и	1	1
1126	слова мы	1	1
1127	воли а	1	1
1128	как уже	1	1
1129	т д	1	1
1130	можно назвать	1	1
1131	или не	1	1
1132	тому как	1	1
1133	о возможности	1	1
1134	не по	7	1
1135	к новым	1	1
1136	человеком как	1	1
1137	эти утверждения	1	1
1138	он стал	1	1
1139	у порога	1	1
1140	не будет	2	1
1141	с ужасом	1	1
1142	к выработке	1	1
1143	от отца	4	1
1144	не с	2	1
1145	что эта	2	1
1146	в цельном	1	1
1147	пор не	3	1
1148	как он	5	1
1149	и определяет	1	1
1150	в тех	4	1
1151	для человека	2	1
1152	до чего	1	1
1153	можно было	3	1
1154	кто не	1	1
1155	вот что	1	1
1156	себя на	1	1
1157	было еще	1	1
1158	в начале	5	1
1159	стороны его	1	1
1160	сами эти	1	1
1161	еще в	1	1
1162	причина его	1	1
1163	и хотя	3	1
1164	даже не	5	1
1165	стороны и	4	1
1166	о действительно	1	1
1167	в современной	1	1
1168	ни разу	3	1
1169	чтобы их	1	1
1170	вот в	1	1
1171	можно найти	1	1
1172	как же	2	1
1173	в нее	1	1
1174	но этот	1	1
1175	сама она	2	1
1176	в семье	2	1
1177	как то	1	1
1178	этой группы	2	1
1179	они могут	1	1
1180	и какой-нибудь	1	1
1181	мысль о	1	1
1182	другой и	1	1
1183	могла бы	1	1
1184	основе своей	2	1
1185	и совершенно	1	1
1186	ты должен	1	1
1187	нем и	1	1
1188	о ней	2	1
1189	ни одной	2	1
1190	я в	1	1
1191	всех его	1	1
1192	тем как	2	1
1193	всего от	1	1
1194	так называемого	1	1
1195	тот или	1	1
1196	правда он	3	1
1197	чем она	1	1
1198	со своими	1	1
1199	одного из	4	1
1200	общего с	2	1
1201	в понимании	1	1
1202	и никогда	1	1
1203	происходящих в	1	1
1204	все больше	1	1
1205	друг другу	3	1
1206	как отец	1	1
1207	затем он	1	1
1208	откуда у	2	1
1209	которые в	1	1
1210	этим же	1	1
1211	это делает	2	1
1212	обеих сторон	2	1
1213	но прежде	1	1
1214	это высказывание	1	1
1215	всем том	2	1
1216	в браке	2	1
1217	его поведения	1	1
1218	это дает	1	1
1219	для каждого	1	1
1220	еще одно	2	1
1221	в первой	3	1
1222	роль играет	2	1
1223	по этому	3	1
1224	мы будем	1	1
1225	до смерти	2	1
1226	я также	1	1
1227	память о	2	1
1228	же в	3	1
1229	теперь с	1	1
1230	сведения о	1	1
1231	свидетельствуют о	1	1
1232	как будто	3	1
1233	этой же	1	1
1234	представление об	1	1
1235	каком направлении	1	1
1236	на то	3	1
1237	мы слышим	1	1
1238	бы ни	1	1
1239	деле здесь	1	1
1240	здесь мы	1	1
1241	сводится в	1	1
1242	за себя	1	1
1243	они так	1	1
1244	называет ее	2	1
1245	бы гораздо	1	1
1246	как ему	1	1
1247	таким же	2	1
1248	разве только	1	1
1249	этому вопросу	2	1
1250	в один	1	1
1251	каждого из	3	1
1252	в лице	1	1
1253	и особенно	2	1
1254	происходит в	1	1
1255	о гибели	1	1
1256	за счет	1	1
1257	что на	1	1
1258	взять на	1	1
1259	и моральное	1	1
1260	и сами	1	1
1261	так называемом	1	1
1262	котором он	2	1
