N	2gram	Bakhtin_KF	Hudozhes
242	и по	1	2
243	жизни но	3	2
244	мир все	1	2
245	бы то	2	2
246	и автора	1	2
247	мышления и	2	2
248	основе своей	2	2
249	в последней	1	2
250	одной из	1	2
251	несмотря на	1	2
252	я как	1	2
253	ни было	4	2
254	в литературе	1	2
255	ее в	1	2
256	все это	10	2
257	что и	7	2
258	или иную	1	2
259	как ученый	1	2
260	или в	1	2
261	не от	1	2
262	что она	1	2
263	даль и	1	2
264	тому что	2	2
265	в какой	1	2
266	я не	6	2
267	противном случае	1	2
268	мира и	4	2
269	в чем	4	2
270	делает его	1	2
271	вовсе не	7	2
272	а для	2	2
273	и потому	2	2
274	но как	5	2
275	данном контексте	1	2
276	а с	2	2
277	причастности к	1	2
278	на этом	1	2
279	данный момент	3	2
280	ту или	1	2
281	то ни	2	2
282	дело не	2	2
283	в значительной	1	2
284	быть и	3	2
285	и может	3	2
286	к такой	1	2
287	другим и	1	2
288	не с	1	2
289	свою жизнь	2	2
290	и эстетической	1	2
291	нового времени	1	2
292	но только	1	2
293	ни одно	5	2
294	от своего	1	2
295	это может	1	2
296	человека и	3	2
297	с человеком	3	2
298	всей его	2	2
299	тем или	1	2
300	могла бы	4	2
301	этом мире	2	2
302	в этой	2	2
303	что может	1	2
304	известном смысле	1	2
305	и др	1	2
306	о его	1	2
307	с чем	1	2
308	столь же	1	2
309	включает в	2	2
310	автора как	2	2
311	в данный	3	2
312	отнюдь не	7	2
313	события в	3	2
314	ни был	2	2
315	чтобы не	2	2
316	мира в	6	2
317	субъекта в	1	1
318	к такому	1	1
319	от него	3	1
320	все что	1	1
321	вступить в	2	1
322	я уже	2	1
323	можно говорить	1	1
324	и здесь	7	1
325	и мира	1	1
326	и конечно	2	1
327	одном случае	1	1
328	здесь именно	1	1
329	же и	1	1
330	как с	1	1
331	практически не	1	1
332	в событии	5	1
333	такова же	1	1
334	и свою	1	1
335	местом в	1	1
336	как содержание	1	1
337	все люди	1	1
338	живет в	1	1
339	на ее	1	1
340	случае мы	2	1
341	дело с	2	1
342	переживание переживания	2	1
343	есть для	1	1
344	что делает	1	1
345	она лишь	1	1
346	что это	4	1
347	содержит в	1	1
348	тем как	3	1
349	ты и	1	1
350	его то	1	1
351	предполагает не	1	1
352	здесь одновременно	1	1
353	смыслу и	2	1
354	смысле можно	1	1
355	и делает	3	1
356	в результате	1	1
357	противоречие с	1	1
358	и само	2	1
359	смысла в	2	1
360	в единстве	8	1
361	со всеми	2	1
362	не сможет	1	1
363	должен был	1	1
364	же я	1	1
365	и даже	1	1
366	если не	2	1
367	не более	1	1
368	до этого	1	1
369	сознание не	1	1
370	жизнь в	1	1
371	смысла и	2	1
372	принципиально иной	1	1
373	мы говорим	2	1
374	мысль о	1	1
375	все моменты	1	1
376	поступок в	6	1
377	тем что	3	1
378	в составе	2	1
379	и будет	1	1
380	и действительно	6	1
381	включен в	1	1
382	если он	1	1
383	в эстетическую	1	1
384	меня в	3	1
385	стороны в	3	1
386	и вокруг	2	1
387	в соответствии	2	1
388	ничто в	1	1
389	переживания как	2	1
390	одновременно и	1	1
391	вместе с	1	1
392	с собою	1	1
393	все же	5	1
394	человек со	1	1
395	своему смыслу	1	1
396	предмета и	1	1
397	только для	1	1
398	определяет его	1	1
399	не имеет	6	1
400	действительную жизнь	1	1
401	ему и	1	1
402	зависимости от	1	1
403	поскольку он	3	1
404	себя не	3	1
405	в это	2	1
406	нет в	4	1
407	но мы	1	1
408	включая и	1	1
409	всем его	3	1
410	жизни является	2	1
411	как некоторая	1	1
412	с этим	1	1
413	все они	2	1
414	мир как	6	1
415	сам же	1	1
416	моего сознания	2	1
417	все и	1	1
418	существенный момент	1	1
419	бы и	3	1
420	ясность и	1	1
421	не существует	1	1
422	шире и	1	1
423	в котором	24	1
424	зависит от	1	1
425	в действительности	1	1
426	и такие	1	1
427	и пр	3	1
428	лицом и	1	1
429	это мир	4	1
430	содержания в	1	1
431	более чем	1	1
432	мира как	2	1
433	заключать в	1	1
434	это событие	1	1
435	чего нет	1	1
436	помимо его	1	1
437	время от	1	1
438	каким бы	1	1
439	с моей	3	1
440	она могла	2	1
441	единства в	2	1
442	не должно	3	1
443	и иных	1	1
444	из жизни	1	1
445	быть не	2	1
446	не быть	3	1
447	эти стороны	1	1
448	из его	3	1
449	с нашим	1	1
450	а через	1	1
451	задана как	1	1
452	сознание в	1	1
453	с которой	1	1
454	и теперь	1	1
455	жизни и	8	1
456	чего не	2	1
457	значение для	1	1
458	только на	1	1
459	в которую	1	1
460	в противоречие	1	1
461	не об	1	1
462	научной истины	1	1
463	оценки и	2	1
464	в различных	1	1
465	в мир	2	1
466	и смыслы	1	1
467	в истории	1	1
468	всю полноту	1	1
469	и находит	1	1
470	от своей	5	1
471	себе в	1	1
472	до того	1	1
473	всего что	1	1
474	автора его	2	1
475	и себя	1	1
476	этого мира	3	1
477	задний план	1	1
478	и эстетического	1	1
479	есть его	2	1
480	к ним	4	1
481	т.е не	2	1
482	это существенно	1	1
483	соответствии с	2	1
484	мышления но	1	1
485	не для	1	1
486	настоящее время	1	1
487	ее не	1	1
488	она может	1	1
489	тем же	1	1
490	из проявлений	1	1
491	той же	1	1
492	ее как	2	1
493	места для	1	1
494	жизнь других	1	1
495	ее мышления	1	1
496	до конца	3	1
497	за его	1	1
498	эстетическому субъекту	2	1
499	только при	1	1
500	как я	1	1
501	нигде не	3	1
502	раз и	2	1
503	что все	1	1
504	том же	1	1
505	к миру	1	1
506	в сознании	2	1
507	исходит из	1	1
508	момент в	7	1
509	момент свершения	1	1
510	не мыслится	1	1
511	здесь и	1	1
512	по поводу	1	1
513	зрения автора	1	1
514	к предмету	1	1
515	культуры как	1	1
516	к этим	1	1
517	друг друга	1	1
518	все с	1	1
519	то или	2	1
520	освобождения от	1	1
521	в настоящее	1	1
522	его активность	1	1
523	едва ли	2	1
524	тот же	3	1
525	человека но	1	1
526	могли быть	1	1
527	всего в	1	1
528	этих моментов	2	1
529	именно к	1	1
530	только не	1	1
531	проникает в	5	1
532	которой я	2	1
533	ответственность за	2	1
534	мы видим	1	1
535	видения в	1	1
536	вокруг него	2	1
537	со мной	7	1
538	так как	1	1
539	меня эта	1	1
540	от его	5	1
541	они не	1	1
542	может не	2	1
543	но из	1	1
544	на язык	3	1
545	не решает	1	1
546	должно быть	6	1
547	моя жизнь	1	1
548	время и	5	1
549	других для	2	1
550	человек это	1	1
551	а тот	1	1
552	я во	1	1
553	своей причастности	1	1
554	не своей	1	1
555	и нераздельное	1	1
556	ее можно	1	1
557	для нас	4	1
558	и одна	1	1
559	и через	1	1
560	систему ценностей	1	1
561	не содержит	1	1
562	не субъективно	1	1
563	сознания и	3	1
564	и от	1	1
565	им с	1	1
566	мире можно	1	1
567	противоречие между	1	1
568	и есть	10	1
569	и выразить	1	1
570	весь мир	2	1
571	в третьем	1	1
572	бытию и	1	1
573	высшей ценностью	1	1
574	не путем	1	1
575	нет даже	1	1
576	не была	1	1
577	ведь это	2	1
578	но с	1	1
579	не было	8	1
580	бы для	1	1
581	говорим о	2	1
582	отношения являются	1	1
583	к чему	3	1
584	ее действительного	1	1
585	всех его	2	1
586	становления и	1	1
587	и где	1	1
588	дело в	2	1
589	места в	4	1
590	позицию по	1	1
591	что не	3	1
592	в бытии	26	1
593	но для	3	1
594	за свою	1	1
595	но само	1	1
596	не остается	2	1
597	и эстетический	2	1
598	своей структуре	1	1
599	не подлежит	1	1
600	вследствие того	1	1
601	не есть	22	1
602	как другого	1	1
603	и абсолютная	1	1
604	между прочим	1	1
605	рядом с	3	1
606	акта в	2	1
607	при таком	1	1
608	сознания как	2	1
609	и религии	1	1
610	активностью в	1	1
611	от этого	2	1
612	остается лишь	1	1
613	и я	6	1
614	остановимся на	1	1
615	больше и	1	1
616	его жизни	3	1
617	это было	2	1
618	на его	1	1
619	для героя	1	1
620	себе и	3	1
621	точек зрения	1	1
622	своей значимости	3	1
623	в одной	1	1
624	действительности и	1	1
625	вживания в	1	1
626	и другого	3	1
627	деятельности и	2	1
628	и мир	2	1
629	основе его	1	1
630	в каждом	3	1
631	ценностный центр	2	1
632	здесь как	1	1
633	к настоящему	1	1
634	может иметь	2	1
635	том случае	1	1
636	только к	1	1
637	в своих	4	1
638	мире других	1	1
639	значимые и	1	1
640	он ни	2	1
641	на задний	1	1
642	на один	1	1
643	этой своей	1	1
644	отношение с	1	1
645	границы и	1	1
646	чему не	2	1
647	не дает	3	1
648	и передачи	1	1
649	не тот	1	1
650	также и	1	1
651	ту же	1	1
652	но всегда	2	1
653	человека как	1	1
654	так называемые	1	1
655	просто не	1	1
656	на чем	1	1
657	в первом	1	1
658	а по	2	1
659	для этого	2	1
660	может оставаться	1	1
661	между жизнью	1	1
662	отношений между	1	1
663	ним как	1	1
664	смысл это	1	1
665	его полноте	1	1
666	лежат в	3	1
667	и жизни	4	1
668	не способна	2	1
669	этих случаях	1	1
670	его я	1	1
671	жизненная ценность	1	1
672	или иное	2	1
673	когда мы	1	1
674	не совпадает	1	1
675	неслиянное и	1	1
676	способу мышления	1	1
677	единицы и	1	1
678	было бы	8	1
679	а тем	1	1
680	ее смысл	1	1
681	поскольку оно	1	1
682	не по	4	1
683	из нее	2	1
684	некое эстетическое	1	1
685	эмоционально-волевого тона	1	1
686	же самое	1	1
687	как мы	1	1
688	жизни не	1	1
689	выбора все	1	1
690	героя это	2	1
691	и каждая	1	1
692	этом пути	1	1
693	его как	5	1
694	подход к	1	1
695	в зависимости	1	1
696	смысле не	2	1
697	сказать в	1	1
698	произведения не	1	1
699	в лучшем	1	1
700	связи между	1	1
701	лишь путем	1	1
702	с которым	1	1
703	однако по	1	1
704	же в	1	1
705	единством а	1	1
706	бытия и	10	1
707	к пониманию	1	1
708	всю жизнь	1	1
709	бы быть	5	1
710	говорить об	1	1
711	себя а	4	1
712	на то	1	1
713	себе самому	1	1
714	бы ни	1	1
715	я люблю	1	1
716	нуждается в	1	1
717	а как	2	1
718	вся система	1	1
719	здесь мы	4	1
720	ответственного за	1	1
721	лучшем случае	1	1
722	в него	2	1
723	ориентирована на	1	1
724	и объект	1	1
725	нет не	1	1
726	и совершенно	3	1
727	действительной жизни	3	1
728	дело здесь	2	1
729	содержания не	1	1
730	жизнью и	1	1
731	кажется что	2	1
732	бытия чтобы	1	1
733	и иные	1	1
734	расположение их	1	1
735	возможна только	1	1
736	себе а	2	1
737	можно только	1	1
738	котором он	3	1
