N	3gram	Losev_Prob	Formalny
121	ничего общего с	2	2
122	и для всех	1	2
123	не говоря уже	2	2
124	в одной из	1	2
125	и до сих	1	2
126	художественной обработке и	1	2
127	и с точки	1	2
128	одним и тем	1	2
129	в других областях	1	2
130	вовсе не есть	2	2
131	дело в том	4	2
132	не только в	5	2
133	и притом в	1	2
134	ни в каких	3	2
135	общем можно сказать	1	2
136	ни в чем	2	2
137	никак не могут	2	1
138	ее элементы и	1	1
139	как и во	1	1
140	и в сознании	1	1
141	и как бы	2	1
142	с отражением в	1	1
143	и если в	1	1
144	о котором мы	1	1
145	нами отнюдь не	2	1
146	по себе но	1	1
147	связи с теорией	1	1
148	что в ней	1	1
149	на задний план	1	1
150	в том как	1	1
151	мы здесь не	1	1
152	пишет по этому	1	1
153	то только в	2	1
154	у нас в	1	1
155	мы можем это	1	1
156	в нашем представлении	1	1
157	смерть а не	1	1
158	жизни таким образом	1	1
159	не значит что	1	1
160	в том же	1	1
161	в коем случае	3	1
162	в какой степени	1	1
163	необходимо обратить внимание	1	1
164	в его состав	1	1
165	могут дать только	1	1
166	только при условии	1	1
167	во-вторых с точки	1	1
168	в общем можно	1	1
169	друг на друга	1	1
170	это не значит	1	1
171	и методы их	1	1
172	все же в	1	1
173	эпохи не только	1	1
174	к своему пределу	2	1
175	в силу этого	1	1
176	и в конце	1	1
177	в следующих словах	1	1
178	том же смысле	1	1
179	с этой стороны	1	1
180	здесь не в	3	1
181	это нисколько не	1	1
182	значимость всю свою	1	1
183	на фоне этого	1	1
184	это не просто	1	1
185	в этой области	1	1
186	и вместе с	3	1
187	мы все время	1	1
188	в чем не	2	1
189	мы совершенно не	1	1
190	и никогда не	2	1
191	а с другой	3	1
192	какой степени не	1	1
193	каждой из них	1	1
194	в подавляющем большинстве	1	1
195	чем иным как	3	1
196	состоит в том	1	1
197	потому что не	1	1
198	настоящее время можно	1	1
199	толкования художественных образов	1	1
200	вовсе не отрицает	1	1
201	по этому поводу	4	1
202	а если и	2	1
203	ни к какому	1	1
204	и для всякого	1	1
205	быть даже и	1	1
206	это значит что	2	1
207	и в его	1	1
208	так как здесь	1	1
209	той или другой	1	1
210	каким мы его	1	1
211	прежде всего этот	1	1
212	и в искусстве	1	1
213	было бы с	1	1
214	это сделать с	1	1
215	всего того что	2	1
216	а также и	3	1
217	в чистом виде	1	1
218	им в году	1	1
219	а то и	1	1
220	таким образом мы	1	1
221	перед нами отнюдь	2	1
222	художественного творчества и	1	1
223	и тем не	1	1
224	еще на одну	1	1
225	за то что	2	1
226	чуть ли не	1	1
227	но он глубоко	1	1
228	той или иной	4	1
229	всяком случае предполагает	1	1
230	время в ней	1	1
231	и только в	1	1
232	на то что	2	1
233	он должен быть	1	1
234	ни в каком	1	1
235	а вместе с	1	1
236	хотя бы не	1	1
237	и в связи	1	1
238	положительное отношение к	1	1
239	в этом же	1	1
240	и в особенности	1	1
241	в своей интерпретации	1	1
242	может быть даже	1	1
243	о том что	14	1
244	ни в какой	4	1
245	ясно что это	1	1
246	по крайней мере	8	1
247	ту или иную	1	1
248	же и не	1	1
249	тот факт что	1	1
250	хотя бы к	1	1
251	и наконец от	1	1
252	и не было	1	1
253	здесь вовсе не	2	1
254	можно сказать что	4	1
255	и даже в	1	1
256	только в том	2	1
257	так всегда и	1	1
258	связи с теми	1	1
259	ориентации человека в	1	1
260	но никак не	1	1
261	в то время	4	1
262	совершается вовсе не	1	1
263	этой последней в	1	1
264	со всеми другими	1	1
265	зависит от того	1	1
266	и другое является	1	1
267	все же не	3	1
268	нет у нас	1	1
269	не так легко	1	1
270	хотя и не	3	1
271	но для нас	1	1
272	те или другие	1	1
273	однако едва ли	1	1
274	не чем иным	3	1
275	что на самом	1	1
276	отнюдь не входит	1	1
277	и должно было	1	1
278	каких бы то	1	1
279	не что иное	3	1
280	что иное как	3	1
281	ни в коем	3	1
282	момент в понятии	1	1
283	и требует от	1	1
284	эту идею в	1	1
285	что дело здесь	1	1
286	в этом произведении	2	1
287	это и не	2	1
288	таким образом как	1	1
289	заключается в том	1	1
290	этой точке зрения	1	1
291	только потому что	1	1
292	так и его	1	1
293	прежде всего как	1	1
294	не менее в	2	1
295	еще далеко не	1	1
296	не сам по	2	1
297	поэтому и не	1	1
298	но тем не	1	1
299	в новое время	3	1
300	но так как	1	1
301	и все в	1	1
302	но именно в	1	1
303	здесь нет и	1	1
304	нельзя путать с	1	1
305	по существу и	1	1
306	в таком виде	1	1
307	но более всего	1	1
308	дело здесь не	1	1
309	все в нем	1	1
310	времени и пространстве	1	1
311	он говорит о	1	1
312	ведь то что	1	1
313	не больше чем	1	1
314	вопрос о том	1	1
315	коем случае не	1	1
316	жизни и в	2	1
317	является одним из	1	1
318	должен был бы	1	1
319	это и есть	2	1
320	литературы поэтому мы	1	1
321	она заключается в	1	1
322	можно было бы	2	1
323	уже не как	1	1
324	потому что они	2	1
325	является не чем	1	1
