N	2gram	Tiupa_Anal	Mirosoze
308	как к	2	4
309	могут быть	12	4
310	может не	2	4
311	ни с	5	4
312	мы не	1	4
313	одна и	1	4
314	сознания и	1	4
315	все равно	2	4
316	все эти	3	4
317	есть в	4	4
318	по своему	1	4
319	путь к	1	4
320	особенно в	9	4
321	не все	3	4
322	и их	2	4
323	это была	2	4
324	стало быть	2	4
325	отношению к	9	4
326	место в	3	4
327	и только	1	4
328	иное как	6	4
329	является в	1	3
330	в душе	1	3
331	и мира	1	3
332	можно и	1	3
333	это лишь	1	3
334	о чем	3	3
335	христианства и	1	3
336	в виду	2	3
337	не бывает	1	3
338	ко всем	2	3
339	мысль о	2	3
340	но нельзя	1	3
341	все же	4	3
342	на человека	1	3
343	в противоположность	4	3
344	входит в	1	3
345	одной и	1	3
346	в одном	3	3
347	превращается в	3	3
348	значительной степени	1	3
349	не вполне	2	3
350	будет и	1	3
351	и ответственности	2	3
352	с другим	5	3
353	приходят к	1	3
354	я никогда	1	3
355	к этому	2	3
356	есть выражение	1	3
357	на том	1	3
358	в состоянии	1	3
359	хотя и	4	3
360	и за	3	3
361	одним из	3	3
362	я и	8	3
363	не остается	2	3
364	но ведь	1	3
365	и жизнь	1	3
366	но когда	1	3
367	и религия	1	3
368	на свободу	1	3
369	во всех	5	3
370	остается в	2	3
371	о себе	2	3
372	в уста	1	3
373	и быть	1	3
374	между тем	7	3
375	эти слова	1	3
376	к этим	1	3
377	и тем	4	3
378	и та	2	3
379	этот путь	1	3
380	не значит	1	3
381	были бы	1	3
382	мире и	2	3
383	для себя	3	3
384	и должно	1	3
385	учение о	1	3
386	их и	1	3
387	и будет	1	3
388	о судьбе	1	3
389	в пределах	11	3
390	как не	1	3
391	к его	3	3
392	приводит к	2	3
393	ли он	3	3
394	не до	1	3
395	только одно	2	3
396	все три	1	3
397	в значительной	1	3
398	роль в	3	3
399	только один	1	3
400	и той	1	3
401	что же	3	3
402	она может	3	3
403	тому как	5	3
404	принадлежит к	1	3
405	всякий раз	3	3
406	на этот	2	3
407	он может	2	3
408	л толстой	1	3
409	всяком случае	1	3
410	и после	1	3
411	из него	1	3
412	мира не	2	3
413	жизни не	1	3
414	выходит за	1	3
415	обратиться к	4	3
416	литературы и	1	3
417	из этой	1	3
418	и то	4	3
419	что оно	1	3
420	под собой	1	3
421	для нас	1	3
422	личной ответственности	1	3
423	в ином	2	3
424	ведь это	2	3
425	было для	1	3
426	бытия и	2	3
427	и эта	1	3
428	долгое время	1	3
429	черта в	1	3
430	со своей	2	3
431	на его	4	3
432	об этом	1	3
433	ему как	1	3
434	людей в	1	3
435	в самых	1	3
436	а от	1	3
437	мы должны	2	3
438	есть всегда	1	3
439	не с	8	3
440	человеческого сознания	1	3
441	и самого	3	3
442	его до	1	3
443	духовную глубину	1	3
444	возможно лишь	1	2
445	вообще не	2	2
446	ко второй	1	2
447	тем как	2	2
448	и был	1	2
449	не столько	5	2
450	его от	3	2
451	по себе	6	2
452	человека только	1	2
453	и сам	4	2
454	о мире	1	2
455	игру с	1	2
456	власти над	1	2
457	к самому	2	2
458	не менее	5	2
459	только для	3	2
460	в xx	1	2
461	о предопределении	6	2
462	если в	3	2
463	у которых	1	2
464	в действительности	2	2
465	которой он	1	2
466	своей природе	1	2
467	себе такова	1	2
468	и своим	1	2
469	сознания в	4	2
470	из себя	1	2
471	между двумя	7	2
472	е годы	1	2
473	к осуществлению	1	2
474	от своей	1	2
475	делает его	1	2
476	с другой	7	2
477	быть в	1	2
478	но к	3	2
479	во всей	1	2
480	от них	1	2
481	лишь при	4	2
482	а мы	1	2
483	своеволия в	1	2
484	того же	7	2
485	то в	2	2
486	такой степени	1	2
487	по природе	4	2
488	возвращение к	1	2
489	стороны одной	1	2
490	такого рода	6	2
491	она в	1	2
492	ты не	2	2
493	связи с	2	2
494	она принимает	1	2
495	не о	3	2
496	пути и	1	2
497	между ними	1	2
498	такова что	2	2
499	я всегда	3	2
500	бытия с	1	2
501	на которую	2	2
502	могли бы	2	2
503	смысл и	3	2
504	не означает	2	2
505	можно принять	1	2
506	опыт и	1	2
507	природе своей	3	2
508	себя на	1	2
509	человеческого существа	1	2
510	она была	1	2
511	себя за	1	2
512	своему другому	1	2
513	внутрь себя	1	2
514	столь же	7	2
515	о своей	2	2
516	бы быть	3	2
517	его к	3	2
518	а как	4	2
519	во время	1	2
520	действительной жизни	1	2
521	и ее	1	2
522	было с	1	2
523	самим собою	2	2
524	лишь по	1	2
525	себя но	1	2
526	во втором	1	2
527	христианской культуры	1	2
528	удивительно что	2	2
529	была бы	4	2
530	в сущности	10	2
531	сам по	1	2
532	на лице	2	2
533	разного рода	3	2
534	подобно тому	5	2
535	с личностью	1	2
536	если не	2	2
537	самом деле	3	2
538	от своего	3	2
539	тьмы и	1	2
540	их в	1	2
541	ему в	3	2
542	том смысле	1	2
543	ему и	1	2
544	в каком	1	2
545	который и	1	2
546	же я	1	2
547	что мы	3	2
548	своей собственной	2	2
549	не имеют	1	2
550	на той	1	2
551	можно лишь	1	2
552	быть не	3	2
553	не сам	2	2
554	есть у	1	2
555	и уже	1	2
556	то все	1	2
557	направленной на	1	2
558	обнаруживается в	1	2
559	смысл в	1	2
560	другого в	3	2
561	лишь одна	2	2
562	переход от	1	2
563	своим другим	2	2
564	что я	1	2
565	слова он	1	2
566	личности к	2	2
567	мире в	1	2
568	этого слова	10	2
569	одного только	1	2
570	искушений и	1	2
571	его как	3	2
572	я человека	1	2
573	обращена к	1	2
574	выражения в	1	2
575	и уж	1	2
576	только личность	1	2
577	ли человек	2	2
578	к соединению	1	2
579	на что	1	2
580	этом отношении	5	2
581	он и	3	2
582	или человек	1	2
583	о нем	4	2
584	знаю что	2	2
585	тут не	1	2
586	ее в	2	2
587	и п	2	2
588	со своим	4	2
589	на самом	2	2
590	смысла жизни	3	2
591	же не	3	2
592	смысле этого	1	2
593	с их	2	2
594	этом смысл	1	2
595	не принимает	1	2
596	о жизни	3	2
597	мировой жизни	1	2
598	в какой	3	2
599	но я	1	2
600	перед собой	2	2
601	к своему	2	2
602	xx веке	1	2
603	к личности	1	2
604	нисколько не	1	2
605	человечества во	1	2
606	это было	1	2
607	ибо и	1	2
608	рассудка и	1	2
609	за его	1	2
610	бы ни	2	2
611	ко всему	1	2
612	одни и	2	2
613	не оставляет	2	2
614	характерно для	1	2
615	к тем	1	2
616	отношений между	1	2
617	этого не	1	2
618	веры в	1	2
619	тем самым	9	2
620	человека с	1	2
621	прежде чем	2	2
622	и о	3	2
623	в понимании	1	2
624	только бога	1	2
625	антиномии и	1	2
626	которые в	3	2
627	бы он	1	2
628	это означает	3	2
629	или иной	8	2
630	самом себе	1	2
631	происходит в	1	2
632	с предметом	1	2
633	все более	1	2
634	хотя он	1	2
635	душевной жизни	3	2
636	как для	1	2
637	мира в	2	2
638	в е	1	2
639	мира с	1	2
640	момент его	1	2
641	в отношения	1	1
642	самостоятельного значения	1	1
643	он экспериментирует	1	1
644	они приходят	1	1
645	для всех	1	1
646	только что	1	1
647	творчества в	1	1
648	есть откровение	1	1
649	степени как	1	1
650	могут производить	1	1
651	даже в	5	1
652	всего может	1	1
653	к знанию	1	1
654	он видит	1	1
655	или нет	1	1
656	их жизни	1	1
657	говорит о	5	1
658	сам автор	1	1
659	существенно для	1	1
660	своей истории	1	1
661	лишь одной	3	1
662	требует от	1	1
663	другой стороны	2	1
664	бытие человека	2	1
665	свою родину	1	1
666	личность но	1	1
667	и повсюду	1	1
668	в рамки	1	1
669	есть высшая	1	1
670	отпавшего от	1	1
671	связь с	1	1
672	уединения с	1	1
673	в борьбе	2	1
674	а напротив	3	1
675	момент ее	1	1
676	по пути	1	1
677	обращением к	1	1
678	ведь я	1	1
679	но все	1	1
680	до полного	1	1
681	сознания два	1	1
682	как об	1	1
683	места и	1	1
684	случае если	1	1
685	похож на	1	1
686	ведь и	1	1
687	а именно	3	1
688	выход из	2	1
689	эта формула	1	1
690	мире все	1	1
691	на точке	1	1
692	является для	1	1
693	многие суждения	1	1
694	интересно что	1	1
695	речь идет	2	1
696	к устоявшемуся	1	1
697	искусство и	2	1
698	обращение к	1	1
699	определяется не	1	1
700	казалось бы	2	1
701	и того	5	1
702	что сознание	1	1
703	тем в	1	1
704	над собой	1	1
705	от тех	1	1
706	в противовес	3	1
707	что этот	1	1
708	в столкновении	1	1
709	восходит к	2	1
710	раз и	2	1
711	своего нового	1	1
712	так для	1	1
713	этом мы	1	1
714	не должен	2	1
715	одной стороны	6	1
716	судьбу наконец	1	1
717	ничто не	2	1
718	в другом	4	1
719	вложены в	1	1
720	войти в	1	1
721	не сама	1	1
722	уже было	1	1
723	этой связи	2	1
724	об отношении	1	1
725	что люди	1	1
726	говорить о	3	1
727	борьбе с	2	1
728	встречи с	3	1
729	может служить	3	1
730	и при	1	1
731	втором случае	1	1
732	мне не	1	1
733	а между	1	1
734	принадлежит не	1	1
735	необходимое для	1	1
736	уже и	1	1
737	же его	4	1
738	хотел сказать	1	1
739	было сказано	1	1
740	художественном творчестве	1	1
741	дело и	1	1
742	я один	2	1
743	лишь частично	1	1
744	к ним	1	1
745	как на	1	1
746	вообще и	2	1
747	самом начале	3	1
748	по которой	1	1
749	ключ к	2	1
750	тех случаях	1	1
751	в мировом	2	1
752	постановка проблемы	1	1
753	этот странный	1	1
754	еще ничего	1	1
755	принимает ни	1	1
756	такая же	1	1
757	вещи и	1	1
758	почти нет	1	1
759	как от	2	1
760	в зависимости	1	1
761	выхода из	1	1
762	целое то	1	1
763	последних десятилетий	1	1
764	за руки	2	1
765	по поводу	4	1
766	к ее	1	1
767	чем это	1	1
768	и иной	1	1
769	и становится	1	1
770	или лучше	1	1
771	жизни с	1	1
772	начало и	1	1
773	вопрос может	1	1
774	и чужих	1	1
775	все мы	1	1
776	нашего времени	3	1
777	той мере	2	1
778	влияние на	1	1
779	в прошлое	1	1
780	первый и	1	1
781	романа начинается	1	1
782	от смысла	1	1
783	как другие	1	1
784	она и	1	1
785	личности а	2	1
786	поскольку в	2	1
787	этом все	1	1
788	свободу личности	1	1
789	и всей	1	1
790	жизни так	1	1
791	сознания с	1	1
792	указать на	1	1
793	одной лишь	1	1
794	собой в	2	1
795	с одной	7	1
796	иных случаях	1	1
797	ведь есть	1	1
798	есть его	1	1
799	с точки	6	1
800	связей и	1	1
801	своего другого	1	1
802	которого он	1	1
803	от начала	1	1
804	мы принимаем	1	1
805	этом втором	1	1
806	что самая	1	1
807	я во	3	1
808	в тот	1	1
809	что выше	1	1
810	и призван	1	1
811	личного и	1	1
812	же человек	1	1
813	единство а	1	1
814	случилось с	1	1
815	слово о	1	1
816	или не	2	1
817	к отцу	1	1
818	писатель в	1	1
819	сомневался в	1	1
820	от познания	1	1
821	сознания не	1	1
822	на себя	5	1
823	быть только	1	1
824	как его	1	1
825	мне в	1	1
826	мы это	1	1
827	в таком	5	1
828	всех и	1	1
829	в последних	1	1
830	система в	1	1
831	с одним	1	1
832	личности от	1	1
833	как говорит	3	1
834	во внутренней	2	1
835	отличие от	8	1
836	лишь на	1	1
837	звучит как	1	1
838	чего бы	1	1
839	такой строй	1	1
840	себя как	1	1
841	крепость как	1	1
842	одном из	1	1
843	налагает на	1	1
844	жизни героев	1	1
845	в ряду	2	1
846	зрения и	1	1
847	это путь	2	1
848	к мировому	1	1
849	представляется нам	1	1
850	в себя	8	1
851	личность в	4	1
852	в сторону	6	1
853	из одного	1	1
854	теперь и	1	1
855	на себе	3	1
856	то именно	1	1
857	что как	3	1
858	не давал	1	1
859	невозможно признать	1	1
860	есть особый	1	1
861	той или	8	1
862	всех своих	1	1
863	к судьбе	1	1
864	не имея	2	1
865	если оно	1	1
866	чтобы в	1	1
867	друг с	2	1
868	ответом на	1	1
869	мы уже	2	1
870	он ничего	1	1
871	под ними	1	1
872	или во	1	1
873	сама природа	1	1
874	же до	1	1
875	все остальные	1	1
876	зрения в	2	1
877	рост и	1	1
878	и речи	1	1
879	им наконец	1	1
880	с какой	1	1
881	характерны для	1	1
882	если и	1	1
883	романа но	1	1
884	действующих лиц	1	1
885	недоступной для	1	1
886	на нем	1	1
887	характера это	1	1
888	бы но	1	1
889	в системе	1	1
890	хотя в	1	1
891	все те	1	1
892	в личности	2	1
893	в тех	1	1
894	становится на	1	1
895	его жизнь	1	1
896	бы уже	1	1
897	также не	1	1
898	в современной	1	1
899	глубине и	1	1
900	перед лицом	6	1
901	из нас	1	1
902	этот вопрос	1	1
903	решение вопроса	1	1
904	миру и	1	1
905	в историческом	1	1
906	сил и	1	1
907	над ним	1	1
908	в онтологическом	1	1
909	и отличается	1	1
910	не совпадает	1	1
911	таит в	2	1
912	могла бы	3	1
913	которое есть	2	1
914	с разложением	1	1
915	другому в	2	1
916	я в	5	1
917	занимает центральное	1	1
918	в чтении	1	1
919	выходят за	2	1
920	т п	3	1
921	с людьми	3	1
922	него на	4	1
923	что для	1	1
924	или о	1	1
925	которая ни	1	1
926	и др	1	1
927	может открыться	1	1
928	это приводит	1	1
929	это делает	1	1
930	о его	5	1
931	них не	1	1
932	что может	2	1
933	лучше сказать	1	1
934	это ни	1	1
935	с чем	1	1
936	даже самого	1	1
937	у разных	1	1
938	в силу	4	1
939	к живому	1	1
940	из этого	2	1
941	процесса и	1	1
942	время он	1	1
943	слова как	1	1
944	независимо от	2	1
945	области литературной	1	1
946	с ее	2	1
947	всех этих	2	1
948	других по	1	1
949	в культуре	3	1
950	с идеей	1	1
951	в пространстве	1	1
952	искусства в	4	1
953	его сторону	1	1
954	своего рода	12	1
955	как теперь	1	1
956	в тени	1	1
957	в столь	2	1
958	за ним	2	1
959	как с	1	1
960	его уже	1	1
961	вступил в	2	1
962	не поглощает	1	1
963	своего собственного	2	1
964	комнаты и	1	1
965	с миром	1	1
966	всякой реальности	1	1
967	говорит и	2	1
968	от нас	1	1
969	свою судьбу	1	1
970	и души	1	1
971	никак не	2	1
972	в стадо	1	1
973	из тех	1	1
974	знает и	1	1
975	этот не	1	1
976	поэтому в	1	1
977	ответ на	3	1
978	да ведь	1	1
979	борьбы с	3	1
980	я все	1	1
981	его собственный	1	1
982	смысла в	2	1
983	в душевной	1	1
984	творчества и	2	1
985	о природе	1	1
986	особого рода	9	1
987	не более	4	1
988	единственный смысл	1	1
989	у меня	1	1
990	то на	1	1
991	самим собой	3	1
992	заключается в	2	1
993	с целью	2	1
994	споры о	1	1
995	в романе	2	1
996	даже со	1	1
997	к которым	1	1
998	его природе	1	1
999	ценность которой	1	1
1000	хотелось бы	1	1
1001	с ними	2	1
1002	до полной	1	1
1003	подхода к	3	1
1004	что такой	1	1
1005	в творческом	3	1
1006	проникнуть в	1	1
1007	и т	3	1
1008	есть на	1	1
1009	который не	2	1
1010	второе я	1	1
1011	зависимости от	1	1
1012	которого не	1	1
1013	всей своей	1	1
1014	из человеческой	1	1
1015	что вообще	1	1
1016	слова о	2	1
1017	в словах	2	1
1018	такое отношение	2	1
1019	жизни конечно	1	1
1020	все они	2	1
1021	и резко	1	1
1022	ни на	1	1
1023	не является	3	1
1024	не допускает	1	1
1025	всему этому	1	1
1026	жизни оно	1	1
1027	в главе	1	1
1028	смысла если	1	1
1029	я должен	1	1
1030	и состоит	5	1
1031	один к	1	1
1032	смерти и	1	1
1033	людей к	1	1
1034	и заключается	2	1
1035	почти все	1	1
1036	то и	2	1
1037	наконец в	1	1
1038	не должно	1	1
1039	воли его	1	1
1040	явления и	1	1
1041	воскресение в	1	1
1042	а может	1	1
1043	тех пор	1	1
1044	только тогда	1	1
1045	и вся	1	1
1046	в которую	2	1
1047	может лишь	1	1
1048	вступает в	4	1
1049	всего лишь	11	1
1050	силы в	1	1
1051	и наиболее	1	1
1052	вслед за	3	1
1053	на примере	3	1
1054	он по	2	1
1055	в совершенно	1	1
1056	же время	7	1
1057	тогда как	30	1
1058	в обоих	3	1
1059	и наоборот	3	1
1060	как будет	1	1
1061	несмотря на	5	1
1062	ибо он	1	1
1063	имеем в	1	1
1064	между людьми	1	1
1065	в отличие	8	1
1066	и делается	1	1
1067	всего своего	1	1
1068	на две	1	1
1069	тем же	1	1
1070	только одна	1	1
1071	понимая что	1	1
1072	и да	1	1
1073	которые уже	1	1
1074	одной из	2	1
1075	мыслитель и	1	1
1076	из первых	1	1
1077	в глазах	1	1
1078	друга а	1	1
1079	судьбы и	1	1
1080	в сознании	6	1
1081	бога она	1	1
1082	выход за	1	1
1083	до известной	1	1
1084	других он	1	1
1085	для достижения	1	1
1086	а вовсе	1	1
1087	не одну	1	1
1088	видел в	1	1
1089	на этих	1	1
1090	ожидать от	1	1
1091	точку зрения	1	1
1092	моментов в	1	1
1093	и религиозные	1	1
1094	и смерти	4	1
1095	меня не	1	1
1096	могли быть	1	1
1097	уже с	1	1
1098	мир всегда	1	1
1099	жизни но	3	1
1100	мире так	1	1
1101	связан с	1	1
1102	и такой	1	1
1103	другой для	1	1
1104	в свое	3	1
1105	смерть и	2	1
1106	и рассудок	1	1
1107	вокруг него	1	1
1108	смысле что	1	1
1109	мог быть	1	1
1110	хоть и	1	1
1111	на периферию	1	1
1112	на вопрос	5	1
1113	ее уже	1	1
1114	за собою	3	1
1115	не всякая	1	1
1116	душу человека	1	1
1117	быть сохранена	1	1
1118	мы имеем	9	1
1119	личности как	1	1
1120	для всего	1	1
1121	и сознание	1	1
1122	ума не	1	1
1123	в крепость	4	1
1124	на которой	2	1
1125	в первую	1	1
1126	творчество есть	1	1
1127	очень существенно	1	1
1128	этим именем	1	1
1129	а все	1	1
1130	сама жизнь	1	1
1131	возможно только	1	1
1132	несет в	1	1
1133	слово в	1	1
1134	слова а	1	1
1135	участие в	1	1
1136	не превращает	1	1
1137	сила не	1	1
1138	по словам	1	1
1139	страсть к	1	1
1140	мы находим	1	1
1141	реальности это	2	1
1142	в виде	1	1
1143	раз в	1	1
1144	собой он	1	1
1145	может наиболее	1	1
1146	что ни	2	1
1147	который совершенно	1	1
1148	а о	1	1
1149	а также	8	1
1150	за этим	1	1
1151	писателя который	1	1
1152	сходятся все	1	1
1153	это еще	2	1
1154	по существу	1	1
1155	в ту	1	1
1156	всего романа	1	1
1157	он видел	1	1
1158	указывает на	1	1
1159	между собою	1	1
1160	быть признано	2	1
1161	чтобы быть	1	1
1162	этой темы	1	1
1163	сама по	1	1
1164	с той	2	1
1165	нас к	2	1
1166	помнить что	1	1
1167	случаях когда	1	1
1168	но по	1	1
1169	это происходит	1	1
1170	сразу же	1	1
1171	этой борьбе	1	1
1172	в новом	2	1
1173	с женской	1	1
1174	с другом	2	1
1175	говорит об	1	1
1176	вовсе не	4	1
1177	ничего нельзя	1	1
1178	становится зыбкой	1	1
1179	тем более	2	1
1180	мере в	4	1
1181	до встречи	2	1
1182	этих двух	1	1
1183	как проявление	1	1
1184	может иметь	2	1
1185	том случае	1	1
1186	и эти	2	1
1187	до тех	1	1
1188	встречаемся с	1	1
1189	она должна	1	1
1190	культуре и	1	1
1191	всех на	1	1
1192	к чему-то	1	1
1193	произведения искусства	3	1
1194	в течение	1	1
1195	человек всегда	1	1
1196	один в	2	1
1197	единую истину	1	1
1198	в искусстве	2	1
1199	во второй	3	1
1200	и может	1	1
1201	в частности	32	1
1202	до пределов	1	1
1203	не знаю	2	1
1204	сознания на	1	1
1205	тех же	1	1
1206	даны и	1	1
1207	но такое	1	1
1208	ним как	1	1
1209	встреча с	2	1
1210	явлений в	1	1
1211	совершенно новый	1	1
1212	отвергает и	1	1
1213	приводит нас	1	1
1214	что случилось	4	1
1215	его я	1	1
1216	на смерть	1	1
1217	идет о	1	1
1218	на это	2	1
1219	светом и	1	1
1220	самой своей	1	1
1221	национальной и	1	1
1222	одного из	4	1
1223	предмет его	1	1
1224	даже для	1	1
1225	как внутреннее	2	1
1226	таков же	1	1
1227	этом понимании	1	1
1228	может показаться	1	1
1229	слова в	1	1
1230	могут принадлежать	1	1
1231	же в	1	1
1232	культуры с	1	1
1233	к женщине	1	1
1234	в области	4	1
1235	что легко	1	1
1236	людей как	1	1
1237	нуждается в	9	1
1238	которая и	1	1
1239	это в	1	1
1240	бы от	1	1
1241	второе решение	1	1
1242	бытия в	1	1
1243	ни был	1	1
1244	в целом	9	1
1245	он с	1	1
1246	или точнее	2	1
1247	в лице	1	1
1248	зрения герои	1	1
1249	и наконец	2	1
1250	что на	3	1
1251	вплоть до	2	1
1252	говорит не	1	1
1253	производить впечатление	1	1
1254	а сама	1	1
