N	2gram	Bakhtin_Fr	Vvedenie
906	целое так	1	1
907	значительной степени	3	1
908	также не	1	1
909	наконец с	3	1
910	в xix	1	1
911	от той	1	1
912	в историческом	3	1
913	не касается	2	1
914	он есть	2	1
915	рассуждение о	1	1
916	которой состоит	1	1
917	что из	1	1
918	и всегда	2	1
919	история этой	1	1
920	человека и	3	1
921	самого начала	1	1
922	как один	2	1
923	должны были	1	1
924	большую или	1	1
925	мы здесь	3	1
926	и часто	1	1
927	исторического характера	1	1
928	эти вещи	1	1
929	того кто	1	1
930	свою роль	1	1
931	автора в	1	1
932	с большой	1	1
933	дает ему	2	1
934	имеем в	2	1
935	на которые	1	1
936	своему характеру	1	1
937	историки и	1	1
938	в средние	9	1
939	которые и	1	1
940	показывает как	1	1
941	не забудем	1	1
942	в чрезвычайно	1	1
943	же а	1	1
944	замкнутое и	1	1
945	среди них	1	1
946	ведь это	3	1
947	внешний характер	1	1
948	он в	2	1
949	место в	4	1
950	также как	2	1
951	одного из	3	1
952	к новым	1	1
953	с именем	1	1
954	к ним	1	1
955	ее не	1	1
956	общего с	1	1
957	она может	1	1
958	культуры и	1	1
959	не осталось	2	1
960	и каждая	1	1
961	оба они	1	1
962	если мы	2	1
963	речи в	2	1
964	оно имеет	1	1
965	гораздо большей	1	1
966	для такого	1	1
967	но есть	3	1
968	по другим	1	1
969	что есть	2	1
970	условия для	1	1
971	или с	1	1
972	у меня	2	1
973	всех стран	1	1
974	тесно связаны	3	1
975	выражения в	1	1
976	виде и	1	1
977	того времени	2	1
978	иногда это	1	1
979	тем временем	1	1
980	к которому	2	1
981	в реальном	2	1
982	ее можно	1	1
983	движение в	8	1
984	связь в	1	1
985	особое отношение	1	1
986	и от	10	1
987	с идеями	1	1
988	бы сказать	1	1
989	теми же	1	1
990	образом в	2	1
991	настоящее время	1	1
992	такие которые	1	1
993	же в	2	1
994	тесно связан	1	1
995	это различные	1	1
996	а уж	1	1
997	которым в	1	1
998	момент в	4	1
999	литература в	1	1
1000	и прежде	2	1
1001	связи не	1	1
1002	же мы	2	1
1003	это прежде	3	1
1004	этот последний	2	1
1005	он был	7	1
1006	обращенной к	1	1
1007	этого же	1	1
1008	мира в	6	1
1009	были в	1	1
1010	эпоху возрождения	1	1
1011	во франции	4	1
1012	и новые	2	1
1013	мира у	1	1
1014	котором мы	4	1
1015	античного мира	1	1
1016	к этим	3	1
1017	во время	12	1
1018	ведь и	3	1
1019	та или	1	1
1020	и после	1	1
1021	и совершается	2	1
1022	для этой	3	1
1023	всем что	1	1
1024	в системе	2	1
1025	и искусство	1	1
1026	в остальных	1	1
1027	меньшей степени	2	1
1028	чтобы не	1	1
1029	именно это	1	1
1030	языке как	1	1
1031	возлагает на	1	1
1032	в настоящее	1	1
1033	дело обстоит	2	1
1034	говорится что	1	1
1035	понятия и	1	1
1036	его современников	1	1
1037	нас и	1	1
1038	и особенно	3	1
1039	дальнейшего развития	1	1
1040	и становится	1	1
1041	утварь и	1	1
1042	понятно и	1	1
1043	включают в	1	1
1044	в актах	1	1
1045	тот же	3	1
1046	что на	1	1
1047	почти не	1	1
1048	проявляются в	1	1
1049	выражение и	1	1
1050	в заключение	2	1
1051	слова и	2	1
1052	в первой	4	1
1053	это особенно	1	1
1054	вся эта	2	1
1055	никак не	1	1
1056	и самый	2	1
1057	с расчленением	1	1
1058	заключенных в	1	1
1059	обратиться к	1	1
1060	он должен	1	1
1061	более того	3	1
