N	2gram	Trubetskoy	OGranits
99	одной стороны	2	2
100	роль в	1	2
101	в другом	2	2
102	мы считаем	1	2
103	при этом	9	2
104	несмотря на	6	2
105	между тем	12	2
106	для него	2	2
107	в этот	1	2
108	и истории	5	2
109	и помимо	1	2
110	особенностей в	1	2
111	и тем	1	2
112	в руках	1	2
113	наиболее полно	1	2
114	и может	3	2
115	смысле слова	1	2
116	те же	2	2
117	ее в	1	2
118	не исчерпывается	1	2
119	в том	31	2
120	с этой	3	2
121	что эта	4	2
122	в тех	3	2
123	в отношении	1	2
124	конечно в	2	2
125	другой стороны	5	2
126	но так	2	2
127	от этого	1	2
128	так же	8	2
129	в них	2	2
130	самого начала	1	2
131	а в	3	2
132	если бы	8	2
133	школы и	1	2
134	от всех	1	2
135	в ней	3	2
136	с самого	1	2
137	тем что	1	2
138	могут быть	1	2
139	вовсе не	2	2
140	между собою	5	2
141	помимо этого	1	2
142	в связи	3	2
143	имеет место	2	2
144	в зависимости	1	2
145	во всей	2	2
146	с ними	2	2
147	все эти	19	2
148	с другой	6	2
149	как в	1	2
150	не менее	7	2
151	не имеет	2	2
152	том что	20	2
153	в нем	3	2
154	уже в	1	2
155	и следовательно	1	2
156	зависимости от	2	2
157	не мог	1	2
158	а не	1	2
159	всей своей	1	2
160	в целом	5	2
161	художественное произведение	1	2
162	пути к	1	2
163	и ее	2	2
164	тот же	3	2
165	к тому	8	2
166	есть не	1	2
167	кажется что	1	2
168	бы в	3	2
169	в дальнейшем	4	1
170	его к	1	1
171	науки о	1	1
172	всего в	1	1
173	только одно	3	1
174	как к	5	1
175	к которому	1	1
176	ее и	4	1
177	для всех	1	1
178	это конечно	2	1
179	только к	1	1
180	произведение и	1	1
181	и других	3	1
182	один из	1	1
183	образом мы	1	1
184	этого необходимо	1	1
185	то это	1	1
186	она и	1	1
187	отличие от	3	1
188	вопрос о	3	1
189	как же	1	1
190	что мы	4	1
191	на этом	2	1
192	промежуток времени	2	1
193	они не	2	1
194	и превратив	1	1
195	которую мы	1	1
196	ведь в	1	1
197	на нем	1	1
198	только что	3	1
199	само собой	1	1
200	все социальное	1	1
201	или иная	1	1
202	даже и	1	1
203	соединяются в	1	1
204	ее на	1	1
205	которые не	3	1
206	должно быть	5	1
207	того как	1	1
208	если он	2	1
209	которой он	1	1
210	иметь не	1	1
211	и социальной	2	1
212	за исключением	1	1
213	необходимо чтобы	1	1
214	не могу	1	1
215	и вот	1	1
216	и элементов	1	1
217	на том	2	1
218	другими словами	2	1
219	есть одно	1	1
220	это все	1	1
221	но при	1	1
222	эти слова	1	1
223	более или	8	1
224	к разрешению	1	1
225	теперь мы	2	1
226	потому что	9	1
227	в значительной	1	1
228	нам удалось	1	1
229	должны быть	3	1
230	но даже	3	1
231	того чтобы	8	1
232	и если	6	1
233	же как	3	1
234	можно лишь	2	1
235	между отдельными	2	1
236	и более	2	1
237	и у	4	1
238	также и	2	1
239	ту же	2	1
240	не говорить	1	1
241	это и	1	1
242	для того	8	1
243	совсем не	1	1
244	тому что	2	1
245	все то	2	1
246	быть не	1	1
247	представляет собою	2	1
248	он и	1	1
249	они считают	1	1
250	вне этого	1	1
251	близкий к	1	1
252	в своем	12	1
253	в разных	3	1
254	которым должна	1	1
255	тем как	2	1
256	время в	1	1
257	что при	7	1
258	точно и	1	1
259	явствует что	1	1
260	мысли и	1	1
261	тем не	4	1
262	в другой	1	1
263	является лишь	1	1
264	положение что	1	1
265	вследствие этого	3	1
266	изучение фактов	1	1
267	что такое	1	1
268	к тем	2	1
269	мы все	2	1
270	своей истории	1	1
271	только на	1	1
272	общения с	1	1
273	из того	4	1
274	борьбе с	1	1
275	вступает в	1	1
276	себе на	1	1
277	мы попытались	1	1
278	не приходится	1	1
279	никто не	2	1
280	в науке	1	1
281	и что	9	1
282	на самом	7	1
283	в различных	1	1
284	элементов входящих	1	1
285	можно было	1	1
286	в этой	7	1
287	людей и	1	1
288	в широком	1	1
289	это слово	1	1
290	иметь в	1	1
291	с известным	1	1
292	в начале	3	1
293	ни одна	1	1
294	в виду	2	1
295	в нашей	1	1
296	быть может	1	1
297	и до	3	1
298	и создавать	1	1
299	сводится к	2	1
300	среде и	1	1
301	истории и	1	1
302	для своей	1	1
303	конечно не	3	1
304	только то	2	1
305	не вполне	3	1
306	в совершенно	3	1
307	этот вопрос	2	1
308	в истории	3	1
309	по своей	7	1
310	же время	2	1
311	лишь как	1	1
312	же самые	1	1
313	его в	5	1
314	которую он	2	1
315	с понятием	1	1
316	на всю	1	1
317	каждый из	3	1
318	а на	1	1
319	работы и	2	1
320	а лишь	3	1
321	и часто	1	1
322	жизни он	1	1
323	не было	2	1
324	связи с	4	1
325	ко всем	3	1
326	в борьбе	1	1
327	же не	3	1
328	этой точки	1	1
329	проблемы не	1	1
330	как известно	3	1
331	что касается	6	1
332	о возможности	1	1
333	состоит в	1	1
334	если только	1	1
335	но основные	1	1
336	не знает	2	1
337	к полной	2	1
338	в основе	2	1
339	мы утверждаем	1	1
340	каждом индивидуальном	1	1
341	на то	9	1
342	то не	1	1
343	и там	2	1
344	же самое	1	1
345	и глубоко	1	1
346	речь в	1	1
347	и всякое	1	1
348	из нее	2	1
349	процессе подражания	1	1
350	вся эта	1	1
351	вопрос в	1	1
352	их в	2	1
353	к телу	1	1
354	нет и	1	1
355	заключается в	3	1
356	одним из	4	1
357	не совсем	1	1
358	отношение к	4	1
359	между людьми	2	1
360	раз навсегда	1	1
361	сказать что	1	1
362	на себя	1	1
363	та или	1	1
364	или менее	8	1
365	с момента	2	1
366	по которым	1	1
367	в определенной	1	1
368	он все	2	1
369	а у	1	1
370	положения что	1	1
371	социальных связей	1	1
372	него все	1	1
373	представление о	3	1
374	такой же	2	1
375	с большим	1	1
376	условиях с	1	1
377	в конце	4	1
378	например в	1	1
379	порвать с	1	1
380	сложнее и	1	1
381	само собою	1	1
382	к этому	5	1
383	общим достоянием	1	1
384	ее или	1	1
385	утверждаем что	1	1
386	не знаем	1	1
387	долгое время	1	1
388	и как	1	1
389	лишь с	1	1
390	как о	1	1
391	до конца	1	1
392	и иметь	1	1
393	что он	7	1
394	свидетелями того	1	1
395	в узком	1	1
396	столь же	5	1
397	случаях когда	3	1
398	что она	2	1
399	себя как	1	1
400	а всякое	2	1
401	эту точку	1	1
402	далеко не	5	1
403	социально-политического строя	1	1
404	и социальная	1	1
405	что без	1	1
406	в мире	6	1
407	вместе с	7	1
408	же остается	1	1
409	одна из	2	1
410	века к	1	1
411	на эту	1	1
412	но когда	1	1
413	этого слова	2	1
414	другом месте	1	1
415	в которых	2	1
416	но не	3	1
417	так в	1	1
418	именно с	1	1
419	но если	2	1
420	одно из	3	1
421	с его	1	1
422	от другой	1	1
423	что до	2	1
424	при таком	2	1
425	на одном	2	1
426	себя и	2	1
427	оно может	1	1
428	на место	1	1
429	в такой	4	1
430	на всем	1	1
431	быть и	5	1
432	в то	6	1
433	мыслей и	1	1
434	тем мы	1	1
435	к двум	2	1
436	отнюдь не	2	1
437	не создает	1	1
438	только с	1	1
439	неприемлемы как	1	1
440	о которых	7	1
441	время мы	1	1
442	не будут	2	1
443	и оно	1	1
444	ведь и	1	1
445	в себя	2	1
446	чтобы заметить	1	1
447	их целей	1	1
448	или их	1	1
449	для этого	7	1
450	с ее	2	1
451	из него	2	1
452	и это	3	1
453	входящих в	2	1
454	является неизбежным	1	1
455	того же	9	1
456	только они	1	1
457	из одного	2	1
458	в самой	2	1
459	в виде	4	1
460	собою и	1	1
461	от него	3	1
462	у в	2	1
463	как для	3	1
464	и другое	1	1
465	к нему	2	1
466	сливаются в	1	1
467	последнее время	1	1
468	ряд вопросов	1	1
469	как все	1	1
470	тем более	3	1
471	будут с	1	1
472	как из	1	1
473	его можно	1	1
474	своего развития	1	1
475	что такой	2	1
476	элемент его	1	1
477	на все	5	1
478	и особенно	2	1
479	еще не	6	1
480	тех случаях	1	1
