N	3gram	Tiupa_Anal	formyVre
190	значении этого слова	7	1
191	сама по себе	1	1
192	в конечном счете	5	1
193	как создавший ее	1	1
194	находим вне произведения	1	1
195	как бы не	2	1
196	принимают участие в	1	1
197	или во всяком	1	1
198	произведения как живущего	1	1
199	все равно он	1	1
200	мы встречаем его	1	1
201	в значительной степени	1	1
202	произведение на части	1	1
203	при взгляде на	2	1
204	мы увидим далее	1	1
205	или хотя бы	1	1
206	и не может	4	1
207	в этом последнем	1	1
208	что те же	1	1
209	нами два события	1	1
210	дело не только	1	1
211	перед нами два	1	1
212	особое внимание в	1	1
213	с творцом и	1	1
214	слияние пространственных и	1	1
215	отца к сыну	1	1
216	никогда не бывает	1	1
217	языка и в	1	1
218	форма в которой	1	1
219	но в качестве	1	1
220	один из многих	1	1
221	вне произведения как	1	1
222	борьбе с собой	1	1
223	отнюдь не предполагает	2	1
224	а вместе с	1	1
225	осмысленном и конкретном	1	1
226	на фоне этой	1	1
227	не оставляет места	1	1
228	два события событие	1	1
229	с жизнью и	1	1
230	расчленяет произведение на	1	1
231	как и вся	1	1
232	в котором протекает	1	1
233	создал автобиографию или	1	1
234	последнем мы и	1	1
235	своего прямого значения	1	1
236	мы находим вне	1	1
237	при сопоставлении с	1	1
238	же время он	1	1
239	бы он был	1	1
240	этой точки зрения	2	1
241	с одной из	1	1
242	в данный момент	2	1
243	этом отнюдь не	1	1
244	от отца к	1	1
245	но и не	5	1
246	равно он как	1	1
247	времени в котором	1	1
248	рассказывания в этом	1	1
249	и сами участвуем	1	1
250	и той же	1	1
251	он расчленяет произведение	1	1
252	да и в	1	1
253	для данного произведения	1	1
254	есть его активность	1	1
255	котором рассказано в	1	1
256	автора мы находим	1	1
257	мы встречаемся с	1	1
258	изображенного в ней	1	1
259	в самом произведении	1	1
260	о котором рассказано	1	1
261	во времени и	4	1
262	исповедь все равно	1	1
263	ничего что не	1	1
264	остается вне изображенного	1	1
265	если он создал	1	1
266	ним как с	1	1
267	в наибольшей степени	1	1
268	сами участвуем как	1	1
269	и его текст	1	1
270	об этом событии	1	1
271	смысле этого слова	1	1
272	временных примет в	1	1
273	и конкретном целом	1	1
274	но мы встречаемся	1	1
275	он в то	1	1
276	существенное значение здесь	1	1
277	в отрыве от	2	1
278	при этом мы	1	1
279	всех этих случаях	1	1
280	этом последнем мы	1	1
281	подобно тому как	5	1
282	так и на	1	1
283	и событие самого	1	1
284	с установкой на	1	1
285	вне изображенного в	1	1
286	было и не	1	1
287	примет в осмысленном	1	1
288	которые могут быть	1	1
289	но отнюдь не	2	1
290	всего может быть	1	1
291	то есть его	1	1
292	тогда когда оно	1	1
293	в себе не	1	1
294	литературе нового времени	1	1
295	том что он	2	1
296	между тем как	2	1
297	тех случаях когда	1	1
298	не могут быть	2	1
299	творцом и в	1	1
300	выходит за пределы	1	1
301	в одном неделимом	1	1
302	же время оно	1	1
303	на первый взгляд	1	1
304	или иной форме	1	1
305	в отношении к	1	1
306	связей и отношений	1	1
307	себя в них	1	1
308	всего в композиции	1	1
309	в тех случаях	1	1
310	сюжетного и композиционного	1	1
311	время жизни героев	1	1
312	рассказано в произведении	1	1
313	одной и той	1	1
314	правдивейшую исповедь все	1	1
315	его событийной полноте	1	1
316	в конкретное единство	1	1
317	событий и является	1	1
318	его жизни с	1	1
319	более того в	1	1
320	однако в пределах	1	1
321	в широком понимании	1	1
322	то что все	1	1
323	жизнью человека но	1	1
324	произведении и событие	1	1
325	но и для	1	1
326	в ней мира	1	1
327	он как создавший	1	1
328	всех этих актов	1	1
329	как бы уже	1	1
330	активность прежде всего	1	1
331	события событие о	1	1
