N	2gram	Bakhtin_Pr	SlovoVZh
328	нему в	1	1
329	то он	3	1
330	видения и	10	1
331	в искусстве	2	1
332	во всех	8	1
333	вошли в	1	1
334	восприятия и	1	1
335	только из	1	1
336	но сами	1	1
337	не является	2	1
338	его оформления	1	1
339	а с	4	1
340	поэтому не	2	1
341	произведении как	1	1
342	только к	1	1
343	если оно	1	1
344	того в	1	1
345	что оно	2	1
346	и он	3	1
347	о друге	2	1
348	к другу	4	1
349	социальной действительности	2	1
350	но несколько	1	1
351	это делает	2	1
352	та же	1	1
353	по преимуществу	3	1
354	художественное значение	3	1
355	с самого	3	1
356	дано в	3	1
357	зрения на	12	1
358	образом мы	1	1
359	друг к	4	1
360	смысле она	1	1
361	выходит за	2	1
362	разобранные нами	2	1
363	автора по	3	1
364	художественному целому	1	1
365	так можно	1	1
366	все элементы	1	1
367	для художественного	2	1
368	на этом	1	1
369	оценку его	1	1
370	во взаимодействие	1	1
371	является таким	1	1
372	них в	2	1
373	которой он	1	1
374	не имеют	1	1
375	и было	1	1
376	то есть	64	1
377	но из	1	1
378	это художественное	1	1
379	как одно	3	1
380	материала в	1	1
381	в лучшем	3	1
382	это последнее	1	1
383	должно быть	4	1
384	мы уже	4	1
385	к одной	1	1
386	ли он	2	1
387	значение и	1	1
388	к художественному	1	1
389	мы увидим	1	1
390	его содержания	1	1
391	как существенный	1	1
392	атмосферы вокруг	1	1
393	даже и	2	1
394	и того	1	1
395	действительно является	1	1
396	план перед	1	1
397	и вот	4	1
398	все остальные	1	1
399	от нее	1	1
400	зрения как	1	1
401	вполне понятно	1	1
402	не знают	2	1
403	в произведении	4	1
404	но при	1	1
405	является только	1	1
406	героя в	9	1
407	в свою	1	1
408	в значительной	1	1
409	нашей работы	1	1
410	входит в	11	1
411	только и	1	1
412	поэтому можно	1	1
413	только как	1	1
414	того чтобы	5	1
415	развитие этой	1	1
416	сознание и	7	1
417	он как	4	1
418	этого кругозора	3	1
419	в основе	6	1
420	и их	7	1
421	внутри этого	1	1
422	его содержание	1	1
423	еще более	1	1
424	ту же	1	1
425	ее до	1	1
426	в другом	1	1
427	тому как	5	1
428	несмотря на	7	1
429	но эти	2	1
430	это только	1	1
431	и форму	1	1
432	формы относится	1	1
433	конечно на	1	1
434	герой и	1	1
435	почти полностью	1	1
436	признать что	1	1
437	на протяжении	3	1
438	раз подчеркнуть	2	1
439	герой нашего	1	1
440	в кругозор	8	1
441	произведения однако	1	1
442	части и	1	1
443	второй план	1	1
444	или может	1	1
445	что это	1	1
446	в противном	1	1
447	хотя и	1	1
448	здесь вовсе	1	1
449	и тогда	1	1
450	выделены из	1	1
451	только его	1	1
452	этом отношении	7	1
453	его внутренней	1	1
454	это уже	1	1
455	явления в	1	1
456	же степени	1	1
457	мы должны	6	1
458	и соответствующие	1	1
459	самую форму	1	1
460	позиции автора	1	1
461	в ее	4	1
462	существенный момент	1	1
463	и тем	2	1
464	и т.п	8	1
465	форму художественного	3	1
466	в руках	1	1
467	кажется что	4	1
468	остается только	1	1
469	всех представителей	1	1
470	и во-вторых	1	1
471	какой бы	2	1
472	такое понимание	1	1
473	бы только	1	1
474	в частности	2	1
475	говорит о	1	1
476	нашего времени	1	1
477	которые определяли	1	1
478	и художественно	3	1
479	и больше	1	1
480	не как	15	1
481	литературе и	1	1
482	кругозора но	1	1
483	только отдельные	2	1
484	со всей	2	1
485	длинный ряд	1	1
486	окружающей его	1	1
487	ни его	2	1
488	своей ценности	1	1
489	два человека	1	1
490	должны быть	1	1
491	в качестве	1	1
492	или иных	1	1
493	каждое слово	1	1
494	же нам	1	1
495	всей жизни	1	1
496	потому не	1	1
497	его структурой	1	1
498	определения героя	1	1
499	вступает в	5	1
500	всех других	1	1
501	как абстрактные	1	1
502	не хочет	1	1
503	в содержании	1	1
504	особый тип	2	1
505	точками зрения	4	1
506	в науке	2	1
507	содержание в	1	1
508	в одном	14	1
509	в области	3	1
510	одно из	2	1
511	у нас	2	1
512	на которой	2	1
513	целом художественного	1	1
514	что каждый	1	1
515	художественный смысл	1	1
516	отказывается от	1	1
517	можно было	5	1
518	наконец к	1	1
519	же случае	1	1
520	для их	2	1
521	и делает	1	1
522	целому в	1	1
523	бы они	1	1
524	же не	1	1
525	ценности и	1	1
526	работы является	1	1
527	в результате	6	1
528	важно не	2	1
529	и это	5	1
530	те идеологические	1	1
531	в неразрывное	1	1
532	здесь конечно	3	1
533	позицию в	2	1
534	стороны его	3	1
535	все возможные	5	1
536	ни одной	3	1
537	идеологические оценки	1	1
538	находят свое	1	1
539	ни были	2	1
540	но чтобы	1	1
541	неразрывное единство	1	1
542	для них	3	1
543	друг о	2	1
544	значительной степени	1	1
545	этом смысле	12	1
546	с ней	1	1
547	участие в	1	1
548	подобно тому	5	1
549	во времени	4	1
550	том и	2	1
551	далеко не	3	1
552	только то	3	1
553	слова не	1	1
554	и которые	1	1
555	в идиоте	1	1
556	уже и	2	1
557	и свободно	1	1
558	у него	9	1
559	на события	1	1
560	чем не	1	1
561	не на	6	1
562	в истории	3	1
563	не могут	6	1
564	все равно	3	1
565	к постановке	1	1
566	же время	10	1
567	не существует	1	1
568	и единство	2	1
569	ничего друг	1	1
570	в рамки	2	1
571	при помощи	1	1
572	в виде	1	1
573	свое значение	1	1
574	из одного	4	1
575	художественных приемов	2	1
576	к которой	1	1
577	она особенно	1	1
578	входят в	3	1
579	и независимо	1	1
580	отметить что	2	1
581	героя слово	1	1
582	у нее	1	1
583	отношения между	3	1
584	самого начала	4	1
585	непосредственно в	2	1
586	в большинстве	3	1
587	и созерцающего	1	1
588	нуждаются в	1	1
589	материала но	1	1
590	всей его	2	1
591	стиль и	1	1
592	противоречит самым	1	1
593	суждений и	1	1
594	самые тонкие	1	1
595	не стремится	1	1
596	кто является	1	1
597	задачи если	1	1
598	не было	5	1
599	и вступает	1	1
600	как например	2	1
601	связи с	1	1
602	социальной атмосферы	1	1
603	не совпадает	2	1
604	положения в	1	1
605	и определений	1	1
606	им в	4	1
607	автора с	1	1
608	сами по	4	1
609	ему но	2	1
610	более или	1	1
611	он еще	2	1
612	найти только	1	1
613	или наконец	4	1
614	бы по	1	1
615	некоторого события	1	1
616	между людьми	1	1
617	материал для	1	1
618	все то	5	1
619	двух людей	1	1
620	рассматривать как	1	1
621	его живых	1	1
622	здесь мы	3	1
623	с ее	5	1
624	время как	2	1
625	того кто	1	1
626	мы понимаем	1	1
627	было бы	10	1
628	не знает	5	1
629	уверенность и	1	1
630	словах и	1	1
631	как особая	1	1
632	оно ни	2	1
633	к тому	1	1
634	к некоторому	1	1
635	нем и	2	1
636	именно и	2	1
637	может претендовать	1	1
638	в следующий	1	1
639	в свои	2	1
640	себя на	2	1
641	является поэтому	1	1
642	яркое и	1	1
643	не сливаются	1	1
644	важная задача	1	1
645	наблюдений над	1	1
646	и можно	1	1
647	с таким	1	1
648	равно как	1	1
649	героя с	3	1
650	ведь это	3	1
651	сознания не	3	1
652	и глубоко	1	1
653	отождествлять с	1	1
654	его форма	1	1
655	произведения в	2	1
656	только об	1	1
657	находиться в	2	1
658	как мы	10	1
659	vii все	1	1
660	мы отлично	1	1
661	которой можно	2	1
662	что она	6	1
663	автором как	1	1
664	самой своей	1	1
665	являются лишь	1	1
666	бытия и	1	1
667	и о	5	1
668	на который	1	1
669	показать что	1	1
670	о самом	1	1
671	всегда лежит	1	1
672	менее всего	4	1
673	позицию по	2	1
674	как его	2	1
675	что для	4	1
676	и вне	2	1
677	словесного целого	1	1
678	где они	1	1
679	обращенная к	1	1
680	нужно подчеркнуть	1	1
681	если мы	1	1
682	на одну	1	1
683	не раскрывает	1	1
684	там для	1	1
685	тем же	1	1
686	него не	4	1
687	и эта	3	1
688	он вдруг	1	1
689	эти взаимоотношения	1	1
690	произведения так	1	1
691	найти в	2	1
692	наряду с	1	1
693	но есть	2	1
694	ибо нет	1	1
695	нем но	1	1
696	и во	2	1
697	именно в	8	1
698	уже на	1	1
699	то время	3	1
700	но эта	4	1
701	как воплощенную	1	1
702	но несмотря	1	1
703	не можем	1	1
704	в таком	2	1
705	единство мира	3	1
706	но прежде	1	1
707	из трех	1	1
708	бы критерием	1	1
709	формы в	1	1
710	было дано	1	1
711	так именно	1	1
712	например в	5	1
713	речь и	1	1
714	сама по	3	1
715	что я	2	1
716	бы разрешена	1	1
717	и психологически	1	1
718	из подполья	14	1
719	тот же	4	1
720	другими моментами	1	1
721	в высшей	2	1
722	за пределами	2	1
723	к которому	1	1
724	может получить	1	1
725	к изображаемому	2	1
726	время не	3	1
727	человек и	2	1
728	моменты его	1	1
729	с которой	4	1
730	характер и	1	1
731	все зависит	1	1
732	стиля и	4	1
733	автор как	1	1
734	конечно гораздо	1	1
735	вне этого	1	1
736	нигде не	6	1
737	это та	1	1
738	отношения в	1	1
739	что все	5	1
740	то она	1	1
741	уж конечно	1	1
742	значение этих	1	1
743	эти три	2	1
744	слово за	1	1
745	себе не	1	1
746	и она	1	1
747	быть понято	1	1
748	этих форм	1	1
749	подхода к	2	1
750	есть в	10	1
751	же как	5	1
752	или даже	2	1
753	со своею	1	1
754	него но	1	1
755	исходит из	3	1
756	внутренний и	1	1
757	будучи выделены	1	1
758	места в	1	1
759	деле это	1	1
760	рядом с	16	1
761	из его	4	1
762	и прежде	2	1
763	миг не	1	1
764	элементы стиля	1	1
765	в слове	1	1
766	осознает себя	1	1
767	зрения это	1	1
768	деле в	1	1
769	героя является	2	1
770	как будто	4	1
771	весь этот	2	1
772	на второй	1	1
773	жизни в	3	1
774	что именно	2	1
775	есть только	5	1
776	человека или	1	1
777	это прежде	1	1
778	противном случае	1	1
779	но если	1	1
780	они не	5	1
781	и понимания	3	1
782	она определяет	1	1
783	взаимодействие и	1	1
784	в словах	2	1
785	зрения не	1	1
786	на себя	3	1
787	от его	1	1
788	тех или	1	1
789	нему как	2	1
790	бы им	1	1
791	одном голосе	1	1
792	и являются	1	1
793	зрения и	2	1
794	теории искусства	1	1
795	и внешней	1	1
796	и только	2	1
797	тона в	1	1
798	отдельные моменты	1	1
799	момента во-первых	1	1
800	приходится признать	1	1
801	были не	1	1
802	автора к	1	1
803	по своей	1	1
804	три момента	1	1
805	на этих	1	1
806	с собственной	1	1
807	по самому	1	1
808	и художественного	1	1
809	убедиться в	1	1
810	или иного	1	1
811	может и	1	1
812	и оно	2	1
813	нем по	1	1
814	здесь же	1	1
815	друг друга	10	1
816	но самый	1	1
817	один миг	1	1
818	лучшем случае	3	1
819	но уже	1	1
820	процессе этого	1	1
821	себе как	1	1
822	является уже	1	1
823	творчестве достоевского	6	1
824	для этого	4	1
825	конечно эта	1	1
826	как явление	1	1
827	не из	3	1
828	если она	1	1
829	себе и	3	1
830	чтобы убедиться	1	1
831	в особом	3	1
832	его значение	1	1
833	а эти	1	1
834	в смысле	4	1
835	на их	1	1
836	сложным и	1	1
837	вне художественного	1	1
838	может находиться	1	1
839	записок из	4	1
840	бы действительно	1	1
841	но особенно	1	1
842	являются точками	1	1
843	его творчество	4	1
844	в одной	9	1
845	дело и	1	1
846	в целом	8	1
847	нам кажется	4	1
848	единство и	1	1
849	ничего общего	1	1
850	художественное творчество	1	1
851	важна здесь	4	1
852	себя в	5	1
853	крайней мере	3	1
854	всего именно	1	1
855	для правильного	1	1
856	а лишь	3	1
857	и становится	2	1
858	или менее	1	1
859	вовсе не	13	1
860	сливаются в	1	1
861	друге не	1	1
862	другого и	1	1
863	русской литературе	2	1
864	по поэтике	1	1
865	думать что	1	1
866	одному и	1	1
867	в пространстве	3	1
868	и умирает	1	1
869	не то	1	1
870	я и	2	1
871	на эту	1	1
872	тем более	2	1
873	по крайней	3	1
874	мы видели	3	1
875	перед нами	8	1
876	и рождается	2	1
877	и самый	1	1
878	понять и	3	1
879	и другого	1	1
880	бы это	1	1
881	же мы	2	1
882	непосредственное выражение	2	1
883	конечно только	1	1
884	всяком случае	3	1
885	не входят	1	1
886	которые в	2	1
887	только для	2	1
888	на них	1	1
889	высшей степени	2	1
890	можно только	1	1
891	тенденция к	1	1
