N	2gram	Trubetskoy	KFilosof
138	тем что	1	3
139	но для	2	3
140	людей и	1	3
141	в корне	1	3
142	что этот	1	3
143	рядом с	1	3
144	не менее	7	3
145	для этой	2	3
146	по своему	5	3
147	бы не	1	3
148	здесь не	1	3
149	лишь как	1	3
150	себе и	1	3
151	и другого	1	3
152	в каждом	1	3
153	это и	1	3
154	данный момент	4	3
155	не могу	1	3
156	в свою	2	3
157	в другом	2	3
158	для того	8	3
159	в ней	3	3
160	а эта	1	3
161	быть и	5	3
162	вступает в	1	3
163	и та	1	3
164	других людей	1	3
165	в современной	1	3
166	от того	3	3
167	я буду	1	3
168	на своем	1	3
169	а лишь	3	3
170	из его	1	3
171	нет и	1	3
172	не быть	1	3
173	только с	1	3
174	могут быть	1	3
175	до конца	1	3
176	котором мы	1	3
177	о том	7	3
178	тем как	2	3
179	в данный	1	3
180	в то	6	3
181	а следовательно	2	3
182	лишь при	6	3
183	независимо от	2	3
184	всех этих	4	3
185	тот же	3	3
186	и тем	1	3
187	ничего не	1	3
188	были бы	1	2
189	бы то	3	2
190	как к	5	2
191	всех отношениях	1	2
192	и эти	1	2
193	которой я	1	2
194	один из	1	2
195	вступить в	1	2
196	бы он	1	2
197	может не	3	2
198	можно ли	2	2
199	чтобы быть	2	2
200	и того	3	2
201	случае мы	1	2
202	еще более	1	2
203	конечно в	2	2
204	тому что	2	2
205	моем сознании	1	2
206	а это	2	2
207	именно она	1	2
208	будет ли	1	2
209	тем не	4	2
210	так и	10	2
211	из которых	4	2
212	в принципе	1	2
213	и то	4	2
214	своей истории	1	2
215	в качестве	1	2
216	нами в	1	2
217	это есть	4	2
218	сводится к	2	2
219	в виде	4	2
220	все остальное	1	2
221	не потому	2	2
222	отказаться от	1	2
223	он может	1	2
224	ее от	1	2
225	ни одна	1	2
226	из нее	2	2
227	в сознании	7	2
228	что за	2	2
229	дело в	1	2
230	и эта	1	2
231	в ту	2	2
232	не следует	2	2
233	в процессе	2	2
234	в жизни	3	2
235	и должен	1	2
236	с тем	4	2
237	и как	1	2
238	т.е что	1	2
239	лишь с	1	2
240	ценностей не	2	2
241	что он	7	2
242	различия в	3	2
243	в определенной	1	2
244	себя как	1	2
245	выход из	1	2
246	и просто	1	2
247	как в	1	2
248	наличности в	1	2
249	от этого	1	2
250	если я	1	2
251	это было	1	2
252	вследствие этого	3	2
253	ли это	1	2
254	ничего общего	3	2
255	а для	2	2
256	как оно	1	2
257	жизнь и	3	2
258	все они	6	2
259	этого слова	2	2
260	к этому	5	2
261	и потому	3	2
262	а с	4	2
263	в данном	3	2
264	и других	3	2
265	вытекает из	1	2
266	вопрос о	3	2
267	которой он	1	2
268	как некоторую	1	2
269	она не	2	2
270	потому что	9	2
271	видит и	1	2
272	дело когда	1	2
273	того чтобы	8	2
274	культура в	2	2
275	то ни	4	2
276	совсем не	1	2
277	быть не	1	2
278	ибо это	1	2
279	кажется что	1	2
280	не будет	5	2
281	на нем	1	2
282	говорить о	2	2
283	что эта	4	2
284	для этого	7	2
285	самого факта	2	2
286	всех других	2	2
287	этот факт	1	2
288	всей своей	1	2
289	же время	2	2
290	к которой	3	2
291	ее до	1	2
292	этих людей	1	2
293	и всех	1	2
294	но этот	1	2
295	в этой	7	2
296	он и	1	2
297	психический процесс	1	2
298	нем не	1	2
299	все остальные	1	2
300	при условии	2	2
301	только по	1	2
302	что только	3	2
303	или иной	1	2
304	с его	1	2
305	в области	4	2
306	его к	1	2
307	а как	1	2
308	каждый момент	1	2
309	себе как	1	2
310	с ее	2	2
311	и ее	2	2
312	одного и	3	2
313	вся эта	1	2
314	гораздо более	2	2
315	для самого	2	1
316	все в	2	1
317	всего в	1	1
318	в самом	8	1
319	и к	5	1
320	на почве	3	1
321	ввиду того	1	1
322	к действительности	1	1
323	только не	2	1
324	или просто	1	1
325	понятий и	1	1
326	обе стороны	1	1
327	во втором	2	1
328	все что	10	1
329	и культуры	4	1
330	образом и	2	1
331	или бессознательно	1	1
332	мы видим	1	1
333	до сих	15	1
334	собой и	1	1
335	ничем не	5	1
336	так как	7	1
337	менее в	1	1
338	же и	1	1
339	как с	1	1
340	ее наличности	1	1
341	только что	3	1
342	то есть	2	1
343	и свою	1	1
344	но из	1	1
345	самого себя	4	1
346	т.е к	1	1
347	зависит от	1	1
348	эту мысль	1	1
349	т.е в	1	1
350	за исключением	1	1
351	мысли я	1	1
352	бы себе	1	1
353	на том	2	1
354	ценностей или	1	1
355	смысле слова	1	1
356	оно было	1	1
357	целом есть	1	1
358	отношения к	1	1
359	есть общая	1	1
360	лежит за	1	1
361	и культура	4	1
362	несмотря на	6	1
363	была бы	1	1
364	освободиться от	3	1
365	из всех	5	1
366	объективен и	1	1
367	то для	1	1
368	и наконец	3	1
369	или с	1	1
370	этой мысли	1	1
371	всех остальных	2	1
372	не своей	1	1
373	хотя и	4	1
374	быть оправдан	1	1
375	ни на	1	1
376	или нет	1	1
377	эта же	1	1
378	и из	2	1
379	его он	1	1
380	к такому	2	1
381	и единственным	1	1
382	ее в	1	1
383	а затем	2	1
384	и говорить	3	1
385	и тут	1	1
386	и сама	1	1
387	я во	1	1
388	в человеке	1	1
389	только при	2	1
390	не являются	1	1
391	а есть	1	1
392	одно из	3	1
393	не способны	1	1
394	в отношении	1	1
395	это слово	1	1
396	однако он	1	1
397	же не	3	1
398	в результате	9	1
399	расположены в	1	1
400	не от	2	1
401	мы возьмем	1	1
402	ценности можно	1	1
403	смысле этого	1	1
404	конечно невозможно	1	1
405	противоречие с	1	1
406	для удовлетворения	2	1
407	основана на	1	1
408	иной чем	2	1
409	что между	1	1
410	различия между	3	1
411	я тем	1	1
412	всеми другими	1	1
413	чем в	3	1
414	него в	2	1
415	поэтому и	1	1
416	ясен и	1	1
417	в зависимости	1	1
418	станет для	1	1
419	и даже	1	1
420	к его	1	1
421	в духе	1	1
422	вместо того	1	1
423	но он	1	1
424	образом в	3	1
425	в разные	1	1
426	не более	2	1
427	отличаются от	1	1
428	в которой	5	1
429	в заблуждение	1	1
430	в первом	1	1
431	а за	1	1
432	и говорят	1	1
433	этого не	1	1
434	когда оно	1	1
435	и с	5	1
436	своей культуре	7	1
437	всегда в	1	1
438	с ней	1	1
439	и всякое	1	1
440	все дело	2	1
441	будет тем	4	1
442	к телу	1	1
443	стороны его	1	1
444	мысль о	1	1
445	и кажется	1	1
446	свой смысл	1	1
447	не противоречит	1	1
448	и начало	2	1
449	а то	1	1
450	на месте	2	1
451	теперь они	1	1
452	и будет	2	1
453	к такой	1	1
454	данного положения	1	1
455	же будет	1	1
456	если он	2	1
457	в материальной	1	1
458	вся его	2	1
459	между прочим	2	1
460	более что	1	1
461	и понимает	1	1
462	тем же	2	1
463	факт не	1	1
464	этом последнем	1	1
465	не равно	1	1
466	к таким	2	1
467	имеет место	2	1
468	народа по	1	1
469	как о	1	1
470	как не	2	1
471	ценностей это	1	1
472	помнить что	2	1
473	их в	2	1
474	ведь и	1	1
475	для каждого	1	1
476	культуры с	2	1
477	а именно	1	1
478	выйти из	1	1
479	здесь дело	1	1
480	которые могут	2	1
481	и так	2	1
482	вместе с	7	1
483	на этом	2	1
484	при таком	2	1
485	в этих	3	1
486	никто не	2	1
487	есть только	2	1
488	они не	2	1
489	правда не	1	1
490	мы только	1	1
491	приводит к	1	1
492	на все	5	1
493	отличается от	6	1
494	между собой	4	1
495	между ними	2	1
496	возможности для	1	1
497	будет знать	1	1
498	и b	1	1
499	зависимости от	2	1
500	следовательно и	2	1
501	на его	1	1
502	может породить	1	1
503	людьми и	1	1
504	а только	1	1
505	делает его	1	1
506	единство и	1	1
507	много и	1	1
508	разные стороны	1	1
509	всего можно	1	1
510	она исходит	1	1
511	она и	1	1
512	в эту	2	1
513	культуры в	10	1
514	и таким	1	1
515	человечества мы	1	1
516	к тому	8	1
517	сих пор	15	1
518	относиться к	1	1
519	себя от	1	1
520	этот процесс	2	1
521	к той	2	1
522	культурного творчества	1	1
523	бы ни	1	1
524	еще одной	1	1
525	другом случае	1	1
526	только для	1	1
527	частей и	1	1
528	эти положения	1	1
529	с этим	12	1
530	только одно	3	1
531	что эти	2	1
532	остается в	1	1
533	права и	1	1
534	нет ничего	1	1
535	перестает быть	1	1
536	остальное в	1	1
537	во всяком	2	1
538	именно как	1	1
539	необходимое условие	1	1
540	том случае	4	1
541	мы можем	6	1
542	не является	1	1
543	но с	2	1
544	только к	1	1
545	возможно именно	1	1
546	а к	2	1
547	чем эта	1	1
548	же я	1	1
549	каких бы	1	1
550	что ей	1	1
551	на задний	1	1
552	что мы	4	1
553	она должна	1	1
554	которую мы	1	1
555	совершенно иной	2	1
556	в лучшем	1	1
557	мы уже	4	1
558	всю свою	1	1
559	о каком-то	1	1
560	время от	2	1
561	другими словами	2	1
562	но при	1	1
563	всяком случае	2	1
564	эти слова	1	1
565	он принимает	1	1
566	ни один	4	1
567	ему и	2	1
568	так чтобы	2	1
569	нет но	1	1
570	также и	2	1
571	ту же	2	1
572	о возможности	1	1
573	близости к	1	1
574	и затем	1	1
575	и другой	1	1
576	вмещает в	1	1
577	и оно	1	1
578	в этот	1	1
579	просто не	1	1
580	мы должны	4	1
581	это сознание	1	1
582	поэтому мы	1	1
583	и уже	2	1
584	с которой	1	1
585	чтобы я	1	1
586	есть всегда	1	1
587	только тогда	2	1
588	живет и	1	1
589	в психическом	1	1
590	только на	1	1
591	должны быть	3	1
592	между отдельными	2	1
593	он должен	2	1
594	таким путем	1	1
595	может служить	3	1
596	в противоречие	2	1
597	пор не	5	1
598	в различных	1	1
599	самое что	1	1
600	связь между	1	1
601	всего что	1	1
602	ибо на	1	1
603	каждый раз	1	1
604	него с	2	1
605	же самое	1	1
606	говоря о	1	1
607	главным образом	1	1
608	и до	3	1
609	переход из	1	1
610	том кто	1	1
611	содержание которое	1	1
612	уже и	3	1
613	что ее	1	1
614	в истории	3	1
615	по своей	7	1
616	он есть	1	1
617	вся культура	1	1
618	это может	2	1
619	всякие другие	1	1
620	жизни культуры	2	1
621	над всеми	2	1
622	свою очередь	2	1
623	признать что	4	1
624	точке зрения	1	1
625	как из	1	1
626	всякого другого	1	1
627	задний план	1	1
628	я в	2	1
629	но мы	1	1
630	пока еще	1	1
631	и где	2	1
632	не подлежит	3	1
633	являются лишь	1	1
634	к ней	1	1
635	настоящее время	3	1
636	признания в	1	1
637	роковым для	1	1
638	следует что	2	1
639	в индивидуальном	2	1
640	т.е только	1	1
641	если мы	4	1
642	их а	1	1
643	той же	2	1
644	этими людьми	1	1
645	этот человек	1	1
646	отвлекается от	1	1
647	это предполагает	1	1
648	всех сторон	1	1
649	ведь если	1	1
650	в нашем	3	1
651	находится в	1	1
652	целом в	1	1
653	от времени	2	1
654	него все	1	1
655	к двум	2	1
656	лучше всего	1	1
657	и от	5	1
658	что все	5	1
659	мы будем	3	1
660	как все	1	1
661	столь же	5	1
662	том же	4	1
663	такие которые	1	1
664	подлежит сомнению	3	1
665	что она	2	1
666	к пониманию	1	1
667	исходит из	1	1
668	такой же	2	1
669	в значительной	1	1
670	миг не	1	1
671	одна из	2	1
672	будет иная	1	1
673	что именно	1	1
674	на то	9	1
675	не стоит	2	1
676	коренным образом	3	1
677	от них	2	1
678	оно может	1	1
679	просто нет	1	1
680	и по	3	1
681	все другие	1	1
682	культуры как	4	1
683	или не	1	1
684	мы дадим	1	1
685	является только	1	1
686	месте в	1	1
687	в точке	2	1
688	к этим	1	1
689	еще менее	1	1
690	друг друга	2	1
691	в мышлении	1	1
692	не мог	1	1
693	лучшем случае	1	1
694	к совершенно	1	1
695	того же	9	1
696	человека но	1	1
697	не случайно	1	1
698	которой мы	2	1
699	конечно только	1	1
700	в настоящее	3	1
701	который и	1	1
702	в один	2	1
703	нее и	1	1
704	если это	2	1
705	как мы	3	1
706	мысли и	1	1
707	тот в	1	1
708	которому и	1	1
709	не к	1	1
710	на пользу	1	1
711	представляют из	3	1
712	своего развития	1	1
713	ее не	1	1
714	в историю	1	1
715	можно только	1	1
