N	2gram	Bakhtin_Fr	Vladivir
472	но нельзя	1	4
473	была для	1	4
474	в такой	1	4
475	вопросе о	1	4
476	уже сказали	4	4
477	это конечно	1	4
478	он говорит	1	4
479	во второй	2	4
480	в науке	1	4
481	одной стороны	2	4
482	можно найти	3	4
483	это можно	2	4
484	и других	6	4
485	так в	4	4
486	и эта	5	4
487	же это	1	4
488	пишет в	1	4
489	от него	2	3
490	все что	2	3
491	говорит здесь	1	3
492	в настоящем	1	3
493	человеческой жизни	1	3
494	здесь же	3	3
495	в последнее	1	3
496	очень много	1	3
497	некоторой степени	1	3
498	с самим	1	3
499	в разных	2	3
500	строго говоря	1	3
501	самом же	3	3
502	его от	2	3
503	вошла в	1	3
504	получил в	1	3
505	правда в	1	3
506	что по	2	3
507	притом в	2	3
508	роль в	6	3
509	отличается от	1	3
510	мир и	3	3
511	так например	3	3
512	г в	1	3
513	не столь	1	3
514	в первую	1	3
515	не существует	1	3
516	и такие	1	3
517	в противоположность	3	3
518	только как	1	3
519	свое существование	1	3
520	в другом	2	3
521	во многих	2	3
522	отметить что	2	3
523	до того	1	3
524	далеки от	2	3
525	вернуться к	1	3
526	находится в	1	3
527	здравого смысла	2	3
528	для понимания	1	3
529	который в	1	3
530	на котором	3	3
531	к этим	2	3
532	смысле но	2	3
533	точка зрения	3	3
534	так у	1	3
535	в заключение	2	3
536	литературы он	1	3
537	влияние на	8	3
538	здесь нет	1	3
539	первых двух	1	3
540	но из	1	3
541	в состоянии	3	3
542	мало и	1	3
543	ним в	1	3
544	то для	1	3
545	в тот	1	3
546	и кажется	1	3
547	к жизни	2	3
548	не была	2	3
549	а за	1	3
550	будто бы	1	3
551	одним из	4	3
552	и чисто	5	3
553	что не	3	3
554	в изображении	2	3
555	между ними	4	3
556	и она	2	3
557	на земле	3	3
558	в мире	1	3
559	следовательно и	1	3
560	так сказать	5	3
561	декарта и	1	3
562	был не	1	3
563	бы в	2	3
564	оно не	2	3
565	только потому	1	3
566	он стал	1	3
567	не были	4	3
568	не могла	2	3
569	вот в	1	3
570	как известно	2	3
571	и др	32	3
572	в силу	1	3
573	его к	2	3
574	которого мы	2	3
575	остановиться на	1	3
576	мы коснемся	1	3
577	и ее	1	3
578	при дворе	1	3
579	первую очередь	1	3
580	и действительно	2	3
581	него только	1	3
582	и этот	1	3
583	в вопросах	1	3
584	был бы	1	3
585	и при	1	3
586	мы здесь	4	3
587	от нас	1	3
588	интерес к	2	3
589	для них	2	3
590	самом деле	3	3
591	от своего	2	3
592	если это	1	3
593	как о	1	3
594	с ними	2	3
595	в которых	1	3
596	ли он	1	3
597	мифологии и	1	3
598	бы с	1	3
599	наконец в	2	3
600	не понимает	4	3
601	и вся	2	3
602	в свет	3	3
603	не могло	1	3
604	значение для	2	3
605	отношении к	1	3
606	этого времени	1	3
607	ли можно	1	3
608	конечно с	1	3
609	именно к	1	3
610	это делает	1	3
611	нас нет	1	3
612	что такое	1	3
613	было уже	1	3
614	ее на	1	3
615	сам он	1	3
616	того как	1	3
617	второй половине	2	3
618	том числе	10	3
619	на что	3	3
620	ни на	3	3
621	в литературе	9	3
622	с их	7	3
623	никуда не	1	3
624	без всяких	1	3
625	в свои	1	3
626	но эта	2	3
627	всегда есть	1	3
628	единой и	1	3
629	с теми	1	3
630	история и	1	3
631	в какой	2	3
632	является не	1	3
633	последнее время	1	3
634	пока не	1	3
635	не стал	1	3
636	особенно в	2	3
637	ему не	1	3
638	же деле	3	3
639	и самого	1	3
640	к правде	1	3
641	а по	1	3
642	говоря о	2	3
643	что к	1	3
644	думать что	2	3
645	на всю	4	3
646	при всем	1	3
647	и всякая	2	3
648	мы сказали	2	3
649	в книге	3	3
650	которые в	1	3
651	менее если	1	3
652	это в	5	3
653	даже больше	1	3
654	в чисто	2	3
655	в той	5	2
656	для всех	1	2
657	еще раз	4	2
658	на эти	2	2
659	до него	1	2
660	любовь к	1	2
661	эта идея	1	2
662	к числу	2	2
663	наивным и	1	2
664	представлений о	1	2
665	еще очень	1	2
666	моменты его	2	2
667	и само	2	2
668	и которые	1	2
669	жизнь в	1	2
670	эта книга	1	2
671	или на	1	2
672	например в	3	2
673	и другим	1	2
674	без учета	2	2
675	работы в	1	2
676	в собственном	4	2
677	были еще	2	2
678	только для	1	2
679	них мы	1	2
680	почти все	3	2
681	где оно	1	2
682	всем его	1	2
683	было конечно	2	2
684	а во	1	2
685	все и	1	2
686	на этой	5	2
687	вероятно не	1	2
688	этом мы	2	2
689	имеет в	1	2
690	ни по	1	2
691	но эти	1	2
692	и своим	1	2
693	сила и	2	2
694	времени в	1	2
695	не всегда	1	2
696	в себя	9	2
697	говорить о	1	2
698	греков и	1	2
699	и была	1	2
700	дошли до	1	2
701	несколько позже	2	2
702	несколько дней	1	2
703	можно ли	1	2
704	жизнь но	1	2
705	в вопросе	1	2
706	второй половины	3	2
707	единство и	1	2
708	ни одного	1	2
709	бороться за	1	2
710	он так	2	2
711	духа и	3	2
712	как я	1	2
713	несколько слов	1	2
714	нигде не	1	2
715	без того	1	2
716	во всей	4	2
717	как результат	1	2
718	одна из	5	2
719	воли и	1	2
720	и всякого	1	2
721	именно с	1	2
722	этот момент	3	2
723	не понял	1	2
724	бы это	1	2
725	с ее	3	2
726	этих последних	3	2
727	жизни с	1	2
728	в некоторых	2	2
729	в церкви	2	2
730	подойти к	2	2
731	жизни так	1	2
732	в произведении	1	2
733	но еще	1	2
734	к себе	3	2
735	притом не	1	2
736	нашей работы	6	2
737	ссылается на	1	2
738	гегель в	1	2
739	а ведь	1	2
740	в ее	5	2
741	которого он	1	2
742	далеко за	1	2
743	и никакой	1	2
744	стремится к	1	2
745	не мир	1	2
746	к чему	1	2
747	xviii века	2	2
748	подлинном смысле	1	2
749	конечно на	1	2
750	всем своем	1	2
751	рядом с	9	2
752	и перед	3	2
753	от этого	1	2
754	году и	1	2
755	сих пор	7	2
756	той или	5	2
757	смерти а	1	2
758	выражение в	5	2
759	ведь в	1	2
760	свою книгу	1	2
761	говоря только	1	2
762	называет его	2	2
763	еще только	2	2
764	в работе	1	2
765	не из	1	2
766	его творчества	1	2
767	тем и	1	2
768	была уже	1	2
769	он еще	3	2
770	смысла и	2	2
771	ко времени	1	2
772	истории и	2	2
773	конца и	1	2
774	что во	1	2
775	оно имеет	1	2
776	его как	1	2
777	увидел и	1	2
778	что только	2	2
779	теми же	1	2
780	образом в	3	2
781	же мы	1	2
782	которые были	1	2
783	это совершенно	1	2
784	отношении он	1	2
785	своего развития	3	2
786	вызвать у	1	2
787	на это	2	2
788	и может	1	2
789	жизни но	2	2
790	до сих	7	2
791	та же	2	2
792	за ним	2	2
793	и свою	1	2
794	почти не	2	2
795	должна быть	1	2
796	не чем	1	2
797	теперь в	1	2
798	есть для	2	2
799	до некоторой	1	2
800	подлежит никакому	2	2
801	чтобы стать	1	2
802	целого ряда	1	2
803	никакому сомнению	2	2
804	отличались от	1	2
805	из которых	2	2
806	поэтому в	3	2
807	здесь с	2	2
808	их как	1	2
809	она жила	1	2
810	со всеми	2	2
811	и самая	1	2
812	поэтому и	5	2
813	я имею	1	2
814	особого рода	1	2
815	нам в	1	2
816	просто в	1	2
817	но дело	1	2
818	и максимально	1	2
819	не знал	1	2
820	как не	1	2
821	после первого	1	2
822	у одного	1	2
823	характерна для	1	2
824	далек от	2	2
825	знает что	1	2
826	на их	1	2
827	есть она	1	2
828	на другие	1	2
829	это самое	1	2
830	но оно	1	2
831	все они	1	2
832	бросается в	1	2
833	его и	1	2
834	не является	4	2
835	в основе	8	2
836	близости к	1	2
837	европы но	1	2
838	у своих	1	2
839	относится к	4	2
840	он часто	1	2
841	с новым	1	2
842	но лишь	1	2
843	и уже	1	2
844	развития и	2	2
845	народа и	1	2
846	со всей	1	2
847	в которую	1	2
848	не потому	1	2
849	у других	2	2
850	он дает	4	2
851	известной степени	2	2
852	в большой	1	2
853	но именно	4	2
854	и раньше	1	2
855	правды и	1	2
856	был глубоко	1	2
857	этот последний	2	2
858	здесь и	5	2
859	это просто	1	2
860	от всякой	1	2
861	раз что	1	2
862	же он	2	2
863	в самой	5	2
864	они были	6	2
865	литературы и	7	2
866	никакой даже	1	2
867	от всякого	3	2
868	этом случае	1	2
869	стоит на	1	2
870	многих других	1	2
871	они не	1	2
872	эта не	1	2
873	и пр	5	2
874	них не	1	2
875	всего мира	3	2
876	не для	2	2
877	для всего	1	2
878	на отдельные	2	2
879	в г	3	2
880	а о	2	2
881	которые мы	1	2
882	и которая	1	2
883	было в	1	2
884	менее всего	5	2
885	в эпоху	17	2
886	перед смертью	2	2
887	можно не	1	2
888	повторяем еще	1	2
889	это очень	2	2
890	не подлежит	3	2
891	и часть	1	2
892	мира и	4	2
893	чем мы	2	2
894	половины xix	2	2
895	дать общую	1	2
896	в меру	1	2
897	от других	1	2
898	людей в	1	2
899	здесь все	1	2
900	свобода и	1	2
901	этих двух	2	2
902	что эти	1	2
903	вышло в	1	2
904	без всякой	1	2
905	еще до	1	2
906	понимает что	1	2
907	человека в	1	2
908	в предисловии	2	2
909	это вероятно	1	2
910	в самых	1	2
911	под ред	1	2
912	и почти	3	2
913	как уже	1	2
914	а из	1	2
915	разной степени	2	2
916	на всех	5	2
917	назад к	1	2
918	просто не	1	2
919	уже после	1	2
920	не находит	1	2
921	не существовало	1	2
922	и их	3	2
923	его всегда	1	2
924	дать ему	1	2
925	есть о	1	2
926	человека с	1	2
927	что из	1	2
928	могло быть	1	2
929	вообще все	1	2
930	и отрицает	1	2
931	одного из	1	2
932	были и	1	2
933	и понятия	1	2
934	огромное значение	1	2
935	на рубеже	1	2
936	о своих	1	2
937	вся система	1	2
938	что вся	1	2
939	к своей	1	2
940	бытия в	1	2
941	настоящего времени	1	2
942	было не	1	2
943	жизнью и	1	2
944	и деятельности	1	2
945	отрицать что	1	2
946	ему этим	1	1
947	можно наблюдать	1	1
948	общей концепцией	1	1
949	основная линия	1	1
950	на большую	1	1
951	уже во	1	1
952	с помощью	1	1
953	более глубокие	1	1
954	смысле с	1	1
955	новое и	3	1
956	он умел	1	1
957	государство и	1	1
958	сам был	1	1
959	ее то	2	1
960	человеческой души	1	1
961	мире а	1	1
962	мы найдем	2	1
963	мир как	1	1
964	таковы например	4	1
965	со всем	1	1
966	с двух	1	1
967	и самому	1	1
968	своей статье	2	1
969	нем в	2	1
970	лучшего будущего	1	1
971	и имеет	1	1
972	но совсем	1	1
973	под таким	1	1
974	на работу	1	1
975	и простого	1	1
976	она уже	1	1
977	которой они	1	1
978	по теории	1	1
979	жить и	6	1
980	нами здесь	2	1
981	а потому	1	1
982	ты не	1	1
983	науке и	1	1
984	и понимали	1	1
985	касается до	2	1
986	жившие в	1	1
987	образом и	1	1
988	была эпоха	1	1
989	пребывать в	1	1
990	и уныния	1	1
991	с собой	1	1
992	и такое	1	1
993	новый год	2	1
994	по времени	1	1
995	в словесных	1	1
996	всю действительность	1	1
997	и воображение	1	1
998	связь с	8	1
999	наконец еще	1	1
1000	она стояла	1	1
1001	к тебе	1	1
1002	всю историю	1	1
1003	эту необходимость	1	1
1004	лет в	1	1
1005	как об	1	1
1006	все моменты	2	1
1007	образная идея	1	1
1008	нас своим	1	1
1009	письме он	1	1
1010	бы должен	1	1
1011	оно все	1	1
1012	от всего	3	1
1013	и свободой	2	1
1014	почти ничего	1	1
1015	все из	1	1
1016	порядка и	1	1
1017	самому и	1	1
1018	разрыв с	1	1
1019	самого и	1	1
1020	единого и	1	1
1021	к самому	1	1
1022	выходят за	1	1
1023	одновременно и	3	1
1024	которого всегда	1	1
1025	этому как	1	1
1026	понимания и	4	1
1027	смерть в	2	1
1028	и вечной	1	1
1029	другом месте	2	1
1030	и близким	1	1
1031	становления в	2	1
1032	он описывает	1	1
1033	драмы и	1	1
1034	время это	1	1
1035	выступает против	1	1
1036	на церковные	3	1
1037	он есть	1	1
1038	целым рядом	1	1
1039	речь идет	1	1
1040	не смеются	1	1
1041	выходит далеко	1	1
1042	еще придется	1	1
1043	жизни на	1	1
1044	и важным	1	1
1045	связанного с	1	1
1046	на таком	1	1
1047	ней как	1	1
1048	понимает он	1	1
1049	чем иным	1	1
1050	которую и	1	1
1051	всех этапах	2	1
1052	и иногда	2	1
1053	действительности в	1	1
1054	при всей	2	1
1055	перестает быть	3	1
1056	природы в	1	1
1057	даже существование	1	1
1058	нами выше	1	1
1059	во все	2	1
1060	и стремления	1	1
1061	либо оно	1	1
1062	этой борьбе	1	1
1063	с конца	3	1
1064	он находит	2	1
1065	то этот	1	1
1066	мечтательность и	1	1
1067	со времени	1	1
1068	чувствует себя	1	1
1069	реакцию на	1	1
1070	нельзя было	1	1
1071	полное понимание	1	1
1072	часто оказывается	1	1
1073	раз не	1	1
1074	представления о	3	1
1075	литературными и	1	1
1076	говорить не	1	1
1077	сорок лет	1	1
1078	божиим и	1	1
1079	эту природу	1	1
1080	того он	1	1
1081	это его	2	1
1082	уже у	1	1
1083	искусства и	6	1
1084	отрыве от	3	1
1085	его собственной	1	1
1086	и стиль	1	1
1087	вот почему	1	1
1088	и оказался	1	1
1089	по философии	1	1
1090	значительной мере	3	1
1091	слово для	1	1
1092	сознания в	1	1
1093	они являются	4	1
1094	и той	1	1
1095	и конкретная	1	1
1096	одной и	1	1
1097	здесь его	1	1
1098	между двумя	1	1
1099	когда она	1	1
1100	в домах	1	1
1101	как церковь	2	1
1102	но они	4	1
1103	что люди	2	1
1104	борьбе с	1	1
1105	убеждены что	1	1
1106	другой его	1	1
1107	в строгом	1	1
1108	и когда	1	1
1109	серьезных тонах	1	1
1110	а между	1	1
1111	по отношению	2	1
1112	уже как	1	1
1113	сегодня в	1	1
1114	для второй	1	1
1115	рассуждение о	1	1
1116	представляет в	1	1
1117	природы но	1	1
1118	но также	1	1
1119	конечно по	1	1
1120	характерной для	1	1
1121	жизни он	1	1
1122	убедиться в	1	1
1123	как первые	1	1
1124	как нос	1	1
1125	вывести и	1	1
1126	форму для	1	1
1127	слов о	2	1
1128	в средние	13	1
1129	к ним	1	1
1130	и духа	1	1
1131	самом начале	1	1
1132	утверждал что	1	1
1133	у себя	1	1
1134	из всех	3	1
1135	жизни как	3	1
1136	затем в	1	1
1137	когда человек	1	1
1138	в контексте	1	1
1139	например когда	1	1
1140	этой своей	1	1
1141	понимали что	1	1
1142	и роста	1	1
1143	объяснение в	1	1
1144	к которому	2	1
1145	только во	1	1
1146	о поэзии	1	1
1147	знает только	2	1
1148	не одно	1	1
1149	натурализме и	1	1
1150	что означало	1	1
1151	перевод всего	1	1
1152	у животных	1	1
1153	оно представляет	1	1
1154	иным как	1	1
1155	по одной	1	1
1156	от них	1	1
1157	году оно	1	1
1158	во франции	11	1
1159	с темой	2	1
1160	и большим	1	1
1161	в системе	3	1
1162	в обращении	1	1
1163	франции и	1	1
1164	человека то	1	1
1165	сложностью и	1	1
1166	образом на	2	1
1167	ничего страшного	2	1
1168	этих девяти	1	1
1169	состоянии его	1	1
1170	всего в	1	1
1171	за несколько	1	1
1172	ближе к	1	1
1173	все мы	1	1
1174	он имел	1	1
1175	даже по	1	1
1176	своего социального	1	1
1177	видели что	1	1
1178	также его	1	1
1179	не зная	1	1
1180	с кафедры	1	1
1181	мы видим	2	1
1182	все его	1	1
1183	главное же	1	1
1184	закончить наше	1	1
1185	определенная и	1	1
1186	то оно	1	1
1187	на протяжении	9	1
1188	мышления и	1	1
1189	и утопическую	1	1
1190	как нам	1	1
1191	к человеку	1	1
1192	и всей	1	1
1193	лучшим и	1	1
1194	характерен для	1	1
1195	мы в	1	1
1196	произведение которое	1	1
1197	он тоже	1	1
1198	поэтому можно	1	1
1199	смысле в	1	1
1200	еще больше	1	1
1201	концов с	1	1
1202	этой же	2	1
1203	году влияние	1	1
1204	обычно не	1	1
1205	в последующие	3	1
1206	что при	1	1
1207	его произведение	2	1
1208	что самая	1	1
1209	глаза на	1	1
1210	с нашей	1	1
1211	можно привести	1	1
1212	претендуя на	1	1
1213	они в	2	1
1214	многих отношениях	1	1
1215	истории то	1	1
1216	одно из	7	1
1217	и университетские	1	1
1218	здесь уже	1	1
1219	бы что	1	1
1220	них все	1	1
1221	внешнего мира	1	1
1222	видит в	1	1
1223	есть еще	1	1
1224	в самые	3	1
1225	распространяется на	1	1
1226	и природной	1	1
1227	не совпадают	1	1
1228	нового и	1	1
1229	является и	1	1
1230	правильного понимания	1	1
1231	свою природу	2	1
1232	этой замечательной	1	1
1233	в общей	1	1
1234	начало в	5	1
1235	в разные	1	1
1236	в несколько	1	1
1237	борьбы с	1	1
1238	это произошло	1	1
1239	лицо его	2	1
1240	которые так	2	1
1241	и объективно	1	1
1242	не нуждается	1	1
1243	что за	1	1
1244	преимущественно на	1	1
1245	в день	3	1
1246	как таковое	1	1
1247	и обозначаем	1	1
1248	и непосредственное	1	1
1249	находим уже	1	1
1250	он рассматривает	1	1
1251	веке в	1	1
1252	характер и	4	1
1253	всей личности	1	1
1254	есть именно	2	1
1255	и произведения	2	1
1256	из той	1	1
1257	эта была	3	1
1258	человеческого существования	2	1
1259	всеми его	1	1
1260	место и	1	1
1261	души в	1	1
1262	же самыми	1	1
1263	если я	1	1
1264	с некоторой	1	1
1265	и являются	1	1
1266	же к	1	1
1267	в свете	3	1
1268	своих поисках	1	1
1269	самых серьезных	1	1
1270	и следовательно	3	1
1271	связанный с	3	1
1272	выходящее за	1	1
1273	связанным с	1	1
1274	другим а	1	1
1275	человеческое сознание	1	1
1276	что слово	3	1
1277	своего официального	1	1
1278	свою связь	1	1
1279	даже самые	1	1
1280	что как	1	1
1281	в других	3	1
1282	и мою	1	1
1283	действительности и	1	1
1284	всех народов	1	1
1285	это определение	2	1
1286	бог не	1	1
1287	уже вне	1	1
1288	вдруг в	1	1
1289	вошли в	1	1
1290	и мир	1	1
1291	остается в	1	1
1292	здесь как	1	1
1293	только от	1	1
1294	времени вполне	1	1
1295	смысл и	1	1
1296	видения и	1	1
1297	что резко	1	1
1298	сущность как	1	1
1299	находит свое	2	1
1300	своей книги	1	1
1301	его развития	6	1
1302	жизни там	1	1
1303	особенно на	1	1
1304	называл себя	1	1
1305	выводы и	1	1
1306	в целях	2	1
1307	был уже	1	1
1308	говоря в	1	1
1309	мысль и	1	1
1310	до нас	11	1
1311	средние века	12	1
1312	бы она	1	1
1313	мы говорили	1	1
