N	3gram	Losev_Prob	Komedia
274	на этот вопрос	1	1
275	что и сам	2	1
276	и для нас	1	1
277	и здесь мы	2	1
278	он может быть	1	1
279	то ясно что	2	1
280	мы убеждаемся в	2	1
281	не было бы	3	1
282	чем отличается от	1	1
283	во всех случаях	1	1
284	то мы не	1	1
285	не что иное	6	1
286	в каждой из	1	1
287	и в частности	4	1
288	это видно из	1	1
289	только на то	1	1
290	в отрыве от	1	1
291	которые получили в	1	1
292	и все его	1	1
293	мы находим у	1	1
294	самой своей природе	1	1
295	и исчезает в	1	1
296	уже гораздо более	1	1
297	которые могут быть	1	1
298	мы имеем полное	1	1
299	не менее в	3	1
300	иначе чем это	1	1
301	или совсем не	1	1
302	же как и	4	1
303	правда и здесь	1	1
304	такое же положение	1	1
305	сам он не	1	1
306	не менее и	1	1
307	содержания и формы	1	1
308	о чем ты	1	1
309	тем что он	1	1
310	но только не	1	1
311	и в литературе	1	1
312	что иное как	6	1
313	не обходится без	2	1
314	быть даже в	1	1
315	разобраться в том	1	1
316	самом деле и	1	1
317	вопрос о том	1	1
318	тому как мы	1	1
319	в том виде	4	1
320	и не только	1	1
321	и меньше всего	1	1
322	нет и в	1	1
323	чтобы у нас	1	1
324	сама по себе	11	1
325	мы не можем	2	1
326	в другом случае	2	1
327	чем это было	1	1
328	потому что они	2	1
329	несколько слов о	1	1
