N	3gram	Propp_Isto	Vladivir
205	можно утверждать что	1	1
206	но и в	2	1
207	к тому времени	1	1
208	то что по	1	1
209	в том смысле	2	1
210	мы еще встретимся	1	1
211	никогда не переставал	1	1
212	с этой точки	2	1
213	в него и	1	1
214	вместе со своим	1	1
215	ни у одного	1	1
216	в одно целое	1	1
217	мы уже встречались	1	1
218	что он уже	1	1
219	что не только	1	1
220	в своей работе	1	1
221	одна из них	1	1
222	может быть речи	2	1
223	как это впрочем	1	1
224	в иных случаях	1	1
225	в таких случаях	2	1
226	в основе своей	1	1
227	и в особенности	2	1
228	здесь мы имеем	4	1
229	об этом мы	1	1
230	на этот вопрос	2	1
231	здесь не может	1	1
232	не входящих в	1	1
233	состоит в том	1	1
234	все же не	1	1
235	и в виде	1	1
236	мы приведем несколько	1	1
237	на свою сторону	1	1
238	но уже в	2	1
239	бы допустить что	1	1
240	смысле этого слова	1	1
241	и никому не	1	1
242	таким образом эта	1	1
243	мы только что	1	1
244	что перед нами	1	1
245	связаны с его	1	1
246	он знает что	1	1
247	только потому что	1	1
248	что и здесь	1	1
249	выше мы видели	1	1
250	большую роль в	1	1
251	так как иначе	1	1
252	при помощи которой	2	1
253	у одного из	1	1
254	но тем не	1	1
255	он не мог	1	1
256	же как и	4	1
257	у него нет	1	1
258	и он стал	1	1
259	с ним и	1	1
260	то это было	1	1
261	и сказал я	1	1
262	представить себе что	1	1
263	на первых порах	1	1
264	также и с	1	1
265	к нему с	1	1
266	и с этой	1	1
267	только с помощью	1	1
268	не в виде	1	1
269	вопрос о том	1	1
270	этой точки зрения	2	1
271	и не только	1	1
272	ответы на все	1	1
273	в виду что	1	1
274	мы должны в	1	1
275	но и для	1	1
276	ему во сне	1	1
277	это было бы	1	1
278	что он один	1	1
279	на этом мы	1	1
280	не говорится но	1	1
