N	2gram	Bakhtin_Pr	KulturaY
380	не о	1	4
381	которое в	1	4
382	характер и	1	4
383	но ведь	1	4
384	между ними	4	4
385	о которых	2	4
386	себе и	1	4
387	и это	3	4
388	в смысле	1	4
389	в каждом	2	4
390	мы можем	6	4
391	ли это	1	4
392	в лучшем	2	4
393	не дает	2	4
394	лишь что	2	4
395	или же	1	4
396	могла бы	1	4
397	так называемого	1	4
398	и все	3	4
399	же мы	1	4
400	во втором	1	4
401	как таковой	2	4
402	то в	1	4
403	которых мы	4	4
404	это уже	1	4
405	из которых	2	4
406	том и	1	4
407	нам в	1	4
408	здесь мы	2	4
409	отношения к	6	4
410	бы не	2	4
411	именно поэтому	2	4
412	все они	5	4
413	первом случае	1	4
414	не имеют	2	4
415	не должно	1	4
416	по сравнению	1	4
417	и содержание	3	4
418	именно на	1	4
419	обе эти	1	4
420	как проблема	1	4
421	а лишь	2	4
422	мог бы	1	4
423	однако в	1	4
424	формы и	5	4
425	этой области	2	4
426	о значении	4	4
427	что так	1	4
428	в виде	2	4
429	и без	1	4
430	к одному	1	4
431	поскольку она	1	4
432	в наши	1	4
433	смысл слова	1	4
434	поэзия и	1	4
435	для обозначения	1	4
436	в узком	1	4
437	говорить об	1	4
438	это в	1	4
439	не более	2	4
440	не к	6	4
441	мы наблюдаем	1	3
442	и другие	2	3
443	все что	3	3
444	есть вещь	1	3
445	можно и	2	3
446	тем как	5	3
447	мысли и	1	3
448	в некоторых	2	3
449	что дело	1	3
450	до крайности	1	3
451	всего следует	1	3
452	помнить что	3	3
453	из всего	1	3
454	на эту	1	3
455	случайно и	1	3
456	языка то	1	3
457	на материале	3	3
458	в дальнейшем	3	3
459	раз и	2	3
460	так то	1	3
461	к ним	1	3
462	настоящее время	1	3
463	в контексте	1	3
464	на него	3	3
465	все время	1	3
466	который в	1	3
467	от них	2	3
468	в противном	3	3
469	или иным	1	3
470	бы то	3	3
471	формы но	1	3
472	в большинстве	5	3
473	от языка	1	3
474	же значение	1	3
475	по аналогии	1	3
476	быть только	5	3
477	большинстве случаев	5	3
478	и следовательно	1	3
479	не нужно	5	3
480	в других	4	3
481	именно как	1	3
482	к слову	1	3
483	на нем	1	3
484	но зато	2	3
485	не приходится	1	3
486	политики в	1	3
487	помощью которого	1	3
488	иметь в	1	3
489	который мы	1	3
490	ни были	1	3
491	а из	1	3
492	то ни	3	3
493	не раз	1	3
494	смысла и	1	3
495	значение и	1	3
496	целом и	1	3
497	только с	1	3
498	что есть	1	3
499	форм в	1	3
500	мы будем	3	3
501	образом в	1	3
502	в него	2	3
503	меньшей степени	1	3
504	в одну	1	3
505	если в	1	3
506	содержания и	6	3
507	под этим	1	3
508	этот смысл	1	3
509	в наших	1	3
510	что у	1	3
511	и мы	1	3
512	в россии	2	3
513	показать что	2	3
514	в романе	4	3
515	и действительно	1	3
516	то время	1	3
517	том смысле	1	3
518	том как	2	3
519	его и	1	3
520	какой мере	2	3
521	для всякой	1	3
522	но здесь	3	3
523	так чтобы	1	3
524	и уже	1	3
525	какое же	1	3
526	значение для	3	3
527	действия и	1	3
528	образом не	1	3
529	что здесь	1	3
530	без всякого	1	3
531	нет и	3	3
532	она может	3	3
533	нам и	1	3
534	том же	2	3
535	со словом	5	3
536	культурной жизни	1	3
537	так называемое	1	3
538	от степени	1	3
539	в настоящее	1	3
540	формы как	1	3
541	в более	4	3
542	значение в	1	3
543	выходит за	1	3
544	следовательно и	1	3
545	смысле что	1	3
546	для него	1	3
547	не для	1	3
548	слова не	3	3
549	в противовес	1	3
550	есть уже	1	3
551	слова но	3	3
552	менее всего	3	3
553	которое было	1	3
554	или даже	1	3
555	противном случае	3	3
556	и дальше	1	3
557	и со	1	3
558	этого вопроса	1	3
559	и я	1	3
560	с первого	1	3
561	на них	3	3
562	как формы	1	3
563	и эти	1	3
564	а как	3	3
565	так называемой	1	3
566	которую можно	1	3
567	в искусстве	12	3
568	лучшем случае	2	3
569	и может	1	3
570	но она	2	3
571	отказ от	1	3
572	в начале	2	3
573	таких случаях	1	3
574	идет речь	1	3
575	значение слова	4	3
576	о содержании	1	3
577	не лингвистическая	1	3
578	иное как	1	3
579	более того	4	3
580	поэтического произведения	3	2
581	во всем	2	2
582	от него	3	2
583	социального и	1	2
584	и содержания	3	2
585	возможно лишь	1	2
586	имеют все	1	2
587	которые не	1	2
588	которая в	1	2
589	дело с	6	2
590	в применении	3	2
591	смысле и	1	2
592	из всех	1	2
593	связи и	3	2
594	в принципе	1	2
595	его от	1	2
596	нами в	2	2
597	конечно от	1	2
598	приходит к	1	2
599	понимается как	1	2
600	это определение	1	2
601	время как	1	2
602	значения в	1	2
603	если угодно	1	2
604	правда в	1	2
605	имеет место	5	2
606	выражения и	1	2
607	тем или	1	2
608	не звук	1	2
609	почти все	1	2
610	он является	1	2
611	самом широком	1	2
612	моменты в	1	2
613	конечно можно	2	2
614	сам же	1	2
615	можем говорить	2	2
616	нами выше	2	2
617	было в	1	2
618	в действительности	1	2
619	об особой	1	2
620	применении к	3	2
621	имеет в	1	2
622	особенности же	1	2
623	и иных	1	2
624	бы из	1	2
625	но эти	1	2
626	что вся	1	2
627	но может	1	2
628	но они	4	2
629	таким путем	1	2
630	собственно не	2	2
631	в строгом	2	2
632	такое значение	1	2
633	и значение	2	2
634	здесь прежде	1	2
635	и те	2	2
636	как оно	1	2
637	содержания в	4	2
638	отношения и	2	2
639	могут и	1	2
640	над словом	1	2
641	с этими	1	2
642	есть конечно	1	2
643	в научном	1	2
644	исходит из	1	2
645	момент в	1	2
646	каждое из	1	2
647	одна из	2	2
648	узком смысле	2	2
649	а следовательно	1	2
650	поэтики как	1	2
651	некоторой степени	1	2
652	едва ли	3	2
653	на почве	3	2
654	не выходит	1	2
655	как такового	3	2
656	что иное	1	2
657	не теряет	1	2
658	объяснение в	1	2
659	ни было	3	2
660	о роли	1	2
661	сказали бы	1	2
662	лишь после	1	2
663	ее целом	1	2
664	теряет свою	1	2
665	с другими	3	2
666	вместо него	1	2
667	бы что	1	2
668	основании что	1	2
669	словом в	1	2
670	в собственно	1	2
671	ее от	1	2
672	связи со	1	2
673	во избежание	1	2
674	потому в	1	2
675	лишь к	1	2
676	дано в	3	2
677	основной вопрос	1	2
678	и язык	1	2
679	себе не	2	2
680	человек в	2	2
681	вследствие того	1	2
682	место и	2	2
683	в себя	2	2
684	точек зрения	1	2
685	что их	1	2
686	но можно	2	2
687	того в	1	2
688	это как	1	2
689	очень часто	1	2
690	которой и	1	2
691	форма а	1	2
692	и правильное	1	2
693	поэтому на	1	2
694	содержания не	1	2
695	свой предмет	1	2
696	что эта	2	2
697	большое значение	1	2
698	не слова	2	2
699	его так	1	2
700	на некоторые	1	2
701	равно как	1	2
702	его как	3	2
703	или о	1	2
704	лингвистики в	1	2
705	и др	8	2
706	здесь совершенно	3	2
707	часто и	1	2
708	не исчерпывает	1	2
709	к стилистике	1	2
710	вся эта	1	2
711	искусства в	2	2
712	язык для	1	2
713	и ничего	1	2
714	слова это	1	2
715	к такому	1	2
716	и должны	2	2
717	как с	1	2
718	которого оно	1	2
719	поэтому в	2	2
720	для них	1	2
721	связывается с	1	2
722	не могла	1	2
723	и общая	1	2
724	слова мы	1	2
725	творчества и	5	2
726	от их	1	2
727	сами по	1	2
728	во что	1	2
729	строгом смысле	2	2
730	это положение	1	2
731	вещественное значение	3	2
732	подхода к	2	2
733	из языка	1	2
734	сравнению с	1	2
735	первого же	1	2
736	которая не	1	2
737	нет в	1	2
738	к другому	1	2
739	это самое	1	2
740	но оно	1	2
741	не является	3	2
742	это понятие	1	2
743	пушкина как	1	2
744	и социальной	1	2
745	лежат в	1	2
746	формы с	1	2
747	и теперь	1	2
748	для нее	8	2
749	отношении к	1	2
750	слова с	2	2
751	в совершенно	1	2
752	их значения	2	2
753	потому и	1	2
754	материале и	1	2
755	одной из	3	2
756	в глазах	1	2
757	поэтического языка	1	2
758	лишь так	1	2
759	остается за	5	2
760	дело именно	1	2
761	а вовсе	1	2
762	известной мере	1	2
763	он должен	2	2
764	связан с	1	2
765	исторической жизни	1	2
766	как науки	1	2
767	себя самого	4	2
768	здесь в	2	2
769	на которой	1	2
770	политической и	1	2
771	лицом к	1	2
772	представлять себе	4	2
773	этом в	1	2
774	слишком долго	1	2
775	это отношение	2	2
776	дело в	2	2
777	нужно только	1	2
778	вообще не	7	2
779	форм но	1	2
780	иной раз	1	2
781	имеется в	1	2
782	к своему	2	2
783	не столь	1	2
784	именно эта	1	2
785	это было	1	2
786	не что	1	2
787	со значением	1	2
788	уже за	1	2
789	и вообще	2	2
790	как слово	1	2
791	показать в	1	2
792	в основных	1	2
793	в самых	1	2
794	ни один	1	2
795	тому как	1	2
796	с совершенно	2	2
797	быть и	1	2
798	выйти за	1	2
799	есть и	1	2
800	каждый раз	1	2
801	явлений в	1	2
802	событие и	3	2
803	которую я	1	2
804	от цели	1	2
805	и часто	1	2
806	лингвистики и	2	2
807	как таковая	1	2
808	культуры но	1	2
809	который как	1	2
810	двух направлениях	1	2
811	это можно	1	2
812	жизни и	1	2
813	и прежде	5	2
814	эти два	1	2
815	как впрочем	1	2
816	может и	4	2
817	именно это	1	2
818	мы сказали	1	2
819	не можем	2	2
820	в известной	3	2
821	форме и	2	2
822	возможна только	1	2
823	можно только	6	2
824	как материале	1	1
825	форма но	2	1
826	определение в	1	1
827	могут иметь	1	1
828	становится возможным	1	1
829	поэзии но	1	1
830	человеческой жизни	1	1
831	пределах в	1	1
832	как форма	7	1
833	занять теперь	1	1
834	выводу что	1	1
835	может в	1	1
836	которых идет	1	1
837	каждого отдельного	1	1
838	искусства это	1	1
839	и звуковой	1	1
840	их чисто	1	1
841	об искусстве	3	1
842	момента в	2	1
843	звук в	1	1
844	в равной	2	1
845	смысла значения	1	1
846	не вносят	1	1
847	решения вопроса	1	1
848	в задачу	1	1
849	ни стало	1	1
850	роман и	1	1
851	что нас	1	1
852	есть contradictio	1	1
853	к звуку	1	1
854	форма его	1	1
855	в общей	1	1
856	и другими	3	1
857	работы здесь	1	1
858	и втором	1	1
859	является слово	1	1
860	содержания для	1	1
861	понятий в	1	1
862	об отдельных	2	1
863	и которые	2	1
864	историка литературы	1	1
865	его остается	1	1
866	может но	1	1
867	приобщиться к	1	1
868	связь с	3	1
869	или для	1	1
870	лингвистическую природу	1	1
871	или чисто	1	1
872	ни одна	2	1
873	значения но	1	1
874	выглядит в	1	1
875	каким образом	1	1
876	ей характер	1	1
877	сомнений и	1	1
878	если он	1	1
879	отношением к	1	1
880	бы все	1	1
881	значительной степени	1	1
882	стороны в	1	1
883	необходимо для	1	1
884	что по	1	1
885	понимания и	1	1
886	они ни	1	1
887	полезное и	1	1
888	его личной	1	1
889	предложения и	2	1
890	себя не	1	1
891	более как	1	1
892	в поэтическом	1	1
893	но лингвистика	1	1
894	есть вообще	1	1
895	на первый	2	1
896	психофизического организма	2	1
897	содержания его	1	1
898	для выражения	1	1
899	словами как	1	1
900	самого это	1	1
901	перестает быть	4	1
902	нуждаются в	1	1
903	чтобы вообще	1	1
904	как таковому	1	1
905	звук который	1	1
906	значение только	1	1
907	котором можно	1	1
908	она же	1	1
909	где-то в	1	1
910	образом есть	1	1
911	себе все	1	1
912	каково бы	1	1
913	как язык	1	1
914	что подобное	1	1
915	в понимании	1	1
916	по возможности	1	1
917	все свои	1	1
918	психологизма в	1	1
919	искусства и	3	1
920	все недостатки	1	1
921	с другим	1	1
922	суждения и	2	1
923	своим собственным	1	1
924	следует остановиться	1	1
925	слов но	1	1
926	но вся	1	1
927	если так	1	1
928	мы все	1	1
929	и формы	1	1
930	только на	1	1
931	первая задача	1	1
932	других вещей	1	1
933	было то	1	1
934	несколько примеров	1	1
935	рассказом о	1	1
936	задачи и	2	1
937	вообще такова	1	1
938	сказать несколько	1	1
939	от своей	1	1
940	верной в	1	1
941	является как	2	1
942	как таковую	1	1
943	самый звук	1	1
944	характерной для	1	1
945	теперь к	1	1
946	эта проблема	1	1
947	но этот	1	1
948	собою и	1	1
949	близость к	1	1
950	сделать этот	1	1
951	нами для	1	1
952	не становится	1	1
953	тенденцию к	2	1
954	слове как	1	1
955	и истолкования	1	1
956	сдвиг в	1	1
957	весь не	1	1
958	объект и	4	1
959	и значении	1	1
960	во всей	1	1
961	материал в	4	1
962	сюда относится	1	1
963	коем случае	2	1
964	он живет	1	1
965	материала автор	1	1
966	за последние	2	1
967	себя все	2	1
968	содержание так	2	1
969	имели бы	1	1
970	или особенно	1	1
971	они могут	1	1
972	становится только	2	1
973	затем в	1	1
974	себя в	2	1
975	являются таким	1	1
976	поэзия не	1	1
977	научного мышления	1	1
978	начало и	3	1
979	формы чтобы	1	1
980	и лингвистической	1	1
981	о ней	1	1
982	в подобных	1	1
983	нам важно	1	1
984	может обойтись	1	1
985	которой я	1	1
986	во всех	11	1
987	равной мере	1	1
988	же должно	1	1
989	следует отметить	1	1
990	есть процесс	1	1
991	к их	1	1
992	она и	1	1
993	для поэтики	1	1
994	а наоборот	1	1
995	мы принуждены	1	1
996	сказать и	3	1
997	она как	1	1
998	притом не	1	1
999	несколько иным	1	1
1000	ведь есть	1	1
1001	содержанию которое	2	1
1002	нужно просто	2	1
1003	исследования не	1	1
1004	не должна	4	1
1005	мы конечно	1	1
1006	сделали попытку	1	1
1007	они в	1	1
1008	к определенному	1	1
1009	задачу и	1	1
1010	содержания как	2	1
1011	касается в	1	1
1012	собственно эстетическом	1	1
1013	хуже всего	1	1
1014	бы только	1	1
1015	случае к	1	1
1016	только она	2	1
1017	он может	2	1
1018	события в	1	1
1019	деятельности в	1	1
1020	к чему	2	1
1021	что под	1	1
1022	contradictio in	3	1
1023	не нуждается	2	1
1024	вообще в	1	1
1025	необходим для	1	1
1026	от нее	1	1
1027	как его	3	1
1028	стали бы	1	1
1029	здесь же	2	1
1030	или иная	1	1
1031	этом последнем	1	1
1032	формы а	1	1
1033	а со	1	1
1034	есть именно	1	1
1035	живом и	1	1
1036	для решения	1	1
1037	того и	1	1
1038	вообще есть	1	1
1039	в свой	1	1
1040	отвлеченная от	1	1
1041	которое нужно	1	1
1042	у в	3	1
1043	не иначе	1	1
1044	и понимание	1	1
1045	действительности и	3	1
1046	и своей	1	1
1047	чтобы его	2	1
1048	здесь с	1	1
1049	творчество в	1	1
1050	от чисто	2	1
1051	понятий и	2	1
1052	следует однако	1	1
1053	из ничего	1	1
1054	природы а	1	1
1055	несколько более	1	1
1056	если оно	1	1
1057	нашу работу	1	1
1058	только путем	1	1
1059	области изучения	2	1
1060	отходит в	1	1
1061	при чтении	1	1
1062	не совсем	1	1
1063	ведь в	1	1
1064	поэтики в	1	1
1065	значение но	2	1
1066	лингвистического порядка	1	1
1067	как единство	1	1
1068	ему на	1	1
1069	вот несколько	1	1
1070	ли на	1	1
1071	а ее	2	1
1072	материала так	1	1
1073	и смысла	2	1
1074	от которых	1	1
1075	молодая русская	1	1
1076	последние годы	2	1
1077	его художественной	1	1
1078	хотя в	1	1
1079	той области	1	1
1080	совершенно правомерно	1	1
1081	по поэтике	6	1
1082	сомнению что	1	1
1083	не способна	4	1
1084	не имеющая	1	1
1085	что бы	1	1
1086	совершенно независимо	2	1
1087	движения и	2	1
1088	и несколько	1	1
1089	формальный метод	3	1
1090	центр тяжести	2	1
1091	истории и	1	1
1092	выходят за	1	1
1093	напряжения и	3	1
1094	его форма	1	1
1095	по недоразумению	1	1
1096	лингвистически и	1	1
1097	культуры и	3	1
1098	не входят	4	1
1099	значения которое	1	1
1100	обратимся к	1	1
1101	ее а	1	1
1102	процессы в	1	1
1103	в синтаксисе	1	1
1104	том основании	1	1
1105	бы быть	1	1
1106	для построения	1	1
1107	поэтического творчества	1	1
1108	бы ни	1	1
1109	форму и	2	1
1110	что кроме	1	1
1111	а форму	1	1
1112	формы уже	1	1
1113	ученый и	1	1
1114	содержанию в	5	1
1115	не имеющих	1	1
1116	есть ли	1	1
1117	в один	1	1
1118	и особенно	1	1
1119	чем обычно	1	1
1120	языка для	2	1
1121	имеет дело	9	1
1122	есть как	1	1
1123	к подобным	1	1
1124	сделано в	1	1
1125	бы тогда	1	1
1126	образом и	1	1
1127	мы подчеркиваем	1	1
1128	себе содержание	1	1
1129	этой проблемы	1	1
1130	формы оно	1	1
1131	них в	1	1
1132	значение всего	1	1
1133	то есть	46	1
1134	поскольку мы	1	1
1135	как содержание	3	1
1136	заданий но	1	1
1137	о той	1	1
1138	его с	1	1
1139	отдел лингвистики	1	1
1140	строится по	1	1
1141	нас как	1	1
1142	переносится в	1	1
1143	установить что	1	1
1144	к вину	1	1
1145	опираться на	1	1
1146	же целях	1	1
1147	чтобы стать	4	1
1148	одном и	1	1
1149	его во	1	1
1150	его применения	1	1
1151	в чувстве	3	1
1152	в поэме	1	1
1153	приходится иметь	2	1
1154	но далеко	1	1
1155	к выводу	1	1
1156	и слов	1	1
1157	не обходится	2	1
1158	науки и	1	1
1159	и этическую	1	1
1160	к данному	1	1
1161	она становится	1	1
1162	и несмотря	1	1
1163	к предметному	2	1
1164	поэтический язык	1	1
1165	таков смысл	1	1
1166	все то	3	1
1167	до этого	1	1
1168	отмеченное явление	1	1
1169	то на	1	1
1170	к общей	1	1
1171	и единство	1	1
1172	так называемый	2	1
1173	точнее и	1	1
1174	самое существенное	1	1
1175	и суть	1	1
1176	но никогда	1	1
1177	словом но	2	1
1178	от чего	1	1
1179	может стать	3	1
1180	в праве	1	1
1181	это чувство	1	1
1182	рода и	1	1
1183	которые могут	2	1
1184	произведение в	6	1
1185	in adjecto	3	1
1186	словесного искусства	2	1
1187	цитат и	1	1
1188	жизни в	1	1
1189	дело идет	2	1
1190	действительно может	1	1
1191	себя и	3	1
1192	можно найти	1	1
1193	что ученый	1	1
1194	важное значение	1	1
1195	этом его	1	1
1196	на их	1	1
1197	необходимых и	1	1
1198	не входит	10	1
1199	тех недоразумений	1	1
1200	форму именно	1	1
1201	образования и	1	1
1202	имеют в	1	1
1203	в основе	5	1
1204	слова которое	1	1
1205	поэтике не	2	1
1206	формальное значение	1	1
1207	этот объект	2	1
1208	так за	1	1
1209	поэзия как	1	1
1210	даже к	1	1
1211	в историю	1	1
1212	находит свое	2	1
1213	искусства для	1	1
1214	ясности и	1	1
1215	совпадает с	2	1
1216	и между	1	1
1217	свою свободу	1	1
1218	в значительной	2	1
1219	в науку	1	1
1220	мы уже	1	1
1221	не лежит	1	1
1222	какие бы	1	1
1223	и независимо	1	1
1224	но лишь	2	1
1225	из его	1	1
1226	базу для	1	1
1227	придавая ей	1	1
1228	зрения с	1	1
1229	субъекта в	1	1
1230	форму слова	1	1
1231	своему значению	1	1
1232	и лишь	1	1
1233	занимает в	1	1
1234	и вся	2	1
1235	и два	1	1
1236	первом и	1	1
1237	в которую	1	1
1238	художественного впечатления	2	1
1239	материал не	1	1
1240	говорящего к	1	1
1241	как форму	3	1
1242	более и	1	1
1243	чем не	2	1
1244	в форму	2	1
1245	это имеет	1	1
1246	свободно и	1	1
1247	и исторически	1	1
1248	высокой степени	1	1
1249	им в	1	1
1250	она все	1	1
1251	входить в	1	1
1252	предполагает уже	1	1
1253	целое в	1	1
1254	пределы собственно	1	1
1255	ее не	1	1
1256	к созданию	1	1
1257	и во	2	1
1258	значение имеет	3	1
1259	является изучение	1	1
1260	без всякой	2	1
1261	науку о	1	1
1262	но именно	1	1
1263	за пределами	1	1
1264	должен обратиться	1	1
1265	целом в	2	1
1266	именно то	1	1
1267	стороны слова	2	1
1268	в сознании	1	1
1269	он теряет	2	1
1270	слово и	2	1
1271	в понятиях	1	1
1272	формы здесь	1	1
1273	более сложным	1	1
1274	мышление в	1	1
1275	этой науки	2	1
1276	формы то	1	1
1277	город и	1	1
1278	о художественном	2	1
1279	материал и	2	1
1280	русская поэтика	1	1
1281	которых слово	1	1
1282	моментов в	1	1
1283	нет дела	1	1
1284	во внутреннем	1	1
1285	искусстве все	1	1
1286	особенно ясно	1	1
1287	обратиться к	1	1
1288	человека но	1	1
1289	формы к	1	1
1290	своим предметом	4	1
1291	которому он	1	1
1292	назовем его	1	1
1293	к лицу	1	1
1294	со старыми	1	1
