N	2gram	Potebnia_M	Literetu
490	между двумя	1	2
491	есть свобода	2	2
492	значительной степени	3	2
493	уже и	2	2
494	еще более	2	2
495	не я	1	2
496	так называемых	1	2
497	в чистом	1	2
498	сила и	1	2
499	самом начале	1	2
500	сказать что	5	2
501	в уединении	1	2
502	ключ к	2	2
503	и у	3	2
504	могло бы	4	2
505	быть в	1	2
506	есть по	1	2
507	тем более	2	2
508	по поводу	7	2
509	нам остается	2	2
510	и внешней	1	2
511	и искусство	1	2
512	к ее	2	2
513	и души	1	2
514	к нему	2	2
515	ряд который	1	2
516	и представляет	1	2
517	только не	2	2
518	не зная	3	2
519	сравнении с	4	2
520	что у	2	2
521	и мы	1	2
522	нами не	2	2
523	к человеку	1	2
524	она как	1	2
525	на таких	1	2
526	в психологии	1	2
527	это будет	5	2
528	последнее имеет	2	2
529	но еще	1	2
530	внимание на	3	2
531	и всегда	3	2
532	а и	5	2
533	по мнению	4	2
534	известные нам	1	2
535	с другими	3	2
536	не от	4	2
537	стремится к	1	2
538	все прочие	1	2
539	мой взгляд	1	2
540	и притом	6	2
541	что вы	1	2
542	но он	3	2
543	от тех	1	2
544	и говорит	1	2
545	наконец в-третьих	1	2
546	быть только	7	2
547	собственное слово	1	2
548	тому что	4	2
549	человек и	1	2
550	и посредством	2	2
551	чего бы	2	2
552	человек в	1	2
553	мыслит и	1	2
554	и вместе	5	2
555	в ряду	6	2
556	так сказать	5	2
557	же касается	1	2
558	природа и	2	2
559	а только	8	2
560	людей в	1	2
561	вопрос что	1	2
562	человека а	1	2
563	слово как	2	2
564	как сказано	1	2
565	на слух	1	2
566	бы в	6	2
567	остается в	1	2
568	природы а	1	2
569	если оно	1	2
570	например мы	2	2
571	с какой	1	2
572	об исторической	1	2
573	явления в	2	2
574	кажется что	1	2
575	если б	7	2
576	бы они	2	2
577	на нем	1	2
578	одно и	1	2
579	всех других	1	2
580	себе на	1	2
581	в нас	10	2
582	и хотя	1	2
583	был один	1	2
584	а от	2	2
585	того кто	2	2
586	слова из	1	2
587	и мысль	1	2
588	друг другу	4	2
589	человека и	2	2
590	что может	1	2
591	мысль в	2	2
592	в общем	1	2
593	бы быть	7	2
594	и по	8	2
595	нет не	1	2
596	чтобы не	3	2
597	и ее	1	2
598	таких же	4	2
599	к более	1	2
600	как теперь	1	2
601	языка который	1	2
602	свою духовную	1	2
603	от сознания	1	2
604	та же	1	2
605	наполеон или	1	2
606	как с	1	2
607	им как	2	2
608	переходит в	2	2
609	тогда когда	15	2
610	отличное от	1	2
611	не идет	1	2
612	и при	6	2
613	и одно	1	2
614	была бы	3	2
615	что они	6	2
616	никак не	3	2
617	он на	1	2
618	нашего времени	1	2
619	самой жизни	1	2
620	что сам	3	2
621	для них	2	2
622	власти над	1	2
623	оно не	4	2
624	и физического	1	2
625	все то	2	2
626	не более	4	2
627	которых и	2	2
628	к общей	1	2
629	его собственная	1	2
630	если это	2	2
631	можно назвать	1	2
632	с ними	2	2
633	в сравнении	5	2
634	который не	1	2
635	перед нами	1	2
636	и более	3	2
637	из этих	8	2
638	над собою	3	2
639	обойтись без	1	2
640	с которой	1	2
641	и теперь	1	2
642	могло быть	1	2
643	для нее	4	2
644	с чувством	2	2
645	в значении	1	2
646	к исторической	1	2
647	и об	1	2
648	существования в	2	2
649	и наоборот	10	2
650	в обществе	3	2
651	им в	1	2
652	но мы	3	2
653	мог бы	5	2
654	начиная с	2	2
655	не за	1	2
656	произведении искусства	1	2
657	то она	3	2
658	всякий раз	1	2
659	легко может	1	2
660	отражения в	1	2
661	со словом	4	2
662	то как	1	2
663	с тех	1	2
664	не видит	1	2
665	человеческой деятельности	1	2
666	от всякой	1	2
667	теперь уже	2	2
668	с каким	2	2
669	которому он	1	2
670	жизни но	2	2
671	ответ на	2	2
672	душевную жизнь	2	2
673	ему в	1	2
674	на вопрос	3	2
675	теперь как	1	2
676	который бы	1	2
677	мы имеем	1	2
678	не для	2	2
679	ничего кроме	2	2
680	бы на	1	2
681	по этому	2	2
682	что к	2	2
683	этом не	2	2
684	можно быть	1	2
685	себя а	2	2
686	в последнем	2	2
687	между собою	10	2
688	и без	4	2
689	нас к	1	2
690	есть в	4	2
691	при таком	5	2
692	по словам	1	2
693	в такой	2	2
694	пока не	1	2
695	вследствие чего	1	2
696	жил и	1	2
697	должен быть	2	2
698	раньше и	1	2
699	от первого	1	2
700	и самого	2	2
701	в полной	1	2
702	в таком	7	2
703	а как	3	2
704	до тех	1	2
705	всю свою	1	2
706	могут служить	1	2
707	она не	3	2
708	к цели	1	2
709	его не	3	2
710	ни был	2	2
711	что касается	2	2
712	нужно было	3	2
713	не знаю	1	2
714	дает им	1	2
715	в нашей	2	2
716	как явление	1	2
717	существование в	1	2
718	даже по	1	2
719	в большинстве	1	2
720	собственно говоря	2	2
721	на это	2	2
722	мысли об	2	2
723	а скорее	2	2
724	со своими	1	2
725	оно должно	5	2
726	что есть	3	2
727	только по	5	2
728	этом и	1	2
729	слова в	7	2
730	которое в	1	2
731	бытия и	3	2
732	самой и	1	2
733	когда наконец	1	2
734	может и	1	2
735	цели но	1	2
736	в лице	1	2
737	не можем	5	2
738	что на	9	2
739	к идее	1	2
740	посредством этого	1	2
741	еще несколько	1	1
742	в ком	1	1
743	индивидуальности и	1	1
744	и объекта	4	1
745	души к	3	1
746	что видно	1	1
747	является в	1	1
748	несомненно что	2	1
749	только из	3	1
750	этого в	2	1
751	ней не	1	1
752	язык а	1	1
753	по тому	1	1
754	только что	4	1
755	пришла к	1	1
756	которые не	5	1
757	будто на	1	1
758	познания и	2	1
759	до него	1	1
760	случае мы	1	1
761	в определенное	1	1
762	без исключения	1	1
763	дело с	2	1
764	что делает	1	1
765	и служат	2	1
766	в некоторых	4	1
767	человек есть	2	1
768	какой бы	1	1
769	что человек	6	1
770	но собственно	1	1
771	которое может	2	1
772	нас в	2	1
773	на нас	1	1
774	извне и	1	1
775	своих собственных	1	1
776	бы перед	1	1
777	только за	1	1
778	человеческой воли	1	1
779	не сказать	1	1
780	понятий в	3	1
781	как радость	1	1
782	основанному на	1	1
783	что слово	5	1
784	ума в	1	1
785	основывается на	1	1
786	а там	1	1
787	существования и	1	1
788	предполагает в	2	1
789	ко всем	4	1
790	более или	6	1
791	это должно	1	1
792	две другие	1	1
793	но все	4	1
794	а во-вторых	1	1
795	и просто	1	1
796	ни одна	2	1
797	для осуществления	1	1
798	устранены из	1	1
799	если и	3	1
800	всегда остается	1	1
801	слова с	2	1
802	которое по	2	1
803	дела а	1	1
804	но следует	2	1
805	в построении	1	1
806	к другим	3	1
807	само собою	4	1
808	от личной	1	1
809	стороны в	1	1
810	жизнь природы	3	1
811	открывает в	1	1
812	имеет место	4	1
813	в собственном	4	1
814	их в	2	1
815	притом в	1	1
816	однако этим	1	1
817	себя к	1	1
818	что почти	1	1
819	человеческой речи	6	1
820	ряду других	1	1
821	произнося в	1	1
822	в духовную	1	1
823	отсюда вытекает	2	1
824	не его	1	1
825	как только	1	1
826	для эстетического	1	1
827	двух направлений	1	1
828	чем бы	2	1
829	всякого рода	1	1
830	не язык	1	1
831	с этим	11	1
832	природы в	2	1
833	нам не	2	1
834	собою не	1	1
835	любви к	1	1
836	рассказ о	1	1
837	на человека	1	1
838	значение только	1	1
839	коренится в	1	1
840	было в	1	1
841	же следует	2	1
842	не могли	2	1
843	этой деятельности	2	1
844	лицом и	2	1
845	чтобы вызвать	1	1
846	даже отчасти	1	1
847	его жизни	1	1
848	поэзии как	1	1
849	воли на	1	1
850	служит только	2	1
851	из принципа	1	1
852	всегда может	1	1
853	самого субъекта	1	1
854	имеет в	1	1
855	бесплодно и	1	1
856	индивидуального бытия	1	1
857	но эти	4	1
858	с принятой	1	1
859	чувством а	2	1
860	имея в	3	1
861	которых не	1	1
862	деятельности есть	1	1
863	мир был	1	1
864	мы лучше	1	1
865	может служить	2	1
866	в близости	1	1
867	скрыто от	1	1
868	все в	2	1
869	и внешнее	1	1
870	втором случае	1	1
871	но сила	1	1
872	в различных	1	1
873	другие и	1	1
874	уже как	1	1
875	в красном	1	1
876	где тот	1	1
877	в игру	1	1
878	конечно не	1	1
879	необходимое для	1	1
880	не что	2	1
881	от своей	1	1
882	процессов в	1	1
883	самого начала	5	1
884	точке зрения	4	1
885	вслушиваться в	1	1
886	соприкасается с	1	1
887	с xviii	2	1
888	на груди	1	1
889	закон не	1	1
890	бы потому	1	1
891	на самое	1	1
892	день и	1	1
893	переход от	2	1
894	из всех	1	1
895	по которой	1	1
896	затем в	1	1
897	этих последних	5	1
898	духа и	8	1
899	ее как	1	1
900	деле есть	2	1
901	но разве	1	1
902	языка как	6	1
903	на него	6	1
904	к которому	5	1
905	множественного числа	1	1
906	без того	1	1
907	в зависимости	1	1
908	это значит	1	1
909	в девятой	1	1
910	приближаются к	2	1
911	природы которая	1	1
912	на предмет	2	1
913	от них	2	1
914	все предшествующие	1	1
915	до какой	1	1
916	что даже	2	1
917	на котором	1	1
918	понятие о	2	1
919	нас на	2	1
920	но так	1	1
921	языка к	2	1
922	чем богаче	1	1
923	с первого	1	1
924	быть с	1	1
925	не имеющим	1	1
926	представить себе	3	1
927	бы вполне	1	1
928	могли быть	1	1
929	слияния с	1	1
930	ее и	1	1
931	той мере	1	1
932	влияние на	4	1
933	него как	1	1
934	этой задачи	1	1
935	не противоречит	3	1
936	то оно	3	1
937	к их	2	1
938	нельзя сказать	2	1
939	после того	3	1
940	нам быть	1	1
941	здесь нет	1	1
942	как для	2	1
943	об одном	1	1
944	эту минуту	2	1
945	в состоянии	5	1
946	это открытие	1	1
947	что уже	1	1
948	жизни человека	2	1
949	обнаруживается в	2	1
950	мы знаем	2	1
951	и объективность	1	1
952	проявляется в	2	1
953	в образе	1	1
954	находится в	2	1
955	утверждает что	3	1
956	внутренней и	1	1
957	что при	6	1
958	души и	9	1
959	близким к	1	1
960	мыслимо только	1	1
961	свет и	5	1
962	не станет	2	1
963	природу и	2	1
964	в следующем	1	1
965	только три	1	1
966	только поводом	1	1
967	сознания ни	1	1
968	видит в	2	1
969	и человек	3	1
970	не была	2	1
971	чем в	2	1
972	умножая число	1	1
973	как же	1	1
974	или не	3	1
975	столько же	4	1
976	нашей мысли	7	1
977	в которой	5	1
978	не о	1	1
979	и отношения	1	1
980	ее от	1	1
981	однороден с	1	1
982	с двумя	1	1
983	прежде чем	4	1
984	в произведении	1	1
985	на которое	2	1
986	есть стремление	1	1
987	но совершенно	2	1
988	не нуждается	2	1
989	будто бы	1	1
990	что за	3	1
991	начинается там	1	1
992	с самого	5	1
993	всей духовной	1	1
994	но для	1	1
995	возвращается к	1	1
996	воспринимаемый его	1	1
997	сходство с	2	1
998	но само	1	1
999	между этими	2	1
1000	деятельности так	1	1
1001	по мере	10	1
1002	между ними	2	1
1003	им а	1	1
1004	на земле	1	1
1005	которое и	1	1
1006	большинстве случаев	1	1
1007	всем своем	1	1
1008	между прочим	5	1
1009	рядом с	3	1
1010	место и	1	1
1011	но между	1	1
1012	каким в	1	1
1013	в употреблении	1	1
1014	от этого	2	1
1015	должно было	1	1
1016	и ближе	1	1
1017	о которых	5	1
1018	был не	1	1
1019	для новой	1	1
1020	к мысли	3	1
1021	в смысле	4	1
1022	и всякого	1	1
1023	например как	1	1
1024	находя в	1	1
1025	своей мысли	1	1
1026	полагает что	3	1
1027	в эту	2	1
1028	на себе	3	1
1029	то именно	1	1
1030	на другом	2	1
1031	в других	6	1
1032	выше его	1	1
1033	сих пор	5	1
1034	вопроса о	2	1
1035	деятельности и	5	1
1036	имеет ничего	1	1
1037	это могло	1	1
1038	только от	2	1
1039	поэтическое произведение	1	1
1040	к истине	2	1
1041	ума но	1	1
1042	не имея	2	1
1043	какой степени	1	1
1044	человек как	1	1
1045	утверждая что	1	1
1046	вне языка	2	1
1047	мы можем	10	1
1048	весь мир	1	1
1049	это вполне	1	1
1050	слово есть	1	1
1051	находит свое	1	1
1052	здесь впервые	1	1
1053	и быть	1	1
1054	вообще в	1	1
1055	системе и	1	1
1056	и пространства	1	1
1057	в устах	1	1
1058	мы уже	1	1
1059	когда душа	3	1
1060	в наше	1	1
1061	все яснее	1	1
1062	со многими	1	1
1063	все остальные	9	1
1064	говорит если	1	1
1065	еще только	2	1
1066	к первоначальному	1	1
1067	своих внешних	1	1
1068	посредством слова	6	1
1069	не один	2	1
1070	своей субъективности	1	1
1071	есть когда	1	1
1072	до слова	2	1
1073	существование не	1	1
1074	в ответ	1	1
1075	в развитии	2	1
1076	в образы	2	1
1077	оно и	4	1
1078	и тени	1	1
1079	как объект	2	1
1080	необходимо было	2	1
1081	возвращаясь к	1	1
1082	в личной	1	1
1083	легко можно	1	1
1084	предшествующим и	1	1
1085	не были	2	1
1086	определенным образом	1	1
1087	образом если	1	1
1088	для самой	1	1
1089	из общего	1	1
1090	совершенно справедливо	2	1
1091	сравнительно с	5	1
1092	для жизни	1	1
1093	с таким	3	1
1094	когда мы	4	1
1095	которого в	1	1
1096	многих случаях	2	1
1097	занимает в	1	1
1098	медленность и	1	1
1099	себя однако	1	1
1100	стороны он	1	1
1101	показать что	1	1
1102	только с	1	1
1103	суровым что	1	1
1104	и воля	4	1
1105	бы его	1	1
1106	очевидна и	1	1
1107	каждый человек	1	1
1108	их к	2	1
1109	о его	2	1
1110	лучше сказать	2	1
1111	видят не	1	1
1112	что только	1	1
1113	своей души	1	1
1114	этих словах	1	1
1115	показал в	1	1
1116	нам все	1	1
1117	в отношениях	2	1
1118	от действительных	1	1
1119	другой не	2	1
1120	ней в	1	1
1121	которое бы	2	1
1122	что без	2	1
1123	как деятельность	2	1
1124	этих и	1	1
1125	себе ни	1	1
1126	предмет и	2	1
1127	которые были	1	1
1128	на душу	4	1
1129	первое из	1	1
1130	из глубины	2	1
1131	в природу	1	1
1132	радости и	1	1
1133	независимо от	15	1
1134	всех этих	2	1
1135	скорее всего	2	1
1136	что этот	1	1
1137	в один	2	1
1138	не показывает	1	1
1139	как без	1	1
1140	он должен	2	1
1141	одного и	6	1
1142	других родов	1	1
1143	еще одно	1	1
1144	в пространстве	1	1
1145	наше время	1	1
1146	что до	2	1
1147	мы видели	5	1
1148	лишь по	2	1
1149	в единство	2	1
1150	с этих	1	1
1151	к сожалению	1	1
1152	нам скажет	1	1
1153	время его	1	1
1154	на деле	6	1
1155	бесконечно малые	1	1
1156	в последующих	1	1
1157	повторением одного	1	1
1158	было но	1	1
1159	каждому из	4	1
1160	до сих	5	1
1161	и этот	1	1
1162	и здесь	1	1
1163	само слово	2	1
1164	приближается к	2	1
1165	стало нашим	1	1
1166	например что	3	1
1167	его уже	1	1
1168	до своего	2	1
1169	предметы и	1	1
1170	и свою	1	1
1171	есть образ	1	1
1172	его из	1	1
1173	с и	3	1
1174	возвыситься над	1	1
1175	его с	3	1
1176	и прочих	1	1
1177	нас как	1	1
1178	с такой	1	1
1179	и кто	2	1
1180	материала языка	1	1
1181	что это	5	1
1182	в картине	1	1
1183	когда это	1	1
1184	здесь для	1	1
1185	проникает в	1	1
1186	предполагает не	1	1
1187	его на	3	1
1188	не исчерпывается	2	1
1189	от этой	1	1
1190	поэтому в	1	1
1191	задолго до	1	1
1192	в человеке	14	1
1193	от общего	2	1
1194	я слышу	1	1
1195	к сознанию	3	1
1196	и делает	1	1
1197	его собственный	1	1
1198	него нет	1	1
1199	не могут	10	1
1200	жизни всякого	1	1
1201	своему источнику	1	1
1202	и сделать	1	1
1203	его собственными	1	1
1204	такого же	2	1
1205	должен был	1	1
1206	велика что	1	1
1207	ощущения в	2	1
1208	смотреть на	1	1
1209	в обратном	2	1
1210	в огонь	1	1
1211	и последующим	1	1
1212	жизни оказывается	1	1
1213	отношений есть	1	1
1214	мы говорим	3	1
1215	пространство и	2	1
1216	как при	2	1
1217	наоборот как	1	1
1218	с общим	3	1
1219	одно слово	1	1
1220	не делает	1	1
1221	ничего такого	1	1
1222	и действительно	1	1
1223	времени не	1	1
1224	души впрочем	1	1
1225	в процессе	1	1
1226	который сам	1	1
1227	свой собственный	1	1
1228	в памяти	3	1
1229	быть устранены	4	1
1230	есть нечто	7	1
1231	наша цель	1	1
1232	же природы	1	1
1233	может стать	3	1
1234	и так	1	1
1235	состоит из	1	1
1236	последующее развитие	1	1
1237	никто не	3	1
1238	что иное	2	1
1239	быть назван	1	1
1240	без которых	1	1
1241	говоря и	1	1
1242	и были	1	1
1243	в которых	2	1
1244	не видно	5	1
1245	здесь может	1	1
1246	уважение к	2	1
1247	не приводит	1	1
1248	о котором	4	1
1249	том как	6	1
1250	зависимости от	1	1
1251	в известном	2	1
1252	взять и	1	1
1253	его пути	1	1
1254	друг от	3	1
1255	к другому	2	1
1256	единения с	1	1
1257	сущности своей	1	1
1258	это самое	2	1
1259	он мог	1	1
1260	слова к	2	1
1261	миром но	1	1
1262	необходимых для	2	1
1263	второго лица	1	1
1264	только одно	1	1
1265	и находя	1	1
1266	нас были	1	1
1267	ее на	1	1
1268	не нужен	2	1
1269	того самого	1	1
1270	перейти в	1	1
1271	знает как	1	1
1272	отличается от	1	1
1273	языка и	20	1
1274	что мы	11	1
1275	что нередко	1	1
1276	кричать и	1	1
1277	в круг	1	1
1278	роли в	1	1
1279	о явлениях	1	1
1280	в слово	2	1
1281	где есть	1	1
1282	совпадает с	1	1
1283	задний план	1	1
1284	с нами	2	1
1285	знали что	1	1
1286	бы по	1	1
1287	не должно	2	1
1288	это все	1	1
1289	со светом	1	1
1290	осуществления идеи	1	1
1291	то чему	1	1
1292	в современном	1	1
1293	выражения а	1	1
1294	остается только	6	1
1295	освобожденным от	1	1
1296	народа и	2	1
1297	народов и	1	1
1298	и вся	1	1
1299	значение для	1	1
1300	снова и	1	1
1301	которого не	1	1
1302	и человеческого	2	1
1303	чтобы она	1	1
1304	переходит к	1	1
1305	на основании	3	1
1306	к делу	1	1
1307	ее с	2	1
1308	которое подобно	1	1
1309	он по	1	1
