N	2gram	Nazirov_Tv	Psycholo
215	в жизни	3	14
216	при таком	1	14
217	не то	2	14
218	столь же	2	14
219	показывает что	5	14
220	это есть	1	14
221	всяком случае	2	14
222	с той	1	14
223	или в	2	14
224	к которым	1	14
225	есть только	1	14
226	в области	1	14
227	с ним	4	14
228	именно в	6	13
229	не могли	2	13
230	точка зрения	2	13
231	а с	4	13
232	отнюдь не	9	13
233	в гамлете	1	13
234	с такой	1	13
235	этот вопрос	4	13
236	знаем что	1	13
237	речь идет	1	13
238	когда она	1	13
239	едва ли	2	13
240	и он	4	13
241	могло бы	1	13
242	рассказа и	1	13
243	как он	1	13
244	должен был	2	13
245	со стороны	1	13
246	и другие	4	12
247	в этих	2	12
248	их в	1	12
249	не менее	8	12
250	может служить	2	12
251	в основу	1	12
252	того же	2	12
253	в конечном	4	12
254	я не	5	12
255	в рассказе	4	12
256	в самой	1	12
257	в свою	8	12
258	и уже	1	12
259	но если	4	12
260	и этот	1	12
261	и другое	1	12
262	это в	3	12
263	конце концов	1	12
264	и с	9	12
265	например в	3	12
266	что по	1	12
267	как только	1	12
268	что этот	2	12
269	что его	4	12
270	что не	5	12
271	по самому	2	12
272	и до	2	12
273	действия и	3	12
274	характера и	3	12
275	ничего не	3	12
276	в поэзии	1	12
277	об этом	4	12
278	в нашей	2	12
279	конечном счете	4	11
280	так например	3	11
281	не было	3	11
282	о смерти	1	11
283	не будет	2	11
284	мы видели	1	11
285	была бы	2	11
286	оба эти	1	11
287	и поэтому	2	11
288	но мы	1	11
289	на этот	3	11
290	как к	2	11
291	уже в	5	11
292	мы никогда	1	11
293	на все	1	11
294	и других	5	11
295	отличие от	3	11
296	этой теории	1	11
297	искусство и	1	11
298	исходит из	1	11
299	по поводу	1	11
300	его в	2	11
301	ли это	2	11
302	совершенно справедливо	1	11
303	образом и	1	11
304	и из	1	11
305	отдельного человека	2	11
306	этого слова	1	11
307	с его	12	11
308	думать что	1	11
309	в другом	1	10
310	трагедии и	1	10
311	нам кажется	1	10
312	не так	5	10
313	сами по	2	10
314	искусства но	1	10
315	данном случае	2	10
316	в их	5	10
317	в одной	5	10
318	от него	2	10
319	отличается от	1	10
320	в данном	2	10
321	должно быть	1	10
322	по мнению	4	10
323	тому же	2	10
324	и у	3	10
325	совсем не	1	10
326	и от	8	10
327	здесь мы	2	10
328	гамлета и	2	10
329	не является	3	10
330	ее в	3	10
331	это было	1	10
332	и между	1	10
333	и их	2	10
334	думается что	1	9
335	но что	1	9
336	не есть	2	9
337	так сказать	4	9
338	в действительности	1	9
339	на него	2	9
340	внимание на	1	9
341	и говорит	1	9
342	в чем	4	9
343	героя и	4	9
344	и та	2	9
345	заставляет нас	2	9
346	в него	2	9
347	с ее	3	9
348	бы не	1	9
349	его и	2	9
350	в отличие	3	9
351	ответ на	1	9
352	в виде	4	9
353	совершенно точно	1	9
354	по своему	1	9
355	на его	4	9
356	и по	5	9
357	тем самым	10	9
358	и ее	1	9
359	о чем	1	9
360	точно так	3	9
361	но все	1	9
362	мысль о	3	9
363	роль в	2	9
364	можно сказать	2	9
365	с в	1	9
366	к чему	1	9
367	ту же	4	9
368	если же	1	9
369	каждого из	1	9
370	по этому	1	9
371	и дальше	1	9
372	должен быть	1	9
373	и наконец	3	9
374	не к	2	9
375	формы в	1	8
376	это значит	1	8
377	то чтобы	1	8
378	жизни с	2	8
379	в сознании	1	8
380	в москву	1	8
381	художественного творчества	1	8
382	ни на	3	8
383	что же	1	8
384	он в	1	8
385	о нем	2	8
386	в такой	2	8
387	место в	6	8
388	из всех	5	8
389	представление о	9	8
390	в собственном	1	8
391	больше чем	2	8
392	и значение	1	8
393	большей частью	1	8
394	наряду с	6	8
395	гораздо более	2	8
396	по преимуществу	4	8
397	именно потому	1	8
398	кажется что	1	8
399	в нее	1	8
400	во время	2	8
401	к нему	1	8
402	же самая	2	8
403	в процессе	3	8
404	из области	1	8
405	и более	2	8
406	том как	1	8
407	бы и	1	8
408	жизнь и	2	8
409	эти два	1	8
410	стороны и	1	8
411	только то	1	8
412	еще раз	1	7
413	он видит	3	7
414	мысли и	5	7
415	на которых	1	7
416	к самому	1	7
417	во все	1	7
418	или вернее	1	7
419	представляет собой	4	7
420	и те	1	7
421	рассказывает о	3	7
422	свою очередь	2	7
423	на том	2	7
424	согласии с	2	7
425	связи с	2	7
426	в каждом	4	7
427	что такое	1	7
428	шекспира и	1	7
429	фабулы и	2	7
430	имеет место	1	7
431	себе не	3	7
432	со всеми	3	7
433	в течение	1	7
434	это имеет	1	7
435	к ним	1	7
436	не существует	3	7
437	того или	1	7
438	но при	1	7
439	к которой	1	7
440	же в	1	7
441	для всех	1	7
442	к этой	1	7
443	нас в	1	7
444	одно из	1	7
445	если он	4	7
446	когда в	1	7
447	в руках	1	7
448	приходит к	4	7
449	в глаза	2	7
450	от себя	1	7
451	от этой	1	7
452	время в	3	7
453	в качестве	2	7
454	и эти	1	7
455	к жизни	4	7
456	лежит в	1	7
457	видит в	1	7
458	на другой	1	7
459	бы его	1	7
460	с которым	2	7
461	а как	2	7
462	психологии и	1	7
463	и действительно	1	7
464	себя и	1	7
465	признать что	1	7
466	этой трагедии	1	7
467	ее с	1	7
468	времени и	4	7
469	ее не	1	7
470	же после	1	7
471	что автор	1	7
472	в полном	1	7
473	с так	1	7
474	а на	1	7
475	отказаться от	4	7
476	дело в	4	7
477	смысл этого	1	6
478	даже в	4	6
479	вот что	1	6
480	из самых	1	6
481	показал что	1	6
482	он был	2	6
483	только как	2	6
484	людей и	2	6
485	утверждал что	3	6
486	что как	2	6
487	к этим	1	6
488	первый раз	1	6
489	после этого	1	6
490	бы что	1	6
491	рядом с	2	6
492	в русской	5	6
493	почти всегда	1	6
494	она была	1	6
495	образом в	1	6
496	всех этих	1	6
497	одного и	1	6
498	смотреть на	1	6
499	в отношении	1	6
500	оно не	1	6
501	к его	1	6
502	приводит к	4	6
503	да и	1	6
504	в стихах	2	6
505	он же	2	6
506	у меня	1	6
507	трагедии в	2	6
508	от других	2	6
509	событий в	2	6
510	только с	3	6
511	находятся в	1	6
512	нуждается в	2	6
513	то мы	1	6
514	в русском	1	6
515	материал для	1	6
516	от всех	2	6
517	за этим	1	6
518	и без	2	6
519	не все	2	6
520	впечатление от	1	6
521	и ни	1	6
522	мы узнаем	3	6
523	к ней	3	6
524	этот рассказ	1	6
525	слова и	1	6
526	событий и	2	6
527	наглядное представление	1	6
528	еще более	3	6
529	у пушкина	5	6
530	из нее	1	6
531	имеет в	2	6
532	говорить о	1	6
533	не что	1	6
534	есть по	1	6
535	что иное	1	6
536	второй план	1	6
537	тем не	2	6
538	х годов	3	6
539	что за	1	6
540	это мы	1	6
541	в себя	3	6
542	а только	1	6
543	не дает	1	6
544	или же	1	6
545	уже не	6	6
546	о его	1	6
547	значит что	3	6
548	или иного	1	6
549	а потому	1	6
550	его с	1	6
551	и просто	1	6
552	то и	1	6
553	совпадают с	1	6
554	в обществе	1	6
555	заметить что	1	6
556	что я	4	6
557	в плане	4	6
558	жизни но	2	6
559	в первый	1	6
560	так в	1	6
561	она должна	1	6
562	или его	1	6
563	отношение к	1	6
564	иное как	1	6
565	указывал на	1	5
566	в душе	4	5
567	действующее лицо	1	5
568	тем как	1	5
569	сам автор	2	5
570	а затем	5	5
571	между ними	1	5
572	и сам	5	5
573	мы получаем	1	5
574	на эту	4	5
575	им в	1	5
576	за ней	1	5
577	нас и	1	5
578	в смысле	1	5
579	сил в	1	5
580	и еще	2	5
581	к которому	3	5
582	во всей	2	5
583	бы то	1	5
584	чем в	1	5
585	сходство с	1	5
586	между собой	2	5
587	в эту	1	5
588	эти слова	3	5
589	и чтобы	1	5
590	и является	1	5
591	точку зрения	1	5
592	подход к	1	5
593	его к	2	5
594	и самый	1	5
595	если в	3	5
596	он только	1	5
597	своих героев	5	5
598	к действию	1	5
599	весь рассказ	1	5
600	одновременно и	2	5
601	у читателя	2	5
602	нет ни	3	5
603	он прямо	1	5
604	на вопрос	1	5
605	это все	2	5
606	и часто	1	5
607	нет и	1	5
608	то или	1	5
609	что ему	1	5
610	нас не	1	5
611	зависит от	4	5
612	он как	1	5
613	одна и	1	5
614	таком случае	2	5
615	все равно	1	5
616	однако не	1	5
617	нас к	1	5
618	к одному	2	5
619	но она	2	5
620	учения о	1	5
621	человека и	6	5
622	это утверждение	1	5
623	по выражению	2	5
624	связь с	3	5
625	только для	2	5
626	но даже	1	5
627	так мы	2	5
628	не мог	3	5
629	то в	2	5
630	и было	1	5
631	же самую	1	5
632	хотя и	5	5
633	и за	1	5
634	не знает	2	5
635	и она	1	5
636	в других	1	5
637	морали и	2	5
638	для ее	2	5
639	онегина и	1	5
640	не значит	2	5
641	в один	3	5
642	себя в	3	5
643	представляют собой	2	5
644	в область	4	5
645	критики и	2	5
646	целом ряде	1	5
647	совершенно новый	1	5
648	в романе	24	5
649	евгения онегина	3	5
650	в коротком	1	5
651	в известном	2	5
652	знает что	1	5
653	я говорю	1	5
654	не имеют	4	5
655	и тогда	2	5
656	он хочет	1	5
657	нет никакой	1	5
658	в творчестве	10	5
659	он дает	1	5
660	видим в	2	5
661	принадлежит к	1	5
662	том же	3	5
663	из этой	3	5
664	все они	1	5
665	этой области	1	5
666	мы находим	2	5
667	это очень	1	5
668	человеком и	1	5
669	человека в	9	5
670	все другие	1	5
671	его не	1	5
672	дело не	3	5
673	одного из	3	5
674	и отношений	2	5
675	все более	2	5
676	надо было	2	5
677	а я	3	5
678	уже говорили	2	4
679	в применении	1	4
680	характер и	1	4
681	из ее	1	4
682	с собой	1	4
683	именно и	1	4
684	мне кажется	1	4
685	себя как	2	4
686	форму и	1	4
687	в речи	1	4
688	из всего	1	4
689	к другим	1	4
690	и смерти	1	4
691	применении к	1	4
692	человека не	1	4
693	в противоположность	1	4
694	своим собственным	1	4
695	из себя	2	4
696	должна была	1	4
697	а между	1	4
698	искусстве и	1	4
699	и вдруг	1	4
700	с офицером	2	4
701	гамлету и	1	4
702	не остается	1	4
703	человек и	2	4
704	в связи	2	4
705	одном из	2	4
706	мнение что	1	4
707	возникает из	1	4
708	одним словом	1	4
709	один раз	1	4
710	должны были	1	4
711	или иное	1	4
712	с с	1	4
713	к сожалению	1	4
714	к выводу	1	4
715	сюжета и	1	4
716	от своего	1	4
717	из нас	1	4
718	которую она	1	4
719	то все	2	4
720	отношении к	2	4
721	говорят что	1	4
722	значение имеет	1	4
723	одной из	7	4
724	тот самый	2	4
725	в глазах	2	4
726	это вовсе	1	4
727	только потому	1	4
728	есть основа	3	4
729	и всякий	2	4
730	значение в	2	4
731	может не	2	4
732	где он	2	4
733	в согласии	1	4
734	нашу мысль	1	4
735	в первой	4	4
736	борьбу с	1	4
737	себе что	1	4
738	но эта	3	4
739	произведения как	1	4
740	это еще	2	4
741	вот это	1	4
742	в стороне	2	4
743	бы нам	1	4
744	этого вопроса	2	4
745	по самой	2	4
746	также и	1	4
747	не по	3	4
748	к анализу	1	4
749	при такой	1	4
750	трагической любви	1	4
751	при всем	1	4
752	частный случай	1	4
753	в зубах	1	4
754	от морали	1	4
755	больше не	5	4
756	само собой	1	4
757	может и	1	4
758	вплоть до	2	4
759	себе а	1	4
760	упоминания о	1	4
761	от этих	1	4
762	в день	1	4
763	в первом	3	4
764	по отношению	3	4
765	мы только	1	4
766	и того	2	4
767	чтобы вызвать	2	4
768	вот почему	3	4
769	с помощью	1	4
770	всю жизнь	1	4
771	перед ним	1	4
772	это означало	3	4
773	совершенно ясна	1	4
774	на наших	1	4
775	настоящее время	2	4
776	который в	4	4
777	свое собственное	1	4
778	ее и	2	4
779	начала и	1	4
780	т е	1	4
781	нигде не	1	4
782	в несколько	1	4
783	здравого смысла	2	4
784	в мире	8	4
785	в свете	3	4
786	для анализа	2	4
787	действия в	1	4
788	хронологической последовательности	1	4
789	литературы и	1	4
790	почему же	1	4
791	однако в	3	4
792	что может	1	4
793	означает что	2	4
794	что до	1	4
795	такие же	1	4
796	не на	1	4
797	если не	4	4
798	образом если	1	4
799	с ней	1	4
800	мы говорим	1	4
801	в настоящее	1	4
802	с ними	3	4
803	ли он	1	4
804	если взять	1	4
805	ничего общего	1	4
806	автора и	1	4
807	более и	1	4
808	в истории	2	4
809	же время	18	4
810	во сне	1	4
811	имеем в	1	4
812	мог бы	1	4
813	говорил что	2	4
814	в поэме	1	4
815	дает нам	1	4
816	форм и	1	4
817	на тех	1	4
818	вывод что	1	4
819	как у	3	4
820	и точно	1	4
821	только он	1	4
822	и где	1	4
823	в ту	4	4
824	этой цели	1	4
825	по смыслу	1	4
826	но по	1	4
827	ли не	3	4
828	самое же	1	4
829	предположить что	1	4
830	за то	2	4
831	не могу	2	4
832	так называемой	1	4
833	в пределах	1	4
834	гамлета как	1	4
835	считает что	1	4
836	же и	2	3
837	с героем	1	3
838	а у	1	3
839	кроме того	1	3
840	чувство как	1	3
841	него в	2	3
842	но смысл	1	3
843	не столько	4	3
844	а напротив	1	3
845	жизнь в	2	3
846	происходит не	1	3
847	что весь	1	3
848	или на	1	3
849	меня в	2	3
850	на первый	1	3
851	связано с	1	3
852	было в	2	3
853	в этот	3	3
854	к своей	1	3
855	он считает	1	3
856	чего не	1	3
857	образом как	1	3
858	автор как	1	3
859	теории и	1	3
860	он сам	8	3
861	прямо указывает	1	3
862	даже у	1	3
863	и чувства	1	3
864	мышления и	2	3
865	что сама	1	3
866	сильнее и	2	3
867	которого он	2	3
868	с другими	1	3
869	в самые	1	3
870	и всю	1	3
871	на земле	4	3
872	но когда	2	3
873	человеке и	1	3
874	романе в	1	3
875	в наше	4	3
876	этой сцене	1	3
877	выражается в	1	3
878	это действительно	1	3
879	его как	2	3
880	напрашивается вывод	1	3
881	в сюжете	2	3
882	действительной жизни	4	3
883	прямом смысле	1	3
884	что герои	2	3
885	героя в	4	3
886	оно было	1	3
887	в более	1	3
888	полном согласии	1	3
889	и первый	1	3
890	обращается к	1	3
891	это время	2	3
892	причину этого	1	3
893	нимало не	1	3
894	нет ничего	1	3
895	бросается в	1	3
896	то он	1	3
897	в прозе	1	3
898	на основе	1	3
899	не быть	1	3
900	и содержание	1	3
901	с а	1	3
902	для меня	1	3
903	в которую	2	3
904	элемента в	1	3
905	говоря не	1	3
906	общего с	1	3
907	утверждая что	1	3
908	еще в	3	3
909	не из	1	3
910	в последней	1	3
911	наших глазах	1	3
912	он и	1	3
913	и тут	2	3
914	имел в	1	3
915	в движение	1	3
916	участие в	1	3
917	в таких	2	3
918	этого романа	1	3
919	стремление к	2	3
920	и я	2	3
921	со своей	1	3
922	но уже	2	3
923	как результат	1	3
924	тем более	1	3
925	с первого	1	3
926	в полной	1	3
927	однако уже	1	3
928	в комедии	2	3
929	каждый раз	1	3
930	что можно	1	3
931	лежащая в	1	3
932	пришел к	2	3
933	толстого в	1	3
934	с фактами	1	3
935	он с	2	3
936	сказывается в	1	3
937	мы и	1	3
938	от имени	1	3
939	рассказа это	1	3
940	социальной и	1	3
941	что человек	3	3
942	которое может	1	3
943	но автор	1	3
944	быть может	3	3
945	или во	1	3
946	равно как	1	3
947	том или	1	3
948	там же	11	3
949	в точном	1	3
950	поскольку он	1	3
951	самом конце	1	3
952	время с	1	3
953	он изображает	1	3
954	жизни а	1	3
955	к другой	1	3
956	которой он	2	3
957	сам не	1	3
958	у древних	1	3
959	часто в	1	3
960	построения в	1	3
961	если так	1	3
962	связь между	1	3
963	превращается в	2	3
964	и психологии	1	3
965	стал бы	1	3
966	всего этого	1	3
967	пока еще	1	3
968	вообще и	1	3
969	рассказа он	1	3
970	быть в	1	3
971	как я	1	3
972	когда видит	1	3
973	у этих	1	3
974	под именем	1	3
975	он начинает	1	3
976	нас на	1	3
977	на словах	1	3
978	здесь нет	2	3
979	в дневнике	3	3
980	собой в	2	3
981	ни было	1	3
982	души и	2	3
983	чем у	2	3
984	не была	1	3
985	же с	10	3
986	не о	1	3
987	одним из	6	3
988	но ведь	2	3
989	от одной	2	3
990	зрения и	1	3
991	и жизнь	1	3
992	что их	1	3
993	бы ее	1	3
994	действие в	1	3
995	когда я	2	3
996	то ни	1	3
997	личности и	2	3
998	хотя в	1	3
999	на стороне	3	3
1000	из общего	1	3
1001	их и	1	3
1002	как известно	3	3
1003	в школе	1	3
1004	нельзя не	1	3
1005	найти в	1	3
1006	и др	2	3
1007	эпохи в	1	3
1008	деле это	1	3
1009	мы перейдем	1	3
1010	наше время	4	3
1011	этой проблемы	2	3
1012	характера а	2	3
1013	героев и	4	3
1014	для себя	1	3
1015	и должно	2	3
1016	поэтому совершенно	1	3
1017	романа в	1	3
1018	о которой	2	3
1019	идет от	1	3
1020	одну и	1	3
1021	во что	2	3
1022	ни о	1	3
1023	справедливо указывает	2	3
1024	совершенно естественно	1	3
1025	именно поэтому	1	3
1026	ни к	2	3
1027	бы с	1	3
1028	на той	1	3
1029	связана с	2	3
1030	такого рода	1	3
1031	к себе	1	3
1032	очень хорошо	1	3
1033	того мы	1	3
1034	их с	1	3
1035	в прямом	2	3
1036	отношению к	3	3
1037	что так	1	3
1038	трагедию в	1	3
1039	узнаем что	2	3
1040	что каждый	1	3
1041	же не	2	3
1042	чем он	1	3
1043	как нечто	1	3
1044	по словам	2	3
1045	за которой	1	3
1046	но с	1	3
1047	места в	1	3
1048	очень много	1	3
1049	литературной традиции	5	3
1050	естественно что	1	3
1051	смерти в	2	3
1052	без всякой	1	3
1053	а к	1	3
1054	в руки	2	3
1055	стихах и	1	3
1056	что нужно	1	3
1057	из своей	1	3
1058	повод для	1	3
1059	у нее	4	3
1060	роман и	2	3
1061	в эстетической	1	3
1062	означало бы	1	3
1063	в уме	1	3
1064	и прежде	1	3
1065	они имеют	2	2
1066	в пользу	2	2
1067	ее связь	1	2
1068	не зависит	1	2
1069	время не	2	2
1070	роман в	1	2
1071	всей ее	1	2
1072	и самые	1	2
1073	нет более	1	2
1074	читателя и	1	2
1075	всю историю	1	2
1076	в построении	1	2
1077	уже на	1	2
1078	высокое и	1	2
1079	так это	1	2
1080	и целый	1	2
1081	мысли о	1	2
1082	характера у	1	2
1083	говоря если	1	2
1084	в трагическом	4	2
1085	некоторые из	2	2
1086	в центр	1	2
1087	можно не	2	2
1088	следовало бы	2	2
1089	не согласиться	1	2
1090	это его	1	2
1091	из жизни	3	2
1092	времени в	13	2
1093	видит причину	1	2
1094	предисловии к	1	2
1095	на практике	1	2
1096	отметить что	1	2
1097	почти в	1	2
1098	с другим	3	2
1099	в не	1	2
1100	вопросу о	1	2
1101	в голове	1	2
1102	него не	1	2
1103	когда человек	2	2
1104	этом она	1	2
1105	гораздо существеннее	1	2
1106	чего он	1	2
1107	и всякого	1	2
1108	от них	1	2
1109	что само	1	2
1110	раз на	2	2
1111	крайней мере	4	2
1112	к решению	1	2
1113	намек на	2	2
1114	грань между	1	2
1115	д все	1	2
1116	эстетический факт	1	2
1117	к герою	1	2
1118	все его	1	2
1119	хотелось бы	1	2
1120	толстого и	1	2
1121	ужаса и	1	2
1122	что уже	1	2
1123	другое и	1	2
1124	элементов и	1	2
1125	гамлете и	1	2
1126	расходится с	2	2
1127	своей теории	1	2
1128	может оказаться	1	2
1129	у этого	2	2
1130	этом романе	2	2
1131	вокруг себя	2	2
1132	и некоторые	1	2
1133	как по	2	2
1134	поэтому он	1	2
1135	без него	1	2
1136	произведение с	1	2
1137	к вопросу	1	2
1138	был не	1	2
1139	вводит в	1	2
1140	кто из	1	2
1141	той или	1	2
1142	чтобы мы	1	2
1143	деле этот	1	2
1144	и силой	1	2
1145	вопрос но	1	2
1146	дана в	1	2
1147	не составляет	1	2
1148	с какой	1	2
1149	человека как	2	2
1150	самому себе	1	2
1151	на чем	1	2
1152	от которых	1	2
1153	нелепость и	1	2
1154	других людей	2	2
1155	и искусства	1	2
1156	к чисто	1	2
1157	прием в	1	2
1158	любовь в	1	2
1159	случае это	1	2
1160	согласно этой	1	2
1161	чтобы не	1	2
1162	художник в	1	2
1163	с героями	2	2
1164	и писатель	1	2
1165	против этого	2	2
1166	так ли	2	2
1167	и реальным	1	2
1168	в городе	1	2
1169	однако эта	1	2
1170	и далее	4	2
1171	пребывает в	1	2
1172	не находим	1	2
1173	рассказа о	1	2
1174	романа и	4	2
1175	он на	1	2
1176	для них	2	2
1177	разобраться в	1	2
1178	и делает	1	2
1179	и одновременно	1	2
1180	это положение	1	2
1181	и событий	1	2
1182	это состояние	1	2
1183	это чувство	1	2
1184	жизни в	9	2
1185	и события	1	2
1186	вследствие этого	1	2
1187	нет в	1	2
1188	первой главе	1	2
1189	что вообще	1	2
1190	которую не	1	2
1191	это был	4	2
1192	как один	1	2
1193	же ясно	1	2
1194	наконец в	1	2
1195	жалости и	2	2
1196	человека от	1	2
1197	а через	1	2
1198	в образах	2	2
1199	ясно как	1	2
1200	но сам	1	2
1201	с того	1	2
1202	чем не	1	2
1203	к людям	1	2
1204	еще один	1	2
1205	было и	1	2
1206	он весь	1	2
1207	мне не	1	2
1208	и потом	1	2
1209	в письме	1	2
1210	в сфере	2	2
1211	образом сюжет	1	2
1212	нужно рассматривать	1	2
1213	это является	1	2
1214	внешних условий	1	2
1215	будь то	1	2
1216	сюжета если	1	2
1217	является только	1	2
1218	или вот	2	2
1219	идей и	2	2
1220	это произведение	1	2
1221	во времени	3	2
1222	жизни не	2	2
1223	д и	1	2
1224	с каким	2	2
1225	не означает	4	2
1226	одной только	1	2
1227	в любви	3	2
1228	своим героям	1	2
1229	жизнь это	1	2
1230	котором говорил	1	2
1231	образ и	2	2
1232	ничего кроме	1	2
1233	этом он	2	2
1234	в литературе	4	2
1235	которого я	1	2
1236	не заметить	1	2
1237	части романа	2	2
1238	вовсе нет	1	2
1239	когда же	2	2
1240	ведь это	1	2
1241	за смерть	1	2
1242	что ничего	1	2
1243	всего романа	2	2
1244	что сами	1	2
1245	в сферу	2	2
1246	при исследовании	1	2
1247	представляет собою	2	2
1248	и со	2	2
1249	идеи и	2	2
1250	о гармонии	1	2
1251	но его	2	2
1252	это объясняется	2	2
1253	действительности но	1	2
1254	в предисловии	1	2
1255	с первым	1	2
1256	это как	4	2
1257	с новыми	1	2
1258	же что	1	2
1259	король лир	1	2
1260	в начале	2	2
1261	и времени	1	2
1262	самых важных	1	2
1263	в дело	1	2
1264	люди не	1	2
1265	чтобы спасти	1	2
1266	содержанием и	1	2
1267	или иной	1	2
1268	что красота	1	2
1269	по законам	1	2
1270	человек не	1	2
1271	не надо	1	2
1272	к идее	1	2
1273	человеческой природы	1	2
1274	это тот	1	2
1275	на эти	2	2
1276	русской литературе	4	2
1277	которая в	1	2
1278	под ним	1	2
1279	еще далеко	1	2
1280	жизни есть	1	2
1281	или нет	1	2
1282	за собой	4	2
1283	не являются	1	2
1284	требует от	1	2
1285	пьесы в	1	2
1286	природа человека	2	2
1287	он просто	1	2
1288	их не	1	2
1289	ведет к	3	2
1290	давно уже	2	2
1291	но у	5	2
1292	действительную жизнь	1	2
1293	к своим	1	2
1294	вместе и	1	2
1295	был глубоко	1	2
1296	своего имени	1	2
1297	своей форме	1	2
1298	нам представляется	2	2
1299	влечет за	2	2
1300	с гораздо	1	2
1301	для автора	4	2
1302	этот прием	1	2
1303	на этой	1	2
1304	впечатления от	1	2
1305	даже и	1	2
1306	не между	1	2
1307	представления о	1	2
1308	все свои	1	2
1309	психологического анализа	1	2
1310	производительных сил	1	2
1311	чем его	1	2
1312	почти совершенно	1	2
1313	не вполне	1	2
1314	котором все	1	2
1315	значения этого	1	2
1316	с законами	1	2
