N	2gram	Medvedev_F	Narrotol
524	все те	2	2
525	даже не	2	2
526	также не	1	2
527	в нее	1	2
528	она была	3	2
529	т п	11	2
530	и событий	1	2
531	его как	5	2
532	сторону жизни	1	2
533	могут быть	7	2
534	совершенно чужда	1	2
535	и есть	1	2
536	мы будем	1	2
537	все остальное	4	2
538	в общем	8	2
539	ней в	1	2
540	внутренний мир	1	2
541	в сюжете	2	2
542	с языком	1	2
543	и сами	2	2
544	в особенности	7	2
545	она сама	1	2
546	та же	3	2
547	опирается на	1	2
548	они и	2	2
549	если в	3	2
550	должна быть	11	2
551	внешнего и	1	2
552	другого человека	1	2
553	чтобы стать	2	2
554	вот как	3	2
555	в сущности	3	2
556	из которых	1	2
557	смысле можно	1	2
558	для них	4	2
559	себе не	1	2
560	он лишь	1	2
561	все то	1	2
562	увидеть в	1	2
563	в новейшей	1	2
564	в россии	4	2
565	о самом	1	2
566	в составе	1	2
567	значения и	4	2
568	в процессе	17	2
569	не утрачивая	2	2
570	можно назвать	1	2
571	как о	8	2
572	это время	1	2
573	никто не	2	2
574	установкой на	2	2
575	том смысле	3	2
576	не своим	1	2
577	в каком	1	2
578	к другому	2	2
579	не входит	2	2
580	для друга	1	2
581	это и	7	2
582	его и	2	2
583	художественного целого	2	2
584	по своим	1	2
585	совершенно иной	1	2
586	в историю	1	2
587	это за	1	2
588	наконец в	3	2
589	это то	1	2
590	это все	1	2
591	которое не	1	2
592	них как	1	2
593	слова и	5	2
594	вступает в	2	2
595	в отрыве	2	2
596	всеми своими	1	2
597	как будет	1	2
598	автора в	1	2
599	что же	6	2
600	в данной	1	2
601	и во	2	2
602	в самую	2	2
603	с нею	1	2
604	к миру	2	2
605	он может	1	2
606	только с	1	2
607	только потому	1	2
608	из него	2	2
609	мира не	1	2
610	в более	2	2
611	с готовыми	1	2
612	или изменения	1	2
613	не для	4	2
614	мире в	1	2
615	в формах	4	2
616	содержание не	1	2
617	видя в	1	2
618	все это	11	2
619	сознания и	1	2
620	а все	2	2
621	в их	16	2
622	слова а	1	2
623	таком случае	1	2
624	однако не	5	2
625	себе но	1	2
626	и более	4	2
627	или иначе	2	2
628	на нее	2	2
629	в бытии	1	2
630	когда все	1	2
631	в ряде	1	2
632	к своему	1	2
633	но уже	1	2
634	в каждой	1	2
635	или менее	7	2
636	мере в	1	2
637	глава вторая	2	2
638	этих двух	2	2
639	значимость в	1	2
640	данного жанра	1	2
641	обстоит дело	1	2
642	когда он	3	2
643	говоря о	1	2
644	с установкой	1	2
645	меньшей степени	1	2
646	всей его	1	2
647	могло быть	1	2
648	отношение к	4	2
649	во многом	2	2
650	в литературном	2	2
651	не можем	3	2
652	убеждения и	1	2
653	бытия и	1	2
654	было довольно	1	2
655	и иные	3	2
656	это в	1	2
657	таким же	2	2
658	как для	2	2
659	и наконец	7	2
660	иное как	1	2
661	литература как	2	1
662	во всем	3	1
663	оно все	1	1
664	более высокой	1	1
665	мире а	2	1
666	конструктивной роли	1	1
667	этого в	1	1
668	с которыми	1	1
669	причастен к	1	1
670	к этой	4	1
671	в общий	1	1
672	за исключением	3	1
673	случае мы	1	1
674	без исключения	2	1
675	искусства это	1	1
676	любовь к	1	1
677	отношениях к	1	1
678	в некую	1	1
679	связи в	1	1
680	именно она	1	1
681	тем как	1	1
682	и стало	1	1
683	в большей	1	1
684	как формулирует	2	1
685	зиждется на	1	1
686	не как	7	1
687	время не	2	1
688	произведения а	4	1
689	занять место	1	1
690	извне и	1	1
691	и форме	1	1
692	действительную реальность	1	1
693	обстоятельствам и	1	1
694	его от	5	1
695	для всех	2	1
696	в живом	6	1
697	роману и	1	1
698	но что	2	1
699	структуры в	1	1
700	всей ее	1	1
701	что слово	1	1
702	на сцену	1	1
703	связь с	1	1
704	в предыдущей	2	1
705	рефлексии и	1	1
706	значение это	1	1
707	в духе	1	1
708	без другого	1	1
709	ни одна	2	1
710	относится и	1	1
711	этих факторов	1	1
712	мы бы	1	1
713	и этот	2	1
714	неоднократно и	1	1
715	как об	1	1
716	слова с	1	1
717	смыслом а	1	1
718	или на	2	1
719	представление о	2	1
720	к другим	4	1
721	отношением к	2	1
722	вся его	1	1
723	том или	1	1
724	исходили из	4	1
725	и должен	3	1
726	в корне	6	1
727	его на	1	1
728	опытом и	1	1
729	сознанием и	1	1
730	он стоит	1	1
731	так на	2	1
732	ему по	1	1
733	позицию с	1	1
734	на эту	1	1
735	всю эту	1	1
736	живет не	1	1
737	это бывает	1	1
738	разрыва с	1	1
739	предмета и	1	1
740	ней не	1	1
741	история в	1	1
742	отличается от	4	1
743	поскольку он	1	1
744	она формирует	1	1
745	двумя полюсами	1	1
746	сомнению но	1	1
747	этой стороны	1	1
748	эстетике и	1	1
749	направлен на	1	1
750	художественное произведение	8	1
751	так например	3	1
752	относиться к	2	1
753	для исследования	1	1
754	и нет	1	1
755	на материале	2	1
756	постановки вопросов	1	1
757	особенности в	2	1
758	и образ	1	1
759	словами как	1	1
760	с этим	6	1
761	является их	1	1
762	он об	1	1
763	творчества в	1	1
764	во все	2	1
765	на этой	1	1
766	высказывания для	1	1
767	к одной	1	1
768	осуществляется в	1	1
769	которые мы	1	1
770	не непосредственно	1	1
771	не могли	2	1
772	и взаимодействия	1	1
773	вопрос о	3	1
774	восприятия в	1	1
775	важно и	1	1
776	по тем	1	1
777	об ее	1	1
778	он был	1	1
779	мы увидим	5	1
780	действительности как	2	1
781	широкий круг	1	1
782	говорить не	2	1
783	но эти	1	1
784	и неизбежно	1	1
785	из их	1	1
786	позиции автора	1	1
787	а непосредственно	2	1
788	правда и	1	1
789	общения и	3	1
790	в различных	2	1
791	обращаясь к	1	1
792	им от	1	1
793	и была	1	1
794	была определена	1	1
795	поэтики к	1	1
796	смысле является	1	1
797	в сторону	4	1
798	он представляется	1	1
799	значительной степени	3	1
800	и те	2	1
801	не что	1	1
802	даже с	1	1
803	здесь имеет	1	1
804	всех без	1	1
805	самого начала	2	1
806	второй половины	1	1
807	настолько что	1	1
808	бы совершенно	1	1
809	из виду	3	1
810	не становится	1	1
811	самом начале	1	1
812	и конкретном	1	1
813	в душах	1	1
814	об отсутствии	1	1
815	наиболее существенным	1	1
816	ее как	2	1
817	сдвиг в	1	1
818	а сам	2	1
819	установка на	3	1
820	следующим образом	1	1
821	языка как	11	1
822	и взаимодействий	2	1
823	эти конструкции	1	1
824	собой но	1	1
825	конструктивный принцип	1	1
826	существует такая	1	1
827	во всей	4	1
828	не умеет	1	1
829	они сами	2	1
830	совершенно прав	1	1
831	не ведет	1	1
832	момент в	1	1
833	воли и	1	1
834	в литературоведении	4	1
835	не мыслится	1	1
836	событие сюжета	1	1
837	кругозор и	1	1
838	историю и	1	1
839	в противном	2	1
840	она входит	1	1
841	она уже	1	1
842	каким был	1	1
843	соотнесении с	1	1
844	в структуре	2	1
845	и чувства	1	1
846	и конструкция	1	1
847	она есть	2	1
848	из слова	1	1
849	быть использован	1	1
850	не то	3	1
851	базируется на	1	1
852	свое собственное	1	1
853	вся эта	2	1
854	гораздо более	1	1
855	их еще	1	1
856	бы то	4	1
857	чтобы сделать	1	1
858	начинает приобретать	1	1
859	ведь для	1	1
860	она и	1	1
861	здесь нет	1	1
862	бы некоторый	1	1
863	как средство	2	1
864	указать на	2	1
865	стороны и	4	1
866	не принадлежит	1	1
867	не останется	3	1
868	но отнюдь	1	1
869	следует сказать	1	1
870	смысла при	1	1
871	и борьбы	1	1
872	в раннем	1	1
873	мы знаем	3	1
874	смысле в	1	1
875	нет места	1	1
876	автором на	1	1
877	проявляется в	1	1
878	ни было	2	1
879	мышления с	1	1
880	что при	1	1
881	под знаком	1	1
882	лучше чем	1	1
883	аналогии с	4	1
884	требования к	1	1
885	с творчеством	1	1
886	xix века	1	1
887	с другими	11	1
888	сюжет но	1	1
889	не обладает	1	1
890	не от	3	1
891	опираясь на	1	1
892	в поэтике	3	1
893	что между	1	1
894	кругозора при	1	1
895	его в	5	1
896	не была	2	1
897	говорит он	7	1
898	действий и	2	1
899	ни в	3	1
900	как же	1	1
901	высказываний и	2	1
902	о возможности	1	1
903	говорит в	3	1
904	неизбежно будет	1	1
905	пока только	1	1
906	система смыслов	1	1
907	пределы в	1	1
908	что история	1	1
909	произведение как	4	1
910	и чисто	2	1
911	тех же	2	1
912	место лишь	1	1
913	всем миром	1	1
914	или хотя	1	1
915	здесь же	1	1
916	русские формалисты	1	1
917	между этими	2	1
918	в последних	2	1
919	но ведь	4	1
920	будет зависеть	1	1
921	лишь на	1	1
922	и само	2	1
923	эти три	1	1
924	встречается в	1	1
925	явление природы	2	1
926	большинстве случаев	5	1
927	еще можно	2	1
928	сообщение о	1	1
929	всех их	1	1
930	говоря об	1	1
931	предыдущей главе	1	1
932	занимая в	1	1
933	своей первоначальной	1	1
934	лишь для	3	1
935	же касается	1	1
936	воздействия на	3	1
937	не смысл	1	1
938	целом определяется	1	1
939	был не	1	1
940	человеческое сознание	2	1
941	а только	4	1
942	из одного	1	1
943	его элементов	6	1
944	начало нового	1	1
945	числе и	1	1
946	мира все	1	1
947	полагает что	1	1
948	и понимание	1	1
949	только внешней	1	1
950	и своей	1	1
951	вопроса о	2	1
952	они становятся	2	1
953	как системы	1	1
954	у каждой	1	1
955	чтобы понять	2	1
956	базируются на	1	1
957	период его	1	1
958	именно как	14	1
959	не имея	1	1
960	слово есть	2	1
961	сознания а	1	1
962	разговорами о	1	1
963	его развития	2	1
964	для развития	1	1
965	приемов в	2	1
966	на этом	2	1
967	становится и	1	1
968	говоря в	1	1
969	о предмете	1	1
970	к роману	1	1
971	мы уже	1	1
972	кругозором и	1	1
973	равнодушии к	1	1
974	нашего сознания	1	1
975	зрения в	1	1
976	на котором	2	1
977	не тот	1	1
978	лишь что	1	1
979	то ни	5	1
980	совсем не	2	1
981	время балансирует	1	1
982	мы всегда	1	1
983	так обстоит	1	1
984	новизна и	1	1
985	не один	1	1
986	только внешняя	1	1
987	и прочно	1	1
988	или же	4	1
989	на самый	1	1
990	это по	1	1
991	в развитии	2	1
992	и смысла	1	1
993	однако эта	1	1
994	реакции на	1	1
995	возвращаясь к	1	1
996	герой романа	2	1
997	что эта	2	1
998	его быть	1	1
999	и та	1	1
1000	было единственным	2	1
1001	в тех	1	1
1002	начинается с	1	1
1003	за пределы	2	1
1004	тем и	2	1
1005	никаких оснований	1	1
1006	дела и	1	1
1007	этом смысле	3	1
1008	что смысл	1	1
1009	этот вопрос	2	1
1010	их более	1	1
1011	значения в	1	1
1012	одну из	1	1
1013	то или	1	1
1014	как один	2	1
1015	должны были	1	1
1016	или иное	2	1
1017	в самой	2	1
1018	о действительной	1	1
1019	значение и	4	1
1020	а тем	1	1
1021	прошлого не	1	1
1022	или меньшей	1	1
1023	со сменой	1	1
1024	целом и	4	1
1025	вопрос в	1	1
1026	серьезность и	1	1
1027	рода в	1	1
1028	что для	3	1
1029	и каждый	1	1
1030	особенностей и	2	1
1031	их к	3	1
1032	существует в	1	1
1033	и определяется	1	1
1034	этих и	1	1
1035	если они	1	1
1036	и языка	1	1
1037	иной раз	2	1
1038	ее внутреннее	1	1
1039	этом процессе	2	1
1040	взглянуть на	1	1
1041	из этого	2	1
1042	бы ни	5	1
1043	речи и	2	1
1044	его к	1	1
1045	и чтобы	2	1
1046	слова как	2	1
1047	там где	3	1
1048	последующего развития	1	1
1049	приобщается к	1	1
1050	так или	1	1
1051	иначе не	1	1
1052	чтобы не	2	1
1053	прежде чем	2	1
1054	и особенно	3	1
1055	и нельзя	2	1
1056	если это	1	1
1057	понять что	1	1
1058	участвующие в	1	1
1059	той степени	1	1
1060	многие другие	1	1
1061	мы видели	5	1
1062	этого термина	2	1
1063	было на	1	1
1064	в последующих	1	1
1065	этого самого	1	1
1066	явно не	1	1
1067	в последнем	2	1
1068	как с	2	1
1069	речи но	1	1
1070	был бы	2	1
1071	с такой	1	1
1072	оно было	3	1
1073	и должно	4	1
1074	этого построения	1	1
1075	была бы	4	1
1076	речь как	1	1
1077	уже знаем	1	1
1078	с тем	11	1
1079	сам по	2	1
1080	не приходится	4	1
1081	в другой	2	1
1082	нашего времени	1	1
1083	этот не	1	1
1084	со смыслом	1	1
1085	из того	1	1
1086	первой в	1	1
1087	литературы впрочем	1	1
1088	поэтому же	1	1
1089	когда его	1	1
1090	в отношении	3	1
1091	бы между	1	1
1092	усилия на	1	1
1093	литературного произведения	6	1
1094	и создает	2	1
1095	нежели у	1	1
1096	на читателя	1	1
1097	же самой	1	1
1098	деле и	1	1
1099	отвлечении от	1	1
1100	и вполне	1	1
1101	него нет	1	1
1102	на минуту	1	1
1103	не могут	8	1
1104	мог стать	1	1
1105	только еще	1	1
1106	слова у	1	1
1107	социального взаимодействия	1	1
1108	но каждый	1	1
1109	этой точки	1	1
1110	во что	3	1
1111	вместо того	1	1
1112	с этого	1	1
1113	можно согласиться	1	1
1114	строгом смысле	2	1
1115	эти свойства	2	1
1116	так называемый	1	1
1117	по преимуществу	6	1
1118	миром и	1	1
1119	в большинстве	6	1
1120	содержание и	1	1
1121	на территории	1	1
1122	той духовной	1	1
1123	значения как	1	1
1124	границу между	1	1
1125	он своим	1	1
1126	его сознания	1	1
1127	лишь к	1	1
1128	другой как	1	1
1129	отношения к	6	1
1130	оно всегда	1	1
1131	непосредственно а	1	1
1132	его языку	1	1
1133	как не	1	1
1134	для каждого	1	1
1135	произведение в	3	1
1136	ничто в	1	1
1137	отражение в	2	1
1138	причастность к	1	1
1139	ее слов	1	1
1140	о единстве	1	1
1141	если можно	1	1
1142	сравнению с	1	1
1143	от всей	2	1
1144	друг от	2	1
1145	первой главе	1	1
1146	высказывание в	1	1
1147	не рассматривается	1	1
1148	рассуждения о	1	1
1149	своем собственном	1	1
1150	такую возможность	1	1
1151	по крайней	1	1
1152	все подобные	1	1
1153	который и	1	1
1154	то я	1	1
1155	или ином	1	1
1156	того на	1	1
1157	но оно	1	1
1158	все они	1	1
1159	только одно	1	1
1160	что искусство	2	1
1161	в новое	2	1
1162	дальнейшее развитие	2	1
1163	особенность художественной	1	1
1164	ни к	1	1
1165	именно тем	1	1
1166	к нашему	1	1
1167	совершенно не	5	1
1168	впечатление что	2	1
1169	чем же	3	1
1170	здесь может	1	1
1171	его слово	1	1
1172	языка и	13	1
1173	время оно	1	1
1174	произведение не	2	1
1175	если он	4	1
1176	они сходятся	1	1
1177	тем эта	1	1
1178	в значительной	3	1
1179	не раз	1	1
1180	не должно	1	1
1181	на основе	6	1
1182	по сравнению	1	1
1183	в отдельности	1	1
1184	не должны	1	1
1185	этой смены	1	1
1186	из его	2	1
1187	не утрачивает	1	1
1188	перемещается в	1	1
1189	что если	2	1
1190	каждой из	3	1
1191	именно на	4	1
1192	не понимает	1	1
1193	его нельзя	1	1
1194	и вся	2	1
1195	первом и	1	1
1196	действительностью и	1	1
1197	отношении к	2	1
1198	и этоса	1	1
1199	слов и	1	1
1200	своей работе	2	1
1201	от других	2	1
1202	и соответствующих	2	1
1203	и до	8	1
1204	только тем	2	1
1205	так легко	1	1
1206	у человека	1	1
1207	установку на	1	1
1208	он есть	1	1
1209	литературы в	8	1
1210	входящая в	2	1
1211	образом не	3	1
1212	известной степени	4	1
1213	чем с	1	1
1214	нет и	2	1
1215	непосредственно из	3	1
1216	важное для	1	1
1217	впервые в	1	1
1218	языком в	2	1
1219	событий в	1	1
1220	легче чем	1	1
1221	из истории	1	1
1222	нами два	1	1
1223	произведения и	9	1
1224	в образе	1	1
1225	лишится своего	1	1
1226	то она	1	1
1227	конкретной жизни	1	1
1228	на литературу	8	1
1229	последней в	2	1
1230	характерное для	1	1
1231	нельзя забывать	1	1
1232	этого слова	4	1
1233	деле в	1	1
1234	до известной	3	1
1235	этого оно	1	1
1236	т д	11	1
1237	о художественном	1	1
1238	главным образом	5	1
1239	у них	3	1
1240	в эстетике	2	1
1241	не из	5	1
1242	литературной эволюции	1	1
1243	если только	1	1
1244	только о	1	1
1245	моментов в	1	1
1246	в м	2	1
1247	слова от	1	1
1248	сводились к	1	1
1249	или другой	2	1
1250	человека но	1	1
1251	события и	1	1
1252	душе и	1	1
1253	проникает в	1	1
1254	постольку поскольку	1	1
1255	на языке	2	1
1256	что оно	4	1
1257	и многие	2	1
1258	мышления в	1	1
1259	процессе перехода	1	1
1260	общения в	3	1
1261	значение в	4	1
1262	степени в	1	1
1263	новые формы	2	1
1264	ничем не	4	1
1265	так как	4	1
1266	смысле что	2	1
1267	мир в	1	1
1268	может не	1	1
1269	к социальной	5	1
1270	не изображает	1	1
1271	этот процесс	1	1
1272	и критические	1	1
1273	и направлений	1	1
1274	исторической жизни	2	1
1275	перестает быть	3	1
1276	в первый	5	1
1277	быть самим	1	1
1278	том числе	1	1
1279	уже в	1	1
1280	слово а	1	1
1281	в художественной	2	1
1282	или когда	1	1
1283	связи между	1	1
1284	предположение что	1	1
1285	нам не	1	1
1286	средствами художественного	1	1
1287	на что	1	1
1288	образ и	1	1
1289	почти полное	1	1
1290	свою главную	1	1
1291	естественно что	1	1
1292	для всего	3	1
1293	общения однако	1	1
1294	рассказе и	1	1
1295	и полюсом	1	1
1296	ее в	3	1
1297	п все	1	1
1298	может остаться	1	1
1299	что каждый	2	1
1300	с их	2	1
1301	различия между	1	1
