N	2gram	Bakhtin_Fr	VrazhdaK
126	и образы	4	2
127	очень хорошо	2	2
128	в письмах	1	2
129	в этой	11	2
130	что к	1	2
131	человека с	1	2
132	а в	4	2
133	мотивы и	1	2
134	на это	2	2
135	к ним	1	2
136	отношение к	9	2
137	в одну	1	2
138	уже не	3	2
139	году в	3	2
140	из них	7	2
141	в себе	7	2
142	с нею	2	2
143	не может	9	2
144	место в	4	2
145	точки зрения	10	2
146	одна из	5	2
147	году и	1	2
148	время он	1	2
149	в эти	1	2
150	но это	5	2
151	во время	14	2
152	не мог	1	2
153	в него	2	2
154	и ее	1	2
155	никогда не	11	2
156	на большую	1	1
157	в особенности	7	1
158	своего рода	2	1
159	в самом	7	1
160	во всем	5	1
161	как к	3	1
162	связан с	5	1
163	именно к	1	1
164	можно проследить	1	1
165	так и	16	1
166	литературой в	1	1
167	что они	2	1
168	в свое	6	1
169	в литературе	9	1
170	все что	2	1
171	с последним	1	1
172	для всех	1	1
173	труд и	1	1
174	до сих	7	1
175	мире а	1	1
176	один из	5	1
177	это сама	2	1
178	еще раз	4	1
179	можно говорить	3	1
180	и этот	1	1
181	из которых	2	1
182	приближается к	1	1
183	ближе к	1	1
184	они не	1	1
185	удалении от	1	1
186	ни с	3	1
187	этот процесс	5	1
188	печального образа	1	1
189	на три	1	1
190	того как	1	1
191	за которую	1	1
192	каковы же	2	1
193	в основном	4	1
194	был еще	3	1
195	второй половине	2	1
196	еще до	1	1
197	знали что	1	1
198	нем в	2	1
199	сколько в	1	1
200	отражает и	1	1
201	он всегда	2	1
202	не будем	1	1
203	он как	2	1
204	литературной среде	1	1
205	еще более	6	1
206	из всех	3	1
207	обычно не	1	1
208	хотя и	4	1
209	от нас	1	1
210	а это	1	1
211	единства и	1	1
212	резко отличают	1	1
213	он и	3	1
214	в ее	5	1
215	безумия или	1	1
216	людей было	1	1
217	целого ряда	1	1
218	только не	1	1
219	того что	3	1
220	знал в	1	1
221	говорит о	2	1
222	от этой	1	1
223	в качестве	1	1
224	нас в	1	1
225	играл известную	1	1
226	восходящая к	2	1
227	сама жизнь	3	1
228	полную волю	1	1
229	всех в	1	1
230	прежде всего	26	1
231	никуда не	1	1
232	роман в	1	1
233	что раскрывается	1	1
234	с исторической	1	1
235	на творчество	1	1
236	другой стороны	1	1
237	нет ничего	3	1
238	в этих	6	1
239	но на	3	1
240	в их	6	1
241	мы находим	4	1
242	что слово	3	1
243	тому же	1	1
244	есть еще	1	1
245	из основателей	1	1
246	строки из	1	1
247	но с	2	1
248	первая часть	1	1
249	без всяких	1	1
250	ко всем	1	1
251	а между	1	1
252	в духе	9	1
253	в разные	1	1
254	конечно в	2	1
255	такое понимание	1	1
256	же с	2	1
257	а за	1	1
258	далее он	1	1
259	а о	2	1
260	самим собой	1	1
261	знаменитое письмо	1	1
262	и сам	2	1
263	этот характер	1	1
264	в одном	8	1
265	их и	1	1
266	год в	1	1
267	что за	1	1
268	полно и	2	1
269	в будущее	2	1
270	еще в	3	1
271	но не	7	1
272	в ту	2	1
273	но для	3	1
274	если это	1	1
275	именно в	6	1
276	уже на	1	1
277	жизни и	14	1
278	представление о	2	1
279	в таком	2	1
280	в процессе	2	1
281	в литературу	1	1
282	в жизни	7	1
283	уже давно	1	1
284	дать лишь	1	1
285	литературе и	3	1
286	правда в	1	1
287	ясно что	1	1
288	этого типа	1	1
289	не знал	1	1
290	особенно резко	1	1
291	как о	1	1
292	в предисловии	2	1
293	своей эпохи	1	1
294	человек в	2	1
295	вряд ли	1	1
296	роман сервантеса	1	1
297	не есть	1	1
298	это время	2	1
299	эта была	3	1
300	между прочим	2	1
301	одном из	1	1
302	и перед	3	1
303	над тем	1	1
304	как в	6	1
305	следовательно и	1	1
306	роль в	6	1
307	правда не	1	1
308	ли не	1	1
309	по своему	9	1
310	еще к	1	1
311	как нам	1	1
312	по преимуществу	3	1
313	никто не	1	1
314	что им	1	1
315	но у	2	1
316	между обоими	1	1
317	отличается от	1	1
318	да и	5	1
319	его жизни	1	1
320	по его	3	1
321	ли он	1	1
322	в свете	3	1
323	они как	1	1
324	и служило	1	1
325	в условиях	15	1
326	из вариаций	1	1
327	это было	2	1
328	в итоге	1	1
329	из которого	1	1
330	пока не	1	1
331	людьми и	2	1
332	человеком и	1	1
333	раз и	2	1
334	под влиянием	3	1
335	что как	1	1
336	сих пор	7	1
337	и вообще	5	1
338	года и	1	1
339	совершенно прав	1	1
340	не был	1	1
341	ему не	1	1
342	на них	3	1
343	нашему мнению	1	1
344	которой был	1	1
345	и образ	1	1
346	жизнь и	3	1
347	этот мотив	1	1
348	с этим	1	1
349	во всех	13	1
350	вошли в	1	1
351	до того	1	1
352	высокой оценке	1	1
353	во всяком	2	1
354	только от	1	1
355	это и	3	1
356	года с	1	1
357	было не	1	1
358	они эти	1	1
359	и довольно	1	1
360	выражение в	5	1
361	во все	2	1
362	это конечно	1	1
363	первый план	1	1
364	начало в	5	1
365	развиваться в	1	1
366	она же	1	1
367	было в	1	1
368	эпохи он	2	1
369	возвращается к	1	1
370	выше и	1	1
371	с конца	3	1
372	не могли	1	1
373	по которому	1	1
374	истин в	1	1
375	что этот	1	1
376	это как	5	1
377	свою книгу	1	1
378	своего прежнего	1	1
379	на страницах	2	1
380	совпадает с	1	1
381	но при	2	1
382	и всего	2	1
383	говорить не	1	1
384	потому что	6	1
385	все свои	1	1
386	в комедии	1	1
387	также и	3	1
388	одну из	2	1
389	и речи	2	1
390	с настроениями	1	1
391	он часто	1	1
392	именно этот	1	1
393	больших и	1	1
394	только как	1	1
395	перейдя в	1	1
396	в знаменитых	1	1
397	не всегда	1	1
398	назад в	1	1
399	к своей	1	1
400	самым он	1	1
401	он стал	1	1
402	с героями	1	1
403	он смотрел	1	1
404	в развитии	1	1
405	во второй	2	1
406	с помощью	1	1
407	в частности	6	1
408	характерно для	3	1
409	но зато	1	1
410	целым рядом	1	1
411	в свет	3	1
412	не могло	1	1
413	но они	4	1
414	и их	3	1
415	говорить о	1	1
416	отношении к	1	1
417	всех этих	10	1
418	чтобы потом	1	1
419	как он	1	1
420	говорит я	1	1
421	не могла	2	1
422	в форме	6	1
423	людей и	2	1
424	к смерти	1	1
425	ту эпоху	2	1
426	несколько позже	2	1
427	тем самым	1	1
428	мировой литературе	3	1
429	проникнуть в	3	1
430	вот в	1	1
431	по своей	3	1
432	можно найти	3	1
433	от того	2	1
434	к людям	1	1
435	которую он	1	1
436	что из	1	1
437	человека и	4	1
438	de la	3	1
439	даже во	1	1
440	вне его	2	1
441	и т.д	2	1
442	шестьдесят лет	1	1
443	без преувеличения	1	1
444	как известно	2	1
445	с другой	3	1
446	было бы	4	1
447	как эта	1	1
448	вторая часть	1	1
449	свил себе	1	1
450	в эпизоде	2	1
451	как на	4	1
452	у себя	1	1
453	известном смысле	1	1
454	в плане	2	1
455	что для	3	1
456	затем в	1	1
457	ключ к	1	1
458	той же	1	1
459	могут быть	4	1
460	только по	1	1
461	на пороге	1	1
462	не имел	1	1
463	его отношения	1	1
464	это можно	2	1
465	до конца	4	1
466	к которому	2	1
467	и раньше	1	1
468	во многих	2	1
469	что только	2	1
470	был в	1	1
471	есть по	1	1
472	конечно гораздо	1	1
473	и от	3	1
474	вышел в	1	1
475	роль играет	1	1
476	во всей	4	1
477	максимальном удалении	1	1
478	в силу	1	1
479	на этот	3	1
480	такой же	1	1
481	по объему	1	1
482	идет не	1	1
483	от них	1	1
484	складывались и	1	1
485	этом отношении	5	1
486	по первому	1	1
487	во франции	11	1
488	же это	1	1
489	буржуазной европы	1	1
490	всяком случае	2	1
491	в мировой	1	1
492	глаза в	1	1
493	конце концов	1	1
494	независимо от	1	1
495	друг друга	3	1
496	лести и	1	1
497	с ее	3	1
498	из него	1	1
499	же он	2	1
500	бы в	2	1
501	не просто	3	1
502	того же	1	1
503	смеха и	8	1
504	еще относительно	1	1
505	в целом	3	1
506	его современников	1	1
507	и наконец	2	1
508	в известной	7	1
509	ничего не	3	1
510	вплоть до	2	1
511	рыцарь печального	1	1
512	свободой и	1	1
513	и самый	2	1
514	поэтому он	1	1
515	к нему	5	1
516	более того	3	1
517	с мотивами	1	1
