N	2gram	Bakhtin_Pr	Psycholo
235	само по	4	14
236	именно в	5	13
237	не могли	1	13
238	точка зрения	13	13
239	а с	2	13
240	могла бы	1	13
241	этот вопрос	4	13
242	в той	5	13
243	едва ли	1	13
244	искусства не	1	13
245	и он	5	13
246	говорит он	6	13
247	могло бы	1	13
248	рассказа и	1	13
249	как он	3	13
250	должен был	1	13
251	со стороны	1	13
252	и другие	1	12
253	в этих	5	12
254	их в	8	12
255	не менее	3	12
256	может служить	3	12
257	в основу	1	12
258	того же	3	12
259	я не	6	12
260	в рассказе	2	12
261	в самой	9	12
262	тогда когда	1	12
263	сам по	2	12
264	в свою	1	12
265	и уже	3	12
266	но если	1	12
267	и другое	1	12
268	идет о	5	12
269	это в	2	12
270	конце концов	7	12
271	и очень	1	12
272	совершенно очевидно	1	12
273	и с	9	12
274	например в	5	12
275	что этот	2	12
276	что не	3	12
277	художественном произведении	1	12
278	этой точки	2	12
279	и до	6	12
280	ничего не	8	12
281	в поэзии	2	12
282	об этом	3	12
283	понятно что	2	11
284	конечно не	4	11
285	не было	5	11
286	не будет	1	11
287	мы видели	1	11
288	была бы	5	11
289	подобно тому	3	11
290	сравнению с	1	11
291	по сравнению	1	11
292	бы сказать	2	11
293	на этот	4	11
294	как к	3	11
295	уже в	5	11
296	раз в	1	11
297	и других	1	11
298	отличие от	4	11
299	он должен	2	11
300	есть в	2	11
301	исходит из	1	11
302	по поводу	1	11
303	его в	8	11
304	совершенно справедливо	1	11
305	были бы	5	11
306	образом и	4	11
307	этого слова	3	11
308	с его	11	11
309	на это	1	11
310	во всем	1	10
311	только из	1	10
312	в другом	3	10
313	смысл и	1	10
314	в тех	1	10
315	нам кажется	7	10
316	не так	1	10
317	том и	2	10
318	сами по	4	10
319	показать как	1	10
320	именно на	3	10
321	данном случае	2	10
322	в их	6	10
323	что ни	1	10
324	с теми	1	10
325	в одной	8	10
326	от него	1	10
327	отличается от	5	10
328	в данном	2	10
329	должно быть	8	10
330	в состоянии	1	10
331	тому же	2	10
332	и у	3	10
333	но как	4	10
334	все те	3	10
335	и от	3	10
336	здесь мы	4	10
337	ее в	3	10
338	это было	1	10
339	и между	1	10
340	и их	3	10
341	но что	1	9
342	не есть	4	9
343	так сказать	9	9
344	в действительности	1	9
345	вопрос о	3	9
346	на него	6	9
347	что даже	1	9
348	кажется нам	2	9
349	и говорит	1	9
350	и следовательно	7	9
351	под влиянием	1	9
352	героя и	14	9
353	и та	1	9
354	мы будем	2	9
355	это совершенно	1	9
356	в него	6	9
357	с ее	1	9
358	бы не	2	9
359	его и	3	9
360	из его	3	9
361	в отличие	4	9
362	ответ на	1	9
363	по своему	1	9
364	на его	2	9
365	и по	1	9
366	и ее	5	9
367	которые не	1	9
368	о чем	1	9
369	точно так	1	9
370	но все	6	9
371	роль в	1	9
372	можно сказать	2	9
373	к чему	1	9
374	и именно	1	9
375	ту же	2	9
376	если же	7	9
377	оно есть	1	9
378	который не	2	9
379	по этому	1	9
380	и дальше	1	9
381	должен быть	1	9
382	и наконец	7	9
383	не к	1	9
384	формы в	1	8
385	из двух	1	8
386	со всей	1	8
387	для выражения	1	8
388	себе и	5	8
389	жизни с	1	8
390	в сознании	3	8
391	будто бы	1	8
392	одно и	1	8
393	в общем	1	8
394	художественного творчества	5	8
395	ни на	3	8
396	при анализе	1	8
397	что же	9	8
398	он в	3	8
399	тем же	3	8
400	заставляет его	3	8
401	о нем	15	8
402	мы совершенно	1	8
403	смысле этого	1	8
404	в такой	1	8
405	бы совершенно	1	8
406	и вообще	1	8
407	место в	1	8
408	и эта	2	8
409	теории искусства	1	8
410	из всех	1	8
411	и другими	1	8
412	в собственном	1	8
413	с другом	3	8
414	согласиться с	2	8
415	по преимуществу	2	8
416	в произведении	7	8
417	и отсюда	1	8
418	друг с	4	8
419	именно потому	2	8
420	кажется что	4	8
421	этом смысле	12	8
422	здесь совершенно	1	8
423	во время	1	8
424	к нему	11	8
425	в процессе	6	8
426	из которого	1	8
427	в драме	6	8
428	относится к	1	8
429	он все	3	8
430	и во	3	8
431	он может	4	8
432	бы и	6	8
433	жизнь и	1	8
434	стороны и	4	8
435	только то	3	8
436	мысли и	6	7
437	не как	20	7
438	на которых	1	7
439	и там	1	7
440	к самому	2	7
441	от этого	2	7
442	во все	2	7
443	свою очередь	1	7
444	ни одного	3	7
445	на том	2	7
446	она в	1	7
447	только при	1	7
448	связи с	3	7
449	в каждом	15	7
450	что такое	2	7
451	должны быть	3	7
452	для чего	1	7
453	в особенности	1	7
454	и при	2	7
455	себе не	2	7
456	со всеми	2	7
457	есть нечто	2	7
458	они не	5	7
459	только один	1	7
460	это имеет	1	7
461	к ним	1	7
462	не существует	1	7
463	дело и	2	7
464	того или	1	7
465	случае если	1	7
466	но при	4	7
467	к которой	1	7
468	же в	2	7
469	все что	4	7
470	к этой	1	7
471	одно из	2	7
472	даны в	3	7
473	в руках	3	7
474	в нашем	2	7
475	от себя	1	7
476	от этой	1	7
477	и заставляет	1	7
478	в качестве	1	7
479	и эти	1	7
480	лежит в	2	7
481	видит в	1	7
482	бы его	1	7
483	же мы	1	7
484	а как	11	7
485	взгляд на	1	7
486	за ним	4	7
487	если это	1	7
488	и действительно	1	7
489	себя и	5	7
490	признать что	1	7
491	совпадает с	2	7
492	ее с	2	7
493	времени и	2	7
494	что автор	1	7
495	здесь в	2	7
496	а на	1	7
497	дело в	2	7
498	на тему	1	7
499	слова в	12	7
500	до самого	1	6
501	даже в	6	6
502	это противоречие	1	6
503	более или	4	6
504	к другу	1	6
505	вот что	1	6
506	из самых	1	6
507	что действие	1	6
508	он был	2	6
509	только как	2	6
510	что вся	2	6
511	что как	2	6
512	к этим	2	6
513	эти три	1	6
514	рядом с	19	6
515	того и	4	6
516	в сторону	2	6
517	в русской	1	6
518	из него	1	6
519	не могла	1	6
520	почти всегда	2	6
521	она была	1	6
522	что есть	1	6
523	образом в	1	6
524	всех этих	2	6
525	одного и	1	6
526	друг к	1	6
527	смысле слова	2	6
528	в отношении	5	6
529	оно не	3	6
530	к его	1	6
531	приводит к	8	6
532	да и	2	6
533	у меня	6	6
534	трагедии в	1	6
535	как если	3	6
536	от других	1	6
537	каждый из	1	6
538	на две	1	6
539	событий в	1	6
540	только с	1	6
541	ее на	1	6
542	то мы	1	6
543	от всех	1	6
544	на нее	1	6
545	сама по	5	6
546	один и	1	6
547	не все	1	6
548	и другого	3	6
549	как ни	1	6
550	которые в	1	6
551	слова и	8	6
552	еще более	2	6
553	нами в	3	6
554	у пушкина	1	6
555	из нее	1	6
556	иначе как	1	6
557	в музыке	2	6
558	совершенно в	1	6
559	или менее	4	6
560	для понимания	4	6
561	она как	1	6
562	второй план	1	6
563	тем не	2	6
564	что за	1	6
565	в себя	6	6
566	а только	1	6
567	очень часто	1	6
568	не дает	3	6
569	или же	2	6
570	за пределы	7	6
571	уже не	15	6
572	или иного	1	6
573	независимо от	1	6
574	а потому	2	6
575	его с	1	6
576	как не	9	6
577	то и	3	6
578	не потому	2	6
579	без всякого	1	6
580	заметить что	2	6
581	что я	7	6
582	в плане	6	6
583	ничем не	1	6
584	в первый	1	6
585	так в	1	6
586	нисколько не	3	6
587	что касается	1	6
588	отношение к	4	6
589	тем как	5	5
590	сам автор	1	5
591	а затем	1	5
592	между ними	6	5
593	ни одна	1	5
594	и сам	6	5
595	им в	1	5
596	за ней	1	5
597	в смысле	3	5
598	и еще	2	5
599	к которому	2	5
600	во всей	3	5
601	но так	2	5
602	бы то	3	5
603	не должна	3	5
604	чем в	3	5
605	ее от	1	5
606	дано в	3	5
607	между собой	2	5
608	в лучшем	2	5
609	реакции на	3	5
610	и является	2	5
611	над ним	1	5
612	точку зрения	7	5
613	материала в	1	5
614	все остальное	2	5
615	оно может	2	5
616	его к	4	5
617	и чем	1	5
618	и самый	1	5
619	если в	1	5
620	которые он	1	5
621	он только	2	5
622	своих героев	2	5
623	в другой	4	5
624	вместо того	1	5
625	смысла и	1	5
626	отношения к	5	5
627	нет ни	2	5
628	в словах	4	5
629	на вопрос	2	5
630	так чтобы	7	5
631	это все	1	5
632	быть не	1	5
633	он является	3	5
634	и больше	1	5
635	ни одной	2	5
636	нет и	1	5
637	она может	2	5
638	у них	1	5
639	что ему	1	5
640	когда они	1	5
641	зависит от	1	5
642	он как	1	5
643	и всегда	2	5
644	которых он	1	5
645	таком случае	1	5
646	все равно	2	5
647	однако не	3	5
648	на одном	1	5
649	в каждой	2	5
650	бы это	1	5
651	к одному	7	5
652	мысли в	2	5
653	но она	1	5
654	не следует	1	5
655	человека и	2	5
656	для такого	1	5
657	роль и	1	5
658	что дело	1	5
659	социальной жизни	2	5
660	находит себе	1	5
661	силы и	1	5
662	но даже	1	5
663	но они	2	5
664	не мог	1	5
665	то в	2	5
666	хотя и	5	5
667	здесь с	5	5
668	и за	1	5
669	не знает	6	5
670	и она	1	5
671	в других	2	5
672	именно как	2	5
673	не значит	4	5
674	в один	2	5
675	себя в	3	5
676	собственном смысле	1	5
677	вот как	3	5
678	однако он	1	5
679	целом ряде	3	5
680	в романе	12	5
681	она и	1	5
682	в известном	1	5
683	знает что	2	5
684	еще и	1	5
685	и тогда	1	5
686	слов и	2	5
687	в творчестве	6	5
688	противоположных направлениях	1	5
689	принадлежит к	1	5
690	том же	4	5
691	из этой	1	5
692	все они	2	5
693	стороны мы	1	5
694	образом все	2	5
695	мы находим	1	5
696	а то	3	5
697	это очень	2	5
698	или что	1	5
699	он приводит	1	5
700	он указывает	1	5
701	человека в	8	5
702	его не	1	5
703	этим он	1	5
704	смотрит на	1	5
705	конечно в	2	5
706	идет речь	1	5
707	как из	1	5
708	все более	1	5
709	художественного построения	3	5
710	лучшем случае	2	5
711	а я	1	5
712	с которыми	1	4
713	этот материал	1	4
714	является в	2	4
715	уже говорили	3	4
716	характер и	1	4
717	и говорить	2	4
718	с собой	3	4
719	от одного	2	4
720	именно и	3	4
721	мне кажется	1	4
722	себя как	3	4
723	форму и	1	4
724	прямо сказать	1	4
725	в речи	3	4
726	к другим	1	4
727	где она	1	4
728	в противоположность	2	4
729	заключено в	2	4
730	мы очень	1	4
731	но вся	1	4
732	должна была	4	4
733	а между	2	4
734	от той	1	4
735	из одного	8	4
736	что основная	1	4
737	находится в	2	4
738	есть конечно	4	4
739	или наоборот	2	4
740	у каждого	1	4
741	потому не	1	4
742	для своего	2	4
743	пути и	3	4
744	но для	3	4
745	точном смысле	1	4
746	человек и	2	4
747	в связи	1	4
748	одном из	2	4
749	видим мы	1	4
750	что та	1	4
751	если оно	3	4
752	противоречие и	1	4
753	материал и	4	4
754	одним словом	1	4
755	должны были	1	4
756	рассказ в	3	4
757	к сожалению	2	4
758	всего того	1	4
759	можно сделать	1	4
760	и материал	1	4
761	что герой	2	4
762	в корне	1	4
763	сюжета и	1	4
764	от своего	2	4
765	его жизнь	3	4
766	можно назвать	1	4
767	к другому	6	4
768	автор не	2	4
769	которую она	1	4
770	ясно и	1	4
771	на два	3	4
772	с которой	2	4
773	то все	1	4
774	отношении к	5	4
775	говорят что	1	4
776	которую он	3	4
777	как например	2	4
778	одной из	1	4
779	бы как	2	4
780	это вовсе	2	4
781	здесь не	7	4
782	в психологической	1	4
783	и всякий	1	4
784	значение в	2	4
785	может не	1	4
786	где он	1	4
787	лиц и	1	4
788	в первой	3	4
789	себе что	2	4
790	тех двух	1	4
791	но эта	5	4
792	произведения как	2	4
793	вот это	2	4
794	в стороне	1	4
795	эти две	1	4
796	перейти к	1	4
797	чтобы сделать	2	4
798	также и	3	4
799	не с	1	4
800	которые оно	1	4
801	или как	8	4
802	показывает как	1	4
803	и вне	1	4
804	все еще	2	4
805	идет не	2	4
806	может и	1	4
807	себе а	3	4
808	с теорией	1	4
809	строго говоря	1	4
810	художественную форму	3	4
811	в первом	2	4
812	по отношению	12	4
813	весь этот	2	4
814	мы только	1	4
815	в это	1	4
816	в каких	1	4
817	вот почему	1	4
818	с помощью	2	4
819	его действия	1	4
820	что речь	1	4
821	перед ним	1	4
822	так то	1	4
823	настоящее время	3	4
824	ней и	1	4
825	который в	1	4
826	ее и	1	4
827	после того	1	4
828	начала и	2	4
829	слов в	2	4
830	т е	44	4
831	нигде не	1	4
832	подходят к	1	4
833	такое понимание	1	4
834	в мире	7	4
835	его жизни	2	4
836	в свете	4	4
837	но к	1	4
838	развивается в	1	4
839	материалом для	1	4
840	в уста	4	4
841	для его	4	4
842	этом совершенно	1	4
843	литературы и	1	4
844	почему же	2	4
845	однако в	3	4
846	и никогда	1	4
847	и каждый	1	4
848	что может	4	4
849	что до	1	4
850	вступить в	1	4
851	такие же	1	4
852	почти не	3	4
853	в языке	1	4
854	не на	7	4
855	если не	1	4
856	прибегать к	1	4
857	может стать	5	4
858	с ней	1	4
859	в настоящее	3	4
860	с ними	2	4
861	в слове	3	4
862	ли он	1	4
863	ничего общего	1	4
864	хоть сколько-нибудь	1	4
865	автора и	7	4
866	в истории	2	4
867	же время	13	4
868	нуждаются в	2	4
869	имеем в	1	4
870	мог бы	1	4
871	и назначение	1	4
872	произведения и	2	4
873	не знаем	1	4
874	как во	2	4
875	то здесь	1	4
876	рассказ и	3	4
877	бы тот	1	4
878	подойти к	1	4
879	высшей степени	1	4
880	на тех	1	4
881	не для	1	4
882	как у	1	4
883	несет в	1	4
884	только он	2	4
885	к концу	1	4
886	к своему	2	4
887	ли не	1	4
888	того материала	1	4
889	не могу	1	4
890	так называемой	1	4
891	не имея	1	4
892	обстоит дело	1	4
893	совершенно различных	1	4
894	плана в	1	4
895	к области	1	4
896	в пределах	24	4
897	стало быть	1	4
898	рассказа в	1	4
899	благодаря этому	3	4
900	этом рассказе	1	4
901	в центре	1	3
902	зрения на	8	3
903	здесь же	1	3
904	же и	5	3
905	с героем	3	3
906	а у	1	3
907	следует что	1	3
908	кроме того	5	3
909	в большей	2	3
910	какой бы	2	3
911	него в	5	3
912	он всецело	1	3
913	не столько	1	3
914	думаем что	1	3
915	показывает нам	1	3
916	жизнь в	2	3
917	что весь	1	3
918	по своим	4	3
919	мы считаем	1	3
920	на первый	1	3
921	связано с	1	3
922	творчества в	1	3
923	мы рассмотрим	1	3
924	знаем о	1	3
925	для одних	1	3
926	из самого	2	3
927	о них	1	3
928	и сюжет	1	3
929	уже и	2	3
930	учению о	1	3
931	на одну	2	3
932	образом как	3	3
933	романа как	3	3
934	автор как	3	3
935	он сам	5	3
936	на котором	3	3
937	своих последних	1	3
938	не поймем	1	3
939	все в	3	3
940	переходим к	4	3
941	уже здесь	1	3
942	мышления и	1	3
943	как нам	3	3
944	души в	2	3
945	здесь как	1	3
946	что сама	1	3
947	форма является	1	3
948	и чрезвычайно	1	3
949	из отдельных	1	3
950	которого он	1	3
951	при чем	3	3
952	с другими	8	3
953	в минуту	1	3
954	не больше	1	3
955	как можно	2	3
956	в самые	1	3
957	заставляя нас	1	3
958	и всюду	1	3
959	из важнейших	1	3
960	вещей и	1	3
961	и всю	1	3
962	по одному	1	3
963	они как	1	3
964	воздействия на	1	3
965	с новой	1	3
966	нами как	1	3
967	материалом и	1	3
968	котором я	1	3
969	этих трех	3	3
970	в ответ	1	3
971	другом и	1	3
972	иметь в	2	3
973	его как	5	3
974	теми же	1	3
975	для построения	2	3
976	этом не	2	3
977	в сюжете	1	3
978	он действительно	1	3
979	и самое	4	3
980	героя в	7	3
981	оно было	1	3
982	которым она	1	3
983	так будто	1	3
984	творчество как	1	3
985	в более	1	3
986	в форме	8	3
987	и самая	2	3
988	о самом	2	3
989	явлений и	1	3
990	драме и	1	3
991	на их	2	3
992	не трудно	1	3
993	к той	1	3
994	то он	3	3
995	в прозе	1	3
996	двух основных	1	3
997	вступает в	1	3
998	литературном произведении	1	3
999	переходит к	2	3
1000	при определении	1	3
1001	сложнее и	1	3
1002	в психологию	1	3
1003	котором мы	1	3
1004	его силы	1	3
1005	мы дадим	1	3
1006	не из	3	3
1007	этом случае	1	3
1008	то они	2	3
1009	на что	1	3
1010	он и	8	3
1011	этих слов	1	3
1012	слова а	2	3
1013	в движение	1	3
1014	это возможно	1	3
1015	стремление к	1	3
1016	он никогда	1	3
1017	со своей	1	3
1018	но уже	1	3
1019	бы ни	3	3
1020	в полной	1	3
1021	связь и	1	3
1022	ни один	3	3
1023	рассматривать как	1	3
1024	может показаться	1	3
1025	быть совершенно	1	3
1026	толстого в	1	3
1027	мы обратимся	1	3
1028	мы и	2	3
1029	нее в	1	3
1030	случае не	1	3
1031	но автор	1	3
1032	не бывает	1	3
1033	которым пользуется	1	3
1034	она является	2	3
1035	дело здесь	2	3
1036	том или	2	3
1037	его на	2	3
1038	в точном	1	3
1039	и нет	6	3
1040	жизни а	3	3
1041	к другой	1	3
1042	ним и	3	3
1043	всякое усиление	1	3
1044	между двумя	1	3
1045	существу своему	1	3
1046	превращается в	5	3
1047	убедиться в	1	3
1048	всего этого	2	3
1049	на самое	1	3
1050	вообще и	1	3
1051	что говорит	2	3
1052	создается впечатление	1	3
1053	на почве	5	3
1054	музыки и	1	3
1055	здесь нет	4	3
1056	то для	1	3
1057	ни было	4	3
1058	чем у	2	3
1059	не была	4	3
1060	как же	6	3
1061	не о	3	3
1062	одним из	7	3
1063	начинается там	1	3
1064	быть только	1	3
1065	но ведь	3	3
1066	рассказу и	2	3
1067	совершенно иное	3	3
1068	рассказ не	1	3
1069	от обычного	1	3
1070	зрения и	5	3
1071	этом как	1	3
1072	точек зрения	7	3
1073	его значение	1	3
1074	что их	1	3
1075	вопроса о	1	3
1076	скорее на	1	3
1077	и сделать	1	3
1078	к драматической	1	3
1079	определенным образом	1	3
1080	то ни	3	3
1081	личности и	1	3
1082	ни одно	1	3
1083	даже не	1	3
1084	к рассказу	1	3
1085	их и	2	3
1086	другому и	1	3
1087	нельзя не	1	3
1088	на который	1	3
1089	образы и	1	3
1090	найти в	1	3
1091	и др	7	3
1092	части и	1	3
1093	речи и	4	3
1094	уже указали	1	3
1095	деле это	1	3
1096	бы быть	1	3
1097	слова как	3	3
1098	однако и	1	3
1099	как таковой	2	3
1100	этой проблемы	1	3
1101	героев и	4	3
1102	убедиться что	1	3
1103	на ее	1	3
1104	п с	1	3
1105	для себя	3	3
1106	романа в	4	3
1107	подходит к	2	3
1108	одну и	2	3
1109	во что	2	3
1110	весь свой	1	3
1111	же самый	1	3
1112	из тех	2	3
1113	которые могут	1	3
1114	дело идет	6	3
1115	речь в	2	3
1116	можно найти	1	3
1117	друг от	1	3
1118	бы с	2	3
1119	где есть	2	3
1120	мы его	2	3
1121	такого рода	1	3
1122	к себе	6	3
1123	сознании и	4	3
1124	героя а	6	3
1125	не могло	2	3
1126	значение для	3	3
1127	и два	1	3
1128	очень хорошо	1	3
1129	того мы	1	3
1130	быть это	2	3
1131	к следующему	1	3
1132	весь в	1	3
1133	их с	1	3
1134	а вовсе	2	3
1135	в прямом	1	3
1136	отношению к	12	3
1137	мире в	3	3
1138	что так	2	3
1139	что каждый	1	3
1140	действительно не	1	3
1141	же не	4	3
1142	чем он	1	3
1143	слово в	10	3
1144	но с	4	3
1145	от друга	1	3
1146	или иначе	1	3
1147	шли в	1	3
1148	места в	1	3
1149	и оно	1	3
1150	форма в	1	3
1151	отношения между	1	3
1152	который делает	1	3
1153	хотя он	1	3
1154	а к	1	3
1155	первый план	1	3
1156	всеми остальными	1	3
1157	быть и	2	3
1158	совершенно невозможно	1	3
1159	вплотную к	1	3
1160	из своей	1	3
1161	которых они	1	3
1162	впечатление которое	1	3
1163	роман и	1	3
1164	он знает	3	3
1165	в высшей	1	3
1166	в узком	2	3
1167	мы слышим	1	3
1168	дает не	1	2
1169	как художник	1	2
1170	есть художественная	1	2
1171	они эти	1	2
1172	прежде и	1	2
1173	время не	3	2
1174	не хочет	3	2
1175	роман в	2	2
1176	героя о	4	2
1177	всей ее	1	2
1178	основная тенденция	1	2
1179	и самые	1	2
1180	минуту не	1	2
1181	о мире	7	2
1182	на свою	1	2
1183	отчетливо и	2	2
1184	он эту	1	2
1185	в построении	4	2
1186	его романа	2	2
1187	мысли о	1	2
1188	эти исследования	1	2
1189	они ни	2	2
1190	является для	3	2
1191	мы сразу	1	2
1192	произведении и	1	2
1193	есть то	3	2
1194	можно не	1	2
1195	не согласиться	2	2
1196	и каждое	1	2
1197	в нескольких	1	2
1198	ничто не	1	2
1199	у самого	1	2
1200	оно как	1	2
1201	времени в	1	2
1202	не всегда	2	2
1203	сходятся два	1	2
1204	но может	1	2
1205	каждое слово	1	2
1206	на пути	2	2
1207	предисловии к	1	2
1208	и другом	1	2
1209	сюжета мы	1	2
1210	на практике	1	2
1211	отметить что	1	2
1212	целей и	1	2
1213	природы но	1	2
1214	точке зрения	3	2
1215	с другим	1	2
1216	в поэтический	1	2
1217	во всякой	1	2
1218	в голове	1	2
1219	него не	4	2
1220	проблемы мы	1	2
1221	они должны	1	2
1222	гораздо существеннее	1	2
1223	мы конечно	1	2
1224	то чем	3	2
1225	чего он	1	2
1226	и вступает	1	2
1227	от них	3	2
1228	русский язык	1	2
1229	в структуре	3	2
1230	крайней мере	2	2
1231	или иным	1	2
1232	всего в	2	2
1233	к восприятию	1	2
1234	герой и	3	2
1235	лишь тогда	1	2
1236	каждый элемент	3	2
1237	сводить к	2	2
1238	все его	3	2
1239	толстого и	2	2
1240	но из	1	2
1241	другое и	1	2
1242	к ослаблению	1	2
1243	герой был	1	2
1244	второй смысл	1	2
1245	этой же	1	2
1246	значение внутренней	1	2
1247	элементов и	1	2
1248	одному и	1	2
1249	это слово	6	2
1250	от нашего	1	2
1251	вокруг себя	1	2
1252	словом в	4	2
1253	произведения не	2	2
1254	только она	1	2
1255	одного человека	2	2
1256	перед необходимостью	1	2
1257	поэтому он	2	2
1258	это сравнение	1	2
1259	этом последнем	1	2
1260	восприятия то	1	2
1261	не даны	1	2
1262	речь его	1	2
1263	был не	1	2
1264	вводит в	3	2
1265	той или	1	2
1266	и изображает	1	2
1267	точкой зрения	2	2
1268	о себе	19	2
1269	мы думаем	1	2
1270	автора или	1	2
1271	сюда же	1	2
1272	человека как	1	2
1273	между характером	1	2
1274	выводы из	1	2
1275	как автор	1	2
1276	как материал	1	2
1277	не совпадает	1	2
1278	себя за	1	2
1279	не раз	2	2
1280	того кто	1	2
1281	и глубоко	2	2
1282	объективное определение	1	2
1283	оставляет в	1	2
1284	что кроме	1	2
1285	себе как	2	2
1286	случае это	1	2
1287	чтобы не	1	2
1288	отмечает эту	1	2
1289	с героями	2	2
1290	нашем анализе	1	2
1291	и сами	3	2
1292	для самого	2	2
1293	материал в	2	2
1294	от нее	2	2
1295	так ли	2	2
1296	он представляет	1	2
1297	психики и	1	2
1298	и должны	1	2
1299	прием и	1	2
1300	к художественному	1	2
1301	роман с	2	2
1302	образа и	1	2
1303	с миром	1	2
1304	на те	1	2
1305	которого оно	2	2
1306	не находим	1	2
1307	романа и	3	2
1308	тон и	4	2
1309	мысли а	1	2
1310	и слов	1	2
1311	для них	1	2
1312	разобраться в	2	2
1313	и одновременно	3	2
1314	как образец	1	2
1315	изображения в	3	2
1316	это положение	1	2
1317	возможности и	1	2
