N	2gram	Losev_Prob	Vladivir
165	то он	3	11
166	или менее	7	11
167	мы должны	5	11
168	не очень	4	11
169	и о	11	11
170	конце концов	11	11
171	в самом	10	10
172	даже в	2	10
173	вот что	1	10
174	года в	2	10
175	что все	9	10
176	такого рода	20	10
177	с точки	3	10
178	в качестве	3	10
179	что его	4	10
180	можно было	8	10
181	что для	4	10
182	отнюдь не	15	10
183	к нему	5	10
184	с ним	4	10
185	в россии	1	10
186	еще не	18	10
187	собственно говоря	4	10
188	в истории	6	10
189	здесь не	9	10
190	он и	8	10
191	о нем	3	10
192	в ней	1	10
193	но не	13	10
194	и был	1	9
195	о чем	11	9
196	и сам	3	9
197	именно в	5	9
198	с этим	7	9
199	смысле слова	11	9
200	с другой	8	9
201	мы знаем	1	9
202	и притом	6	9
203	но он	3	9
204	и можно	3	9
205	а только	9	9
206	но как	11	9
207	а с	1	9
208	не будет	11	9
209	этом смысле	8	9
210	мы будем	3	9
211	из этого	2	9
212	в начале	1	9
213	оно есть	1	9
214	это время	1	9
215	отношения к	2	9
216	что мы	23	9
217	что если	5	9
218	для меня	1	9
219	это не	7	9
220	ни с	1	9
221	по существу	2	9
222	этот раз	2	9
223	истории философии	4	9
224	а ф	5	9
225	можно судить	2	9
226	в целом	1	9
227	с этой	1	8
228	это значит	4	8
229	в этих	7	8
230	тем что	10	8
231	в это	2	8
232	которой он	4	8
233	конечно не	3	8
234	себя в	1	8
235	это мы	2	8
236	в смысле	2	8
237	в чем	3	8
238	никакого отношения	2	8
239	значит что	6	8
240	и особенно	4	8
241	как в	5	8
242	со стороны	2	8
243	должно быть	3	8
244	и и	1	8
245	как бы	18	8
246	и для	10	8
247	тот же	4	8
248	тоже не	12	8
249	xix века	1	8
250	течение всей	1	8
251	и я	1	8
252	только и	5	8
253	из этих	5	8
254	отношение к	1	8
255	мы и	8	7
256	к этой	2	7
257	в них	8	7
258	но все	5	7
259	к ней	1	7
260	а а	6	7
261	на первый	5	7
262	нам представляется	1	7
263	что этот	2	7
264	но даже	3	7
265	на первом	1	7
266	точно так	7	7
267	в нашем	3	7
268	и мы	1	7
269	выше мы	1	7
270	себе и	2	7
271	за пределы	6	7
272	даже не	3	7
273	о его	2	7
274	и есть	7	7
275	который был	1	7
276	мы видели	1	7
277	никак нельзя	5	7
278	здесь мы	1	7
279	если бы	8	7
280	но вот	2	7
281	судить по	1	7
282	к его	2	7
283	не имеет	8	7
284	в каком	7	7
285	ничего общего	14	7
286	бы и	5	7
287	того чтобы	10	7
288	при помощи	21	7
289	но если	6	7
290	нисколько не	3	7
291	на его	2	7
292	первый план	3	7
293	в таком	18	7
294	то и	7	7
295	другими словами	8	7
296	и ни	7	7
297	как он	4	7
298	или как	4	7
299	мы бы	3	7
300	по этому	6	7
301	нас выше	2	7
302	же в	5	7
303	был и	1	6
304	можно говорить	3	6
305	и очень	3	6
306	же и	4	6
307	тому что	6	6
308	мысли и	2	6
309	в виду	10	6
310	другой стороны	7	6
311	уже на	3	6
312	его на	1	6
313	этого последнего	1	6
314	здесь у	1	6
315	для того	10	6
316	то как	1	6
317	видно что	2	6
318	настоящее время	17	6
319	он сам	2	6
320	если мы	16	6
321	той же	2	6
322	поскольку в	2	6
323	указать на	1	6
324	его в	9	6
325	том же	1	6
326	не говорит	1	6
327	что она	8	6
328	на себя	2	6
329	время как	2	6
330	под влиянием	1	6
331	и речи	3	6
332	но только	3	6
333	по своей	1	6
334	не раз	2	6
335	почему же	1	6
336	сказать о	2	6
337	не с	1	6
338	и вполне	6	6
339	должен был	1	6
340	так или	7	6
341	но на	1	6
342	в в	2	6
343	нельзя сказать	3	6
344	в сравнении	1	6
345	учении о	1	6
346	и теперь	1	6
347	что здесь	4	6
348	в настоящее	17	6
349	м а	6	6
350	данном случае	10	6
351	свидетельствует о	5	6
352	мы не	6	6
353	а это	5	6
354	и тут	1	6
355	и всегда	3	6
356	здесь в	4	6
357	или иначе	7	6
358	в общем	5	6
359	к своему	2	6
360	по своему	14	6
361	по его	3	6
362	не говоря	8	6
363	ко всему	1	6
364	тем более	13	6
365	само собой	3	6
366	в жизни	3	6
367	есть и	4	6
368	от того	2	6
369	такой же	1	6
370	в период	1	6
371	само по	1	6
372	и наконец	3	6
373	что на	4	6
374	есть не	10	6
375	говоря уже	6	5
376	говорит о	4	5
377	собой разумеется	1	5
378	и до	3	5
379	на эту	2	5
380	но мы	3	5
381	вопрос о	4	5
382	в каких	1	5
383	говорит что	1	5
384	не вполне	4	5
385	отчет в	1	5
386	как на	3	5
387	и еще	3	5
388	без всякого	5	5
389	быть в	1	5
390	н г	4	5
391	будем говорить	1	5
392	из них	3	5
393	бы то	2	5
394	что они	5	5
395	во всех	9	5
396	сравнении с	1	5
397	что у	1	5
398	а наоборот	3	5
399	для своего	3	5
400	эти три	1	5
401	того и	1	5
402	то ни	3	5
403	и тем	16	5
404	всей этой	3	5
405	что бы	2	5
406	и глубоко	1	5
407	он в	2	5
408	раз даже	1	5
409	с которым	1	5
410	с с	1	5
411	во время	1	5
412	можно только	2	5
413	однако и	4	5
414	в частности	5	5
415	один из	7	5
416	утверждает что	1	5
417	сводится к	3	5
418	а иной	1	5
419	и так	2	5
420	нет ничего	12	5
421	и больше	2	5
422	подобного рода	8	5
423	мы имеем	3	5
424	им в	2	5
425	самого же	2	5
426	начиная с	1	5
427	по преимуществу	4	5
428	что я	1	5
429	только при	1	5
430	увидим ниже	2	5
431	друг друга	1	5
432	однако здесь	3	5
433	что с	2	5
434	ее в	2	5
435	где он	1	5
436	не содержит	2	5
437	со своим	1	5
438	как нечто	10	5
439	место в	2	5
440	в их	7	5
441	мы находим	2	5
442	а то	2	5
443	сведения о	1	5
444	впрочем не	1	5
445	и без	6	5
446	но уже	9	5
447	что пишет	2	5
448	но его	1	5
449	только к	1	5
450	с самого	3	5
451	эти последние	2	5
452	она не	5	5
453	но она	3	5
454	учение об	1	5
455	далеко не	9	5
456	только то	6	5
457	и часто	2	5
458	еще на	1	5
459	во многом	1	5
460	которое в	1	5
461	также еще	1	5
462	в области	8	5
463	и только	7	5
464	а м	2	5
465	которой мы	1	5
466	не к	1	5
467	с которыми	4	4
468	заметим что	2	4
469	только что	2	4
470	которые не	5	4
471	вообще говоря	5	4
472	ровно ничего	4	4
473	он всегда	3	4
474	глубоко и	1	4
475	нас в	4	4
476	нужно сказать	3	4
477	все дело	1	4
478	на свою	1	4
479	представление о	6	4
480	их в	6	4
481	поскольку он	2	4
482	относиться к	2	4
483	мы увидим	3	4
484	о которых	6	4
485	но этот	1	4
486	уже о	5	4
487	уже и	6	4
488	не что	5	4
489	является как	1	4
490	пока еще	12	4
491	наряду с	1	4
492	том чтобы	1	4
493	с большим	2	4
494	с этими	4	4
495	и н	1	4
496	что даже	1	4
497	она есть	5	4
498	этом же	1	4
499	крайней мере	8	4
500	своей философии	1	4
501	не то	4	4
502	сам по	7	4
503	и весь	4	4
504	только не	4	4
505	что иное	5	4
506	с одной	4	4
507	самое большее	3	4
508	есть его	2	4
509	в теории	4	4
510	мы можем	8	4
511	нет и	5	4
512	тут тоже	3	4
513	или не	5	4
514	не о	7	4
515	дальнейшем мы	1	4
516	но для	3	4
517	и всего	1	4
518	и всю	2	4
519	в последние	3	4
520	ясно что	7	4
521	уже давно	7	4
522	об этой	1	4
523	это тоже	4	4
524	если оно	2	4
525	вообще в	1	4
526	на этом	1	4
527	чтобы он	2	4
528	вещь и	3	4
529	кажется что	2	4
530	но зато	3	4
531	в тех	2	4
532	когда мы	10	4
533	это вовсе	3	4
534	оба они	1	4
535	время он	1	4
536	независимо от	2	4
537	нам кажется	2	4
538	эту тему	2	4
539	должны сказать	2	4
540	вплоть до	1	4
541	не так	1	4
542	с и	2	4
543	которых мы	2	4
544	сколько угодно	4	4
545	в сущности	2	4
546	о которой	1	4
547	что сам	1	4
548	не на	4	4
549	не могут	6	4
550	заключается в	2	4
551	в нас	2	4
552	есть нечто	13	4
553	за свое	1	4
554	и просто	1	4
555	и т	13	4
556	себя и	1	4
557	возникает вопрос	1	4
558	всей своей	1	4
559	ведь если	5	4
560	по крайней	8	4
561	перед нами	7	4
562	ни к	1	4
563	совершенно не	7	4
564	и более	4	4
565	вполне понятно	1	4
566	с которой	3	4
567	лишь в	4	4
568	для нее	1	4
569	которые можно	1	4
570	знаем что	2	4
571	то мы	2	4
572	есть просто	2	4
573	мог бы	1	4
574	и во	4	4
575	со своими	1	4
576	одной из	1	4
577	не имел	2	4
578	т д	12	4
579	только с	3	4
580	у них	1	4
581	уверенность в	1	4
582	в более	1	4
583	после этого	4	4
584	на путях	1	4
585	тем самым	11	4
586	не будем	5	4
587	всех этих	11	4
588	бы на	1	4
589	этом отношении	2	4
590	на самом	9	4
591	как именно	5	4
592	но с	2	4
593	больше чем	2	4
594	этом не	1	4
595	раз навсегда	1	4
596	настоящей работы	4	4
597	и вовсе	7	4
598	в такой	3	4
599	не все	4	4
600	уже сказали	1	4
601	он говорит	2	4
602	в науке	4	4
603	одной стороны	4	4
604	оказывается что	4	4
605	же самое	9	4
606	и других	1	4
607	и эта	1	4
608	для характеристики	1	4
609	же это	3	4
610	иное как	5	4
611	если у	1	3
612	от него	1	3
613	все что	2	3
614	в настоящем	1	3
615	вещи в	4	3
616	в последнее	1	3
617	можно и	1	3
618	самого себя	2	3
619	и объекта	1	3
620	которая в	1	3
621	очень много	3	3
622	некоторой степени	1	3
623	с самим	3	3
624	ни стало	2	3
625	не как	2	3
626	что человек	1	3
627	иначе но	1	3
628	не хочет	3	3
629	самом же	1	3
630	его от	4	3
631	ясностью и	1	3
632	во имя	1	3
633	исходить из	1	3
634	правда в	3	3
635	что по	1	3
636	притом в	1	3
637	но когда	2	3
638	роль в	2	3
639	к бытию	1	3
640	является для	3	3
641	отличается от	2	3
642	ни только	4	3
643	мир и	1	3
644	так например	2	3
645	казалось бы	11	3
646	а что	1	3
647	г в	2	3
648	не столь	2	3
649	сам же	1	3
650	самого человека	1	3
651	в первую	1	3
652	не существует	12	3
653	и который	3	3
654	это последнее	1	3
655	в противоположность	1	3
656	только как	2	3
657	свое существование	1	3
658	но во	1	3
659	в другом	2	3
660	но то	1	3
661	во многих	4	3
662	если нет	2	3
663	в абсолютном	1	3
664	самого начала	2	3
665	не нужно	6	3
666	далеки от	1	3
667	представляется что	1	3
668	вернуться к	1	3
669	находится в	2	3
670	здравого смысла	1	3
671	из трех	1	3
672	для понимания	2	3
673	который в	1	3
674	вернее сказать	3	3
675	а мы	1	3
676	на котором	1	3
677	не будут	1	3
678	нет никаких	2	3
679	идея или	1	3
680	в заключение	1	3
681	исключительно только	1	3
682	гораздо более	6	3
683	всякая вещь	1	3
684	весьма большую	1	3
685	здесь нет	3	3
686	первых двух	1	3
687	это будет	2	3
688	время и	2	3
689	в состоянии	2	3
690	мало и	1	3
691	начала и	1	3
692	это обстоятельство	3	3
693	не больше	3	3
694	как можно	1	3
695	в следующем	1	3
696	будто бы	4	3
697	одним из	2	3
698	и чисто	4	3
699	что не	8	3
700	я и	2	3
701	и она	1	3
702	по одному	1	3
703	же как	2	3
704	следовательно и	3	3
705	так сказать	1	3
706	больше и	2	3
707	и представить	1	3
708	был не	2	3
709	что их	4	3
710	бы в	3	3
711	мы приведем	1	3
712	молодой человек	1	3
713	оно не	6	3
714	можно сколько	2	3
715	трудно и	1	3
716	очень часто	1	3
717	но тогда	1	3
718	во что	2	3
719	только потому	4	3
720	себя внимание	1	3
721	он стал	1	3
722	одно и	1	3
723	не могла	1	3
724	иметь в	5	3
725	вот в	2	3
726	ни о	8	3
727	в семье	1	3
728	и выше	1	3
729	заставляет нас	3	3
730	возможно что	1	3
731	бы его	3	3
732	и др	2	3
733	что есть	1	3
734	так уж	1	3
735	в силу	2	3
736	дело не	1	3
737	петра i	2	3
738	его к	1	3
739	остановиться на	1	3
740	которая и	3	3
741	и нельзя	2	3
742	и ее	9	3
743	в подлинном	1	3
744	первую очередь	1	3
745	и действительно	1	3
746	и этот	4	3
747	на почве	2	3
748	и свое	1	3
749	был бы	6	3
750	с такой	1	3
751	и при	4	3
752	мы здесь	4	3
753	была бы	2	3
754	от нас	6	3
755	для них	5	3
756	себе не	3	3
757	том и	1	3
758	ниже в	1	3
759	самом деле	10	3
760	после окончания	1	3
761	и навсегда	1	3
762	о своей	1	3
763	если это	2	3
764	хотели бы	3	3
765	же о	1	3
766	а уже	3	3
767	как о	4	3
768	ввиду своего	1	3
769	в которых	4	3
770	без которых	2	3
771	надо считать	1	3
772	была у	1	3
773	мыслей и	1	3
774	ли он	2	3
775	говорить и	1	3
776	сейчас же	3	3
777	этому поводу	5	3
778	взятое в	1	3
779	ясно и	2	3
780	не имеют	6	3
781	несомненно есть	1	3
782	в стихотворении	1	3
783	мы хотели	1	3
784	свойств и	1	3
785	но о	2	3
786	и вся	1	3
787	о своем	4	3
788	мы действительно	1	3
789	это же	1	3
790	видели выше	1	3
791	а скорее	3	3
792	это является	1	3
793	знания но	1	3
794	общего с	10	3
795	только о	8	3
796	конечно с	1	3
797	правильно но	1	3
798	философии то	2	3
799	именно к	1	3
800	нет ни	1	3
801	этой области	5	3
802	что такое	23	3
803	сам он	1	3
804	того как	3	3
805	о значении	4	3
806	том числе	2	3
807	на что	3	3
808	только его	4	3
809	ни на	5	3
810	в литературе	4	3
811	с их	1	3
812	никуда не	2	3
813	без всяких	2	3
814	в свои	1	3
815	но эта	3	3
816	всегда есть	7	3
817	а если	2	3
818	история и	1	3
819	указывает на	16	3
820	к положительной	1	3
821	в какой	1	3
822	является не	4	3
823	имеет никакого	2	3
824	последнее время	1	3
825	ввиду своей	3	3
826	один и	1	3
827	бы мы	5	3
828	пока не	3	3
829	не стал	2	3
830	особенно в	3	3
831	ему не	1	3
832	же деле	1	3
833	и самого	5	3
834	может считаться	2	3
835	субъекта и	1	3
836	что является	1	3
837	быть и	5	3
838	а по	1	3
839	кто не	1	3
840	в трех	1	3
841	говоря о	1	3
842	что к	2	3
843	к которой	1	3
844	думать что	2	3
845	на всю	2	3
846	при всем	1	3
847	и всякая	1	3
848	всей его	1	3
849	мы сказали	2	3
850	вероятно еще	1	3
851	удивительным образом	1	3
852	которые в	4	3
853	бы он	2	3
854	менее если	1	3
855	все еще	5	3
856	как будто	6	3
857	том случае	2	3
858	тех пор	4	3
859	человек не	1	3
860	это в	3	3
861	которое мы	2	3
862	даже больше	2	3
863	и слишком	1	3
864	больше того	1	3
865	в чисто	2	3
866	в той	2	2
867	ввиду того	1	2
868	является в	3	2
869	для всех	3	2
870	которая была	1	2
871	в душе	1	2
872	было чрезвычайно	1	2
873	в момент	2	2
874	чем оно	2	2
875	бы даже	2	2
876	же нужно	1	2
877	есть прежде	3	2
878	случае мы	1	2
879	или по	5	2
880	к числу	1	2
881	но тем	1	2
882	человек есть	1	2
883	и говорить	1	2
884	время не	2	2
885	а есть	4	2
886	то не	2	2
887	еще очень	3	2
888	моменты его	1	2
889	и само	3	2
890	и которые	6	2
891	и творчески	1	2
892	вполне естественно	1	2
893	говорил о	1	2
894	чтобы в	1	2
895	i но	1	2
896	бы обратить	1	2
897	и думать	1	2
898	или на	3	2
899	очень быстро	1	2
900	если он	1	2
901	например в	2	2
902	и другим	2	2
903	в собственном	1	2
904	есть тот	3	2
905	сначала на	1	2
906	в порядке	1	2
907	себя к	1	2
908	ему приходилось	1	2
909	только для	3	2
910	значение не	2	2
911	почти все	1	2
912	которое не	1	2
913	всего прочего	1	2
914	что оба	1	2
915	у достоевского	1	2
916	для выяснения	1	2
917	и словом	1	2
918	всем его	1	2
919	также было	1	2
920	говорится о	1	2
921	и того	5	2
922	все и	1	2
923	уже сам	1	2
924	это с	1	2
925	на этой	4	2
926	при условии	5	2
927	находит в	1	2
928	вероятно не	1	2
929	в действительности	5	2
930	нужно понимать	2	2
931	вот теперь	1	2
932	но эти	1	2
933	н а	1	2
934	и простыми	1	2
935	времени в	2	2
936	а пока	2	2
937	одному тому	1	2
938	и такого	1	2
939	представлением о	1	2
940	говорить о	14	2
941	нему и	1	2
942	и была	1	2
943	о самой	2	2
944	его по	1	2
945	и те	2	2
946	можно ли	9	2
947	если иметь	1	2
948	мы тоже	1	2
949	же тут	2	2
950	всего этого	1	2
951	ни одного	1	2
952	два обстоятельства	1	2
953	именно его	1	2
954	о тех	1	2
955	вообще и	6	2
956	духа и	1	2
957	и говорил	1	2
958	таких условиях	1	2
959	значит и	2	2
960	несколько слов	1	2
961	без того	1	2
962	чего он	3	2
963	во всей	4	2
964	как результат	1	2
965	одна из	4	2
966	без которой	2	2
967	и всякого	1	2
968	именно с	1	2
969	этот момент	1	2
970	об идеях	1	2
971	бы это	1	2
972	с ее	1	2
973	думается что	2	2
974	всякий кто	1	2
975	чувствовал что	1	2
976	не имеющих	4	2
977	в некоторых	1	2
978	самой обыкновенной	1	2
979	этого и	1	2
980	нечто иное	2	2
981	собой и	3	2
982	нами не	4	2
983	о двух	2	2
984	которое он	1	2
985	жизни так	1	2
986	время весьма	1	2
987	входить в	3	2
988	что каждая	1	2
989	на том	5	2
990	но еще	2	2
991	внимание на	4	2
992	притом не	1	2
993	обратить внимание	3	2
994	но такой	1	2
995	а ведь	2	2
996	в ее	3	2
997	которого он	2	2
998	и сама	2	2
999	которая уже	1	2
1000	и никакой	1	2
1001	не путем	1	2
1002	тем больше	1	2
1003	столько же	2	2
1004	во внимание	2	2
1005	вещи не	5	2
1006	вещей и	1	2
1007	подлинном смысле	1	2
1008	взятое само	1	2
1009	обстоятельство что	1	2
1010	здесь перед	3	2
1011	отдавать себе	1	2
1012	ни слова	1	2
1013	и надо	2	2
1014	от этого	2	2
1015	будет то	1	2
1016	о невозможности	1	2
1017	на себе	1	2
1018	могло бы	1	2
1019	сих пор	6	2
1020	будет сказать	3	2
1021	разговора о	1	2
1022	той или	10	2
1023	чтобы понять	3	2
1024	имеет ничего	4	2
1025	но можно	2	2
1026	выражение в	1	2
1027	это вполне	1	2
1028	который является	2	2
1029	ведь в	1	2
1030	критический обзор	1	2
1031	говоря только	2	2
1032	еще только	2	2
1033	мы укажем	1	2
1034	не из	1	2
1035	которые и	1	2
1036	только об	1	2
1037	и вы	2	2
1038	вывод который	2	2
1039	в объективном	1	2
1040	было только	1	2
1041	должны быть	2	2
1042	или иные	1	2
1043	содержания и	2	2
1044	что эта	2	2
1045	является у	1	2
1046	не приходится	2	2
1047	хотя в	3	2
1048	и является	9	2
1049	и тот	2	2
1050	где же	2	2
1051	этого факта	1	2
1052	а следовательно	2	2
1053	тем и	3	2
1054	смысла и	2	2
1055	а тем	3	2
1056	однако в	2	2
1057	что во	1	2
1058	оно имеет	1	2
1059	его как	2	2
1060	и никакого	2	2
1061	этот путь	1	2
1062	образом в	1	2
1063	если они	1	2
1064	же мы	4	2
1065	иное чем	1	2
1066	те кто	1	2
1067	это совершенно	6	2
1068	за себя	1	2
1069	отношении он	1	2
1070	а главное	3	2
1071	который для	1	2
1072	имеет свою	1	2
1073	на это	1	2
1074	она является	3	2
1075	не мешает	2	2
1076	и может	2	2
1077	утверждать что	2	2
1078	прямо и	1	2
1079	в окончательном	2	2
1080	до сих	6	2
1081	за ним	1	2
1082	и свою	2	2
1083	даже совсем	1	2
1084	если в	2	2
1085	известно что	1	2
1086	вещей но	2	2
1087	уже содержит	1	2
1088	должна быть	2	2
1089	тогда когда	4	2
1090	не чем	2	2
1091	и должно	2	2
1092	необходимо будет	1	2
1093	чтобы стать	1	2
1094	по адресу	1	2
1095	этой работе	1	2
1096	из которых	2	2
1097	поэтому в	2	2
1098	имеется еще	1	2
1099	здесь с	1	2
1100	автор настоящей	1	2
1101	на обратном	1	2
1102	как н	1	2
1103	от другого	4	2
1104	однако он	1	2
1105	о в	1	2
1106	то с	9	2
1107	этот термин	5	2
1108	вне всякого	1	2
1109	за это	1	2
1110	только еще	1	2
1111	со всеми	2	2
1112	такого же	1	2
1113	поэтому и	2	2
1114	особого рода	3	2
1115	нам в	3	2
1116	имеет значение	3	2
1117	вместо этого	1	2
1118	одновременно с	1	2
1119	он будет	2	2
1120	просто в	2	2
1121	и максимально	1	2
1122	материалы к	1	2
1123	можно назвать	1	2
1124	не знал	5	2
1125	как не	1	2
1126	в одно	5	2
1127	с такими	3	2
1128	может не	1	2
1129	о котором	4	2
1130	том как	2	2
1131	для настоящего	2	2
1132	далек от	1	2
1133	знает что	1	2
1134	на их	1	2
1135	есть она	1	2
1136	интереснее всего	1	2
1137	то здесь	1	2
1138	к той	1	2
1139	но оно	2	2
1140	все они	2	2
1141	его и	1	2
1142	не является	12	2
1143	в основе	4	2
1144	тот кто	2	2
1145	то никакие	1	2
1146	себе уже	1	2
1147	тотчас же	3	2
1148	и заключается	2	2
1149	это за	2	2
1150	относится к	6	2
1151	это то	4	2
1152	это все	1	2
1153	и поэтому	2	2
1154	он часто	2	2
1155	а может	3	2
1156	человека от	1	2
1157	есть оно	1	2
1158	и никак	1	2
1159	и уже	4	2
1160	только тогда	4	2
1161	те или	3	2
1162	в поисках	2	2
1163	и об	1	2
1164	нет никакой	3	2
1165	не потому	2	2
1166	не имела	1	2
1167	что такая	2	2
1168	еще один	1	2
1169	потому и	2	2
1170	и а	1	2
1171	известной степени	2	2
1172	известного рода	3	2
1173	и начал	1	2
1174	что вы	3	2
1175	обстоятельство которое	1	2
1176	вероятно и	1	2
1177	ни было	1	2
1178	но именно	5	2
1179	ничто то	1	2
1180	в глазах	1	2
1181	и раньше	1	2
1182	говорил что	1	2
1183	знаком с	1	2
1184	этот последний	2	2
1185	здесь и	1	2
1186	это просто	1	2
1187	от всякой	2	2
1188	даже вообще	3	2
1189	или о	3	2
1190	же он	1	2
1191	у вас	2	2
1192	в самой	3	2
1193	часто и	2	2
1194	литературы и	5	2
1195	от всякого	2	2
1196	уже с	4	2
1197	подход к	1	2
1198	этом случае	6	2
1199	стоит на	1	2
1200	а было	1	2
1201	на полную	1	2
1202	многих других	1	2
1203	они не	1	2
1204	сказали выше	1	2
1205	и пр	4	2
1206	них не	1	2
1207	с очень	1	2
1208	всего мира	1	2
1209	не для	3	2
1210	ничего кроме	1	2
1211	для всего	2	2
1212	что каждый	1	2
1213	же не	1	2
1214	очень долго	2	2
1215	имел в	2	2
1216	все равно	7	2
1217	есть уже	1	2
1218	бытие или	1	2
1219	сказать не	1	2
1220	же именно	3	2
1221	с другими	6	2
1222	что ни	3	2
1223	которые мы	3	2
1224	о каком	2	2
1225	конца то	1	2
1226	это очень	1	2
1227	таком случае	14	2
1228	что а	3	2
1229	но по	2	2
1230	язык и	2	2
1231	пушкина и	1	2
1232	субъект и	1	2
1233	меньше всего	3	2
1234	мира и	1	2
1235	чем мы	2	2
1236	идеи и	1	2
1237	о понятии	1	2
1238	а так	1	2
1239	от других	3	2
1240	с первого	2	2
1241	этих двух	2	2
1242	что эти	2	2
1243	даже просто	1	2
1244	без всякой	7	2
1245	еще до	1	2
1246	понимает что	1	2
1247	человека в	1	2
1248	до тех	4	2
1249	и вместо	1	2
1250	она должна	3	2
1251	на свои	1	2
1252	случае если	2	2
1253	что такого	1	2
1254	под ред	2	2
1255	и почти	1	2
1256	от всяких	2	2
1257	как уже	1	2
1258	разной степени	1	2
1259	говорить только	3	2
1260	нельзя назвать	1	2
1261	просто не	1	2
1262	философского и	1	2
1263	то конечно	2	2
1264	то обстоятельство	1	2
1265	не существовало	1	2
1266	нужно было	1	2
1267	и их	4	2
1268	мы пока	1	2
1269	в нашей	3	2
1270	веры в	1	2
1271	стороны и	3	2
1272	уже видели	1	2
1273	и жизни	1	2
1274	есть о	1	2
1275	но вместе	1	2
1276	человека с	2	2
1277	что из	1	2
1278	как то	1	2
1279	которая как	1	2
1280	этой теории	4	2
1281	нами и	1	2
1282	терминологии в	1	2
1283	вообще все	1	2
1284	одного из	2	2
1285	для такого	2	2
1286	и понятия	2	2
1287	огромное значение	2	2
1288	может показаться	1	2
1289	познания в	1	2
1290	говорить об	2	2
1291	тоже было	1	2
1292	только после	3	2
1293	о своих	1	2
1294	останавливается на	1	2
1295	слишком уж	1	2
1296	может и	3	2
1297	если она	1	2
1298	трактует о	1	2
1299	настоящего времени	3	2
1300	было не	1	2
1301	не можем	2	2
1302	он пользуется	1	1
1303	науки о	1	1
1304	предмет для	1	1
1305	было много	1	1
1306	на большую	1	1
1307	уже во	2	1
1308	и принципом	1	1
1309	об его	4	1
1310	новое и	1	1
1311	тем оно	1	1
1312	и теоретическая	1	1
1313	к сожалению	6	1
1314	и мыслить	2	1
1315	только из	1	1
