N	2gram	Tiupa_Anal	OGranits
511	ли не	5	1
512	при таком	1	1
513	себя и	2	1
514	по поводу	5	1
515	тех или	1	1
516	в такой	1	1
517	на всем	1	1
518	выбора все	1	1
519	в то	8	1
520	произведений как	2	1
521	тут же	1	1
522	один и	2	1
523	больше и	1	1
524	должно было	1	1
525	с первых	1	1
526	отнюдь не	7	1
527	о которых	2	1
528	следует иметь	1	1
529	может и	1	1
530	ведь и	2	1
531	в себя	6	1
532	в системе	1	1
533	или их	1	1
534	для этого	1	1
535	с ее	3	1
536	отдельном случае	2	1
537	этим самым	1	1
538	того же	7	1
539	общения то	1	1
540	в самой	1	1
541	собою и	1	1
542	от него	1	1
543	нам кажется	3	1
544	само по	1	1
545	и становится	1	1
546	едва ли	6	1
547	не можем	1	1
548	же есть	1	1
549	еще одно	1	1
550	не смог	1	1
551	говорит как	1	1
552	счете к	1	1
553	как все	1	1
554	тем более	3	1
555	формы и	1	1
556	революции в	1	1
557	особенно в	1	1
558	из ранних	1	1
559	его можно	1	1
560	своего развития	1	1
561	себе а	1	1
562	для иных	1	1
563	и особенно	1	1
564	нам представляется	2	1
565	еще не	7	1
566	в статье	1	1
567	тех случаях	1	1
568	нигде и	1	1
569	для анализа	1	1
