N	2gram	Bakhtin_Pr	Hudozhes
289	с самим	7	2
290	если мы	5	2
291	имеем дело	1	2
292	для понимания	3	2
293	одна из	9	2
294	этого слова	3	2
295	здесь не	5	2
296	не все	1	2
297	он и	2	2
298	не просто	1	2
299	видения мира	1	2
300	в самой	2	2
301	только о	1	2
302	это своего	2	2
303	никогда не	10	2
304	и по	5	2
305	этого термина	1	2
306	на время	2	2
307	жизни но	1	2
308	истории литературы	1	2
309	начиная с	4	2
310	то в	1	2
311	при котором	1	2
312	но на	2	2
313	этих двух	5	2
314	в последней	1	2
315	одной из	6	2
316	что сама	1	2
317	несмотря на	3	2
318	в формах	2	2
319	в литературе	8	2
320	ее в	4	2
321	все это	11	2
322	что и	4	2
323	xix века	2	2
324	в европейской	2	2
325	с их	3	2
326	к жизни	2	2
327	таком случае	1	2
328	слова не	2	2
329	у него	5	2
330	в повести	3	2
331	от всех	2	2
332	или в	7	2
333	говорит в	1	2
334	и некоторые	2	2
335	и более	3	2
336	одним из	6	2
337	что она	2	2
338	сама по	2	2
339	тому что	1	2
340	в равной	1	2
341	я не	6	2
342	мира и	3	2
343	к своему	4	2
344	первой части	1	2
345	в сторону	1	2
346	в чем	1	2
347	делает его	1	2
348	частной жизни	1	2
349	жизни то	1	2
350	вовсе не	12	2
351	такова например	2	2
352	тем более	2	2
353	а для	2	2
354	жанровой традиции	8	2
355	и потому	6	2
356	о себе	2	2
357	но как	2	2
358	а с	1	2
359	на этом	4	2
360	позволяет говорить	1	2
361	определенным образом	1	2
362	имеются и	1	2
363	на всех	1	2
364	дело не	1	2
365	быть и	2	2
366	и может	1	2
367	и существенно	1	2
368	но она	3	2
369	не с	1	2
370	диалогическим углом	1	2
371	нового времени	8	2
372	за пределы	7	2
373	но только	2	2
374	человека и	10	2
375	с человеком	3	2
376	художественного мира	1	2
377	равной степени	1	2
378	тем или	1	2
379	не сводятся	1	2
380	этом мире	1	2
381	в этой	3	2
382	числе и	13	2
383	человеческих отношений	2	2
384	что может	1	2
385	и особенно	3	2
386	и др	18	2
387	о его	1	2
388	к чужому	1	2
389	столь же	1	2
390	в словаре	1	2
391	включает в	1	2
392	автора как	1	2
393	тех или	2	2
394	события в	1	2
395	ни был	1	2
396	в пространстве	1	2
397	самим собою	6	2
398	в особенности	2	1
399	с которыми	1	1
400	это на	1	1
401	иной форме	1	1
402	от него	3	1
403	определить и	1	1
404	никак нельзя	2	1
405	значение языкового	1	1
406	все что	1	1
407	для всех	2	1
408	в центре	4	1
409	вступить в	2	1
410	это тот	1	1
411	и здесь	4	1
412	и мира	1	1
413	за ним	1	1
414	и конечно	2	1
415	мы встречаем	1	1
416	достоевского в	12	1
417	жизненных позиций	1	1
418	вещи в	1	1
419	же и	1	1
420	как с	1	1
421	душе моей	1	1
422	если в	2	1
423	этой жанровой	1	1
424	которая в	1	1
425	своего собственного	1	1
426	все люди	1	1
427	живет в	3	1
428	не знают	2	1
429	слова так	1	1
430	на ее	2	1
431	героя в	2	1
432	между этими	2	1
433	модус взаимоотношений	1	1
434	социальных диалектов	2	1
435	дело с	1	1
436	образа и	1	1
437	можно назвать	2	1
438	что делает	1	1
439	вопросу о	1	1
440	во внешних	1	1
441	к числу	1	1
442	и другим	1	1
443	такова специфика	1	1
444	что это	2	1
445	стилей социальных	1	1
446	жанры в	1	1
447	события на	1	1
448	тем как	1	1
449	в сущности	15	1
450	говорит о	2	1
451	самой жизни	2	1
452	те же	1	1
453	проникновения в	1	1
454	если нет	1	1
455	в область	2	1
456	один голос	1	1
457	из того	1	1
458	разного рода	1	1
459	речи как	2	1
460	одному из	2	1
461	например с	1	1
462	представлений о	2	1
463	и наказании	4	1
464	смысле можно	1	1
465	и делает	1	1
466	своему собственному	1	1
467	в результате	2	1
468	то с	1	1
469	оно стремится	1	1
470	эта позиция	2	1
471	высказывания мы	1	1
472	до последнего	1	1
473	не бывает	1	1
474	и само	1	1
475	языковых стилей	2	1
476	позиции в	1	1
477	не могут	4	1
478	со всеми	8	1
479	сопоставлены или	1	1
480	и позволило	1	1
481	должен был	1	1
482	и даже	5	1
483	в драматическом	1	1
484	он уже	1	1
485	все то	4	1
486	с некоторыми	1	1
487	на свой	2	1
488	до этого	1	1
489	новое время	4	1
490	литературы но	1	1
491	внутренне не	1	1
492	в собственном	3	1
493	и делают	1	1
494	карнавального смеха	2	1
495	о мире	1	1
496	жизнь в	4	1
497	смысла и	1	1
498	так называемый	1	1
499	мы говорим	2	1
500	все моменты	1	1
501	его произведений	3	1
502	значение в	4	1
503	всем остальным	1	1
504	можно даже	1	1
505	пусть это	1	1
506	тем что	2	1
507	него но	1	1
508	v в	1	1
509	и действительно	3	1
510	или противопоставлены	1	1
511	героев и	1	1
512	нам уже	3	1
513	и личной	1	1
514	принадлежат к	1	1
515	но самое	1	1
516	литературный жанр	1	1
517	их поступки	1	1
518	литературных жанров	1	1
519	чужому слову	1	1
520	преступлении и	4	1
521	дмитрий карамазов	1	1
522	в обычной	2	1
523	к самому	5	1
524	в соответствии	3	1
525	и внутренне	1	1
526	завершенность и	1	1
527	литературные жанры	1	1
528	о судьбе	1	1
529	одновременно и	5	1
530	вместе с	5	1
531	с собою	1	1
532	все же	3	1
533	отношений не	1	1
534	других а	1	1
535	своей внешней	1	1
536	не такое	1	1
537	не имеет	1	1
538	а этот	1	1
539	биографической жизнью	2	1
540	но у	1	1
541	да и	3	1
542	о котором	1	1
543	с героем	1	1
544	зависимости от	3	1
545	характерна для	4	1
546	и слово	2	1
547	в следующей	1	1
548	у достоевского	30	1
549	друг от	2	1
550	на каждом	1	1
551	свою собственную	1	1
552	зрения логики	1	1
553	но мы	1	1
554	высказывание в	1	1
555	по крайней	2	1
556	и пусть	2	1
557	перед нами	17	1
558	свое время	4	1
559	жизни так	1	1
560	с этим	3	1
561	само же	1	1
562	все они	2	1
563	мир как	1	1
564	одним и	1	1
565	все и	1	1
566	со смертью	3	1
567	бы и	3	1
568	европейского романа	3	1
569	не существует	1	1
570	истории не	1	1
571	в котором	8	1
572	его заместители	1	1
573	есть от	2	1
574	и такие	1	1
575	и пр	1	1
576	на части	2	1
577	языка и	1	1
578	время оно	1	1
579	иной жизни	1	1
580	по своим	2	1
581	жизни между	1	1
582	своей собственной	1	1
583	восходит к	1	1
584	на чужое	2	1
585	литературы является	1	1
586	и героя	1	1
587	определенных языковых	1	1
588	ибо жизнь	1	1
589	наконец в	3	1
590	определяющее значение	1	1
591	и поэтому	2	1
592	из жизни	1	1
593	платона и	2	1
594	героем и	1	1
595	не хороши	1	1
596	во многих	2	1
597	эти стороны	1	1
598	из его	1	1
599	оно является	1	1
600	а через	1	1
601	самого процесса	1	1
602	существенное значение	3	1
603	определенную позицию	1	1
604	время в	2	1
605	прямой речи	1	1
606	и теперь	1	1
607	жизни и	13	1
608	нечто смешное	1	1
609	к вопросу	1	1
610	значение для	5	1
611	только на	3	1
612	в которую	1	1
613	с эпохи	1	1
614	художественной прозы	7	1
615	не об	1	1
616	оценки и	1	1
617	к одному	2	1
618	в различных	1	1
619	в строгом	3	1
620	в мир	1	1
621	она по	1	1
622	смех это	2	1
623	не что	1	1
624	и внутренней	2	1
625	в истории	4	1
626	от своей	2	1
627	каждый из	1	1
628	быть это	1	1
629	до того	1	1
630	над собой	2	1
631	относительность всего	1	1
632	между людьми	5	1
633	и себя	1	1
634	эти два	3	1
635	автора в	2	1
636	и формы	2	1
637	как следствие	1	1
638	принадлежащих к	1	1
639	к третьему	1	1
640	есть его	1	1
641	к ним	5	1
642	своими корнями	1	1
643	авторского слова	1	1
644	в комнате	1	1
645	отношений и	1	1
646	соответствии с	2	1
647	не для	1	1
648	впервые в	3	1
649	ее не	1	1
650	в сфере	1	1
651	она может	1	1
652	тем же	1	1
653	него не	1	1
654	затем в	2	1
655	той же	6	1
656	наиболее существенным	1	1
657	жизнь это	1	1
658	за него	2	1
659	до конца	3	1
660	противопоставлены в	1	1
661	с нею	1	1
662	с этими	1	1
663	только во	1	1
664	взаимоотношений человека	1	1
665	раз и	2	1
666	что все	3	1
667	их сознания	1	1
668	утрачивает свою	2	1
669	к миру	2	1
670	в сознании	2	1
671	характерное для	2	1
672	языка а	2	1
673	рассказчика здесь	1	1
674	но если	4	1
675	здесь и	7	1
676	каким диалогическим	1	1
677	есть обобщения	1	1
678	к новой	1	1
679	что даже	1	1
680	в отдельных	1	1
681	казалось бы	4	1
682	в мировой	1	1
683	в произведениях	2	1
684	к этим	1	1
685	друг друга	7	1
686	они могут	3	1
687	сближается с	1	1
688	крайней мере	2	1
689	предмет речи	1	1
690	из них	7	1
691	характерно что	3	1
692	тот же	2	1
693	конечно с	1	1
694	характерные для	1	1
695	внимание и	1	1
696	о ней	1	1
697	жанра в	3	1
698	человека но	1	1
699	не входят	2	1
700	могли быть	2	1
701	и возможности	1	1
702	другими людьми	1	1
703	себе самом	2	1
704	всего в	1	1
705	представить себе	1	1
706	этих моментов	1	1
707	в преступлении	4	1
708	что они	2	1
709	этом случае	1	1
710	в свое	4	1
711	к различным	1	1
712	или к	2	1
713	мы видим	2	1
714	жизни ср	1	1
715	в более	5	1
716	от автора	2	1
717	тоже не	2	1
718	судьбы в	1	1
719	так как	12	1
720	сюжет в	1	1
721	на которую	1	1
722	от его	1	1
723	что иное	1	1
724	они не	5	1
725	после того	1	1
726	в романтизме	1	1
727	до минимума	3	1
728	на язык	4	1
729	и объединяет	1	1
730	должно быть	4	1
731	время и	3	1
732	несколько иной	1	1
733	внимание на	1	1
734	его характера	3	1
735	явлений жизни	1	1
736	обе эти	3	1
737	у каждого	1	1
738	веселую относительность	4	1
739	проявляется в	4	1
740	осмеяние и	1	1
741	целого а	1	1
742	второй план	1	1
743	ивана карамазова	4	1
744	мире в	1	1
745	жизни поэтому	1	1
746	читатель всегда	1	1
747	подчеркнуть что	4	1
748	корнями в	1	1
749	себя самого	3	1
750	мы конечно	2	1
751	жанровые и	3	1
752	вбирает в	1	1
753	души и	1	1
754	и историческом	1	1
755	xix веке	3	1
756	известные нам	1	1
757	романе достоевского	2	1
758	чем у	1	1
759	не внешняя	1	1
760	как у	5	1
761	и через	5	1
762	но был	1	1
763	фамильярный контакт	3	1
764	целостности она	1	1
765	том под	1	1
766	из своих	3	1
767	у нас	2	1
768	сознания и	1	1
769	жизнь мою	1	1
770	пусть пусть	1	1
771	в широком	2	1
772	существенно отличается	1	1
773	по типу	2	1
774	на которой	2	1
775	и от	4	1
776	слово в	5	1
777	и есть	1	1
778	мы находим	8	1
779	тому же	3	1
780	раз в	2	1
781	от своих	2	1
782	не была	2	1
783	ведь это	2	1
784	но с	2	1
785	в таких	1	1
786	служит его	1	1
787	не было	5	1
788	века и	6	1
789	от друга	2	1
790	просто как	1	1
791	отношения являются	1	1
792	в присутствии	1	1
793	для других	2	1
794	перед необходимостью	1	1
795	углом они	1	1
796	всех его	3	1
797	и где	1	1
798	значим и	1	1
799	на нее	1	1
800	речевых характеристик	1	1
801	дело в	3	1
802	же по	1	1
803	это еще	2	1
804	и четвертая	1	1
805	позицию по	1	1
806	что не	1	1
807	такое слово	1	1
808	но для	2	1
809	xviii века	3	1
810	в конце	5	1
811	индивидуальности и	1	1
812	и трагического	2	1
813	в последние	1	1
814	с той	1	1
815	и без	4	1
816	же оно	1	1
817	лишь на	3	1
818	фольклора и	1	1
819	типа и	1	1
820	всякое высказывание	2	1
821	провозглашает веселую	1	1
822	не подлежит	1	1
823	человек в	2	1
824	же как	1	1
825	других в	2	1
826	на земле	14	1
827	не есть	1	1
828	рядом с	2	1
829	и вещи	1	1
830	жизнью в	2	1
831	сознания как	1	1
832	свою внешнюю	1	1
833	на фоне	1	1
834	перед собой	1	1
835	ли не	1	1
836	как ее	1	1
837	от этого	1	1
838	в авторском	1	1
839	и со	1	1
840	того и	3	1
841	должно стать	1	1
842	в такой	1	1
843	знаком и	1	1
844	остановимся на	5	1
845	зрения и	2	1
846	связь со	1	1
847	его жизни	2	1
848	по его	1	1
849	и художественного	1	1
850	также весьма	1	1
851	лишь для	1	1
852	в условиях	7	1
853	это было	3	1
854	на его	4	1
855	себе и	2	1
856	точек зрения	1	1
857	в каждой	1	1
858	и строго	2	1
859	в одной	4	1
860	действительности и	2	1
861	сам и	1	1
862	и другого	2	1
863	связаны с	3	1
864	бы в	2	1
865	на них	2	1
866	людей в	2	1
867	контакт между	1	1
868	и мир	1	1
869	словом или	1	1
870	в каждом	5	1
871	нее нет	1	1
872	чужой речи	2	1
873	здесь как	3	1
874	могли бы	2	1
875	ему известную	1	1
876	этого писателя	1	1
877	прежде но	1	1
878	может иметь	1	1
879	человек как	1	1
880	вошел в	1	1
881	даже сказать	1	1
882	перед тем	1	1
883	только к	1	1
884	сознания а	1	1
885	раскрывается во	1	1
886	он говорит	1	1
887	в своих	4	1
888	он ни	1	1
889	утверждение о	1	1
890	на один	1	1
891	жанровой традицией	1	1
892	каждом из	3	1
893	свое место	1	1
894	до нас	3	1
895	а напротив	1	1
896	воспринимаются как	1	1
897	уходит своими	1	1
898	именно потому	1	1
899	князя с	1	1
900	не дает	3	1
901	не тот	1	1
902	также и	5	1
903	ту же	2	1
904	я к	1	1
905	здесь только	2	1
906	самом наличии	1	1
907	новый модус	1	1
908	но всегда	1	1
909	нельзя не	1	1
910	как человек	2	1
911	жизненное содержание	1	1
912	прямо как	1	1
913	к жизненному	1	1
914	втором эпизоде	1	1
915	человека как	1	1
916	отношение между	1	1
917	и одной	1	1
918	логическое отношение	1	1
919	и помимо	1	1
920	и страшно	1	1
921	отделен от	1	1
922	в развитии	5	1
923	например слова	1	1
924	с высокой	1	1
925	европейской художественной	2	1
926	что касается	2	1
927	а по	1	1
928	образа в	1	1
929	для этого	2	1
930	его смысла	1	1
931	существенное для	1	1
932	они сопоставлены	1	1
933	идей образов	1	1
934	и является	1	1
935	главного героя	2	1
936	это была	2	1
937	отношений между	2	1
938	др в	3	1
939	ним как	1	1
940	в европейском	1	1
941	является одним	2	1
942	рассказчиком в	1	1
943	стороны и	1	1
944	только люди	2	1
945	в смерти	2	1
946	лежат в	1	1
947	и жизни	3	1
948	в xix	3	1
949	складывались в	1	1
950	этих случаях	1	1
951	у нее	1	1
952	как один	1	1
953	в новое	4	1
954	выпадает из	2	1
955	не совпадает	1	1
956	этом не	2	1
957	над собою	2	1
958	на это	1	1
959	иного типа	1	1
960	было бы	6	1
961	дает ему	1	1
962	под каким	1	1
963	двуголосого слова	1	1
964	но без	1	1
965	же самое	1	1
966	вступают в	3	1
967	и быстрых	1	1
968	на уровне	1	1
969	как мы	12	1
970	писателя в	1	1
971	жизни не	2	1
972	в литературном	1	1
973	своей полноте	1	1
974	что для	1	1
975	его как	3	1
976	друг другу	1	1
977	подход к	1	1
978	которые в	3	1
979	его личности	1	1
980	в зависимости	3	1
981	смысле не	2	1
982	когда они	1	1
983	этого типа	1	1
984	этом и	1	1
985	обратимся к	1	1
986	особое отношение	1	1
987	может показаться	1	1
988	наличии определенных	1	1
989	так что	1	1
990	самой природы	1	1
991	здесь также	2	1
992	бытия и	5	1
993	всю жизнь	1	1
994	и поступки	1	1
995	бы быть	1	1
996	собственного сознания	1	1
997	речи именно	1	1
998	иной раз	1	1
999	чаще всего	1	1
1000	для построения	2	1
1001	вольный фамильярный	2	1
1002	как будто	3	1
1003	на то	2	1
1004	себе самому	7	1
1005	нуждается в	1	1
1006	образ его	1	1
1007	степени и	1	1
1008	а как	4	1
1009	здесь мы	3	1
1010	и глубокий	1	1
1011	отрешиться от	1	1
1012	условность и	1	1
1013	что достоевский	2	1
1014	в него	4	1
1015	случае это	1	1
1016	другого сознания	1	1
1017	диалогической природы	2	1
1018	нет не	1	1
1019	суда над	2	1
1020	именно это	1	1
1021	и совершенно	3	1
1022	подходу к	1	1
1023	или точнее	2	1
1024	проблема взаимоотношений	1	1
1025	великий мастер	1	1
1026	позиции она	1	1
1027	в известной	3	1
1028	есть не	1	1
1029	образов и	7	1
1030	кажется что	3	1
1031	иное как	1	1
1032	совершается в	2	1
1033	чем выше	1	1
1034	можно только	1	1
1035	более того	9	1
1036	как другая	1	1
1037	котором он	2	1
