N	2gram	Bakhtin_Pr	Analitik
446	сознания в	2	4
447	или точнее	2	4
448	дело здесь	1	4
449	более того	5	4
450	от него	3	3
451	случае в	1	3
452	человеческой жизни	4	3
453	отвечает на	1	3
454	художественное единство	1	3
455	с героем	2	3
456	живого и	1	3
457	к этой	1	3
458	с этой	1	3
459	его за	1	3
460	случае не	1	3
461	тем как	4	3
462	и был	3	3
463	какой бы	2	3
464	сам автор	4	3
465	в виду	2	3
466	и с	10	3
467	на свою	1	3
468	в жизни	7	3
469	и внутренне	3	3
470	встреча с	1	3
471	только для	2	3
472	авторская позиция	4	3
473	в момент	4	3
474	при условии	1	3
475	персонажей то	1	3
476	вопрос о	4	3
477	целого романа	1	3
478	раз и	4	3
479	ничто не	1	3
480	на самом	5	3
481	это было	3	3
482	и той	1	3
483	одной и	1	3
484	художественного видения	13	3
485	от своей	1	3
486	себе в	1	3
487	и далее	1	3
488	именно такого	1	3
489	дистанция между	1	3
490	как на	4	3
491	в мировом	1	3
492	автор как	1	3
493	что все	5	3
494	в зависимости	5	3
495	из возможных	2	3
496	в противном	1	3
497	и внешней	1	3
498	на котором	3	3
499	писал в	1	3
500	гораздо более	1	3
501	повесть о	1	3
502	всего в	2	3
503	бы то	3	3
504	на почве	5	3
505	что у	5	3
506	первом случае	1	3
507	должно быть	4	3
508	в состоянии	1	3
509	от первого	2	3
510	которого он	1	3
511	и за	1	3
512	для своего	2	3
513	х годов	2	3
514	связи с	1	3
515	от автора	6	3
516	человек в	2	3
517	так сказать	8	3
518	представляется нам	2	3
519	что как	1	3
520	он сам	9	3
521	а для	1	3
522	остается в	2	3
523	здесь как	1	3
524	смысл и	2	3
525	в рассказе	3	3
526	его художественной	2	3
527	хотя в	1	3
528	в тех	1	3
529	теми же	1	3
530	из этого	1	3
531	бы ни	1	3
532	оно может	2	3
533	в точке	5	3
534	всех этих	3	3
535	нам кажется	4	3
536	один голос	1	3
537	например в	5	3
538	тогда когда	2	3
539	на первом	2	3
540	герой нашего	1	3
541	что они	3	3
542	и романа	1	3
543	никак не	3	3
544	поэтому в	2	3
545	себе не	1	3
546	можно было	5	3
547	этом как	1	3
548	оно не	2	3
549	сами по	4	3
550	если не	2	3
551	до этого	1	3
552	также может	1	3
553	заключается в	3	3
554	в творческом	1	3
555	ли он	2	3
556	ему и	1	3
557	о котором	1	3
558	зависимости от	5	3
559	в словах	2	3
560	человека и	2	3
561	то он	3	3
562	и заключается	1	3
563	принципиально не	2	3
564	быть не	1	3
565	авторской позиции	8	3
566	из его	4	3
567	поскольку он	1	3
568	и больше	1	3
569	героя а	5	3
570	художественной литературы	1	3
571	неотделима от	2	3
572	героя в	9	3
573	впервые в	1	3
574	она может	1	3
575	утрачивает свою	2	3
576	к миру	1	3
577	на этот	2	3
578	его можно	1	3
579	к содержанию	1	3
580	его автора	1	3
581	на языке	2	3
582	так как	11	3
583	они не	5	3
584	за собою	1	3
585	нашему убеждению	2	3
586	том числе	1	3
587	себя самого	5	3
588	где он	1	3
589	видеть в	1	3
590	же не	1	3
591	дело в	1	3
592	далека от	1	3
593	и е	1	3
594	ведь это	3	3
595	но с	4	3
596	а о	4	3
597	не от	2	3
598	о жизни	1	3
599	в какой	2	3
600	противном случае	1	3
601	мира и	8	3
602	к своему	1	3
603	ко всему	1	3
604	может иметь	1	3
605	только к	1	3
606	она не	9	3
607	в ней	8	3
608	но он	3	3
609	независимо от	1	3
610	мы должны	6	3
611	борьба с	2	3
612	человека с	1	3
613	идет о	5	3
614	же самое	1	3
615	нас самих	1	3
616	которые в	2	3
617	произведения не	1	3
618	может показаться	1	3
619	слова в	4	3
620	жизни и	21	3
621	все еще	2	3
622	может и	1	3
623	для этого	4	3
624	другого сознания	1	3
625	и наконец	5	3
626	не к	1	3
627	момент его	3	3
628	по нашему	5	3
629	является в	1	2
630	еще раз	3	2
631	художественном мире	3	2
632	и мира	1	2
633	времени как	1	2
634	т.е в	1	2
635	отношения не	1	2
636	еще более	1	2
637	в применении	1	2
638	тому что	3	2
639	и взаимодействие	2	2
640	тем или	2	2
641	а перед	1	2
642	следует что	1	2
643	или нет	1	2
644	которой в	1	2
645	не вызывает	1	2
646	не являются	1	2
647	и другими	6	2
648	из многочисленных	1	2
649	от них	3	2
650	ко всем	2	2
651	более или	1	2
652	героя как	2	2
653	жизнь в	2	2
654	в новую	3	2
655	каждом отдельном	1	2
656	мы и	2	2
657	тому или	1	2
658	эту особенность	3	2
659	с не	1	2
660	их в	8	2
661	в одно	1	2
662	на эту	1	2
663	он произносит	1	2
664	в иной	1	2
665	и слово	6	2
666	он по	1	2
667	не оказывается	1	2
668	не его	3	2
669	так например	1	2
670	на первый	1	2
671	не способно	2	2
672	дело и	1	2
673	а лишь	3	2
674	было не	1	2
675	для автора	6	2
676	героя или	1	2
677	к художественному	1	2
678	и каждое	1	2
679	и неизбежно	1	2
680	и смерть	1	2
681	войти в	2	2
682	как совокупность	1	2
683	лишь одна	1	2
684	должна была	4	2
685	смерти и	1	2
686	но они	4	2
687	на пути	2	2
688	художественный смысл	1	2
689	не обязательно	1	2
690	уже и	2	2
691	углом зрения	2	2
692	так же	10	2
693	позиции и	1	2
694	от лица	1	2
695	всегда и	1	2
696	в прошлом	1	2
697	этого мира	6	2
698	к ним	3	2
699	вообще и	1	2
700	отношений и	2	2
701	перед ним	2	2
702	быть в	2	2
703	к которому	1	2
704	с этими	1	2
705	отношения в	1	2
706	сих пор	3	2
707	во всей	2	2
708	жизни не	1	2
709	что именно	2	2
710	оказывается уже	1	2
711	друг с	4	2
712	уже по	1	2
713	она есть	1	2
714	они могут	2	2
715	чем это	1	2
716	и становится	2	2
717	характерно что	2	2
718	или иным	1	2
719	внутренней жизни	1	2
720	не возникает	2	2
721	ее и	2	2
722	той мере	1	2
723	мы видим	5	2
724	на протяжении	3	2
725	этому пути	1	2
726	от его	1	2
727	героев в	4	2
728	сознания с	3	2
729	в драме	5	2
730	время и	2	2
731	жизненной позицией	1	2
732	к себе	2	2
733	получает в	1	2
734	же нам	1	2
735	не должна	1	2
736	далеко за	1	2
737	не хозяин	1	2
738	доминанта в	3	2
739	бытия и	1	2
740	мы можем	3	2
741	в уста	3	2
742	не путем	1	2
743	то она	1	2
744	отношения между	3	2
745	в собственно	1	2
746	слово о	8	2
747	или не	2	2
748	исторической поэтики	1	2
749	как его	2	2
750	исходит из	3	2
751	с одним	2	2
752	не остается	1	2
753	человек и	2	2
754	но ведь	4	2
755	одном из	3	2
756	же точно	1	2
757	деле в	1	2
758	зрения и	2	2
759	третьего не	1	2
760	же касается	1	2
761	а только	3	2
762	могло бы	1	2
763	всех своих	1	2
764	истинный смысл	2	2
765	которая является	1	2
766	сознания а	1	2
767	автора или	2	2
768	причастности к	1	2
769	что даже	1	2
770	остается вне	2	2
771	не могу	1	2
772	существенно что	1	2
773	этой точки	3	2
774	дистанции между	1	2
775	человека как	1	2
776	этих трех	1	2
777	здесь мы	3	2
778	его внутренней	1	2
779	вообще не	1	2
780	но зато	1	2
781	одно и	1	2
782	не приходится	1	2
783	и та	1	2
784	других людей	1	2
785	в форме	8	2
786	в нас	1	2
787	этот вопрос	3	2
788	ними в	1	2
789	героев с	1	2
790	оно и	1	2
791	только с	2	2
792	вера в	2	2
793	и др	1	2
794	подход к	2	2
795	это делает	2	2
796	них не	2	2
797	что может	2	2
798	до смерти	1	2
799	об этих	2	2
800	значимость и	2	2
801	события в	1	2
802	слова до	1	2
803	бы я	1	2
804	до его	2	2
805	в пространстве	3	2
806	и сами	1	2
807	любви и	1	2
808	в статье	1	2
809	себе самом	9	2
810	мире и	1	2
811	взгляд на	1	2
812	до сих	3	2
813	та же	1	2
814	за ним	2	2
815	от жизни	1	2
816	и свою	2	2
817	вступил в	1	2
818	анализа не	1	2
819	же является	1	2
820	ним и	4	2
821	и при	1	2
822	и должно	1	2
823	художественного творчества	3	2
824	что это	1	2
825	эту жизнь	1	2
826	внутреннюю свободу	1	2
827	том и	2	2
828	под этим	2	2
829	со всеми	1	2
830	сосредоточиться на	1	2
831	все его	4	2
832	творчества и	2	2
833	между внутренней	1	2
834	оно ни	2	2
835	героев но	1	2
836	ни одно	1	2
837	о самом	1	2
838	оно есть	1	2
839	и рождается	2	2
840	даже не	1	2
841	в процессе	4	2
842	как личность	1	2
843	которого является	1	2
844	не имеет	2	2
845	смерть в	1	2
846	есть на	1	2
847	автору и	1	2
848	к другому	2	2
849	слова о	1	2
850	думать что	1	2
851	второго порядка	2	2
852	сознанию как	1	2
853	в диалог	2	2
854	же я	1	2
855	бы с	1	2
856	не имеют	1	2
857	тяготеет к	2	2
858	двух основных	1	2
859	да еще	1	2
860	сколько в	2	2
861	это только	1	2
862	у меня	4	2
863	на это	2	2
864	но лишь	1	2
865	ни был	2	2
866	со всей	2	2
867	как если	1	2
868	от других	2	2
869	с автором	1	2
870	в мир	4	2
871	при помощи	1	2
872	автора в	4	2
873	может ли	1	2
874	не для	1	2
875	своей жизни	2	2
876	тем же	1	2
877	самого героя	10	2
878	произведения и	2	2
879	с нею	1	2
880	он может	4	2
881	только его	1	2
882	но если	1	2
883	столько в	1	2
884	смерти не	1	2
885	появляется в	1	2
886	видел в	2	2
887	с лизой	1	2
888	мира не	2	2
889	в самой	10	2
890	другого и	1	2
891	в дальнейшем	2	2
892	ему жизни	1	2
893	первый взгляд	1	2
894	или к	2	2
895	и авторской	1	2
896	значение в	1	2
897	для художественного	2	2
898	не понимал	1	2
899	условии что	1	2
900	зависит от	1	2
901	и вот	4	2
902	в художественной	4	2
903	обе эти	1	2
904	он как	4	2
905	или с	1	2
906	произведения однако	1	2
907	к истории	1	2
908	для нас	3	2
909	у нас	2	2
910	чужих слов	2	2
911	смысле этого	2	2
912	слова не	1	2
913	диалог в	4	2
914	все равно	3	2
915	борьбу с	1	2
916	что ни	1	2
917	образом в	2	2
918	но эта	4	2
919	по существу	5	2
920	произведения так	1	2
921	более что	2	2
922	наблюдений и	1	2
923	не столь	1	2
924	бы дать	1	2
925	с другом	4	2
926	которой он	1	2
927	но особенно	1	2
928	или менее	1	2
929	целого и	1	2
930	в одной	9	2
931	бы это	1	2
932	как формы	1	2
933	а на	1	2
934	к одному	1	2
935	там где	12	2
936	со всех	2	2
937	и эти	1	2
938	автора не	3	2
939	отсюда и	2	2
940	как человек	2	2
941	героя к	1	2
942	нет и	4	2
943	между всеми	1	2
944	значимости в	2	2
945	это как	2	2
946	то и	2	2
947	церкви и	1	2
948	а от	1	2
949	не по	3	2
950	здесь совершенно	1	2
951	от всех	1	2
952	стало быть	2	2
953	что из	3	2
954	в большинстве	3	2
955	прежде чем	1	2
956	и исторически	1	2
957	в литературном	1	2
958	героя это	1	2
959	бы он	3	2
960	не можем	1	2
961	в чужом	2	2
962	голосов в	4	2
963	не оставляет	4	2
964	по этому	2	2
965	и прежде	2	2
966	себе самому	3	2
967	хотя он	1	2
968	и только	2	2
969	и ту	1	2
970	характер в	1	2
971	художественное творчество	1	2
972	анализа мы	1	2
973	что было	4	1
974	с которыми	2	1
975	они являются	1	1
976	с помощью	1	1
977	на границах	1	1
978	и другие	4	1
979	пределах одного	1	1
980	позиция неосуществима	1	1
981	в единую	1	1
982	из разнородных	1	1
983	в душе	1	1
984	ядру личности	3	1
985	каждой из	1	1
986	быть по	1	1
987	мы постараемся	1	1
988	этого в	2	1
989	уж не	1	1
990	возможно лишь	1	1
991	же и	2	1
992	не выступает	1	1
993	типа как	1	1
994	только что	3	1
995	можно и	1	1
996	всему произведению	1	1
997	творчества в	3	1
998	которые здесь	1	1
999	не утратили	1	1
1000	с формой	2	1
1001	его поэтики	3	1
1002	познания и	1	1
1003	в сферу	1	1
1004	и имеет	1	1
1005	он всегда	1	1
1006	степени как	2	1
1007	это лишь	2	1
1008	к объективности	1	1
1009	вновь и	1	1
1010	на второй	1	1
1011	он видит	1	1
1012	точке соприкосновения	1	1
1013	его внешние	1	1
1014	мысли и	5	1
1015	жить и	1	1
1016	и репликами	1	1
1017	героев и	7	1
1018	целом ряде	3	1
1019	общения с	1	1
1020	форма его	2	1
1021	автору но	1	1
1022	жанровое определение	1	1
1023	героя о	4	1
1024	первой и	1	1
1025	в объективную	1	1
1026	и повсюду	1	1
1027	в рамки	2	1
1028	видение и	1	1
1029	героев а	1	1
1030	сознаний в	5	1
1031	чтобы в	2	1
1032	возможность одновременного	1	1
1033	положения в	1	1
1034	как образ	2	1
1035	но все	8	1
1036	ни одна	2	1
1037	на мир	10	1
1038	равно как	1	1
1039	мысли как	1	1
1040	и да	1	1
1041	отчетливо и	1	1
1042	новой формы	3	1
1043	из самых	1	1
1044	что исключает	1	1
1045	не доказывает	1	1
1046	она является	2	1
1047	героя если	1	1
1048	искусства его	1	1
1049	литературе как	1	1
1050	образа автора	2	1
1051	новая форма	1	1
1052	его на	2	1
1053	существенных моментах	1	1
1054	автор в	1	1
1055	столкновение с	1	1
1056	единого и	1	1
1057	художественный мир	2	1
1058	позиция автора	5	1
1059	мысли о	1	1
1060	по форме	1	1
1061	диалога в	2	1
1062	случайно и	2	1
1063	убеждения или	1	1
1064	лица в	1	1
1065	же если	1	1
1066	как более	1	1
1067	почти все	1	1
1068	и нисколько	1	1
1069	и диалог	2	1
1070	я а	1	1
1071	к своим	1	1
1072	мир и	6	1
1073	понято как	1	1
1074	его свободной	1	1
1075	для их	2	1
1076	кем бы	1	1
1077	отсюда вытекает	1	1
1078	как обычно	1	1
1079	комизм и	1	1
1080	не нарушает	2	1
1081	в письме	1	1
1082	смысл этого	1	1
1083	внешней среды	1	1
1084	своему герою	1	1
1085	для иных	1	1
1086	всякого рода	1	1
1087	а вместе	1	1
1088	самом произведении	2	1
1089	с дуней	1	1
1090	вступая в	1	1
1091	других исследователей	1	1
1092	чужих для	1	1
1093	литературы в	1	1
1094	универсальное явление	1	1
1095	установок и	1	1
1096	повести с	1	1
1097	что герой	3	1
1098	и отчасти	1	1
1099	об убийстве	1	1
1100	во все	5	1
1101	системное единство	1	1
1102	и жизнь	1	1
1103	я успел	1	1
1104	и взаимодействия	1	1
1105	же автора	1	1
1106	о чем-то	1	1
1107	себе все	2	1
1108	мы увидим	1	1
1109	диалог как	1	1
1110	становится ареной	1	1
1111	убедиться в	1	1
1112	порядка в	3	1
1113	только как	1	1
1114	но даже	1	1
1115	должна быть	4	1
1116	т.п поэтому	1	1
1117	искусства и	1	1
1118	другом в	2	1
1119	оно как	1	1
1120	мы подробно	1	1
1121	в этот	2	1
1122	утратили своего	1	1
1123	формы так	1	1
1124	из самого	2	1
1125	смысле слова	1	1
1126	из своего	3	1
1127	отдельных наблюдений	1	1
1128	и формы	1	1
1129	между отдельными	2	1
1130	своих героев	5	1
1131	о них	2	1
1132	не об	6	1
1133	в кругозоре	2	1
1134	точно так	2	1
1135	е годы	2	1
1136	и значение	1	1
1137	чем с	1	1
1138	выхода его	1	1
1139	словесного выражения	1	1
1140	на практике	1	1
1141	отметить что	2	1
1142	не я	1	1
1143	время их	1	1
1144	самим героем	1	1
1145	будет и	1	1
1146	композиции в	1	1
1147	первого лица	2	1
1148	не оставляющий	1	1
1149	мы привыкли	1	1
1150	соглашаясь с	1	1
1151	мир других	1	1
1152	ни одного	4	1
1153	и еще	2	1
1154	становится сама	1	1
1155	об отсутствии	1	1
1156	обращенная к	1	1
1157	него не	4	1
1158	ее как	3	1
1159	он создал	2	1
1160	как для	1	1
1161	нее в	2	1
1162	романа как	3	1
1163	к некоторому	1	1
1164	под названием	1	1
1165	зрения мы	2	1
1166	входят в	3	1
1167	все время	4	1
1168	мир объектов	2	1
1169	не умеет	1	1
1170	а со	1	1
1171	как писатель	1	1
1172	речь о	1	1
1173	что говорит	1	1
1174	и внутренняя	1	1
1175	говорит сам	2	1
1176	героя то	1	1
1177	к этим	2	1
1178	и входит	2	1
1179	распадается на	1	1
1180	он так	1	1
1181	своей сущности	1	1
1182	жизни с	1	1
1183	него ответа	1	1
1184	она ни	1	1
1185	перед нею	1	1
1186	людей в	1	1
1187	лишает их	1	1
1188	это свойство	1	1
1189	героя не	5	1
1190	художественная воля	2	1
1191	и весь	1	1
1192	авторскому сознанию	3	1
1193	не друг	1	1
1194	в самую	2	1
1195	своеобразие в	1	1
1196	и автор	2	1
1197	в прошлое	2	1
1198	она вырождается	1	1
1199	зрения может	1	1
1200	то оно	3	1
1201	она и	3	1
1202	личности ее	1	1
1203	о двух	2	1
1204	нельзя сказать	1	1
1205	как живого	1	1
1206	диалогического отношения	1	1
1207	глубинным пластам	1	1
1208	во взаимном	1	1
1209	по соображениям	1	1
1210	поэтому слово	1	1
1211	других для	1	1
1212	личности поэтому	1	1
1213	индивидуальности то	1	1
1214	есть у	2	1
1215	нашей работы	1	1
1216	что я	2	1
1217	жизни человека	1	1
1218	еще больше	1	1
1219	искусстве слова	1	1
1220	начала и	3	1
1221	и легко	1	1
1222	полнота жизни	1	1
1223	ивана карамазова	9	1
1224	него самого	3	1
1225	подчеркнуть что	4	1
1226	нести в	2	1
1227	в напряженном	2	1
1228	и художественно	3	1
1229	предполагает и	2	1
1230	что такое	1	1
1231	и сама	1	1
1232	субъективности нет	1	1
1233	противоречивое единство	1	1
1234	они в	1	1
1235	жизнь мою	1	1
1236	это слово	1	1
1237	стремится к	1	1
1238	художника не	1	1
1239	из чужих	1	1
1240	диалог и	1	1
1241	свободы и	1	1
1242	не бедного	1	1
1243	между персонажами	1	1
1244	и вступает	1	1
1245	в разные	1	1
1246	показывает и	1	1
1247	сознания на	1	1
1248	пути и	1	1
1249	других сознаний	1	1
1250	авторского сознания	5	1
1251	до простой	3	1
1252	как по	1	1
1253	и позволяет	1	1
1254	трактуются как	1	1
1255	сознания не	3	1
1256	своего и	1	1
1257	установки и	1	1
1258	героя с	3	1
1259	перестают быть	1	1
1260	смысле он	1	1
1261	весь его	1	1
1262	его мысли	1	1
1263	нем но	1	1
1264	не субъективное	1	1
1265	как рассказчик	1	1
1266	или иная	1	1
1267	в последних	1	1
1268	смысле и	1	1
1269	личности от	1	1
1270	которые могли	1	1
1271	характер и	1	1
1272	литературе и	1	1
1273	настоящим и	1	1
1274	напряженном и	1	1
1275	звучит как	2	1
1276	эти три	2	1
1277	и достоевского	1	1
1278	художественном произведении	1	1
1279	себя как	5	1
1280	же как	5	1
1281	на земле	1	1
1282	большинстве случаев	3	1
1283	рядом с	16	1
1284	позиции как	1	1
1285	в пределы	4	1
1286	их жизни	2	1
1287	сознания как	1	1
1288	романа мы	1	1
1289	объективного описания	1	1
1290	взаимодействие не	1	1
1291	от этого	2	1
1292	не смерти	1	1
1293	не даны	1	1
1294	его жизни	2	1
1295	слово в	3	1
1296	автором автор	1	1
1297	и последовательного	1	1
1298	лишь для	1	1
1299	героя для	1	1
