N	2gram	Tiupa_Narr	formyVre
206	в качестве	21	6
207	в таком	2	6
208	здесь как	1	6
209	мы можем	1	6
210	до нас	1	6
211	одной стороны	7	6
212	а как	1	6
213	и ее	2	6
214	в сущности	3	6
215	не могут	1	6
216	в которых	1	6
217	друг от	1	6
218	своей жизни	1	6
219	не является	8	6
220	смерти и	2	6
221	в совершенно	1	6
222	нет и	2	6
223	одной из	4	6
224	мы не	1	6
225	от друга	1	6
226	в присутствии	3	6
227	особенно в	3	6
228	не оставляет	1	6
229	в начале	1	6
230	пространства и	1	6
231	могло быть	1	6
232	есть не	1	6
233	более того	1	6
234	новое и	1	5
235	мы и	1	5
236	с этой	1	5
237	о чем	2	5
238	одно из	2	5
239	тем что	3	5
240	в это	1	5
241	было и	1	5
242	хотя бы	4	5
243	что все	1	5
244	точка зрения	6	5
245	на свет	1	5
246	и через	1	5
247	с другими	1	5
248	быть только	1	5
249	от этого	1	5
250	в смысле	1	5
251	той или	4	5
252	все основные	1	5
253	и является	1	5
254	по своей	3	5
255	в этой	5	5
256	протяжении всего	1	5
257	и от	1	5
258	мы будем	1	5
259	в него	1	5
260	в какой-то	1	5
261	мире и	1	5
262	что они	3	5
263	не на	2	5
264	с ними	1	5
265	далеко не	5	5
266	они не	2	5
267	не имеет	2	5
268	да и	4	5
269	и уже	1	5
270	он может	1	5
271	в едином	1	5
272	ничем не	1	5
273	мы имеем	2	5
274	но на	1	5
275	или в	2	5
276	об этом	1	5
277	и вообще	1	5
278	здесь это	1	5
279	нового времени	2	5
280	числе и	4	5
281	бы он	1	5
282	и только	2	5
283	от него	1	4
284	даже в	2	4
285	не являются	2	4
286	его от	1	4
287	другой стороны	4	4
288	по себе	5	4
289	жизни на	1	4
290	и со	1	4
291	при всей	4	4
292	европейского романа	1	4
293	в данном	5	4
294	в другом	1	4
295	по отношению	7	4
296	не становится	1	4
297	жизни как	3	4
298	жизни с	1	4
299	несмотря на	2	4
300	свет и	1	4
301	к жизни	1	4
302	человеческая жизнь	1	4
303	что не	4	4
304	в чем	1	4
305	именно как	1	4
306	совсем не	1	4
307	в историческом	1	4
308	для романа	1	4
309	в один	1	4
310	любви и	1	4
311	этом ряду	2	4
312	и при	1	4
313	что он	6	4
314	перед нами	4	4
315	это и	3	4
316	и более	1	4
317	языка и	2	4
318	совершенно иной	2	4
319	и т.д	7	4
320	же самое	1	4
321	и события	1	4
322	и было	1	4
323	как у	1	4
324	у нас	1	4
325	все равно	1	4
326	к концу	1	4
327	на одном	1	4
328	на его	1	4
329	тем более	2	4
330	связаны с	1	4
331	и тех	1	4
332	быть и	1	4
333	всей его	2	4
334	в тексте	16	4
335	включает в	2	4
336	и совершенно	1	4
337	существенную роль	1	3
338	с которыми	1	3
339	строго говоря	1	3
340	для восприятия	1	3
341	нас в	1	3
342	элементы в	1	3
343	в классическом	2	3
344	не обязательно	3	3
345	из нее	1	3
346	смерть как	1	3
347	в соответствии	1	3
348	герой в	1	3
349	культуры в	1	3
350	во внешнем	2	3
351	не могли	1	3
352	мы увидим	1	3
353	между вещами	1	3
354	распадается на	1	3
355	вещами и	1	3
356	в прошлом	3	3
357	место для	1	3
358	все время	1	3
359	не мог	4	3
360	человек не	1	3
361	явления как	1	3
362	внимание на	1	3
363	довлеет себе	1	3
364	и развития	1	3
365	на разных	1	3
366	событие в	2	3
367	же как	3	3
368	на земле	1	3
369	одна из	3	3
370	до известной	1	3
371	в двух	2	3
372	вверх и	1	3
373	связь с	1	3
374	очень часто	1	3
375	на этом	1	3
376	картины мира	5	3
377	другом и	2	3
378	как это	6	3
379	в тех	1	3
380	тот или	1	3
381	не могла	1	3
382	и есть	2	3
383	теми же	1	3
384	здесь также	1	3
385	к реальному	1	3
386	и ничего	1	3
387	над ними	1	3
388	и здесь	1	3
389	этой проблемы	1	3
390	жизни а	2	3
391	биографического и	1	3
392	целостности и	1	3
393	сами по	2	3
394	если не	4	3
395	все то	2	3
396	произведения в	1	3
397	подхода к	1	3
398	в слове	1	3
399	бы не	2	3
400	к другому	2	3
401	в аспекте	2	3
402	не входит	1	3
403	его и	1	3
404	что мы	2	3
405	в свою	3	3
406	в значительной	2	3
407	наконец в	2	3
408	не быть	1	3
409	не будем	1	3
410	известной степени	1	3
411	нем не	1	3
412	событий в	2	3
413	они еще	1	3
414	неотделимо от	1	3
415	но это	1	3
416	жизни не	1	3
417	точку зрения	4	3
418	то они	2	3
419	ему в	2	3
420	ни с	1	3
421	в первый	1	3
422	он как	1	3
423	совершенно не	2	3
424	силу и	1	3
425	а на	1	3
426	от всех	2	3
427	у всех	1	3
428	дело в	1	3
429	по своему	1	3
430	зрения не	1	3
431	не столько	4	3
432	в новом	1	3
433	это было	1	3
434	мира как	1	3
435	преимущественно в	1	3
436	он ни	1	3
437	она не	2	3
438	ни один	1	3
439	надо было	1	3
440	как уже	1	3
441	здесь только	1	3
442	но она	1	3
443	при всем	2	3
444	к ней	1	3
445	можно сказать	5	3
446	вплоть до	2	3
447	ни был	1	3
448	времени а	1	3
449	дело здесь	1	3
450	что на	2	3
451	мир как	1	2
452	чего не	1	2
453	того не	1	2
454	более что	1	2
455	без исключения	2	2
456	этот момент	1	2
457	этого момента	1	2
458	приходит к	2	2
459	оно уже	1	2
460	мыслится как	1	2
461	как они	1	2
462	на мир	1	2
463	от всего	1	2
464	для своей	2	2
465	мотивов в	1	2
466	и сами	1	2
467	как таковой	1	2
468	отличается от	4	2
469	ко второй	1	2
470	ни для	7	2
471	как только	1	2
472	определяется не	1	2
473	всего они	1	2
474	третий в	1	2
475	героя или	1	2
476	было в	2	2
477	своей природе	1	2
478	служит для	1	2
479	эпоса и	1	2
480	процесс в	1	2
481	из жизни	1	2
482	особое место	1	2
483	детализация и	1	2
484	говорить о	2	2
485	отметить что	1	2
486	свою очередь	3	2
487	в чистом	1	2
488	жизни то	1	2
489	и оценки	1	2
490	все без	1	2
491	он сам	2	2
492	однако эти	1	2
493	к нему	5	2
494	то в	6	2
495	что у	2	2
496	эта особенность	1	2
497	указать на	1	2
498	объединены в	1	2
499	и сама	1	2
500	биография и	1	2
501	картине мира	1	2
502	стремится к	1	2
503	тому же	5	2
504	видит в	1	2
505	в собственно	1	2
506	столько же	1	2
507	в разные	1	2
508	всех его	2	2
509	по аналогии	1	2
510	на себя	3	2
511	события эти	1	2
512	о смерти	1	2
513	жанров в	1	2
514	человек и	1	2
515	существенного значения	1	2
516	на другой	2	2
517	но как	2	2
518	в уста	1	2
519	где бы	1	2
520	бы она	1	2
521	разных местах	1	2
522	если же	1	2
523	рассказывания в	2	2
524	никто не	1	2
525	хотя в	2	2
526	и тот	2	2
527	др в	1	2
528	даже не	3	2
529	и сам	1	2
530	другой день	2	2
531	между людьми	1	2
532	его как	2	2
533	о его	1	2
534	которое мы	1	2
535	с чем	2	2
536	и определяется	1	2
537	происходят в	1	2
538	в полном	2	2
539	эпизоды в	2	2
540	события в	2	2
541	возникает в	1	2
542	к сыну	1	2
543	мы видели	1	2
544	но одновременно	1	2
545	во втором	4	2
546	образом и	1	2
547	в состав	1	2
548	они и	2	2
549	если в	3	2
550	живет в	1	2
551	должна быть	2	2
552	на ее	1	2
553	героя в	8	2
554	ряд не	1	2
555	человек с	1	2
556	литературе нового	1	2
557	и пространстве	5	2
558	в область	2	2
559	себе не	2	2
560	разумеется не	1	2
561	и строго	1	2
562	там же	1	2
563	самом деле	2	2
564	приобретает в	1	2
565	о своей	2	2
566	ничто в	1	2
567	можно назвать	1	2
568	как для	1	2
569	данном случае	4	2
570	о котором	1	2
571	говорить и	1	2
572	иной степени	1	2
573	они неразрывно	1	2
574	то и	1	2
575	в иной	2	2
576	произведении и	1	2
577	это то	1	2
578	и тогда	1	2
579	от других	1	2
580	беседы с	1	2
581	в мир	1	2
582	необходимо указать	1	2
583	каждый из	2	2
584	образом не	1	2
585	соответствии с	1	2
586	начиная с	1	2
587	за пределами	1	2
588	с нею	1	2
589	характерное для	1	2
590	этого слова	2	2
591	появляется в	1	2
592	в плане	1	2
593	и после	2	2
594	только о	2	2
595	длительности и	1	2
596	в другое	1	2
597	имеет начало	1	2
598	основе своей	4	2
599	лишь одну	1	2
600	и пр	1	2
601	для нас	1	2
602	идет о	2	2
603	для всего	1	2
604	в вечности	1	2
605	где он	1	2
606	себя в	5	2
607	картина мира	5	2
608	к месту	1	2
609	не существует	3	2
610	ее к	1	2
611	в организации	2	2
612	бытия и	1	2
613	и эта	1	2
614	о жизни	1	2
615	весьма существенную	1	2
616	до наших	1	2
617	за которым	1	2
618	но по	1	2
619	или даже	2	2
620	напротив они	1	2
621	к своему	1	2
622	но уже	1	2
623	они есть	1	2
624	акта и	1	2
625	на них	1	2
626	они все	2	2
627	может иметь	1	2
628	чистом виде	1	2
629	одну из	2	2
630	здесь совершенно	2	2
631	и может	1	2
632	не о	3	2
633	характерно для	1	2
634	единством места	1	2
635	время они	1	2
636	человека с	1	2
637	как то	1	2
638	с человеком	2	2
639	когда мы	2	2
640	для такого	1	2
641	зрения на	2	2
642	жизненного процесса	1	2
643	и конец	1	2
644	форме и	1	2
645	его порождает	1	1
646	время было	1	1
647	почву для	1	1
648	иной форме	1	1
649	на границах	1	1
650	является в	1	1
651	в настоящем	1	1
652	быть по	1	1
653	еще раз	1	1
654	с иными	1	1
655	таковы например	1	1
656	более не	2	1
657	русской литературе	1	1
658	исходя из	2	1
659	которая в	2	1
660	тех кто	1	1
661	есть прежде	1	1
662	граница между	1	1
663	иного мира	1	1
664	что один	1	1
665	это лишь	1	1
666	дело с	2	1
667	в финале	1	1
668	речи и	1	1
669	формы в	1	1
670	он видит	1	1
671	в общую	1	1
672	разность составляющих	1	1
673	рассказано в	1	1
674	от классического	1	1
675	всякое событие	2	1
676	до последнего	1	1
677	не бывает	1	1
678	как таковых	1	1
679	создает реальную	1	1
680	состоит именно	2	1
681	как слушатели-читатели	1	1
682	самого умирающего	1	1
683	более или	2	1
684	характерные образцы	1	1
685	на свой	2	1
686	в первом	3	1
687	случаях когда	1	1
688	и нераздельности	1	1
689	как об	1	1
690	зато в	1	1
691	конечном счете	2	1
692	но сложном	1	1
693	после него	1	1
694	детей и	1	1
695	мира это	1	1
696	показаться что	1	1
697	самих событий	1	1
698	бы один	1	1
699	к самому	2	1
700	всегда в	1	1
701	что по	2	1
702	литературных жанров	1	1
703	возможно лишь	1	1
704	времени эта	1	1
705	не менее	3	1
706	человека есть	1	1
707	и молитвы	1	1
708	как ритуальное	1	1
709	на руси	1	1
710	в обстановке	1	1
711	различные формы	1	1
712	и физически	2	1
713	все их	2	1
714	всем его	1	1
715	судьба или	1	1
716	первый взгляд	2	1
717	мире это	1	1
718	к умирающему	1	1
719	только благодаря	1	1
720	ними и	1	1
721	с точкой	2	1
722	все и	1	1
723	на природу	1	1
724	за рамки	2	1
725	мире не	1	1
726	что этот	1	1
727	совершенно особое	1	1
728	античности и	1	1
729	пространстве его	1	1
730	мира на	1	1
731	но во	1	1
732	еще одного	1	1
733	события как	2	1
734	отрыве от	1	1
735	не всегда	2	1
736	переставая быть	1	1
737	это же	1	1
738	и событие	1	1
739	положений и	1	1
740	одновременно понимаем	1	1
741	не отделена	1	1
742	не имеем	1	1
743	этого жанра	1	1
744	ряда мотивов	1	1
745	необходимо уточнить	1	1
746	точек зрения	2	1
747	ряду как	1	1
748	его по	2	1
749	мира вокруг	1	1
750	подобный вопрос	1	1
751	нераздельности но	1	1
752	в не	1	1
753	можем обозначить	1	1
754	и три	1	1
755	и формы	1	1
756	и речевой	1	1
757	ключ к	2	1
758	анекдота до	1	1
759	как правило	4	1
760	осуществлено только	1	1
761	полноту в	1	1
762	обычно предполагают	1	1
763	различных сферах	1	1
764	на него	3	1
765	на будущее	3	1
766	не переставая	1	1
767	выходящих за	1	1
768	который в	2	1
769	и внутренняя	1	1
770	включать в	2	1
771	литературу в	1	1
772	к этим	1	1
773	не представляется	1	1
774	романа он	1	1
775	к языку	1	1
776	каков бы	1	1
777	в мифологическую	1	1
778	едва ли	1	1
779	но сама	2	1
780	связей в	1	1
781	себе самом	2	1
782	бы то	3	1
783	в религиозном	1	1
784	не происходит	1	1
785	и представляет	2	1
786	нему в	1	1
787	говорит о	2	1
788	имеют место	2	1
789	не противоречит	1	1
790	как такового	1	1
791	от его	1	1
792	он отличается	1	1
793	для изучения	1	1
794	на том	3	1
795	слова эта	1	1
796	такого рода	7	1
797	в состоянии	1	1
798	о событии	1	1
799	первый раз	1	1
800	начала и	1	1
801	историческую продуктивность	1	1
802	к которому	2	1
803	своей матери	2	1
804	почему в	1	1
805	тем не	3	1
806	от начала	1	1
807	значительной степени	2	1
808	аналогии с	1	1
809	и следствий	1	1
810	и за	1	1
811	событие не	4	1
812	которой в	1	1
813	они в	2	1
814	чтобы встретить	1	1
815	что жанр	1	1
816	быть развернуто	1	1
817	доверия к	1	1
818	то только	1	1
819	как своего	1	1
820	организующую роль	1	1
821	в конечном	3	1
822	в будущем	2	1
823	как же	1	1
824	эпизоду в	1	1
825	а за	1	1
826	и позволяет	1	1
827	одним из	2	1
828	и испытаний	1	1
829	текста если	1	1
830	чтобы определить	1	1
831	или хотя	1	1
832	и всю	1	1
833	но само	1	1
834	циклического времени	2	1
835	этом последнем	1	1
836	как говорит	3	1
837	настоящим и	1	1
838	или до	1	1
839	всем своем	1	1
840	этом и	1	1
841	и перед	1	1
842	его событийной	2	1
843	и смертью	1	1
844	больше всего	1	1
845	составляющих ее	2	1
846	некоторой более	1	1
847	же здесь	1	1
848	и сближение	1	1
849	и кому	1	1
850	это видение	1	1
851	что как	1	1
852	действительности и	1	1
853	текст и	1	1
854	по поводу	1	1
855	в русской	1	1
856	точкой зрения	2	1
857	могли бы	1	1
858	опираясь на	1	1
859	времени жизни	1	1
860	не то	2	1
861	сложном событии	1	1
862	всю разность	1	1
863	границы между	1	1
864	данный момент	1	1
865	событие как	1	1
866	человеческого бытия	1	1
867	соотнесении с	1	1
868	не дает	1	1
869	здесь сохраняется	1	1
870	между тем	3	1
871	быть осуществлено	1	1
872	человека как	1	1
873	только внешняя	1	1
874	два события	1	1
875	прошлого и	2	1
876	в рассказе	4	1
877	в случае	7	1
878	процесса исторического	1	1
879	действующих лиц	1	1
880	и тем	4	1
881	какой-то мере	1	1
882	не будет	3	1
883	в системе	1	1
884	но зато	1	1
885	исторического в	1	1
886	все те	4	1
887	и определяет	1	1
888	главного героя	2	1
889	вспомним что	1	1
890	к ее	1	1
891	проблем в	1	1
892	бы уже	1	1
893	также не	1	1
894	этом смысле	1	1
895	и существенно	1	1
896	здесь отсутствует	1	1
897	жизни оно	1	1
898	жизни человеческого	1	1
899	событийной полноте	3	1
900	котором рассказано	1	1
901	которых оно	1	1
902	уст в	1	1
903	на некоторые	1	1
904	не сливаются	1	1
905	но без	2	1
906	человеческих отношений	1	1
907	однако в	2	1
908	материала в	1	1
909	о других	1	1
910	одновременно в	1	1
911	ее а	1	1
912	ее целостности	1	1
913	это ощущение	1	1
914	даже если	1	1
915	с которым	1	1
916	в общем	1	1
917	ей не	2	1
918	по направлению	1	1
919	и жанровые	1	1
920	бы быть	3	1
921	маски от	1	1
922	о роли	1	1
923	в данный	1	1
924	в различные	1	1
925	независимо от	2	1
926	в ритуале	1	1
927	рассуждением о	1	1
928	и случайных	1	1
929	возможностей в	1	1
930	в развитии	1	1
931	своего рода	12	1
932	и способность	1	1
933	в речи	1	1
934	жизни героя	1	1
935	в последующих	1	1
936	самому герою	1	1
937	самым существенным	1	1
938	целью и	1	1
939	сюжета от	2	1
940	развернуто в	1	1
941	следующий ряд	1	1
942	речи но	1	1
943	через посредство	1	1
944	этого понятия	2	1
945	выше но	1	1
946	случае смерть	1	1
947	роман с	1	1
948	образа и	1	1
949	каждый такой	1	1
950	из существенных	1	1
951	к заутрене	1	1
952	что это	3	1
953	этого второго	1	1
954	каким он	2	1
955	ни единого	1	1
956	и воскресению	1	1
957	из которых	4	1
958	времени когда	1	1
959	автора который	1	1
960	не простая	1	1
961	бы между	1	1
962	и делает	1	1
963	переходя к	1	1
964	сводится к	3	1
965	неразрывное единство	1	1
966	подобно тому	2	1
967	позиции в	1	1
968	один человек	2	1
969	событие о	1	1
970	должен был	1	1
971	оставляет места	1	1
972	ориентировано на	1	1
973	этой точки	2	1
974	по длительности	1	1
975	и одновременно	2	1
976	которых и	2	1
977	о художественных	1	1
978	могло не	1	1
979	это состояние	1	1
980	вокруг него	2	1
981	обозначить как	2	1
982	взгляда на	1	1
983	из уст	1	1
984	историческом событии	2	1
985	внизу и	1	1
986	эпизода мы	1	1
987	значении этого	3	1
988	ему что	1	1
989	может включать	2	1
990	как о	1	1
991	как не	1	1
992	есть нечто	1	1
993	ними не	1	1
994	произведение в	1	1
995	самого рассказывания	1	1
996	была и	2	1
997	приводит к	2	1
998	смертью в	1	1
999	может не	3	1
1000	связаны между	1	1
1001	знаменует не	1	1
1002	при всех	2	1
1003	далек от	1	1
1004	для читателя	1	1
1005	жизненной практике	1	1
1006	как произведение	1	1
1007	разные времена	1	1
1008	воспринимаем эту	1	1
1009	типов но	1	1
1010	далее и	1	1
1011	сами участвуем	1	1
1012	тотчас же	1	1
1013	обращения к	1	1
1014	с прошлым	1	1
1015	его детства	1	1
1016	это все	2	1
1017	быть не	1	1
1018	вступление в	1	1
1019	них как	1	1
1020	из его	1	1
1021	не у	1	1
1022	что если	1	1
1023	и больше	1	1
1024	но основной	1	1
1025	сведена к	1	1
1026	слов и	1	1
1027	событии которое	1	1
1028	последнем мы	1	1
1029	новелле и	1	1
1030	идет об	1	1
1031	местах и	1	1
1032	цели и	1	1
1033	процесс не	1	1
1034	их между	1	1
1035	так называемого	1	1
1036	при анализе	1	1
1037	другого в	1	1
1038	неразрывно объединены	1	1
1039	в единой	1	1
1040	дней часов	1	1
1041	эти происходят	1	1
1042	в дальнейшей	1	1
1043	его специфической	1	1
1044	есть его	1	1
1045	вдруг на	1	1
1046	она может	2	1
1047	от которой	1	1
1048	отца к	1	1
1049	в самую	2	1
1050	мира но	1	1
1051	нами два	1	1
1052	только здесь	1	1
1053	утрачивает свою	1	1
1054	формах но	1	1
1055	редко и	1	1
1056	особой жизнью	1	1
1057	к прошлому	1	1
1058	и будущего	1	1
1059	этом свидетельствует	1	1
1060	всего к	1	1
1061	слушатели-читатели события	1	1
1062	в понимании	1	1
1063	есть к	1	1
1064	к предмету	1	1
1065	день все	1	1
1066	детство и	1	1
1067	ее моментов	1	1
1068	к содержанию	3	1
1069	в художественных	1	1
1070	необходимый фон	1	1
1071	этого эпизода	3	1
1072	как к	2	1
1073	не знают	1	1
1074	вместе со	1	1
1075	в свое	1	1
1076	что оно	1	1
1077	со времен	1	1
1078	живущих в	1	1
1079	тоже не	1	1
1080	же люди	2	1
1081	хоть и	1	1
1082	благодаря этому	1	1
1083	свидетельствует о	1	1
1084	жениха и	1	1
1085	совершенно чуждо	1	1
1086	внутреннее содержание	1	1
1087	авторской позиции	2	1
1088	себе они	1	1
1089	видеть в	1	1
1090	он и	1	1
1091	пространстве а	1	1
1092	вспоминает как	1	1
1093	о нем	4	1
1094	в людях	1	1
1095	на самом	1	1
1096	в новелле	1	1
1097	участвуем как	1	1
1098	эту полноту	1	1
1099	в церковь	1	1
1100	к эпизоду	2	1
1101	ко второму	1	1
1102	единого слова	1	1
1103	наших дней	1	1
1104	становления и	1	1
1105	едином но	1	1
1106	было для	1	1
1107	опыт изучения	1	1
1108	перед смертью	1	1
1109	здесь даже	1	1
1110	качестве одной	1	1
1111	составляет необходимый	1	1
1112	данного произведения	1	1
1113	форм но	1	1
1114	не подлежит	1	1
1115	не предполагает	5	1
1116	настоящее по	1	1
1117	культуры с	1	1
1118	главы и	1	1
1119	отчего и	1	1
1120	мышлении и	1	1
1121	по его	1	1
1122	его текст	1	1
1123	эпизод в	1	1
1124	эта категория	1	1
1125	жанр в	1	1
1126	мире по	1	1
1127	статичен в	1	1
1128	и оно	1	1
1129	вследствие чего	2	1
1130	текст как	1	1
1131	а он	1	1
1132	или менее	2	1
1133	встречаются в	1	1
1134	и другого	1	1
1135	частности само	1	1
1136	особенности его	1	1
1137	в области	2	1
1138	этих двух	1	1
1139	к одному	1	1
1140	в юности	2	1
1141	событие самого	1	1
1142	бытия как	1	1
1143	как ни	2	1
1144	в цепь	1	1
1145	еще одной	1	1
1146	было предложено	1	1
1147	единое целое	1	1
1148	мы воспринимаем	1	1
1149	связь и	1	1
1150	однако если	1	1
1151	тому как	2	1
1152	не по	1	1
1153	но всегда	1	1
1154	в акте	1	1
1155	которое здесь	1	1
1156	обстоит дело	1	1
1157	с совершенно	1	1
1158	для кого	1	1
1159	из древнейших	1	1
1160	дело не	1	1
1161	во второй	2	1
1162	когда он	3	1
1163	даже самое	2	1
1164	что касается	2	1
1165	обязательно в	1	1
1166	от отца	1	1
1167	свою жизнь	1	1
1168	ее событий	1	1
1169	отношений между	1	1
1170	в нашей	1	1
1171	резко отличается	1	1
1172	более крупные	1	1
1173	только то	1	1
1174	от того	1	1
1175	в спальню	1	1
1176	жизни однако	1	1
1177	в отрыве	1	1
1178	где эта	1	1
1179	облекается в	1	1
1180	и самого	3	1
1181	произведения не	1	1
1182	границы этого	1	1
1183	особое отношение	1	1
1184	в характере	1	1
1185	может показаться	1	1
1186	день был	1	1
1187	понимаем и	1	1
1188	ни своей	2	1
1189	и определенным	1	1
1190	обладает более	1	1
1191	их на	1	1
1192	нуждается в	5	1
1193	для характеристики	1	1
1194	изображенного времени	1	1
1195	может и	1	1
1196	бытия в	3	1
1197	таким же	1	1
1198	после смерти	2	1
1199	формальную основу	1	1
1200	слова в	1	1
1201	с соответствующими	1	1
1202	под вечер	1	1
1203	жизнью и	2	1
1204	мира с	1	1
1205	смыкается с	1	1
