N	3gram	Bakhtin_Fr	KulturaY
221	по существу это	1	1
222	но это не	1	1
223	в значительной степени	1	1
224	этого слова но	1	1
225	же самое что	1	1
226	и в этой	2	1
227	в разной степени	1	1
228	и не может	1	1
229	а также и	4	1
230	другой стороны эта	1	1
231	идет здесь о	1	1
232	что это и	1	1
233	как своего рода	1	1
234	особенно важное значение	1	1
235	первый из них	2	1
236	нас в том	1	1
237	и на самом	1	1
238	с помощью которых	2	1
239	но рано или	1	1
240	является не только	1	1
241	и том же	1	1
242	мы находим в	2	1
243	если только они	1	1
244	одним из самых	1	1
245	но и в	3	1
246	из того факта	1	1
247	резко отличны от	1	1
248	в искаженном виде	1	1
249	нельзя понимать как	1	1
250	и для других	1	1
251	увидеть и раскрыть	1	1
252	в чем же	3	1
253	а не как	1	1
254	в это время	1	1
255	в наши времена	1	1
256	так как оно	1	1
257	как и в	1	1
258	в главе о	1	1
259	концы с концами	1	1
260	свидетельствуют о том	1	1
261	следовательно вовсе не	1	1
262	в г в	1	1
263	видим что в	1	1
264	там где их	1	1
265	и целый ряд	2	1
266	чем же объясняется	1	1
267	и к тому	1	1
268	связи с этим	3	1
269	так как слово	1	1
270	рядом с историей	1	1
271	во время оно	1	1
272	целый ряд других	1	1
273	все это в	1	1
274	коем случае нельзя	1	1
275	не имеет никакого	1	1
276	не будет уже	1	1
277	же значение имеют	1	1
278	в одной из	2	1
279	которым мы обязаны	1	1
280	другой стороны в	1	1
281	и в частности	1	1
282	и с точки	2	1
283	независимо от их	1	1
284	именно в этом	1	1
285	далеко не все	2	1
286	дело в том	4	1
287	чем у нас	1	1
288	одно и то	1	1
289	оно ничего не	1	1
290	только они не	1	1
291	было бы у	1	1
292	так как они	3	1
293	как раз то	2	1
294	в одном и	1	1
295	во всех этих	2	1
296	в сущности к	1	1
297	у нас на	1	1
298	с самого начала	3	1
299	она основана на	1	1
300	в сущности не	2	1
301	сказать несколько слов	1	1
302	и то что	1	1
303	и не могут	2	1
304	не столько против	1	1
305	или иной форме	1	1
306	в этой же	2	1
307	что свидетельствует о	1	1
308	в огромном большинстве	2	1
309	как мы сказали	2	1
310	то время когда	1	1
311	такая тенденция есть	1	1
312	и до конца	1	1
313	искусства и литературы	1	1
314	если мы будем	1	1
315	это прежде всего	1	1
316	в виду что	1	1
317	в пределах своей	1	1
318	мы находим и	1	1
319	того факта что	1	1
320	свое значение и	1	1
321	в нем есть	2	1
322	мы не можем	1	1
323	в году в	1	1
324	если бы он	1	1
325	в другом случае	1	1
