N	2gram	Bakhtin_KF	Problema
203	дело в	2	13
204	при условии	2	12
205	в другом	3	12
206	в которой	1	12
207	и можно	1	12
208	является только	1	12
209	в литературе	1	12
210	каждый раз	1	12
211	и очень	1	12
212	не являются	1	12
213	что этот	3	12
214	в смысле	6	12
215	что это	4	12
216	не будем	1	12
217	нисколько не	4	12
218	в целом	10	12
219	бы то	2	11
220	нет никакого	1	11
221	жизни в	5	11
222	тот же	3	11
223	по поводу	1	11
224	к нему	12	11
225	только не	1	11
226	не о	2	11
227	мы говорим	2	11
228	в истории	1	11
229	и во	1	11
230	общее и	3	11
231	в искусстве	1	11
232	и их	6	11
233	на том	1	10
234	но он	1	10
235	в математике	1	10
236	один из	2	10
237	художественного творчества	1	10
238	со всеми	2	10
239	бы не	3	10
240	то или	2	10
241	и всякий	1	10
242	в одном	5	10
243	отличается от	1	10
244	это будет	1	10
245	и сама	1	10
246	быть только	8	10
247	из которых	2	10
248	не имеют	1	10
249	относится к	1	10
250	быть и	3	10
251	слова и	1	10
252	с собой	1	9
253	в своих	4	9
254	их в	1	9
255	действительности а	1	9
256	вопрос о	2	9
257	нет и	3	9
258	здесь как	1	9
259	именно как	1	9
260	не нужно	2	9
261	тогда когда	3	9
262	только тогда	1	9
263	в трагедии	1	9
264	но эта	6	9
265	она не	2	9
266	или как	2	9
267	в жизни	2	9
268	только для	1	9
269	вообще и	1	9
270	между прочим	1	9
271	не был	1	9
272	был бы	3	9
273	поэтому и	1	9
274	здесь мы	4	9
275	с ней	1	9
276	и до	1	9
277	это было	2	9
278	жизнь и	2	9
279	человеческой жизни	1	9
280	и наконец	1	9
281	во всем	7	8
282	только что	1	8
283	ни только	1	8
284	и весь	4	8
285	конечно не	7	8
286	во всей	4	8
287	тем же	1	8
288	но для	3	8
289	от этого	2	8
290	между собой	1	8
291	и по	1	8
292	с ее	2	8
293	к его	1	8
294	никто не	1	8
295	только с	3	8
296	и тут	1	8
297	мы будем	1	8
298	если и	1	8
299	на его	1	8
300	были бы	2	8
301	входит в	4	8
302	и он	1	8
303	здесь нет	3	8
304	ни было	4	8
305	но ведь	5	8
306	себе и	3	8
307	мы здесь	3	8
308	не значит	6	8
309	и этот	3	8
310	это уже	2	8
311	он есть	1	8
312	в сознании	2	8
313	этот термин	1	8
314	для него	13	8
315	говорим о	2	8
316	а то	1	8
317	ведь если	1	8
318	его от	1	7
319	во все	1	7
320	предметов и	1	7
321	из себя	11	7
322	себе в	1	7
323	мы ни	1	7
324	в значительной	1	7
325	все в	1	7
326	в понятии	1	7
327	а с	2	7
328	или иное	2	7
329	не раз	1	7
330	его как	5	7
331	уже с	1	7
332	жизни а	1	7
333	оно не	2	7
334	эта последняя	1	7
335	это только	2	7
336	чем не	4	7
337	одной из	1	7
338	находятся в	1	7
339	была бы	1	7
340	это в	1	7
341	не можем	1	7
342	еще более	2	7
343	в это	2	7
344	нашего исследования	1	7
345	и так	1	7
346	все они	2	7
347	в основе	5	7
348	времени и	4	7
349	друг друга	1	7
350	мы возьмем	1	7
351	человека но	1	7
352	ее в	1	7
353	сознания и	3	7
354	же не	1	7
355	мира и	4	7
356	может иметь	2	7
357	в какой	1	7
358	не как	4	6
359	а есть	1	6
360	предмета и	1	6
361	тем или	1	6
362	в действительности	1	6
363	только как	4	6
364	имеем в	2	6
365	что именно	1	6
366	мышления и	2	6
367	до конца	3	6
368	есть просто	1	6
369	или не	1	6
370	и чисто	1	6
371	по своей	1	6
372	жизнь в	1	6
373	в него	2	6
374	чтобы не	2	6
375	и делает	3	6
376	функции в	1	6
377	отношения к	1	6
378	том смысле	1	6
379	зависимости от	1	6
380	но оно	1	6
381	и уже	1	6
382	с которой	1	6
383	именно на	2	6
384	могут быть	3	6
385	особенно в	1	6
386	независимо от	3	6
387	и может	3	6
388	к ней	1	6
389	а скорее	1	6
390	ведь и	1	6
391	дело здесь	2	6
392	себе а	2	6
393	самого себя	1	6
394	ровно ничего	1	6
395	она является	1	6
396	если он	1	6
397	одновременно и	1	6
398	перестает быть	1	6
399	и того	2	6
400	на первом	2	6
401	как оно	2	6
402	в зависимости	1	6
403	ли кто-нибудь	1	6
404	не мог	1	6
405	вся эта	2	6
406	содержится в	1	6
407	не знает	5	6
408	содержания и	2	6
409	но отнюдь	1	6
410	бы быть	5	6
411	можно только	1	6
412	как таковой	1	6
413	в известном	1	6
414	ни к	2	6
415	для меня	22	6
416	этого слова	2	6
417	с его	2	6
418	есть принцип	1	6
419	но с	1	6
420	для которого	3	6
421	только к	1	6
422	которую мы	1	6
423	дело не	2	6
424	мы его	1	6
425	когда он	1	6
426	нового времени	1	6
427	все другие	1	6
428	само по	1	6
429	не к	1	6
430	людей но	1	5
431	есть тот	1	5
432	другое дело	2	5
433	в этот	1	5
434	и когда	2	5
435	к этому	2	5
436	истории философии	1	5
437	я не	6	5
438	в каждом	3	5
439	если оно	1	5
440	только путем	1	5
441	и чтобы	1	5
442	и тот	3	5
443	между тем	4	5
444	утверждать что	1	5
445	его на	2	5
446	поэтому в	1	5
447	сводится к	2	5
448	и будет	1	5
449	ничем не	1	5
450	ясно и	3	5
451	он должен	1	5
452	что может	1	5
453	и нераздельное	1	5
454	для всего	1	5
455	о нем	4	5
456	ведь это	2	5
457	которые как	1	5
458	человека и	3	5
459	мира в	6	5
460	уже во	1	5
461	все что	1	5
462	из всех	1	5
463	нами в	2	5
464	предмет и	2	5
465	себя не	3	5
466	сам же	1	5
467	до того	1	5
468	действительности в	2	5
469	которой он	2	5
470	в каких	1	5
471	виду и	1	5
472	себя в	8	5
473	менее в	1	5
474	от его	5	5
475	должно быть	6	5
476	как его	4	5
477	одна из	1	5
478	что эта	2	5
479	бы его	1	5
480	о его	1	5
481	там где	5	5
482	образом и	1	5
483	науки и	1	5
484	этих случаях	1	5
485	единое и	5	5
486	здесь и	1	5
487	в предмете	1	5
488	они не	1	5
489	не для	1	5
490	говорить об	1	5
491	сказать и	1	5
492	его не	1	5
493	ту или	1	5
494	от того	3	5
495	лишь в	8	5
496	отношение к	6	5
497	только по	2	5
498	в разные	1	5
499	со всем	5	4
500	тем как	3	4
501	и само	2	4
502	в духе	1	4
503	ни одна	2	4
504	в мир	2	4
505	к другим	1	4
506	меня в	3	4
507	я могу	5	4
508	но мы	1	4
509	свой смысл	1	4
510	действительность и	1	4
511	но эти	1	4
512	вообще как	1	4
513	любви к	1	4
514	к ним	4	4
515	в контексте	5	4
516	теории и	3	4
517	определение и	1	4
518	случае когда	1	4
519	время и	5	4
520	она в	1	4
521	или иную	1	4
522	одно из	1	4
523	бы что	1	4
524	является и	1	4
525	бы только	1	4
526	человек и	2	4
527	смысл но	1	4
528	больше и	1	4
529	в эту	1	4
530	смысл и	6	4
531	же оказывается	1	4
532	где же	1	4
533	а тем	1	4
534	что только	2	4
535	себе как	2	4
536	любви и	1	4
537	смысла и	2	4
538	с целью	1	4
539	уже тем	1	4
540	совершенно правильно	1	4
541	для каждого	1	4
542	нет в	4	4
543	и пр	3	4
544	в свою	3	4
545	не быть	3	4
546	для нее	9	4
547	я в	1	4
548	той же	1	4
549	именно к	1	4
550	он как	1	4
551	первом плане	2	4
552	и справедливости	1	4
553	но всегда	2	4
554	и времени	1	4
555	это можно	2	4
556	всякое выражение	1	4
557	в каком-то	1	4
558	от него	3	4
559	новое и	1	4
560	можно говорить	1	4
561	здесь то	1	4
562	дело с	2	4
563	во втором	1	4
564	и просто	2	4
565	равно как	1	4
566	в корне	3	4
567	мы только	1	4
568	поскольку он	3	4
569	переходит в	1	4
570	конечно и	1	4
571	должен быть	7	4
572	момент в	7	4
573	ее не	1	4
574	собой и	1	4
575	не выходит	1	4
576	она и	1	4
577	и всей	1	4
578	для которой	3	4
579	то для	1	4
580	этот мир	2	4
581	все наше	1	4
582	смысле и	2	4
583	и она	2	4
584	единый и	3	4
585	следовательно и	1	4
586	представляется нам	1	4
587	и всякого	1	4
588	могло бы	4	4
589	но к	1	4
590	не содержится	1	4
591	кажется что	2	4
592	и никогда	1	4
593	и каждый	1	4
594	и др	1	4
595	с чем	1	4
596	с которым	1	4
597	бы оно	2	4
598	действительно есть	1	4
599	а как	2	4
600	одном случае	1	4
601	и менее	1	4
602	ориентации в	1	4
603	он будет	1	4
604	если это	1	4
605	своему смыслу	1	4
606	себя и	5	4
607	который и	1	4
608	это понятие	1	4
609	эта картина	1	4
610	сознании и	1	4
611	но о	1	4
612	не потому	2	4
613	из него	4	4
614	мог бы	1	4
615	не стоит	1	4
616	ему в	2	4
617	и за	2	4
618	в предыдущем	1	4
619	данте и	1	4
620	в ту	2	4
621	то этот	1	4
622	при таком	1	4
623	войти в	3	4
624	для нашей	1	4
625	другом случае	1	4
626	что эти	1	4
627	всю свою	1	4
628	другим и	1	4
629	так чтобы	1	4
630	всей его	2	4
631	еще на	1	4
632	о каких	1	4
633	бы он	2	4
634	это содержание	1	4
635	более не	1	3
636	в душе	1	3
637	и говорить	1	3
638	с соответствующим	1	3
639	и именно	2	3
640	в некотором	3	3
641	мир и	1	3
642	и смерти	2	3
643	рационализма и	1	3
644	путь от	1	3
645	находится в	1	3
646	от них	1	3
647	для этой	3	3
648	мы видим	1	3
649	и мы	2	3
650	что уже	1	3
651	это слово	1	3
652	в определении	1	3
653	есть еще	1	3
654	чем в	1	3
655	все культурные	1	3
656	я и	5	3
657	как просто	1	3
658	если я	2	3
659	а для	2	3
660	только от	1	3
661	но можно	4	3
662	много и	1	3
663	эти слова	1	3
664	на чем	1	3
665	все дело	1	3
666	образом в	1	3
667	его к	2	3
668	например что	1	3
669	на нем	2	3
670	тоже только	1	3
671	и та	3	3
672	к выводу	1	3
673	от своего	1	3
674	на месте	1	3
675	который не	1	3
676	при всех	1	3
677	в конкретном	1	3
678	к той	1	3
679	мысли и	1	3
680	предмет в	1	3
681	здесь вовсе	1	3
682	то все	1	3
683	него с	1	3
684	было и	2	3
685	предмета в	3	3
686	его только	1	3
687	котором мы	3	3
688	есть общее	1	3
689	как предмет	2	3
690	к предмету	1	3
691	в эстетике	1	3
692	но есть	2	3
693	может не	2	3
694	что значит	2	3
695	где он	3	3
696	не содержит	1	3
697	а все	3	3
698	основана на	1	3
699	бы для	1	3
700	этот акт	6	3
701	даже трудно	1	3
702	возможно и	1	3
703	мы никогда	1	3
704	конечно можно	1	3
705	один и	3	3
706	а он	1	3
707	в одной	1	3
708	только он	1	3
709	сказать только	1	3
710	и других	2	3
711	но при	1	3
712	ни один	1	3
713	но такое	1	3
714	и жизни	4	3
715	одного и	2	3
716	место в	6	3
717	другой и	1	3
718	но я	2	3
719	здесь именно	1	3
720	найти и	1	3
721	и свой	2	3
722	в первом	1	3
723	имеет для	1	3
724	из нее	2	3
725	мысль о	1	3
726	и требует	1	3
727	и общее	2	3
728	и смерть	1	3
729	остается только	1	3
730	и такие	1	3
731	и другой	1	3
732	поэтому мы	1	3
733	оно было	1	3
734	превращается в	1	3
735	всего этого	1	3
736	всего что	1	3
737	но этот	2	3
738	смысле не	2	3
739	быть в	4	3
740	а следовательно	3	3
741	ее и	6	3
742	то только	1	3
743	весь мир	2	3
744	что между	1	3
745	а к	1	3
746	и своего	1	3
747	делает его	1	3
748	должен был	1	3
749	на этом	1	3
750	ли это	2	3
751	значимость в	1	3
752	в системе	1	3
753	всех других	2	3
754	нем и	3	3
755	бесконечное множество	1	3
756	известном смысле	1	3
757	в первой	1	3
758	столь же	1	3
759	значило бы	2	3
760	значения как	1	3
761	и действительно	6	3
762	его с	2	3
763	должна быть	4	3
764	на ее	1	3
765	и должно	1	3
766	закон и	1	3
767	однако он	1	3
768	отношений между	1	3
769	конечно в	2	3
770	единый принцип	1	3
771	в процессе	2	3
772	относятся к	1	3
773	с ними	4	3
774	по самому	1	3
775	со стороны	8	3
776	всей своей	2	3
777	и полной	1	3
778	не за	1	3
779	созерцания и	1	3
780	являются здесь	1	3
781	том же	1	3
782	он может	2	3
783	слово и	1	3
784	формы и	1	3
785	жизни но	3	3
786	этого акта	1	3
787	но где	1	3
788	этих предметов	2	3
789	отвлечься от	1	3
790	в конкретной	3	3
791	жизни это	1	3
792	и где	1	3
793	помнить что	1	3
794	остановимся на	1	3
795	мысли в	1	3
796	поскольку она	2	3
797	каких бы	1	3
798	она должна	1	3
799	только так	1	3
800	думать что	2	3
801	и всех	2	3
802	нуждается в	1	3
803	она действительно	1	3
804	в чисто	1	3
805	котором он	3	3
806	ввиду того	1	2
807	никогда и	1	2
808	и имеет	1	2
809	к действительности	1	2
810	ли его	1	2
811	мало одного	1	2
812	именно она	2	2
813	будет ли	2	2
814	в живом	1	2
815	форму и	1	2
816	контекст и	1	2
817	исходить из	1	2
818	всеми своими	1	2
819	уже нет	1	2
820	и чувство	2	2
821	цели и	1	2
822	всем его	3	2
823	для выражения	2	2
824	его жизни	3	2
825	другого а	1	2
826	мы признаем	1	2
827	но во	1	2
828	из жизни	1	2
829	здесь нам	1	2
830	за собой	1	2
831	это значило	2	2
832	свою очередь	1	2
833	точке зрения	1	2
834	с другим	4	2
835	эти моменты	3	2
836	я с	1	2
837	есть действительно	2	2
838	ее как	2	2
839	разрушило бы	1	2
840	самого термина	1	2
841	человека вообще	3	2
842	не мыслится	1	2
843	понятие о	1	2
844	и живет	1	2
845	но поскольку	1	2
846	ближе к	3	2
847	этой книги	1	2
848	землю и	1	2
849	они будут	1	2
850	должен поступать	1	2
851	до их	1	2
852	другого как	1	2
853	такие которые	1	2
854	в третьем	1	2
855	своей структуре	1	2
856	большинстве случаев	1	2
857	был не	1	2
858	станет утверждать	1	2
859	науки а	1	2
860	не отличаются	1	2
861	ли будет	1	2
862	ни была	1	2
863	общего не	2	2
864	именно что	1	2
865	здесь на	1	2
866	при такой	1	2
867	этого факта	1	2
868	нечто а	1	2
869	не совпадает	1	2
870	целом и	3	2
871	подход к	1	2
872	что есть	2	2
873	небо и	1	2
874	условии своей	1	2
875	сознания мы	1	2
876	бы ни	1	2
877	не случайно	1	2
878	он его	1	2
879	сам этот	2	2
880	для самого	1	2
881	возможна только	1	2
882	значит ли	1	2
883	и конечно	2	2
884	должны быть	1	2
885	и кроме	1	2
886	его содержание	1	2
887	дать в	1	2
888	содержание и	2	2
889	по отношению	26	2
890	их взаимное	1	2
891	все смысловое	1	2
892	есть на	2	2
893	ему и	1	2
894	некоторым образом	1	2
895	ясность и	1	2
896	на основе	7	2
897	у меня	1	2
898	вступает в	3	2
899	нечего делать	1	2
900	это различие	1	2
901	и мыслится	1	2
902	в данной	1	2
903	она может	1	2
904	конца и	1	2
905	не из	2	2
906	жизни не	1	2
907	другого и	2	2
908	что ему	1	2
909	со мной	7	2
910	основе своей	2	2
911	зависит от	1	2
912	единства и	2	2
913	и смысл	2	2
914	данного момента	2	2
915	и всякое	1	2
916	за этим	1	2
917	в стороне	1	2
918	отвлечения от	3	2
919	и этих	1	2
920	и я	6	2
921	полноте и	1	2
922	себя или	2	2
923	общность и	1	2
924	и таким	1	2
925	и другого	3	2
926	но его	1	2
927	которого и	2	2
928	и эти	2	2
929	на один	1	2
930	с основной	1	2
931	дело когда	2	2
932	не с	1	2
933	ним как	1	2
934	лишь как	3	2
935	содержанием и	1	2
936	здесь возникает	1	2
937	такой же	1	2
938	уже чисто	1	2
939	и эта	2	2
940	человек не	2	2
941	оставить в	1	2
942	которой мы	1	2
943	и содержания	2	2
944	чего не	2	2
945	в момент	3	2
946	можно и	2	2
947	познания и	4	2
948	случае мы	2	2
949	но фактически	1	2
950	момента в	1	2
951	этот момент	7	2
952	жить и	2	2
953	и единственной	5	2
954	теоретически и	1	2
955	есть а	1	2
956	до степени	1	2
957	места и	4	2
958	и должен	2	2
959	всегда в	1	2
960	содержания но	2	2
961	относиться к	1	2
962	на все	1	2
963	я живу	2	2
964	сказать это	1	2
965	не должен	3	2
966	все свои	1	2
967	с нашим	1	2
968	входящего в	1	2
969	этим не	2	2
970	что ее	1	2
971	тем она	1	2
972	будет и	1	2
973	бы совершенно	1	2
974	жизни как	5	2
975	есть это	1	2
976	от себя	10	2
977	нем не	2	2
978	о принципе	1	2
979	на почве	1	2
980	на язык	3	2
981	есть тем	1	2
982	есть его	2	2
983	ним в	1	2
984	но такой	1	2
985	том случае	1	2
986	значит не	1	2
987	мыслится и	1	2
988	понять его	1	2
989	всеми другими	1	2
990	и говорят	1	2
991	что за	2	2
992	а эта	3	2
993	мы делаем	1	2
994	жизни вообще	1	2
995	остается в	1	2
996	бытия или	1	2
997	оказалось бы	1	2
998	не дает	3	2
999	слова мы	1	2
1000	ту же	1	2
1001	их и	1	2
1002	ее смысл	1	2
1003	в один	1	2
1004	имеет дело	1	2
1005	собою только	1	2
1006	себя но	1	2
1007	она сама	1	2
1008	к такому	1	2
1009	в содержании	1	2
1010	как с	1	2
1011	и свою	1	2
1012	а по	2	2
1013	нас как	1	2
1014	самому своему	1	2
1015	нас от	1	2
1016	отличаются от	1	2
1017	определения и	1	2
1018	как понятие	1	2
1019	и поскольку	1	2
1020	может стать	1	2
1021	за свое	4	2
1022	с собою	1	2
1023	правда не	1	2
1024	время является	1	2
1025	только одно	1	2
1026	признать что	1	2
1027	вообще а	1	2
1028	чего нет	1	2
1029	совпадает с	1	2
1030	не должно	3	2
1031	не дана	1	2
1032	пространстве и	1	2
1033	тем беднее	1	2
1034	а во	1	2
1035	и окончательно	1	2
1036	и под	2	2
1037	что я	5	2
1038	его для	1	2
1039	месте в	1	2
1040	есть смысловое	1	2
1041	в едином	10	2
1042	события есть	2	2
1043	оторвано от	1	2
1044	таком положении	1	2
1045	всякого человека	1	2
1046	и ясно	2	2
1047	отказаться от	2	2
1048	этого не	1	2
1049	как этот	1	2
1050	теоретические категории	1	2
1051	чтобы быть	2	2
1052	до ее	1	2
1053	лишь с	2	2
1054	этим самым	1	2
1055	единство и	1	2
1056	за его	1	2
1057	ко всему	5	2
1058	но такого	1	2
1059	области и	3	2
1060	возможны и	1	2
1061	все человеческое	1	2
1062	его момент	1	2
1063	а значит	2	2
1064	просто не	1	2
1065	будет совершенно	1	2
1066	предмет хотя	1	2
1067	говоря о	1	2
1068	этой смысловой	1	2
1069	не станет	1	2
1070	него и	2	2
1071	отношению к	22	2
1072	не предмет	1	2
1073	слова в	2	2
1074	чем та	1	2
1075	а я	1	2
1076	и совершенно	3	2
1077	они имеют	1	1
1078	что теория	1	1
1079	и теоретическая	1	1
1080	такое бытие	1	1
1081	индивидуальность а	1	1
1082	вечной истины	1	1
1083	ее самой	1	1
1084	нечто подобное	1	1
1085	действительного бытия	2	1
1086	следует что	1	1
1087	и получает	1	1
1088	основных моментов	1	1
1089	а затем	1	1
1090	в единую	1	1
1091	только за	1	1
1092	слова ведь	1	1
1093	моменты его	1	1
1094	вывод о	1	1
1095	между ними	1	1
1096	с действительностью	1	1
1097	и временные	2	1
1098	значимы и	1	1
1099	имеет смысл	1	1
1100	все моменты	1	1
1101	говоря вообще	1	1
1102	принципиально нет	2	1
1103	слово может	1	1
1104	мир как	6	1
1105	самого и	1	1
1106	только через	1	1
1107	место и	2	1
1108	здесь дело	1	1
1109	себя ничего	1	1
1110	это противопоставление	4	1
1111	к бытию	1	1
1112	смысле только	1	1
1113	разные стороны	1	1
1114	не понимая	1	1
1115	умирает в	1	1
1116	к смыслу	1	1
1117	все и	1	1
1118	всем другим	3	1
1119	книге о	1	1
1120	осуществляется в	1	1
1121	какого-нибудь определенного	1	1
1122	и должна	3	1
1123	из их	1	1
1124	самом своем	1	1
1125	целое именно	1	1
1126	из самого	2	1
1127	в данных	1	1
1128	но может	1	1
1129	чтобы охватить	1	1
1130	под скалами	1	1
1131	и другую	1	1
1132	стороны своей	2	1
1133	от своей	5	1
1134	где и	1	1
1135	но ни	2	1
1136	этот человек	1	1
1137	такая же	1	1
1138	точки для	1	1
1139	здесь говорим	1	1
1140	будем говорить	1	1
1141	ли она	1	1
1142	это что	1	1
1143	содержания только	1	1
1144	единому и	4	1
1145	жизни рождение	1	1
1146	к этим	1	1
1147	видения мира	1	1
1148	нем может	1	1
1149	с разных	1	1
1150	мало еще	1	1
1151	оно просто	1	1
1152	или иным	2	1
1153	всего в	1	1
1154	этих моментов	2	1
1155	общих понятий	3	1
1156	и оба	1	1
1157	каждый отдельный	2	1
1158	для мира	1	1
1159	имеют место	2	1
1160	оно ничем	1	1
1161	абстрактном мышлении	1	1
1162	мы ничего	1	1
1163	к себе	2	1
1164	нашей работы	1	1
1165	науки искусства	1	1
1166	и цели	1	1
1167	которых как	1	1
1168	ее можно	1	1
1169	в индивидуальность	1	1
1170	не изолирован	1	1
1171	творчества но	1	1
1172	оказался в	1	1
1173	теории а	1	1
1174	с нашей	1	1
1175	и кажется	1	1
1176	так по	1	1
1177	собою дело	1	1
1178	мышление и	2	1
1179	и индивидуальное	1	1
1180	виде определенной	1	1
1181	не путем	1	1
1182	и слышит	1	1
1183	родина и	1	1
1184	ее от	2	1
1185	другие а	1	1
1186	это нисколько	1	1
1187	b и	1	1
1188	смысловым содержанием	2	1
1189	предмет как	2	1
1190	нужно думать	1	1
1191	не могущая	1	1
1192	а должен	1	1
1193	но само	1	1
1194	мышления есть	1	1
1195	и исторической	1	1
1196	не остается	2	1
1197	этом последнем	1	1
1198	характер и	1	1
1199	является вовсе	1	1
1200	места где	1	1
1201	просто с	1	1
1202	на волю	2	1
1203	рядом с	3	1
1204	смысловой и	1	1
1205	сознания как	2	1
1206	во главе	2	1
1207	последняя как	1	1
1208	два мира	1	1
1209	свое содержание	1	1
1210	значит иметь	1	1
1211	конечно может	1	1
1212	по количеству	1	1
1213	разницу в	1	1
1214	другим людям	1	1
1215	и пространства	1	1
1216	как факт	1	1
1217	в философии	1	1
1218	средние века	1	1
1219	в отношение	1	1
1220	принципов и	1	1
1221	как единство	1	1
1222	отличен от	1	1
1223	которой ничего	1	1
1224	он находится	1	1
1225	человека как	1	1
1226	к такой	1	1
1227	других людей	3	1
1228	не забываю	1	1
1229	суждение не	1	1
1230	в какое-нибудь	1	1
1231	могла бы	4	1
1232	не само	1	1
1233	они находятся	2	1
1234	но своей	1	1
1235	одна мысль	1	1
1236	можно пройти	1	1
1237	есмь и	1	1
1238	мы дадим	1	1
1239	всей конкретной	1	1
1240	но прежде	1	1
1241	человеку в	1	1
1242	все остальное	2	1
1243	однако по	1	1
1244	здесь я	1	1
1245	значимость и	2	1
1246	события в	3	1
1247	нельзя говорить	1	1
1248	едином и	8	1
1249	мы пытаемся	1	1
1250	дерево а	1	1
1251	он действительно	1	1
1252	быть просто	1	1
1253	только я	1	1
1254	рождение и	1	1
1255	всем своим	1	1
1256	конечно необходимо	1	1
1257	лежащий в	1	1
1258	ним и	3	1
1259	синтеза и	1	1
1260	другого человека	1	1
1261	мысль не	2	1
1262	чтобы стать	2	1
1263	смерть и	1	1
1264	в человеке	1	1
1265	бы один	1	1
1266	творчества и	1	1
1267	с этого	2	1
1268	ведь смысл	1	1
1269	факторов и	1	1
1270	стороне и	1	1
1271	в составе	2	1
1272	к таким	1	1
1273	всякий другой	1	1
1274	вышла из	1	1
1275	маленький и	1	1
1276	в определенной	2	1
1277	любовь по	1	1
1278	целое как	1	1
1279	физических и	1	1
1280	и вопрос	1	1
1281	этом условии	1	1
1282	хотя ее	1	1
1283	данного предмета	1	1
1284	это может	1	1
1285	нашего мышления	1	1
1286	жизни является	2	1
1287	акт не	1	1
1288	частей и	1	1
1289	своей научной	1	1
1290	спорить о	1	1
1291	можно в	1	1
1292	что категории	1	1
1293	его и	2	1
1294	это дело	1	1
1295	воззрения в	1	1
1296	жизни при	1	1
1297	действительности это	1	1
1298	не относятся	1	1
1299	во мне	3	1
1300	быть не	2	1
1301	из его	3	1
1302	и теперь	1	1
1303	такие философские	1	1
1304	в которую	1	1
1305	смысл который	1	1
