N	2gram	Vinokur_Vv	FransuaR
734	не по	1	4
735	заключается в	4	4
736	же мы	1	4
737	основываясь на	1	4
738	в культуре	1	4
739	имеет дело	5	4
740	на рубеже	2	4
741	собственном смысле	3	4
742	народа в	1	4
743	не исчерпывается	2	4
744	о которой	2	4
745	в область	1	4
746	это есть	2	4
747	ряде других	1	4
748	явления как	1	4
749	состоит из	1	4
750	и отдельных	1	4
751	в известном	3	4
752	не должно	1	4
753	самое существенное	1	4
754	что уже	3	4
755	не могло	1	4
756	без всякого	1	4
757	заметить что	1	4
758	ее не	1	4
759	второй половине	2	4
760	это особенно	1	4
761	он называет	1	4
762	на которой	1	4
763	на тему	2	4
764	говорят о	1	4
765	как ее	1	4
766	для которого	1	4
767	целого и	2	4
768	что эти	1	4
769	быть и	2	4
770	истории но	1	4
771	что из	1	4
772	веков в	1	4
773	в чисто	4	4
774	языке и	4	3
775	какой бы	2	3
776	него в	2	3
777	романтического и	1	3
778	как об	9	3
779	похож на	1	3
780	он есть	1	3
781	есть то	1	3
782	с конца	2	3
783	от целого	1	3
784	больше всего	1	3
785	платона и	1	3
786	не всегда	1	3
787	с вещами	1	3
788	искусстве и	1	3
789	в прошлом	2	3
790	они должны	1	3
791	том чтобы	6	3
792	что именно	2	3
793	речи в	1	3
794	которой в	2	3
795	на соответствующие	2	3
796	ближе к	2	3
797	бы то	1	3
798	ее можно	1	3
799	которого он	1	3
800	после этого	2	3
801	в следующем	2	3
802	а с	2	3
803	есть еще	3	3
804	будто бы	2	3
805	всем что	1	3
806	времени как	1	3
807	тому что	2	3
808	литература в	1	3
809	ясно что	11	3
810	не есть	5	3
811	между собой	1	3
812	а для	1	3
813	в лучшем	1	3
814	не будет	1	3
815	должны были	1	3
816	истории и	4	3
817	природы и	2	3
818	но есть	1	3
819	те кто	2	3
820	его из	1	3
821	которые он	1	3
822	европейской культуры	1	3
823	о природе	7	3
824	для нашего	1	3
825	от своего	1	3
826	также не	1	3
827	к какому	2	3
828	вследствие этого	1	3
829	в каком	3	3
830	дошедшие до	1	3
831	так чтобы	3	3
832	этой работы	3	3
833	это только	4	3
834	после смерти	1	3
835	работа над	2	3
836	и об	1	3
837	вопрос об	1	3
838	таким путем	2	3
839	на две	1	3
840	степени в	1	3
841	а уж	1	3
842	в произведениях	1	3
843	и после	1	3
844	знать что	1	3
845	то ни	1	3
846	действительности в	2	3
847	при всей	2	3
848	из основных	1	3
849	или с	1	3
850	что с	3	3
851	смысле этого	9	3
852	участие в	1	3
853	знания и	3	3
854	как именно	1	3
855	к самой	2	3
856	на нее	3	3
857	исторической действительности	2	3
858	даже прямо	1	3
859	из различных	1	3
860	иной раз	2	3
861	в каждой	2	3
862	нем все	1	3
863	этих двух	2	3
864	ко второму	1	3
865	связь и	1	3
866	разной степени	1	3
867	этого рода	9	3
868	г и	1	3
869	лишь как	2	3
870	иной степени	1	3
871	в германии	3	3
872	в подлинном	2	3
873	же это	2	3
874	само собой	2	3
875	места и	1	3
876	становится возможным	1	3
877	которые не	2	3
878	которая в	1	3
879	как своего	1	3
880	не бывает	2	3
881	нашего исследования	1	3
882	особое отношение	1	3
883	вещей в	1	3
884	в одно	1	3
885	не что	5	3
886	рассуждение о	1	3
887	не существует	2	3
888	то это	3	3
889	того они	1	3
890	вот почему	3	3
891	между двумя	1	3
892	представлением о	1	3
893	между отдельными	1	3
894	нем есть	1	3
895	из существенных	1	3
896	всегда и	1	3
897	быть в	5	3
898	французского языка	1	3
899	и совершается	1	3
900	большей степени	2	3
901	наряду с	3	3
902	на античных	1	3
903	все здесь	1	3
904	что иное	5	3
905	которое он	1	3
906	к человеку	1	3
907	но еще	1	3
908	его биографии	1	3
909	одном месте	1	3
910	его время	1	3
911	в разной	2	3
912	в полной	1	3
913	что его	1	3
914	и того	3	3
915	человек в	1	3
916	такие же	1	3
917	он вовсе	1	3
918	должно было	1	3
919	что их	1	3
920	чтобы его	1	3
921	именно потому	1	3
922	явления в	1	3
923	этом смысле	11	3
924	первый из	2	3
925	ни одной	1	3
926	в силу	3	3
927	и языки	1	3
928	бы оно	1	3
929	которого мы	2	3
930	дает ему	1	3
931	а потому	5	3
932	за ним	1	3
933	известно что	1	3
934	к одной	1	3
935	теснейшим образом	1	3
936	от этой	1	3
937	из того	2	3
938	разного рода	1	3
939	здесь следовательно	1	3
940	науки и	5	3
941	целом ряде	2	3
942	с ней	2	3
943	мы говорим	3	3
944	это выражение	1	3
945	со стороны	16	3
946	которая не	1	3
947	тому кто	1	3
948	ни к	2	3
949	как целое	3	3
950	и тогда	3	3
951	его нельзя	1	3
952	или иных	3	3
953	не потому	1	3
954	ее с	1	3
955	всего к	2	3
956	войны в	1	3
957	дальнейшего развития	1	3
958	что каждый	1	3
959	для нее	2	3
960	слова но	1	3
961	становления и	1	3
962	и последующих	1	3
963	нам в	1	3
964	и понимания	1	3
965	об особом	2	3
966	права и	1	3
967	тех или	3	3
968	существенное в	1	3
969	в необходимости	1	3
970	продолжала жить	1	3
971	люди с	1	3
972	на других	1	3
973	выражения в	1	3
974	которое в	2	3
975	их можно	1	3
976	все более	4	3
977	именно это	1	3
978	и совершенно	2	3
979	из которой	2	3
980	иное как	6	3
981	и уже	3	3
982	такие явления	1	3
983	котором он	2	3
984	с которыми	2	2
985	характера как	1	2
986	без особых	1	2
987	в настоящем	1	2
988	народов в	1	2
989	точном смысле	1	2
990	эта идея	1	2
991	формы в	1	2
992	писать о	1	2
993	только за	1	2
994	и самые	1	2
995	чтобы в	1	2
996	работы в	3	2
997	целое и	2	2
998	этого типа	1	2
999	единого и	2	2
1000	есть совершенно	1	2
1001	есть тот	1	2
1002	первой половине	1	2
1003	подлинный смысл	1	2
1004	или ином	2	2
1005	в природе	1	2
1006	из четырех	1	2
1007	широком смысле	8	2
1008	говорится о	1	2
1009	ними и	2	2
1010	культуры не	3	2
1011	более широком	2	2
1012	языка в	5	2
1013	за исключением	1	2
1014	нас и	1	2
1015	своей природе	3	2
1016	слова было	1	2
1017	только как	7	2
1018	заключено в	1	2
1019	уже у	1	2
1020	и должна	1	2
1021	из себя	1	2
1022	должна была	2	2
1023	за собой	3	2
1024	культуре в	1	2
1025	которых так	1	2
1026	сохранился и	1	2
1027	любовь к	4	2
1028	культуры это	2	2
1029	было сказано	3	2
1030	из наиболее	4	2
1031	это единство	1	2
1032	их непосредственной	1	2
1033	тенденцию к	1	2
1034	речь не	1	2
1035	историю и	2	2
1036	в отдельных	1	2
1037	языка к	1	2
1038	на вопрос	6	2
1039	явления действительности	1	2
1040	мышления и	1	2
1041	охарактеризовать так	1	2
1042	определяет как	2	2
1043	так он	1	2
1044	самостоятельное существование	1	2
1045	но от	1	2
1046	вопрос мы	1	2
1047	или иными	1	2
1048	философской мысли	2	2
1049	что при	1	2
1050	внутреннее противоречие	1	2
1051	что непосредственно	1	2
1052	в конечном	3	2
1053	с двумя	1	2
1054	самом его	1	2
1055	именно самый	1	2
1056	широкого и	1	2
1057	по времени	2	2
1058	человеке и	1	2
1059	во главе	1	2
1060	в сторону	1	2
1061	тут нет	1	2
1062	отраслей знания	1	2
1063	в работе	3	2
1064	языка для	1	2
1065	должны быть	1	2
1066	и является	1	2
1067	чем больше	2	2
1068	была уже	1	2
1069	также как	1	2
1070	оно имеет	1	2
1071	по другим	1	2
1072	что есть	1	2
1073	понимает как	1	2
1074	и филологическое	1	2
1075	античного мира	1	2
1076	а главное	1	2
1077	есть ли	1	2
1078	и чем	2	2
1079	понятия и	1	2
1080	понять что	3	2
1081	в построении	1	2
1082	два аспекта	1	2
1083	жизни для	1	2
1084	при жизни	2	2
1085	которое с	1	2
1086	смотреть на	5	2
1087	в вопросах	1	2
1088	жизни а	1	2
1089	на те	1	2
1090	источники в	1	2
1091	уже знаем	2	2
1092	сам по	2	2
1093	хотя в	2	2
1094	с каждым	1	2
1095	такого же	2	2
1096	что оно	2	2
1097	что нет	2	2
1098	на особую	1	2
1099	более древних	1	2
1100	и внутренне	1	2
1101	лишь к	1	2
1102	характер но	1	2
1103	что одним	1	2
1104	произведение в	1	2
1105	оказалось что	2	2
1106	свою деятельность	1	2
1107	метода в	1	2
1108	так называемая	2	2
1109	различие между	1	2
1110	к нашему	1	2
1111	исторической жизни	1	2
1112	и народов	1	2
1113	или меньшую	1	2
1114	эту задачу	1	2
1115	вся она	1	2
1116	живым и	1	2
1117	чем они	2	2
1118	них как	1	2
1119	только тогда	1	2
1120	что если	2	2
1121	только один	1	2
1122	то все	1	2
1123	ближе всего	1	2
1124	художественной литературы	2	2
1125	на которые	1	2
1126	как только	2	2
1127	языка а	2	2
1128	наук и	4	2
1129	мы называем	2	2
1130	культурной жизни	2	2
1131	этом случае	6	2
1132	находятся в	2	2
1133	для второго	1	2
1134	и многие	1	2
1135	рода и	1	2
1136	вкладывает в	1	2
1137	этого целого	1	2
1138	связь в	1	2
1139	то мы	1	2
1140	имел в	1	2
1141	явления культуры	1	2
1142	однако не	4	2
1143	всего сказанного	1	2
1144	что ни	1	2
1145	теми же	1	2
1146	реальной действительности	1	2
1147	больше в	1	2
1148	который как	1	2
1149	с теми	2	2
1150	в стороне	1	2
1151	долгое время	1	2
1152	и я	1	2
1153	в такой	1	2
1154	иных отношениях	1	2
1155	что находится	1	2
1156	и основные	1	2
1157	свое выражение	3	2
1158	в самых	1	2
1159	материал для	3	2
1160	половине xix	2	2
1161	прямо как	1	2
1162	них были	1	2
1163	мы должны	2	2
1164	у того	1	2
1165	уже после	3	2
1166	могли не	1	2
1167	не с	3	2
1168	и важное	1	2
1169	мы снова	1	2
1170	или как	3	2
1171	этому поводу	3	2
1172	уже очень	1	2
1173	могло быть	1	2
1174	показывает как	1	2
1175	и своим	1	2
1176	для такого	1	2
1177	это можно	1	2
1178	действительно не	1	2
1179	медицины с	1	2
1180	может и	1	2
1181	что каждая	2	2
1182	в так	1	2
1183	их из	1	2
1184	по тому	1	2
1185	современной исторической	1	2
1186	сверх того	1	2
1187	к числу	2	2
1188	проникновения в	1	2
1189	всех ее	1	2
1190	в какой	6	2
1191	с исторической	1	2
1192	по мере	4	2
1193	понятий в	1	2
1194	а и	1	2
1195	на свой	1	2
1196	если он	1	2
1197	том или	2	2
1198	его отношение	1	2
1199	языка на	2	2
1200	свою особую	1	2
1201	отличается от	1	2
1202	речь идет	2	2
1203	он по	1	2
1204	и названий	1	2
1205	не должен	1	2
1206	языками в	1	2
1207	имея в	1	2
1208	этим не	1	2
1209	разных сторон	1	2
1210	большую или	1	2
1211	языков в	3	2
1212	всего что	1	2
1213	вообще и	3	2
1214	объединяются в	1	2
1215	уже более	1	2
1216	вернуться к	1	2
1217	например когда	1	2
1218	и историческими	2	2
1219	без того	1	2
1220	эта система	1	2
1221	обращенной к	1	2
1222	гораздо более	3	2
1223	на почве	5	2
1224	времени все	2	2
1225	не принадлежит	1	2
1226	собой в	2	2
1227	смысле в	2	2
1228	кризиса и	1	2
1229	ним в	1	2
1230	в реальном	1	2
1231	и места	1	2
1232	и художественно	1	2
1233	что такое	12	2
1234	от языка	2	2
1235	не от	1	2
1236	по содержанию	3	2
1237	и развития	2	2
1238	напомнить что	1	2
1239	в идее	1	2
1240	полной ясностью	1	2
1241	теми или	1	2
1242	и по-видимому	1	2
1243	выражение и	1	2
1244	встречается в	1	2
1245	по ее	1	2
1246	эта традиция	2	2
1247	а только	8	2
1248	это тоже	1	2
1249	и прямо	1	2
1250	необходимость в	1	2
1251	могли стать	1	2
1252	именно как	3	2
1253	не самый	1	2
1254	реальным и	1	2
1255	значительное место	1	2
1256	к слову	1	2
1257	был уже	1	2
1258	с традициями	1	2
1259	на той	1	2
1260	объясняется и	1	2
1261	и воспринимать	1	2
1262	но зато	2	2
1263	не приходится	1	2
1264	как эта	1	2
1265	ко времени	2	2
1266	что может	3	2
1267	что всякий	1	2
1268	общего с	1	2
1269	условия для	1	2
1270	он определяет	1	2
1271	это делает	2	2
1272	которое мы	1	2
1273	более широкого	1	2
1274	тем временем	1	2
1275	тесно связан	1	2
1276	есть система	1	2
1277	традиции как	1	2
1278	проявляются в	1	2
1279	филологическое изучение	3	2
1280	как с	1	2
1281	но также	16	2
1282	дан в	1	2
1283	они только	1	2
1284	одном и	1	2
1285	в особых	1	2
1286	в науке	1	2
1287	литературного развития	1	2
1288	нас от	1	2
1289	чтобы превратить	1	2
1290	если не	1	2
1291	xviii в	6	2
1292	могло не	1	2
1293	и чрезвычайно	1	2
1294	первой половины	1	2
1295	нет он	1	2
1296	направление в	3	2
1297	это понимание	2	2
1298	знает что	1	2
1299	чтобы убедиться	1	2
1300	и первых	1	2
1301	которой был	1	2
1302	мог не	1	2
1303	можно охарактеризовать	1	2
1304	отрицание не	1	2
1305	мы его	1	2
1306	том насколько	1	2
1307	в итоге	1	2
1308	две части	2	2
1309	это своеобразное	1	2
1310	о своем	1	2
1311	при помощи	3	2
1312	соответствии с	2	2
