N	2gram	Vygotskiy_	Literetu
451	является по	2	2
452	до последнего	1	2
453	их не	1	2
454	быть названа	1	2
455	из двух	2	2
456	и другим	2	2
457	начинается с	2	2
458	на эту	1	2
459	собой не	2	2
460	совершенно новой	1	2
461	свою собственную	1	2
462	в самый	1	2
463	отношением к	3	2
464	на первый	2	2
465	сделать в	1	2
466	действительности в	1	2
467	состоит не	2	2
468	в котором	2	2
469	принципиальное различие	1	2
470	раз и	3	2
471	языка в	1	2
472	это последнее	1	2
473	сам не	2	2
474	два момента	3	2
475	собой как	3	2
476	с другим	1	2
477	этой связи	1	2
478	между двумя	4	2
479	приходит к	6	2
480	значительной степени	1	2
481	уже и	1	2
482	еще более	5	2
483	в чистом	1	2
484	означает не	1	2
485	сила и	3	2
486	утверждал что	1	2
487	самом начале	2	2
488	сказать что	18	2
489	для всей	3	2
490	ключ к	1	2
491	и у	1	2
492	русская классическая	1	2
493	быть в	3	2
494	путь от	4	2
495	имеем дело	2	2
496	слово не	1	2
497	тогда он	1	2
498	речь не	3	2
499	есть по	1	2
500	тем более	5	2
501	что развитие	14	2
502	по поводу	3	2
503	нам остается	2	2
504	для этой	1	2
505	гораздо более	1	2
506	к нему	4	2
507	только не	7	2
508	их объединяет	1	2
509	что у	4	2
510	на протяжении	2	2
511	как нам	1	2
512	в психологии	1	2
513	это будет	2	2
514	но еще	1	2
515	внимание на	1	2
516	и всегда	1	2
517	первый раз	1	2
518	как путь	1	2
519	целого а	1	2
520	по мнению	2	2
521	известные нам	2	2
522	и сама	1	2
523	согласно которой	2	2
524	языка он	1	2
525	и притом	2	2
526	но он	8	2
527	от тех	1	2
528	тому что	14	2
529	не остается	1	2
530	в живом	1	2
531	воздействие на	1	2
532	такова что	1	2
533	и вместе	1	2
534	сознания как	1	2
535	так сказать	1	2
536	а только	8	2
537	не станем	2	2
538	вопрос что	2	2
539	как сказано	1	2
540	бы в	6	2
541	остается в	1	2
542	складывается из	1	2
543	потребности в	2	2
544	если оно	1	2
545	не означает	5	2
546	чтобы он	1	2
547	явления в	1	2
548	новых и	1	2
549	на нем	2	2
550	но зато	1	2
551	одно и	2	2
552	всех других	1	2
553	в истинном	1	2
554	и хотя	2	2
555	как известно	7	2
556	в школе	16	2
557	общей для	1	2
558	слова из	2	2
559	друг другу	2	2
560	в общем	1	2
561	и по	5	2
562	здесь мы	1	2
563	этой системе	1	2
564	процесса в	3	2
565	в него	1	2
566	и чужого	3	2
567	и ее	2	2
568	в статье	1	2
569	однако и	1	2
570	о работе	1	2
571	иначе говоря	2	2
572	как с	5	2
573	им как	1	2
574	своего собственного	3	2
575	тогда когда	10	2
576	на первом	1	2
577	оно было	1	2
578	не идет	1	2
579	и при	4	2
580	была бы	1	2
581	что они	8	2
582	никак не	6	2
583	интересующего нас	1	2
584	на определенный	1	2
585	оно не	2	2
586	о природе	1	2
587	не более	1	2
588	одновременно с	4	2
589	значение в	3	2
590	и будет	1	2
591	к его	4	2
592	с ними	4	2
593	которого является	2	2
594	становится ясным	1	2
595	перед нами	1	2
596	к той	1	2
597	свое время	2	2
598	полной мере	1	2
599	это и	3	2
600	и более	8	2
601	а если	2	2
602	своей собственной	2	2
603	из этих	2	2
604	так чтобы	1	2
605	на основе	6	2
606	второй из	1	2
607	с которой	2	2
608	могло быть	1	2
609	или иных	2	2
610	не начинается	1	2
611	в совершенно	2	2
612	но мы	7	2
613	собой но	2	2
614	ко всей	2	2
615	мог бы	1	2
616	начиная с	1	2
617	объект в	1	2
618	может оказаться	2	2
619	всякий раз	1	2
620	легко может	1	2
621	который по	2	2
622	со словом	1	2
623	то как	3	2
624	не видит	1	2
625	у них	1	2
626	всю полноту	2	2
627	с каким	2	2
628	чуть ли	1	2
629	которому он	1	2
630	этом случае	5	2
631	ответ на	3	2
632	именно теми	1	2
633	ему в	2	2
634	на вопрос	7	2
635	второй половине	1	2
636	в первый	1	2
637	над ней	1	2
638	других но	1	2
639	мы имеем	4	2
640	ничего кроме	3	2
641	вовне в	1	2
642	в преодолении	1	2
643	имел в	1	2
644	сам себе	1	2
645	по этому	1	2
646	раз в	4	2
647	что к	2	2
648	чем он	5	2
649	в сферу	2	2
650	нас к	6	2
651	есть в	2	2
652	другом месте	4	2
653	при таком	1	2
654	нет у	2	2
655	должно стать	1	2
656	в такой	5	2
657	должен быть	1	2
658	текст как	1	2
659	а он	1	2
660	от первого	1	2
661	и тех	1	2
662	в будущем	1	2
663	в полной	1	2
664	а как	1	2
665	оно в	1	2
666	всю свою	1	2
667	могут служить	1	2
668	чистом виде	1	2
669	она не	2	2
670	его не	1	2
671	в ход	1	2
672	дело не	2	2
673	исследования в	1	2
674	что касается	1	2
675	нужно было	1	2
676	не знаю	1	2
677	дает им	1	2
678	что нам	3	2
679	последнее слово	1	2
680	по той	1	2
681	эту тему	1	2
682	оно должно	2	2
683	в понимании	1	2
684	для такого	1	2
685	что есть	1	2
686	равной мере	4	2
687	только по	4	2
688	этом и	2	2
689	слова в	3	2
690	которое в	1	2
691	тех или	2	2
692	и новые	1	2
693	на слово	2	2
694	не можем	2	2
695	что на	2	2
696	совершается в	4	2
697	к действительности	1	1
698	является в	2	1
699	несомненно что	1	1
700	только из	1	1
701	в настоящем	1	1
702	с момента	1	1
703	этого необходимо	1	1
704	ничто в	1	1
705	язык а	1	1
706	другом но	1	1
707	в момент	4	1
708	только что	6	1
709	которые не	5	1
710	и становятся	2	1
711	с собственным	2	1
712	случае мы	2	1
713	изменений и	1	1
714	без исключения	1	1
715	дело с	2	1
716	до самого	2	1
717	в ряде	2	1
718	к числу	1	1
719	о пути	2	1
720	эта новая	1	1
721	в пользу	1	1
722	строго говоря	1	1
723	в общую	1	1
724	говорит о	4	1
725	с более	3	1
726	мы это	2	1
727	которое может	1	1
728	с той	1	1
729	почему мы	1	1
730	требует от	6	1
731	своих собственных	1	1
732	не меняет	1	1
733	понятий в	24	1
734	путем в	1	1
735	которую он	1	1
736	понимается как	1	1
737	что чем	1	1
738	ко всем	1	1
739	более или	1	1
740	две другие	1	1
741	но все	2	1
742	и просто	1	1
743	ни одна	1	1
744	и слабость	3	1
745	всегда остается	1	1
746	из самых	1	1
747	которое по	1	1
748	уже на	3	1
749	и требует	2	1
750	к другим	2	1
751	мы никогда	1	1
752	данного вида	1	1
753	в наиболее	1	1
754	стороны в	1	1
755	имеет место	4	1
756	некоторой части	2	1
757	в собственном	2	1
758	их в	3	1
759	прошлого в	1	1
760	над самим	1	1
761	что почти	1	1
762	целым рядом	1	1
763	как только	4	1
764	истинном значении	1	1
765	в кино	1	1
766	с этим	9	1
767	не подчиняется	1	1
768	нам не	1	1
769	меняет в	1	1
770	при наличии	2	1
771	ответить на	4	1
772	значение только	1	1
773	родной речи	1	1
774	и принципиальное	1	1
775	же следует	1	1
776	не могли	1	1
777	самое себя	1	1
778	этой деятельности	1	1
779	знал что	1	1
780	которой он	1	1
781	каждого нового	1	1
782	из культурного	1	1
783	в воображении	1	1
784	путь из	1	1
785	всегда может	1	1
786	имеет в	1	1
787	обнаруживается при	1	1
788	он отвергает	1	1
789	понятия в	11	1
790	почти исключительно	1	1
791	но эти	1	1
792	вот почему	3	1
793	настолько что	1	1
794	системе отношений	2	1
795	из понимания	1	1
796	с самой	1	1
797	из наших	1	1
798	но может	1	1
799	и переходит	1	1
800	но они	2	1
801	последнем случае	1	1
802	в различных	3	1
803	и когда	1	1
804	внимания к	1	1
805	который известен	1	1
806	обнаруживает в	3	1
807	и те	2	1
808	причине что	1	1
809	не что	2	1
810	и показательные	1	1
811	процессов в	2	1
812	самого начала	8	1
813	момента в	3	1
814	точке зрения	1	1
815	а другой	3	1
816	в не	1	1
817	закон не	1	1
818	его за	1	1
819	тенденцию к	1	1
820	представляется что	1	1
821	общего для	1	1
822	переход от	7	1
823	наряду с	3	1
824	такая же	1	1
825	к которому	7	1
826	же слова	1	1
827	входят в	1	1
828	в зависимости	2	1
829	ибо она	1	1
830	не умеет	6	1
831	это значит	5	1
832	разрешения на	1	1
833	мысль которая	1	1
834	приближаются к	1	1
835	если эта	1	1
836	человеку и	2	1
837	что даже	1	1
838	в отдельных	1	1
839	на котором	3	1
840	понятие о	3	1
841	характеризуется тем	1	1
842	нас на	1	1
843	в системе	4	1
844	но так	1	1
845	взаимоотношений между	2	1
846	проходит через	1	1
847	они умеют	1	1
848	вступлением к	1	1
849	с первого	2	1
850	подлежит сомнению	1	1
851	того о	1	1
852	представить себе	2	1
853	мысли так	1	1
854	как справедливо	1	1
855	той мере	3	1
856	влияние на	2	1
857	этой внутренней	1	1
858	этой задачи	1	1
859	к их	2	1
860	нельзя сказать	1	1
861	после того	2	1
862	от мыслей	1	1
863	но из	1	1
864	как для	1	1
865	мертвых и	1	1
866	несколько иной	1	1
867	собой в	2	1
868	в состоянии	6	1
869	что уже	3	1
870	состояние его	1	1
871	мы знаем	5	1
872	к словесной	1	1
873	корнями в	1	1
874	находится в	2	1
875	и омега	1	1
876	в последующие	1	1
877	внутренней и	1	1
878	что при	4	1
879	хотя на	1	1
880	из ничего	1	1
881	он однако	1	1
882	года после	1	1
883	чем сознательно	1	1
884	в тот	4	1
885	в осознании	2	1
886	над сознанием	1	1
887	в корне	2	1
888	и развитие	20	1
889	в европейской	1	1
890	в следующем	1	1
891	не путем	1	1
892	видит в	1	1
893	является чем-то	3	1
894	чем в	6	1
895	как же	2	1
896	или не	2	1
897	столько же	1	1
898	так было	1	1
899	в которой	8	1
900	и отношения	3	1
901	ее от	1	1
902	как по	1	1
903	с двумя	1	1
904	прежде чем	2	1
905	составляет прямую	1	1
906	на которое	2	1
907	но совершенно	1	1
908	не нуждается	1	1
909	мышления что	1	1
910	что за	1	1
911	это мы	3	1
912	каком отношении	1	1
913	слова ведь	1	1
914	с самого	8	1
915	но для	3	1
916	стадии и	1	1
917	и своего	1	1
918	ему то	1	1
919	но само	1	1
920	между этими	3	1
921	на пути	1	1
922	по мере	6	1
923	этом последнем	1	1
924	речь шла	1	1
925	сегодняшний день	3	1
926	в деле	1	1
927	между ними	5	1
928	рядом с	1	1
929	сознания является	1	1
930	он мыслит	1	1
931	в употреблении	1	1
932	от этого	1	1
933	и оказывается	3	1
934	а отнюдь	1	1
935	о которых	2	1
936	в свете	4	1
937	в двух	1	1
938	о невозможности	1	1
939	здесь мыслится	1	1
940	связанным с	1	1
941	что оказывается	1	1
942	для новой	1	1
943	к мысли	6	1
944	в смысле	3	1
945	своей мысли	2	1
946	полагает что	1	1
947	поэтому у	1	1
948	в других	2	1
949	сих пор	3	1
950	вопроса о	5	1
951	деятельности и	1	1
952	к ситуации	2	1
953	нами как	1	1
954	какой степени	2	1
955	в лучшем	3	1
956	утверждая что	1	1
957	опираясь на	1	1
958	мы можем	15	1
959	это вполне	1	1
960	находит свое	2	1
961	вообще в	2	1
962	простой причине	1	1
963	которых в	1	1
964	но речь	1	1
965	не одного	1	1
966	никакого существенного	1	1
967	мы уже	4	1
968	все остальные	1	1
969	момента когда	1	1
970	именно потому	3	1
971	и дети	1	1
972	природе своей	1	1
973	пути с	2	1
974	себе поскольку	1	1
975	для тех	1	1
976	является его	2	1
977	в развитии	45	1
978	новые и	3	1
979	конфликта и	3	1
980	возвращаясь к	1	1
981	подтверждают эту	1	1
982	сущности говоря	5	1
983	и определяет	2	1
984	на глазах	1	1
985	потребность в	4	1
986	себя на	1	1
987	является одним	2	1
988	такое что	1	1
989	поэтому даже	1	1
990	даже не	1	1
991	оказывается как	1	1
992	примеры и	1	1
993	решение вопроса	2	1
994	из общего	1	1
995	как один	1	1
996	из прошлого	1	1
997	для жизни	1	1
998	он представляет	2	1
999	с таким	4	1
1000	когда мы	4	1
1001	работа как	1	1
1002	с большой	1	1
1003	к единой	1	1
1004	же самого	4	1
1005	показать что	4	1
1006	только с	1	1
1007	два года	1	1
1008	очевидна и	1	1
1009	это делает	1	1
1010	когда они	1	1
1011	приводят к	4	1
1012	на отдельные	2	1
1013	как частный	3	1
1014	что только	3	1
1015	и развитием	16	1
1016	в отношениях	1	1
1017	программы при	1	1
1018	что без	1	1
1019	место чем	1	1
1020	другого как	1	1
1021	которые были	1	1
1022	на место	2	1
1023	появляется у	1	1
1024	приходится признать	1	1
1025	является общим	1	1
1026	независимо от	3	1
1027	осознанность и	3	1
1028	всех этих	1	1
1029	согласно этой	2	1
1030	что этот	1	1
1031	центральное место	1	1
1032	в какой-то	1	1
1033	в один	1	1
1034	в одну	1	1
1035	он должен	9	1
1036	одного и	9	1
1037	значения слов	3	1
1038	мы видели	10	1
1039	он говорил	1	1
1040	которая и	1	1
1041	выше по	1	1
1042	близкие по	1	1
1043	быть подчинено	1	1
1044	можно только	2	1
1045	и подобно	2	1
1046	на чем	1	1
1047	первую очередь	4	1
1048	второй стадии	1	1
1049	основе этой	2	1
1050	на деле	1	1
1051	до сих	3	1
1052	он уже	1	1
1053	исходный момент	2	1
1054	и здесь	2	1
1055	мы встретились	1	1
1056	другие в	1	1
1057	его из	1	1
1058	в основном	2	1
1059	которой не	1	1
1060	со своего	1	1
1061	идет путем	1	1
1062	и менее	1	1
1063	ходе исследования	1	1
1064	представляют собой	4	1
1065	что это	1	1
1066	эти самые	1	1
1067	я сегодня	1	1
1068	целого ряда	1	1
1069	когда это	2	1
1070	и этого	1	1
1071	его на	2	1
1072	не исчерпывается	1	1
1073	задолго до	4	1
1074	в работах	1	1
1075	с каждым	1	1
1076	определенные условия	1	1
1077	и делает	2	1
1078	глубокие изменения	1	1
1079	не могут	7	1
1080	строгой и	1	1
1081	менее чем	1	1
1082	и сделать	1	1
1083	его собственными	2	1
1084	должен был	3	1
1085	нам в	2	1
1086	оказывается в	2	1
1087	из величайших	1	1
1088	приобретает в	1	1
1089	собой и	3	1
1090	в обратном	2	1
1091	иметь в	1	1
1092	принципиально иной	1	1
1093	пройденный в	1	1
1094	мы говорим	4	1
1095	предполагать что	1	1
1096	но вот	1	1
1097	не делает	2	1
1098	движутся в	1	1
1099	в процессе	37	1
1100	с целым	1	1
1101	в памяти	2	1
1102	есть нечто	1	1
1103	может стать	2	1
1104	в определенной	4	1
1105	момент и	1	1
1106	мы вынуждены	2	1
1107	и так	1	1
1108	у школьника	5	1
1109	от его	1	1
1110	никто не	2	1
1111	между и	1	1
1112	что иное	2	1
1113	без которых	1	1
1114	в которых	2	1
1115	ключом к	1	1
1116	о котором	1	1
1117	и активно	1	1
1118	его началу	1	1
1119	том как	3	1
1120	именно поэтому	3	1
1121	зависимости от	3	1
1122	в известном	9	1
1123	друг от	5	1
1124	имеет здесь	1	1
1125	к другому	3	1
1126	языка на	1	1
1127	выступает как	1	1
1128	он мог	1	1
1129	той простой	1	1
1130	то здесь	1	1
1131	слова к	3	1
1132	фразы и	1	1
1133	нарастает и	1	1
1134	младенческого возраста	2	1
1135	интеллектуальной деятельности	1	1
1136	только одно	1	1
1137	появляется и	1	1
1138	одним и	1	1
1139	второго порядка	1	1
1140	этого явления	1	1
1141	существовать в	1	1
1142	отличается от	2	1
1143	год от	1	1
1144	всегда стоит	1	1
1145	первая и	1	1
1146	языка и	6	1
1147	что мы	11	1
1148	более ранних	1	1
1149	совершенно иной	3	1
1150	самого конца	1	1
1151	роли в	2	1
1152	где есть	1	1
1153	совпадает с	4	1
1154	своем внутреннем	1	1
1155	мы его	4	1
1156	бы по	1	1
1157	слово которое	1	1
1158	должно явиться	1	1
1159	в новой	5	1
1160	остается только	2	1
1161	в середине	1	1
1162	жизнь с	1	1
1163	те или	2	1
1164	именно на	1	1
1165	значение для	4	1
1166	высказывание и	1	1
1167	чтобы она	1	1
1168	переходит к	1	1
1169	и наиболее	2	1
1170	на основании	2	1
1171	вещей как	1	1
1172	произносит и	1	1
1173	целый ряд	5	1
1174	ни были	1	1
1175	только тем	1	1
1176	тогда она	1	1
1177	более и	3	1
1178	иным путем	1	1
1179	что такая	1	1
1180	и находит	1	1
1181	всегда больше	1	1
1182	перед глазами	1	1
1183	в каком	2	1
1184	как будет	1	1
1185	только часть	1	1
1186	потому и	4	1
1187	психологическое исследование	1	1
1188	и там	1	1
1189	исследования эти	1	1
1190	самые различные	1	1
1191	если мы	9	1
1192	и во	2	1
1193	ответа на	1	1
1194	принадлежит к	2	1
1195	частности между	1	1
1196	значение имеет	1	1
1197	для изучения	1	1
1198	же мере	5	1
1199	эту теорию	1	1
1200	самого в	1	1
1201	только при	1	1
1202	именно то	3	1
1203	говорил что	1	1
1204	котором мы	1	1
1205	речь без	3	1
1206	на этот	9	1
1207	обращение к	1	1
1208	не стоит	1	1
1209	здесь и	1	1
1210	хорошо в	1	1
1211	по кругу	1	1
1212	ряд фигур	1	1
1213	младенца и	1	1
1214	только потому	1	1
1215	имеет не	1	1
1216	это единственный	1	1
1217	в деятельности	5	1
1218	же он	1	1
1219	движения и	1	1
1220	исключительно в	1	1
1221	нее и	1	1
1222	последнего времени	2	1
1223	во внутреннем	2	1
1224	другого и	1	1
1225	с того	3	1
1226	обратиться к	2	1
1227	нашему мнению	1	1
1228	поэтому он	2	1
1229	высшей степени	3	1
1230	более глубокий	1	1
1231	к началу	5	1
1232	это речь	4	1
1233	как выстрел	1	1
1234	умственные способности	1	1
1235	они возникают	4	1
1236	одних и	1	1
1237	поэтому что	1	1
1238	возвращает нас	2	1
1239	сознания который	2	1
1240	пришли к	1	1
1241	способность к	3	1
1242	того как	6	1
1243	нас не	1	1
1244	который всегда	2	1
1245	возникает в	3	1
1246	исходила из	1	1
1247	как сама	1	1
1248	нашего внимания	1	1
1249	на что	1	1
1250	тому чтобы	4	1
1251	от которого	1	1
1252	которых он	2	1
1253	этой мысли	1	1
1254	которые вместе	1	1
1255	что первое	2	1
1256	неизмеримо более	5	1
1257	ни на	3	1
1258	и решения	1	1
1259	развитии и	4	1
1260	зрения по	1	1
1261	состоящее в	3	1
1262	чтобы сделаться	1	1
1263	все это	2	1
1264	уровней в	1	1
1265	в первую	4	1
1266	а все	1	1
1267	слова а	1	1
1268	деятельность сознания	1	1
1269	в движение	1	1
1270	чем категория	2	1
1271	слова не	2	1
1272	когда же	1	1
1273	в виде	3	1
1274	к построению	1	1
1275	а собственно	1	1
1276	и понятий	5	1
1277	это всегда	2	1
1278	что ни	1	1
1279	самого существования	1	1
1280	от друга	5	1
1281	или в	1	1
1282	когда оно	2	1
1283	существу мысль	1	1
1284	когда ребенок	8	1
1285	но эта	1	1
1286	как наиболее	2	1
1287	же по	3	1
1288	это еще	1	1
1289	места в	1	1
1290	одного а	1	1
1291	не те	1	1
1292	самой в	1	1
1293	возникают прежде	1	1
1294	сознания но	1	1
1295	вообще не	5	1
1296	сама по	4	1
1297	случае не	2	1
1298	что перед	1	1
1299	за которым	1	1
1300	не подлежит	2	1
1301	не предполагает	1	1
