N	2gram	Medvedev_F	Vvedenie
127	что и	10	5
128	в виду	2	5
129	другой стороны	5	5
130	с их	2	5
131	в них	4	5
132	науки с	1	5
133	в г	1	5
134	в первом	8	5
135	одним из	1	5
136	дело в	1	5
137	что не	4	5
138	не есть	4	5
139	при том	1	5
140	что он	8	5
141	приходим к	2	5
142	что иное	1	5
143	от этого	3	5
144	по своему	1	5
145	данном случае	2	5
146	культуры в	1	5
147	во всяком	6	5
148	наука о	1	5
149	языка в	8	5
150	так что	2	5
151	и тем	3	5
152	а не	11	5
153	говорить о	4	5
154	есть и	1	5
155	в различных	2	5
156	не что	1	5
157	научной работе	1	5
158	или вообще	1	5
159	т п	11	5
160	а как	5	5
161	независимо от	5	5
162	она есть	2	5
163	в целом	7	5
164	как это	8	5
165	есть не	1	5
166	всяком случае	6	5
167	в особенности	7	4
168	в более	2	4
169	только что	1	4
170	здесь нет	1	4
171	этот процесс	1	4
172	с одной	5	4
173	любовь к	1	4
174	об искусстве	3	4
175	с точки	17	4
176	этом отношении	7	4
177	как раз	8	4
178	в результате	8	4
179	в виде	2	4
180	в себе	4	4
181	должен был	3	4
182	так или	1	4
183	особого рода	1	4
184	но все	4	4
185	или иначе	2	4
186	в одном	2	4
187	в котором	2	4
188	заключается в	1	4
189	от истории	1	4
190	и ее	15	4
191	но ведь	4	4
192	как она	5	4
193	в своей	16	4
194	научного исследования	1	4
195	речь в	1	4
196	да и	1	4
197	сравнению с	1	4
198	в чем	2	4
199	должен быть	5	4
200	к тому	6	4
201	по крайней	1	4
202	чтобы понять	2	4
203	еще не	6	4
204	однако не	5	4
205	не имеет	2	4
206	в каждом	3	4
207	как о	8	4
208	и история	3	4
209	от характера	1	4
210	и заключается	2	4
211	относящихся к	1	4
212	даже и	5	4
213	науки а	2	4
214	одной стороны	5	4
215	по сравнению	1	4
216	е в	2	4
217	в чисто	1	4
218	к делу	1	4
219	по отношению	4	4
220	мы имеем	1	4
221	не вполне	1	4
222	отличие от	2	4
223	в и	1	4
224	в отличие	2	4
225	крайней мере	1	4
226	можно сказать	2	4
227	той же	2	4
228	отношению к	4	4
229	одной из	2	4
230	связи между	1	4
231	в области	6	4
232	все более	4	4
233	наук и	1	4
234	только с	1	4
235	и для	5	4
236	и обратно	1	4
237	из них	5	4
238	этого термина	2	3
239	всего того	1	3
240	своего рода	1	3
241	истории литературы	18	3
242	и к	7	3
243	с этим	6	3
244	собственном смысле	1	3
245	история литературы	10	3
246	можно говорить	2	3
247	и здесь	8	3
248	и на	10	3
249	как такового	8	3
250	этой области	1	3
251	зависит от	2	3
252	и вот	2	3
253	такого рода	1	3
254	понятно что	1	3
255	именно как	14	3
256	при этом	14	3
257	этой науки	2	3
258	что это	1	3
259	в сущности	3	3
260	говорит о	1	3
261	из которых	1	3
262	не как	7	3
263	что собственно	1	3
264	но что	2	3
265	в отношении	3	3
266	в этих	3	3
267	научной работы	2	3
268	чем в	1	3
269	связи с	12	3
270	текста и	1	3
271	материал для	1	3
272	с чисто	1	3
273	если бы	8	3
274	себе что	1	3
275	науки об	12	3
276	и сам	1	3
277	строгом смысле	2	3
278	а также	1	3
279	том отношении	1	3
280	в силу	1	3
281	мы говорим	4	3
282	за собой	1	3
283	науку и	1	3
284	в конце	2	3
285	вообще не	1	3
286	сама по	2	3
287	в в	2	3
288	в собственном	1	3
289	здесь все	1	3
290	вряд ли	2	3
291	одновременно и	1	3
292	как в	12	3
293	направление в	3	3
294	с историей	2	3
295	большей или	1	3
296	этим в	1	3
297	и теми	1	3
298	нисколько не	2	3
299	между ними	3	3
300	зависимости от	5	3
301	в каком	1	3
302	есть еще	1	3
303	с понятием	1	3
304	той или	1	3
305	литературы в	8	3
306	на дело	1	3
307	чем же	3	3
308	бы и	1	3
309	на этой	1	3
310	и других	4	3
311	все эти	12	3
312	то это	1	3
313	как целое	1	3
314	и есть	1	3
315	язык и	8	3
316	на этом	2	3
317	стороны и	4	3
318	своей природе	1	3
319	так называемой	1	3
320	что же	6	3
321	в значительной	3	3
322	входит в	8	3
323	по возможности	1	3
324	же как	3	3
325	так чтобы	1	3
326	в работе	2	3
327	в другом	2	3
328	в строгом	2	3
329	совсем не	2	3
330	второй половины	1	3
331	этой работы	2	3
332	в ней	15	3
333	вот почему	1	3
334	или же	4	3
335	и тогда	1	3
336	которых не	1	3
337	и уже	1	3
338	во второй	3	3
339	в слове	4	3
340	в частности	4	3
341	со всей	3	3
342	только на	8	3
343	исследования и	3	3
344	в изучении	1	3
345	или иных	1	3
346	не с	2	3
347	в этой	10	3
348	не следует	5	3
349	того же	1	3
350	как оно	1	3
351	от того	2	3
352	так же	5	3
353	при помощи	2	3
354	о литературе	9	3
355	этому поводу	1	3
356	всего то	1	3
357	sui generis	2	3
358	или меньшей	1	3
359	работы в	1	3
360	отношение к	4	3
361	литературное произведение	10	3
362	наряду с	1	3
363	на нее	2	3
364	до конца	9	3
365	в своем	12	3
366	по этому	2	3
367	в зависимости	4	3
368	или иной	1	3
369	в германии	2	3
370	отношении что	1	3
371	язык в	2	3
372	одна из	2	3
373	здесь не	5	3
374	к этому	3	3
375	тех или	1	3
376	для которых	1	3
377	для этого	6	3
378	что уже	1	3
379	историк литературы	3	3
380	в известной	2	3
381	понять что	1	3
382	мы видели	5	3
383	гораздо более	1	3
384	к нему	3	3
385	никогда не	6	3
386	с которыми	1	2
387	во всем	3	2
388	так и	24	2
389	должна была	2	2
390	и другие	3	2
391	что они	4	2
392	во втором	7	2
393	в содержании	7	2
394	на языке	2	2
395	что оно	4	2
396	говоря уже	1	2
397	действительности к	1	2
398	исторического изучения	2	2
399	из литературного	1	2
400	познания и	4	2
401	от действительности	3	2
402	должна быть	11	2
403	мы не	6	2
404	время в	4	2
405	нам не	1	2
406	и должно	4	2
407	смысле в	1	2
408	смысле и	2	2
409	несмотря на	2	2
410	к действительности	3	2
411	из того	1	2
412	вопросу о	1	2
413	и историческими	1	2
414	ни к	1	2
415	учение о	4	2
416	о них	1	2
417	следует что	3	2
418	это уже	1	2
419	он и	3	2
420	и из	1	2
421	сам по	2	2
422	какой бы	2	2
423	нашего времени	1	2
424	и сама	1	2
425	с системой	1	2
426	и историю	4	2
427	время не	2	2
428	в работах	3	2
429	понятия в	2	2
430	себя в	1	2
431	для них	4	2
432	не столько	5	2
433	критики и	1	2
434	у нас	6	2
435	целом ряде	2	2
436	в формах	4	2
437	них и	1	2
438	все равно	1	2
439	лежит в	1	2
440	и развития	2	2
441	то она	1	2
442	говорит он	7	2
443	этих понятий	1	2
444	в своих	3	2
445	не было	7	2
446	этой точки	1	2
447	этого не	1	2
448	есть лишь	3	2
449	ее от	2	2
450	ни одна	2	2
451	что к	1	2
452	и с	17	2
453	его прямой	1	2
454	без остатка	1	2
455	с ней	1	2
456	по их	2	2
457	каким образом	1	2
458	исторической действительности	1	2
459	значение в	4	2
460	по существу	8	2
461	с теми	2	2
462	как увидим	2	2
463	и всего	1	2
464	жизни и	10	2
465	и требует	1	2
466	науку о	2	2
467	том или	1	2
468	например в	1	2
469	тому что	3	2
470	в ряде	1	2
471	чтобы можно	1	2
472	и без	1	2
473	к таким	1	2
474	в связи	11	2
475	уже совсем	1	2
476	выражение в	1	2
477	рядом с	1	2
478	оказалось что	1	2
479	есть только	3	2
480	том смысле	3	2
481	следовательно и	2	2
482	в ряду	2	2
483	языка на	1	2
484	к своему	1	2
485	или ином	1	2
486	и со	3	2
487	как наука	1	2
488	к какому	2	2
489	это понимание	1	2
490	по тем	1	2
491	об особом	1	2
492	и истории	5	2
493	же касается	1	2
494	но уже	1	2
495	пока не	1	2
496	литературы с	4	2
497	те кто	1	2
498	возникает вопрос	1	2
499	в каждой	1	2
500	как только	1	2
501	могло бы	2	2
502	искусство и	1	2
503	и те	2	2
504	в дальнейшем	3	2
505	влечет за	1	2
506	во всех	9	2
507	этих двух	2	2
508	и чем	3	2
509	не говоря	1	2
510	действительности в	3	2
511	и потому	9	2
512	но как	2	2
513	которая существует	1	2
514	нужно знать	1	2
515	а с	1	2
516	не существует	1	2
517	более широком	1	2
518	на твердую	1	2
519	а если	1	2
520	не могли	2	2
521	это понятие	1	2
522	самое же	1	2
523	и литературы	1	2
524	мы уже	1	2
525	ничего не	5	2
526	материалом и	2	2
527	в языке	5	2
528	своего предмета	1	2
529	чтобы он	2	2
530	в свою	8	2
531	доказывать что	1	2
532	художественных произведений	5	2
533	только так	2	2
534	из его	2	2
535	в этот	2	2
536	уже знаем	1	2
537	у них	3	2
538	из которой	1	2
539	быть и	5	2
540	не мог	1	2
541	для нее	2	2
542	что если	2	2
543	именно на	4	2
544	увидим что	1	2
545	если же	4	2
546	своей целью	1	2
547	отношении к	2	2
548	хотя в	1	2
549	из него	2	2
550	литературного явления	1	2
551	в тех	1	2
552	от других	2	2
553	в форме	2	2
554	а между	1	2
555	и до	8	2
556	этой стороны	1	2
557	и каковы	2	2
558	лишь как	7	2
559	свое значение	1	2
560	тогда как	1	2
561	это может	1	2
562	в обоих	1	2
563	каждый из	3	2
564	литературы и	6	2
565	свою очередь	6	2
566	она была	3	2
567	наука не	1	2
568	как будет	1	2
569	состоит в	3	2
570	таким путем	1	2
571	ко времени	2	2
572	составляет его	1	2
573	проблемы и	2	2
574	искусства и	5	2
575	языка не	2	2
576	если это	1	2
577	но вместе	1	2
578	мог бы	1	2
579	в практическом	2	2
580	и др	8	2
581	из истории	1	2
582	значение и	4	2
583	должно быть	13	2
584	произведения и	9	2
585	с соответствующими	1	2
586	в основу	2	2
587	языка как	11	2
588	путь от	1	2
589	а так	1	2
590	все время	7	2
591	истории искусств	1	2
592	а отсюда	1	2
593	тем более	1	2
594	языка с	1	2
595	своего содержания	1	2
596	иной раз	2	2
597	языка а	4	2
598	с помощью	13	2
599	что именно	2	2
600	на то	2	2
601	в создании	2	2
602	историю и	1	2
603	его к	1	2
604	слова как	2	2
605	же это	2	2
606	это в	1	2
607	на котором	2	2
608	надо было	1	2
609	быть названы	1	2
610	этого слова	4	2
611	но это	4	2
612	конце концов	2	2
613	большей степени	1	2
614	бы в	6	2
615	жизни как	1	2
616	и совершенно	2	2
617	по истории	2	2
618	к языку	1	2
619	только о	1	2
620	в совокупности	1	2
621	в подлинном	1	2
622	не к	2	2
623	как совокупность	1	2
624	воззрения на	1	2
625	к общим	1	1
626	одном отношении	1	1
627	литературного языка	3	1
628	материальной организации	1	1
629	от изучения	1	1
630	понять и	1	1
631	материал в	1	1
632	что было	2	1
633	все в	3	1
634	всего в	5	1
635	здесь идет	1	1
636	а кроме	1	1
637	было на	1	1
638	то в	3	1
639	от простого	1	1
640	не мешает	1	1
641	есть однако	1	1
642	дает нам	1	1
643	литературой в	2	1
644	только тогда	1	1
645	одном месте	1	1
646	был и	2	1
647	связи и	1	1
648	и стало	1	1
649	истории русского	1	1
650	язык может	2	1
651	такая наука	1	1
652	мы видим	1	1
653	в гораздо	1	1
654	и многие	2	1
655	явно не	1	1
656	от материала	1	1
657	для нашего	2	1
658	идет уже	1	1
659	все здесь	1	1
660	построение из	1	1
661	гуманитарные науки	1	1
662	как одна	1	1
663	та же	3	1
664	общения в	3	1
665	степени в	1	1
666	мышления и	2	1
667	смысле что	2	1
668	буквой и	1	1
669	она и	1	1
670	его нельзя	1	1
671	том насколько	1	1
672	и очень	1	1
673	этого направления	3	1
674	а наоборот	3	1
675	от его	3	1
676	они не	7	1
677	почва для	1	1
678	может не	1	1
679	к овладению	1	1
680	бы то	4	1
681	смысле не	1	1
682	уже создано	1	1
683	также что	1	1
684	ли они	2	1
685	на язык	5	1
686	роль и	1	1
687	его из	3	1
688	сторона работы	1	1
689	исторической жизни	2	1
690	к одной	1	1
691	жизни а	2	1
692	им как	1	1
693	нужно было	2	1
694	время и	2	1
695	именно так	1	1
696	своего собственного	1	1
697	что каждый	2	1
698	и особые	1	1
699	как к	5	1
700	за исключением	3	1
701	которые он	1	1
702	чем на	1	1
703	в общих	1	1
704	до него	1	1
705	том числе	1	1
706	что этого	1	1
707	произведений не	1	1
708	и имеет	1	1
709	этого целого	1	1
710	самое понятие	4	1
711	оно было	3	1
712	могли не	1	1
713	для всякого	2	1
714	мы знаем	3	1
715	отношения к	6	1
716	из основных	1	1
717	его содержание	2	1
718	еще более	6	1
719	именно для	1	1
720	однако и	3	1
721	групп и	1	1
722	материала и	7	1
723	объект изучения	2	1
724	е все	1	1
725	и основной	1	1
726	на те	1	1
727	для него	9	1
728	которых он	1	1
729	себе научное	1	1
730	ни было	2	1
731	противоречий и	1	1
732	и чрезвычайно	1	1
733	в определенном	1	1
734	опираться на	1	1
735	это значит	1	1
736	или иными	1	1
737	и лингвистика	2	1
738	а это	1	1
739	гнездо в	1	1
740	связи в	1	1
741	именно она	1	1
742	с ним	3	1
743	как музыка	1	1
744	кроме того	3	1
745	они только	1	1
746	что при	1	1
747	чтобы этот	1	1
748	было не	1	1
749	действительность как	1	1
750	в некоторых	2	1
751	которого он	1	1
752	в литературе	6	1
753	и историка	1	1
754	и художественно	2	1
755	какие именно	1	1
756	хх вв	1	1
757	к предмету	4	1
758	по праву	1	1
759	ее в	3	1
760	или выражения	1	1
761	всех ее	1	1
762	деятельность не	1	1
763	от этой	1	1
764	для нас	1	1
765	что самая	2	1
766	же собственно	1	1
767	и этим	2	1
768	и принципиально	1	1
769	в каком-нибудь	1	1
770	метода он	1	1
771	и независимого	1	1
772	многое в	1	1
773	слова в	2	1
774	и о	3	1
775	примеров такого	1	1
776	этом понятии	2	1
777	самом же	1	1
778	требует от	2	1
779	на самом	8	1
780	здесь в	2	1
781	литературного развития	2	1
782	предисловии к	3	1
783	экспериментальной фонетики	1	1
784	его от	5	1
785	с исторической	1	1
786	о методах	1	1
787	на которой	1	1
788	из возможных	2	1
789	каждом своем	1	1
790	иного рода	1	1
791	возможно только	1	1
792	превратиться в	1	1
793	то только	1	1
794	ее изучения	1	1
795	таком случае	1	1
796	себе не	1	1
797	в русском	2	1
798	как своего	1	1
799	у него	1	1
800	что между	1	1
801	идеализма и	3	1
802	не на	3	1
803	не выходя	1	1
804	как таковым	2	1
805	под этим	1	1
806	различия между	1	1
807	законы развития	1	1
808	быть вполне	1	1
809	вопрос об	2	1
810	языка при	2	1
811	работы и	1	1
812	непосредственно в	5	1
813	оно не	6	1
814	как не	1	1
815	языка поэтому	1	1
816	как они	4	1
817	как же	1	1
818	чтобы в	1	1
819	и физиология	1	1
820	психологии и	1	1
821	если не	1	1
822	более или	7	1
823	некоторое единство	1	1
824	нам в	2	1
825	в духе	1	1
826	говорим о	2	1
827	или не	1	1
828	в сыром	1	1
829	все то	1	1
830	с неизбежностью	2	1
831	но он	2	1
832	цель и	1	1
833	реальной действительности	1	1
834	быть положена	1	1
835	г и	1	1
836	на свой	1	1
837	или в	2	1
838	которых и	1	1
839	литература но	1	1
840	мысли автора	1	1
841	относится и	1	1
842	из важнейших	2	1
843	моментов но	1	1
844	что его	1	1
845	проблемы в	1	1
846	и техники	2	1
847	существует как	1	1
848	могло не	3	1
849	осуществляется в	1	1
850	самые разнообразные	1	1
851	слова но	1	1
852	что будет	1	1
853	но совершенно	1	1
854	самого по	1	1
855	становления и	3	1
856	что у	1	1
857	и исследования	1	1
858	который как	1	1
859	в россии	4	1
860	проблем и	5	1
861	ближайшим образом	4	1
862	с другими	11	1
863	языку как	2	1
864	и все	9	1
865	на данный	1	1
866	в пылу	1	1
867	историю литературы	3	1
868	каковы его	1	1
869	во взглядах	1	1
870	содержание и	1	1
871	из самых	1	1
872	бытия и	1	1
873	тем пониманием	2	1
874	еще в	2	1
875	принципа в	1	1
876	области как	1	1
877	быть только	1	1
878	может и	2	1
879	иначе как	2	1
880	в эпоху	2	1
881	нет он	2	1
882	и эта	2	1
883	но для	4	1
884	методологии истории	1	1
885	средой через	1	1
886	литературы история	2	1
887	представлять себе	3	1
888	дело здесь	1	1
889	непосредственно как	2	1
890	из всего	2	1
891	вещей и	3	1
892	лишь к	1	1
893	представление о	2	1
894	бы оно	2	1
895	очевидно что	2	1
896	широком понимании	1	1
897	дан нам	1	1
898	точном смысле	1	1
899	искусства как	2	1
900	слова а	1	1
901	значения и	4	1
902	для исследователя	1	1
903	в таком	2	1
904	или иная	1	1
905	если он	4	1
906	судить о	1	1
907	определяется в	1	1
908	очень много	1	1
909	поэтому от	1	1
910	в жизни	3	1
911	можно назвать	1	1
912	в стороне	1	1
913	теми или	1	1
914	ради самого	1	1
915	и методов	1	1
916	литературе и	2	1
917	правда в	3	1
918	участие в	1	1
919	широком и	1	1
920	метода и	1	1
921	легче и	1	1
922	лишь с	1	1
923	историей все	1	1
924	похож на	1	1
925	и такая	1	1
926	данного языка	1	1
927	встречается в	1	1
928	с ними	1	1
929	вещей в	2	1
930	не образуют	1	1
931	духа в	1	1
932	если и	1	1
933	в точном	1	1
934	или даже	3	1
935	социальным явлением	2	1
936	его исследования	1	1
937	далеко не	2	1
938	литературы историей	1	1
939	даже просто	2	1
940	общих чертах	1	1
941	между прочим	1	1
942	и распоряжается	1	1
943	чем иным	1	1
944	выделить в	1	1
945	времени как	1	1
946	на эту	1	1
947	человека на	1	1
948	всю эту	1	1
949	сообщение о	1	1
950	во главе	1	1
951	именно этого	1	1
952	и отдельных	1	1
953	не от	3	1
954	это противопоставление	2	1
955	как с	2	1
956	правда не	1	1
957	изобразительных искусствах	1	1
958	языка которая	1	1
959	как ее	4	1
960	о единстве	1	1
961	особенности в	2	1
962	именно эту	1	1
963	в такой	3	1
964	метода в	7	1
965	отличается от	4	1
966	между собой	1	1
967	не создает	1	1
968	языка во	1	1
969	слово в	2	1
970	больше всего	1	1
971	в свете	1	1
972	е на	1	1
973	том как	1	1
974	ведь в	2	1
975	это было	3	1
976	что раньше	2	1
977	этот образ	2	1
978	язык это	1	1
979	языка то	2	1
980	диалектического материализма	1	1
981	в итоге	1	1
982	нельзя изучать	1	1
983	на его	2	1
984	в сторону	4	1
985	цель которых	1	1
986	о единой	1	1
987	которая не	1	1
988	какой они	1	1
989	самом широком	1	1
990	общем смысле	2	1
991	оно определено	1	1
992	произведение есть	1	1
993	в дальнейшей	1	1
994	в лучшем	3	1
995	это бывает	1	1
996	в эту	3	1
997	и понимания	1	1
998	или менее	7	1
999	через которую	1	1
1000	даже того	1	1
1001	и понимание	1	1
1002	мысли в	2	1
1003	действительности и	3	1
1004	развития а	1	1
1005	относиться к	2	1
1006	неясности в	1	1
1007	всю обширную	1	1
1008	руки и	1	1
1009	связано с	1	1
1010	только слово	1	1
1011	действительности а	1	1
1012	а для	1	1
1013	по поводу	1	1
1014	вопроса о	2	1
1015	с одинаковым	1	1
1016	на них	1	1
1017	чтобы увидеть	1	1
1018	историей литературы	1	1
1019	историю языка	1	1
1020	собственно в	1	1
1021	понять как	1	1
1022	можно и	2	1
1023	непосредственно и	1	1
1024	жизнь и	3	1
1025	чтобы сделать	1	1
1026	произведение в	3	1
1027	слова для	1	1
1028	не была	2	1
1029	и основные	2	1
1030	методе и	1	1
1031	поскольку она	1	1
1032	перестает быть	3	1
1033	для друга	1	1
1034	своеобразными явлениями	1	1
1035	принципах и	1	1
1036	понятными и	1	1
1037	это и	7	1
1038	и тех	1	1
1039	и дело	1	1
1040	его и	2	1
1041	того или	6	1
1042	неизбежно ведет	1	1
1043	проникая в	1	1
1044	разница между	1	1
1045	к нашему	1	1
1046	к речи	1	1
1047	совершенно не	5	1
1048	этом пункте	4	1
1049	материалом для	2	1
1050	применении этого	1	1
1051	системы языка	2	1
1052	и эти	1	1
1053	в противовес	2	1
1054	это конечно	1	1
1055	в центр	1	1
1056	научная история	2	1
1057	а к	2	1
1058	не принадлежит	1	1
1059	и более	4	1
1060	в содержание	2	1
1061	к конкретной	1	1
1062	с самого	2	1
1063	образом мы	1	1
1064	и самые	2	1
1065	в действительности	3	1
1066	и такие	1	1
1067	в статье	5	1
1068	который был	1	1
1069	в предисловии	3	1
1070	восприятия в	1	1
1071	значительное место	1	1
1072	которыми он	1	1
1073	об особой	1	1
1074	направлено на	1	1
1075	значит что	1	1
1076	какие бы	2	1
1077	из системы	3	1
1078	должно было	4	1
1079	тех же	2	1
1080	эта связь	2	1
1081	прочим и	1	1
1082	от конкретного	1	1
1083	объект исследования	4	1
1084	об ее	1	1
1085	содержания при	1	1
1086	в круг	1	1
1087	с каким-нибудь	1	1
1088	обширную область	1	1
1089	превращается в	2	1
1090	е каким	1	1
1091	известных условиях	2	1
1092	его содержания	1	1
1093	схему так	1	1
1094	как язык	1	1
1095	памятники в	1	1
1096	другими словами	1	1
1097	второй же	1	1
1098	а через	1	1
1099	языка могут	1	1
1100	чтобы говорить	1	1
1101	историческое изучение	1	1
1102	так сказать	6	1
1103	и чувства	1	1
1104	то эти	1	1
1105	слова было	1	1
1106	его исторического	2	1
1107	наконец в	3	1
1108	не должен	1	1
1109	но тогда	1	1
1110	не дает	3	1
1111	во всей	4	1
1112	это то	1	1
1113	не должно	1	1
1114	одну из	1	1
1115	жизни данного	1	1
1116	а от	2	1
1117	о возможности	1	1
1118	не по	4	1
1119	второго рода	1	1
1120	той существенной	1	1
1121	и критики	2	1
1122	можно различить	1	1
1123	и должна	3	1
1124	она могла	1	1
1125	языку и	1	1
1126	но здесь	1	1
1127	и другой	1	1
1128	историю искусств	2	1
1129	работы но	1	1
1130	оттолкнуться от	1	1
1131	л в	1	1
1132	своей прямой	2	1
1133	конечно и	1	1
1134	уже о	1	1
1135	из их	1	1
1136	и разновидности	1	1
1137	о методе	1	1
1138	просто не	1	1
1139	когда язык	1	1
1140	языком и	2	1
1141	не сам	1	1
1142	твердую почву	1	1
1143	нужна для	1	1
1144	из себя	1	1
1145	не раз	1	1
1146	самой материи	1	1
1147	в руках	1	1
1148	отдельные науки	1	1
1149	лучшем случае	3	1
1150	из самого	1	1
1151	в которой	5	1
1152	лишь в	15	1
1153	не будет	2	1
1154	между двумя	3	1
1155	лишь на	1	1
1156	которая сама	1	1
1157	именно из	1	1
1158	к вопросу	2	1
1159	изучение этого	1	1
1160	области филологии	1	1
1161	не могло	6	1
1162	должны быть	6	1
1163	между отдельными	2	1
1164	о научной	1	1
1165	с литературой	1	1
1166	что также	1	1
1167	нужно сказать	1	1
1168	не приходится	4	1
1169	и та	1	1
1170	есть ли	1	1
1171	общения и	3	1
1172	сюда относятся	1	1
1173	по специальности	1	1
1174	в науке	2	1
1175	и является	3	1
1176	взглядах на	1	1
1177	искусством и	1	1
1178	своей работе	2	1
1179	стоять на	1	1
1180	не могла	3	1
1181	не заметили	1	1
1182	как если	2	1
1183	эта система	1	1
1184	самого слова	1	1
1185	притом еще	1	1
1186	своей практической	1	1
1187	посвященных изучению	1	1
1188	за пределы	2	1
1189	вещей как	1	1
1190	и была	1	1
1191	при известных	2	1
1192	и соответствующих	2	1
1193	которых так	1	1
1194	задачи и	7	1
1195	ее с	1	1
1196	русского языка	1	1
1197	действительность не	3	1
1198	в учении	3	1
1199	чтобы убедиться	2	1
1200	содержание но	1	1
1201	разных сторон	1	1
1202	исследовании на	1	1
1203	проблем в	2	1
1204	различны то	1	1
1205	и создавать	1	1
1206	его содержании	1	1
1207	самого понятия	1	1
1208	только тем	2	1
1209	целое так	1	1
1210	значительной степени	3	1
1211	также не	1	1
1212	более молодых	1	1
1213	впечатление что	2	1
1214	только то	1	1
1215	то как	1	1
1216	стороны как	1	1
1217	он есть	1	1
1218	известная система	1	1
1219	и сообщение	1	1
1220	что из	1	1
1221	и всегда	1	1
1222	самого начала	2	1
1223	и речи	2	1
1224	как один	2	1
1225	должны были	1	1
1226	а лишь	4	1
1227	или иное	2	1
1228	мы здесь	1	1
1229	то ни	5	1
1230	поэтика и	1	1
1231	это единство	1	1
1232	быть более	1	1
1233	как некоторое	2	1
1234	целом но	1	1
1235	убедиться в	2	1
1236	чем сложнее	1	1
1237	сохраняет свое	1	1
1238	в каких	1	1
1239	его собственной	1	1
1240	настолько что	1	1
1241	соприкасается с	1	1
1242	основываясь на	1	1
1243	дает ей	1	1
1244	как эта	1	1
1245	автора в	1	1
1246	могло быть	1	1
1247	имеем в	1	1
1248	проблема и	2	1
1249	литературы как	4	1
1250	чем с	1	1
1251	содержание поэтического	2	1
1252	ни одной	2	1
1253	содержания но	2	1
1254	как чего-то	1	1
1255	потом в	1	1
1256	так называемого	1	1
1257	их непосредственной	1	1
1258	как их	4	1
1259	литературы или	1	1
1260	два различных	1	1
1261	ведь это	1	1
1262	элементы художественной	5	1
1263	историей других	1	1
1264	он в	3	1
1265	поэта и	1	1
1266	своим содержанием	1	1
1267	и форме	1	1
1268	оно входит	1	1
1269	нет и	2	1
1270	место в	8	1
1271	содержания как	2	1
1272	точного определения	1	1
1273	на деле	1	1
1274	историк искусства	1	1
1275	языка будет	1	1
1276	тех пор	1	1
1277	важное для	1	1
1278	к науке	1	1
1279	одного из	4	1
1280	впервые в	1	1
1281	содержанием и	1	1
1282	общего с	2	1
1283	в трудах	3	1
1284	культуры и	3	1
1285	главным образом	5	1
1286	же язык	1	1
1287	если мы	5	1
1288	речи в	1	1
1289	однако история	1	1
1290	правом можно	1	1
1291	без всякого	1	1
1292	гораздо большей	1	1
1293	друг для	1	1
1294	но есть	2	1
1295	только одна	2	1
1296	подход к	2	1
1297	этого метода	2	1
